Block,Time,KGSU3AND4,KHSTPP-II,KISHANGANGA,KOTESHWR,KUDGI,NLCEXP,NLCIIST2,NNTPP,RAMPUR,RAPPD,SIMHST2,TALA,TALST2,TANDA2,ANTA_CRF,FSTPP I & II,NJPC,NLCIIST1,RIHAND3,SALAL,SASAN,AURY_GF,CHAMERA2,RIHAND1,RSTPSU1TO6,TANAKPUR,UNCHAHAR3,ANTA_RF,AURY_LF,AURY_RF,DADRI_CRF,DADRI_RF,DADRT2,DHAULIGNGA,KGSU1AND2,KHSTPP-I,NTPL,PARBATI2,SINGRAULI,TelanganaSTPP,UNCHAHAR2,ANTA_GF,SINGRAULI_HYDRO,VALLURNTECL,AURY_CRF,BRBCL,BSIUL,DULHASTI,JHAJJAR,KKNPPU2,KOLDAM,NAPP,PARBATI3,RIHAND2,SIMHST1,UNCHAHAR1,UNCHAHAR4,CHAMERA1,MAPS,NLCTS2EXP,RAPPC,URI,URI2,DADRI_GF,DADRI_LF,CHAMERA3,KKNP,RAPPB,RSTPSU7,SEWA2,TEHRI,ANTA_LF
58,14:15-14:30,0,148.3,8.63,10.43,0,0,0,0,1.1,30,0,0,0,5.7,0,20.8,27.66,0,130.79,40.09,343.12,0,16.27,97.23,0,1.79,27.68,47.239999999999995,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,13.04,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,0,0,0

59,14:30-14:45,0,148.3,8.63,10.43,0,0,0,0,2.19,30,0,0,0,5.7,0,20.8,55.33,0,130.79,40.09,343.12,0,16.27,97.23,0,1.79,27.68,47.239999999999995,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,13.04,59.5,428.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,35.34,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,148.3,8.63,10.43,0,0,0,0,2.19,30,0,0,0,5.7,0,20.8,55.33,0,130.79,40.09,343.12,0,16.27,97.23,0,1.79,27.68,47.239999999999995,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,13.04,59.5,448.67,0,0,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,35.34,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,148.3,8.63,10.43,0,0,0,0,2.19,30,0,0,0,5.7,0,20.8,55.33,0,130.79,40.09,343.12,0,16.27,97.23,0,4.35,27.68,47.239999999999995,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,6.52,59.5,448.67,0,2.3,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,35.34,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,148.3,8.63,10.43,0,0,0,0,2.19,30,0,0,0,5.7,0,20.8,55.33,0,130.79,40.09,343.12,0,16.27,97.23,0,4.35,27.68,47.239999999999995,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,6.52,59.5,448.67,0,2.3,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,35.34,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,148.3,8.63,10.43,0,0,0,0,3.29,30,0,0,0,5.7,0,20.8,82.99,0,130.79,40.09,343.12,0,16.27,97.23,0,4.35,27.68,47.239999999999995,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,6.52,59.5,448.67,0,2.3,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,35.34,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,148.3,8.63,10.43,0,0,0,0,3.29,30,0,0,0,5.7,0,20.8,82.99,0,130.79,40.09,343.12,0,4.12,97.23,0,4.35,27.68,47.239999999999995,0,76.74000000000001,0,98.4,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,6.52,59.5,448.67,0,2.3,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,35.34,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,148.3,8.63,10.43,0,0,0,0,3.29,30,0,0,0,5.7,0,20.8,82.99,0,130.79,40.09,343.12,0,4.12,97.23,0,4.35,27.68,47.239999999999995,0,76.74000000000001,0,98.4,688.92,0,0,40.06,0,0,150.34,0,45,0,1,0,0,15,6.52,59.5,448.67,0,2.3,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,35.34,0,0,0,0,0,0,0,11.56,0

66,16:15-16:30,0,148.3,8.63,10.43,0,0,0,0,3.29,30,0,0,0,5.7,0,20.8,82.99,0,130.79,40.09,343.12,0,4.12,97.23,0,4.35,27.68,47.239999999999995,0,76.74000000000001,0,98.4,688.92,0,0,40.06,0,0,150.34,0,45,0,1,0,0,15,6.52,59.5,448.67,0,4.6,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,35.34,0,0,0,0,0,0,6.3,11.56,0

67,16:30-16:45,0,148.3,8.63,10.43,0,0,0,0,3.29,30,0,0,0,5.7,0,20.8,82.99,0,130.79,40.09,343.12,0,4.12,97.23,0,4.35,27.68,47.239999999999995,0,76.72,0,98.41,688.92,0,0,40.06,0,0,150.34,0,45,0,1,0,0,15,6.52,59.5,448.67,0,4.6,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,50.23,35.34,0,0,0,0,0,0,6.3,11.56,0

68,16:45-17:00,0,148.3,8.63,10.43,0,0,0,0,3.29,30,0,0,0,5.7,0,20.8,82.99,0,130.79,40.09,343.12,0,4.12,97.23,0,4.35,27.68,47.239999999999995,0,76.72,0,98.41,688.92,0,0,40.06,0,0,150.34,0,45,0,1,0,0,15,6.52,59.5,448.67,0,4.6,26.03,0,124.58,0,21.64,2.05,0,0,0,69.23,50.23,35.34,0,0,0,0,0,0,12.61,11.56,0

69,17:00-17:15,0,148.3,8.63,10.43,0,0,0,0,3.29,30,0,0,0,5.7,0,20.8,82.99,0,130.79,40.09,343.12,0,4.12,97.23,0,4.35,27.68,47.239999999999995,0,76.72,0,98.41,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,13.04,59.5,448.67,0,4.6,26.03,0,124.58,0,21.64,3.2,0,0,0,69.23,52.36,35.34,0,0,0,0,0,0,12.61,11.56,0

70,17:15-17:30,0,148.3,8.63,10.43,0,0,0,0,3.29,30,0,0,0,5.7,0,20.8,82.99,0,130.79,40.09,343.12,0,4.12,97.23,0,4.35,27.68,47.239999999999995,0,76.72,0,98.41,688.92,0,0,45.53,0,0,150.34,0,45,0,1,0,0,15,13.04,59.5,418.67,0,7.19,26.03,0,124.58,0,21.64,2.05,0,0,0,69.23,52.36,35.34,0,0,0,0,0,0,12.61,12.03,0

71,17:30-17:45,0,148.3,8.63,10.43,0,0,0,0,4.33,30,0,0,0,4.8,0,20.8,110.67,0,130.79,65.07,343.12,0,16.27,97.23,0,4.35,27.68,47.239999999999995,0,76.72,0,98.41,688.92,10.95,0,45.53,0,0,150.34,0,44.21,0,1,0,0,15,13.04,59.5,418.67,0,9.59,26.03,4.29,124.58,0,21.64,2.05,0,0,0,69.23,52.36,35.34,0,0,0,0,0,0,18.9,23.11,0

72,17:45-18:00,0,148.3,8.63,10.43,0,0,0,0,4.33,30,0,0,0,4.8,0,20.8,110.67,0,130.79,79.38,343.12,0,16.27,97.23,0,4.35,27.68,47.24,0,76.72,0,98.41,687.59,10.95,0,45.53,0,6.02,150.34,0,44.21,0,1,0,0,15,13.04,59.5,388.67,0,9.59,26.03,18.41,124.58,0,21.64,2.05,0,0,0,69.23,52.36,35.34,0,0,0,0,0,0,18.9,23.11,0

73,18:00-18:15,0,148.3,8.63,10.43,0,0,0,0,3.78,30,0,0,0,5.7,0,20.8,95.21,0,130.79,79.38,343.12,0,16.27,97.23,0,4.35,27.68,47.24,0,76.72999999999999,0,98.41,688.58,10.95,0,45.53,0,15.02,150.34,0,44.5,0,1,0,0,15,13.04,59.5,388.67,0,9.59,26.03,21.48,124.58,0,21.64,2.3,14.05,0,0,69.23,50.23,35.34,0,0,11.67,0,0,0,18.9,23.11,0

74,18:15-18:30,0,148.3,8.63,10.43,0,0,0,0,3.78,30,0,0,0,5.7,0,20.8,95.21,0,130.79,53.45,343.12,0,32.53,97.23,0,4.35,27.68,47.24,0,76.72999999999999,0,98.41,688.58,21.88,0,45.53,0,30.06,150.34,0,44.5,0,1,0,0,15,19.56,59.5,388.67,0,9.59,26.03,24.55,124.58,0,21.64,2.3,28.1,0,0,69.23,50.23,35.34,0,0,23.33,0,0,0,18.9,36.11,0

75,18:30-18:45,0,148.3,8.68,11.59,0,0,0,0,4.33,30,0,0,0,5.7,0,20.8,110.67,0,130.79,53.45,343.12,0,50.39,97.23,0,4.35,27.68,47.24,0,76.73,0,98.41,688.58,43.78,0,45.53,0,44.33,150.34,0,44.5,0,1,0,0,15,19.56,60.23,388.67,0,9.59,26.03,59.84,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,38.56,0,0,35.03,0,0,0,20.09,36.11,0

76,18:45-19:00,0,148.3,8.68,11.59,0,0,0,0,4.33,30,0,0,0,5.7,0,20.8,110.67,0,130.79,53.45,343.12,0,50.39,97.23,0,4.35,27.68,47.24,0,74.71,0,98.41,688.58,43.78,0,45.53,0,44.33,150.34,0,44.5,0,1,0,0,15,19.56,60.23,388.67,0,9.59,26.03,59.84,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,38.56,0,0,35.03,0,0,0,20.09,36.11,0

77,19:00-19:15,0,148.3,8.68,11.59,0,0,0,0,5.42,30,0,0,0,5.7,0,20.8,138.33,0,130.79,53.45,343.12,0,50.39,97.23,0,0.51,27.68,47.89,0,74.71,0,98.41,688.58,43.78,0,45.53,0,44.33,150.34,0,44.5,0,1,0,0,15,19.56,60.23,388.67,0,9.59,26.03,59.84,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,38.56,0,0,35.03,0,0,0,20.09,36.11,0

78,19:15-19:30,0,148.3,8.68,11.59,0,0,0,0,5.42,30,0,0,0,5.7,0,20.8,138.33,0,130.79,53.45,343.12,0,50.39,97.23,0,0.51,27.68,47.89,0,74.71,0,98.41,688.58,43.78,0,45.53,0,44.33,150.34,0,44.5,0,1,0,0,15,19.56,60.23,388.67,0,9.59,26.03,59.84,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,38.56,0,0,35.03,0,0,0,20.09,36.11,0

79,19:30-19:45,0,148.3,8.68,11.59,0,0,0,0,5.42,30,0,0,0,5.7,0,20.8,138.33,0,130.79,53.45,343.12,0,50.39,97.23,0,0.51,27.68,47.89,0,74.71,0,98.41,688.58,43.78,0,45.53,0,44.33,150.34,0,44.5,0,1,0,0,15,19.56,60.23,388.67,0,9.59,26.03,59.84,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,35.03,0,0,0,20.09,36.11,0

80,19:45-20:00,0,148.3,8.68,11.59,0,0,0,0,5.42,30,0,0,0,5.7,0,20.8,138.33,0,130.79,53.45,343.12,0,50.39,97.23,0,0.51,27.68,47.89,0,74.71,0,98.41,688.58,43.78,0,45.53,0,44.33,150.34,0,44.5,0,1,0,0,15,19.56,60.23,388.67,0,9.59,26.03,59.84,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,35.03,0,0,0,20.09,36.11,0

81,20:00-20:15,0,148.3,8.68,11.59,0,0,0,0,4.33,30,0,0,0,5.7,0,20.8,110.67,0,130.79,53.45,343.12,0,50.39,97.23,0,0.51,27.68,47.89,0,74.71,0,98.41,688.58,43.78,0,45.53,0,44.33,150.34,0,44.5,0,1,0,0,15,19.56,60.23,388.67,0,9.59,26.03,59.84,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,35.03,0,0,0,20.09,36.11,0

82,20:15-20:30,0,148.3,8.68,11.59,0,0,0,0,4.33,30,0,0,0,5.7,0,20.8,110.67,0,130.79,53.45,343.12,0,50.39,97.23,0,0.51,27.68,47.89,0,74.71,0,98.41,688.58,32.75,0,45.53,0,44.33,150.34,0,44.5,0,1,0,0,15,19.56,60.23,388.67,0,9.59,26.03,59.84,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,35.03,0,0,0,20.09,36.11,0

83,20:30-20:45,0,148.3,8.63,10.43,0,0,0,0,4.33,30,0,0,0,5.7,0,20.8,110.67,0,130.79,53.45,343.12,0,48.81,97.23,0,0.51,27.68,47.89,0,74.71,0,98.41,688.58,21.88,0,45.53,0,22.54,150.34,0,44.5,0,1,0,0,15,13.04,59.5,388.67,0,9.59,26.03,11.51,124.58,0,21.64,2.3,41.08,0,0,69.23,50.23,35.34,0,0,35.03,0,0,0,18.9,36.11,0

84,20:45-21:00,0,148.3,8.63,10.43,0,0,0,0,4.33,30,0,0,0,5.7,0,20.8,110.67,0,130.79,53.45,343.12,0,48.81,97.23,0,0.51,27.68,47.89,0,74.71,0,98.41,688.58,21.88,0,45.53,0,15.02,150.34,0,44.5,0,1,0,0,15,13.04,59.5,388.67,0,9.59,26.03,9.2,124.58,0,21.64,2.3,41.08,0,0,69.23,50.23,35.34,0,0,35.03,0,0,0,18.9,36.11,0

85,21:00-21:15,0,148.3,8.63,10.43,0,0,0,0,4.33,30,0,0,0,5.7,0,20.8,110.67,0,130.79,40.09,343.12,0,48.81,97.23,0,0.51,27.68,48.55,0,74.71,0,98.41,688.58,21.88,0,45.53,0,15.02,150.34,0,44.5,0,1,0,0,15,13.04,59.5,388.67,0,9.59,26.03,9.2,124.58,0,21.64,2.3,41.08,0,0,69.23,50.23,35.34,0,0,35.03,0,0,0,18.9,36.11,0

86,21:15-21:30,0,148.3,8.63,10.43,0,0,0,0,4.33,30,0,0,0,5.7,0,20.8,110.67,0,130.79,40.09,343.12,0,48.81,97.23,0,0.51,27.68,48.55,0,74.71,0,98.41,688.58,32.83,0,45.53,0,22.54,150.34,0,44.5,0,1,0,0,15,19.56,59.5,388.67,0,9.59,26.03,12.28,124.58,0,21.64,2.3,41.08,0,0,69.23,50.23,35.34,0,0,35.03,0,0,0,18.9,36.11,0

87,21:30-21:45,0,148.3,8.68,11.59,0,0,0,0,5.42,30,0,0,0,5.7,0,20.8,138.33,0,130.79,40.09,343.12,0,50.39,97.23,0,0.51,27.68,48.55,0,74.71,0,98.41,688.58,43.78,0,45.53,0,28.56,150.34,0,44.5,0,1,0,0,15,19.56,60.23,388.67,0,9.59,26.03,59.84,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,35.03,0,0,0,20.09,36.11,0

88,21:45-22:00,0,148.3,8.68,11.59,0,0,0,0,5.42,30,0,0,0,5.7,0,20.8,138.33,0,130.79,40.09,343.12,0,50.39,97.23,0,0.51,27.68,48.55,0,74.71,0,98.41,688.58,43.78,0,45.53,0,28.56,150.34,0,44.5,0,1,0,0,15,19.56,60.23,388.67,0,9.59,26.03,59.84,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,35.03,0,0,0,20.09,36.11,0

89,22:00-22:15,0,148.3,8.68,11.59,0,0,0,0,5.42,30,0,0,0,5.7,0,20.8,138.33,0,130.79,40.09,343.12,0,50.39,97.23,0,0,27.68,48.55,0,74.71,0,98.41,688.58,43.78,0,45.53,0,28.56,150.34,0,44.5,0,1,0,0,15,19.56,60.23,388.67,0,9.59,26.03,59.84,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,35.03,0,0,0,20.09,36.11,0

90,22:15-22:30,0,148.3,8.68,11.59,0,0,0,0,5.42,30,0,0,0,5.7,0,20.8,138.33,0,130.79,40.09,343.12,0,50.39,97.23,0,0,27.68,48.55,0,74.71,0,98.41,688.58,43.78,0,45.53,0,28.56,150.34,0,44.5,0,1,0,0,15,19.56,60.23,388.67,0,9.59,26.03,59.84,124.58,0,21.64,2.3,42.15,0,0,69.23,50.23,35.34,0,0,35.03,0,0,0,20.09,36.11,0

91,22:30-22:45,0,148.3,8.63,10.43,0,0,0,0,4.33,30,0,0,0,5.7,0,20.8,110.67,0,130.79,40.09,343.12,0,48.81,97.23,0,0,27.68,48.55,0,74.71,0,98.41,688.58,21.88,0,45.53,0,28.56,150.34,0,44.5,0,1,0,0,15,19.56,59.5,388.67,0,9.59,26.03,33.76,124.58,0,21.64,2.3,28.1,0,0,69.23,50.23,35.34,0,0,35.03,0,0,0,18.9,36.11,0

92,22:45-23:00,0,148.3,8.63,10.43,0,0,0,0,4.33,30,0,0,0,5.7,0,20.8,110.67,0,130.79,40.09,343.12,0,48.81,97.23,0,0,27.68,48.55,0,74.71,0,98.41,688.58,10.95,0,45.53,0,28.56,150.34,0,44.5,0,1,0,0,15,19.56,59.5,388.67,0,9.59,26.03,33.76,124.58,0,21.64,2.3,28.1,0,0,69.23,50.23,35.34,0,0,35.03,0,0,0,18.9,36.11,0

93,23:00-23:15,0,148.3,8.63,10.43,0,0,0,0,4.33,30,0,0,0,5.7,0,20.8,110.67,0,130.79,53.45,343.12,0,48.81,46.5,0,0,27.68,48.55,0,76.73,0,98.41,688.58,10.95,0,45.53,0,27.05,150.34,0,44.5,0,1,0,0,15,19.56,59.5,388.67,0,8.87,26.03,23.02,124.58,0,21.64,2.3,28.1,0,0,69.23,49.68,35.34,0,0,35.03,0,0,0,18.9,36.11,0

94,23:15-23:30,0,148.3,8.63,10.43,0,0,0,0,2.98,30,0,0,0,5.7,0,20.8,75.04,0,130.79,53.45,343.12,0,48.81,46.5,0,0,27.68,48.55,0,76.73,0,98.41,688.58,10.95,0,45.53,0,7.52,150.34,0,44.5,0,1,0,0,15,19.56,59.5,388.67,0,7.19,26.03,23.02,124.58,0,21.64,2.3,28.1,0,0,69.23,49.68,35.34,0,0,23.33,0,0,0,18.9,36.11,0

95,23:30-23:45,0,148.3,8.63,10.43,0,0,0,0,2.98,30,0,0,0,5.7,0,20.8,75.04,0,130.79,53.45,343.12,0,48.81,46.5,0,0,27.68,48.55,0,74.71,0,98.41,688.58,10.95,0,45.53,0,7.52,150.34,0,44.5,0,1,0,0,15,19.56,59.5,388.67,0,4.79,26.03,23.02,124.58,0,21.64,2.3,28.1,0,0,69.23,49.68,35.34,0,0,23.33,0,0,0,18.9,36.11,0

96,23:45-24:00,0,148.3,8.63,10.43,0,0,0,0,2.98,30,0,0,0,5.7,0,20.8,75.04,0,130.79,53.45,343.12,0,48.81,46.5,0,0,27.68,48.55,0,74.71,0,98.41,688.58,10.95,0,45.53,0,7.52,150.34,0,44.5,0,1,0,0,15,19.56,59.5,388.67,0,2.4,26.03,23.02,124.58,0,21.64,2.3,28.1,0,0,69.23,49.68,35.34,0,0,23.33,0,0,0,18.9,36.11,0

