Block,Time,BRBCL,DHAULIGNGA,DULHASTI,KGSU3AND4,RAPPC,RIHAND2,TEHRIPSP,UNCHAHAR3,URI,CHAMERA3,DADRT2,KUDGI,MAPS,NJPC,NLCTS2EXP,SALAL,SASAN,TEHRI,ANTA_RF,AURY_CRF,AURY_LF,DADRI_RF,NLCIIST1,NLCIIST2,NTPL,UNCHAHAR1,KGSU1AND2,KHSTPP-II,RAPPD,RIHAND1,TALST2,AURY_RF,DADRI_GF,FSTPP I & II,JHAJJAR,KHSTPP-I,NAPP,RSTPSU7,SINGRAULI,UNCHAHAR4,URI2,VALLURNTECL,ANTA_GF,BSIUL,KKNPPU2,KOLDAM,RSTPSU1TO6,SEWA2,TANDA2,ANTA_CRF,AURY_GF,DADRI_CRF,CHAMERA2,KISHANGANGA,NLCEXP,NNTPP,RAMPUR,RAPPB,RIHAND3,SIMHST1,SIMHST2,SINGRAULI_HYDRO,TALA,TANAKPUR,TelanganaSTPP,CHAMERA1,KKNP,KOTESHWR,PARBATI2,PARBATI3,UNCHAHAR2,ANTA_LF,DADRI_LF
54,13:15-13:30,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,11.04,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,49.56,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,104.03,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,27.05,11.91,0,42.15,0,45.08,25.69,44.61,44.52,0,0

55,13:30-13:45,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,52.36,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,49.06,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,27.05,11.91,0,42.15,0,45.08,25.69,49.07,44.52,0,0

56,13:45-14:00,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,52.36,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,49.06,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,27.05,11.91,0,42.15,0,45.08,25.69,49.07,44.52,0,0

57,14:00-14:15,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,37.53,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,49.06,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,27.05,11.91,0,42.15,0,45.08,25.69,49.07,44.52,0,0

58,14:15-14:30,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,37.53,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,49.06,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,27.05,11.91,0,42.15,0,45.08,25.69,49.07,44.52,0,0

59,14:30-14:45,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,37.53,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,49.06,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,27.05,11.91,0,42.15,0,45.08,25.69,49.07,44.52,0,0

60,14:45-15:00,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,37.53,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,49.06,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,27.05,11.91,0,42.15,0,45.08,25.69,49.07,44.52,0,0

61,15:00-15:15,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,37.53,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,48.55,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,27.05,3.85,0,42.15,0,45.08,25.69,49.07,44.52,0,0

62,15:15-15:30,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,37.53,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,48.55,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,26.7,3.85,0,42.15,0,45.08,25.69,49.07,44.52,0,0

63,15:30-15:45,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,22.08,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,48.55,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0,0,0,5.68,0,130.84,0,0,0,23.54,3.85,0,42.15,0,45.08,25.69,49.07,44.52,0,0

64,15:45-16:00,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,22.08,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,48.55,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,0.64,0,0,5.68,0,130.84,0,0,0,23.54,11.91,0,42.15,0,45.08,25.69,49.07,44.52,0,0

65,16:00-16:15,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,22.08,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,48.05,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,2.33,0,0,5.68,0,130.84,0,0,0,23.26,11.91,0,42.15,0,45.08,25.69,49.07,44.52,0,0

66,16:15-16:30,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,22.08,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,48.05,0,0,104.09,0,0,0,21.65,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,3.23,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,2.33,0,0,5.68,0,130.84,0,0,0,23.32,11.91,0,42.15,0,45.08,25.69,49.07,44.52,0,0

67,16:30-16:45,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,17.67,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,48.05,0,0,104.09,0,0,0,19.57,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,2.94,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,23.42,11.91,0,42.15,0,45.08,25.69,49.07,44.52,0,0

68,16:45-17:00,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,17.67,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,48.05,0,0,104.09,0,0,0,19.57,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,2.94,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,23.55,11.91,0,42.15,0,45.08,25.69,49.07,44.52,0,0

69,17:00-17:15,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,17.67,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,47.55,0,0,104.09,0,0,0,19.57,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,2.94,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,23.08,11.91,0,42.15,0,45.08,25.69,49.07,44.52,0,0

70,17:15-17:30,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,17.67,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,47.55,0,0,104.09,0,0,0,19.57,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,2.94,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,22.82,11.91,0,42.15,0,45.08,25.69,49.07,44.52,0,0

71,17:30-17:45,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,17.67,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,47.55,0,0,104.09,0,0,0,19.57,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,2.94,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,22.57,11.91,0,42.15,0,45.08,25.69,52.04,44.52,0,0

72,17:45-18:00,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,17.67,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,47.55,0,0,104.09,0,0,0,19.57,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,1.73,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,22.38,11.91,0,42.15,0,45.08,25.69,52.04,43.91,0,0

73,18:00-18:15,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,13.25,22.61,689.39,0,0,175.8,0,79.6,416.25,82.36,47.54,0,0,104.09,0,0,0,19.57,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,1.79,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,22.2,11.91,0,42.15,0,45.08,25.69,52.04,43.91,0,0

74,18:15-18:30,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,13.25,22.61,689.01,0,0,175.8,0,79.6,416.25,82.36,47.53,0,0,104.09,0,0,0,19.57,0,98.87,40.15,48.09,0,80.79,0,19.46,667.27,45.53,24.11,0,112.22,1.79,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,4.65,0,0,5.68,0,130.84,0,0,0,21.98,11.91,0,42.15,0,45.08,25.69,52.04,43.91,0,0

75,18:30-18:45,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,11.04,22.61,689.01,0,0,175.8,0,79.6,416.25,82.36,47.28,0,0,104.09,0,0,0,19.57,0,98.87,40.15,48.09,0,80.79,0,15.29,474.82,45.53,24.11,0,112.22,1.79,33.52,0,0,19.56,0,8.63,0,18.34,5.23,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,21.76,11.91,0,42.15,0,45.08,25.69,52.04,43.91,0,0

76,18:45-19:00,24.99,44.82,38.45,0,65.43,125.27,192.57,27.38,11.04,23.8,689.01,0,0,177.45,0,79.6,416.25,82.36,47.28,0,0,104.09,0,0,0,19.57,0,98.87,40.15,48.09,0,81.32,0,13.9,474.82,45.53,24.11,0,112.22,1.79,33.52,0,0,20.46,0,8.63,0,19.49,5.23,0,0,0,49.6,7.18,0,0,5.85,0,130.84,0,0,0,21.6,11.91,0,42.35,0,45.08,27.87,57.98,43.91,0,0

77,19:00-19:15,24.99,44.82,38.45,0,65.43,125.27,192.57,27.38,11.04,23.8,689.01,0,0,177.45,0,79.6,416.25,82.36,47.28,0,0,104.09,0,0,0,19.57,0,98.87,40.15,48.09,0,73.13,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,20.46,0,8.63,0,19.49,5.23,0,0,0,49.6,7.18,0,0,5.85,0,130.84,0,0,0,21.63,11.91,0,42.35,0,45.08,27.87,57.98,43.91,0,0

78,19:15-19:30,24.99,44.82,38.45,0,65.43,125.27,192.57,27.38,11.04,23.8,689.01,0,0,177.45,0,79.6,416.25,82.36,47.28,0,0,104.09,0,0,0,19.57,0,98.87,40.15,48.09,0,73.13,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,20.46,0,8.63,0,19.49,5.23,0,0,0,49.6,7.18,0,0,5.85,0,130.84,0,0,0,21.74,11.91,0,42.35,0,45.08,27.87,57.98,43.91,0,0

79,19:30-19:45,24.99,44.82,38.45,0,65.43,125.27,192.57,27.38,52.36,23.8,689.01,0,0,177.45,0,79.6,416.25,82.36,47.78,0,0,104.09,0,0,0,19.57,0,98.87,40.15,48.09,0,73.13,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,20.46,0,8.63,0,19.49,5.23,0,0,0,49.6,7.18,0,0,5.85,0,130.84,0,0,0,21.8,11.91,0,42.35,0,45.08,27.87,57.98,43.91,0,0

80,19:45-20:00,24.99,44.82,38.45,0,65.43,125.27,192.57,27.38,52.36,23.8,689.01,0,0,177.45,0,79.6,416.25,82.36,47.78,0,0,104.09,0,0,0,19.57,0,98.87,40.15,48.09,0,73.13,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,20.46,0,8.63,0,19.49,5.23,0,0,0,49.6,7.18,0,0,5.85,0,130.84,0,0,0,21.91,11.91,0,42.35,0,45.08,27.87,57.98,43.91,0,0

81,20:00-20:15,24.99,44.82,38.45,0,65.43,125.27,192.57,27.38,11.04,23.8,689.01,0,0,177.45,0,79.6,416.25,82.36,48.55,0,0,106.06,0,0,0,19.57,0,98.87,40.15,48.09,0,73.13,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,20.46,0,8.63,0,19.49,5.25,0,0,0,49.6,7.18,0,0,5.85,0,130.84,0,0,0,21.99,11.91,0,42.35,0,45.08,27.87,57.98,43.91,0,0

82,20:15-20:30,24.99,44.82,38.45,0,65.43,125.27,192.57,27.38,11.04,23.8,689.01,0,0,177.45,0,79.6,416.25,82.36,48.55,0,0,106.06,0,0,0,19.57,0,98.87,40.15,48.09,0,73.13,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,20.46,0,8.63,0,19.49,5.25,0,0,0,49.6,7.18,0,0,5.85,0,130.84,0,0,0,22.11,11.91,0,42.35,0,45.08,27.87,57.98,43.91,0,0

83,20:30-20:45,24.99,44.82,38.45,0,65.43,125.27,192.57,27.38,11.04,23.8,689.01,0,0,177.45,0,79.6,416.25,82.36,48.55,0,0,106.06,0,0,0,20.16,0,98.87,40.15,48.09,0,73.13,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,20.46,0,8.63,0,19.49,5.25,0,0,0,49.6,7.18,0,0,5.85,0,130.84,0,0,0,22.2,11.91,0,42.35,0,45.08,27.87,57.98,43.91,0,0

84,20:45-21:00,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,11.04,22.61,689.01,0,0,175.8,0,79.6,416.25,82.36,48.55,0,0,106.06,0,0,0,20.16,0,98.87,40.15,48.09,0,73.13,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,19.56,0,8.63,0,18.34,5.25,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,22.38,11.91,0,42.15,0,45.08,26.04,49.07,43.91,0,0

85,21:00-21:15,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,11.04,22.61,689.01,0,0,175.8,0,79.6,416.25,82.36,49.31,0,0,106.06,0,0,0,20.16,0,98.87,40.15,48.09,0,73.13,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,19.56,0,8.63,0,18.34,5.25,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,22.94,11.91,0,42.15,0,45.08,26.04,49.07,43.91,0,0

86,21:15-21:30,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,52.36,22.61,689.01,0,0,175.8,0,79.6,416.25,82.36,49.31,0,0,106.06,0,0,0,20.16,0,98.87,40.15,48.09,0,73.13,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,19.56,0,8.63,0,18.34,5.25,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,23.12,11.91,0,42.15,0,45.08,26.04,49.07,43.91,0,0

87,21:30-21:45,24.99,44.82,38.45,0,65.43,125.27,192.57,27.38,52.36,23.8,689.01,0,0,177.45,0,79.6,416.25,82.36,50.07000000000001,0,0,106.06,0,0,0,20.16,0,98.87,40.15,48.09,0,73.13,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,20.46,0,8.63,0,19.49,5.25,0,0,0,49.6,7.18,0,0,5.85,0,130.84,0,0,0,23.29,11.91,0,42.35,0,45.08,27.87,57.98,43.91,0,0

88,21:45-22:00,24.99,44.82,38.45,0,65.43,125.27,192.57,27.38,17.67,23.8,689.01,0,0,177.45,0,79.6,416.25,82.36,50.07000000000001,0,0,106.06,0,0,0,20.16,0,98.87,40.15,48.09,0,73.13,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,20.46,0,8.63,0,19.49,5.25,0,0,0,49.6,7.18,0,0,5.85,0,130.84,0,0,0,23.46,11.91,0,42.35,0,45.08,27.87,57.98,43.91,0,0

89,22:00-22:15,24.99,44.82,38.45,0,65.43,125.27,192.57,27.38,17.67,23.8,689.01,0,0,177.45,0,79.6,416.25,82.36,50.58,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,73.13,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,20.46,0,8.63,0,19.49,5.25,0,0,0,49.6,7.18,0,0,5.85,0,130.84,0,0,0,23.59,11.91,0,42.35,0,45.08,27.87,57.98,43.91,0,0

90,22:15-22:30,24.99,44.82,38.45,0,65.43,125.27,192.57,27.38,17.67,23.8,689.01,0,0,177.45,0,79.6,416.25,82.36,50.58,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,73.13,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,20.46,0,8.63,0,19.49,5.25,0,0,0,49.6,7.18,0,0,5.85,0,130.84,0,0,0,23.7,11.91,0,42.35,0,45.08,27.87,57.98,43.91,0,0

91,22:30-22:45,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,17.67,22.61,689.01,0,0,175.8,0,79.6,416.25,82.36,50.83,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,73.52,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,19.56,0,8.63,0,18.34,5.25,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,23.74,11.91,0,42.15,0,45.08,25.69,49.07,43.91,0,0

92,22:45-23:00,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,17.67,22.61,689.01,0,0,175.8,0,79.6,416.25,82.36,50.83,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,73.52,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,19.56,0,8.63,0,18.34,5.25,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,23.79,11.91,0,42.15,0,45.08,25.69,49.07,43.91,0,0

93,23:00-23:15,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,11.04,22.61,689.01,0,0,175.8,0,79.6,416.25,82.36,51.59,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,73.52,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,19.56,0,8.63,0,18.34,5.25,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,23.85,11.91,0,42.15,0,45.08,25.69,49.07,43.91,0,0

94,23:15-23:30,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,11.04,22.61,689.01,0,0,175.8,0,79.6,416.25,82.36,51.59,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,73.52,0,13.9,474.87,45.53,24.11,0,112.22,1.79,33.52,0,0,19.56,0,8.63,0,18.34,5.25,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,23.89,11.91,0,42.15,0,45.08,25.69,49.07,43.91,0,0

95,23:30-23:45,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,17.67,22.61,689.01,0,0,175.8,0,79.6,416.25,82.36,51.84,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,73.52,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,19.56,0,8.63,0,18.34,5.25,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,23.91,11.91,0,42.15,0,45.08,25.69,49.07,43.91,0,0

96,23:45-24:00,24.99,42.46,38.32,0,65.43,125.27,192.57,27.38,17.67,22.61,689.01,0,0,175.8,0,79.6,416.25,82.36,51.84,0,0,106.06,0,0,0,21.65,0,98.87,40.15,48.09,0,73.52,0,13.9,474.86,45.53,24.11,0,112.22,1.79,33.52,0,0,19.56,0,8.63,0,18.34,5.25,0,0,0,47.12,6.97,0,0,5.68,0,130.84,0,0,0,23.96,11.91,0,42.15,0,45.08,25.69,49.07,43.91,0,0

