Block,Time Block,DADRT2,CHAMERA1,DHAULIGNGA,FSTPP I & II,DULHASTI,BRBCL,BSIUL,CHAMERA3,CHAMERA2,KGSU3AND4,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,JHAJJAR,KGSU1AND2,MAPS,KUDGI,NAPP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NLCEXP,NTPL,PARBATI3,RAPPB,RIHAND2,RIHAND1,RAMPUR,RAPPC,RIHAND3,RSTPSU1TO6,SASAN,SINGRAULI_HYDRO,RSTPSU7,SIMHST1,SALAL,SEWA2,SIMHST2,SINGRAULI,TALA,TEHRI,TANDA2,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,UNCHAHAR1,URI2,ANTA_LF,UNCHAHAR3,ANTA_GF,ANTA_CRF,URI,VALLURNTECL,UNCHAHAR4,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,431.29,0,0,17.36,52.12,19.38,6.32,24.52,31.8,0,9.36,95.8,0,0,1.17,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,3.82,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,4.53,0,0,0,8.07,0,30.6,14.85,31.5,0,19.18,0,0,28.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,431.29,0,0,17.36,52.12,19.38,6.32,24.52,31.8,0,9.36,95.8,0,0,2.35,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,3.82,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,4.58,0,0,0,8.07,0,30.6,14.85,31.5,0,19.18,0,0,28.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,499.11,0,0,17.36,52.12,19.38,6.32,24.52,31.8,0,9.36,95.8,0,0,3.53,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,3.82,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,4.04,0,0,0,8.07,0,30.6,14.85,31.5,0,19.18,0,0,28.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,566.93,0,0,17.36,52.12,18.76,6.32,24.52,31.8,0,9.36,95.8,0,0,3.53,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,3.82,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,4.04,0,0,0,8.07,0,30.6,14.85,31.5,0,19.18,0,0,28.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,585.93,0,0,19.1,52.12,19.38,6.32,24.52,31.8,0,9.36,95.8,0,0,3.53,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,3.82,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,4.01,0,0,0,8.07,0,30.78,14.85,31.5,0,19.18,0,0,28.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,585.93,0,0,20.15,52.12,19.38,6.32,24.52,31.8,0,9.36,95.8,0,0,3.53,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,3.82,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,4.01,0,0,0,8.07,0,30.78,14.85,31.5,0,19.18,0,0,28.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,585.93,0,0,20.15,52.12,19.38,6.32,20.71,31.8,0,9.36,95.8,0,0,3.53,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,3.82,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.88,0,0,0,8.07,0,30.78,14.85,31.5,0,19.18,0,0,29.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,585.93,13.61,0,20.15,52.12,19.38,6.32,20.71,28.56,0,9.36,95.8,0,0,3.53,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,3.82,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.85,0,0,0,8.07,0,30.78,14.85,31.5,0,19.18,0,0,29.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,583.22,13.61,0,17.03,52.12,19.38,6.32,20.71,28.56,0,9.36,95.8,0,0,3.53,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,2.31,8.89,0,0,8.07,0,41.07,19.92,31.5,0,25.25,0,0,29.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,583.22,13.61,0,16.84,52.12,19.38,6.32,20.71,28.56,0,9.36,95.8,0,0,3.53,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,14.98,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,2.22,32.95,0,0,8.07,0,41.07,19.92,31.5,0,25.58,0,0,29.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,583.22,13.61,0,16.84,52.12,18.97,6.32,20.71,28.56,0,9.36,95.8,0,0,3.53,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,3.82,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,2.11,32.95,0,0,8.07,0,41.07,19.92,31.5,0,25.58,0,0,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,583.22,27.23,0,16.84,52.12,19.08,6.32,20.71,28.56,0,9.36,95.8,0,0,3.53,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,3.82,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,1.96,32.95,0,0,8.07,0,41.07,19.92,31.5,0,25.58,0,0,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,583.22,27.23,0,16.84,52.12,19.38,6.32,20.71,28.56,0,9.36,95.8,0,0,3.53,4.23,32.64,111.52,0,0,0,43.59,0,161.9,0,0,0,0,0,3.82,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,1.88,32.95,0,0,8.07,0,41.07,19.92,31.5,0,25.58,0,0,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,595.62,27.23,0,16.84,52.12,19.38,6.32,20.71,28.56,0,9.36,95.8,0,0,5.18,4.23,32.64,137.52,0,0,0,43.59,0,161.9,0,0,0,0,0,3.82,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,1.88,32.95,0,0,8.07,0,41.07,19.92,31.5,0,25.58,0,0,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,605.31,27.23,0,16.84,52.12,19.38,6.32,20.71,28.56,0,9.36,95.8,0,0,5.18,4.23,32.64,137.52,0,0,0,43.59,0,161.9,0,0,0,0,0,3.82,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,1.8,32.95,0,0,8.07,0,35.4,17.18,31.5,0,22.04,0,0,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,615,27.23,0,16.84,52.12,19.38,6.32,20.71,28.56,0,9.36,95.8,0,0,5.18,4.23,32.64,137.52,0,0,0,43.59,0,161.9,0,0,0,0,0,3.82,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,1.66,32.95,0,0,8.07,0,35.4,17.18,31.5,0,22.04,0,0,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,657.81,40.84,0,16.84,52.12,19.38,6.32,20.71,28.56,0,9.36,95.8,0,0,5.18,4.23,32.64,178.21,0,0,0,43.59,0,161.9,0,0,0,0,0,10.89,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,1.73,33.01,0,0,8.07,0,35.4,17.18,31.5,0,22.04,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,657.81,40.84,0,16.84,52.12,19.38,6.32,20.71,28.56,0,9.36,95.8,0,0,5.18,4.23,32.64,187.9,0,0,0,43.59,0,161.9,0,0,0,0,0,35.4,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,1.48,33.01,0,0,8.07,0,35.4,17.18,31.5,0,22.04,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,657.81,40.84,0,16.84,52.12,19.38,12.63,31.08,42.84,0,28.08,95.8,0,0,5.18,4.23,32.64,197.59,0,0,0,43.59,0,161.9,0,0,0,0,0,35.4,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,1.28,51.51,0,0,8.07,0,35.4,17.18,31.5,0,22.04,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,657.81,40.84,0,16.84,52.83,19.38,19.58,32.69,44.23,0,37.44,95.8,0,0,5.18,4.31,32.64,294.48,0,0,0,43.59,0,163.41,0,0,0,0,0,52.43,0,117.92,87.72,3.51,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,1.37,68.67,0,0,8.07,0,34.55,17.18,31.5,0,21.63,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,661.87,40.84,0,16.84,52.83,19.38,19.58,32.69,44.23,0,37.44,95.8,0,0,5.18,4.31,32.64,390.47,0,0,0,43.59,0,163.41,0,0,0,0,0,52.43,0,117.92,87.72,3.51,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,2.28,68.67,0,0,8.07,0,38.65,19.19,31.5,0,24.42,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,661.87,40.84,0,16.84,52.83,19.38,19.58,32.69,44.23,0,37.44,95.8,0,0,5.18,4.31,32.64,391.28,0,0,0,43.59,0,163.41,0,0,0,0,0,52.43,0,117.92,87.72,3.51,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,2.28,68.67,0,0,8.07,0,38.65,19.19,31.5,0,24.42,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,661.87,40.84,0,16.84,52.83,19.38,19.58,32.69,44.23,0,37.44,95.8,0,0,5.18,4.31,32.64,391.28,0,0,0,43.59,0,163.41,0,0,0,0,0,52.43,0,117.92,87.72,3.51,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,2.48,68.67,0,0,8.07,0,38.65,19.19,31.5,0,24.42,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,661.87,40.84,0,16.84,52.83,19.38,19.58,32.69,44.23,0,37.44,95.8,0,0,5.18,4.31,32.64,391.28,0,0,0,43.59,0,163.41,0,0,0,0,0,17.01,0,117.92,87.72,3.51,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,2.67,68.67,0,0,8.07,0,38.65,19.19,31.5,0,24.42,0,0,44.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,661.87,40.84,0,17.9,52.83,19.38,19.58,32.69,44.23,0,37.44,95.8,0,0,5.18,4.31,32.64,391.28,0,0,0,43.59,0,163.41,0,0,0,0,0,17.01,0,117.92,87.72,3.51,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,2.85,68.67,0,0,8.07,0,38.65,19.19,31.5,0,24.42,0,0,44.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,661.87,40.84,0,18.19,52.83,19.38,19.58,32.69,44.23,0,37.44,95.8,0,0,5.18,4.31,32.64,391.28,0,0,0,43.59,0,163.41,0,0,0,0,0,17.01,0,117.92,87.72,3.51,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,2.96,68.67,0,0,8.07,0,38.65,19.19,31.5,0,24.42,0,0,44.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,661.87,40.84,0,18.19,52.83,19.38,19.58,32.69,44.23,0,37.44,95.8,0,0,5.18,4.31,32.64,391.28,0,0,0,43.59,0,163.41,0,0,0,0,0,20.42,0,117.92,87.72,3.51,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.1,68.67,0,0,8.07,0,38.65,19.19,31.5,0,24.42,0,0,44.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,661.87,40.84,0,18.19,52.12,19.38,6.32,31.08,42.84,0,28.08,95.8,0,0,5.18,4.23,32.64,391.28,0,0,0,43.59,0,161.9,0,0,0,0,0,20.42,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.22,68.67,0,0,8.07,0,38.65,19.19,31.5,0,24.42,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,661.87,40.84,0,19.24,52.12,19.38,6.32,31.08,42.84,0,28.08,95.8,0,0,5.18,4.23,32.64,391.28,0,0,0,43.59,0,161.9,0,0,0,0,0,32.68,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.39,68.67,0,0,8.07,0,38.65,19.19,31.5,0,24.42,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,661.87,40.84,0,20.09,52.12,19.38,6.32,31.08,42.84,0,28.08,95.8,0,0,5.18,4.23,32.64,391.28,0,0,0,43.59,0,161.9,0,0,0,0,0,32.68,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.44,68.67,0,0,8.07,0,38.65,19.19,31.5,0,24.42,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,661.87,40.84,0,20.15,52.12,19.38,6.32,31.08,42.84,0,28.08,95.8,0,0,5.18,4.23,32.64,391.28,0,0,0,43.59,0,161.9,0,0,0,0,0,32.68,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.56,68.67,0,0,8.07,0,38.65,19.19,31.5,0,24.42,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,661.87,40.84,0,20.15,52.83,19.38,19.58,32.69,44.23,0,37.44,95.8,0,0,5.18,4.31,32.64,391.28,0,0,0,43.59,0,163.41,0,0,0,0,0,32.68,0,117.92,87.72,3.51,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.67,68.67,0,0,8.07,0,38.65,19.19,31.5,0,24.42,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,661.87,40.84,0,20.15,52.83,19.38,19.58,32.69,44.23,0,37.44,95.8,0,0,5.18,4.31,32.64,391.28,0,0,0,43.59,0,163.41,0,0,0,0,0,17.01,0,117.92,87.72,3.51,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.79,68.67,0,0,8.07,0,38.65,19.19,31.5,0,24.42,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,661.87,40.84,0,20.15,52.83,19.38,19.58,32.69,44.23,0,37.44,95.8,0,0,5.18,4.31,32.64,391.28,0,0,0,43.59,0,163.41,0,0,0,0,0,17.01,0,117.92,87.72,3.51,58.65,123.63,0,386.96,0,0,0,77.69,16.83,0,113.22,3.89,68.67,0,0,8.07,0,38.65,19.19,31.5,0,24.42,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,661.87,40.84,0,20.15,52.83,19.38,19.58,32.69,44.23,0,37.44,95.8,0,0,5.18,4.31,32.64,391.28,0,0,0,43.59,0,163.41,0,0,0,0,0,20.42,0,117.92,87.72,3.51,58.65,123.63,0,386.96,0,0,0,76.91,16.83,0,113.22,4.01,68.67,0,0,8.07,0,38.65,19.19,31.5,0,24.42,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,661.87,27.23,0,20.15,52.12,19.38,12.63,31.08,42.84,0,18.72,95.8,0,0,5.18,4.23,32.64,391.28,0,0,0,43.59,0,161.9,0,0,0,0,0,20.42,0,117.92,87.72,3.43,58.65,123.63,0,386.96,0,0,0,76.91,16.83,0,113.22,4.08,51.51,0,0,8.07,0,38.73,19.26,31.5,0,24.44,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,661.87,27.23,0,20.15,52.12,19.38,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,391.28,0,0,0,43.59,0,161.9,0,0,0,0,0,20.42,0,117.92,67.77,3.43,58.65,123.63,0,386.96,0,0,0,76.91,16.83,0,113.22,4.13,34.34,0,0,8.07,0,38.73,19.35,31.5,0,24.44,0,0,45.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,661.87,27.23,0,20.15,52.12,19.38,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,391.28,0,0,0,43.59,0,161.9,0,0,0,0,0,20.42,0,117.92,67.77,3.43,58.65,123.63,0,386.96,0,0,0,76.91,16.83,0,113.22,4.24,32.95,0,0,8.07,0,38.73,19.35,31.5,0,24.44,0,0,45.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,661.87,27.23,0,20.15,52.12,19.38,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,391.28,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,67.77,3.43,58.65,123.63,0,386.96,0,0,0,77.12,16.83,0,113.22,4.33,32.95,0,0,8.07,0,38.73,19.35,31.5,0,24.44,0,0,45.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,661.87,27.23,0,20.15,52.12,19.38,12.63,31.08,42.84,0,9.36,95.8,0,0,5.18,4.23,32.64,391.28,0,0,0,43.59,0,161.9,0,0,0,0,0,17.01,0,117.92,67.77,3.43,58.65,123.63,0,386.96,0,0,0,77.12,16.83,0,113.22,4.39,32.95,0,0,8.07,0,38.73,19.64,31.5,0,25.01,0,0,45.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

