Block,Time,DULHASTI,FSTPP I & II,JHAJJAR,KGSU1AND2,NLCIIST2,RIHAND2,VALLURNTECL,AURY_GF,DADRI_CRF,KOLDAM,KOTESHWR,NJPC,NLCTS2EXP,RAPPC,RSTPSU7,SEWA2,SIMHST2,UNCHAHAR1,BRBCL,KKNP,NLCEXP,RSTPSU1TO6,TEHRI,URI2,ANTA_CRF,ANTA_LF,AURY_RF,DADRI_LF,DADRI_RF,KISHANGANGA,MAPS,NTPL,RIHAND3,SINGRAULI_HYDRO,TALA,TANAKPUR,TANDA2,UNCHAHAR4,URI,ANTA_GF,AURY_LF,BSIUL,KKNPPU2,NNTPP,RIHAND1,SINGRAULI,TelanganaSTPP,CHAMERA1,KUDGI,RAMPUR,RAPPB,UNCHAHAR2,AURY_CRF,DADRI_GF,CHAMERA3,DHAULIGNGA,KGSU3AND4,KHSTPP-I,NAPP,PARBATI3,SIMHST1,UNCHAHAR3,CHAMERA2,DADRT2,KHSTPP-II,NLCIIST1,SALAL,SASAN,TALST2,ANTA_RF
65,16:00-16:15,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,23.39,0,52.03,0,0,0,20.56,20,0,0,0,15.44,4.71,40.95,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

66,16:15-16:30,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,23.39,0,52.03,0,0,0,20.56,20,0,0,0,15.44,4.71,40.95,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

67,16:30-16:45,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,23.39,0,52.03,0,0,0,20.56,20,0,0,0,30.87,4.71,40.95,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

68,16:45-17:00,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,46.78,0,52.03,0,0,0,20.56,20,0,0,0,30.87,4.71,40.95,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,0,0,32.78,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

69,17:00-17:15,14.12,20.8,459.81,0,0,118.76,0,0,66.85,0,8.87,70.17,0,52.03,0,0,0,20.56,20,0,0,0,46.31,4.71,41.16,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,0,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,9.13,0,37.02,42.51,0,0,26.39,1.6,683.14,98.87,0,2.33,418.77,0,0

70,17:15-17:30,14.12,20.8,459.81,0,0,118.76,0,0,66.85,0,8.87,93.56,0,52.03,0,0,0,20.56,20,0,0,0,46.31,4.71,41.16,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,1.1,0,0,92,104.16,0,12.29,0,0,0,21.19,70.37,0,9.68,18.27,0,37.63,42.51,0,0,26.39,4,683.14,98.87,0,2.33,418.77,0,0

71,17:30-17:45,32.96,20.8,459.81,0,0,118.76,0,0,66.85,0,8.87,116.95,0,52.03,0,5.27,0,20.56,20,0,0,0,62.24,4.71,41.16,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,2.2,0,0,92,104.16,0,28.1,0,0,0,21.19,70.37,0,19.36,27.4,0,38.24,42.51,0,0,26.39,8,683.14,98.87,0,2.33,418.77,0,0

72,17:45-18:00,49.43,20.8,459.81,0,0,118.76,0,0,66.85,0,9.86,140.34,0,52.03,0,10.54,0,20.56,20,0,0,0,62.24,4.71,41.58,0,0,22.47,0,0,0,0,124.32,0,0,3.85,0,0,1.66,0,0,13.04,0,0,92,104.16,0,42.15,0,0,0,21.19,70.37,0,29.06,36.55,0,38.84,42.51,0,0,26.39,39.51,683.14,98.87,0,2.33,418.77,0,0

73,18:00-18:15,49.43,20.8,459.81,0,0,118.76,0,0,66.85,0,9.86,140.34,0,52.03,0,10.54,0,20.56,20,0,0,0,62.24,7.13,41.58,0,0,22.47,0,0,0,0,124.32,0,0,10.25,0,0,1.66,0,0,13.04,0,0,92,104.16,0,42.15,0,0,0,21.19,70.37,0,29.06,36.55,0,39.45,42.51,0,0,26.39,39.51,683.14,98.87,0,13.95,418.77,0,0

74,18:15-18:30,49.43,20.8,459.81,0,0,118.76,0,0,66.85,0,9.86,140.34,0,52.03,0,10.54,0,20.56,20,0,0,0,62.24,7.13,41.58,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,5.52,0,0,13.04,0,0,92,104.16,0,42.15,0,0,0,21.19,70.37,0,29.06,36.55,0,40.06,42.51,0,0,26.39,39.51,683.14,98.87,0,69.72,418.77,0,0

75,18:30-18:45,49.43,20.8,459.81,0,0,118.76,0,0,66.85,0,9.86,140.34,0,52.03,0,10.54,0,20.56,20,0,0,0,62.24,7.13,41.58,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,36.43,0,0,13.04,0,0,92,104.16,0,42.15,0,0,0,21.19,70.37,0,29.06,36.55,0,41.27,42.51,0,0,26.39,39.51,683.14,98.87,0,69.72,418.77,0,0

76,18:45-19:00,49.43,20.8,459.81,0,0,118.76,0,0,66.85,0,9.86,140.34,0,52.03,0,10.54,0,20.56,20,0,0,0,62.24,7.13,41.58,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,36.43,0,0,13.04,0,0,92,104.16,0,42.15,0,0,0,21.19,70.37,0,29.06,36.55,0,41.89,42.51,2.55,0,26.39,39.51,683.14,98.87,0,69.72,418.77,0,0

77,19:00-19:15,49.43,20.8,654.31,0,0,118.76,0,0,66.85,0,9.86,140.34,0,52.03,0,10.54,0,20.56,20,0,0,0,62.24,7.13,41.79,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,5.52,0,0,13.04,0,0,92,104.16,0,42.15,0,0,0,21.19,70.37,0,29.06,36.55,0,42.49,42.51,6.36,0,26.39,39.51,683.14,98.87,0,69.72,418.77,0,0

78,19:15-19:30,49.43,20.8,654.31,0,0,118.76,0,0,66.85,0,9.86,140.34,0,52.03,0,10.54,0,20.56,20,0,0,0,62.24,7.13,41.79,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,3.31,0,0,13.04,0,0,92,104.16,0,28.09,0,0,0,21.19,70.37,0,29.06,36.55,0,43.1,42.51,33.1,0,26.39,39.51,683.14,98.87,0,13.36,418.77,0,0

79,19:30-19:45,32.96,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,116.95,0,52.03,0,5.27,0,20.56,20,0,0,0,62.24,7.13,41.79,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,3.31,0,0,6.52,0,0,92,104.16,0,12.41,0,0,0,21.19,70.37,0,1.53,27.4,0,44.31,42.51,33.1,0,26.39,4,683.14,98.87,0,2.33,418.77,0,0

80,19:45-20:00,14.12,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,93.56,0,52.03,0,0,0,20.56,20,0,0,0,62.24,7.13,41.79,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,3.31,0,0,6.52,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,18.27,0,44.31,42.51,33.1,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

81,20:00-20:15,3.85,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,70.17,0,52.03,0,0,0,20.56,20,0,0,0,62.24,7.13,42.21,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,3.31,0,0,6.52,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,9.13,0,44.31,42.51,33.1,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

82,20:15-20:30,3.85,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,70.17,0,52.03,0,0,0,20.56,20,0,0,0,46.31,7.13,42.21,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,3.31,0,0,6.52,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,9.13,0,44.31,42.51,33.1,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

83,20:30-20:45,3.85,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,70.17,0,52.03,0,0,0,20.56,20,0,0,0,46.31,7.13,42.21,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,3.31,0,0,6.52,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,9.13,0,44.31,42.51,33.1,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

84,20:45-21:00,3.85,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,46.78,0,52.03,0,0,0,20.56,20,0,0,0,46.31,7.13,42.21,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,5.52,0,0,6.52,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,9.13,0,44.31,42.51,5.09,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

85,21:00-21:15,3.85,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,46.78,0,52.03,0,0,0,20.56,20,0,0,0,30.87,4.57,42.63,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,5.52,0,0,6.52,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,9.13,0,44.31,42.51,2.55,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

86,21:15-21:30,3.85,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,46.78,0,52.03,0,0,0,20.56,20,0,0,0,30.87,4.57,42.63,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,36.43,0,0,1.1,0,0,92,104.16,0,0,0,0,0,21.19,70.37,0,0,9.13,0,44.31,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

87,21:30-21:45,3.85,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,46.78,0,52.03,0,0,0,20.56,20,0,0,0,30.87,4.57,42.63,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,36.43,0,0,0,0,0,92,119.25,0,0,0,0,0,21.19,70.37,0,0,9.13,0,44.31,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

88,21:45-22:00,3.85,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,23.11,0,52.03,0,0,0,20.56,20,0,0,0,15.44,4.57,42.63,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,6.63,0,0,0,0,0,92,121.5,0,0,0,0,0,21.19,70.37,0,0,9.13,0,44.31,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

89,22:00-22:15,3.85,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,15.44,4.57,42.63,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,3.31,0,0,0,0,0,92,123.75,0,0,0,0,0,21.19,70.37,0,0,0,0,44.31,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

90,22:15-22:30,3.85,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,15.44,4.57,42.63,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,3.31,0,0,0,0,0,92,126,0,0,0,0,0,21.19,70.37,0,0,0,0,44.31,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

91,22:30-22:45,3.85,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,42.63,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,3.31,0,0,0,0,0,92,128.25,0,0,0,0,0,21.19,70.37,0,0,0,0,44.31,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

92,22:45-23:00,3.85,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,42.63,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,3.31,0,0,0,0,0,92,130.5,0,0,0,0,0,21.19,70.37,0,0,0,0,44.31,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

93,23:00-23:15,3.85,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,42.84,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,3.31,0,0,0,0,0,92,132.75,0,0,0,0,0,21.19,70.37,0,0,0,0,44.31,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

94,23:15-23:30,3.85,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,42.84,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,3.31,0,0,0,0,0,92,132.75,0,0,0,0,0,21.19,70.37,0,0,0,0,44.31,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

95,23:30-23:45,3.85,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,42.84,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,3.31,0,0,0,0,0,92,132.75,0,0,0,0,0,21.19,70.37,0,0,0,0,44.31,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

96,23:45-24:00,3.85,20.8,654.31,0,0,118.76,0,0,66.85,0,8.87,0,0,52.03,0,0,0,20.56,20,0,0,0,0,4.57,42.84,0,0,22.47,0,0,0,0,124.32,0,0,4.48,0,0,3.31,0,0,0,0,0,92,133.5,0,0,0,0,0,21.19,70.37,0,0,0,0,44.31,42.51,0,0,26.39,0,683.14,98.87,0,2.33,418.77,0,0

