Block,Time,AURY_CRF,NAPP,SINGRAULI_HYDRO,DULHASTI,ANTA_LF,UNCHAHAR1,ANTA_GF,DHAULIGNGA,CHAMERA2,DADRI_CRF,DADRI_GF,UNCHAHAR3,ANTA_CRF,RAPPC,CHAMERA3,URI,CHAMERA1,UNCHAHAR2,RAPPB,ANTA_RF,UNCHAHAR4,URI2,PARBATI3,DADRT2,AURY_GF,AURY_LF,KOLDAM,RIHAND1,RIHAND2,KISHANGANGA,TEHRI,NJPC,BSIUL,AURY_RF,DADRI_LF,KOTESHWR,RIHAND3,SALAL,RAMPUR,TANAKPUR,TANDA2,DADRI_RF,JHAJJAR,SEWA2,SINGRAULI,KHSTPP-I,TALA,BRBCL,SASAN,KHSTPP-II,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.643600,0.000000,51.796773,0.000000,3.180845,0.000000,25.563639,0.000000,0.000000,0.000000,16.019933,0.000000,347.664800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.492109,0.000000,0.000000,225.694000,0.000000,70.589400,20.441346,0.000000,14.406011,402.186708,131.622724,9.572403,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.643600,0.000000,51.796773,0.000000,4.771267,0.000000,15.366400,0.000000,0.000000,0.000000,6.459650,0.000000,347.664800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.492109,0.000000,0.000000,225.694000,0.000000,70.589400,20.441346,0.000000,14.406011,402.186708,131.622724,4.802000,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.643600,0.000000,51.796773,0.000000,33.929011,0.000000,15.366400,0.000000,0.000000,0.000000,4.521755,0.000000,347.664800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.492109,0.000000,0.000000,225.694000,0.000000,70.589400,20.441346,0.000000,14.406011,402.186708,131.622724,4.802000,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.643600,0.000000,51.796773,0.000000,33.929011,0.000000,15.366400,0.000000,0.000000,0.000000,4.521755,0.000000,347.664800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.492109,0.000000,0.000000,225.694000,0.000000,70.589400,20.441346,0.000000,14.406011,402.186708,131.622724,4.802000,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.643600,0.000000,51.796773,0.000000,4.241126,0.000000,15.366400,0.000000,0.000000,0.000000,4.521755,0.000000,347.664800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.492109,0.000000,0.000000,225.694000,0.000000,70.589400,20.441346,0.000000,13.296162,402.186708,136.424724,4.802000,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.643600,0.000000,51.796773,0.000000,3.180845,0.000000,15.366400,0.000000,0.000000,0.000000,4.521755,0.000000,347.664800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.492109,0.000000,0.000000,225.694000,0.000000,70.589400,20.441346,0.000000,14.406011,402.186708,141.674006,4.802000,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.643600,0.000000,51.796773,0.000000,3.180845,0.000000,15.366400,0.000000,0.000000,0.000000,4.521755,0.000000,347.664800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.492109,0.000000,0.000000,225.694000,0.000000,70.589400,20.441346,0.000000,14.406011,402.186708,141.674006,4.802000,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.643600,0.000000,51.796773,0.000000,3.180845,0.000000,15.366400,0.000000,0.000000,0.000000,4.521755,0.000000,347.664800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.492109,0.000000,0.000000,225.694000,0.000000,70.589400,20.287682,0.000000,14.406011,402.186708,107.363884,4.802000,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.643600,0.000000,51.796773,0.000000,3.180845,0.000000,15.366400,0.000000,0.000000,0.000000,4.521755,0.000000,347.664800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.492109,0.000000,0.000000,225.694000,0.000000,70.589400,20.287682,0.000000,14.406011,402.186708,107.363884,4.802000,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.643600,0.000000,51.796773,0.000000,3.180845,0.000000,15.366400,0.000000,0.000000,0.000000,4.521755,0.000000,347.664800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.492109,0.000000,0.000000,225.694000,0.000000,70.589400,20.287682,0.000000,14.406011,402.186708,102.561884,4.802000,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.643600,0.000000,51.796773,0.000000,3.180845,0.000000,15.366400,0.000000,0.000000,0.000000,4.521755,0.000000,347.664800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.492109,0.000000,0.000000,225.694000,0.000000,70.589400,20.287682,0.000000,14.406011,402.186708,107.363884,4.802000,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.569546,15.826289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.643600,0.000000,51.796773,0.000000,3.180845,0.000000,15.366400,0.000000,0.000000,0.000000,4.521755,0.000000,347.664800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.492109,0.000000,0.000000,225.694000,0.000000,70.589400,20.287682,0.000000,14.406011,402.186708,102.561884,4.802000,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.569546,15.826289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.643600,0.000000,51.796773,0.000000,3.180845,0.000000,15.366400,0.000000,0.000000,0.000000,4.521755,0.000000,347.664800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,14.158217,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.492109,0.000000,0.000000,225.694000,0.000000,70.589400,20.287682,0.000000,14.406011,402.186708,102.561884,4.802000,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.569546,15.826289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.643600,0.000000,51.796773,0.000000,3.180845,0.000000,25.563639,0.000000,0.000000,0.000000,4.521755,0.000000,347.664800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,14.944784,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.492109,0.000000,0.000000,225.694000,0.000000,70.589400,20.287682,0.000000,14.406011,402.186708,94.449338,9.572403,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,0.569546,15.826289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.933516,0.000000,51.796773,0.000000,3.180845,0.000000,25.563639,0.000000,0.000000,0.000000,4.521755,0.000000,347.664800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,29.889569,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.492109,0.000000,0.000000,229.535600,0.000000,70.589400,20.287682,0.000000,14.406011,402.186708,94.449338,9.572403,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,0.569546,15.826289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.933516,0.000000,51.796773,0.000000,3.180845,0.000000,25.563639,0.000000,0.000000,0.000000,5.167720,0.000000,414.892800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,29.889569,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,6.028335,0.000000,0.000000,229.535600,0.000000,70.589400,20.287682,0.000000,14.406011,402.186708,94.449338,9.572403,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,0.569546,15.826289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.933516,0.000000,51.796773,0.000000,3.180845,0.000000,25.563639,0.000000,0.000000,0.000000,5.167720,0.000000,482.120800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,29.889569,18.189976,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,6.028335,0.000000,0.000000,229.535600,0.000000,70.589400,20.441346,0.000000,14.406011,402.186708,94.449338,9.572403,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,0.569546,15.826289,0.000000,0.000000,0.000000,0.000000,12.648506,0.000000,0.000000,15.933516,0.000000,51.796773,0.000000,3.180845,0.000000,25.563639,0.000000,0.000000,0.000000,5.167720,0.000000,510.932800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,44.834353,36.379952,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,6.028335,0.000000,0.000000,229.535600,0.000000,70.589400,20.441346,0.000000,14.406011,402.186708,94.449338,9.572403,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,0.569546,31.652579,0.000000,0.000000,0.000000,8.774249,12.648506,0.000000,0.000000,15.933516,0.000000,51.796773,0.000000,3.180845,0.000000,25.563639,0.000000,0.000000,0.000000,5.167720,0.000000,510.932800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,44.834353,54.569928,0.000000,0.000000,0.000000,17.045179,118.768466,1.339182,0.000000,0.492109,0.000000,0.000000,229.535600,0.000000,70.589400,28.774352,0.000000,14.406011,402.186708,94.449338,9.572403,0,0,0,0,0

25,06:00-06:15,0.000000,0.000000,0.569546,47.478868,0.000000,0.000000,0.000000,17.548498,25.297013,0.000000,0.000000,15.933516,0.000000,51.796773,9.294598,3.180845,7.966518,34.268252,0.000000,0.000000,0.000000,5.167720,0.000000,525.338800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,44.834353,72.759904,1.056440,0.000000,0.000000,25.567769,118.768466,1.339182,0.000000,0.492109,0.000000,0.000000,275.634800,3.968661,70.589400,33.421257,0.000000,14.406011,402.186708,94.449338,14.289010,0,0,0,0,0

26,06:15-06:30,0.000000,0.000000,0.569546,47.478868,0.000000,0.000000,0.000000,26.322747,25.297013,0.000000,0.000000,15.933516,0.000000,51.796773,27.911921,4.241126,13.493005,40.711452,0.000000,0.000000,0.000000,5.167720,0.000000,534.942800,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,44.834353,109.139856,12.525153,0.000000,0.000000,34.090358,118.768466,1.339182,0.000000,0.492109,0.000000,0.000000,342.862800,10.118805,70.589400,33.421257,0.000000,14.406011,402.186708,94.449338,17.320688,0,0,0,0,0

27,06:30-06:45,0.000000,0.000000,0.569546,47.478868,0.000000,0.000000,0.000000,26.322747,25.297013,0.000000,0.000000,25.252373,0.000000,51.796773,27.911921,33.929011,26.555060,40.711452,0.000000,0.000000,0.000000,4.521755,3.667768,614.463920,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,44.834353,127.329832,12.525153,0.000000,0.000000,34.090358,118.768466,12.275833,0.000000,0.492109,0.000000,0.000000,417.924399,10.118805,70.589400,33.421257,0.000000,14.406011,402.186708,94.445736,17.421752,0,0,0,0,0

28,06:45-07:00,0.000000,0.000000,0.569546,47.478868,0.000000,0.000000,0.000000,26.322747,25.297013,0.000000,0.000000,25.252373,0.000000,51.796773,27.911921,33.929011,26.555060,40.711452,0.000000,0.000000,0.000000,4.521755,15.702936,655.789094,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,44.834353,131.877326,12.525153,0.000000,0.000000,34.090358,118.768466,53.567270,0.000000,0.492109,0.000000,0.000000,417.924399,10.118805,70.589400,33.421257,0.000000,14.406011,402.186708,94.445736,17.421752,0,0,0,0,0

29,07:00-07:15,0.000000,0.000000,0.569546,47.478868,0.000000,0.000000,0.000000,26.322747,25.297013,0.000000,0.000000,25.252373,0.000000,51.796773,27.911921,4.241126,26.555060,40.711452,0.000000,0.000000,0.000000,4.521755,15.702936,655.789094,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,44.834353,134.787722,12.525153,0.000000,0.000000,34.090358,118.768466,53.567270,0.000000,0.492109,0.000000,0.000000,417.924399,10.118805,70.589400,33.421257,0.000000,14.406011,402.186708,94.445736,17.421752,0,0,0,0,0

30,07:15-07:30,0.000000,0.000000,0.569546,47.478868,0.000000,0.000000,0.000000,26.322747,25.297013,0.000000,0.000000,25.252373,0.000000,51.796773,27.911921,3.180845,26.555060,40.713465,0.000000,0.000000,0.000000,4.521755,15.702936,655.789094,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,44.834353,134.787722,12.525153,0.000000,0.000000,34.090358,118.768466,53.567270,0.000000,0.492109,0.000000,0.000000,418.191526,10.118805,70.589400,33.421257,0.000000,14.406011,402.186708,94.449338,17.421977,0,0,0,0,0

31,07:30-07:45,0.000000,0.000000,0.569546,47.478868,0.000000,0.000000,0.000000,17.548498,25.297013,0.000000,0.000000,25.252373,0.000000,51.796773,27.911921,3.180845,13.493005,40.713465,0.000000,0.000000,0.000000,4.521755,15.702936,655.789094,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,44.834353,113.687350,12.525153,0.000000,0.000000,34.090358,118.768466,53.567270,0.000000,0.492109,0.000000,0.000000,418.191774,10.118805,70.589400,33.421257,0.000000,14.406011,402.186708,94.449338,17.421977,0,0,0,0,0

32,07:45:08:00,0.000000,0.000000,0.569546,31.652579,0.000000,0.000000,0.000000,17.548498,25.297013,0.000000,0.000000,25.252373,0.000000,51.796773,9.294598,3.180845,13.493005,40.713465,0.000000,0.000000,0.000000,4.521755,15.702936,655.789094,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,44.834353,83.946739,6.262576,0.000000,0.000000,17.045179,118.768466,12.275833,0.000000,0.492109,0.000000,0.000000,418.191774,4.736789,70.589400,33.421257,0.000000,14.406011,402.186708,94.449338,17.421977,0,0,0,0,0

33,08:00-08:15,0.000000,0.000000,0.569546,31.652579,0.000000,0.000000,0.000000,8.774249,25.297013,0.000000,0.000000,25.252373,0.000000,51.796773,0.000000,3.180845,8.345876,40.713465,0.000000,0.000000,0.000000,4.521755,15.702936,655.789094,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,44.834353,72.759904,6.262576,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.000000,0.000000,0.000000,418.191774,0.000000,70.589400,33.421257,0.000000,14.406011,402.186708,94.449338,17.421977,0,0,0,0,0

34,08:15-08:30,0.000000,0.000000,0.569546,31.652579,0.000000,0.000000,0.000000,0.000000,25.297013,0.000000,0.000000,25.252373,0.000000,51.796773,0.000000,3.180845,0.000000,40.713465,0.000000,0.000000,0.000000,4.521755,3.667768,655.789094,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,44.834353,36.379952,6.262576,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.000000,0.000000,0.000000,418.191774,0.000000,70.589400,33.421257,0.000000,14.406011,402.186708,94.449338,17.421977,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,0.569546,31.652579,0.000000,0.000000,0.000000,0.000000,12.648506,0.000000,0.000000,25.252373,0.000000,51.796773,0.000000,3.180845,0.000000,40.713465,0.000000,0.000000,0.000000,4.521755,0.000000,655.789094,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,44.834353,22.464620,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.000000,0.000000,0.000000,418.191774,0.000000,70.589400,33.421257,0.000000,14.406011,402.186708,94.449338,17.421977,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,0.569546,31.652579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.252373,0.000000,51.796773,0.000000,3.180845,0.000000,40.713465,0.000000,0.000000,0.000000,4.521755,0.000000,655.789094,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,44.834353,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.000000,0.000000,0.000000,418.191774,0.000000,70.589400,33.421257,0.000000,14.406011,402.186708,94.449338,17.421977,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,0.569546,15.826289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.252373,0.000000,51.796773,0.000000,3.180845,0.000000,40.713465,0.000000,0.000000,0.000000,4.521755,0.000000,655.789094,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,44.834353,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.000000,0.000000,0.000000,418.191774,0.000000,70.589400,33.421257,0.000000,14.406011,402.186708,94.449338,17.421977,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,0.569546,15.826289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.252373,0.000000,51.796773,0.000000,3.180845,0.000000,40.713465,0.000000,0.000000,0.000000,4.521755,0.000000,655.789094,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,44.834353,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.000000,0.000000,0.000000,418.191774,0.000000,70.589400,33.421257,0.000000,14.406011,402.186708,94.449338,17.421977,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,0.569546,15.826289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.252373,0.000000,51.796773,0.000000,3.180845,0.000000,40.713465,0.000000,0.000000,0.000000,4.521755,0.000000,655.789094,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,29.889569,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.000000,0.000000,0.000000,418.191774,0.000000,70.589400,33.421257,0.000000,14.406011,402.186708,94.449338,17.421977,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,0.569546,15.826289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.252373,0.000000,51.796773,0.000000,4.771267,0.000000,40.713465,0.000000,0.000000,0.000000,6.459650,0.000000,655.789094,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,29.889569,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.000000,0.000000,0.000000,418.191774,0.000000,70.589400,33.421257,0.000000,14.406011,402.186708,94.449338,17.421977,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.252373,0.000000,51.796773,0.000000,33.929011,0.000000,40.711452,0.000000,0.000000,0.000000,4.521755,0.000000,655.789094,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,26.501278,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.000000,0.000000,0.000000,417.924399,0.000000,70.589400,33.421257,0.000000,14.406011,402.186708,94.445736,17.421752,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.252373,0.000000,51.796773,0.000000,33.929011,0.000000,40.711452,0.000000,0.000000,0.000000,4.521755,0.000000,655.789094,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,14.944784,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.000000,0.000000,0.000000,417.924399,0.000000,70.589400,33.421257,0.000000,14.406011,402.186708,94.445736,17.421752,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.252373,0.000000,51.796773,0.000000,4.241126,0.000000,40.711452,0.000000,0.000000,0.000000,16.019933,0.000000,606.947734,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,12.101040,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.000000,0.000000,0.000000,417.924399,0.000000,70.589400,33.421257,0.000000,14.406011,402.186708,94.445736,17.421752,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.252373,0.000000,51.796773,0.000000,3.180845,0.000000,40.711452,0.000000,0.000000,0.000000,16.019933,0.000000,606.947734,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.000000,0.000000,0.000000,417.924399,0.000000,70.589400,33.421257,0.000000,14.406011,402.186708,94.445736,17.421752,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.252373,0.000000,51.796773,0.000000,3.180845,0.000000,40.711452,0.000000,0.000000,0.000000,16.019933,0.000000,632.878534,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.000000,0.000000,0.000000,417.924399,0.000000,70.589400,33.421257,0.000000,14.406011,402.186708,99.347040,17.421977,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.252373,0.000000,51.796773,0.000000,3.180845,0.000000,40.711452,0.000000,0.000000,0.000000,16.019933,0.000000,630.957734,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,0.000000,0.000000,0.000000,417.924399,0.000000,70.589400,33.421257,0.000000,14.406011,402.186708,104.200966,17.421977,0,0,0,0,0

47,11:30-11:45,0.000000,0.000000,0.569546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.252373,0.000000,51.796773,0.000000,3.180845,0.000000,40.711452,0.000000,0.000000,0.000000,16.019933,0.000000,628.076534,0.000000,0.000000,0.000000,88.356800,54.454680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.522590,118.768466,1.339182,0.000000,6.151362,0.000000,0.000000,417.924399,0.000000,70.589400,33.421257,0.000000,14.406011,402.186708,104.775798,17.421977,0,0,0,0,0

