Column1,Time,GNA/NR/2025/06/01/2868,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8456,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8510,NR/01102023/19072037/LT-05,GNA/NR/2025/06/09/3517,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/5280,GNA/NR/2025/04/01/8964,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/9257,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06
19,04:30-04:45,28.99,100.67,8.01,194.23,0,130.74,26.5,5.15,13.5,0,29.27,0,6.56,15.35,115.91,0,26.5,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.09,87.16,7.25,48.32,11.9,-0,24.16,0,30.81,0,0,0,0,15,41.67,0,0,41.67,0,0,18.07,0,0,0,54.2,0,18.07

20,04:45-05:00,28.99,100.67,8.01,201.96,0,130.74,26.5,6.01,13.5,0,29.27,0,6.56,15.35,115.91,0,26.5,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.09,87.16,7.25,48.32,11.9,-0,24.16,0,30.81,0,0,0,0,14.33,41.67,0,0,41.67,0,0,17.48,0,0,0,52.41,0,17.48

21,05:00-05:15,28.99,100.67,7.86,209.69,0,130.74,26.5,6.01,13.32,0,29.27,0,5.62,15.35,115.91,0,26.5,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.09,87.16,7.02,48.32,11.9,-0,24.16,0,36.01,0,0,0,0,14,41.67,0,0,41.67,0,0,18.9,0,0,0,56.69,0,18.9

22,05:15-05:30,28.99,100.67,7.86,209.69,0,130.74,26.5,6.01,13.32,0,28.25,0,5.62,15.35,115.91,0,26.5,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.09,87.16,7.02,48.32,11.9,-0,24.16,0,35.61,0,0,0,0,13.67,41.67,0,0,41.67,0,0,18.6,0,0,0,55.82,0,18.6

23,05:30-05:45,28.99,100.67,7.86,209.69,0,130.74,26.5,6.87,13.32,0,28.25,0,5.62,15.35,115.91,0,26.5,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.09,87.16,4.68,48.32,11.9,-0,24.16,0,36.42,1.48,0,0,0,13.33,41.67,0,0,41.67,0,0,18.25,0,0,0,54.76,0,18.25

24,05:45-06:00,28.99,100.67,7.86,191.33,0,130.74,26.5,7.73,13.32,0,28.77,0,5.62,15.35,107.38,0,26.5,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.09,87.16,4.68,48.32,11.9,-0,24.16,0,36.01,4.02,0,0,0,11.67,41.67,0,0,41.67,0,0,17.9,0,0,0,53.67,0,17.9

25,06:00-06:15,28.99,100.67,7.7,173.93,0,98.75,26.5,8.59,13.23,0,28.77,0,5.25,12.33,98.86,0,26.5,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.95,69.17,6.23,48.32,11.9,-0,24.16,0.3,35.61,6.91,1,0,0,11.67,41.67,1,0,41.67,9.23,9.5,17.49,3.5,1,0.7,52.45,0,17.49

26,06:15-06:30,28.99,100.67,7.7,156.54,0.96,98.75,26.5,9.44,13.23,0.74,28.77,0.96,5.25,11.07,70.45,0,26.5,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,69.17,6.23,48.32,11.9,-0,24.16,0.3,35.01,10.38,2,1,0,10.67,41.67,2,1,41.67,24.74,23.15,16.72,8.33,2,1.67,50.16,0,16.72

27,06:30-06:45,28.99,100.67,7.31,138.18,2.02,98.75,26.5,10.34,13.23,1.57,28.26,2.02,5.25,11.07,70.45,0,26.5,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,51.11,6.23,48.32,11.9,-0,24.16,6.35,40.02,14.77,3,3,3,10,41.67,3,2,41.67,33,33,16.19,13.85,3,2.77,48.56,0,16.19

28,06:45-07:00,28.99,100.67,7.31,120.79,2.83,74.01,26.5,10.34,13.23,2.19,27.26,2.83,5.25,11.07,70.45,0,26.5,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,49.19,6.23,48.32,11.9,-0,24.16,9.36,39.62,20.13,6,6,6,10,41.67,5,3,41.67,33,33,15.52,20.58,7,4.12,46.57,0,15.52

29,07:00-07:15,28.99,100.67,7.17,77.3,3.83,81.01,26.5,10.34,13.04,2.95,27.26,3.83,4.87,11.07,70.45,0,26.5,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,50.93,6.23,48.32,11.9,-0,24.16,13.25,39.02,26.47,9,10,10,10,41.67,7,7,41.67,33,33,20.5,29.61,15,5.92,61.5,0,20.5

30,07:15-07:30,28.99,100.67,7.17,77.3,4.82,60.21,26.5,10.34,13.04,3.72,27.26,4.82,4.87,11.07,70.45,0,26.5,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,49.19,6.23,48.32,11.9,-0,24.16,18.18,38.42,33.92,13,15,16,10,41.67,9,9,41.67,33,33,20.67,40.64,19,8.13,61.99,0,20.67

31,07:30-07:45,28.99,100.67,6.4,77.3,5.83,53.15,26.5,10.34,13.04,4.5,28.26,5.83,4.87,11.07,70.45,0,26.5,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,49.19,5.85,48.32,11.9,-0,24.16,24.66,33.01,42.06,23,21,26,11,41.67,14,13,41.67,33,33,20.83,54.07,27,10.81,62.51,0,20.83

32,07:45-08:00,28.99,100.67,6.4,77.3,6.82,53.15,26.5,10.34,13.04,5.27,29.27,6.82,4.87,11.07,70.45,0,26.5,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,49.19,5.85,48.32,11.9,-0,24.16,30.84,32.41,50.39,29,27,32.6,12,41.67,18,17,41.67,32.6,32.6,21.17,69.12,33,13.83,63.49,0,21.17

33,08:00-08:15,28.99,100.67,6.16,77.3,7.96,53.15,26.5,7.77,12.85,6.14,29.27,7.96,4.49,8.13,70.45,0,26.5,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,49.19,5.85,48.32,11.9,-0,24.16,37.81,25.01,59.05,36,33,33,18.33,41.67,21,22,41.67,33,33,22.17,85.22,43,17.05,66.49,0,22.17

34,08:15-08:30,28.99,100.67,6.16,77.3,9.09,53.15,26.5,7.77,12.85,7.02,28.25,9.09,4.49,8.13,70.45,0,26.5,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,49.19,5.85,48.32,11.9,-0,24.16,44.82,24.01,68.57,43,39,33,18.33,41.67,25,25,41.67,33,33,22.83,101.54,50,20.31,68.51,0,22.83

35,08:30-08:45,28.99,71.68,6.16,77.3,10.22,53.15,26.5,7.77,12.85,7.9,29.27,10.22,4.49,8.32,70.45,0,26.5,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,38.27,5.85,48.32,11.9,-0,24.16,51.84,19.81,79.06,49,46,33,18.33,41.67,27,28,41.67,33,33,23,118.04,57,23.61,69,0,23

36,08:45-09:00,28.99,53.15,6.16,77.3,11.35,53.15,26.5,7.77,12.85,8.78,29.27,11.35,4.49,8.32,70.45,0,26.5,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,38.27,5.85,48.32,11.9,-0,24.16,58.6,19.61,87,56,52,33,18.33,41.67,30,32,41.67,33,33,23.33,134.12,63,26.82,70.01,0,23.33

37,09:00-09:15,28.99,53.15,6.01,77.3,12.2,53.15,26.61,7.77,12.67,9.44,29.27,12.2,4.21,8.32,70.45,0,26.61,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,38.27,5.69,48.32,11.9,-74.87,24.16,64.78,18.01,94.8,61,58,33,18.33,41.67,32,33,41.67,33,33,23.67,149.57,67,29.91,70.99,0,23.67

38,09:15-09:30,28.99,53.15,6.01,77.3,12.93,53.15,26.61,7.77,12.67,10,28.26,12.93,4.21,8.32,70.45,0,26.61,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,38.27,5.69,48.32,11.9,-74.87,24.16,70.58,18.01,102.21,66,63,33,18.33,41.67,34,37,41.67,33,33,24.17,164.59,73,32.92,72.49,0,24.17

39,09:30-09:45,28.99,72.47,6.01,77.3,13.66,81.01,26.61,7.77,12.67,10.55,29.27,13.66,4.21,4.35,70.45,0,26.61,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,39.03,5.69,48.32,11.9,-74.87,24.16,75.86,13.01,109.62,73,67,33,18.33,41.67,36,39,41.67,33,33,24.17,183.33,78,36.67,72.49,0,24.17

40,09:45-10:00,28.99,100.67,6.01,77.3,14.37,81.01,26.61,7.77,12.67,11.1,29.27,14.37,4.21,4.35,70.45,0,26.61,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,54.4,5.69,48.32,11.9,-74.87,24.16,80.89,12.41,116.84,78,72,33,18.33,41.67,38,41,41.67,33,33,24.17,195.83,83,39.17,72.49,0,24.17

41,10:00-10:15,28.99,100.67,6.71,89.87,14.86,81.01,26.61,7.77,11.93,11.48,29.27,14.86,4.21,4.35,70.45,0,26.61,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,38.27,5.69,48.32,11.9,-74.87,24.16,85.57,12.01,122.79,82,75,33,17.67,0,40,43,0,33,33,23.67,208.33,87,41.67,70.99,0,23.67

42,10:15-10:30,28.99,100.67,6.71,102.43,15.3,81.01,26.61,7.77,11.93,11.82,29.27,15.3,4.21,11.07,70.45,0,26.61,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,38.27,5.69,48.32,11.9,-74.87,24.16,89.79,12.01,127.96,87,78,33,17,0,41,45,0,33,33,23.33,218.33,91,43.67,70.01,0,23.33

43,10:30-10:45,28.99,100.67,6.71,102.43,15.81,81.01,26.61,7.77,11.93,12.21,29.27,15.81,4.21,11.07,70.45,0,26.61,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,38.27,5.69,48.32,11.9,-74.87,24.16,93.49,12.01,132.35,90,82,33,16.67,0,42,47,0,33,33,23.5,227.5,93,45.5,70.5,0,23.5

44,10:45-11:00,28.99,100.67,6.71,102.43,16.32,81.01,26.61,7.77,11.93,12.62,29.27,16.32,4.21,11.07,70.45,0,26.61,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,38.27,5.69,48.32,11.9,-74.87,24.16,96.17,12.01,135.18,93,85,33,16.33,0,43,48,0,33,33,23,237.5,96,47.5,69,0,23

45,11:00-11:15,28.99,100.67,6.71,102.43,16.56,81.01,26.61,7.77,11.74,12.8,29.27,16.56,2.81,11.07,70.45,0,26.61,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,41.28,5.69,48.32,11.9,-74.87,24.16,99.19,11,138.69,96,87,33,17.97,0,45,49,0,33,33,22.17,243.33,98,48.67,66.49,0,22.17

46,11:15-11:30,28.99,72.47,6.71,102.43,16.82,81.01,26.61,7.77,11.74,13,29.27,16.82,2.81,11.07,70.45,0,26.61,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.31,43.44,5.69,48.32,11.9,-74.87,24.16,100,11,141.61,97,88,33,18.33,0,46,49,0,33,33,21.33,250,98,50,64.01,0,21.33

47,11:30-11:45,28.99,100.67,6.71,102.43,17.09,81.01,26.61,7.77,11.74,13.21,29.27,17.09,2.81,11.07,70.45,0,26.61,48.32,62.81,193.26,48.32,24.16,24.16,11.91,0,45.07,5.69,48.32,11.9,-74.87,24.16,100,11,142.78,98,88,33,20,0,46,49,0,33,33,20.5,250,98,50,61.5,0,20.5

48,11:45-12:00,28.99,100.67,6.71,102.43,17.39,81.01,26.61,7.77,11.74,13.44,29.27,17.39,2.81,11.07,70.45,0,26.61,48.32,62.81,193.26,48.32,24.16,24.16,11.91,0,45.84,5.69,48.32,11.9,-74.87,24.16,100,11,143.76,98,88,33,20,0,46,49,0,33,33,20.5,250,98,50,61.5,0,20.5

49,12:00-12:15,28.99,100.67,6.94,120.79,17.38,81.01,26.7,7.77,11.56,13.44,29.27,17.38,4.21,11.07,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,0,43.38,5.69,48.32,11.9,-74.87,24.16,100,11,145.03,98,88,33,20.67,0,46,49,0,33,33,20.5,250,98,50,61.5,0,20.5

50,12:15-12:30,28.99,100.67,6.94,120.79,17.41,81.01,26.7,7.77,11.56,13.45,29.27,17.41,4.21,11.07,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,0,46.36,5.69,48.32,11.9,-74.87,24.16,100,10,144.83,98,88,33,20.67,0,46,49,0,33,33,20.67,250,98,50,61.99,0,20.67

51,12:30-12:45,28.99,100.67,6.94,120.79,17.46,81.01,26.7,7.77,11.56,13.48,29.27,17.46,4.21,11.07,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,1.07,47.51,5.69,48.32,11.9,-74.87,24.16,100,10,144.73,98,88,33,20.67,0,46,49,0,33,33,20.67,250,98,50,61.99,0,20.67

52,12:45-13:00,28.99,100.67,6.94,120.79,17.54,81.01,26.7,7.77,11.56,13.56,29.27,17.54,4.21,11.07,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,1.75,48.78,5.69,48.32,11.9,-0,24.16,100,10,144.25,98,88,33,21,0,46,49,0,33,33,22.5,250,98,50,67.5,0,22.5

53,13:00-13:15,28.99,100.67,7.31,120.79,17.35,81.01,26.7,7.77,11.37,13.41,28.26,17.35,4.49,11.07,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,1.75,45.34,6.08,48.32,11.9,-0,24.16,100,10,142.69,97,90,33,21,0,45,49,0,33,33,24.17,250,98,50,72.49,0,24.17

54,13:15-13:30,28.99,100.67,7.31,120.79,17.22,81.01,26.7,10.34,11.37,13.31,27.25,17.22,4.49,15.35,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,2.34,45.43,6.08,48.32,11.9,-0,24.16,100,10,141.63,96,90,33,21.27,0,44,48,0,33,33,26.33,250,96,50,79.01,0,26.33

55,13:30-13:45,28.99,100.67,7.31,120.79,17.15,98.75,26.7,10.34,11.37,13.26,27.25,17.15,4.49,15.35,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,2.93,58.3,6.08,48.32,11.9,-0,24.16,100,10,138.56,95,90,33,22.37,0,43,48,0,33,33,27.17,250,95,50,81.49,0,27.17

56,13:45-14:00,28.99,100.67,7.31,120.79,17.13,98.75,26.7,10.34,11.37,13.24,27.25,17.13,4.49,15.35,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,3.97,61.17,6.08,48.32,11.9,-0,24.16,100,12.01,134.79,93,88,33,23.47,0,42,46,0,33,33,27.83,244.26,92,48.85,83.51,0,27.83

57,14:00-14:15,28.99,100.67,7.7,132.87,16.85,98.75,26.7,10.34,11.56,13.02,27.25,16.85,5.06,15.35,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,5.03,50.8,6.62,48.32,11.9,-0,24.16,98.51,15.01,131.15,92,81,33,24.93,0,41,45,0,33,33,26.67,240.1,90,48.02,79.99,0,26.67

58,14:15-14:30,28.99,100.67,7.7,132.87,16.61,130.74,26.7,10.34,11.56,12.84,27.25,16.61,5.06,15.35,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,6.09,70.54,6.62,48.32,11.9,-0,24.16,95.88,19.81,127.17,90,78,33,26.03,0,41,44,0,33,33,26.83,233.08,87,46.62,80.51,0,26.83

59,14:30-14:45,28.99,100.67,7.7,132.87,16.42,130.74,26.7,10.34,11.56,12.68,28.25,16.42,5.06,15.35,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.14,71.45,6.62,48.32,11.9,-0,24.16,93.28,9.2,121.81,89,75,33,26.77,0,39,43,0,33,33,27.17,218.67,87,43.73,81.49,0,27.17

60,14:45-15:00,28.99,100.67,7.7,132.87,16.26,130.74,26.7,10.34,11.56,12.57,28.25,16.26,5.06,15.35,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.31,71.85,6.62,48.32,11.9,-74.87,24.16,90.24,9.52,115.06,87,72,33,27.87,0,38,42,0,33,33,28,210.55,83,42.11,84,0,28

61,15:00-15:15,28.99,100.67,8.32,132.87,15.81,130.74,26.7,10.34,11.84,12.22,28.26,15.81,5.62,15.35,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.31,72.24,7.4,48.32,11.9,-74.87,24.16,86.77,9.76,108.36,85,69,33,28.23,50.67,37,39,50.67,33,33,28.33,200.17,79,40.04,85.01,0,28.33

62,15:15-15:30,28.99,100.67,8.32,132.87,14.84,130.74,26.7,10.34,11.84,11.47,28.26,14.84,5.62,15.35,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.31,72.39,7.4,48.32,11.9,-74.87,24.16,82.39,9.97,102,79,64,33,28.6,50.67,36,37,50.67,33,33,29.17,190.95,75,38.19,87.49,0,29.17

63,15:30-15:45,28.99,100.67,8.32,132.87,13.87,130.74,26.7,10.34,11.84,10.72,28.26,13.87,5.62,15.35,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.31,87.16,7.4,48.32,11.9,-74.87,24.16,77.77,10.92,94.98,71,60,33,28.97,1.67,33,35,1.67,33,33,30,179.79,70,35.96,90,0,30

64,15:45-16:00,28.99,100.67,8.32,132.87,12.89,130.74,26.7,10.34,11.84,9.96,28.26,12.89,5.62,15.35,63.54,0,26.7,48.32,62.81,193.26,48.32,24.16,24.16,11.91,7.31,87.16,7.4,48.32,11.9,-74.87,24.16,73.07,11.91,87.05,66,55,33,29.33,30,32,32,30,33,33,30.83,167.04,63,33.41,92.51,0,30.83

