Block,Time,BSIUL,DHAULIGNGA,NAPP,NNTPP,RIHAND1,SASAN,TALA,UNCHAHAR3,UNCHAHAR4,AURY_RF,KISHANGANGA,NLCIIST2,SALAL,SEWA2,SIMHST2,VALLURNTECL,AURY_CRF,DULHASTI,FSTPP I & II,KHSTPP-II,KUDGI,NTPL,PARBATI2,RSTPSU1TO6,TANDA2,ANTA_LF,CHAMERA1,DADRT2,KKNP,KOLDAM,PARBATI3,RAMPUR,TEHRI,AURY_GF,DADRI_RF,KGSU1AND2,NLCEXP,RAPPB,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,DADRI_CRF,BRBCL,KGSU3AND4,KOTESHWR,NLCTS2EXP,RAPPD,TALST2,TelanganaSTPP,URI,ANTA_CRF,ANTA_GF,DADRI_LF,CHAMERA2,JHAJJAR,KKNPPU2,RAPPC,RIHAND2,RSTPSU7,URI2,ANTA_RF,AURY_LF,CHAMERA3,KHSTPP-I,MAPS,NJPC,NLCIIST1,RIHAND3,SINGRAULI,TEHRIPSP,UNCHAHAR1,UNCHAHAR2,DADRI_GF
48,11:45-12:00,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.82,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,28.06,50.08,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

49,12:00-12:15,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.82,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,49.81,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

50,12:15-12:30,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.82,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,49.81,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

51,12:30-12:45,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.82,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,49.81,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

52,12:45-13:00,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.82,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,49.81,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

53,13:00-13:15,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.82,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,49.56,0,33.95,30.35,0,175.8,0,130.84,113.75,103.98,22.41,44.52,0

54,13:15-13:30,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.82,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,49.56,0,33.95,30.35,0,175.8,0,130.84,113.75,103.98,22.41,44.52,0

55,13:30-13:45,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.82,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,49.06,0,33.95,30.35,0,175.8,0,130.84,113.75,103.98,22.41,44.52,0

56,13:45-14:00,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.82,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,49.06,0,33.95,30.35,0,175.8,0,130.84,113.75,103.98,22.41,44.52,0

57,14:00-14:15,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.82,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,49.06,0,33.95,30.35,0,175.8,0,130.84,113.75,103.98,22.41,44.52,0

58,14:15-14:30,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.82,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,49.06,0,33.95,30.35,0,175.8,0,130.84,113.75,103.98,22.41,44.52,0

59,14:30-14:45,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.82,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,49.06,0,33.95,30.35,0,175.8,0,130.84,113.75,103.98,22.41,44.52,0

60,14:45-15:00,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.82,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,49.06,0,33.95,30.35,0,175.8,0,130.84,113.75,103.98,22.41,44.52,0

61,15:00-15:15,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.82,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,48.55,0,33.95,30.35,0,175.8,0,130.84,113.75,103.98,22.41,44.52,0

62,15:15-15:30,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.82,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,48.55,0,33.95,30.35,0,175.8,0,130.84,113.75,103.98,22.41,44.52,0

63,15:30-15:45,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.82,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,48.55,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

64,15:45-16:00,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.7,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,48.55,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

65,16:00-16:15,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.7,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,48.05,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

66,16:15-16:30,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.7,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,48.05,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

67,16:30-16:45,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.7,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,48.05,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

68,16:45-17:00,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.7,0,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,48.05,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

69,17:00-17:15,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.7,0.64,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,47.55,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

70,17:15-17:30,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.7,2.33,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,47.55,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

71,17:30-17:45,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.7,2.33,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,47.55,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

72,17:45-18:00,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.7,4.65,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,47.55,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

73,18:00-18:15,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.7,4.65,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,47.55,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

74,18:15-18:30,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.7,4.65,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,47.55,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

75,18:30-18:45,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.7,6.97,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,47.29,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

76,18:45-19:00,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.7,7.18,0,82.5,19.49,0,0,0,38.45,20.8,148.3,0,0,0,0,5.73,0,28.44,689.39,0,8.63,46.83,5.85,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,49.6,667.27,0,65.6,125.27,0,34.3,47.29,0,35.69,30.35,0,177.45,0,130.84,113.75,207.96,22.41,44.52,0

77,19:00-19:15,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.7,7.18,0,82.5,19.49,0,0,0,38.45,20.8,148.3,0,0,0,0,5.73,0,28.44,689.39,0,8.63,46.83,5.85,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,49.6,667.27,0,65.6,125.27,0,34.3,47.29,0,35.69,30.35,0,177.45,0,130.84,113.75,207.96,22.41,44.52,0

78,19:15-19:30,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.7,7.18,0,82.5,19.49,0,0,0,38.45,20.8,148.3,0,0,0,0,5.73,0,28.44,689.39,0,8.63,46.83,5.85,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,49.6,667.27,0,65.6,125.27,0,34.3,47.29,0,35.69,30.35,0,177.45,0,130.84,113.75,207.96,22.41,44.52,0

79,19:30-19:45,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.7,7.18,0,82.5,19.49,0,0,0,38.45,20.8,148.3,0,0,0,0,5.73,0,28.44,689.39,0,8.63,46.83,5.85,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,49.6,667.27,0,65.6,125.27,0,34.3,47.8,0,35.69,30.35,0,177.45,0,130.84,113.75,207.96,22.41,44.52,0

80,19:45-20:00,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,81.7,7.18,0,82.5,19.49,0,0,0,38.45,20.8,148.3,0,0,0,0,5.73,0,28.44,689.39,0,8.63,46.83,5.85,82.67,0,103.43,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,49.6,667.27,0,65.6,125.27,0,34.3,47.8,0,35.69,30.35,0,177.45,0,130.84,113.75,207.96,22.41,44.52,0

81,20:00-20:15,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,82.34,7.18,0,82.5,19.49,0,0,0,38.45,20.8,148.3,0,0,0,0,5.73,0,28.44,689.39,0,8.63,46.83,5.85,82.67,0,105.4,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,36.43,0,0,0,49.6,667.27,0,65.6,125.27,0,34.3,48.55,0,35.69,30.35,0,177.45,0,130.84,113.75,207.96,22.41,44.52,0

82,20:15-20:30,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,82.34,7.18,0,82.5,19.49,0,0,0,38.45,20.8,148.3,0,0,0,0,5.73,0,28.44,689.39,0,8.63,46.83,5.85,82.67,0,105.4,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,36.43,0,0,0,49.6,667.27,0,65.6,125.27,0,34.3,48.55,0,35.69,30.35,0,177.45,0,130.84,113.75,207.96,22.41,44.52,0

83,20:30-20:45,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,82.34,7.18,0,82.5,19.49,0,0,0,38.45,20.8,148.3,0,0,0,0,5.73,0,28.44,689.39,0,8.63,46.83,5.85,82.67,0,105.4,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,36.43,0,0,0,49.6,667.27,0,65.6,125.27,0,34.3,48.55,0,35.69,30.35,0,177.45,0,130.84,113.75,207.96,22.41,44.52,0

84,20:45-21:00,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,82.34,6.97,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,105.4,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,36.43,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,48.55,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

85,21:00-21:15,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,82.34,6.97,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,105.4,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,36.43,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,49.31,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

86,21:15-21:30,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,82.34,6.97,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,105.4,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,36.43,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,49.31,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

87,21:30-21:45,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,82.34,7.18,0,82.5,19.49,0,0,0,38.45,20.8,148.3,0,0,0,0,5.73,0,28.44,689.39,0,8.63,46.83,5.85,82.67,0,105.4,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,36.43,0,0,0,49.6,667.27,0,65.6,125.27,0,34.3,50.08,0,35.69,30.35,0,177.45,0,130.84,113.75,207.96,22.41,44.52,0

88,21:45-22:00,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,82.34,7.18,0,82.5,19.49,0,0,0,38.45,20.8,148.3,0,0,0,0,5.73,0,28.44,689.39,0,8.63,46.83,5.85,82.67,0,105.4,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,36.43,0,0,0,49.6,667.27,0,65.6,125.27,0,34.3,50.08,0,35.69,30.35,0,177.45,0,130.84,113.75,207.96,22.41,44.52,0

89,22:00-22:15,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,82.34,7.18,0,82.5,19.49,0,0,0,38.45,20.8,148.3,0,0,0,0,5.73,0,28.44,689.39,0,8.63,46.83,5.85,82.67,0,105.4,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,49.6,667.27,0,65.6,125.27,0,34.3,50.58,0,35.69,30.35,0,177.45,0,130.84,113.75,207.96,22.41,44.52,0

90,22:15-22:30,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,82.34,7.18,0,82.5,19.49,0,0,0,38.45,20.8,148.3,0,0,0,0,5.73,0,28.44,689.39,0,8.63,46.83,5.85,82.67,0,105.4,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,49.6,667.27,0,65.6,125.27,0,34.3,50.58,0,35.69,30.35,0,177.45,0,130.84,113.75,207.96,22.41,44.52,0

91,22:30-22:45,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,82.34,6.97,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,105.4,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,50.83,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

92,22:45-23:00,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,82.34,6.97,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,105.4,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,50.83,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

93,23:00-23:15,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,82.34,6.97,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,105.4,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,51.59,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

94,23:15-23:30,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,82.34,6.97,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,105.4,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,51.59,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

95,23:30-23:45,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,82.34,6.97,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,105.4,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,51.84,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

96,23:45-24:00,0,31.84,24.49,0,48.09,393.75,19.58,0,3.23,82.34,6.97,0,82.5,18.87,0,0,0,37.42,20.8,148.3,0,0,0,0,5.73,0,28.1,689.39,0,8.63,46.09,5.68,82.67,0,105.4,0,0,0,0,0,11.91,0,18.75,0,45.08,0,38.71,0,0,13.25,0,0,0,47.12,667.27,0,65.6,125.27,0,34.3,51.84,0,33.95,30.35,0,175.8,0,130.84,113.75,207.96,22.41,44.52,0

