Block,Time,ANTA_RF,RIHAND1,RAPPC,CHAMERA2,URI,NJPC,DULHASTI,UNCHAHAR4,SALAL,RIHAND2,DHAULIGNGA,PARBATI3,UNCHAHAR1,AURY_LF,DADRI_RF,SEWA2,CHAMERA1,UNCHAHAR3,ANTA_LF,DADRT2,CHAMERA3,TANDA2,AURY_GF,DADRI_GF,SINGRAULI,RIHAND3,TANAKPUR,URI2,DADRI_CRF,RAPPB,KISHANGANGA,AURY_RF,UNCHAHAR2,RAMPUR,ANTA_CRF,AURY_CRF,KOTESHWR,NAPP,JHAJJAR,TEHRI,KOLDAM,ANTA_GF,SINGRAULI_HYDRO,BSIUL,DADRI_LF,BRBCL,TALA,KHSTPP-II,FSTPP I & II,SASAN,KHSTPP-I,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,88.872000,49.156745,38.166776,45.324720,147.740523,47.755713,0.000000,82.503162,114.108750,35.347582,29.513232,11.473088,0.000000,0.000000,15.266710,27.473040,15.060423,0.000000,212.520000,28.074673,0.000000,0.000000,0.000000,134.573460,119.460993,12.250715,31.317063,0.000000,0.000000,0.000000,0.000000,33.445818,0.000000,0.000000,0.000000,34.289136,37.759781,222.050757,63.292320,0.000000,0.000000,0.960938,0.000000,0.000000,14.490000,25.560360,120.798203,10.269063,330.372000,28.942133,57.96,0,0,0,0,0

2,00:15-00:30,0.000000,88.872000,49.156745,38.166776,45.324720,147.740523,47.755713,0.000000,82.503162,114.108750,35.347582,29.513232,11.473088,0.000000,0.000000,15.266710,27.473040,13.449456,0.000000,212.520000,28.074673,0.000000,0.000000,0.000000,134.573460,119.460993,12.250715,31.317063,0.000000,0.000000,0.000000,0.000000,24.408109,0.000000,0.000000,0.000000,34.289136,37.759781,220.248000,63.292320,0.000000,0.000000,0.960938,0.000000,0.000000,14.437641,25.560360,120.798203,10.269063,330.372000,28.942133,57.96,0,0,0,0,0

3,00:30-00:45,0.000000,88.872000,49.156745,38.166776,45.324720,147.740523,47.755713,0.000000,82.503162,114.108750,35.347582,15.986334,11.475385,0.000000,0.000000,15.266710,27.473040,13.682505,0.000000,212.520000,28.074673,0.000000,0.000000,0.000000,134.573460,119.460993,12.250715,30.277493,0.000000,0.000000,0.000000,0.000000,23.189120,0.000000,0.000000,0.000000,34.289136,37.759781,220.248000,63.779184,0.000000,0.000000,0.960938,0.000000,0.000000,14.168430,25.560360,120.798203,10.269063,330.372000,28.942133,57.96,0,0,0,0,0

4,00:45-01:00,0.000000,88.872000,49.156745,38.166776,45.324720,147.740523,47.755713,0.000000,82.503162,114.108750,35.347582,15.986334,11.475385,0.000000,0.000000,15.266710,27.473040,13.682505,0.000000,212.520000,28.074673,0.000000,0.000000,0.000000,134.573460,119.460993,12.250715,30.277493,0.000000,0.000000,0.000000,0.000000,23.189120,0.000000,0.000000,0.000000,34.289136,37.759781,220.248000,63.779184,0.000000,0.000000,0.960938,0.000000,0.000000,13.172774,25.560360,120.798203,10.269063,330.372000,28.942133,57.96,0,0,0,0,0

5,01:00-01:15,0.000000,88.872000,49.156745,38.166776,45.324720,147.740523,47.755713,0.000000,82.503162,114.108750,35.347582,15.986334,11.475385,0.000000,0.000000,15.266710,41.209560,13.682505,0.000000,212.520000,28.074673,0.000000,0.000000,0.000000,134.573460,119.460993,12.250715,30.277493,0.000000,0.000000,0.000000,0.000000,23.189120,0.000000,0.000000,0.000000,34.289136,37.759781,237.636000,63.779184,0.000000,0.000000,0.960938,0.000000,0.000000,13.097805,25.560360,120.798203,10.269063,330.372000,28.942133,56.00,0,0,0,0,0

6,01:15-01:30,0.000000,88.872000,49.156745,38.166776,45.324720,147.740523,47.755713,0.000000,82.503162,114.108750,35.347582,15.986334,11.475385,0.000000,0.000000,15.266710,41.209560,13.682505,0.000000,212.520000,28.074673,0.000000,0.000000,0.000000,134.573460,119.460993,12.250715,30.277493,0.000000,0.000000,0.000000,0.000000,23.189120,0.000000,0.000000,0.000000,34.289136,37.759781,237.636000,63.779184,0.000000,0.000000,0.960938,0.000000,0.000000,13.682432,25.560360,120.798203,10.269063,330.372000,28.942133,53.13,0,0,0,0,0

7,01:30-01:45,0.000000,88.872000,49.156745,38.166776,45.324720,147.740523,47.755713,0.000000,82.503162,114.108750,35.347582,15.986334,11.475385,0.000000,0.000000,15.266710,41.209560,13.682505,0.000000,212.520000,28.074673,0.000000,0.000000,0.000000,134.573460,119.460993,12.250715,30.277493,0.000000,0.000000,0.000000,0.000000,23.189120,0.000000,0.000000,0.000000,34.289136,37.759781,235.704000,63.779184,0.000000,0.000000,0.960938,0.000000,0.000000,14.490000,25.560360,120.798203,10.269063,330.372000,28.942133,53.13,0,0,0,0,0

8,01:45-02:00,0.000000,88.872000,49.156745,38.166776,50.123808,147.740523,47.755713,0.000000,82.503162,114.108750,35.347582,15.986334,11.475385,0.000000,0.000000,15.266710,41.209560,13.682505,0.000000,212.520000,28.074673,0.000000,0.000000,0.000000,134.573460,119.460993,12.250715,30.277493,0.000000,0.000000,0.000000,0.000000,23.189120,0.000000,0.000000,0.000000,34.289136,37.759781,235.704000,63.779184,0.000000,0.000000,0.960938,0.000000,0.000000,14.374818,25.560360,120.798203,7.121255,330.372000,19.007596,53.13,0,0,0,0,0

9,02:00-02:15,0.000000,88.872000,49.156745,38.166776,50.123808,147.740523,47.755713,0.000000,82.503162,114.108750,35.347582,15.986334,11.475385,0.000000,0.000000,15.266710,41.209560,13.682505,0.000000,212.520000,28.074673,0.000000,0.000000,0.000000,134.573460,119.460993,12.250715,31.317063,0.000000,0.000000,0.000000,0.000000,21.807021,0.000000,0.000000,0.000000,34.289136,37.759781,235.704000,63.779184,0.000000,0.000000,0.960938,0.000000,0.000000,14.036350,25.560360,62.790000,4.830000,330.372000,10.626000,53.13,0,0,0,0,0

10,02:15-02:30,0.000000,88.872000,49.156745,38.166776,45.324720,147.740523,47.755713,0.000000,82.503162,114.108750,35.347582,15.986334,11.475385,0.000000,0.000000,15.266710,41.209560,13.682505,0.000000,212.520000,28.074673,0.000000,0.000000,0.000000,134.573460,119.460993,12.250715,31.317063,0.000000,0.000000,0.000000,0.000000,21.807021,0.000000,0.000000,0.000000,34.289136,37.759781,235.704000,63.779184,0.000000,0.000000,0.960938,0.000000,0.000000,13.715295,25.560360,38.640000,4.830000,330.372000,10.626000,48.30,0,0,0,0,0

11,02:30-02:45,0.000000,88.872000,49.156745,38.166776,45.324720,147.740523,47.755713,0.000000,82.503162,114.108750,35.347582,15.986334,11.475385,0.000000,0.000000,15.266710,41.209560,13.682505,0.000000,212.520000,28.074673,0.000000,0.000000,0.000000,134.573460,119.460993,12.250715,30.277493,0.000000,0.000000,0.000000,0.000000,21.807021,0.000000,0.000000,0.000000,34.289136,37.759781,235.704000,63.779184,0.000000,0.000000,0.960938,0.000000,0.000000,12.880109,25.560360,38.640000,4.830000,330.372000,10.626000,48.30,0,0,0,0,0

12,02:45-03:00,0.000000,88.872000,49.156745,38.166776,45.324720,147.740523,47.755713,0.000000,82.503162,114.108750,35.347582,15.986334,11.475385,0.000000,0.000000,15.266710,41.209560,13.682505,0.000000,212.520000,28.074673,0.000000,0.000000,0.000000,134.573460,119.460993,12.250715,30.277493,0.000000,0.000000,0.000000,0.000000,21.807021,0.000000,0.000000,0.000000,34.289136,37.759781,235.704000,63.779184,0.000000,0.000000,0.960938,0.000000,0.000000,14.490000,25.560360,38.640000,4.830000,330.372000,10.626000,48.30,0,0,0,0,0

13,03:00-03:15,0.000000,88.872000,49.156745,38.166776,45.324720,147.740523,47.755713,0.000000,80.819424,114.108750,35.347582,15.986334,11.475385,0.000000,0.000000,15.266710,41.209560,13.682505,0.000000,212.520000,28.074673,0.000000,0.000000,0.000000,134.573460,119.460993,11.384503,30.277493,0.000000,0.000000,0.000000,0.000000,21.807021,0.000000,0.000000,0.000000,34.289136,37.759781,235.704000,63.779184,0.000000,0.000000,0.979418,0.000000,0.000000,14.490000,25.560360,38.640000,4.830000,330.372000,10.626000,43.47,0,0,0,0,0

14,03:15-03:30,0.000000,88.872000,49.156745,38.166776,45.324720,147.740523,47.755713,0.000000,80.819424,114.108750,35.347582,15.986334,11.475385,0.000000,0.000000,15.266710,41.209560,13.682505,0.000000,212.520000,28.074673,0.000000,0.000000,0.000000,134.573460,119.460993,11.384503,30.277493,0.000000,0.000000,0.000000,0.000000,21.807021,0.000000,0.000000,0.000000,34.289136,37.759781,235.704000,63.779184,0.000000,0.000000,0.979418,0.000000,0.000000,13.961461,25.560360,38.640000,4.830000,330.372000,10.626000,38.64,0,0,0,0,0

15,03:30-03:45,0.000000,88.872000,49.156745,38.166776,50.123808,147.740523,47.755713,0.000000,80.819424,114.108750,35.347582,15.986334,11.475385,0.000000,0.000000,15.266710,41.209560,13.682505,0.000000,212.520000,28.074673,0.000000,0.000000,0.000000,134.573460,119.460993,11.384503,30.277493,0.000000,0.000000,0.000000,0.000000,21.807021,0.000000,0.000000,0.000000,34.289136,37.759781,235.704000,63.779184,0.000000,0.000000,0.979418,0.000000,0.000000,14.490000,25.560360,38.640000,4.830000,330.372000,10.626000,38.64,0,0,0,0,0

16,03:45-04:00,0.000000,88.872000,49.156745,38.166776,50.123808,147.740523,47.755713,0.000000,80.819424,114.108750,35.347582,15.986334,11.475385,0.000000,0.000000,15.266710,41.209560,13.682505,0.000000,212.520000,28.074673,0.000000,0.000000,0.000000,134.573460,119.460993,11.384503,30.277493,0.000000,0.000000,0.000000,0.000000,21.807021,0.000000,0.000000,0.000000,34.289136,37.759781,235.704000,63.779184,0.000000,0.000000,0.979418,0.000000,0.000000,14.490000,25.560360,38.640000,4.830000,330.372000,10.626000,38.64,0,0,0,0,0

