Block,Time,SINGRAULI,ANTA_LF,AURY_LF,KOLDAM,SALAL,UNCHAHAR4,AURY_RF,ANTA_RF,CHAMERA3,DULHASTI,DADRI_CRF,DADRI_LF,AURY_GF,NAPP,DADRI_GF,UNCHAHAR3,TANAKPUR,ANTA_CRF,URI2,CHAMERA2,TEHRI,JHAJJAR,RIHAND1,DADRT2,BSIUL,NJPC,RIHAND2,SEWA2,DADRI_RF,CHAMERA1,AURY_CRF,PARBATI3,URI,DHAULIGNGA,UNCHAHAR1,RAPPC,TANDA2,KISHANGANGA,SINGRAULI_HYDRO,RAPPB,TALA,UNCHAHAR2,KOTESHWR,RIHAND3,FSTPP I & II,KUDGI,RAMPUR,KHSTPP-II,KHSTPP-I,ANTA_GF,BRBCL,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,100.288256,0.000000,0.000000,0.000000,81.935246,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,38.323172,0.000000,8.507772,11.985830,0.000000,30.768215,0.000000,32.998001,108.893694,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,4.687956,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,28.515891,15.407749,119.287862,17.497940,38.58,0.000000,142.293572,23.474313,0.000000,15.901431,400.429575,0,0,0,0,0

7,01:30-01:45,100.288256,0.000000,0.000000,0.000000,81.935246,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,38.323172,0.000000,8.507772,11.368004,0.000000,30.768215,0.000000,32.998001,109.674496,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,4.687956,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,28.515891,15.407749,119.287862,17.497940,38.58,0.000000,142.293572,23.474313,0.000000,15.025487,400.429575,0,0,0,0,0

8,01:45-02:00,100.288256,0.000000,0.000000,0.000000,81.935246,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,38.323172,0.000000,8.507772,11.368004,0.000000,30.768215,0.000000,32.998001,109.674496,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,50.051165,35.296354,4.687956,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,28.515891,15.407749,119.287862,17.497940,38.58,0.000000,142.293572,23.474313,0.000000,15.168385,400.429575,0,0,0,0,0

9,02:00-02:15,100.288256,0.000000,0.000000,0.000000,81.935246,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,38.323172,0.000000,12.984619,11.985830,0.000000,30.768215,0.000000,32.998001,115.197355,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,50.051165,35.296354,5.041919,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,39.557295,15.407749,119.287862,17.497940,33.76,0.000000,142.293572,30.446634,0.000000,15.901431,400.429575,0,0,0,0,0

10,02:15-02:30,100.288256,0.000000,0.000000,0.000000,81.935246,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,38.323172,0.000000,15.038550,11.985830,0.000000,30.768215,0.000000,32.998001,115.197355,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,8.710999,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,40.889490,15.407749,119.287862,17.497940,33.76,0.000000,142.293572,30.446634,0.000000,14.044145,400.429575,0,0,0,0,0

11,02:30-02:45,100.288256,0.000000,0.000000,0.000000,81.935246,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,38.323172,0.000000,15.038596,11.985830,0.000000,30.768215,0.000000,32.998001,115.197355,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,40.889490,15.407749,119.287862,17.497940,33.76,0.000000,142.293572,30.446634,0.000000,14.372317,400.429575,0,0,0,0,0

12,02:45-03:00,100.288256,0.000000,0.000000,0.000000,81.935246,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,38.323172,0.000000,15.038596,11.985830,0.000000,30.768215,0.000000,32.998001,115.197355,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,40.889490,15.407749,119.287862,17.497940,33.76,0.000000,142.293572,30.446634,0.000000,15.901431,400.429575,0,0,0,0,0

13,03:00-03:15,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,38.323172,0.000000,15.038596,11.985830,0.000000,31.271676,0.000000,22.849445,115.197355,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,40.889490,7.608765,119.287862,17.497940,33.76,0.000000,142.293572,30.446634,0.000000,15.901431,400.429575,0,0,0,0,0

14,03:15-03:30,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,38.323172,0.000000,15.038596,11.985830,0.000000,31.271676,0.000000,10.999334,115.197355,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,40.889490,7.608765,119.287862,17.497940,33.76,0.000000,142.293572,30.446634,0.000000,15.901431,400.429575,0,0,0,0,0

15,03:30-03:45,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,38.323172,0.000000,15.038596,11.985830,0.000000,31.271676,0.000000,10.999334,115.197355,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,50.051165,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,35.326546,7.608765,119.287862,13.053450,33.76,0.000000,142.293572,30.446634,0.000000,15.901431,400.429575,0,0,0,0,0

16,03:45-04:00,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.026555,0.000000,15.038596,11.368004,0.000000,31.271676,0.000000,10.999334,115.197355,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,50.051165,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,35.326546,7.608765,119.287862,13.053450,33.76,0.000000,142.293572,30.446634,0.000000,15.901431,400.429575,0,0,0,0,0

17,04:00-04:15,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.026555,0.000000,15.038596,11.368004,0.000000,30.768215,0.000000,0.000000,115.197355,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,35.326546,5.706574,119.287862,13.053450,28.94,0.000000,142.293572,30.446634,0.000000,15.901431,400.429575,0,0,0,0,0

18,04:15-04:30,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.026555,0.000000,15.038596,11.368004,0.000000,30.768215,0.000000,0.000000,115.197355,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,35.326546,5.706574,119.287862,13.053450,28.94,0.000000,142.293572,30.446634,0.000000,15.901431,400.429575,0,0,0,0,0

19,04:30-04:45,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.026555,0.000000,15.038596,11.368004,0.000000,30.768215,0.000000,0.000000,115.197355,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,35.326546,5.706574,119.287862,13.053450,28.94,0.000000,142.293572,30.446634,0.000000,15.901431,400.429575,0,0,0,0,0

20,04:45-05:00,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.026555,0.000000,15.038596,11.368004,0.000000,30.768215,0.000000,0.000000,115.197355,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,35.326546,5.706574,119.287862,13.053450,28.94,0.000000,142.293572,30.446634,0.000000,15.901431,400.429575,0,0,0,0,0

21,05:00-05:15,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.026555,0.000000,15.038596,11.368004,0.000000,30.768215,0.000000,0.000000,115.197355,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,35.326546,5.706574,119.287862,13.053450,28.94,0.000000,142.293572,30.446634,0.000000,15.901431,400.429575,0,0,0,0,0

22,05:15-05:30,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.026555,0.000000,15.038596,11.368004,0.000000,30.768215,0.000000,0.000000,115.197355,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,35.326546,5.706574,119.287862,13.053450,28.94,0.000000,142.293572,30.446634,0.000000,15.901431,400.429575,0,0,0,0,0

23,05:30-05:45,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.026555,0.000000,15.038596,11.368004,0.000000,30.768215,0.000000,0.000000,115.197355,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,35.326546,5.706574,119.287862,13.053450,28.94,0.000000,142.293572,30.446634,0.000000,17.304442,400.429575,0,0,0,0,0

24,05:45-06:00,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.026555,0.000000,15.038596,11.368004,0.000000,30.768215,0.000000,0.000000,115.197355,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,40.889490,5.706574,119.287862,17.497940,28.94,0.000000,142.293572,30.446634,0.000000,19.067697,400.429575,0,0,0,0,0

25,06:00-06:15,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.026555,0.000000,20.919280,11.368004,0.000000,31.271676,0.000000,0.000000,153.781355,88.743200,182.703825,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,14.931912,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,40.889490,5.706574,119.287862,17.497940,28.94,0.000000,142.293572,30.446634,0.000000,19.142787,400.429575,0,0,0,0,0

26,06:15-06:30,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.026555,0.000000,20.919280,11.368004,0.000000,31.271676,0.000000,0.000000,205.869755,88.743200,182.703825,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,50.051165,35.296354,14.931912,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,40.889490,5.706574,119.287862,17.497940,28.94,0.000000,142.293572,30.446634,0.000000,19.292031,400.429575,0,0,0,0,0

27,06:30-06:45,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.026555,0.000000,20.919280,11.368004,0.000000,31.271676,0.000000,0.000000,228.055555,88.743200,182.703825,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,50.051165,35.296354,14.931912,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,40.889490,5.706574,119.287862,17.497940,28.94,0.000000,142.293572,30.442776,0.000000,19.292031,400.429575,0,0,0,0,0

28,06:45-07:00,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.026555,0.000000,20.919280,11.368004,0.000000,31.271676,0.000000,0.000000,175.967155,88.743200,182.703825,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,14.931912,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,40.889490,5.706574,119.287862,17.497940,28.94,0.000000,142.293572,30.442776,0.000000,19.292031,400.429575,0,0,0,0,0

29,07:00-07:15,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.232594,0.000000,15.038596,11.368004,0.000000,30.768215,0.000000,0.000000,137.383155,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,40.889490,5.706574,119.287862,17.497940,48.23,0.000000,142.293572,30.442776,0.000000,19.292031,400.429575,0,0,0,0,0

30,07:15-07:30,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.232594,0.000000,15.038596,11.368004,0.000000,30.768215,0.000000,0.000000,137.383155,88.743200,173.628000,0.000000,0.000000,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,40.889490,5.706574,119.287862,17.497940,55.95,0.000000,142.293572,30.442776,0.000000,19.292031,400.429575,0,0,0,0,0

31,07:30-07:45,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.232594,0.000000,15.038596,11.368004,0.000000,30.768215,0.000000,0.000000,114.859745,88.743200,173.628000,0.000000,22.836905,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,35.326546,5.706574,119.287862,13.053450,64.63,0.000000,142.293572,30.442776,0.000000,19.292031,400.429575,0,0,0,0,0

32,07:45:08:00,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.541652,0.000000,15.038596,11.368004,0.000000,30.768215,0.000000,0.000000,114.859745,88.743200,173.628000,0.000000,45.673810,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,35.326546,5.706574,119.287862,13.053450,73.31,0.000000,142.293572,30.442776,0.000000,19.292031,400.429575,0,0,0,0,0

33,08:00-08:15,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.541652,0.000000,15.038596,11.368004,0.000000,30.768215,0.000000,0.000000,114.859745,88.743200,173.628000,0.000000,68.510715,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,35.326546,7.608765,119.287862,13.053450,83.92,0.000000,142.293572,27.533349,0.000000,19.292031,400.429575,0,0,0,0,0

34,08:15-08:30,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.541652,0.000000,15.038596,11.368004,0.000000,30.768215,0.000000,0.000000,114.859745,88.743200,173.628000,0.000000,91.347620,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,35.326546,7.608765,119.287862,13.053450,90.67,0.000000,142.293572,27.533349,0.000000,19.292031,400.429575,0,0,0,0,0

35,08:30-08:45,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.541652,0.000000,15.038596,11.368004,0.000000,30.768215,0.000000,0.000000,114.859745,88.743200,173.628000,0.000000,118.751906,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.187719,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,35.326546,7.608765,119.287862,13.053450,90.67,0.000000,142.293572,27.533349,0.000000,19.292031,400.429575,0,0,0,0,0

36,08:45:09:00,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.747690,0.000000,15.038596,11.368004,0.000000,30.768215,0.000000,0.000000,114.859745,88.743200,173.628000,0.000000,147.526406,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,10.933884,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,35.326546,7.608765,119.287862,13.053450,90.67,0.000000,142.293572,27.533349,0.000000,19.292031,400.429575,0,0,0,0,0

37,09:00:09:15,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.747690,0.000000,6.752200,11.368004,0.000000,30.768215,0.000000,0.000000,108.662190,88.743200,173.628000,0.000000,147.526406,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.561368,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,35.326546,7.608765,119.287862,13.053450,90.67,0.000000,142.293572,27.533349,0.000000,19.292031,400.429575,0,0,0,0,0

38,09:15-09:30,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.747690,0.000000,6.752200,11.368004,0.000000,30.768215,0.000000,0.000000,108.662190,88.743200,173.628000,0.000000,147.526406,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.561368,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,35.326546,7.608765,119.287862,13.053450,90.67,0.000000,142.293572,27.533349,0.000000,19.292031,400.429575,0,0,0,0,0

39,09:30-09:45,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,35.747690,0.000000,6.752200,11.368004,0.000000,30.768215,0.000000,0.000000,108.662190,88.743200,173.628000,0.000000,147.526406,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.561368,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,21.226312,7.608765,119.287862,13.053450,90.67,0.000000,142.293572,18.985836,0.000000,19.292031,400.429575,0,0,0,0,0

40,09:45-10:00,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,36.056748,0.000000,6.752200,11.368004,0.000000,30.768215,0.000000,0.000000,108.662190,88.743200,173.628000,0.000000,147.526406,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.561368,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,21.226312,7.608765,119.287862,13.053450,90.67,0.000000,142.293572,18.985836,0.000000,19.292031,400.429575,0,0,0,0,0

41,10:00-10:15,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,36.056748,0.000000,6.752200,11.368004,0.000000,30.768215,0.000000,0.000000,108.662190,88.743200,173.628000,0.000000,147.526406,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.561368,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,21.226312,7.608765,119.287862,13.053450,90.67,0.000000,142.293572,18.985836,0.000000,19.292031,400.429575,0,0,0,0,0

42,10:15-10:30,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,36.056748,0.000000,6.752200,11.368004,0.000000,30.768215,0.000000,0.000000,108.662190,88.743200,173.628000,0.000000,147.526406,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.561368,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,21.226312,7.608765,119.287862,13.053450,113.82,0.000000,142.293572,18.985836,0.000000,19.292031,400.429575,0,0,0,0,0

43,10:30-10:45,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,36.056748,0.000000,6.752200,11.368004,0.000000,30.768215,0.000000,0.000000,108.662190,88.743200,173.628000,0.000000,147.526406,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,10.224552,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,21.226312,7.608765,119.287862,13.053450,111.89,0.000000,142.293572,18.985836,0.000000,19.292031,400.429575,0,0,0,0,0

44,10:45-11:00,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,36.262787,0.000000,12.632884,11.368004,0.000000,30.768215,0.000000,0.000000,108.662190,88.743200,173.628000,0.000000,147.526406,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,50.051165,35.296354,10.224552,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,21.226312,7.608765,119.287862,13.053450,115.75,0.000000,142.293572,18.985836,0.000000,19.292031,400.429575,0,0,0,0,0

45,11:00-11:15,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,36.262787,0.000000,13.478377,11.368004,0.000000,30.768215,0.000000,0.000000,108.662190,88.743200,173.628000,0.000000,147.526406,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,50.051165,35.296354,9.561368,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,21.226312,7.608765,119.287862,13.053450,115.75,0.000000,142.293572,18.985836,0.000000,19.292031,400.429575,0,0,0,0,0

46,11:15-11:30,100.288256,0.000000,0.000000,0.000000,80.702294,0.000000,0.000000,0.000000,0.000000,15.841047,0.000000,0.000000,0.000000,36.262787,0.000000,13.478377,11.368004,0.000000,30.768215,0.000000,0.000000,108.662190,88.743200,182.703825,0.000000,147.526406,113.943375,15.244585,0.000000,41.149836,0.000000,0.000000,45.791491,35.296354,9.561368,49.207911,0.000000,0.000000,0.867282,0.000000,25.523316,21.226312,7.608765,119.287862,13.053450,115.75,0.000000,142.293572,18.985836,0.000000,17.029835,400.429575,0,0,0,0,0

