Block,Time Block,KHSTPP-II,KKNPPU2,KUDGI,MAPS,BSIUL,BRBCL,CHAMERA1,CHAMERA3,CHAMERA2,DADRT2,SINGRAULI,SINGRAULI_HYDRO,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU1AND2,JHAJJAR,KGSU3AND4,KHSTPP-I,KISHANGANGA,KKNP,KOTESHWR,KOLDAM,NAPP,NLCEXP,NJPC,NNTPP,NLCIIST1,NLCIIST2,NLCTS2EXP,NTPL,PARBATI3,RAMPUR,RAPPC,RAPPB,RIHAND2,RIHAND1,RSTPSU1TO6,RSTPSU7,RIHAND3,SEWA2,SASAN,SIMHST1,SIMHST2,SALAL,UNCHAHAR3,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,URI2,URI,DADRI_GF,AURY_GF,DADRI_CRF,AURY_CRF,AURY_RF,AURY_LF,DADRI_RF,DADRI_LF,TANAKPUR,TALA,TANDA2,TALST2,TelanganaSTPP,TEHRI,VALLURNTECL,ANTA_LF,ANTA_GF,ANTA_CRF,ANTA_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,78.41,0,0,0,6.27,19.23,0,0,0,361.75,122.17,0.68,0,20,0,0,229.22,0,24.53,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,91.9,60.78,0,0,43.57,15.89,319.04,0,0,13.41,13.96,22.41,11.41,0,21.98,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,23.87,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,78.41,0,0,0,6.27,19.23,0,0,0,361.75,122.17,0.68,0,20,0,0,229.22,0,24.53,0,0,8.53,0,19.81,0,2.64,0,0,0,0,0,0,0,24.52,0,91.9,60.78,0,0,43.57,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,21.98,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,23.87,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,78.41,0,0,0,6.27,19.23,0,0,0,361.75,122.17,0.68,0,20,0,0,229.22,0,24.53,0,0,8.53,0,19.81,0,20.03,0,0,0,0,0,0,0,24.52,0,91.9,60.78,0,0,43.57,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,21.98,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,23.87,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,78.41,0,0,0,6.27,19.23,0,0,0,361.75,122.17,0.68,0,20,0,0,229.22,0,24.53,0,0,8.53,0,19.81,0,20.03,0,0,0,0,0,0,0,24.52,0,91.9,60.78,0,0,43.57,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,21.98,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,23.87,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,90.62,0,0,0,6.27,19.23,0,0,2.56,361.75,122.17,0.68,0,20,0,0,229.22,0,24.53,0,0,8.53,0,19.81,0,20.03,0,0,0,0,0,0,0,24.52,0,91.9,60.78,0,0,43.57,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,21.98,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,35.07,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,111.15,0,0,0,6.27,19.23,0,0,12.66,361.75,122.17,0.68,0,20,0,0,229.22,0,24.53,0,0,8.53,0,19.81,0,20.03,0,0,0,0,0,0,0,24.52,0,91.9,60.78,0,0,43.57,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,21.98,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,35.07,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,113.6,0,0,0,6.27,19.23,0,0,12.66,361.75,122.17,0.68,0,19.47,0,0,229.22,0,28,0,0,8.53,0,19.81,0,20.03,0,0,0,0,0,0,0,24.52,0,91.9,60.78,0,0,43.57,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,25.86,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,35.07,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,113.6,0,0,0,6.27,19.23,0,0,12.66,361.75,122.17,0.68,0,19.39,0,0,229.22,0,34.15,0,0,8.53,0,19.81,0,40.06,0,0,0,0,0,0,0,24.52,0,91.9,60.78,0,0,43.57,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,25.86,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,35.07,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,142.56,0,0,0,6.27,19.23,13.45,0,12.66,361.75,133.46,0.68,1.27,18.31,15.84,0,229.81,0,43.77,0,0,8.53,0,19.81,0,60.09,0,0,0,0,0,0,0,24.52,0,107.4,82.11,0,0,53.32,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,31.03,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,35.07,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,142.56,0,0,0,6.27,19.23,26.96,9.31,12.66,361.75,134.28,0.68,15.24,18.31,31.68,0,229.81,0,43.77,0,0,17.06,0,19.81,0,80.11,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.73,15.89,319.04,0,0,2.24,13.96,22.41,11.41,0,31.03,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,46.75,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,142.56,0,0,0,18.8,19.23,40.52,27.94,37.98,361.75,134.28,0.68,26.35,17.24,47.52,0,229.81,0,43.77,0,0,37.54,0,19.81,0,109.24,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,16.27,319.04,0,0,2.24,13.96,22.41,11.41,0,31.03,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,47.72,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,142.56,0,0,0,18.8,19.23,40.52,27.94,37.98,361.75,134.28,0.68,26.35,17.24,47.52,0,265.64,0,43.77,0,0,37.54,0,19.81,0,109.24,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,16.27,319.04,0,0,2.24,13.96,22.41,11.41,0,31.03,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,47.72,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,142.56,0,0,0,18.8,19.23,40.52,27.94,37.98,374.05,134.28,0.68,26.35,19.06,47.52,0,333.64,0,43.77,0,0,37.54,0,19.81,0,109.24,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,16.27,319.04,0,0,2.24,25.38,40.75,19.74,0,31.03,38.21,0,0,0,0,0,0,0,0,1.72,0,0,0,0,47.72,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,142.56,0,0,0,18.8,19.23,40.52,27.94,37.98,475.77,134.28,0.68,26.35,20,47.52,0,406.63,0,43.77,0,0,37.54,0,19.81,0,109.24,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,16.27,319.04,0,0,2.24,25.38,40.75,19.75,0,31.03,38.21,0,0,0,0,0,0,0,0,1.72,0,0,0,0,47.72,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,142.56,0,0,0,18.8,19.23,40.52,27.94,37.98,522.4,134.28,0.68,26.35,20,47.52,0,414.97,0,43.77,0,0,37.54,0,19.81,0,109.24,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,16.27,319.04,0,0,2.24,25.38,40.75,19.75,0,28.45,38.21,0,0,0,0,0,0,0,0,1.72,0,0,0,0,47.72,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,142.56,0,0,0,18.8,19.23,40.52,27.94,37.98,537.14,134.28,0.68,26.35,20,47.52,0,414.97,0,43.77,0,0,37.54,0,19.81,0,109.24,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,16.27,319.04,0,0,2.24,25.38,40.75,19.75,0,28.45,38.21,0,0,0,0,0,0,0,0,1.72,0,0,0,0,47.72,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,142.56,0,0,0,6.27,19.23,40.52,9.31,25.32,599.3,134.28,0.68,15.24,20,31.68,0,414.97,0,43.77,0,0,17.06,0,19.81,0,80.11,0,0,0,0,0,3.67,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,13.41,25.38,40.75,19.75,0,28.45,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,47.72,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,142.56,0,0,0,6.3,19.23,40.52,0,12.66,647.37,134.28,0.68,1.27,20,15.84,0,414.97,0,43.77,0,0,17.06,0,19.81,0,60.09,0,0,0,0,0,15.9,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,67.02,25.38,40.75,19.75,0,28.45,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,35.79,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,142.56,0,0,0,6.3,19.23,40.52,0,12.66,599.3,134.28,0.68,0,20,0,0,414.97,0,43.77,0,0,17.06,0,19.81,0,40.06,0,0,0,0,0,15.9,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,67.02,25.38,40.75,19.75,0,23.27,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,35.62,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,142.56,0,0,0,6.3,19.23,26.96,0,12.66,577.35,134.28,0.68,0,20,0,0,414.97,0,43.77,0,0,17.06,0,19.81,0,18.21,0,0,0,0,0,15.9,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,67.02,25.38,40.75,19.75,0,23.27,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,23.38,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,142.56,0,0,0,6.3,19.23,11.94,0,12.66,594.32,134.28,0.68,0,20,0,0,414.97,0,43.77,0,0,17.06,0,19.81,0,0,0,0,0,0,0,31.82,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,67.02,25.38,40.75,19.75,0,23.27,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,11.93,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,142.56,0,0,0,6.3,19.23,11.94,0,12.66,588.61,134.28,0.68,0,20,0,0,414.97,0,43.77,0,0,8.53,0,19.81,0,0,0,0,0,0,0,31.82,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,13.41,25.38,40.75,19.75,0,23.27,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,11.75,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,142.56,0,0,0,6.3,19.23,0,0,12.66,511.47,134.28,0.68,0,20,0,0,345.37,0,43.77,0,0,8.53,0,19.81,0,0,0,0,0,0,0,31.82,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,13.41,25.38,40.75,19.75,0,28.45,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,11.56,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,142.56,0,0,0,6.3,19.23,0,0,12.66,508.38,134.28,0.68,0,20,0,0,287.69,0,43.77,0,0,8.53,0,19.81,0,0,0,0,0,0,0,6.12,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,13.41,20.85,33.28,15.7,0,28.45,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,142.56,0,0,0,6.3,19.23,0,0,0,499.21,134.28,0.68,0,20,0,0,251.55,0,43.77,0,0,8.53,0,19.81,0,0,0,0,0,0,0,3.43,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,13.41,25.38,40.75,19.75,0,28.45,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,142.56,0,0,0,6.3,19.23,0,0,0,461.42,134.28,0.68,0,20,0,0,251.55,0,43.77,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,13.41,25.38,40.75,19.75,0,28.45,33.96,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,142.56,0,0,0,6.3,19.23,0,0,0,461.6,134.28,0.68,0,20,0,0,251.55,0,43.77,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,13.41,25.38,40.75,19.75,0,28.45,33.96,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,142.56,0,0,0,6.3,19.23,0,0,0,407.01,134.28,0.68,0,20,0,0,231.93,0,43.77,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,13.41,25.38,40.75,19.75,0,28.45,33.96,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,142.56,0,0,0,6.3,19.23,0,0,0,361.59,134.28,0,0,20,0,0,231.93,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,13.41,22.47,36.38,17.03,0,28.45,33.96,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,142.56,0,0,0,6.3,19.23,0,0,0,391.99,134.28,0,0,20,0,0,231.93,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,319.04,0,0,13.41,21.87,35.13,17.03,0,28.45,33.96,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,142.56,0,0,0,6.3,19.23,0,0,0,345.77,134.28,0,0,17.24,0,0,251.55,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,286.58,0,0,13.41,21.87,35.13,17.03,0,23.27,33.96,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,142.56,0,0,0,6.3,19.23,0,0,0,284.69,134.28,0,0,17.24,0,0,251.55,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,254.15,0,0,13.41,21.87,35.13,17.03,0,23.27,33.96,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,142.56,0,0,0,6.3,19.23,0,0,0,284.69,134.28,0,0,14.08,0,0,231.93,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,221.7,0,0,13.41,21.87,35.13,17.03,0,23.27,33.96,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,142.56,0,0,0,6.3,19.23,0,0,0,284.69,134.28,0,0,14.08,0,0,231.93,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,189.26,0,0,13.41,21.87,35.13,17.03,0,23.27,33.96,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,142.56,0,0,0,6.3,17.99,0,0,0,284.69,134.28,0.68,0,20,0,0,231.93,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,178.44,0,0,13.41,21.87,35.13,17.03,0,23.27,33.96,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,142.56,0,0,0,6.3,17.39,0,0,0,284.69,134.28,0.68,0,20,0,0,231.93,0,37.72,0,0,8.53,0,19.81,0,0,0,0,0,0,0,0,0,24.52,0,114.16,88.44,0,0,59.75,15.89,178.44,0,0,13.41,21.87,35.13,17.03,0,23.27,33.96,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

