Block,Time Block,DADRT2,CHAMERA3,CHAMERA2,BSIUL,BRBCL,CHAMERA1,UNCHAHAR1,UNCHAHAR2,TALST2,TANAKPUR,TALA,TelanganaSTPP,TEHRI,TANDA2,TEHRIPSP,RIHAND1,RAPPB,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,RAPPD,SIMHST2,RSTPSU7,SINGRAULI,SALAL,SEWA2,RAMPUR,RIHAND3,RAPPC,RIHAND2,SASAN,MAPS,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NAPP,KUDGI,NLCTS2EXP,NNTPP,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KISHANGANGA,KOTESHWR,KHSTPP-II,KKNPPU2,KOLDAM,KHSTPP-I,KKNP,NTPL,PARBATI3,PARBATI2,DADRI_RF,ANTA_RF,DADRI_LF,AURY_LF,ANTA_LF,DADRI_GF,AURY_GF,DADRI_CRF,AURY_CRF,AURY_RF,ANTA_GF,UNCHAHAR4,UNCHAHAR3,VALLURNTECL,URI2,URI,ANTA_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,8.15,32.7,45.4,18.85,22.16,40.61,13.32,30.24,0,11.48,21.89,0,0,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,10,36.91,240.2,0,0,2.24,9.77,81.34,0,8.31,38.51,0,0,54.43,35.93,0,0,0,0,0,0,0,0,0,0,0,2.23,16.17,0,22.53,29.78,0,0,0,0,0,0

54,13:15-13:30,8.15,32.7,45.4,18.85,17.47,40.61,13.32,30.24,0,11.48,21.89,0,0,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,10,36.91,240.2,0,0,2.24,9.77,81.34,0,8.31,38.51,0,0,54.43,35.93,0,0,0,0,0,0,0,0,0,0,0,2.23,16.17,0,22.53,29.78,0,0,0,0,0,0

55,13:30-13:45,8.15,32.7,45.4,18.85,22.16,40.61,13.32,30.24,0,11.48,21.89,0,0,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,10,36.91,240.2,0,0,2.24,9.77,81.34,0,8.31,38.51,0,0,54.43,35.93,0,0,0,0,0,0,0,0,0,0,0,2.23,16.17,0,22.53,29.78,0,0,0,0,0,0

56,13:45-14:00,8.15,32.7,45.4,18.85,22.16,40.61,13.32,30.24,0,11.48,21.89,0,0,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,11.74,36.91,240.2,0,0,2.24,9.77,81.34,0,8.31,38.51,0,0,54.43,35.93,0,0,0,0,0,0,0,0,0,0,0,2.23,16.17,0,22.53,29.78,0,0,0,0,0,0

57,14:00-14:15,8.15,32.7,45.4,18.85,21.2,40.61,13.32,30.24,0,11.48,21.89,0,0,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,10,36.91,240.2,0,0,2.24,9.77,68.81,0,8.31,32.45,0,0,54.43,35.93,0,0,0,0,0,0,0,0,0,0,0,2.23,16.17,0,22.53,29.78,0,0,0,0,0,0

58,14:15-14:30,8.15,32.7,45.4,18.85,21.2,40.61,13.32,30.24,0,11.48,21.89,0,0,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,10,36.91,240.2,0,0,2.24,19.55,81.34,0,8.31,38.51,0,0,54.43,35.93,0,0,0,0,0,0,0,0,0,0,0,2.23,16.17,0,22.53,29.78,0,0,0,0,0,0

59,14:30-14:45,8.15,32.7,45.4,12.56,19.1,40.61,13.32,30.24,0,11.48,25.38,0,18.35,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,10,36.91,240.2,0,0,2.24,29.32,81.34,0,8.31,38.51,0,0,55.15,35.93,0,0,0,0,0,0,0,0,0,0,0,2.23,16.17,0,22.53,29.78,0,0,0,0,0,0

60,14:45-15:00,8.15,32.7,45.4,12.56,18.03,40.61,13.32,30.24,0,11.48,25.38,0,36.7,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,11.74,36.91,240.2,0,0,2.24,39.09,81.34,0,8.31,38.51,0,0,55.15,35.93,0,0,0,0,0,0,0,0,0,0,0,2.23,16.17,0,22.53,29.78,0,0,0,0,0,0

61,15:00-15:15,8.15,32.7,45.4,12.56,18.26,40.61,13.32,30.24,0,11.48,25.81,0,55.05,2.94,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,11.38,36.91,240.2,0,0,2.24,39.09,92.41,0,8.31,43.87,0,0,55.15,35.93,0,0,0,0,0,0,0,0,0,0,0,2.23,16.17,0,22.53,36.16,0,0,0,0,0,0

62,15:15-15:30,8.15,32.7,45.4,12.56,22.16,40.61,13.32,30.24,0,11.48,25.81,0,73.4,2.94,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,11.74,36.91,240.2,0,0,2.24,39.09,93.98,0,8.31,43.87,0,0,55.15,35.93,0,0,0,0,0,0,0,0,0,0,0,2.23,16.17,0,22.53,36.16,0,0,0,0,0,0

63,15:30-15:45,8.15,32.7,45.4,12.56,24.08,40.61,15.29,32.87,0,11.48,25.61,0,73.4,3.56,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,15.71,36.91,240.2,0,0,2.24,39.09,93.98,0,8.31,43.87,0,0,55.15,35.93,0,0,0,0,0,0,0,0,0,0,0,2.23,19.76,0,22.53,36.16,0,0,0,0,0,0

64,15:45-16:00,8.15,32.7,45.4,12.56,24.08,40.61,15.45,32.87,0,11.48,25.38,0,73.4,3.56,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.84,36.91,240.2,0,0,2.24,39.09,93.98,0,8.31,43.87,0,0,55.15,35.93,0,0,0,0,0,0,0,0,0,0,0,2.23,21.25,0,22.53,36.16,0,0,0,0,0,0

65,16:00-16:15,8.15,32.7,45.4,12.56,21.45,40.61,15.45,32.87,0,11.48,25.38,0,73.4,2.94,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.84,36.91,240.2,0,0,2.24,39.09,93.98,0,8.31,43.87,0,0,55.15,35.93,0,0,0,0,0,0,0,0,0,0,0,2.23,19.76,0,22.53,29.78,0,0,0,0,0,0

66,16:15-16:30,8.15,32.7,45.4,12.56,18.52,40.61,15.45,32.87,0,11.48,25.21,0,73.4,2.94,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.84,36.91,240.2,0,0,2.24,39.09,93.98,0,8.31,43.87,0,0,55.15,35.93,0,0,0,0,0,0,0,0,0,0,0,2.23,19.76,0,22.53,29.78,0,0,0,0,0,0

67,16:30-16:45,53.14,32.7,45.4,12.56,17.66,40.61,15.45,31.39,0,11.48,25.06,0,73.4,2.94,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.84,36.91,240.2,0,0,2.24,39.09,93.98,0,8.31,43.87,0,0,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0,2.23,18.84,0,22.53,29.78,0,0,0,0,0,0

68,16:45-17:00,101.31,32.7,45.4,12.56,16.08,40.61,15.45,31.39,0,11.48,25.02,0,73.4,2.94,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,16.84,36.91,240.2,0,0,2.24,39.09,93.98,0,8.31,43.87,0,0,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0,2.23,18.84,0,22.53,29.78,0,0,0,0,0,0

69,17:00-17:15,149.49,32.7,45.4,12.56,22.13,40.61,15.45,37.02,0,11.48,23.93,0,73.4,2.94,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,18.75,36.91,240.2,0,0,2.24,39.09,93.98,0,8.31,43.87,0,0,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0,2.23,22.34,0,22.53,29.78,0,0,0,0,0,0

70,17:15-17:30,197.66,32.7,45.4,12.56,22.16,40.61,15.45,37.02,0,11.48,23.76,0,73.4,2.94,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,18.75,36.91,240.2,0,0,2.24,39.09,93.98,0,8.31,43.87,0,0,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0,2.23,22.34,0,22.53,29.78,0,0,0,0,0,0

71,17:30-17:45,289.19,32.7,45.4,12.56,24.08,40.61,15.31,37.02,0,11.48,23.34,0,73.4,2.94,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,18.75,36.91,240.2,0,0,2.24,39.09,93.98,0,8.31,43.87,0,0,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0,2.23,22.34,0,22.53,29.78,0,0,0,0,0,0

72,17:45-18:00,337.37,32.7,45.4,12.56,24.08,40.61,17.14,37.02,0,11.48,23.05,0,73.4,2.94,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,18.75,36.91,240.2,0,0,2.24,39.09,93.98,0,8.31,43.87,0,0,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0,2.23,22.34,0,22.53,29.78,0,0,0,0,0,0

73,18:00-18:15,443.35,32.7,45.4,12.56,23.12,40.61,20.46,40.7,0,11.48,22.94,0,73.4,2.94,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,18.75,36.91,263.62,0,0,4.47,39.09,93.98,0,8.31,43.87,0,0,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0,1.71,24.95,0,22.53,31.91,0,0,0,0,0,0

74,18:15-18:30,539.7,32.7,45.4,12.56,17.53,40.61,20.46,42.02,0,11.48,22.83,0,73.4,2.94,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,18.75,36.91,321.43,0,0,6.71,39.09,93.98,0,8.31,43.87,0,0,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,31.91,0,0,0,0,0,0

75,18:30-18:45,656.96,32.7,45.4,18.85,22.16,40.61,20.46,42.02,0,11.48,22.69,0,73.4,2.94,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,11.77,5.46,126.06,63.03,120.7,336.24,0,0,0,169.37,0,23.59,0,0,0,40.91,18.75,36.91,379.24,0,0,6.71,39.09,93.98,0,8.31,43.87,0,0,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,36.16,0,0,0,0,0,0

76,18:45-19:00,656.6,34.39,47.78,19.71,16.62,40.8,20.46,42.02,0,11.48,22.55,0,73.4,2.94,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.63,126.06,63.03,120.7,336.24,0,0,0,170.96,0,23.59,0,0,0,43.17,18.75,37.04,430.31,0,0,6.92,43.01,93.98,0,8.31,43.87,0,0,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,36.16,0,0,0,0,0,0

77,19:00-19:15,660.66,34.39,47.78,19.71,17.32,40.8,20.46,42.02,0,11.48,22.43,0,73.4,5.33,85.36,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.63,126.06,63.03,120.7,336.24,0,0,0,170.96,0,23.59,0,0,0,43.17,18.75,37.04,430.31,0,0,6.92,43.01,93.98,0,8.31,43.87,0,0,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,36.05,36.16,0,0,0,0,0,0

78,19:15-19:30,660.66,34.39,47.78,19.71,18.52,40.8,20.46,42.02,0,11.48,22.3,0,73.4,5.35,170.71,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.63,126.06,63.03,120.7,336.24,0,0,0,170.96,0,23.59,0,0,0,43.17,18.75,37.04,430.31,0,0,6.92,43.01,93.98,0,8.31,43.87,0,0,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,36.05,36.16,0,0,0,0,0,0

79,19:30-19:45,660.66,34.39,47.78,19.71,22.16,40.8,20.46,42.02,0,11.48,22.52,0,73.4,5.35,170.71,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.63,126.06,63.03,120.7,346.06,0,0,0,170.96,0,23.59,0,0,0,43.17,18.75,37.04,430.31,0,0,6.92,43.01,93.98,0,8.31,43.87,0,0,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,50.45,0,0,0,0,0,0

80,19:45-20:00,660.66,34.39,47.78,19.71,24.08,40.8,20.46,42.02,0,11.48,22.59,0,73.4,5.35,170.71,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.63,126.06,63.03,120.7,354.69,0,0,0,170.96,0,23.59,0,0,0,43.17,18.75,37.04,430.31,0,0,6.92,43.01,93.98,0,8.31,43.87,0,0,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,50.45,0,0,0,0,0,0

81,20:00-20:15,660.66,34.39,47.78,19.71,24.08,40.8,20.46,42.02,0,11.48,22.71,0,73.4,5.35,170.71,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.63,126.06,63.03,120.7,362.37,0,0,0,170.96,0,23.59,0,0,0,43.17,18.75,37.04,430.31,0,0,6.92,43.01,93.98,0,8.31,43.87,0,0,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,50.45,0,0,0,0,0,0

82,20:15-20:30,660.66,34.39,47.78,19.71,24.08,40.8,20.46,42.02,0,11.48,23.03,0,73.4,5.35,170.71,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.63,126.06,63.03,120.7,367.79,0,0,0,170.96,0,23.59,0,0,0,43.17,18.75,37.04,430.31,0,0,6.92,43.01,93.98,0,8.31,43.87,0,0,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,36.16,0,0,0,0,0,0

83,20:30-20:45,660.66,34.39,47.78,19.71,24.08,40.8,20.46,42.02,0,9.5,23.16,0,73.4,5.35,170.71,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.63,126.06,63.03,120.7,373.2,0,0,0,170.96,0,23.59,0,0,0,43.17,18.75,37.04,439.94,0,0,6.92,43.01,93.98,0,8.31,43.87,0,0,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,29.78,0,0,0,0,0,0

84,20:45-21:00,660.66,32.7,45.4,18.85,24.08,40.61,20.46,42.02,0,9.5,23.31,0,73.4,5.35,170.71,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.46,126.06,63.03,120.7,378.62,0,0,0,169.37,0,23.59,0,0,0,40.91,18.75,36.91,439.94,0,0,6.71,41.27,93.98,0,8.31,43.87,0,0,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,29.78,0,0,0,0,0,0

85,21:00-21:15,663.85,32.7,45.4,18.85,23.12,40.61,20.46,42.02,0,9.5,23.31,0,73.4,5.35,170.71,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.46,126.06,63.03,120.7,384.04,0,0,0,169.37,0,23.59,0,0,0,40.91,18.75,36.91,459.21,0,0,6.71,41.27,93.98,0,8.31,43.87,0,0,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,29.78,0,0,0,0,0,0

86,21:15-21:30,663.85,32.7,45.4,18.85,24.08,40.61,20.46,42.02,0,9.5,23.36,0,73.4,5.35,170.71,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.46,126.06,63.03,120.7,389.46,0,0,0,169.37,0,23.59,0,0,0,40.91,18.75,36.91,459.21,0,0,6.71,41.27,93.98,0,8.31,43.87,0,0,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,29.78,0,0,0,0,0,0

87,21:30-21:45,663.85,34.39,47.78,19.71,24.08,40.8,20.46,42.02,0,9.5,23.42,0,73.4,5.35,170.71,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.63,126.06,63.03,120.7,394.87,0,0,0,170.96,0,23.59,0,0,0,43.17,18.75,37.04,459.21,0,0,6.92,43.01,93.98,0,8.31,43.87,0,0,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,29.78,0,0,0,0,0,0

88,21:45-22:00,663.85,34.39,47.78,19.71,22.16,40.8,20.46,42.02,0,9.5,23.45,0,73.4,5.35,170.71,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.63,126.06,63.03,120.7,401.9,0,0,0,170.96,0,23.59,0,0,0,43.17,18.75,37.04,459.21,0,0,6.92,43.01,93.98,0,8.31,43.87,0,0,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,29.78,0,0,0,0,0,0

89,22:00-22:15,656.6,34.39,47.78,19.71,18.81,40.8,20.46,42.02,0,9.5,23.51,0,73.4,5.35,170.71,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.63,126.06,63.03,120.7,403.48,0,0,0,170.96,0,23.59,0,0,0,43.17,18.75,37.04,459.21,0,0,6.92,43.01,93.98,0,8.31,43.87,0,0,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,29.78,0,0,0,0,0,0

90,22:15-22:30,656.6,34.39,47.78,19.71,23.12,40.8,20.46,42.02,0,9.5,23.65,0,73.4,5.35,85.36,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.63,126.06,63.03,120.7,403.48,0,0,0,170.96,0,23.59,0,0,0,43.17,18.75,37.04,459.21,0,0,6.92,43.01,93.98,0,8.31,43.87,0,0,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,29.78,0,0,0,0,0,0

91,22:30-22:45,656.6,32.7,45.4,18.85,23.12,40.61,20.46,42.02,0,9.5,23.65,0,73.4,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.46,126.06,63.03,120.7,403.48,0,0,0,169.37,0,23.59,0,0,0,40.91,18.75,36.91,459.21,0,0,6.71,41.27,93.98,0,8.31,43.87,0,0,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,36.16,0,0,0,0,0,0

92,22:45-23:00,656.6,32.7,45.4,18.85,23.12,40.61,20.46,42.02,0,9.5,23.71,0,73.4,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.46,126.06,63.03,120.7,403.48,0,0,0,169.37,0,23.59,0,0,0,40.91,18.75,36.91,459.21,0,0,6.71,41.27,93.98,0,8.31,43.87,0,0,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,36.16,0,0,0,0,0,0

93,23:00-23:15,656.6,32.7,45.4,18.85,24.08,40.61,20.46,42.02,0,9.5,23.73,0,73.4,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.46,126.06,63.03,120.7,403.48,0,0,0,169.37,0,23.59,0,0,0,40.91,18.75,36.91,459.21,0,0,6.71,41.27,93.98,0,8.31,43.87,0,0,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,36.16,0,0,0,0,0,0

94,23:15-23:30,656.6,32.7,45.4,18.85,18.63,40.61,20.46,42.02,0,9.5,23.73,0,73.4,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.46,126.06,63.03,120.7,403.48,0,0,0,169.37,0,23.59,0,0,0,40.91,18.75,36.91,459.21,0,0,6.71,41.27,93.98,0,8.31,43.87,0,0,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,36.16,0,0,0,0,0,0

95,23:30-23:45,656.6,32.7,45.4,18.85,18.29,40.61,20.46,36.63,0,9.5,23.73,0,73.4,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.46,126.06,63.03,120.7,403.48,0,0,0,169.37,0,23.59,0,0,0,40.91,18.75,36.91,459.21,0,0,6.71,41.27,93.98,0,8.31,43.87,0,0,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,29.78,0,0,0,0,0,0

96,23:45-24:00,656.6,32.7,45.4,18.85,18.31,40.61,20.46,36.63,0,9.5,23.73,0,73.4,5.35,0,45.55,0,0,0,0,23.63,0,0,108.68,77.25,17.67,5.46,126.06,63.03,120.7,403.48,0,0,0,169.37,0,23.59,0,0,0,40.91,18.75,36.91,459.21,0,0,6.71,41.27,93.98,0,8.31,43.87,0,0,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0,1.71,26.01,0,22.53,29.78,0,0,0,0,0,0

