Block,Time Block,BRBCL,KGSU1AND2,KGSU3AND4,KHSTPP-II,KOTESHWR,KKNP,KKNPPU2,KUDGI,KISHANGANGA,KOLDAM,KHSTPP-I,MAPS,NLCTS2EXP,NNTPP,NAPP,NTPL,PARBATI3,NLCEXP,NLCIIST1,NJPC,NLCIIST2,TALST2,RIHAND1,RAMPUR,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,RAPPC,SIMHST2,TALA,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,RAPPB,RIHAND2,SASAN,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,JHAJJAR,CHAMERA2,CHAMERA3,CHAMERA1,BSIUL,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,19.21,0,0,82.39,8.52,0,0,0,0,0,28.29,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,12.28,0,100.07,119.43,0,114.09,402.31,0,14.25,13.57,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,11.19,1.59,0,11.54,0,0,0,4.39,13.94,0,0,0,0,0

63,15:30-15:45,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,17.79,13.57,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85,0,14.12,12.73,0,11.54,0,0,0,4.39,17.77,0,0,0,0,0

64,15:45-16:00,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,17.79,13.57,360.96,230.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,14.12,12.73,0,11.54,0,0,0,4.39,22.76,0,0,0,0,0

65,16:00-16:15,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,22.47,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,19.98,13.57,406.38,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,18.07,1.59,14.83,14.44,0,0,0,4.52,22.76,0,0,0,0,0

66,16:15-16:30,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,22.47,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,19.98,13.57,454.41,280.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,18.07,1.59,14.83,14.44,0,0,0,4.52,22.76,0,0,0,0,0

67,16:30-16:45,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,22.47,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,19.98,13.57,502.45,348.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,18.07,1.59,29.66,14.44,0,0,0,4.52,22.76,0,0,0,0,0

68,16:45-17:00,19.21,0,0,94.98,8.52,0,0,0,0,0,31.49,0,0,0,40.84,0,0,0,0,44.94,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,0,19.98,13.57,550.48,403.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,18.07,1.59,29.66,14.44,0,0,0,4.52,22.76,0,0,0,0,0

69,17:00-17:15,19.21,0,0,94.98,8.52,0,0,0,0,0,33.92,0,0,0,40.84,0,0,0,0,67.41,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,8.77,19.98,13.57,652.1,381.85,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,20.36,1.59,44.49,19.75,0,0,0,4.52,25.35,0,0,0,0,0

70,17:15-17:30,19.21,0,0,94.98,8.52,0,0,0,0,0,36.05,0,0,0,40.84,0,0,0,0,89.88,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,17.55,19.98,13.57,652.1,423.25,3.84,9.3,11.81,1.06,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,20.36,1.59,44.49,19.75,0,0,0,4.52,25.35,0,0,0,0,0

71,17:30-17:45,19.21,0,0,94.98,8.52,0,0,0,0,0,36.7,0,0,0,40.84,0,0,0,0,112.35,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,5.06,100.07,119.43,0,114.09,402.31,26.32,19.98,31.66,651.72,423.25,7.69,18.6,27,2.11,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,20.36,1.59,59.79,19.75,0,0,0,4.52,25.35,0,0,0,0,0

72,17:45-18:00,19.21,0,0,94.98,9.47,0,0,0,0,0,37.28,0,0,0,40.84,0,0,0,0,134.82,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,10.13,100.07,119.43,0,114.09,402.31,35.11,19.98,47.49,582.83,423.25,37.96,27.92,40.49,12.53,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,20.36,1.59,59.79,19.75,0,0,0,4.52,25.35,0,0,0,0,0

73,18:00-18:15,19.21,0,0,94.98,9.47,0,0,0,0,0,37.87,0,0,0,40.84,0,0,0,0,134.82,0,0,88.38,0,0,0,0,49.99,0,0,0,13.4,10.13,100.07,119.43,0,114.09,402.31,35.11,19.98,47.49,527.58,423.25,37.96,27.92,40.49,12.53,0,0,0,0,0,0,0,0,0,0,0,0,9.85,0,20.36,1.59,59.79,19.75,0,0,0,6.85,25.35,0,0,0,0,0

74,18:15-18:30,19.21,0,0,94.98,9.47,0,0,0,0,0,38.46,0,0,0,40.84,0,0,0,0,134.82,0,0,88.38,0,0,0,0,49.99,0,0,0,66.98,10.13,100.07,119.43,0,114.09,402.31,35.11,19.98,47.49,527.58,423.25,37.96,27.92,40.49,12.53,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,20.36,5.3,59.79,19.75,0,0,0,6.85,25.35,0,0,0,0,0

75,18:30-18:45,19.21,0,0,94.98,9.47,0,0,0,0,0,39.52,0,0,0,40.84,0,0,0,0,134.82,0,0,88.38,0,0,0,0,49.99,0,0,0,66.98,10.13,100.07,119.43,0,114.09,402.31,35.11,19.98,47.49,575.61,423.25,37.96,27.92,40.49,12.53,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,20.36,35,59.79,19.75,0,0,0,6.85,25.35,0,0,0,0,0

76,18:45-19:00,19.21,0,0,94.98,9.47,0,0,0,0,0,40.21,0,0,0,40.84,0,2.45,0,0,134.82,0,0,88.38,0,0,0,0,49.99,0,0,0,66.98,10.13,100.07,119.43,0,114.09,402.31,35.11,19.98,47.49,604.43,423.25,37.96,27.92,40.49,12.53,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,20.36,35,59.79,19.75,0,0,0,6.85,25.35,0,0,0,0,0

77,19:00-19:15,19.21,0,0,94.98,9.47,0,0,0,0,0,40.79,0,0,0,40.84,0,6.11,0,0,134.82,0,0,88.38,0,0,0,0,49.99,0,0,0,66.98,10.13,100.07,119.43,0,114.09,402.31,35.11,17.68,47.49,578.94,485.62,37.96,27.92,40.49,12.53,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,18.07,5.3,59.79,17.62,0,0,0,6.85,22.76,0,0,0,0,0

78,19:15-19:30,19.21,0,0,94.98,9.47,0,0,0,0,0,41.38,0,0,0,40.84,0,31.8,0,0,134.82,0,0,88.38,0,0,0,0,49.99,0,0,0,12.83,10.13,100.07,119.43,0,114.09,402.31,35.11,17.68,47.49,578.94,403.92,37.96,27.92,26.99,12.53,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,18.07,3.18,59.79,17.62,0,0,0,6.85,22.76,0,0,0,0,0

79,19:30-19:45,19.21,0,0,94.98,8.52,0,0,0,0,0,42.47,0,0,0,40.84,0,31.8,0,0,112.35,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,5.06,100.07,119.43,0,114.09,402.31,26.32,17.68,31.66,578.94,357.8,3.84,1.47,11.92,6.26,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,18.07,3.18,59.79,15.67,0,0,0,6.85,22.76,0,0,0,0,0

80,19:45-20:00,19.21,0,0,94.98,8.52,0,0,0,0,0,42.57,0,0,0,40.84,0,31.8,0,0,89.88,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,17.55,17.68,13.57,578.94,314.57,0,0,0,6.26,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,18.07,3.18,59.79,14.44,0,0,0,6.85,22.76,0,0,0,0,0

81,20:00-20:15,19.21,0,0,94.98,8.52,0,0,0,0,0,42.57,0,0,0,40.84,0,31.8,0,0,67.41,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,8.77,19.98,3.7,525.48,314.57,0,0,0,6.26,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,18.07,3.18,59.79,14.44,0,0,0,6.85,22.76,0,0,0,0,0

82,20:15-20:30,19.21,0,0,94.98,8.52,0,0,0,0,0,42.57,0,0,0,40.84,0,31.8,0,0,67.41,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,8.77,19.98,3.7,510.45,314.57,0,0,0,6.26,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,18.07,3.18,44.49,14.44,0,0,0,6.85,22.76,0,0,0,0,0

83,20:30-20:45,19.21,0,0,94.98,8.52,0,0,0,0,0,42.57,0,0,0,40.84,0,31.8,0,0,67.41,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,8.77,17.68,3.7,498.97,357.8,0,0,0,6.26,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,18.07,3.18,44.49,14.44,0,0,0,6.85,22.76,0,0,0,0,0

84,20:45-21:00,19.21,0,0,94.98,8.52,0,0,0,0,0,42.57,0,0,0,40.84,0,4.89,0,0,44.94,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,8.77,17.68,3.7,487.43,357.8,0,0,0,6.26,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,18.07,5.3,44.49,14.44,0,0,0,6.85,22.76,0,0,0,0,0

85,21:00-21:15,19.21,0,0,94.98,8.52,0,0,0,0,0,42.57,0,0,0,40.84,0,2.45,0,0,44.94,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,8.77,16.01,3.7,493.27,314.57,0,0,0,6.26,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,14.71,5.3,29.66,14.44,0,0,0,4.39,18.82,0,0,0,0,0

86,21:15-21:30,19.21,0,0,94.98,8.52,0,0,0,0,0,42.57,0,0,0,40.84,0,0,0,0,44.94,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,100.07,119.43,0,114.09,402.31,8.77,14.43,3.7,512.44,271.34,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,14.71,35,29.66,14.44,0,0,0,4.39,18.82,0,0,0,0,0

87,21:30-21:45,19.21,0,0,94.98,8.52,0,0,0,0,0,42.57,0,0,0,40.84,0,0,0,0,44.94,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,109.35,119.43,0,114.09,402.31,8.77,14.43,3.7,499.95,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,14.71,35,29.66,14.44,0,0,0,4.39,18.82,0,0,0,0,0

88,21:45-22:00,19.21,0,0,94.98,8.52,0,0,0,0,0,42.57,0,0,0,40.84,0,0,0,0,22.2,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,116.54,119.43,0,114.09,402.31,8.77,14.43,3.7,507.6,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,14.71,6.37,14.83,14.44,0,0,0,4.39,18.82,0,0,0,0,0

89,22:00-22:15,19.21,0,0,94.98,8.52,0,0,0,0,0,42.57,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,118.77,119.43,0,114.09,402.31,0,14.43,3.7,527.68,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,14.71,3.18,14.83,14.44,0,0,0,4.39,18.82,0,0,0,0,0

90,22:15-22:30,19.21,0,0,94.98,8.52,0,0,0,0,0,42.57,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,120.93,119.43,0,114.09,402.31,0,14.43,3.7,527.69,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,14.71,3.18,14.83,14.44,0,0,0,4.39,18.82,0,0,0,0,0

91,22:30-22:45,19.21,0,0,94.98,8.52,0,0,0,0,0,42.57,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,123.09,119.43,0,114.09,402.31,0,14.43,3.7,525.78,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,14.71,3.18,0,14.44,0,0,0,4.39,18.82,0,0,0,0,0

92,22:45-23:00,19.21,0,0,94.98,8.52,0,0,0,0,0,42.57,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,125.26,119.43,0,114.09,402.31,0,14.43,3.7,526.73,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,14.71,3.18,0,14.44,0,0,0,4.39,18.82,0,0,0,0,0

93,23:00-23:15,19.21,0,0,82.39,8.52,0,0,0,0,0,37.52,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,127.42,119.43,0,114.09,402.31,0,14.43,3.7,521.94,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,14.71,3.18,0,14.44,0,0,0,4.39,18.82,0,0,0,0,0

94,23:15-23:30,19.21,0,0,82.39,8.52,0,0,0,0,0,37.52,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,127.53,119.43,0,114.09,402.31,0,14.43,3.7,520.99,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,14.71,3.18,0,14.44,0,0,0,4.39,18.82,0,0,0,0,0

95,23:30-23:45,19.21,0,0,82.39,8.52,0,0,0,0,0,37.52,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,127.53,119.43,0,114.09,402.31,0,14.43,3.7,526.71,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,14.71,3.18,0,14.44,0,0,0,4.39,18.82,0,0,0,0,0

96,23:45-24:00,19.21,0,0,82.39,8.52,0,0,0,0,0,37.52,0,0,0,40.84,0,0,0,0,0,0,0,88.38,0,0,0,0,49.99,0,0,0,2.24,0,128.24,119.43,0,114.09,402.31,0,14.43,3.7,522.89,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,14.71,3.18,0,14.44,0,0,0,4.39,18.82,0,0,0,0,0

