Block,Time,NR/23032024/30032024/HP-57,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/23032024/30032024/HP-60,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/23032024/30032024/HP-64,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/23072042/L_NR_2012_04,NR/01012024/31032024/ ChanjuII,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/31102037/L_NR_2019_11,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/01102023/02012046/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,SR/01032024/31032024/SJVN010324NR1590,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,NR/01032024/31032024/SJVN010324NR1588,NR/01032024/31032024/SJVN010324NR1589,WR/01102023/01102023/L_NR_2022_09,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023
12,02:45-03:00,173.290000,2.330000,0.000000,27.080000,74.210000,35.260000,57.650000,25.570000,0.000000,215.550000,29.590000,53.180000,271.970000,7.110000,0.000000,0.000000,25.570000,1.820000,48.350000,2.310000,48.35,11.66,0,0,0,19,0,0,57,0,7.01,0,0,0,19,0,193.400000,0,0,0,0,39.67,0,0,0,39.67,48.35

13,03:00-03:15,173.290000,2.330000,0.000000,26.110000,74.210000,35.260000,57.650000,25.570000,0.000000,215.550000,29.590000,53.180000,271.970000,7.020000,0.000000,0.000000,25.570000,1.770000,48.350000,2.310000,48.35,14.4,0,0,0,21.33,0,0,64,0,7.01,0,0,0,21.34,0,193.400000,0,0,0,0,39,0,0,0,39,48.35

14,03:15-03:30,173.290000,2.330000,0.000000,26.110000,74.210000,35.260000,57.650000,25.570000,0.000000,215.550000,29.590000,53.180000,271.970000,7.020000,0.000000,0.000000,25.570000,1.770000,48.350000,2.310000,48.35,14.4,0,0,0,21.17,0,0,63.5,0,7.01,0,0,0,21.16,0,193.400000,0,0,0,0,38.33,0,0,0,38.33,48.35

15,03:30-03:45,173.290000,2.330000,0.000000,26.110000,74.210000,35.260000,57.650000,25.570000,0.000000,215.550000,29.590000,53.180000,271.970000,7.020000,0.000000,0.000000,25.570000,1.770000,48.350000,2.310000,48.35,16,0,0,0,21.5,0,0,64.5,0,7.01,0,0,0,21.5,0,193.400000,0,0,0,0,45.67,0,0,0,45.67,48.35

16,03:45-04:00,173.290000,2.330000,0.000000,26.110000,74.210000,35.260000,57.650000,25.570000,0.000000,215.550000,29.590000,53.180000,271.970000,7.020000,0.000000,0.000000,25.570000,1.770000,48.350000,2.310000,48.35,15.66,0,0,0,21.67,0,0,65,0,7.01,0,0,0,21.66,0,193.400000,0,0,0,0,46,0,0,0,46,48.35

17,04:00-04:15,173.290000,2.330000,0.000000,26.110000,74.210000,35.260000,57.650000,25.570000,0.000000,215.550000,29.590000,53.180000,271.970000,7.020000,0.000000,0.000000,25.570000,1.770000,48.350000,2.230000,48.35,15.34,0,0,0,24.17,0,0,72.5,0,7.01,0,0,0,24.16,0,193.400000,0,0,0,0,46,0,0,0,46,48.35

18,04:15-04:30,173.290000,2.330000,0.000000,26.110000,74.210000,35.260000,57.650000,25.570000,0.000000,215.550000,29.590000,53.180000,271.970000,7.020000,0.000000,0.000000,25.570000,1.770000,48.350000,2.230000,48.35,15,0,0,0,23.67,0,0,71,0,7.01,0,0,0,23.66,0,193.400000,0,0,0,0,45.33,0,0,0,45.33,48.35

19,04:30-04:45,173.290000,2.330000,0.000000,26.110000,74.210000,35.260000,57.650000,25.570000,0.000000,215.550000,29.590000,53.180000,271.970000,7.020000,0.000000,0.000000,25.570000,1.770000,48.350000,2.230000,48.35,14.34,0,0,0,23.17,0,0,69.5,0,7.01,0,0,0,23.16,0,193.400000,0,0,0,0,42.67,0,0,0,42.67,48.35

20,04:45-05:00,173.290000,2.330000,0.000000,26.110000,74.210000,35.260000,57.650000,25.570000,0.000000,215.550000,29.590000,53.180000,271.970000,7.020000,0.000000,0.000000,25.570000,1.770000,48.350000,2.230000,48.35,13.34,0,0,0,22.5,0,0,67.5,0,7.01,0,0,0,22.5,0,193.400000,0,0,0,0,41.33,0,0,0,41.33,48.35

21,05:00-05:15,173.290000,2.330000,0.000000,26.110000,74.210000,35.260000,57.650000,25.570000,0.000000,215.550000,29.590000,79.490000,271.970000,6.920000,0.000000,0.000000,25.570000,1.720000,48.350000,2.230000,48.35,12.66,0,0,0,20,0,0,60,0,7.01,0,0,0,20,0,193.400000,0,0,0,0,33.33,0,0,0,33.33,48.35

22,05:15-05:30,173.290000,2.330000,0.000000,26.110000,74.210000,35.260000,57.650000,25.570000,0.000000,215.550000,29.590000,100.200000,271.970000,6.920000,0.000000,0.000000,25.570000,1.720000,48.350000,2.230000,48.35,12,0,0,0,19.17,0,0,57.5,0,7.01,0,0,0,19.16,0,193.400000,0,0,0,0,32.67,0,0,0,32.67,48.35

23,05:30-05:45,173.290000,2.330000,0.000000,26.110000,74.210000,35.260000,57.650000,25.570000,0.000000,215.550000,29.590000,100.200000,271.970000,6.920000,0.000000,0.000000,25.570000,1.720000,48.350000,2.230000,48.35,9.34,0,0,0,18.67,0,0,56,0,7.01,0,0,0,18.66,0,193.400000,0,0,0,0,31.67,0,0,0,31.67,48.35

24,05:45-06:00,173.290000,2.330000,0.000000,26.110000,74.210000,35.260000,57.650000,25.570000,0.000000,225.220000,29.590000,100.200000,271.970000,6.920000,0.000000,0.000000,25.570000,1.720000,48.350000,2.230000,48.35,8.34,0,0,0,16.67,0,0,50,0,7.01,0,0,0,16.66,0,193.400000,0,0,0,0,30.67,0,0,0,30.67,48.35

25,06:00-06:15,0.000000,2.250000,0.000000,26.110000,0.000000,35.260000,76.670000,24.490000,0.000000,261.670000,0.000000,100.200000,271.970000,6.920000,0.000000,0.000000,30.940000,1.720000,48.350000,2.310000,48.35,8,0,0,0,15.83,0,0,47.5,0,7.01,0,0,0,15.84,0,96.700000,0,0,0,0,30,0,0,0,30,48.35

26,06:15-06:30,0.000000,2.250000,0.000000,26.110000,0.000000,35.260000,87.220000,24.490000,0.000000,261.670000,0.000000,100.200000,271.970000,6.920000,0.000000,0.000000,30.940000,1.720000,48.350000,2.310000,48.35,7.66,0.01,0,0,15,0,0,45,2.72,7.01,0,0,1.226232,15,0,96.700000,1,0,0,0,29.33,0,0,0,29.33,48.35

27,06:30-06:45,0.000000,2.250000,0.000000,25.140000,0.000000,35.260000,87.220000,24.490000,0.000000,261.670000,0.000000,100.200000,271.970000,6.920000,0.000000,0.000000,30.940000,1.720000,48.350000,2.310000,48.35,9.34,0.01,0,0,12.5,7,0,37.5,6.72,7.01,1,0,5.848932,12.5,0,96.700000,6.78,0,0,0,32.67,0,0,0,32.67,48.35

28,06:45-07:00,0.000000,2.250000,0.030000,25.140000,0.000000,35.260000,87.220000,24.490000,0.000000,261.670000,0.000000,100.200000,271.970000,6.920000,0.030000,0.030000,30.940000,1.720000,48.350000,2.310000,48.35,9.34,1.87,0.37,0,12,15,0,36,12.48,7.01,4,0,11.6784,12,0,96.700000,12.45,0,1,0.27,31.67,0.5,0,0,31.67,48.35

29,07:00-07:15,0.000000,2.250000,0.320000,24.180000,0.000000,35.260000,87.220000,24.490000,0.000000,261.670000,0.000000,100.200000,271.970000,6.830000,0.320000,0.330000,30.940000,1.720000,48.350000,2.310000,48.35,9,8.27,1.65,0,11.67,26,1,35,20.16,7.01,11,0,18.276696,11.66,2,96.700000,20.1,0,4,2.28,31,1,0,0,31,48.35

30,07:15-07:30,0.000000,2.250000,0.770000,24.180000,0.000000,47.380000,87.220000,24.490000,0.000000,261.670000,0.000000,100.200000,271.970000,6.830000,0.770000,0.790000,30.940000,1.720000,48.350000,2.310000,48.35,8.66,18.24,3.65,0,11.5,29.22,3,34.5,29.22,7.01,18,0,26.509968,11.5,6,96.700000,29.21,0,7,5.8,31.33,5,0,0,31.33,48.35

31,07:30-07:45,0.000000,2.250000,1.430000,23.210000,0.000000,47.380000,76.670000,24.490000,0.000000,261.670000,0.000000,100.200000,271.970000,6.830000,1.430000,1.470000,30.940000,1.720000,48.350000,2.310000,48.35,12,32.67,6.53,0,14.67,30.72,7,44,30.72,7.01,28,0,36.903744,14.66,13,96.700000,30.71,0,12,10.95,37.33,7,0,0,37.33,48.35

32,07:45:08:00,0.000000,2.250000,2.320000,23.210000,0.000000,58.000000,76.670000,24.490000,0.000000,261.670000,0.000000,100.200000,271.970000,6.830000,2.320000,2.380000,30.940000,1.720000,48.350000,2.310000,48.35,11.34,50.63,10.12,0,14.17,30.72,10,42.5,30.72,7.01,42,0,48.543216,14.16,20,96.700000,30.71,0,18,17.63,36,11,0,0,36,48.35

33,08:00-08:15,0.000000,2.490000,3.380000,23.210000,0.000000,58.000000,76.670000,24.490000,0.000000,261.670000,0.000000,100.200000,271.970000,6.830000,3.380000,3.470000,30.940000,1.720000,48.350000,2.230000,48.35,10.66,66.03,13.21,0,13.83,30.72,13,41.5,30.72,7.01,49,0,59.978316,13.84,25,96.700000,30.71,0,21,25.09,35,15,0,0,35,48.35

34,08:15-08:30,0.000000,2.490000,4.800000,23.210000,0.000000,58.000000,76.670000,24.490000,0.000000,261.670000,0.000000,100.200000,271.970000,6.830000,4.800000,4.930000,30.940000,1.720000,48.350000,2.230000,48.35,10,85.1,17.02,0,13.17,30.72,17,39.5,30.72,7.01,67,0,70.50834,13.16,33,96.700000,30.71,0,28,32.19,34,19.5,0,0,34,48.35

35,08:30-08:45,0.000000,2.490000,6.120000,23.210000,0.000000,47.380000,76.670000,24.490000,0.000000,261.670000,0.000000,100.200000,271.970000,6.830000,6.120000,6.270000,30.940000,1.720000,48.350000,2.230000,48.35,9.34,102.6,20.52,0,12.33,31.72,21,37,31.72,7.01,88,0,80.347392,12.34,43,96.700000,31.71,0,37,39.81,27,23.5,0,0,27,48.35

36,08:45:09:00,0.000000,2.490000,7.450000,24.180000,0.000000,35.260000,76.670000,24.490000,0.000000,261.670000,0.000000,100.200000,271.970000,6.830000,7.450000,7.630000,30.940000,1.720000,48.350000,2.230000,48.35,9,119.43,23.88,0,11.83,31.72,25,35.5,31.72,7.01,105,0,89.806896,11.84,50,96.700000,31.71,0,45,47.37,26,27.4,0,0,26,48.35

37,09:00:09:15,0.000000,2.490000,8.720000,24.180000,0.000000,39.520000,76.670000,24.490000,0.000000,261.670000,0.000000,68.840000,271.970000,6.740000,8.720000,8.930000,30.940000,1.720000,48.350000,2.160000,48.35,8.34,146.98,29.4,0,9,31.72,29,27,31.72,7.01,123,0,91.909008,9,58,96.700000,31.71,0,52,54.56,25.67,30.8,24.18,29.01,25.67,48.35

38,09:15-09:30,0.000000,2.490000,9.900000,24.180000,0.000000,43.790000,76.670000,24.490000,0.000000,261.670000,0.000000,100.200000,271.970000,6.740000,9.900000,10.150000,30.940000,1.720000,48.350000,2.160000,48.35,7.66,164.08,32.81,0,8.5,31.72,32,25.5,31.72,7.01,137,0,100.82352,8.5,65,96.700000,31.71,0,58,61.16,24.67,33.9,24.18,29.01,24.67,48.35

39,09:30-09:45,0.000000,2.490000,11.010000,25.140000,0.000000,48.050000,76.670000,24.490000,0.000000,261.670000,0.000000,100.200000,271.970000,6.740000,11.010000,11.290000,30.940000,1.720000,48.350000,2.160000,48.35,5.66,180.91,36.18,0,8,31.72,35,24,31.72,5.81,144,0,109.14438,8,70,96.700000,31.71,0,61,67.52,23.33,36,24.18,29.01,23.33,48.35

40,09:45-10:00,0.000000,2.490000,12.020000,25.140000,0.000000,52.310000,76.670000,24.490000,0.000000,261.670000,0.000000,100.200000,271.970000,6.740000,12.020000,12.320000,30.940000,1.720000,48.350000,2.160000,48.35,5.66,197.42,39.48,0,7.5,32.05,38,22.5,32.05,5.81,154,0,116.73534,7.5,76,96.700000,32.05,0,66,73.53,23,38.5,24.18,29.01,23,48.35

41,10:00-10:15,0.000000,2.490000,12.940000,25.140000,0.000000,56.580000,76.670000,24.490000,0.000000,246.510000,0.000000,68.840000,271.970000,6.740000,12.940000,13.260000,30.940000,1.670000,48.350000,2.120000,48.35,5.34,216.28,43.26,0,7.17,32.05,40,21.5,32.05,5.81,165,0,123.314172,7.16,80,96.700000,32.05,0,70,79,19,41.1,24.18,29.01,19,48.35

42,10:15-10:30,0.000000,2.490000,13.770000,25.140000,0.000000,58.000000,76.670000,24.490000,0.000000,261.670000,0.000000,53.180000,271.970000,6.740000,13.770000,14.110000,30.940000,1.670000,48.350000,2.120000,48.35,5.34,228.71,45.74,0,6.83,32.05,42,20.5,32.05,5.81,175,0,128.637576,6.84,83,96.700000,32.05,0,75,83.78,18.33,41.7,24.18,29.01,18.33,48.35

43,10:30-10:45,0.000000,2.490000,14.530000,25.140000,0.000000,58.000000,76.670000,24.490000,0.000000,261.670000,0.000000,53.180000,271.970000,6.740000,14.530000,14.890000,30.940000,1.670000,48.350000,2.230000,48.35,5.34,233.33,46.67,0,6.67,32.05,43,20,32.05,5.81,179,0,132.30654,6.66,87,96.700000,32.05,0,76,87.98,18.33,43.3,24.18,29.01,18.33,48.35

44,10:45-11:00,0.000000,2.490000,15.200000,25.140000,0.000000,58.000000,76.670000,24.490000,0.000000,261.670000,0.000000,53.180000,271.970000,6.740000,15.200000,15.590000,30.940000,1.670000,48.350000,2.230000,48.35,5.34,233.33,46.67,0,6.67,32.05,44,20,32.05,5.81,182,0,136.014432,6.66,89,96.700000,32.05,0,78,91.39,18.33,45,24.18,29.01,18.33,48.35

45,11:00-11:15,0.000000,2.410000,15.770000,24.180000,0.000000,58.000000,76.670000,24.490000,0.000000,261.670000,0.000000,53.180000,271.970000,7.020000,15.770000,16.160000,30.940000,1.670000,48.350000,2.230000,48.35,5.34,233.33,46.67,0,6.67,32.05,45,20,32.05,5.81,186,0,139.177332,6.66,89,96.700000,32.05,0,79,92.31,18.33,45.8,24.18,29.01,18.33,48.35

46,11:15-11:30,0.000000,2.410000,16.150000,24.180000,0.000000,58.000000,76.670000,24.490000,0.000000,261.670000,0.000000,53.180000,271.970000,7.020000,16.150000,16.550000,30.940000,1.670000,48.350000,2.230000,48.35,5.34,233.33,46.67,0,6.67,32.05,45,20,32.05,5.81,186,0,141.55194,6.66,89,96.700000,32.05,0,79,92.92,18.67,46,24.18,29.01,18.67,48.35

47,11:30-11:45,0.000000,2.410000,16.240000,24.180000,0.000000,58.000000,76.670000,24.490000,0.000000,261.670000,0.000000,53.180000,271.970000,7.020000,16.240000,16.660000,30.940000,1.670000,48.350000,2.230000,48.35,5.34,233.33,46.67,0,6.67,32.05,45,20,32.05,5.81,189,0,142.953348,6.66,89,96.700000,32.05,0,81,92.92,19,46.1,24.18,29.01,19,48.35

48,11:45-12:00,0.000000,2.410000,16.240000,25.140000,0.000000,58.000000,76.670000,24.490000,0.000000,261.670000,0.000000,53.180000,271.970000,7.020000,16.240000,16.660000,30.940000,1.670000,48.350000,2.230000,48.35,5.34,233.33,46.67,0,6.67,32.05,45,20,32.05,5.81,189,0,142.067736,6.66,89,96.700000,32.05,0,81,92.92,19,46.2,24.18,29.01,19,48.35

49,12:00-12:15,0.000000,1.560000,16.240000,25.140000,0.000000,58.000000,76.670000,30.940000,0.000000,239.740000,0.000000,53.180000,271.970000,7.020000,16.240000,16.660000,30.940000,1.770000,48.350000,2.230000,48.35,5.34,233.33,46.67,0,6.67,32.05,46,20,32.05,5.81,189,0,142.301304,6.66,91,96.700000,32.05,0,81,92.92,19.33,45.2,24.18,29.01,19.33,48.35

50,12:15-12:30,0.000000,2.180000,16.240000,25.140000,0.000000,58.000000,76.670000,30.940000,0.000000,244.570000,0.000000,53.180000,271.970000,7.020000,16.240000,16.660000,30.940000,1.770000,48.350000,2.230000,48.35,5.34,233.33,46.67,0,7,32.05,46,21,32.05,5.81,189,0,141.756312,7,91,96.700000,32.05,0,81,92.92,19.67,45.2,24.18,29.01,19.67,48.35

51,12:30-12:45,0.000000,2.180000,16.240000,25.140000,0.000000,58.000000,76.670000,24.490000,0.000000,246.510000,0.000000,53.180000,271.970000,7.020000,16.240000,16.660000,30.940000,1.770000,48.350000,2.230000,48.35,5.34,229.17,45.83,0,9.83,32.05,46,29.5,32.05,5.81,189,0,141.79524,9.84,91,96.700000,32.05,0,81,92.92,23,45.2,24.18,29.01,23,48.35

52,12:45-13:00,0.000000,2.180000,16.240000,25.140000,0.000000,47.380000,76.670000,24.490000,0.000000,261.670000,0.000000,53.180000,271.970000,7.020000,16.240000,16.660000,30.940000,1.770000,48.350000,2.230000,48.35,5.34,229.17,45.83,0,10.17,32.05,46,30.5,32.05,5.81,189,0,141.678456,10.16,91,96.700000,32.05,0,81,92.86,24,45.2,24.18,29.01,24,48.35

53,13:00-13:15,0.000000,2.180000,16.240000,25.140000,0.000000,33.170000,57.650000,24.490000,0.000000,234.890000,0.000000,53.180000,271.970000,7.020000,16.240000,16.660000,30.940000,1.770000,48.350000,2.230000,48.35,5.66,229.17,45.83,0,10.5,32.05,46,31.5,32.05,6.01,189,0,140.734452,10.5,91,96.700000,32.05,0,81,93.08,24.67,45.2,24.18,29.01,24.67,48.35

54,13:15-13:30,0.000000,2.180000,16.240000,27.080000,0.000000,33.170000,57.650000,24.490000,0.000000,215.550000,0.000000,53.180000,271.970000,7.020000,16.240000,16.660000,30.940000,1.770000,48.350000,2.230000,48.35,6,229.17,45.83,0,10.83,32.05,46,32.5,32.05,7.01,189,0,139.770984,10.84,91,96.700000,32.05,0,81,92.71,26.33,45.2,24.18,29.01,26.33,48.35

55,13:30-13:45,0.000000,2.180000,16.240000,27.080000,0.000000,33.170000,57.650000,24.490000,0.000000,215.550000,0.000000,53.180000,271.970000,7.020000,16.240000,16.660000,30.940000,1.770000,48.350000,2.230000,48.35,6.34,229.17,45.83,0,11.33,32.05,46,34,32.05,9.01,189,0,134.720076,11.34,91,96.700000,32.05,0,81,92.72,28.33,45,24.18,29.01,28.33,48.35

56,13:45-14:00,0.000000,2.180000,16.240000,27.080000,0.000000,47.380000,76.670000,24.490000,0.000000,261.670000,0.000000,53.180000,271.970000,7.020000,16.240000,16.660000,30.940000,1.770000,48.350000,2.230000,48.35,6.66,229.17,45.83,0,11.83,32.05,46,35.5,32.05,9.41,189,0,134.359992,11.84,91,96.700000,32.05,0,81,92.52,30.33,45,24.18,29.01,30.33,48.35

57,14:00-14:15,0.000000,2.250000,15.820000,28.040000,0.000000,58.000000,76.670000,24.490000,0.000000,261.670000,0.000000,82.200000,271.970000,7.020000,15.820000,16.230000,30.940000,1.860000,48.350000,2.310000,48.35,7,233.33,46.67,0,12.17,32.05,45,36.5,32.05,10.81,189,0,130.009788,12.16,89,96.700000,32.05,0,81,92.22,32.33,44.2,24.18,29.01,32.33,48.35

58,14:15-14:30,0.000000,2.250000,15.400000,28.040000,0.000000,58.000000,76.670000,24.490000,0.000000,261.670000,0.000000,85.100000,271.970000,7.020000,15.400000,15.790000,30.940000,1.860000,48.350000,2.310000,48.35,7.34,233.33,46.67,0,12.5,32.05,45,37.5,32.05,11.21,186,0,124.27764,12.5,89,96.700000,32.05,0,79,91.75,33.33,43.9,24.18,29.01,33.33,48.35

59,14:30-14:45,0.000000,2.250000,14.830000,28.040000,0.000000,58.000000,52.870000,24.490000,0.000000,261.670000,0.000000,80.260000,271.970000,7.020000,14.830000,15.200000,30.940000,1.860000,48.350000,2.310000,48.35,8,233.33,46.67,0,12.83,32.05,42,38.5,32.05,12.01,179,0,117.504168,12.84,85,96.700000,32.05,0,76,91.36,34,42.8,24.18,29.01,34,48.35

60,14:45-15:00,0.000000,2.250000,14.150000,28.040000,0.000000,58.000000,52.870000,24.490000,0.000000,261.670000,0.000000,80.260000,271.970000,7.020000,14.150000,14.510000,30.940000,1.860000,48.350000,2.310000,48.35,8.34,233.33,46.67,0,13.33,32.05,41,40,32.05,12.6,172,0,110.331684,13.34,81,96.700000,32.05,0,73,88.49,34.67,41.2,24.18,29.01,34.67,48.35

61,15:00-15:15,0.000000,2.250000,13.430000,28.040000,0.000000,58.000000,52.870000,24.490000,0.000000,261.670000,0.000000,80.260000,271.970000,7.020000,13.430000,13.770000,30.940000,1.860000,48.350000,2.310000,48.35,8.66,215.98,43.19,0,14.17,32.05,38,42.5,32.05,14,161,19.15,109.426608,14.16,77,96.700000,32.05,0,69,80.46,39,38.6,0,0,39,48.35

