Column1,Time,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/17/2132,GNA/NR/2025/01/01/3514,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,GNA/NR/2025/01/17/8178,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/01/7459,NR/01102023/22052037/LT-59,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/17/3869,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/3733,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/01/3925,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/01/01/8625,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/3945,NR/30092023/26122029/SH-06,GNA/NR/2025/01/01/6528,NR/01102023/31052040/LT-31,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,GNA/NR/2025/01/17/6226,NR/01102023/30042040/GNA_LT_36
24,05:45-06:00,60.49,0,0,21.61,0,0,0,0,0,20.17,0,0,0,38.34,11,0,20.17,38.33,0,0,24.73,0,19.16,114.73,69.87,0,0.99,1.37,59.23,47.9,28.74,26.82,23.95,0,23.95,0,47.9,20.12,52.69,65.14,47.9,1.43,0,0,0,23.95,0,8.62,0,0,0,0,0

25,06:00-06:15,60.49,0,0,21.21,0,0,0,0,0,20.17,0,0.6,0,30,11,0,20.17,30,0,0,24.73,0,19.16,134.31,65.74,0,0.99,1.37,86.41,47.9,28.74,26.82,25.87,0,25.87,0,47.9,20.12,99.8,130.05,47.9,1.38,0,0,0,43.11,0,8.62,0,0,0,0,0

26,06:15-06:30,60.49,0,0,20.41,0,0,0,0,0.04,20.17,0,1.08,0,29.66,11.33,0.04,20.17,29.67,0,0,24.73,0,19.16,134.31,65.74,0,0.99,1.37,86.41,47.9,28.74,26.82,25.87,0,25.87,0,47.9,20.12,99.8,130.05,47.9,1.38,0,0,0,43.11,0,8.62,0,0,0,0,0

27,06:30-06:45,60.49,0,0,20.21,0,0,0,0,0.66,20.17,0,1.44,0,29.34,11.33,0.09,20.17,29.33,0,0,24.73,0,19.16,134.31,74.19,0,0.99,1.37,86.41,47.9,28.74,26.82,33.53,0,33.53,0,47.9,20.12,99.8,130.05,47.9,1.38,0,0,0,43.11,0,8.62,0,0,0,0,0

28,06:45-07:00,60,0,0,19.81,1,0,0,0,2.42,20,0,2.64,0,28.66,12,0.14,20,28.67,0,0,24.22,0,19.16,134.31,82.65,0,0.99,1.37,86.41,47.9,28.74,26.82,33.53,0,33.53,0,47.9,20.12,99.8,130.05,47.9,1.38,0,0,0.01,43.11,0,8.62,0.01,0,0,0,0.01

29,07:00-07:15,67.5,0,0,19.61,3,0.12,0,0,6,22.5,2,5.32,0,35,11.67,0.83,22.5,35,0,0,23.72,95.8,19.16,134.31,91.1,0,0.99,1.37,86.41,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,99.8,130.05,47.9,1.38,50,0,0.21,43.11,0,14.37,0.21,0,1,0,0.21

30,07:15-07:30,65.51,0,0,19.41,7,0.67,1,0,11.9,21.83,3,9.66,1,33.34,10.67,8.67,21.83,33.33,0,0,23.72,95.8,19.16,134.31,114.58,0,0.99,1.37,86.41,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,99.8,130.05,47.9,1.38,50,0,0.42,43.11,0,14.37,0.42,0,2,0,0.43

31,07:30-07:45,63,1,0.14,19.81,10,2.2,4,1,20.3,21,5,16.04,2,31,10,9.33,21,31,0,0,23.72,95.8,19.16,134.31,114.58,47.9,0.99,1.37,86.41,47.9,28.74,26.82,36.4,0,36.4,47.9,47.9,20.12,99.8,130.05,47.9,1.38,50,0,0.77,43.11,0,14.37,0.77,0.7,3,0,0.79

32,07:45-08:00,61.01,3,1.24,20.81,18,4.84,7,2,30.28,20.33,7,25.24,2,29,9.33,10,20.33,29,0,0,23.72,95.8,19.16,134.31,114.58,47.9,0.99,1.37,86.41,47.9,28.74,26.82,36.4,0,36.4,47.9,47.9,20.12,99.8,130.05,47.9,1.38,50,0,1.57,43.11,0,14.37,1.57,6.18,5,0,1.6

33,08:00-08:15,58.99,4,3.18,21.81,25,8.92,11,3,31.85,19.67,9,31.85,3,27.34,8.33,10,19.67,27.33,0,0,24.22,95.8,19.16,134.31,114.58,47.9,0.99,1.37,86.41,47.9,28.74,26.82,36.4,0,36.4,47.9,47.9,20.12,99.8,130.05,47.9,1.38,50,0,2.07,43.11,0,14.37,2.07,15.87,7,0,2.13

34,08:15-08:30,56.51,6,5.93,23.01,29.9,7.4,14,4,29.9,18.83,11,29.9,5,25.34,7.33,12.89,18.83,25.33,0,0,24.73,95.8,19.16,134.31,114.58,47.9,0.99,1.37,86.41,47.9,28.74,26.82,36.4,0,36.4,47.9,47.9,20.12,99.8,130.05,47.9,1.38,50,0,2.9,43.11,0,14.37,2.9,29.67,9,0,2.97

35,08:30-08:45,53.51,7,9.46,23.41,30.4,10.87,18,5,30.4,17.83,13,30.4,5,24.34,6.67,19.09,17.83,24.33,0,0,25.74,95.8,19.16,134.31,114.58,47.9,0.99,1.37,86.41,47.9,28.74,26.82,36.4,0,36.4,47.9,47.9,20.12,99.8,130.05,47.9,1.38,50,0,3.1,43.11,0,14.37,3.1,47.29,9,0,3.18

36,08:45-09:00,49.5,9,13.35,23.61,30.8,16.3,21,7,30.8,16.5,17,30.8,5,23.66,6.67,25.51,16.5,23.67,0,0,25.74,95.8,19.16,134.31,114.58,47.9,0.99,1.37,86.41,47.9,28.74,26.82,36.4,0,36.4,47.9,47.9,20.12,99.8,130.05,47.9,1.38,50,0,3.48,43.11,0,14.37,3.48,66.75,10,0,3.57

37,09:00-09:15,42,9,17.25,25.01,30.8,23.01,21,10,30.8,14,25,30.8,6,34.34,8.33,29.66,14,34.33,0,0,25.74,95.8,19.16,134.31,114.58,47.9,0.99,1.37,86.41,47.9,28.74,26.82,36.4,0,36.4,47.9,47.9,20.12,99.8,130.05,47.9,1.38,0,0,4.12,43.11,0,14.37,4.12,86.22,12,0,4.22

38,09:15-09:30,33.49,10,21.29,26.01,30.8,29.92,25,12,30.8,11.17,35,30.8,7,33.34,8.33,38.39,11.17,33.33,0,0,25.74,95.8,19.16,134.31,114.58,47.9,0.99,1.37,86.41,47.9,28.74,26.82,36.4,0,36.4,47.9,47.9,20.12,99.8,130.05,47.9,1.38,0,0,5.03,43.11,0,14.37,5.03,106.45,13,0,5.16

39,09:30-09:45,25.5,12,25.56,20.01,30.8,36.07,28,16,30.8,8.5,37,30.8,7,32.34,8,47.96,8.5,32.33,0,0,25.74,95.8,19.16,134.31,114.58,0,0.99,1.37,86.41,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,99.8,130.05,47.9,1.38,0,0,5.8,43.11,0,14.37,5.8,127.81,15,0,5.94

40,09:45-10:00,18,13,29.45,20.41,30.8,41.43,32,21,30.8,6,42,30.8,9,31,7.33,55.88,6,31,0,0,25.74,95.8,19.16,134.31,114.58,0,0.99,1.37,86.41,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,99.8,130.05,47.9,1.38,0,0,7.23,43.11,0,14.37,7.23,147.25,18,0,7.41

41,10:00-10:15,33.49,16,33.7,23.01,30.8,70.17,39,22,30.8,11.17,45,30.8,9,30,7,61.92,11.17,30,0,0,25.74,0,19.16,134.31,114.58,0,0.95,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,99.8,130.05,47.9,1.43,0,0,8.81,43.11,0,14.37,8.81,168.48,18,0,9.02

42,10:15-10:30,32.51,18,37.4,25.01,30.8,73.1,42,25,30.8,10.83,50,30.8,10,28.66,6.67,68.5,10.83,28.67,0,0,25.74,0,19.16,134.31,114.58,0,0.95,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,99.8,130.05,47.9,1.43,0,0,10.01,43.11,0,14.37,10.01,186.99,21,0,10.26

43,10:30-10:45,31.5,25,44.21,27.61,30.8,76.21,60,30,30.8,10.5,53,30.8,13,27.34,6.67,76.67,10.5,27.33,0,0,25.74,0,19.16,134.31,114.58,0,0.95,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,99.8,130.05,47.9,1.43,0,0,12.58,43.11,0,14.37,12.58,221.04,27,0,12.89

44,10:45-11:00,30,31,46.34,28.61,30.8,82.25,74,34,30.8,10,58,30.8,17,26,6.67,81.82,10,26,0,0,25.74,0,19.16,134.31,93.91,0,0.95,1.47,86.41,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,99.8,130.05,47.9,1.43,0,0,13.69,43.11,0,14.37,13.69,231.68,33,0,14.04

45,11:00-11:15,23.51,43,46.67,28.61,30.8,88.05,102,36,30.8,7.83,62,30.8,22,23.34,6.67,86.67,7.83,23.33,0,0,25.74,0,19.16,134.31,97.67,0,0.99,1.47,75.96,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,99.8,113.32,47.9,1.48,0,0,14.37,43.11,0,14.37,14.37,233.33,43,0,14.73

46,11:15-11:30,23.51,51,46.67,28.41,30.8,136.11,119,38,30.8,7.83,65,30.8,27,23.34,6.67,86.67,7.83,23.33,0,0,25.74,0,19.16,134.31,89.22,0,0.99,1.47,75.96,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,99.8,113.32,47.9,1.48,0,0,14.71,43.11,0,14.37,14.71,233.33,53,0,15.08

47,11:30-11:45,24.49,72,47.5,28.21,30.8,137.89,168,41,30.8,8.17,86,30.8,43,24,6.67,86.67,8.17,24,0,0,25.74,0,19.16,134.31,80.77,0,0.99,1.47,75.96,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,99.8,113.32,47.9,1.48,0,0,14.71,43.11,0,14.37,14.71,237.5,85,0,15.08

48,11:45-12:00,25.5,78,47.5,27.81,30.8,139.37,182,42,30.8,8.5,87,30.8,44,24.34,6.67,86.67,8.5,24.33,0,0,25.74,0,19.16,134.31,69.87,0,0.99,1.47,75.96,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,99.8,113.32,47.9,1.48,0,0,14.71,43.11,0,14.37,14.71,237.5,88,0,15.08

49,12:00-12:15,27.49,82,47.5,27.41,30.46,141.84,193,45,30.47,9.17,89,30.47,45,30.34,7,86.67,9.17,30.33,0,0,25.74,0,19.16,134.31,69.87,0,0.99,1.37,59.23,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,74.72,113.32,47.9,1.48,0,0,14.71,43.11,0,14.37,14.71,237.5,90,0,15.08

50,12:15-12:30,28.99,82,47.5,27.81,30.46,145.39,193,45,30.47,9.67,91,30.47,45,31.66,7.33,86.67,9.67,31.67,0,0,25.74,0,19.16,134.31,69.87,0,0.99,1.37,59.23,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,65.14,113.32,47.9,1.48,0,0,14.71,43.11,0,14.37,14.71,237.5,90,0,15.08

51,12:30-12:45,25.99,82,47.5,26.01,30.46,143.76,193,45,30.47,8.67,93,30.47,47,20.34,7.67,86.67,8.67,20.33,0,0,25.74,0,19.16,134.31,69.87,0,0.99,1.37,59.23,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,65.14,113.32,47.9,1.48,0,0,14.71,43.11,0,14.37,14.71,237.5,93,0,15.08

52,12:45-13:00,28.5,82,47.5,25.81,30.46,144.95,193,45,30.47,9.5,93,30.47,47,21.66,8.33,86.67,9.5,21.67,0,0,25.74,0,19.16,134.31,69.87,0,0.99,1.37,59.23,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,65.14,113.32,47.9,1.48,0,0,14.71,43.11,0,14.37,14.71,237.5,93,0,15.08

53,13:00-13:15,30,82,47.5,25.41,30.46,145.7,193,43,30.47,10,88,30.47,47,25,8.67,86.67,10,25,0,0,24.22,0,19.16,134.31,69.87,0,1.06,1.47,59.23,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,52.69,81.4,47.9,1.52,0,0,14.71,43.11,0,9.58,14.71,237.5,93,0,15.08

54,13:15-13:30,31.99,82,47.5,24.81,30.46,143.98,193,42,30.47,10.67,87,30.47,47,25.66,9.33,86.67,10.67,25.67,0,0,23.21,0,19.16,134.31,69.87,0,1.06,1.47,59.23,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,52.69,81.4,47.9,1.52,0,0,14.71,43.11,0,9.58,14.71,237.5,93,0,15.08

55,13:30-13:45,45,82,47.5,24.81,30.46,141.47,193,40,30.47,15,87,30.47,47,26.34,13.33,86.67,15,26.33,0,0,22.21,0,19.16,134.31,69.87,0,1.06,1.47,59.23,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,52.69,81.4,47.9,1.52,0,0,14.71,43.11,0,8.62,14.71,237.5,93,0,15.08

56,13:45-14:00,45,82,47.5,26.81,30.46,137.95,193,39,30.47,15,87,30.47,47,26.66,13.33,86.67,15,26.67,0,0,21.7,0,19.16,134.31,69.87,0,1.06,1.47,59.23,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,52.69,81.4,47.9,1.52,0,0,14.71,43.11,0,8.62,14.71,237.5,93,0,15.08

57,14:00-14:15,51.49,79,47.5,26.61,30.46,133.02,186,38,30.47,17.17,85,30.47,44,32.66,20,86.67,17.17,32.67,0,0,21.7,0,19.16,134.31,69.87,0,1.06,1.47,59.23,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,67.06,62.27,47.9,1.52,0,0,14.47,43.11,0,8.62,14.47,237.5,88,0,14.83

58,14:15-14:30,50.51,76,47.5,26.61,30.46,129,179,36,30.47,16.83,85,30.47,42,33.66,20,86.67,16.83,33.67,0,0,21.7,0,19.16,134.31,69.87,0,1.06,1.47,59.23,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,62.27,62.27,47.9,1.52,0,0,14.01,43.11,0,8.62,14.01,237.5,84,0,14.35

59,14:30-14:45,49.99,73,46.83,25.21,30.46,122.73,172,34,30.47,16.67,85,30.47,37,34.66,20,86.67,16.67,34.67,0,0,22.21,0,19.16,134.31,69.87,0,1.06,1.47,59.23,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,62.27,94.19,47.9,1.52,0,0,13.35,43.11,0,8.62,13.35,234.17,75,0,13.69

60,14:45-15:00,49.01,69,44.82,23.41,30.46,109.31,161,32,30.47,16.33,83,30.47,35,35.66,20.33,86.67,16.33,35.67,0,0,22.7,0,19.16,134.31,69.87,0,1.06,1.47,59.23,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,62.27,94.19,47.9,1.52,0,0,12.51,43.11,0,8.62,12.51,224.11,71,0,12.83

61,15:00-15:15,64.01,63,42.38,21.81,31.3,101.42,147,30,31.3,21.33,77,31.3,33,48,24.67,85.48,21.33,48,0,0,22.7,0,19.16,134.31,69.87,0,1.06,1.47,59.23,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,57.48,94.19,47.9,1.56,0,0,11.66,43.11,0,8.62,11.66,211.91,67,0,11.96

62,15:15-15:30,61.99,52,39.61,21.61,31.3,92.55,123,27,31.3,20.67,70,31.3,30,49.34,24.67,78.85,20.67,49.33,0,0,23.21,0,19.16,134.31,69.87,0,1.06,1.47,59.23,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,52.69,94.19,47.9,1.56,0,0,10.65,43.11,0,8.62,10.65,198.05,60,0,10.92

63,15:30-15:45,60,46,36.59,21.21,27,82.76,109,27,32.88,20,65,32.88,28,50.34,25,73.8,20,50.33,0,0,23.72,0,19.16,134.31,69.87,0,1.06,1.47,65.74,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,52.69,94.19,47.9,1.56,0,0,9.59,43.11,0,8.62,9.59,182.97,55,0,9.84

64,15:45-16:00,58.01,40,33.34,22.41,18.99,72.22,95,25,32.92,19.33,58,32.92,24,51,25,69.1,19.33,51,0,0,24.22,0,19.16,134.31,69.87,0,1.06,1.47,65.74,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,52.69,94.19,47.9,1.56,0,0,8.51,43.11,0,8.62,8.51,166.69,49,0,8.72

65,16:00-16:15,55.01,34,29.85,20.61,11,60.77,81,23,33,18.33,53,33,20,43,24.67,62.48,18.33,43,0,0,24.22,0,19.16,134.31,65.74,0,1.14,1.37,75.96,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,80.47,112.36,47.9,1.56,0,0,7.34,43.11,0,8.62,7.34,149.22,41,0,7.53

66,16:15-16:30,52.01,30,26.07,21.41,5,48.68,70,19,33,17.33,44,33,15,42,24,53.66,17.33,42,0,0,24.22,0,19.16,134.31,65.74,0,1.14,1.37,75.96,47.9,28.74,26.82,36.4,0,36.4,0,47.9,20.12,80.47,112.36,47.9,1.56,0,0,6.17,43.11,0,8.62,6.17,130.32,31,0,6.32

