Block,Time,DULHASTI,JHAJJAR,KISHANGANGA,DADRT2,DHAULIGNGA,KOLDAM,CHAMERA1,CHAMERA2,CHAMERA3,BSIUL,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,KOTESHWR,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TEHRI,URI2,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,NJPC,RAPPC,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
17,04:00-04:15,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,21.82362,20.142,0,1.656,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,110.25,0,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,30.45,0,0,0,93.16,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.848,125.88,20.73185,0,15.00135,409.5

18,04:15-04:30,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,21.82362,20.142,0,1.656,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,110.25,0,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,30.45,0,0,0,93.16,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.848,125.88,20.73185,0,15.00135,418.77

19,04:30-04:45,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,21.82362,20.142,0,1.3248,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,110.25,15.561,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,30.45,0,0,0,93.16,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.848,125.88,20.73185,0,15.00135,418.77

20,04:45-05:00,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,21.82362,20.142,0,1.3248,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,110.25,15.561,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,30.45,0,0,0,93.16,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.848,125.88,20.73185,0,15.00135,418.77

21,05:00-05:15,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,21.82362,20.142,0,1.3248,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,110.25,15.561,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,30.45,0,0,0,93.16,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.848,125.88,20.73185,0,15.00135,418.77

22,05:15-05:30,16.478852,653.1525,0,683.129127,0,0,0,0,0,0,0,0,21.82362,25.737,0,1.3248,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,110.25,31.122,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,30.45,0,0,0,93.16,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.848,125.88,20.73185,0,15.00135,418.77

23,05:30-05:45,32.957704,653.1525,0,683.129127,0,0,0,0,0,0,0,0,21.82362,30.213,0,1.3248,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,110.25,46.683,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,30.45,0,0,0,93.16,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.848,125.88,20.73185,0,15.00135,418.77

24,05:45-06:00,32.957704,653.1525,0,683.129127,9.018467,0,0,0,0,0,0,0,21.82362,33.57,0,1.3248,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,110.25,46.683,4.7082,26.39091,1.3944,0.70781,18.94,54.4401,0,0,15.225,30.45,0,0,0,93.16,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.848,125.88,20.73185,0,15.00135,418.77

25,06:00-06:15,32.957704,653.1525,0,683.129127,18.272072,0,8.295,0,0,0,0,0,21.82362,33.57,0,1.3248,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,110.25,46.683,4.7082,26.39091,1.3944,0.70781,39.774,54.4401,0,0,15.225,30.45,0,0,0,93.16,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.848,125.88,20.73185,0,15.00135,418.77

26,06:15-06:30,32.957704,653.1525,0,683.129127,18.272072,0,14.04936,3.3325,0,0,0,0,21.82362,39.165,0,1.3248,8.874,21.4668,0,0,0,92,59.0625,123.665625,1.5996,110.25,46.683,4.7082,26.39091,1.3944,0.70781,56.82,54.4401,0,0,15.225,30.45,0,0,0,93.16,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.848,125.88,20.73185,0,15.00135,418.77

27,06:30-06:45,32.957704,653.1525,0,682.829127,18.272072,0,27.65,13.17004,1.2734,1.1,0,0,21.82362,39.165,0,1.3248,17.748,21.4668,3.819,0,0,92,59.0625,123.665625,5.27868,110.25,46.683,4.7082,26.39091,6.972,0.70781,80.495,54.4401,0,0,15.225,30.45,0,0,0,93.16,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.848,125.88,20.73185,0,15.00135,418.77

28,06:45-07:00,32.957704,653.1525,0,682.829127,27.408108,0,27.65,26.34008,29.062808,13.0416,0,0,21.82362,42.392196,0,1.3248,26.622,21.4668,16.350412,0,0,92,59.0625,123.665625,5.27868,110.25,46.683,4.7082,26.39091,55.776,0.70781,108.905,54.4401,0,0,15.225,30.45,0,0,0,69.4864,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.848,125.88,20.73185,0,15.00135,418.77

29,07:00-07:15,32.957704,653.1525,0,682.829127,27.408108,0,27.65,26.34008,29.062808,13.0416,0.3843,0,21.82362,42.392196,0,1.3248,26.622,21.4668,16.350412,0,0,92,59.0625,123.665625,10.536032,117.75,46.683,4.7082,26.39091,55.776,0.70781,137.315,54.4401,0,0,15.225,30.45,0,0,0,69.4864,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.848,125.88,20.73185,0,15.00135,418.77

30,07:15-07:30,32.957704,653.1525,0,682.829127,27.408108,0,27.65,26.34008,29.062808,13.0416,0.3843,0,21.82362,42.392196,0,3.312,26.622,21.4668,16.350412,0,0,92,59.0625,123.665625,10.536032,119.25,46.683,4.7082,26.39091,55.776,0.70781,140.3454,54.4401,0,0,15.225,30.45,0,0,0,69.4864,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.848,125.88,20.73185,0,15.00135,418.77

31,07:30-07:45,32.957704,653.1525,0,682.829127,18.272072,0,14.04936,26.34008,29.062808,13.0416,0.3843,0,21.82362,42.392196,0,24.288,26.622,21.4668,16.350412,0,0,92,59.0625,123.665625,10.536032,120.75,46.683,4.7082,26.39091,55.776,0.70781,140.3454,54.4401,0,0,15.225,30.45,0,0,0,69.4864,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.548,125.88,20.73185,0,15.00135,418.77

32,07:45:08:00,32.957704,653.1525,0,682.829127,9.018467,0,14.04936,26.34008,29.062808,13.0416,0.3843,0,21.82362,42.392196,0,24.288,26.622,21.4668,16.350412,0,0,92,59.0625,123.665625,10.536032,122.25,46.683,4.7082,26.39091,55.776,0.70781,140.3454,54.4401,0,0,15.225,30.45,0,0,0,69.4864,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.548,125.88,20.73185,0,15.00135,418.77

33,08:00-08:15,32.957704,653.1525,0,682.829127,0,0,8.69,26.34008,29.062808,13.0416,0.3843,0,21.82362,42.392196,0,4.416,26.622,21.4668,16.350412,0,0,92,59.0625,123.665625,5.27868,118.125,46.683,4.7082,26.39091,55.776,0.70781,113.64,54.4401,0,0,15.225,30.45,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.548,125.88,20.73185,0,15.00135,418.77

34,08:15-08:30,32.957704,653.1525,0,682.829127,0,0,0,13.14338,1.2734,0,0.3843,0,21.82362,42.392196,0,2.208,17.748,21.4668,13.3665,0,0,92,59.0625,123.665625,5.27868,118.125,46.683,4.7082,26.39091,6.972,0.70781,93.5636,54.4401,0,0,15.225,30.45,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.548,125.88,20.73185,0,15.00135,418.77

35,08:30-08:45,32.957704,653.1525,0,682.829127,0,0,0,0,0,0,0.3843,0,21.82362,42.392196,0,2.208,8.874,21.4668,3.819,0,0,92,59.0625,123.665625,0,118.125,46.683,4.7082,26.39091,1.3944,0.70781,64.396,54.4401,0,0,15.225,30.45,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.548,125.88,20.73185,0,15.00135,418.77

36,08:45:09:00,32.957704,653.1525,0,682.829127,0,0,0,0,0,0,0.3843,0,21.82362,42.392196,0,2.208,8.874,21.4668,3.819,0,0,92,59.0625,123.665625,0,118.125,46.683,4.7082,26.39091,1.3944,0.70781,34.092,54.4401,0,0,15.225,30.45,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.548,125.88,20.73185,0,15.00135,418.77

37,09:00:09:15,16.478852,653.1525,0,682.829127,0,0,0,0,0,0,6.7893,0,21.82362,42.392196,0,3.312,8.874,21.4668,3.819,0,0,92,59.0625,123.665625,0,118.125,46.683,4.7082,26.39091,1.3944,0.70781,32.3874,54.4401,0,0,15.225,30.45,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.548,125.88,20.73185,0,15.00135,418.77

38,09:15-09:30,16.478852,653.1525,0,682.829127,0,0,0,0,0,0,6.7893,0,21.82362,42.392196,0,24.288,8.874,21.4668,3.819,0,0,92,59.0625,123.665625,0,118.125,31.122,4.7082,26.39091,1.3944,0.70781,18.3718,54.4401,0,0,15.225,30.45,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.548,125.88,20.73185,0,15.00135,418.77

39,09:30-09:45,16.478852,653.1525,0,682.829127,0,0,0,0,0,0,6.7893,0,21.82362,42.392196,0,24.288,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,118.125,15.561,16.68048,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,30.45,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.618,125.88,20.73185,0,15.00135,418.77

40,09:45-10:00,16.478852,653.1525,0,682.829127,0,0,0,0,0,0,6.7893,0,21.82362,42.392196,0,4.416,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,118.125,15.561,16.68048,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,30.45,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.618,125.88,20.73185,0,15.00135,418.77

41,10:00-10:15,16.478852,653.1525,0,682.829127,0,0,0,0,0,0,7.0455,0,21.82362,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,118.125,15.561,16.68048,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,30.45,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.618,125.88,20.73185,0,15.00135,418.77

42,10:15-10:30,16.478852,653.1525,0,682.829127,0,0,0,0,0,0,0.6405,0,21.82362,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,118.125,15.561,16.68048,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,29.925,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.618,125.88,20.73185,0,15.00135,418.77

43,10:30-10:45,0,653.1525,0,682.829127,0,0,0,0,0,0,0.6405,0,21.82362,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,118.125,15.561,16.68048,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,29.925,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.618,125.88,20.73185,0,15.00135,418.77

44,10:45-11:00,0,653.1525,0,682.829127,0,0,0,0,0,0,0.6405,0,21.82362,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,115.875,0,16.68048,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,29.925,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.618,125.88,20.73185,0,15.00135,418.77

45,11:00-11:15,0,653.1525,0,682.829127,0,0,0,0,0,0,0.6405,0,21.82362,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,115.875,0,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,29.925,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.618,125.88,20.73185,0,15.00135,418.77

46,11:15-11:30,0,653.1525,0,682.829127,0,0,0,0,0,0,0.6405,0,21.82362,42.392196,0,4.416,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,115.875,0,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,29.925,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.618,125.88,20.73185,0,15.00135,418.77

47,11:30-11:45,0,653.1525,0,682.829127,0,0,0,0,0,0,0.6405,0,21.82362,42.392196,0,24.288,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,115.875,0,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,29.925,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.618,125.88,20.73185,0,15.00135,418.77

48,11:45-12:00,0,653.1525,0,682.829127,0,0,0,0,0,0,0.6405,0,21.82362,42.392196,0,24.288,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,115.875,0,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,29.925,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.618,125.88,20.73185,0,15.00135,418.77

49,12:00-12:15,0,653.1525,0,683.129127,0,0,0,0,0,0,0.6405,0,21.82362,42.392196,0,3.312,0,21.4668,0,0,0,92,59.0625,123.665625,0,115.875,0,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,29.925,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.618,125.88,20.73185,0,15.00135,418.77

50,12:15-12:30,0,653.1525,0,683.129127,0,0,0,0,0,0,0.6405,0,21.82362,42.392196,0,2.208,0,21.4668,0,0,0,92,59.0625,123.665625,0,115.875,0,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,29.925,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.618,125.88,20.73185,0,15.00135,418.77

51,12:30-12:45,0,653.1525,0,683.129127,0,0,0,0,0,0,0.6405,0,21.82362,42.392196,0,2.208,0,21.4668,0,0,0,92,59.0625,123.665625,0,115.875,0,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,29.925,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.618,125.88,20.73185,0,15.00135,418.77

52,12:45-13:00,0,653.1525,0,683.129127,0,0,0,0,0,0,0.6405,0,21.82362,42.392196,0,2.208,0,21.4668,0,0,0,92,59.0625,123.665625,0,115.875,0,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,29.925,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.618,125.88,20.73185,0,15.00135,418.77

53,13:00-13:15,0,653.1525,0,683.129127,0,0,0,0,0,0,0.6405,0,21.82362,42.392196,0,2.208,0,21.4668,0,0,0,92,59.0625,123.665625,0,115.875,0,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,29.925,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.918,125.88,20.73185,0,15.00135,418.77

54,13:15-13:30,0,653.1525,0,683.129127,0,0,0,0,0,0,0.6405,0,21.82362,42.392196,0,2.208,0,21.4668,0,0,0,92,59.0625,123.665625,0,115.875,0,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,29.4,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.918,125.88,20.73185,0,15.00135,418.77

55,13:30-13:45,0,653.1525,0,683.129127,0,0,0,0,0,0,0.6405,0,21.82362,42.392196,0,2.208,0,21.4668,0,0,0,92,59.0625,123.665625,0,115.875,0,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,29.4,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.918,125.88,20.73185,0,15.00135,418.77

56,13:45-14:00,0,653.1525,0,683.129127,0,0,0,0,0,0,0.6405,0,21.82362,42.392196,0,2.208,0,21.4668,0,0,0,92,59.0625,123.665625,0,115.875,0,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,29.4,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.918,125.88,20.73185,0,15.00135,418.77

57,14:00-14:15,0,653.1525,0,683.129127,0,0,0,0,0,0,0.6405,0,21.82362,42.392196,0,2.208,0,21.4668,0,0,0,92,59.0625,123.665625,0,115.875,0,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,29.4,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.618,125.88,20.73185,0,15.00135,418.77

58,14:15-14:30,0,653.1525,0,683.129127,0,0,0,0,0,0,0.6405,0,21.82362,42.392196,0,2.208,0,21.4668,0,0,0,92,59.0625,123.665625,0,115.875,0,4.7082,26.39091,1.3944,0.70781,0,54.4401,0,0,15.225,29.4,0,0,0,92.7216,0,0,0,35.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.618,125.88,20.73185,0,15.00135,418.77

