Block,Time,CHAMERA2,KGSU3AND4,KHSTPP-I,KHSTPP-II,MAPS,PARBATI3,SASAN,SINGRAULI,TALST2,TEHRI,URI,ANTA_LF,ANTA_RF,DADRI_LF,KKNP,KUDGI,NLCEXP,NTPL,RIHAND2,UNCHAHAR2,URI2,CHAMERA3,JHAJJAR,TANDA2,UNCHAHAR1,UNCHAHAR3,UNCHAHAR4,VALLURNTECL,AURY_GF,DADRI_GF,DADRT2,DHAULIGNGA,FSTPP I & II,KKNPPU2,KOTESHWR,RIHAND1,RIHAND3,SALAL,SEWA2,TelanganaSTPP,AURY_LF,DADRI_RF,KISHANGANGA,NJPC,SIMHST1,AURY_RF,BRBCL,CHAMERA1,DULHASTI,NNTPP,RAMPUR,RAPPB,RSTPSU1TO6,DADRI_CRF,NAPP,NLCIIST2,NLCTS2EXP,RAPPC,TALA,ANTA_GF,BSIUL,KGSU1AND2,KOLDAM,NLCIIST1,RSTPSU7,SIMHST2,SINGRAULI_HYDRO,TANAKPUR,ANTA_CRF,AURY_CRF
57,14:00-14:15,32.82,0,33.69,98.87,0,3.94,399.38,116.85,0,0,29.81,0,46.37,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.68,0,6.52,0,1.21,0,0,0,0,8.33,0,0

58,14:15-14:30,32.82,0,33.69,98.87,0,3.94,399.38,116.85,0,0,29.81,0,46.37,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.73,0,6.52,0,2.43,0,0,0,0,8.33,0,0

59,14:30-14:45,32.82,0,33.69,98.87,0,3.94,399.38,116.85,0,0,29.81,0,46.37,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.17,0,6.52,0,3.64,0,0,0,0,8.33,0,0

60,14:45-15:00,32.82,0,33.69,98.87,0,3.94,399.38,116.85,0,0,29.81,0,46.37,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.17,0,6.52,0,3.64,0,0,0,0,8.33,0,0

61,15:00-15:15,32.82,0,33.69,98.87,0,3.94,399.38,116.85,0,0,29.81,0,46.37,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.14,0,6.52,0,3.64,0,0,0,0,8.33,0,0

62,15:15-15:30,32.82,0,33.69,98.87,0,3.94,399.38,116.85,0,0,29.81,0,46.37,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.14,0,6.52,0,3.64,0,0,0,0,8.33,0,0

63,15:30-15:45,32.82,0,33.69,98.87,0,3.94,399.38,116.85,0,0,30.91,0,46.37,0,0,0,0,0,121.71,43.71,32.51,21.37,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4,0,6.52,0,3.64,0,0,0,0,8.33,0,0

64,15:45-16:00,29.48,0,33.69,98.87,0,3.94,399.38,116.85,0,0,30.91,0,46.37,0,0,0,0,0,121.71,43.71,32.51,21.37,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,14.05,53.79,0,3.54,0,0,0,44.99,0,0,60.53,3.97,0,6.52,0,3.64,0,0,0,0,8.33,0,0

65,16:00-16:15,29.48,0,33.69,98.87,0,15.46,399.38,116.85,0,9.18,30.91,0,45.18,0,0,0,0,0,121.71,43.71,32.51,21.37,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,17.58,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,14.05,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.38,0,6.52,0,3.64,0,0,0,0,8.33,0,0

66,16:15-16:30,29.48,0,33.69,98.87,0,15.46,399.38,116.85,0,34.01,30.91,0,45.18,0,0,0,0,0,121.71,43.71,32.51,21.37,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,17.38,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,14.05,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.29,0,6.52,0,3.64,0,0,0,0,8.33,0,0

67,16:30-16:45,29.48,0,33.69,98.87,0,3.94,399.38,116.85,0,34.01,31.46,0,45.18,0,0,0,0,0,121.71,43.71,32.51,21.37,413.81,0.12,20.96,27.05,1.62,0,0,0,686.07,0,17.38,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,14.05,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.18,0,6.52,0,3.64,0,0,0,0,8.33,0,0

68,16:45-17:00,29.48,0,33.69,98.87,0,3.94,399.38,116.85,0,34.01,31.46,0,45.18,0,0,0,0,0,121.71,43.71,32.51,21.37,413.81,0.12,20.96,27.05,1.62,0,0,0,686.07,0,17.38,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.02,0,6.52,0,3.64,0,0,0,0,8.33,0,0

69,17:00-17:15,29.48,0,33.69,98.87,0,3.94,399.38,116.85,0,34.01,31.46,0,45.18,0,0,0,0,0,121.71,43.71,32.51,21.37,413.81,0.19,20.96,27.05,1.62,0,0,0,686.07,0,17.38,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.94,0,6.52,0,3.64,0,0,0,0,8.33,0,0

70,17:15-17:30,29.48,0,33.69,98.87,0,3.94,399.38,116.85,0,34.01,31.46,0,45.18,0,0,0,0,0,121.71,43.71,32.51,21.37,413.81,0.19,20.96,27.05,1.62,0,0,0,686.07,0,17.38,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.94,0,6.52,0,5.35,0,0,0,0,8.33,0,0

71,17:30-17:45,29.48,0,33.69,98.87,0,3.94,399.38,116.85,0,34.01,31.46,0,45.18,0,0,0,0,0,121.71,43.71,32.51,21.37,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,17.38,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.86,0,6.52,0,5.35,0,0,0,0,8.33,0,0

72,17:45-18:00,29.48,0,33.69,98.87,0,3.94,399.38,116.85,0,34.01,31.46,0,45.18,0,0,0,0,0,121.71,43.71,32.51,21.37,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,0,17.38,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.58,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.71,0,6.52,0,5.35,0,0,0,0,8.33,0,0

73,18:00-18:15,29.48,0,33.69,98.87,0,11.24,399.38,116.85,0,34.07,43.61,0,45.77,0,0,0,0,0,121.71,43.71,32.51,21.37,413.81,0.19,20.96,27.05,1.62,0,0,0,686.07,0,17.38,0,9.66,90.54,127.6,80.18,17.37,0,0,92.48,4.37,167.1,0,77.45,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.79,0,6.52,0,5.35,0,0,0,0,8.33,0,0

74,18:15-18:30,29.48,0,33.69,98.87,0,36.54,399.38,116.85,0,34.07,43.61,0,45.77,0,0,0,0,0,121.71,43.71,32.51,21.37,413.81,0.19,20.96,27.05,1.62,0,0,0,686.07,0,17.38,0,9.66,90.54,127.6,80.18,17.37,0,0,92.48,4.37,167.1,0,77.45,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.53,0,6.52,0,5.35,0,0,0,0,8.33,0,0

75,18:30-18:45,44.22,0,33.69,98.87,0,36.54,399.38,116.85,0,53.16,43.61,0,45.77,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,0.19,20.96,27.05,1.62,0,0,0,686.07,0,17.38,0,28.98,90.54,127.6,80.18,17.37,0,0,92.48,4.37,167.1,0,77.45,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.32,0,13.04,0,5.35,0,0,0,0,8.33,0,0

76,18:45-19:00,45.65,0,33.69,98.87,0,54.11,399.38,116.85,0,70.87,43.61,0,46.13,0,0,0,0,0,121.71,42.4,32.51,33.74,413.81,0.12,20.96,26.42,0,0,0,0,686.07,0,17.38,0,38.64,90.54,127.6,80.18,17.37,0,0,92.48,4.45,168.66,0,77.45,20.01,42.15,54.53,0,3.62,0,0,0,44.99,0,0,60.53,1.41,0,20.21,0,5.35,0,0,0,0,8.33,0,0

77,19:00-19:15,45.65,0,33.69,98.87,0,54.11,399.38,116.85,0,70.87,43.61,0,46.37,0,0,0,0,0,121.71,41.13,32.51,33.74,413.21,0.12,20.19,25.83,0,0,0,0,686.07,0,17.38,0,38.64,90.54,127.6,80.18,17.37,0,0,92.48,4.45,168.66,0,77.45,20.01,42.15,54.53,0,3.62,0,0,0,44.99,0,0,60.53,2.35,0,20.21,0,5.35,0,0,0,0,8.33,0,0

78,19:15-19:30,45.65,0,33.69,98.87,0,54.11,399.38,116.85,0,70.87,43.61,0,46.37,0,0,0,0,0,121.71,41.13,32.51,33.74,413.21,0.12,20.19,25.83,0,0,0,0,686.07,0,17.38,0,38.64,90.54,127.6,80.18,17.37,0,0,92.48,4.45,168.66,0,77.45,20.01,42.15,54.53,0,3.62,0,0,0,44.99,0,0,60.53,2.35,0,20.21,0,5.35,0,0,0,0,8.33,0,0

79,19:30-19:45,45.65,0,33.69,98.87,0,54.11,399.38,116.85,0,70.87,43.61,0,46.37,0,0,0,0,0,121.71,41.13,32.51,33.74,413.21,0.12,20.19,25.83,0,0,0,0,686.07,0,17.38,0,38.64,90.54,127.6,80.18,17.37,0,0,92.48,4.45,168.66,0,77.45,20.01,42.15,54.53,0,3.62,0,0,0,44.99,0,0,60.53,2.56,0,20.21,0,5.35,0,0,0,0,8.33,0,0

80,19:45-20:00,45.65,0,33.69,98.87,0,17.56,399.38,116.85,0,70.87,46.37,0,46.37,0,0,0,0,0,121.71,41.13,32.51,33.74,413.21,0.19,20.19,25.83,0,0,0,0,686.07,0,17.38,0,38.64,90.54,127.6,80.18,17.37,0,0,92.48,4.45,168.66,0,77.45,20.01,42.15,54.53,0,3.62,0,0,0,44.99,0,0,60.53,2.76,0,20.21,0,5.35,0,0,0,0,8.33,0,0

81,20:00-20:15,45.65,0,33.69,98.87,0,17.56,399.38,116.85,0,70.87,46.37,0,46.37,0,0,0,0,0,121.71,41.13,32.51,33.74,413.21,0.19,20.19,25.83,0,0,0,0,686.07,0,18.77,0,38.64,90.54,127.6,80.18,17.37,0,0,92.48,4.45,168.66,0,77.45,20.01,42.15,54.53,0,3.62,0,0,0,44.99,0,0,60.53,2.94,0,20.21,0,5.35,0,0,0,0,8.33,0,0

82,20:15-20:30,45.65,0,33.69,98.87,0,17.56,399.38,116.85,0,70.87,46.37,0,46.37,0,0,0,0,0,121.71,41.13,32.51,33.74,413.21,0.19,20.19,25.83,0,0,0,0,686.07,0,18.77,0,38.64,90.54,127.6,80.18,17.37,0,0,92.48,4.45,168.66,0,77.45,20.01,42.15,54.53,0,3.62,0,0,0,44.99,0,0,60.53,3.06,0,20.21,0,5.35,0,0,0,0,8.33,0,0

83,20:30-20:45,45.65,0,33.69,98.87,0,21.08,399.38,116.85,0,70.87,46.37,0,46.37,0,0,0,0,0,121.71,41.13,32.51,33.74,413.21,0.19,20.19,25.83,0,0,0,0,686.07,0,18.77,0,38.64,90.54,127.6,80.18,17.37,0,0,92.48,4.45,168.66,0,77.45,20.01,42.15,54.53,0,3.62,0,0,0,44.99,0,0,60.53,3.2,0,20.21,0,5.35,0,0,0,0,8.33,0,0

84,20:45-21:00,44.22,0,33.69,98.87,0,21.08,399.38,116.85,0,70.87,43.61,0,46.37,0,0,0,0,0,121.71,41.13,32.51,32.08,413.21,0.19,20.19,25.83,0.02,0,0,0,686.07,0,18.77,0,28.98,90.54,127.6,80.18,17.37,0,0,92.48,4.37,167.1,0,77.45,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,3.32,0,6.52,0,5.35,0,0,0,0,8.33,0,0

85,21:00-21:15,44.22,0,33.69,98.87,0,33.73,399.38,116.85,0,70.87,43.61,0,46.37,0,0,0,0,0,121.71,41.13,32.51,32.08,413.21,0.19,20.19,25.83,0.02,0,0,0,686.07,0,20.15,0,28.98,90.54,127.6,80.18,17.37,0,0,92.48,4.37,167.1,0,77.45,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,3.5,0,6.52,0,5.35,0,0,0,0,8.33,0,0

86,21:15-21:30,44.22,0,33.69,98.87,0,33.73,399.38,116.85,0,70.87,43.61,0,46.37,0,0,0,0,0,121.71,41.13,32.51,32.08,413.21,0.19,20.19,25.83,0.02,0,0,0,686.07,0,20.8,0,28.98,90.54,127.6,80.18,17.37,0,0,59.19,4.37,167.1,0,77.45,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,3.55,0,6.52,0,5.35,0,0,0,0,8.33,0,0

87,21:30-21:45,44.22,0,33.69,98.87,0,33.73,399.38,116.85,0,70.87,43.61,0,28.98,0,0,0,0,0,121.71,41.13,32.51,32.08,413.21,0.19,20.19,25.83,0.02,0,0,0,686.07,0,20.8,0,28.98,90.54,127.6,80.18,17.37,0,0,59.19,4.37,167.1,0,77.45,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,3.67,0,6.52,0,5.35,0,0,0,0,8.33,0,0

88,21:45-22:00,45.65,0,33.69,98.87,0,33.73,399.38,116.85,0,70.87,43.61,0,28.98,0,0,0,0,0,121.71,41.13,32.51,33.74,413.21,0.19,20.19,25.83,0.02,0,0,0,686.07,0,20.8,0,38.64,90.54,127.6,80.18,17.37,0,0,59.19,4.45,168.66,0,77.45,20.01,42.15,54.53,0,3.62,0,0,0,44.99,0,0,60.53,3.79,0,20.21,0,5.35,0,0,0,0,8.33,0,0

89,22:00-22:15,45.65,0,33.69,98.87,0,17.56,399.38,116.85,0,70.87,43.61,0,29.21,0,0,0,0,0,121.71,41.13,32.51,33.74,413.21,0.19,20.19,25.83,0.02,0,0,0,686.07,0,20.8,0,38.64,90.54,127.6,80.18,17.37,0,0,59.19,4.45,168.66,0,77.45,20.01,42.15,54.53,0,3.62,0,0,0,44.99,0,0,60.53,3.91,0,20.21,0,5.35,0,0,0,0,8.33,0,0

90,22:15-22:30,45.65,0,33.69,98.87,0,17.56,399.38,116.85,0,70.87,43.61,0,29.21,0,0,0,0,0,121.71,41.13,32.51,33.74,413.21,0.19,20.19,25.83,0.02,0,0,0,686.07,0,20.8,0,38.64,90.54,127.6,80.18,17.37,0,0,59.19,4.45,168.66,0,77.45,20.01,42.15,54.53,0,3.62,0,0,0,44.99,0,0,60.53,4.02,0,20.21,0,5.35,0,0,0,0,8.33,0,0

91,22:30-22:45,45.65,0,33.69,98.87,0,21.08,399.38,116.85,0,70.87,43.61,0,29.21,0,0,0,0,0,121.71,41.13,32.51,33.74,413.21,0.19,20.19,25.83,0.02,0,0,0,686.07,0,20.8,0,38.64,90.54,127.6,79.38,17.37,0,0,59.19,4.45,168.66,0,77.45,20.01,42.15,54.53,0,3.62,0,0,0,44.99,0,0,60.53,4.14,0,20.21,0,5.35,0,0,0,0,8.33,0,0

92,22:45-23:00,44.22,0,33.69,98.87,0,21.08,399.38,116.85,0,53.16,43.61,0,29.21,0,0,0,0,0,121.71,41.21,32.51,32.08,413.21,0.19,20.26,25.85,0.02,0,0,0,686.07,0,20.8,0,19.32,90.54,127.6,79.38,17.37,0,0,59.19,4.37,167.1,0,77.45,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.21,0,13.04,0,5.35,0,0,0,0,8.33,0,0

93,23:00-23:15,44.22,0,33.69,98.87,0,21.08,399.38,116.85,0,35.44,47.47,0,29.21,0,0,0,0,0,121.71,41.21,32.51,32.08,413.21,0.19,20.36,25.85,0.02,0,0,0,686.07,0,20.8,0,9.66,69.95,127.6,79.38,17.37,0,0,59.19,4.37,167.1,0,77.45,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.26,0,13.04,0,5.35,0,0,0,0,8.33,0,0

94,23:15-23:30,44.22,0,33.69,98.87,0,21.08,399.38,116.85,0,34.01,47.47,0,29.21,0,0,0,0,0,121.71,41.21,32.51,32.08,413.21,0.19,20.36,25.85,0.02,0,0,0,686.07,0,20.8,0,9.66,69.95,127.6,79.38,17.37,0,0,59.19,4.37,167.1,0,77.45,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.38,0,13.04,0,5.35,0,0,0,0,8.33,0,0

95,23:30-23:45,44.22,0,33.69,98.87,0,17.56,399.38,116.85,0,34.01,47.47,0,29.21,0,0,0,0,0,121.71,41.21,32.51,32.08,413.21,0.19,20.36,25.85,0.02,0,0,0,686.07,0,20.8,0,9.66,69.95,127.6,79.6,17.37,0,0,59.19,4.37,167.1,0,77.45,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.47,0,13.04,0,5.35,0,0,0,0,8.33,0,0

96,23:45-24:00,44.22,0,33.69,98.87,0,17.56,399.38,116.85,0,34.01,47.47,0,29.21,0,0,0,0,0,121.71,41.21,32.51,32.08,413.21,0.19,20.66,26.45,0.02,0,0,0,686.07,0,20.8,0,9.66,69.95,127.6,79.6,17.37,0,0,59.19,4.37,167.1,0,77.45,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,4.53,0,13.04,0,5.35,0,0,0,0,8.33,0,0

