Block,Time,CHAMERA2,KGSU3AND4,KHSTPP-I,KHSTPP-II,MAPS,PARBATI3,SASAN,SINGRAULI,TALST2,TEHRI,URI,ANTA_LF,ANTA_RF,DADRI_LF,KKNP,KUDGI,NLCEXP,NTPL,RIHAND2,UNCHAHAR2,URI2,CHAMERA3,JHAJJAR,TANDA2,UNCHAHAR1,UNCHAHAR3,UNCHAHAR4,VALLURNTECL,AURY_GF,DADRI_GF,DADRT2,DHAULIGNGA,FSTPP I & II,KKNPPU2,KOTESHWR,RIHAND1,RIHAND3,SALAL,SEWA2,TelanganaSTPP,AURY_LF,DADRI_RF,KISHANGANGA,NJPC,SIMHST1,AURY_RF,BRBCL,CHAMERA1,DULHASTI,NNTPP,RAMPUR,RAPPB,RSTPSU1TO6,DADRI_CRF,NAPP,NLCIIST2,NLCTS2EXP,RAPPC,TALA,ANTA_GF,BSIUL,KGSU1AND2,KOLDAM,NLCIIST1,RSTPSU7,SIMHST2,SINGRAULI_HYDRO,TANAKPUR,ANTA_CRF,AURY_CRF
1,00:00-00:15,44.22,0,33.69,98.87,0,17.56,342,120.74,0,35.44,22.08,0,48.13,0,0,0,0,0,121.71,41.12,36.05,32.08,413.21,0.19,20.18,25.77,0,0,0,0,686.07,40.4,20.8,0,9.66,87.45,127.6,83.67,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,5,0,13.04,0,5.35,0,0,0,0,8.71,0,0

2,00:15-00:30,44.22,0,33.69,98.87,0,17.56,342,120.74,0,35.44,22.08,0,48.13,0,0,0,0,0,121.71,41.12,36.05,32.08,413.81,0.19,20.96,27.05,0,0,0,0,686.07,40.4,20.8,0,9.66,87.45,127.6,83.67,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,5,0,13.04,0,5.35,0,0,0,0,8.71,0,0

3,00:30-00:45,44.22,0,33.69,98.87,0,17.56,342,120.74,0,35.44,45.27,0,48.13,0,0,0,0,0,121.71,41.12,36.05,32.08,413.81,0.19,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,87.45,127.6,83.67,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.76,0,13.04,0,5.35,0,0,0,0,8.71,0,0

4,00:45-01:00,44.22,0,33.69,98.87,0,17.56,342,120.74,0,35.44,45.27,0,48.13,0,0,0,0,0,121.71,41.12,36.05,32.08,413.81,0.19,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,87.45,127.6,83.67,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.76,0,13.04,0,5.35,0,0,0,0,8.71,0,0

5,01:00-01:15,44.22,0,33.69,98.87,0,17.56,342,120.74,0,35.44,45.27,0,48.13,0,0,0,0,0,121.71,43.71,36.05,32.08,413.81,0.12,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,87.45,127.6,83.67,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.76,0,13.04,0,5.35,0,0,0,0,8.71,0,0

6,01:15-01:30,44.22,0,33.69,98.87,0,17.56,342,127.75,0,35.44,45.27,0,48.13,0,0,0,0,0,121.71,43.71,36.05,32.08,413.81,0.12,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,87.45,127.6,83.67,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.76,0,13.04,0,5.35,0,0,0,0,8.71,0,0

7,01:30-01:45,44.22,0,33.69,98.87,0,17.56,342,133.98,0,35.44,27.6,0,48.13,0,0,0,0,0,121.71,43.71,36.05,32.08,413.81,0.12,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,87.45,127.6,83.67,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.94,0,13.04,0,5.35,0,0,0,0,8.71,0,0

8,01:45-02:00,44.22,0,33.69,98.87,0,17.56,342,133.98,0,35.44,27.6,0,48.13,0,0,0,0,0,121.71,43.71,36.05,32.08,413.81,0.12,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,87.45,127.6,83.67,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.94,0,13.04,0,5.35,0,0,0,0,8.71,0,0

9,02:00-02:15,44.22,0,33.69,98.87,0,17.56,342,133.98,0,35.44,27.6,0,48.13,0,0,0,0,0,121.71,43.71,36.05,32.08,413.81,0.12,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,83.67,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.94,0,13.04,0,5.35,0,0,0,0,8.71,0,0

10,02:15-02:30,44.22,0,33.69,98.87,0,17.56,342,135.54,0,35.44,27.6,0,48.13,0,0,0,0,0,121.71,43.71,36.05,32.08,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,83.67,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.23,0,13.04,0,5.35,0,0,0,0,8.71,0,0

11,02:30-02:45,44.22,0,33.69,98.87,0,15.46,342,135.54,0,35.44,45.27,0,48.13,0,0,0,0,0,121.71,43.71,36.05,32.08,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,83.67,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.23,0,13.04,0,5.35,0,0,0,0,8.71,0,0

12,02:45-03:00,44.22,0,33.69,98.87,0,15.46,342,135.54,0,35.44,45.27,0,48.13,0,0,0,0,0,121.71,43.71,36.05,32.08,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,83.67,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.23,0,13.04,0,5.35,0,0,0,0,8.71,0,0

13,03:00-03:15,44.22,0,33.69,98.87,0,15.46,342,135.54,0,35.44,45.27,0,48.13,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,42.15,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.23,0,13.04,0,5.35,0,0,0,0,8.33,0,0

14,03:15-03:30,44.22,0,33.69,98.87,0,15.46,342,135.54,0,35.44,45.27,0,48.13,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.23,0,13.04,0,5.35,0,0,0,0,8.33,0,0

15,03:30-03:45,44.22,0,33.69,98.87,0,15.46,342,126.19,0,35.44,27.6,0,48.13,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.94,0,13.04,0,5.35,0,0,0,0,8.33,0,0

16,03:45-04:00,44.22,0,33.69,98.87,0,15.46,342,126.19,0,35.44,27.6,0,48.13,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.94,0,13.04,0,5.35,0,0,0,0,8.33,0,0

17,04:00-04:15,44.22,0,33.69,98.87,0,15.46,342,126.19,0,35.44,27.6,0,48.13,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.94,0,13.04,0,5.35,0,0,0,0,8.33,0,0

18,04:15-04:30,44.22,0,33.69,98.87,0,15.46,342,126.19,0,35.44,27.6,0,48.13,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.94,0,13.04,0,5.35,0,0,0,0,8.33,0,0

19,04:30-04:45,44.22,0,33.69,98.87,0,15.46,342,126.19,0,35.44,38.64,0,48.13,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.71,0,13.04,0,5.35,0,0,0,0,8.33,0,0

20,04:45-05:00,44.22,0,33.69,98.87,0,15.46,342,126.19,0,35.44,38.64,0,48.13,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.65,0,13.04,0,5.35,0,0,0,0,8.33,0,0

21,05:00-05:15,44.22,0,33.69,98.87,0,15.46,342,126.19,0,34.72,38.64,0,48.13,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.47,0,6.52,0,5.35,0,0,0,0,8.33,0,0

22,05:15-05:30,44.22,0,33.69,98.87,0,5.62,342,126.19,0,34.72,38.64,0,48.13,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,1.12,0,6.52,0,5.35,0,0,0,0,8.33,0,0

23,05:30-05:45,44.22,0,33.69,98.87,0,7.03,342,126.19,0,34.72,29.81,0,48.13,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,0.8,0,6.52,0,5.35,0,0,0,0,8.33,0,0

24,05:45-06:00,44.22,0,33.69,98.87,0,54.11,342,126.19,0,34.72,29.81,0,48.13,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,78.06,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,0.53,0,6.52,0,5.35,0,0,0,0,8.33,0,0

25,06:00-06:15,44.22,0,33.69,98.87,0,54.11,362.25,126.19,0,34.72,29.81,0,46.96,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,0.12,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,77.81,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,0.59,0,13.04,0,5.35,0,0,0,0,8.33,0,0

26,06:15-06:30,44.22,0,33.69,98.87,0,54.11,373.5,126.19,0,17,29.81,0,46.96,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,0.12,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,77.81,20.01,28.1,53.79,0,3.54,0,0,0,44.99,0,0,60.53,0.56,0,13.04,0,5.35,0,0,0,0,8.33,0,0

27,06:30-06:45,44.22,0,33.69,98.87,0,54.11,384.75,126.19,0,17,38.64,0,46.96,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,0.12,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,77.81,20.01,14.05,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.14,0,13.04,0,5.35,0,0,0,0,8.33,0,0

28,06:45-07:00,44.22,0,33.69,98.87,0,54.11,392.62,126.19,0,17,38.64,0,46.96,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,0.12,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,77.81,20.01,14.05,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.21,0,13.04,0,5.35,0,0,0,0,8.33,0,0

29,07:00-07:15,44.22,0,33.69,98.87,0,54.11,400.5,126.19,0,17,38.64,0,46.96,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,0.12,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,77.81,20.01,14.05,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.33,0,6.52,0,5.35,0,0,0,0,8.33,0,0

30,07:15-07:30,44.22,0,33.69,98.87,0,17.56,412.88,126.19,0,17,38.64,0,46.96,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,0.12,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,77.81,20.01,14.05,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.35,0,6.52,0,5.35,0,0,0,0,8.33,0,0

31,07:30-07:45,44.22,0,33.69,98.87,0,17.56,412.88,126.19,0,0,32.01,0,46.96,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,0.12,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,77.81,20.01,14.05,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.35,0,6.52,0,5.35,0,0,0,0,8.33,0,0

32,07:45-08:00,44.22,0,33.69,98.87,0,17.56,412.88,126.19,0,0,32.01,0,46.96,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,94.95,4.37,167.1,0,77.81,20.01,14.05,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.35,0,6.52,0,5.35,0,0,0,0,8.33,0,0

33,08:00-08:15,44.22,0,33.69,98.87,0,17.56,399.38,126.19,0,0,32.01,0,46.96,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.81,20.01,14.05,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.38,0,6.52,0,5.35,0,0,0,0,8.33,0,0

34,08:15-08:30,44.22,0,33.69,98.87,0,17.56,399.38,126.19,0,0,32.01,0,46.96,0,0,0,0,0,121.71,43.71,32.51,32.08,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.81,20.01,14.05,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.38,0,6.52,0,5.35,0,0,0,0,8.33,0,0

35,08:30-08:45,44.22,0,33.69,98.87,0,17.56,399.38,133.98,0,0,34.23,0,46.96,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.81,20.01,12.8,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.21,0,6.52,0,3.64,0,0,0,0,8.33,0,0

36,08:45-09:00,44.22,0,33.69,98.87,0,17.56,399.38,133.98,0,0,34.23,0,46.96,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.81,20.01,11.85,53.79,0,3.54,0,0,0,44.99,0,0,60.53,2.21,0,13.04,0,3.64,0,0,0,0,8.33,0,0

37,09:00-09:15,44.22,0,33.69,98.87,0,17.56,399.38,133.98,0,0,38.64,0,46.96,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.81,20.01,11.85,53.79,0,3.54,0,0,0,44.99,0,0,60.53,3.62,0,13.04,0,3.64,0,0,0,0,8.33,0,0

38,09:15-09:30,44.22,0,33.69,98.87,0,17.56,399.38,133.98,0,0,38.64,0,46.96,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.81,20.01,11.85,53.79,0,3.54,0,0,0,44.99,0,0,60.53,3.76,0,13.04,0,3.64,0,0,0,0,8.33,0,0

39,09:30-09:45,44.22,0,33.69,98.87,0,17.56,399.38,133.98,0,0,38.64,0,46.96,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.81,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,3.76,0,13.04,0,3.64,0,0,0,0,8.33,0,0

40,09:45-10:00,44.22,0,33.69,98.87,0,17.56,399.38,133.98,0,0,38.64,0,46.96,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.81,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,3.76,0,13.04,0,3.64,0,0,0,0,8.33,0,0

41,10:00-10:15,44.22,0,33.69,98.87,0,17.56,399.38,133.98,0,0,26.49,0,46.72,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.81,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,3.76,0,13.04,0,3.64,0,0,0,0,8.33,0,0

42,10:15-10:30,44.22,0,33.69,98.87,0,17.56,399.38,133.98,0,0,26.49,0,46.72,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.81,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,3.76,0,13.04,0,2.43,0,0,0,0,8.33,0,0

43,10:30-10:45,44.22,0,33.69,98.87,0,17.56,399.38,133.98,0,0,34.23,0,46.72,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.81,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,3.76,0,13.04,0,2.43,0,0,0,0,8.33,0,0

44,10:45-11:00,44.22,0,33.69,98.87,0,17.56,399.38,133.98,0,0,34.23,0,46.72,0,0,0,0,0,121.71,43.71,32.51,25.31,413.81,2.89,20.96,27.05,1.62,0,0,0,686.07,40.4,20.8,0,9.66,90.54,127.6,80.18,17.37,0,0,93.72,4.37,167.1,0,77.81,20.01,0,53.79,0,3.54,0,0,0,44.99,0,0,60.53,3.76,0,13.04,0,2.43,0,0,0,0,8.33,0,0

