Block,Time,BSIUL,KGSU3AND4,NLCEXP,RAPPC,SALAL,TALA,URI2,KKNPPU2,KOTESHWR,NLCIIST2,TEHRI,ANTA_GF,ANTA_LF,ANTA_RF,DADRI_GF,DADRI_LF,JHAJJAR,KKNP,NLCIIST1,NTPL,PARBATI3,RIHAND1,RIHAND2,RIHAND3,RSTPSU1TO6,SINGRAULI,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR2,VALLURNTECL,ANTA_CRF,BRBCL,KHSTPP-I,KHSTPP-II,KOLDAM,NAPP,NNTPP,SEWA2,SIMHST1,AURY_GF,AURY_RF,DADRI_RF,CHAMERA3,KUDGI,RAPPB,RSTPSU7,SIMHST2,UNCHAHAR3,AURY_CRF,CHAMERA1,CHAMERA2,NJPC,RAMPUR,SASAN,TALST2,UNCHAHAR1,AURY_LF,KGSU1AND2,KISHANGANGA,MAPS,NLCTS2EXP,TANDA2,URI,DADRT2,DHAULIGNGA,DULHASTI,FSTPP I & II,TANAKPUR,UNCHAHAR4,DADRI_CRF
64,15:45-16:00,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,41.16,0,21.92,604.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,23.39,0,298.12,0,20.56,0,0,0,0,0,0,2.21,341.57,9.11,32.96,20.8,7.05,0,0

65,16:00-16:15,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,40.11,0,21.92,604.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,23.39,0,309.38,0,20.56,0,0,0,0,0,0,1.33,341.57,9.11,32.96,20.8,7.05,0,0

66,16:15-16:30,0,0,0,51.9,12.78,0,4.57,0,8.87,0,0,0,0,40.11,0,21.92,502.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,39.78,0,315,0,20.56,0,0,0,0,0,0,1.33,341.57,9.11,32.96,20.8,7.05,0,0

67,16:30-16:45,6.52,0,0,51.9,20.91,0,4.57,0,8.87,0,14.93,0,0,40.11,0,21.92,502.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,39.78,0,326.25,0,20.56,0,0,0,0,0,0,1.33,341.57,9.11,32.96,20.8,7.05,0,0

68,16:45-17:00,6.52,0,0,51.9,20.91,0,4.57,0,8.87,0,14.93,0,0,40.11,0,21.92,502.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,2.67,0,0,70.16,65.76,9.68,0,0,0,0,26.39,0,0,2.4,39.78,0,337.5,0,20.56,0,0,0,0,0,0,1.33,341.57,9.11,32.96,20.8,7.05,0,0

69,17:00-17:15,1.1,0,0,51.9,20.91,0,4.57,0,8.87,0,14.93,0,0,40.11,0,21.92,502.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,2.67,0,0,70.16,65.76,9.68,0,0,0,0,26.39,0,0,11.33,61.56,0,337.5,0,20.56,0,0,0,0,0,0,1.33,341.57,9.11,49.43,20.8,7.05,0,0

70,17:15-17:30,1.1,0,0,51.9,20.91,0,4.57,0,8.87,0,29.87,0,0,40.11,0,21.92,502.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,2.67,0,0,70.16,65.76,9.68,0,0,0,0,26.39,0,11.85,11.33,93.76,0,337.5,0,20.56,0,0,0,0,0,0,1.33,341.57,18.23,49.43,20.8,7.05,0,0

71,17:30-17:45,6.52,0,0,51.9,26.73,0,4.57,0,8.87,0,46.69,0,0,40.11,0,21.92,502.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,7.19,0,0,70.16,65.76,19.36,0,0,0,0,26.39,0,28.1,17.33,118.37,0,337.5,0,20.56,0,0,0,0,0,0,1.33,341.57,27.48,49.43,20.8,7.05,0,0

72,17:45-18:00,19.56,0,0,51.9,79.38,0,4.57,0,9.86,0,62.24,0,0,40.11,0,21.92,502.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,15.81,0,0,70.16,65.76,29.06,0,0,0,0,26.39,0,42.15,39.51,140.34,0,337.5,0,20.56,0,0,0,0,0,0,1.33,341.57,37.65,49.43,20.8,7.05,0,0

73,18:00-18:15,19.56,0,0,51.9,79.38,0,4.57,0,9.86,0,62.24,0,0,40.63,0,21.92,502.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,15.81,0,0,70.16,65.76,29.06,0,0,0,0,26.39,0,42.15,39.51,140.34,0,337.5,0,20.56,0,0,0,0,0,0,1.33,341.57,37.65,49.43,20.8,7.05,0,0

74,18:15-18:30,19.56,0,0,51.9,79.38,0,4.57,0,9.86,0,62.24,0,0,40.63,0,21.92,502.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,15.81,0,0,70.16,65.76,29.06,0,0,0,0,26.39,0,42.15,39.51,140.34,0,337.5,0,20.56,0,0,0,0,0,0,3.31,341.57,37.65,49.43,20.8,7.05,0,0

75,18:30-18:45,19.56,0,0,51.9,79.38,0,4.57,0,9.86,0,62.24,0,0,40.63,0,21.92,502.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,15.81,0,0,70.16,65.76,29.06,0,0,0,0,26.39,0,42.15,39.51,140.34,0,360,0,20.56,0,0,0,0,0,0,39.19,341.57,37.65,49.43,20.8,7.05,0,0

76,18:45-19:00,19.56,0,0,51.9,26.73,0,4.57,0,9.86,0,62.24,0,0,40.95,0,21.92,502.31,0,0,0,2.55,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,15.81,0,0,70.16,65.76,29.06,0,0,0,0,26.39,0,42.15,39.51,140.34,0,371.25,0,20.56,0,0,0,0,0,0,39.19,341.57,37.65,49.43,20.8,7.05,0,0

77,19:00-19:15,19.56,0,0,51.9,12.78,0,4.57,0,9.86,0,62.24,0,0,41.16,0,21.92,502.31,0,0,0,6.36,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,15.81,0,0,70.16,65.76,29.06,0,0,0,0,26.39,0,42.15,39.51,140.34,0,382.5,0,20.56,0,0,0,0,0,0,3.31,341.57,37.65,49.43,20.8,7.05,0,0

78,19:15-19:30,19.56,0,0,51.9,12.78,0,4.57,0,9.86,0,62.24,0,0,41.16,0,21.92,502.31,0,0,0,33.1,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,15.81,0,0,70.16,65.76,29.06,0,0,0,0,26.39,0,42.15,39.51,140.34,0,388.12,0,20.56,0,0,0,0,0,0,1.66,341.57,37.65,49.43,20.8,7.05,0,0

79,19:30-19:45,19.56,0,0,51.9,12.78,0,4.57,0,9.86,0,62.24,0,0,41.16,0,21.92,502.31,0,0,0,33.1,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,15.81,0,0,70.16,65.76,29.06,0,0,0,0,26.39,0,42.15,39.51,140.34,0,393.75,0,20.56,0,0,0,0,0,0,1.66,341.57,37.65,49.43,20.8,7.05,0,0

80,19:45-20:00,6.52,0,0,51.9,2.33,0,4.57,0,8.87,0,62.24,0,0,41.16,0,21.92,502.31,0,0,0,33.1,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,8,0,0,70.16,65.76,19.36,0,0,0,0,26.39,0,28.1,39.51,99.43,0,399.38,0,20.56,0,0,0,0,0,0,1.66,341.57,27.48,32.96,20.8,7.05,0,0

81,20:00-20:15,0,0,0,51.9,2.33,0,4.57,0,8.87,0,62.24,0,0,41.16,0,21.92,502.31,0,0,0,33.1,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,8,0,0,70.16,65.76,9.68,0,0,0,0,26.39,0,28.1,12,80.49,0,405,0,20.56,0,0,0,0,0,0,1.66,341.57,18.23,32.96,20.8,11.91,0,0

82,20:15-20:30,0,0,0,51.9,2.33,0,4.57,0,8.87,0,61.49,0,0,41.16,0,21.92,502.31,0,0,0,33.1,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,8,0,0,70.16,65.76,9.68,0,0,0,0,26.39,0,12.01,2.4,63.17,0,405,0,20.56,0,0,0,0,0,0,3.31,341.57,9.11,32.96,20.8,5.76,0,0

83,20:30-20:45,0,0,0,51.9,2.33,0,4.57,0,8.87,0,44.79,0,0,41.16,0,21.92,502.31,0,0,0,33.1,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,8,0,0,70.16,65.76,9.68,0,0,0,0,26.39,0,12.01,2.4,63.17,0,405,0,20.56,0,0,0,0,0,0,39.19,341.57,9.11,32.96,20.8,5.76,0,0

84,20:45-21:00,0,0,0,51.9,2.33,0,4.57,0,8.87,0,44.79,0,0,41.16,0,21.92,502.31,0,0,0,5.09,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,8,0,0,70.16,65.76,9.68,0,0,0,0,26.39,0,0,2.4,63.17,0,405,0,20.56,0,0,0,0,0,0,39.19,341.57,9.11,32.96,20.8,5.76,0,0

85,21:00-21:15,0,0,0,51.9,2.33,0,4.57,0,8.87,0,44.79,0,0,41.16,0,21.92,604.31,0,0,0,2.55,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,7.87,0,0,70.16,65.76,9.68,0,0,0,0,26.39,0,0,2.4,63.17,0,405,0,20.56,0,0,0,0,0,0,3.31,341.57,9.11,32.96,20.8,5.76,0,0

86,21:15-21:30,0,0,0,51.9,2.33,0,4.57,0,8.87,0,44.79,0,0,41.16,0,21.92,604.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,2.67,0,0,70.16,65.76,9.68,0,0,0,0,26.39,0,0,2.4,63.17,0,405,0,20.56,0,0,0,0,0,0,1.66,341.57,9.11,32.96,20.8,5.76,0,0

87,21:30-21:45,0,0,0,51.9,2.33,0,4.57,0,8.87,0,29.87,0,0,41.16,0,21.92,604.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,61.56,0,405,0,20.56,0,0,0,0,0,0,1.66,341.57,9.11,32.96,20.8,11.91,0,0

88,21:45-22:00,0,0,0,51.9,2.33,0,4.57,0,8.87,0,29.87,0,0,41.16,0,21.92,604.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,39.78,0,405,0,20.56,0,0,0,0,0,0,1.66,341.57,9.11,32.96,20.8,7.05,0,0

89,22:00-22:15,0,0,0,51.9,2.33,0,4.57,0,8.87,0,29.87,0,0,41.68,0,21.92,604.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,39.78,0,405,0,20.56,0,0,0,0,0,0,1.66,341.57,9.11,32.96,20.8,7.05,0,0

90,22:15-22:30,0,0,0,51.9,2.33,0,4.57,0,8.87,0,29.87,0,0,41.68,0,21.92,604.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,39.78,0,405,0,20.56,0,0,0,0,0,0,1.66,341.57,9.11,32.96,20.8,7.05,0,0

91,22:30-22:45,0,0,0,51.9,2.33,0,18.83,0,8.87,0,29.87,0,0,41.68,0,21.92,604.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,21.78,0,405,0,20.56,0,0,0,0,0,0,1.66,341.57,9.11,32.96,20.8,7.05,0,0

92,22:45-23:00,0,0,0,51.9,2.33,0,18.83,0,8.87,0,29.87,0,0,41.68,0,21.92,604.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,21.78,0,405,0,20.56,0,0,0,0,0,0,1.66,341.57,9.11,32.96,20.8,7.05,0,0

93,23:00-23:15,0,0,0,51.9,2.33,0,16.14,0,8.87,0,29.87,0,0,42.74,0,21.92,604.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,21.78,0,405,0,20.56,0,0,0,0,0,0,1.66,341.57,9.11,32.96,20.8,7.05,0,0

94,23:15-23:30,0,0,0,51.9,2.33,0,16.14,0,8.87,0,29.87,0,0,42.74,0,21.92,604.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,21.78,0,405,0,20.56,0,0,0,0,0,0,1.66,341.57,9.11,32.96,20.8,7.05,0,0

95,23:30-23:45,0,0,0,51.9,2.33,0,16.14,0,8.87,0,29.87,0,0,42.74,0,21.92,604.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,21.78,0,405,0,20.56,0,0,0,0,0,0,39.19,341.57,9.11,32.96,20.8,7.05,0,0

96,23:45-24:00,0,0,0,51.9,2.33,0,16.14,0,8.87,0,29.87,0,0,42.74,0,21.92,604.31,0,0,0,0,92,118.76,124.32,0,139.68,0,0,42.4,0,0,15,44.31,148.3,0,41.44,0,0,0,0,70.16,65.76,0,0,0,0,0,26.39,0,0,2.4,21.78,0,405,0,20.56,0,0,0,0,0,0,39.19,341.57,9.11,32.96,20.8,7.05,0,0

