Block,Time Block,KGSU1AND2,KGSU3AND4,KHSTPP-I,NTPL,PARBATI3,RAMPUR,DADRI_GF,DADRI_RF,DADRI_LF,KUDGI,KKNP,KISHANGANGA,KKNPPU2,ANTA_LF,DADRI_CRF,VALLURNTECL,AURY_GF,UNCHAHAR4,ANTA_GF,URI2,AURY_CRF,UNCHAHAR3,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,URI,TEHRI,UNCHAHAR1,SASAN,UNCHAHAR2,TANDA2,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALST2,SEWA2,SINGRAULI,TANAKPUR,TelanganaSTPP,TALA,JHAJJAR,DHAULIGNGA,DADRT2,DULHASTI,NLCTS2EXP,NNTPP,RSTPSU7,RSTPSU1TO6,SALAL,RIHAND1,RIHAND2,RIHAND3,KHSTPP-II,FSTPP I & II,BRBCL,CHAMERA1,CHAMERA3,BSIUL,CHAMERA2,NLCEXP,NJPC,NLCIIST1,NLCIIST2,RAPPC,RAPPB,KOTESHWR,KOLDAM,MAPS,NAPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
19,04:30-04:45,0,0,32.61,0,51.01,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,31.47,0,19.45,0,0,0,0,46.48,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.16,0,9.65,111.67,39.1,479.82,52.06,0,0,0,0,68.6,41.82,117.8,123.5,95.7,15.14,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

20,04:45-05:00,0,0,28.11,0,51.01,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,31.47,0,19.45,0,0,0,0,46.48,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.16,0,9.56,111.67,39.1,461.74,52.06,0,0,0,0,68.6,41.82,117.8,123.5,82.49,15.14,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

21,05:00-05:15,0,0,32.61,0,51.01,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,31.47,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.16,0,9.48,111.67,39.1,440.4,52.06,0,0,0,0,68.6,41.82,117.8,123.5,95.7,15.14,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

22,05:15-05:30,0,0,32.61,0,51.01,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,31.47,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.16,0,9.39,111.67,39.1,425.54,52.06,0,0,0,0,68.6,41.82,117.8,123.5,95.7,15.14,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

23,05:30-05:45,0,0,32.61,0,10.88,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,31.47,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.16,0,8.9,111.67,39.1,410.99,52.06,0,0,0,0,68.6,41.82,117.8,123.5,95.7,15.14,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

24,05:45-06:00,0,0,28.11,0,52.37,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,31.47,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.16,0,8.29,111.67,39.1,394.5,52.06,0,0,0,0,68.6,41.82,117.8,123.5,82.49,15.14,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

25,06:00-06:15,0,0,32.61,0,52.37,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,31.47,0,19.45,0,0,0,0,46.48,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.16,0,8.1,111.67,39.1,448.09,52.06,0,0,0,0,68.6,41.82,117.8,123.5,94.26,17.34,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

26,06:15-06:30,0,0,32.61,0,52.37,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,31.47,0,19.45,0,0,0,0,46.48,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.16,0,7.88,111.67,39.1,523.04,52.06,0,0,0,0,68.6,41.82,117.8,123.5,95.7,17.34,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

27,06:30-06:45,0,0,32.61,0,52.37,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,31.47,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.16,0,7.95,111.67,39.1,523.04,52.06,0,0,0,0,68.6,41.82,117.8,123.5,95.7,17.34,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

28,06:45-07:00,0,0,32.61,0,52.37,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,31.47,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.16,0,8.1,111.67,39.1,494.34,52.06,0,0,0,0,68.6,41.82,117.8,123.5,95.7,17.34,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

29,07:00-07:15,0,0,32.61,0,52.37,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,31.47,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,1.46,0,0,0,0,0,135.71,11.16,0,8.62,111.67,39.1,440.53,52.06,0,0,0,0,68.6,41.82,117.8,123.5,95.7,17.34,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

30,07:15-07:30,0,0,32.61,0,20.4,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,25.75,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.16,0,8.79,111.67,39.1,430.85,52.06,0,0,0,0,68.6,41.82,117.8,123.5,95.7,17.34,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

31,07:30-07:45,0,0,28.11,0,20.4,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,17.16,0,19.45,0,0,0,0,46.48,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.16,0,8.9,111.67,39.1,401.81,52.06,0,0,0,0,68.6,41.82,117.8,123.5,82.49,15.14,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

32,07:45-08:00,0,0,28.11,0,20.4,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,8.58,0,19.45,0,0,0,0,46.48,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.16,0,8.9,111.67,39.1,392.14,52.06,0,0,0,0,68.6,41.82,117.8,123.5,82.49,15.14,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

33,08:00-08:15,0,0,28.11,0,20.4,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.16,0,8.9,111.67,39.1,392.14,52.06,0,0,0,0,68.6,41.82,117.8,123.5,82.49,15.14,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

34,08:15-08:30,0,0,28.11,0,20.4,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.16,0,8.9,111.67,39.1,382.46,52.06,0,0,0,0,68.6,41.82,117.8,123.5,82.49,15.14,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

35,08:30-08:45,0,0,28.11,0,20.4,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.16,0,8.33,111.67,39.1,372.78,52.06,0,0,0,0,68.6,41.82,117.8,123.5,82.49,15.14,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

36,08:45-09:00,0,0,28.11,0,20.4,3.43,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.16,0,8.33,111.67,39.1,365.23,52.06,0,0,0,0,68.6,41.82,117.8,123.5,82.49,15.14,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

37,09:00-09:15,0,0,24.67,0,20.4,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,8.33,111.67,39.1,365.23,52.06,0,0,0,0,68.6,41.82,117.8,123.5,70.76,15.14,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

38,09:15-09:30,0,0,24.67,0,20.4,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,8.33,111.67,39.1,372.78,52.06,0,0,0,0,68.6,41.82,117.8,123.5,70.76,15.14,19.36,27.2,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

39,09:30-09:45,0,0,29.16,0,29.93,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,8.33,111.67,39.1,382.46,52.06,0,0,0,0,68.6,41.82,117.8,123.5,82.09,15.04,19.36,24.62,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

40,09:45-10:00,0,0,29.16,0,29.93,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,8.33,111.67,39.1,382.46,52.06,0,0,0,0,68.6,41.82,117.8,123.5,83.98,15.04,19.36,24.62,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

41,10:00-10:15,0,0,29.01,0,29.93,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,8.33,111.67,39.1,392.14,52.06,0,0,0,0,68.6,41.82,117.8,123.5,83.57,15.04,18.95,12.31,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

42,10:15-10:30,0,0,29.01,0,29.93,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,8.33,111.67,39.1,401.81,52.06,0,0,0,0,42.73,41.82,117.8,123.5,83.57,15.04,19.36,0,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

43,10:30-10:45,0,0,32.61,0,29.93,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,8.33,111.67,39.1,411.49,52.06,0,0,0,0,42.73,41.82,117.8,123.5,95.7,13.94,18.04,0,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

44,10:45-11:00,0,0,32.61,0,29.93,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,8.33,111.67,39.1,430.85,52.06,0,0,0,0,42.73,41.82,117.8,123.5,95.7,13.94,19.06,0,31.05,12.62,42.8,0,161.74,0,0,58.3,0,37.4,5.18,0,43.19,0,0,0,0,0

45,11:00-11:15,0,0,32.61,0,29.93,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,10.68,111.67,39.1,440.53,52.06,0,0,0,0,42.73,41.82,117.8,123.5,95.7,13.94,19.36,0,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

46,11:15-11:30,0,0,32.61,0,29.93,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,10.68,111.67,39.1,440.53,52.06,0,0,0,0,42.73,41.82,117.8,123.5,95.7,13.94,18.19,0,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

47,11:30-11:45,0,0,32.61,0,29.93,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,11.25,111.67,39.1,498.6,52.06,0,0,0,0,42.73,41.82,117.8,123.5,95.7,13.94,19.02,0,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

48,11:45-12:00,0,0,32.61,0,29.93,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,11.25,111.67,39.1,556.68,52.06,0,0,0,0,50.6,41.82,117.8,123.5,95.7,13.94,19.36,0,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

49,12:00-12:15,0,0,32.61,0,29.93,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,11.25,111.67,39.1,585.34,52.06,0,0,0,0,50.6,41.82,117.8,123.5,95.7,13.94,19.36,0,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

50,12:15-12:30,0,0,32.61,0,29.93,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,11.25,111.67,39.1,585.34,52.06,0,0,0,0,75.35,41.82,117.8,123.5,95.7,13.94,19.36,0,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

51,12:30-12:45,0,0,32.61,0,29.93,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,11.25,111.67,39.1,585.34,52.06,0,0,0,0,77.61,41.82,117.8,123.5,95.7,13.94,19.36,0,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

52,12:45-13:00,0,0,32.61,0,29.93,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,11.25,111.67,39.1,585.34,52.06,0,0,0,0,80.98,41.82,117.8,123.5,95.7,13.94,19.36,0,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

53,13:00-13:15,0,0,32.61,0,20.4,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,11.25,111.67,39.1,585.34,52.06,0,0,0,0,80.98,41.82,117.8,123.5,95.7,13.94,19.36,0,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

54,13:15-13:30,0,0,32.61,0,20.4,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,11.25,111.67,39.1,585.34,52.06,0,0,0,0,80.98,41.82,117.8,123.5,95.7,13.94,19.36,0,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

55,13:30-13:45,0,0,32.61,0,20.4,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,11.25,111.67,39.1,585.34,52.06,0,0,0,0,80.98,41.82,117.8,123.5,95.7,13.94,19.36,0,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

56,13:45-14:00,0,0,32.61,0,20.4,3.43,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,19.45,0,0,0,0,42.74,74.43,15.21,405.33,30.8,0,0,0,0,0,0,135.71,11.4,0,11.25,111.67,39.1,585.34,52.06,0,0,0,0,80.98,41.82,117.8,123.5,95.7,15.6,19.36,0,31.05,12.62,42.8,0,161.74,0,0,58.3,0,28.05,5.18,0,43.19,0,0,0,0,0

