Block,Time Block,PARBATI3,RAPPC,RIHAND3,RAPPB,NLCTS2EXP,RIHAND2,NNTPP,NTPL,RIHAND1,RSTPSU7,RAMPUR,RSTPSU1TO6,CHAMERA2,DHAULIGNGA,BRBCL,FSTPP I & II,DULHASTI,DADRT2,CHAMERA1,CHAMERA3,BSIUL,NLCIIST2,MAPS,NAPP,NLCIIST1,NLCEXP,NJPC,KKNP,KHSTPP-I,KISHANGANGA,KHSTPP-II,KOTESHWR,KOLDAM,KUDGI,KGSU3AND4,KGSU1AND2,SASAN,SEWA2,SALAL,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,KKNPPU2,UNCHAHAR2,UNCHAHAR4,TEHRI,UNCHAHAR1,UNCHAHAR3,TANDA2,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALST2,SINGRAULI,TALA,TANAKPUR,TelanganaSTPP,AURY_RF,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_LF,URI2,ANTA_LF,AURY_GF,URI,ANTA_GF,AURY_CRF,JHAJJAR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,11.9,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,27.52,0,91.93,8.52,0,0,0,0,335.06,0,1.34,0,0,0,0,0,22.38,0,0,5.76,13.94,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

9,02:00-02:15,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,11.67,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,27.52,0,91.93,8.52,0,0,0,0,335.06,0,1.34,0,0,0,0,0,22.38,0,0,5.76,13.94,0,0,0.6,0,0,134.12,0,5.53,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

10,02:15-02:30,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,12.05,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,27.52,0,91.93,8.52,0,0,0,0,335.06,0,1.34,0,0,0,0,0,22.38,0,0,5.76,13.94,0,0,0.6,0,0,134.12,0,5.53,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

11,02:30-02:45,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,15.28,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,27.52,0,91.93,8.52,0,0,0,0,335.06,0,1.34,0,0,0,0,0,22.38,0,0,5.76,13.94,0,0,0.6,0,0,134.12,0,5.53,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

12,02:45-03:00,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,16.79,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,27.52,0,91.93,8.52,0,0,0,0,335.06,0,1.34,0,0,0,0,0,22.38,0,0,5.76,13.94,0,0,0.6,0,0,134.12,0,5.53,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

13,03:00-03:15,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,16.91,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,27.52,0,91.93,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,22.38,0,0,5.76,13.94,0,0,0.6,0,0,134.12,0,5.53,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

14,03:15-03:30,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,15.87,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,27.52,0,91.93,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,22.38,0,0,5.76,13.94,0,0,0.6,0,0,134.12,0,5.53,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

15,03:30-03:45,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,17.14,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,34.7,0,102.02,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,22.38,0,0,5.76,13.94,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

16,03:45-04:00,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,16.84,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,34.7,0,102.02,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,22.38,0,0,5.76,13.94,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

17,04:00-04:15,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.13,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,28.54,0,102.02,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,22.38,0,14.03,5.76,13.94,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

18,04:15-04:30,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,28.54,0,102.02,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,22.38,0,14.03,5.76,13.94,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

19,04:30-04:45,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,28.54,0,102.02,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,22.38,0,14.03,5.76,13.94,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

20,04:45-05:00,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,10.98,0,332.34,0,0,0,0,0,42.24,0,0,0,0,28.54,0,102.02,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,22.38,0,14.03,5.76,13.94,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

21,05:00-05:15,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,10.98,15.82,360.74,0,0,0,0,0,42.24,0,0,0,0,28.54,0,102.02,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,22.38,0,14.03,5.76,13.94,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

22,05:15-05:30,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,10.98,15.82,360.74,0,0,0,0,0,42.24,0,0,0,0,28.54,0,102.02,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,22.38,0,28.06,5.76,13.94,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

23,05:30-05:45,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,11.2,15.82,360.74,0,0,0,0,0,42.24,0,0,0,0,34.7,0,102.02,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,22.38,0,28.06,5.76,13.94,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,286.54,0,0,0,0,0

24,05:45-06:00,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,16.73,15.82,408.04,0,0,0,0,0,42.24,0,0,18.18,0,39.82,0,115.32,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,40.7,0,28.06,9.87,19.01,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,370.29,0,0,0,0,0

25,06:00-06:15,3.67,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,18.41,15.82,508.24,0,0,0,0,0,42.24,0,0,36.37,0,39.82,0,129.91,8.52,0,0,0,0,263.55,0,8.92,0,0,0,0,0,40.7,0,42.09,9.87,21.62,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,417.31,0,0,0,0,0

26,06:15-06:30,15.88,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,1.27,19.2,18.41,15.82,579.35,0,0,0,0,0,42.24,0,0,55.73,0,39.82,0,142.38,17.04,0,0,0,0,263.55,0,40.16,0,0,0,0,0,40.7,0,42.09,9.87,25.21,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,417.31,0,0,0,0,0

27,06:30-06:45,15.88,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,2.55,17.54,19.2,18.41,31.64,627.36,13.49,9.29,2.11,0,0,42.24,0,0,82.74,0,39.82,0,134.07,25.56,0,0,0,0,263.55,0,40.16,0,0,0,0,0,40.7,0,42.09,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,417.31,0,0,0,0,0

28,06:45-07:00,15.88,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,37.93,17.54,18.79,18.41,31.64,655.55,26.93,18.61,12.52,0,0,42.24,0,0,109.11,0,39.82,0,134.07,37.49,0,0,0,0,263.55,7.58,40.16,0,0,0,0,0,40.7,0,56.13,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,417.31,0,0,0,0,0

29,07:00-07:15,15.88,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,37.93,17.54,19.2,18.41,31.64,655.55,26.93,18.61,12.52,0,0,42.24,0,0,109.11,0,39.82,0,134.07,37.49,0,0,0,0,263.55,7.58,40.16,0,0,0,0,0,40.7,0,56.13,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,417.31,0,0,0,0,0

30,07:15-07:30,15.88,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,37.93,17.54,19.2,18.41,31.64,655.55,26.93,18.61,12.52,0,0,42.24,0,0,109.11,0,39.82,0,134.07,37.49,0,0,0,0,263.55,7.86,40.16,0,0,0,0,0,40.7,0,56.13,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,417.31,0,0,0,0,0

31,07:30-07:45,15.88,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,37.93,17.54,19.2,18.41,31.64,655.55,26.93,18.61,12.52,0,0,42.24,0,0,109.11,0,39.82,0,134.07,37.49,0,0,0,0,263.55,7.86,40.16,0,0,0,0,0,40.7,0,56.13,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,417.31,0,0,0,0,0

32,07:45-08:00,3.43,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,37.93,17.54,19.2,18.41,31.64,655.55,26.93,18.61,12.52,0,0,42.24,0,0,109.11,0,39.82,0,134.07,37.49,0,0,0,0,263.55,7.86,8.92,0,0,0,0,0,40.7,0,56.13,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,3.18,0,0,417.31,0,0,0,0,0

33,08:00-08:15,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,37.93,17.54,19.2,18.41,31.64,655.55,26.93,18.61,12.52,0,0,42.24,0,0,109.11,0,39.82,0,134.07,37.49,0,0,0,0,263.55,7.86,1.34,0,0,0,0,0,40.7,0,56.13,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,25.43,0,0,417.31,0,0,0,0,0

34,08:15-08:30,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,1.92,17.54,19.2,18.41,31.64,655.55,26.93,9.29,2.11,0,0,42.24,0,0,109.11,0,39.82,0,134.07,25.56,0,0,0,0,263.55,0,1.34,0,0,0,0,0,40.7,0,56.13,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,25.43,0,0,417.31,0,0,0,0,0

35,08:30-08:45,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,17.54,19.2,18.41,31.64,655.55,13.49,9.29,0,0,0,42.24,0,0,82.83,0,39.82,0,134.07,25.56,0,0,0,0,263.55,0,1.34,0,0,0,0,0,40.7,0,56.13,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,25.43,0,0,417.31,0,0,0,0,0

36,08:45-09:00,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,8.78,19.2,18.41,31.64,655.55,13.49,9.29,0,0,0,42.24,0,0,60.02,0,39.82,0,134.07,17.04,0,0,0,0,263.55,0,1.34,0,0,0,0,0,40.7,0,56.13,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,2.12,0,0,417.31,0,0,0,0,0

37,09:00-09:15,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,18.41,15.82,655.55,0,0,0,0,0,42.24,0,0,40.01,0,39.82,0,134.07,17.04,0,0,0,0,263.55,0,1.34,0,0,0,0,0,40.7,0,56.13,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,2.12,0,0,417.31,0,0,0,0,0

38,09:15-09:30,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,18.41,15.82,655.55,0,0,0,0,0,42.24,0,0,18.18,0,39.82,0,134.07,17.04,0,0,0,0,263.55,0,1.34,0,0,0,0,0,40.7,0,56.13,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,2.12,0,0,417.31,0,0,0,0,0

39,09:30-09:45,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,18.41,15.82,655.55,0,0,0,0,0,42.24,0,0,0,0,39.82,0,140.94,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,40.7,0,56.13,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,2.12,0,0,417.31,0,0,0,0,0

40,09:45-10:00,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,18.41,15.82,655.55,0,0,0,0,0,42.24,0,0,0,0,39.82,0,140.94,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,40.7,0,56.13,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,2.12,0,0,417.31,0,0,0,0,0

41,10:00-10:15,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,18.41,0,575.25,0,0,0,0,0,42.24,0,0,0,0,39.82,0,140.94,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,40.7,0,42.09,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,10.33,0,0,2.12,0,0,417.31,0,0,0,0,0

42,10:15-10:30,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,18.41,0,508.05,0,0,0,0,0,42.24,0,0,0,0,39.82,0,140.94,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,40.7,0,42.09,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,10.33,0,0,25.43,0,0,417.31,0,0,0,0,0

43,10:30-10:45,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,17.8,18.41,0,431.24,0,0,0,0,0,42.24,0,0,0,0,39.82,0,140.94,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,40.7,0,28.06,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,10.33,0,0,25.43,0,0,360.69,0,0,0,0,0

44,10:45-11:00,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,18.18,18.41,0,393.64,0,0,0,0,0,42.24,0,0,0,0,39.82,0,140.94,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,40.7,0,28.06,9.87,25.35,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,10.33,0,0,25.43,0,0,301.16,0,0,0,0,0

45,11:00-11:15,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,16.84,18.41,0,360.74,0,0,0,0,0,42.24,0,0,0,0,39.82,0,140.94,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,32.65,0,28.06,7.93,20.34,0,0,0.6,0,0,134.12,0,5.53,0,0,0,0,0,0,10.33,0,0,3.18,0,0,248.53,0,0,0,0,0

46,11:15-11:30,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,16.63,18.41,0,360.74,0,0,0,0,0,42.24,0,0,0,0,39.82,0,140.94,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,32.65,0,28.06,7.93,20.34,0,0,0.6,0,0,134.12,0,5.53,0,0,0,0,0,0,10.33,0,0,1.59,0,0,248.53,0,0,0,0,0

47,11:30-11:45,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,17.61,18.41,0,360.74,0,0,0,0,0,42.24,0,0,0,0,39.82,0,140.94,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,32.65,0,28.06,7.93,20.34,0,0,0.6,0,0,134.12,0,5.53,0,0,0,0,0,0,4.14,0,0,1.59,0,0,248.53,0,0,0,0,0

48,11:45-12:00,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,18.41,0,360.74,0,0,0,0,0,42.24,0,0,0,0,39.82,0,140.94,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,32.65,0,14.03,7.93,20.34,0,0,0.6,0,0,134.12,0,5.53,0,0,0,0,0,0,4.14,0,0,1.59,0,0,229.52,0,0,0,0,0

49,12:00-12:15,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,16.5,0,360.74,0,0,0,0,0,42.24,0,0,0,0,40.07,0,140.94,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,28.01,0,14.03,6.46,17.66,0,0,0.6,0,0,134.12,0,5.53,0,0,0,0,0,0,4.14,0,0,1.59,0,0,229.52,0,0,0,0,0

50,12:15-12:30,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,16.5,0,322.24,0,0,0,0,0,42.24,0,0,0,0,33.73,0,140.94,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,27.84,0,0,6.34,17.59,0,0,0.6,0,0,134.12,0,5.53,0,0,0,0,0,0,4.14,0,0,1.59,0,0,229.52,0,0,0,0,0

51,12:30-12:45,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,16.5,0,265.13,0,0,0,0,0,42.24,0,0,0,0,33.73,0,140.94,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,27.84,0,0,6.34,17.59,0,0,0.6,0,0,134.12,0,1.72,0,0,0,0,0,0,4.14,0,0,1.59,0,0,229.52,0,0,0,0,0

52,12:45-13:00,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,12.77,0,265.13,0,0,0,0,0,42.24,0,0,0,0,33.73,0,140.94,8.52,0,0,0,0,263.55,0,1.34,0,0,0,0,0,22.38,0,0,5.76,13.94,0,0,0.6,0,0,134.12,0,1.72,0,0,0,0,0,0,4.14,0,0,1.59,0,0,229.52,0,0,0,0,0

53,13:00-13:15,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,28.61,0,122.6,8.52,0,0,0,0,277.58,0,1.34,0,0,0,0,0,22.38,0,0,5.76,13.94,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

54,13:15-13:30,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,19.01,0,78.32,8.52,0,0,0,0,292.26,0,1.34,0,0,0,0,0,22.38,0,0,5.76,13.94,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

55,13:30-13:45,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,19.01,0,78.32,8.52,0,0,0,0,301.53,0,1.34,0,0,0,0,0,22.38,0,0,5.76,13.94,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

56,13:45-14:00,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,16.02,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,19.01,0,78.32,8.52,0,0,0,0,309.63,0,1.34,0,0,0,0,0,22.38,0,0,5.76,13.94,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

57,14:00-14:15,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,14.78,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,19.01,0,78.32,8.52,0,0,0,0,320.43,0,1.34,0,0,0,0,0,22.38,0,13.79,5.76,13.94,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

58,14:15-14:30,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,17.29,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,19.01,0,78.32,8.52,0,0,0,0,328.54,0,1.34,0,0,0,0,0,22.38,0,13.79,5.76,13.94,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

59,14:30-14:45,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,10.98,0,265.13,0,0,0,0,0,42.24,0,0,0,0,19.01,0,78.32,8.52,0,0,0,0,329.43,0,1.34,0,0,0,0,0,22.38,0,27.58,5.76,13.94,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

60,14:45-15:00,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,10.98,0,332.34,0,0,0,0,0,42.24,0,0,0,0,19.01,0,78.32,8.52,0,0,0,0,329.43,0,1.34,0,0,0,0,0,22.38,0,27.58,5.76,13.94,0,0,0.6,0,0,134.12,0,0,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

61,15:00-15:15,0,51.17,59.68,0,0,114.02,0,0,43.2,0,0,0,0,0,19.2,10.98,0,360.74,0,0,0,0,0,42.24,0,0,0,0,19.01,0,78.32,8.52,0,0,0,0,329.43,0,1.34,0,0,0,0,0,22.38,0,27.58,5.76,13.94,0,0,0.6,0,0,134.12,0,0.24,0,0,0,0,0,0,4.14,0,0,1.07,0,0,229.52,0,0,0,0,0

