Block,Time,CHAMERA1,CHAMERA3,JHAJJAR,KUDGI,NTPL,RIHAND2,RIHAND3,SASAN,ANTA_CRF,AURY_CRF,DULHASTI,KKNPPU2,NLCIIST2,PARBATI2,PARBATI3,RAPPC,RSTPSU1TO6,SINGRAULI,TALA,TANDA2,TelanganaSTPP,UNCHAHAR2,UNCHAHAR3,KOTESHWR,MAPS,NLCIIST1,NNTPP,RAMPUR,SEWA2,SINGRAULI_HYDRO,TALST2,UNCHAHAR4,DADRI_RF,BSIUL,CHAMERA2,NJPC,NLCEXP,NLCTS2EXP,RAPPD,SIMHST1,SIMHST2,URI2,VALLURNTECL,ANTA_LF,FSTPP I & II,KGSU1AND2,KHSTPP-I,NAPP,RSTPSU7,ANTA_RF,AURY_LF,BRBCL,KHSTPP-II,KKNP,KOLDAM,TANAKPUR,TEHRI,TEHRIPSP,ANTA_GF,AURY_GF,DADRT2,DHAULIGNGA,KISHANGANGA,RAPPB,SALAL,UNCHAHAR1,URI,AURY_RF,DADRI_CRF,DADRI_LF,KGSU3AND4,RIHAND1,DADRI_GF
54,13:15-13:30,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.34,5.73,0,45,27.69,40.57,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,16.96,0,45.53,24.1,0,49.56,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,48.57,79.48,0,0,0,47.02,0

55,13:30-13:45,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.34,5.73,0,45,27.69,40.57,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,28.06,0,0,16.96,0,45.53,24.1,0,49.06,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,44.16,79.48,0,0,0,47.02,0

56,13:45-14:00,42.15,33.94,444.83,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.34,5.73,0,45,27.69,40.57,0,0,0,5.67,18.34,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,28.06,0,0,16.96,0,45.53,24.1,0,49.06,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,44.16,79.48,0,0,0,47.02,0

57,14:00-14:15,42.15,33.94,667.25,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.34,5.73,0,45,27.69,40.57,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,28.06,0,0,16.96,0,45.53,24.1,0,49.06,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,44.16,79.48,0,0,0,47.02,0

58,14:15-14:30,42.15,33.94,667.25,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.34,5.73,0,45,27.69,40.57,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,28.06,0,0,16.96,0,45.53,24.1,0,49.06,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,44.16,79.48,0,0,0,47.02,0

59,14:30-14:45,42.15,33.94,667.25,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.93,5.73,0,45,27.69,40.57,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,28.06,0,0,16.96,0,45.53,24.1,0,49.06,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,35.33,79.48,0,0,0,47.02,0

60,14:45-15:00,42.15,33.94,667.25,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.34,5.73,0,45,27.69,40.57,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,28.06,0,0,16.96,0,45.53,24.1,0,49.06,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,35.33,79.48,0,0,0,47.02,0

61,15:00-15:15,42.15,33.94,667.25,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,22.07,5.73,0,45,27.69,40.57,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,28.06,0,0,16.96,0,45.53,24.1,0,48.55,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,2.32,0,82.5,21.65,35.33,79.48,0,0,0,47.02,0

62,15:15-15:30,42.15,33.94,667.25,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,20.46,5.73,0,45,27.69,40.57,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,28.06,0,0,16.96,0,45.53,24.1,0,48.55,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,2.32,0,82.5,21.65,35.33,79.48,0,0,0,47.02,0

63,15:30-15:45,42.15,33.94,667.25,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,20.46,5.73,0,45,27.69,40.57,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,28.06,0,0,16.96,0,45.53,24.1,0,48.55,0,24.99,98.87,0,8.62,11.91,56.67,0,0,0,689.38,42.46,2.32,0,82.5,21.65,35.33,79.48,0,0,0,47.02,0

64,15:45-16:00,42.15,33.94,667.25,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,20.46,5.73,0,45,27.69,40.57,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,28.06,0,0,16.96,0,45.53,24.1,0,48.55,0,24.99,98.87,0,8.62,11.91,56.67,0,0,0,689.38,42.46,2.32,0,82.5,21.65,35.33,79.48,0,0,0,47.02,0

65,16:00-16:15,42.15,33.94,667.25,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,20.16,5.73,0,45,27.69,42.83,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,28.06,0,0,16.96,0,45.53,24.1,0,48.04,0,24.99,98.87,0,8.62,11.91,56.67,0,0,0,689.38,42.46,2.32,0,82.5,21.65,35.33,79.48,0,0,0,47.02,0

66,16:15-16:30,42.15,33.94,667.25,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.96,5.73,0,45,27.69,42.83,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,28.06,0,0,16.96,0,45.53,24.1,0,48.04,0,24.99,98.87,0,8.62,11.91,56.67,0,0,0,689.38,42.46,2.32,0,82.5,21.65,35.33,79.48,0,0,0,47.02,0

67,16:30-16:45,42.15,33.94,667.25,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.9,5.73,0,45,27.69,42.83,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,28.06,0,0,16.96,0,45.53,24.1,0,48.04,0,24.99,98.87,0,8.62,11.91,56.67,0,0,0,689.38,42.46,2.32,0,82.5,21.65,35.33,79.48,0,0,0,47.02,0

68,16:45-17:00,42.15,33.94,667.25,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.73,5.73,0,45,27.69,42.83,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,28.06,0,0,16.96,0,45.53,24.1,0,48.04,0,24.99,98.87,0,8.62,11.91,56.67,0,0,0,689.38,42.46,2.32,0,82.5,21.65,35.33,79.48,0,0,0,47.02,0

69,17:00-17:15,42.15,33.94,667.25,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.43,5.73,0,45,27.69,42.83,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,28.06,0,0,16.96,0,45.53,24.1,0,47.53,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,2.32,0,82.5,21.65,39.75,79.48,0,0,0,47.02,0

70,17:15-17:30,42.15,33.94,667.25,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.31,5.73,0,45,27.69,42.83,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,28.06,0,0,16.96,0,45.53,24.1,0,47.53,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,2.32,0,82.5,21.65,39.75,79.48,0,0,0,47.02,0

71,17:30-17:45,42.15,33.94,667.25,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,19.08,5.73,0,45,27.69,42.83,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,26.5,0,0,16.96,0,45.53,24.1,0,47.53,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,2.32,0,82.5,21.65,39.75,79.48,0,0,0,47.02,0

72,17:45-18:00,42.15,33.94,667.25,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,18.78,5.73,0,45,27.69,42.83,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,26.5,0,0,16.96,0,45.53,24.1,0,47.53,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,2.32,0,82.5,21.65,39.75,79.48,0,0,0,47.02,0

73,18:00-18:15,42.15,33.94,667.25,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,18.63,5.73,0,45,27.69,42.83,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,26.5,0,0,16.96,0,45.53,24.1,0,47.53,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,44.16,79.48,0,0,0,47.02,0

74,18:15-18:30,42.15,33.94,667.25,0,0,125.27,130.84,418.77,0,0,53.88,0,0,35.89,37.17,65.42,0,113.75,18.55,5.73,0,45,27.69,42.83,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,26.5,0,0,16.96,0,45.53,24.1,0,47.53,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689.38,42.46,4.64,0,82.5,21.65,44.16,79.48,0,0,0,47.02,0

75,18:30-18:45,42.15,33.94,474.84,0,0,125.27,130.84,418.77,0,0,53.88,0,0,42.93,37.17,65.42,0,113.75,18.49,5.73,0,45,27.69,42.83,0,0,0,5.67,12.22,0,0,3.22,102.75,19.56,47.12,175.79,0,0,24.06,0,0,26.5,0,0,16.96,0,45.53,24.1,0,47.28,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689,42.46,6.96,0,82.5,21.65,44.16,79.48,0,0,0,47.02,0

76,18:45-19:00,42.35,35.69,474.82,0,0,125.27,130.84,418.77,0,0,57.67,0,0,56.29,38.65,65.42,0,113.75,18.49,5.73,0,45,27.69,44.64,0,0,0,5.84,18.34,0,0,3.22,102.75,20.46,49.59,177.44,0,0,24.06,0,0,26.5,0,0,16.96,0,45.53,24.1,0,47.28,0,24.99,98.87,0,8.62,11.91,76.18,0,0,0,689,44.81,7.18,0,82.5,21.65,44.16,80,0,0,0,47.02,0

77,19:00-19:15,42.35,35.69,474.84,0,0,125.27,130.84,418.77,0,0,57.67,0,0,56.29,38.65,65.42,0,113.75,18.63,5.73,0,45,27.69,44.64,0,0,0,5.84,18.34,0,0,3.22,102.75,20.46,49.59,177.44,0,0,24.06,0,0,24.94,0,0,14.18,0,45.53,24.1,0,47.28,0,24.99,98.87,0,8.62,11.91,76.18,0,0,0,689,44.81,7.18,0,82.5,21.65,41.95,80,0,0,0,47.02,0

78,19:15-19:30,42.35,35.69,474.84,0,0,125.27,130.84,418.77,0,0,57.67,0,0,56.29,38.65,65.42,0,113.75,18.78,5.73,0,45,27.69,44.64,0,0,0,5.84,18.34,0,0,3.22,102.75,20.46,49.59,177.44,0,0,24.06,0,0,24.94,0,0,13.2,0,45.53,24.1,0,47.28,0,24.99,98.87,0,8.62,11.91,76.18,0,0,0,689,44.81,7.18,0,82.5,21.65,41.95,80,0,0,0,47.02,0

79,19:30-19:45,42.35,35.69,474.84,0,0,125.27,130.84,418.77,0,0,57.67,0,0,56.29,38.65,65.42,0,113.75,19.7,5.73,0,45,27.69,44.64,0,0,0,5.84,18.34,0,0,3.22,102.75,20.46,49.59,177.44,0,0,24.06,0,0,26.5,0,0,13.2,0,45.53,24.1,0,47.79,0,24.99,98.87,0,8.62,11.91,76.18,0,0,0,689,44.81,7.18,0,82.5,21.65,37.53,80,0,0,0,47.02,0

80,19:45-20:00,42.35,35.69,474.84,0,0,125.27,130.84,418.77,0,0,57.67,0,0,56.29,38.65,65.42,0,113.75,19.85,5.73,0,45,27.69,44.64,0,0,0,5.84,18.34,0,0,3.22,102.75,20.46,49.59,177.44,0,0,24.06,0,0,26.5,0,0,13.2,0,45.53,24.1,0,47.79,0,24.99,98.87,0,8.62,11.91,76.18,0,0,0,689,44.81,7.18,0,82.5,21.65,37.53,80,0,0,0,47.02,0

81,20:00-20:15,42.35,35.69,474.84,0,0,125.27,130.84,418.77,0,0,57.67,0,0,56.29,38.65,65.42,0,113.75,19.99,5.73,0,45,27.69,44.64,0,0,0,5.84,18.34,0,0,3.22,105.39,20.46,49.59,177.44,0,0,24.06,0,0,29.61,0,0,13.2,0,45.53,24.1,0,48.55,0,24.99,98.87,0,8.62,11.91,76.18,88.59,0,0,689,44.81,7.18,0,82.5,21.65,37.53,80,0,0,0,47.02,0

82,20:15-20:30,42.35,35.69,474.84,0,0,125.27,130.84,418.77,0,0,57.67,0,0,56.29,38.65,65.42,0,113.75,19.99,5.73,0,45,27.69,44.64,0,0,0,5.84,18.34,0,0,3.22,105.39,20.46,49.59,177.44,0,0,24.06,0,0,29.61,0,0,13.2,0,45.53,24.1,0,48.55,0,24.99,98.87,0,8.62,11.91,76.18,177.18,0,0,689,44.81,7.18,0,82.5,21.65,37.53,80,0,0,0,47.02,0

83,20:30-20:45,42.35,35.69,474.84,0,0,125.27,130.84,418.77,0,0,57.67,0,0,56.29,38.65,65.42,0,113.75,19.99,5.73,0,45,27.69,44.64,0,0,0,5.84,18.34,0,0,3.22,105.39,20.46,49.59,177.44,0,0,24.06,0,0,29.61,0,0,13.2,0,45.53,24.1,0,48.55,0,24.99,98.87,0,8.62,11.91,76.18,177.18,0,0,689,44.81,7.18,0,82.5,21.65,39.75,80,0,0,0,47.02,0

84,20:45-21:00,42.15,33.94,474.85,0,0,125.27,130.84,418.77,0,0,53.88,0,0,45.74,37.17,65.42,0,113.75,19.99,5.73,0,45,27.69,42.83,0,0,0,5.67,18.34,0,0,3.22,105.39,13.04,47.12,175.79,0,0,24.06,0,0,29.61,0,0,13.2,0,45.53,24.1,0,48.55,0,24.99,98.87,0,8.62,11.91,76.18,177.18,0,0,689,42.46,6.96,0,82.5,21.65,39.75,80,0,0,0,47.02,0

85,21:00-21:15,42.15,33.94,474.84,0,0,125.27,130.84,418.77,0,0,53.88,0,0,45.74,37.17,65.42,0,113.75,19.99,5.73,0,45,27.69,42.83,0,0,0,5.67,18.34,0,0,2.76,105.39,13.04,47.12,175.79,0,0,24.06,0,0,29.61,0,0,13.2,0,45.53,24.1,0,49.31,0,24.99,98.87,0,8.62,11.91,76.18,177.18,0,0,689,42.46,6.96,0,82.5,21.65,39.75,80,0,0,0,47.02,0

86,21:15-21:30,42.15,33.94,474.84,0,0,125.27,130.84,418.77,0,0,53.88,0,0,45.74,37.17,65.42,0,113.75,19.99,5.73,0,45,27.69,42.83,0,0,0,5.67,18.34,0,0,2.76,105.39,13.04,47.12,175.79,0,0,24.06,0,0,29.61,0,0,13.2,0,45.53,24.1,0,49.31,0,24.99,98.87,0,8.62,11.91,76.18,177.18,0,0,689,42.46,6.96,0,82.5,21.65,39.75,80,0,0,0,47.02,0

87,21:30-21:45,42.35,35.69,474.84,0,0,125.27,130.84,418.77,0,0,57.67,0,0,38.7,38.65,65.42,0,113.75,19.85,5.73,0,45,27.69,44.64,0,0,0,5.84,18.34,0,0,2.76,105.39,20.46,49.59,177.44,0,0,24.06,0,0,29.61,0,0,13.2,0,45.53,24.1,0,50.06,0,24.99,98.87,0,8.62,11.91,76.18,177.18,0,0,689,44.81,7.18,0,82.5,21.65,39.75,80,0,0,0,47.02,0

88,21:45-22:00,42.35,35.69,474.84,0,0,125.27,130.84,418.77,0,0,57.67,0,0,38.7,38.65,65.42,0,113.75,19.85,5.73,0,45,27.69,44.64,0,0,0,5.84,18.34,0,0,2.76,105.39,20.46,49.59,177.44,0,0,24.06,0,0,29.61,0,0,13.2,0,45.53,24.1,0,50.06,0,24.99,98.87,0,8.62,11.91,76.18,177.18,0,0,689,44.81,7.18,0,82.5,21.65,39.75,80,0,0,0,47.02,0

89,22:00-22:15,42.35,35.69,474.84,0,0,125.27,130.84,418.77,0,0,57.67,0,0,38.7,38.65,65.42,0,113.75,19.99,5.73,0,45,27.69,44.64,0,0,0,5.84,18.34,0,0,2.76,105.39,20.46,49.59,177.44,0,0,24.06,0,0,29.61,0,0,13.2,0,45.53,24.1,0,50.57,0,24.99,98.87,0,8.62,11.91,76.18,177.18,0,0,689,44.81,7.18,0,82.5,21.65,39.75,80,0,0,0,47.02,0

90,22:15-22:30,42.35,35.69,474.84,0,0,125.27,130.84,418.77,0,0,57.67,0,0,38.7,38.65,65.42,0,113.75,19.99,5.73,0,45,27.69,44.64,0,0,0,5.84,18.34,0,0,2.76,105.39,20.46,49.59,177.44,0,0,24.06,0,0,29.61,0,0,13.2,0,45.53,24.1,0,50.57,0,24.99,98.87,0,8.62,11.91,76.18,177.18,0,0,689,44.81,7.18,0,82.5,21.65,39.75,80,0,0,0,47.02,0

91,22:30-22:45,42.15,33.94,474.84,0,0,125.27,130.84,418.77,0,0,53.88,0,0,38.7,37.17,65.42,0,113.75,20.02,5.73,0,45,27.69,43.05,0,0,0,5.67,18.34,0,0,2.76,105.39,13.04,47.12,175.79,0,0,24.06,0,0,29.61,0,0,13.2,0,45.53,24.1,0,50.82,0,24.99,98.87,0,8.62,11.91,75.56,177.18,0,0,689,42.46,4.64,0,82.5,21.65,41.95,80.52,0,0,0,47.02,0

92,22:45-23:00,42.15,33.94,474.84,0,0,125.27,130.84,418.77,0,0,53.88,0,0,38.7,37.17,65.42,0,113.75,20.02,5.73,0,45,27.69,42.83,0,0,0,5.67,18.34,0,0,2.76,105.39,13.04,47.12,175.79,0,0,24.06,0,0,29.61,0,0,13.2,0,45.53,24.1,0,50.82,0,24.99,98.87,0,8.62,11.91,75.56,177.18,0,0,689,42.46,2.32,0,82.5,21.65,41.95,80.52,0,0,0,47.02,0

93,23:00-23:15,42.15,33.94,474.85,0,0,125.27,130.84,418.77,0,0,53.88,0,0,38.7,37.17,65.42,0,113.75,20.02,5.73,0,45,27.69,42.83,0,0,0,5.67,18.34,0,0,2.76,105.39,13.04,47.12,175.79,0,0,24.06,0,0,29.61,0,0,13.2,0,45.53,24.1,0,51.59,0,24.99,98.87,0,8.62,11.91,75.56,88.59,0,0,689,42.46,2.32,0,82.5,21.65,41.95,80.52,0,0,0,47.02,0

94,23:15-23:30,42.15,33.94,474.85,0,0,125.27,130.84,418.77,0,0,53.88,0,0,38.7,37.17,65.42,0,113.75,20.02,5.73,0,45,27.69,42.83,0,0,0,5.67,18.34,0,0,2.76,105.39,13.04,47.12,175.79,0,0,24.06,0,0,29.61,0,0,13.2,0,45.53,24.1,0,51.59,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689,42.46,2.32,0,82.5,21.65,41.95,80.52,0,0,0,47.02,0

95,23:30-23:45,42.15,33.94,474.84,0,0,125.27,130.84,418.77,0,0,53.88,0,0,38.7,37.17,65.42,0,113.75,20.02,5.73,0,45,27.69,42.83,0,0,0,5.67,18.34,0,0,2.76,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,13.2,0,45.53,24.1,0,51.84,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689,42.46,2.32,0,82.5,21.65,41.95,80.52,0,0,0,47.02,0

96,23:45-24:00,42.15,33.94,474.84,0,0,125.27,130.84,418.77,0,0,53.88,0,0,38.7,37.17,65.42,0,113.75,20.02,5.73,0,45,27.69,42.83,0,0,0,5.67,18.34,0,0,2.76,105.39,19.56,47.12,175.79,0,0,24.06,0,0,29.61,0,0,13.2,0,45.53,24.1,0,51.84,0,24.99,98.87,0,8.62,11.91,75.56,0,0,0,689,42.46,2.32,0,82.5,21.65,41.95,80.52,0,0,0,47.02,0

