Block,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01062024/30062024/R2,NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01062024/30062024/IEPL01,NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/01062024/30062024/APPCPL/180/F25/GNA/12300,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02012046/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_02,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/30092023/31122025/SH-07,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/30042040/GNA_LT_36,NR/01102023/14082046/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/31102037/L_NR_2019_11,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/30042040/GNA_LT_35,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16
6,01:15-01:30,31.290000,115.360000,48.240000,24.120000,9.780000,272.830000,30.880000,13.080000,0,13.66,14.16,24.120000,0.000000,24.120000,38.600000,67.540000,38.600000,30.62,0,261.970000,15.610000,0.000000,0,0,100.520000,7.980000,87.030000,0,0,0,24.120000,30.880000,24.660000,24.120000,0.000000,0,14.17,0.000000,0,36.33,0,9.750000,48.240000,36.33,0,42.5,0.000000,0,0,0

7,01:30-01:45,31.290000,115.360000,48.240000,24.120000,9.780000,272.830000,30.880000,13.080000,0,13.34,14.16,24.120000,0.000000,24.120000,38.600000,67.540000,38.600000,31.02,0,261.970000,15.610000,0.000000,0,0,100.520000,7.980000,87.030000,0,0,0,24.120000,30.880000,24.660000,24.120000,0.000000,0,14.17,0.000000,0,35,0,9.750000,48.240000,35,0,42.5,0.000000,0,0,0

8,01:45-02:00,31.290000,115.360000,48.240000,24.120000,9.780000,272.830000,30.880000,13.080000,0,13.34,14.16,24.120000,0.000000,24.120000,38.600000,67.540000,38.600000,31.82,0,261.970000,15.610000,0.000000,0,0,100.520000,7.980000,87.030000,0,0,0,24.120000,30.880000,24.660000,24.120000,0.000000,0,14.17,0.000000,0,34,0,9.750000,48.240000,34,0,42.5,0.000000,0,0,0

9,02:00-02:15,31.290000,115.360000,48.240000,24.120000,9.310000,272.830000,30.880000,12.990000,0,12.66,12.5,24.120000,0.000000,24.120000,38.600000,67.540000,38.600000,31.42,0,261.970000,15.610000,0.000000,0,0,100.520000,7.800000,87.030000,0,0,0,24.120000,30.880000,24.660000,24.120000,0.000000,0,12.5,0.000000,0,33.67,0,9.440000,48.240000,33.67,0,37.5,0.000000,0,0,0

10,02:15-02:30,31.290000,115.360000,48.240000,24.120000,9.310000,272.830000,30.880000,12.990000,0,12,12,24.120000,0.000000,24.120000,38.600000,67.540000,38.600000,30.62,0,261.970000,15.610000,0.000000,0,0,100.520000,7.800000,87.030000,0,0,0,24.120000,30.880000,24.660000,24.120000,0.000000,0,12,0.000000,0,21.67,0,9.440000,48.240000,21.67,0,36,0.000000,0,0,0

11,02:30-02:45,31.290000,115.360000,48.240000,24.120000,9.310000,272.830000,30.880000,12.990000,0,10.66,11.66,24.120000,0.000000,24.120000,38.600000,67.540000,38.600000,25.01,0,261.970000,15.610000,0.000000,0,0,100.520000,7.800000,87.030000,0,0,0,24.120000,30.880000,24.660000,24.120000,0.000000,0,11.67,0.000000,0,21.67,0,9.440000,48.240000,21.67,0,35,0.000000,0,0,0

12,02:45-03:00,31.290000,115.360000,48.240000,24.120000,9.310000,272.830000,30.880000,12.990000,0,10,11.5,24.120000,0.000000,24.120000,38.600000,67.540000,38.600000,24.61,0,261.970000,15.610000,0.000000,0,0,100.520000,7.800000,87.030000,0,0,0,24.120000,30.880000,24.660000,24.120000,0.000000,0,11.5,0.000000,0,21.33,0,9.440000,48.240000,21.33,0,34.5,0.000000,0,0,0

13,03:00-03:15,31.280000,115.360000,48.240000,24.120000,9.000000,272.830000,30.880000,12.800000,0,7.34,8.34,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,24.21,0,261.970000,7.660000,0.000000,0,0,100.520000,7.610000,87.030000,0,0,0,24.120000,30.880000,24.660000,24.120000,0.000000,0,8.33,0.000000,0,21,0,9.210000,48.240000,21,0,25,0.000000,0,0,0

14,03:15-03:30,31.280000,115.360000,48.240000,24.120000,9.000000,272.830000,30.880000,12.800000,0,7.34,8.34,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,23.81,0,261.970000,7.660000,0.000000,0,0,100.520000,7.610000,87.030000,0,0,0,24.120000,30.880000,24.660000,24.120000,0.000000,0,8.33,0.000000,0,20.67,0,9.210000,48.240000,20.67,0,25,0.000000,0,0,0

15,03:30-03:45,31.280000,115.360000,48.240000,24.120000,9.000000,272.830000,30.880000,12.800000,0,7.34,8.34,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,23.21,0,261.970000,7.660000,0.000000,0,0,100.520000,7.610000,87.030000,0,0,0,24.120000,30.880000,24.660000,24.120000,0.000000,0,8.33,0.000000,0,20,0,9.210000,48.240000,20,0,25,0.000000,0,0,0

16,03:45-04:00,31.280000,115.360000,48.240000,24.120000,9.000000,272.830000,30.880000,12.800000,0,7.34,8.34,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,22.41,0,261.970000,7.660000,0.000000,0,0,100.520000,7.610000,87.030000,0,0,0,24.120000,30.880000,24.660000,24.120000,0.000000,0,8.33,0.000000,0,19.33,0,9.210000,48.240000,19.33,0,25,0.000000,0,0,0

17,04:00-04:15,31.280000,115.360000,48.240000,24.120000,8.540000,272.830000,30.880000,12.620000,0,7.34,8.34,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,21.61,0,261.970000,7.660000,0.000000,0,0,100.520000,7.420000,87.030000,0,0,0,24.120000,30.880000,24.660000,24.120000,0.000000,0,8.33,0.000000,0,18.33,0,8.830000,48.240000,18.33,0,25,0.000000,0,0,0

18,04:15-04:30,31.280000,115.360000,48.240000,24.120000,8.540000,272.830000,30.880000,12.620000,0,7.34,8.34,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,20.8,0,261.970000,7.660000,0.000000,0,0,100.520000,7.420000,87.030000,0,0,0,24.120000,30.880000,24.660000,24.120000,0.000000,0,8.33,0.000000,0,18,0,8.830000,48.240000,18,0,25,0.000000,0,0,0

19,04:30-04:45,31.280000,115.360000,48.240000,24.120000,6.990000,272.830000,30.880000,12.620000,0,7.34,8.34,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,20,0,261.970000,7.660000,0.000000,0,0,100.520000,7.420000,87.030000,0,0,0,24.120000,30.880000,24.660000,24.120000,0.000000,0,8.33,0.000000,0,17.33,0,8.830000,48.240000,17.33,0,25,0.000000,0,0,0

20,04:45-05:00,31.280000,115.360000,48.240000,24.120000,7.760000,272.830000,30.880000,12.620000,0,7.34,8.34,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,19.2,0,261.970000,7.660000,0.000000,0,0,100.520000,7.420000,87.030000,0,0,0,24.120000,30.880000,24.660000,24.120000,0.000000,0,8.33,0.000000,0,16.67,0,8.830000,48.240000,16.67,0,25,0.000000,0,0,0

21,05:00-05:15,31.280000,115.360000,48.240000,24.120000,7.760000,272.830000,30.880000,12.440000,0,7.34,8.34,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,13.6,0,261.970000,7.660000,0.000000,0,0,100.520000,7.240000,87.030000,0,0,0,24.120000,30.880000,24.660000,24.120000,0.000000,0,8.33,0.000000,0,16.67,0,8.440000,48.240000,16.67,0,25,0.000000,0,0,0

22,05:15-05:30,31.280000,115.360000,48.240000,24.120000,7.760000,272.830000,30.880000,12.440000,0,7.34,8.34,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,13.2,0,261.970000,7.660000,0.000000,0,0,100.520000,7.240000,87.030000,0,0,0,24.120000,30.880000,24.660000,24.120000,0.000000,0,8.33,0.000000,0,16.67,0,8.440000,48.240000,16.67,0,25,0.000000,0,0,0

23,05:30-05:45,30.280000,115.360000,48.240000,24.120000,7.760000,272.830000,30.880000,12.440000,0,7.34,8,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,13,0,261.970000,7.660000,0.000000,0,0,100.520000,7.240000,87.030000,0,0,0,24.120000,30.880000,24.660000,24.120000,0.000000,0,8,0.000000,0,15,0,8.440000,48.240000,15,1.256847,24,0.000000,0,0,0

24,05:45-06:00,30.280000,115.360000,48.240000,24.120000,7.760000,272.830000,30.880000,12.440000,0,7.34,7.66,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,12.41,0,261.970000,7.660000,0.000000,0,0,100.520000,7.240000,87.030000,0,0.2,0.18,24.120000,30.880000,24.660000,24.120000,0.000000,0,7.67,0.000000,0,15,0,8.440000,48.240000,15,2.659839,23,0.000000,0.89,0.18,0

25,06:00-06:15,30.280000,115.360000,48.240000,24.120000,7.760000,272.830000,30.880000,12.340000,6.94,7.34,7.5,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,11.61,0,261.970000,7.660000,0.000000,0,1,100.520000,7.050000,87.030000,1,1,0.92,24.120000,30.880000,24.660000,24.120000,0.000000,0,7.5,0.000000,0,15,9.84,8.060000,48.240000,15,5.027388,22.5,0.000000,4.63,1.67,1

26,06:15-06:30,29.270000,115.360000,48.240000,24.120000,7.760000,272.830000,30.880000,12.340000,10.1,7.34,7.5,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,10.81,0,261.970000,7.660000,0.110000,1,4,100.520000,7.050000,87.030000,1,2,1.93,24.120000,30.880000,24.660000,24.120000,0.110000,0,7.5,0.000000,2,15.33,20.42,8.060000,48.240000,15.33,9.460453,22.5,0.110000,9.67,3.82,2

27,06:30-06:45,29.270000,115.360000,48.240000,24.120000,7.760000,272.830000,30.880000,12.340000,14.55,7.34,7.5,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,10.01,0,261.970000,7.660000,0.780000,3,7,100.520000,7.050000,87.030000,3,5,3.04,24.120000,30.880000,24.660000,24.120000,0.800000,0,7.5,0.000000,6,15.33,25.8,8.060000,48.240000,15.33,14.497584,22.5,0.780000,15.21,6.57,5

28,06:45-07:00,28.260000,115.360000,48.240000,24.120000,7.760000,272.830000,30.880000,12.340000,20.72,7.34,7.5,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,9.41,0,261.970000,7.660000,1.250000,4,14,100.520000,7.050000,87.030000,6,6,4.41,24.120000,30.880000,24.660000,24.120000,1.290000,0,7.5,0.000000,11,16,27.33,8.060000,48.240000,16,20.421328,22.5,1.250000,22.06,9.55,8

29,07:00-07:15,30.280000,115.360000,48.240000,24.120000,7.450000,272.830000,0.000000,12.250000,19.35,7.34,7.5,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,8.81,0,261.970000,7.660000,1.850000,5,21,100.520000,6.870000,87.030000,9,8,6.36,24.120000,30.880000,24.660000,24.120000,1.900000,0,7.5,0.000000,19.35,21.67,19.35,7.830000,48.240000,21.67,27.163484,22.5,1.850000,31.83,13.94,11

30,07:15-07:30,30.280000,115.360000,48.240000,24.120000,7.450000,272.830000,0.000000,12.250000,19.51,7.34,7.5,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,8.01,0,261.970000,3.860000,2.570000,8,35,100.520000,6.870000,87.030000,15,12.86,8.85,24.120000,30.880000,24.660000,24.120000,2.630000,0,7.5,0.000000,19.52,22,19.52,7.830000,48.240000,22,34.451248,22.5,2.570000,44.25,18.06,16

31,07:30-07:45,29.270000,115.360000,48.240000,24.120000,7.450000,272.830000,0.000000,12.250000,20.51,7.34,7.5,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,8.01,0,244.650000,3.860000,3.380000,12,49,96.990000,6.870000,63.280000,21,17,11.75,24.120000,30.880000,24.660000,24.120000,3.470000,0,7.5,0.000000,20.52,29.33,20.52,7.830000,48.240000,29.33,41.787727,22.5,3.380000,58.77,23.11,23

32,07:45:08:00,29.270000,115.360000,48.240000,24.120000,7.450000,272.830000,0.000000,12.250000,21.19,7.34,7.5,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,8.01,0,244.650000,3.860000,4.490000,15,63,96.990000,6.870000,63.280000,27,21,14.95,24.120000,30.880000,24.660000,24.120000,4.600000,0,7.5,0.000000,21.18,30.67,21.18,7.830000,48.240000,30.67,49.289837,22.5,4.490000,74.78,27.79,31

33,08:00-08:15,28.260000,66.190000,48.240000,24.120000,7.760000,231.580000,25.980000,12.070000,21.51,7.34,7.5,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,8.01,0,206.050000,3.860000,5.600000,18,77,96.990000,6.680000,57.600000,33,24,18.39,24.120000,25.980000,24.660000,24.120000,5.730000,0,7.5,0.000000,21.52,22.33,21.52,7.830000,48.240000,22.33,56.967321,22.5,5.600000,91.94,33.82,37

34,08:15-08:30,28.260000,66.190000,48.240000,24.120000,7.760000,231.580000,25.980000,12.070000,23.01,7.34,7.5,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,8.01,0,206.050000,3.860000,6.720000,22,91,96.990000,6.680000,57.600000,39,27,21.9,24.120000,25.980000,24.660000,24.120000,6.890000,0,7.5,0.000000,23.02,23,23.02,7.830000,48.240000,23,64.751978,22.5,6.720000,109.53,39.51,43

35,08:30-08:45,28.260000,66.190000,48.240000,24.120000,7.760000,192.980000,25.980000,12.070000,24.35,7.34,7.5,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,8.01,0,206.050000,3.860000,7.780000,25,105,96.990000,6.680000,57.600000,45,30,25.26,24.120000,25.980000,24.660000,24.120000,7.980000,0,7.5,0.000000,24.35,23.67,24.35,7.830000,48.240000,23.67,72.371004,22.5,7.780000,126.29,48.26,50

36,08:45:09:00,28.260000,66.190000,48.240000,24.120000,7.760000,192.980000,25.980000,12.070000,24.81,7.34,7.5,24.120000,0.000000,24.120000,38.600000,67.540000,0.000000,8.01,0,206.050000,3.860000,8.800000,28,119,96.990000,6.680000,57.600000,51,32,28.38,24.120000,25.980000,24.660000,24.120000,9.020000,0,7.5,0.000000,24.82,23.67,24.82,7.830000,48.240000,23.67,79.775684,22.5,8.800000,141.88,55.62,57

37,09:00:09:15,28.260000,66.190000,0.000000,24.120000,7.370000,192.980000,25.980000,11.890000,26.31,7.34,7.5,0.000000,0.000000,24.120000,0.000000,67.540000,0.000000,8.01,0,206.050000,3.860000,9.780000,31,137,96.990000,6.490000,57.600000,58,35,31.18,24.120000,25.980000,24.660000,24.120000,10.030000,0,7.5,0.000000,26.32,24.33,26.32,7.670000,0.000000,24.33,86.849102,22.5,9.780000,155.9,62.55,63

38,09:15-09:30,27.760000,66.190000,0.000000,24.120000,7.370000,192.980000,25.980000,11.890000,26.65,7.34,7.5,0.000000,0.000000,24.120000,0.000000,67.540000,0.000000,8.01,0,206.050000,3.860000,10.710000,34,147,100.520000,6.490000,57.600000,63,38,34,24.120000,25.980000,24.660000,24.120000,10.970000,0,7.5,0.000000,26.65,24.33,26.65,7.670000,0.000000,24.33,93.376912,22.5,10.710000,169.99,69.02,68

39,09:30-09:45,27.260000,66.190000,0.000000,24.120000,7.370000,192.980000,25.980000,11.890000,27.15,7.66,7.5,0.000000,0.000000,24.120000,0.000000,67.540000,0.000000,8.01,0,206.050000,3.860000,11.540000,36,158,100.520000,6.490000,57.600000,67,39,36.71,24.120000,25.980000,24.660000,24.120000,11.820000,0,7.5,0.000000,27.15,25.33,27.15,8.290000,0.000000,25.33,99.544231,22.5,11.540000,183.53,75.03,73

40,09:45-10:00,27.260000,66.190000,0.000000,24.120000,7.370000,192.980000,25.980000,11.890000,27.15,7.66,7.5,0.000000,0.000000,24.120000,0.000000,67.540000,0.000000,8.01,0,206.050000,3.860000,12.310000,39,168,100.520000,6.490000,57.600000,72,41,39.37,24.120000,25.980000,24.660000,24.120000,12.620000,0,7.5,0.000000,27.15,25.33,27.15,8.290000,0.000000,25.33,105.467975,22.5,12.310000,196.86,80.37,77

41,10:00-10:15,26.250000,66.190000,0.000000,0.000000,7.140000,231.580000,25.980000,11.790000,27.31,7.66,7.66,0.000000,0.000000,0.000000,0.000000,67.540000,0.000000,12.01,0,206.050000,3.860000,13.050000,40,179,100.520000,6.360000,57.600000,76,43,41.69,24.120000,25.980000,24.660000,0.000000,13.370000,0,7.67,0.000000,27.32,26,27.32,8.060000,0.000000,26,110.427162,23,13.050000,208.43,85,81

42,10:15-10:30,26.250000,66.190000,0.000000,0.000000,7.140000,272.830000,25.980000,11.790000,27.31,7.66,8,0.000000,0.000000,0.000000,0.000000,67.540000,0.000000,12.01,0,206.050000,3.860000,13.680000,42,186,100.520000,6.360000,57.600000,79,44,43.78,24.120000,25.980000,24.660000,0.000000,14.020000,0,8,0.000000,27.32,26.67,27.32,8.060000,0.000000,26.67,114.353591,24,13.680000,218.91,89.2,85

43,10:30-10:45,26.250000,66.190000,0.000000,0.000000,7.140000,272.830000,25.980000,11.790000,27.65,8,8.34,0.000000,0.000000,0.000000,0.000000,67.540000,0.000000,16.6,0,206.050000,3.860000,14.310000,44,189,100.520000,6.360000,57.600000,81,45,45.78,24.120000,25.980000,24.660000,0.000000,14.660000,0,8.33,0.000000,27.65,27.33,27.65,8.060000,0.000000,27.33,117.510323,25,14.310000,228.93,91.54,89

44,10:45-11:00,26.250000,66.190000,0.000000,0.000000,7.140000,272.830000,25.980000,11.790000,27.65,8.34,9.16,0.000000,0.000000,0.000000,0.000000,67.540000,0.000000,16.4,0,206.050000,3.860000,14.770000,47,193,100.520000,6.360000,57.600000,82,45,46.67,24.120000,25.980000,24.660000,0.000000,15.150000,0,9.17,0.000000,27.65,29,27.65,8.060000,0.000000,29,120.676798,27.5,14.770000,233.33,92.38,93

45,11:00-11:15,28.760000,66.190000,0.000000,0.000000,7.140000,272.830000,25.980000,11.690000,27.81,8.66,10,0.000000,0.000000,0.000000,0.000000,67.540000,0.000000,11.41,0,244.650000,3.860000,15.160000,47,193,100.520000,6.210000,57.600000,82,45,46.67,24.120000,25.980000,24.660000,0.000000,15.530000,0,10,0.000000,27.82,30.33,27.82,8.060000,0.000000,30.33,123.044347,30,15.160000,233.33,92.49,93

46,11:15-11:30,28.760000,66.190000,0.000000,0.000000,7.140000,272.830000,25.980000,11.690000,28.15,9.34,10.34,0.000000,0.000000,0.000000,0.000000,67.540000,0.000000,11.21,0,261.970000,3.860000,15.280000,47,193,100.520000,6.210000,57.600000,82,45,46.67,24.120000,25.980000,24.660000,0.000000,15.660000,0,10.33,0.000000,28.15,30.67,28.15,8.060000,0.000000,30.67,124.895517,31,15.280000,233.33,92.45,93

47,11:30-11:45,28.760000,66.190000,0.000000,0.000000,7.140000,272.830000,25.980000,11.690000,28.31,12.66,10.66,0.000000,0.000000,0.000000,0.000000,67.540000,0.000000,14,0,261.970000,3.860000,15.410000,47,193,100.520000,6.210000,57.600000,82,45,46.67,24.120000,25.980000,24.660000,0.000000,15.800000,0,10.67,0.000000,28.32,34,28.32,8.060000,0.000000,34,125.772387,32,15.410000,233.33,92.53,93

48,11:45-12:00,28.760000,66.190000,0.000000,0.000000,7.140000,272.830000,25.980000,11.690000,28.31,13.34,11,0.000000,0.000000,0.000000,0.000000,67.540000,0.000000,13.8,0,261.970000,3.860000,15.420000,47,193,100.520000,6.210000,57.600000,82,45,46.67,24.120000,25.980000,24.660000,0.000000,15.810000,0,11,0.000000,28.32,34.67,28.32,8.060000,0.000000,34.67,126.425168,33,15.420000,233.33,92.71,93

49,12:00-12:15,28.760000,66.190000,0.000000,0.000000,7.140000,272.830000,25.980000,11.610000,28.99,14,13.34,0.000000,0.000000,0.000000,0.000000,67.540000,0.000000,13.6,0,261.970000,7.660000,15.420000,47,193,100.520000,6.080000,57.600000,82,45,46.67,24.120000,25.980000,24.660000,0.000000,15.810000,0,13.33,0.000000,28.98,35.67,28.98,7.830000,0.000000,35.67,124.973461,40,15.420000,233.33,92.81,93

50,12:15-12:30,28.760000,66.190000,0.000000,0.000000,7.140000,272.830000,25.980000,11.610000,29.31,14.66,13.66,0.000000,0.000000,0.000000,0.000000,67.540000,0.000000,13.6,0,261.970000,7.660000,15.420000,47,193,100.520000,6.080000,63.280000,82,45,46.67,24.120000,25.980000,24.660000,0.000000,15.810000,0,13.67,0.000000,29.32,36.67,29.32,7.830000,0.000000,36.67,124.963718,41,15.420000,233.33,92.77,93

51,12:30-12:45,29.270000,66.190000,0.000000,0.000000,7.140000,272.830000,25.980000,11.610000,29.31,14.66,14.5,0.000000,0.000000,0.000000,0.000000,67.540000,0.000000,23.21,0,261.970000,7.660000,15.420000,47,193,100.520000,6.080000,63.280000,82,45,46.67,24.120000,25.980000,24.660000,0.000000,15.810000,0,14.5,0.000000,29.32,37.67,29.32,7.830000,0.000000,37.67,124.846802,43.5,15.420000,233.33,92.72,93

52,12:45-13:00,29.270000,66.190000,0.000000,0.000000,7.140000,272.830000,25.980000,11.610000,29.15,15.34,15.34,0.000000,0.000000,0.000000,0.000000,67.540000,0.000000,22.81,0,261.970000,7.660000,15.420000,47,193,100.520000,6.080000,63.280000,82,45,46.67,24.120000,25.980000,24.660000,0.000000,15.810000,0,15.33,0.000000,29.15,39.33,29.15,7.830000,0.000000,39.33,123.969932,46,15.420000,233.33,92.67,93

53,13:00-13:15,29.270000,66.190000,0.000000,0.000000,7.290000,272.830000,25.980000,11.510000,29.15,15.66,16,0.000000,0.000000,0.000000,0.000000,67.540000,0.000000,22.41,0,261.970000,7.660000,15.420000,47,193,100.520000,6.080000,63.280000,82,45,46.67,24.120000,25.980000,24.660000,0.000000,15.810000,0,16,0.000000,29.15,41.67,29.15,7.980000,0.000000,41.67,121.914159,48,15.420000,233.33,92.56,93

