Block,Time,NR/01072024/31072024/R2,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/31052040/LT-31,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/05012040/L_NR_2020_02,NR/12072024/12072024/IEX_240711_01497,NR/01072024/15072024/NR/01072024/15072024/717759,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01102023/22052037/LT-59,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/30092023/31122025/SH-07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,NR/01102023/14082046/L_NR_2021_16
1,00:00-00:15,20.470000,32.750000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,14.530000,5.920000,192.660000,163.760000,81.880000,261.540000,81.880000,31.290000,61.410000,10.380000,0.000000,0.000000,100.360000,10.580000,0.000000,86.890000,30.830000,115.150000,12.410000,30.830000,80,38.34,0,0,115,34.66,0,80,0,0,38.33,0,10,0,0,0,0,0,0,0,0

2,00:15-00:30,20.470000,32.750000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,14.530000,5.920000,192.660000,163.760000,81.880000,261.540000,81.880000,31.290000,61.410000,10.380000,0.000000,0.000000,100.360000,10.580000,0.000000,86.890000,30.830000,115.150000,12.410000,30.830000,80,38.34,0,0,115,35,0,80,0,0,38.33,0,10.2,0,0,0,0,0,0,0,0

3,00:30-00:45,20.470000,32.750000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,14.530000,6.020000,192.660000,163.760000,81.880000,261.540000,81.880000,31.290000,61.410000,10.380000,0.000000,0.000000,100.360000,9.960000,0.000000,86.890000,30.830000,115.150000,12.410000,30.830000,80,38.34,0,0,115,35,0,80,0,0,38.33,0,10.6,0,0,0,0,0,0,0,0

4,00:45-01:00,20.470000,32.750000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,14.530000,6.020000,192.660000,163.760000,81.880000,261.540000,81.880000,31.290000,61.410000,10.380000,0.000000,0.000000,100.360000,9.960000,0.000000,86.890000,30.830000,115.150000,12.410000,30.830000,80,38.34,0,0,115,35.34,0,80,0,0,38.33,0,10.8,0,0,0,0,0,0,0,0

5,01:00-01:15,20.470000,32.750000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,14.530000,5.890000,96.330000,163.760000,81.880000,261.540000,61.310000,31.290000,61.410000,10.380000,0.000000,0.000000,100.360000,9.880000,0.000000,86.890000,30.830000,115.150000,12.410000,30.830000,80,38.34,0,0,115,35.34,0,80,0,0,38.33,0,10.6,0,0,0,0,0,0,0,0

6,01:15-01:30,20.470000,32.750000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,14.530000,5.890000,96.330000,163.760000,81.880000,261.540000,61.310000,31.290000,61.410000,10.380000,0.000000,0.000000,100.360000,9.880000,0.000000,86.890000,30.830000,115.150000,12.410000,30.830000,80,38.34,0,0,115,35,0,80,0,0,38.33,0,10.8,0,0,0,0,0,0,0,0

7,01:30-01:45,20.470000,32.750000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,14.530000,5.890000,96.330000,163.760000,81.880000,261.540000,61.310000,31.290000,61.410000,10.380000,0.000000,0.000000,100.360000,9.880000,0.000000,86.890000,30.830000,115.150000,12.410000,30.830000,80,38.34,0,0,115,35,0,80,0,0,38.33,0,11,0,0,0,0,0,0,0,0

8,01:45-02:00,20.470000,32.750000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,14.530000,5.890000,96.330000,163.760000,81.880000,261.540000,61.310000,31.290000,61.410000,10.380000,0.000000,0.000000,100.360000,9.880000,0.000000,86.890000,30.830000,115.150000,12.410000,30.830000,80,38.34,0,0,115,34.34,0,80,0,0,38.33,0,11.2,0,0,0,0,0,0,0,0

9,02:00-02:15,20.470000,32.750000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,14.530000,5.740000,0.000000,163.760000,81.880000,261.540000,61.030000,31.290000,61.410000,10.230000,0.000000,0.000000,100.360000,9.730000,0.000000,86.890000,30.830000,115.150000,12.410000,30.830000,80,38.34,0,0,115,33.34,0,80,0,0,38.33,0,11.61,0,0,0,0,0,0,0,0

10,02:15-02:30,20.470000,32.750000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,14.530000,5.740000,0.000000,163.760000,81.880000,261.540000,61.030000,31.290000,61.410000,10.230000,0.000000,0.000000,100.360000,9.730000,0.000000,86.890000,30.830000,115.150000,12.410000,30.830000,80,38.34,0,0,115,33,0,80,0,0,38.33,0,12.01,0,0,0,0,0,0,0,0

11,02:30-02:45,20.470000,32.750000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,14.530000,5.740000,0.000000,163.760000,81.880000,261.540000,61.030000,31.290000,61.410000,10.230000,0.000000,0.000000,100.360000,9.730000,0.000000,86.890000,30.830000,115.150000,12.410000,18.840000,80,38.34,0,0,115,34.34,0,80,0,0,38.33,0,9,0,0,0,0,0,0,0,0

12,02:45-03:00,20.470000,32.750000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,14.530000,5.740000,0.000000,163.760000,81.880000,261.540000,61.030000,31.290000,61.410000,10.230000,0.000000,0.000000,100.360000,9.730000,0.000000,86.890000,30.830000,115.150000,12.410000,18.840000,80,38.34,0,0,115,34.34,0,80,0,0,38.33,0,9.2,0,0,0,0,0,0,0,0

13,03:00-03:15,20.470000,0.000000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,14.070000,5.610000,0.000000,163.760000,81.880000,261.540000,60.740000,31.290000,61.410000,10.080000,0.000000,0.000000,100.360000,9.580000,0.000000,86.890000,30.830000,115.150000,12.410000,18.840000,80,38.34,0,0,115,34.34,0,80,0,0,38.33,0,9.4,0,0,0,0,0,0,0,0

14,03:15-03:30,20.470000,0.000000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,14.070000,5.610000,0.000000,163.760000,81.880000,261.540000,60.740000,31.290000,61.410000,10.080000,0.000000,0.000000,100.360000,9.580000,0.000000,86.890000,30.830000,115.150000,12.410000,18.840000,80,38.34,0,0,115,34.34,0,80,0,0,38.33,0,9.4,0,0,0,0,0,0,0,0

15,03:30-03:45,20.470000,0.000000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,14.070000,5.610000,0.000000,163.760000,81.880000,261.540000,60.740000,31.290000,61.410000,10.080000,0.000000,0.000000,100.360000,9.580000,0.000000,86.890000,23.840000,115.150000,12.410000,23.840000,80,38.34,0,0,115,34.34,0,80,0,0,38.33,0,9.4,0,0,0,0,0,0,0,0

16,03:45-04:00,20.470000,0.000000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,14.070000,5.610000,0.000000,163.760000,81.880000,261.540000,60.740000,31.290000,61.410000,10.080000,0.000000,0.000000,100.360000,9.580000,0.000000,86.890000,23.840000,115.150000,12.410000,23.840000,80,38.34,0,0,115,34.34,0,80,0,0,38.33,0,9.4,0,0,0,0,0,0,0,0

17,04:00-04:15,20.470000,0.000000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,13.610000,5.460000,0.000000,163.760000,81.880000,236.970000,60.740000,31.290000,61.410000,8.910000,0.000000,0.000000,100.360000,9.420000,0.000000,86.890000,23.840000,115.150000,12.410000,23.840000,80,38.34,0,0,115,34.34,0,80,0,0,38.33,0,9.4,0,0,0,0,0,0,0,0

18,04:15-04:30,20.470000,0.000000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,13.610000,5.460000,0.000000,163.760000,81.880000,236.970000,60.740000,31.290000,61.410000,8.910000,0.000000,0.000000,100.360000,9.420000,0.000000,86.890000,23.840000,115.150000,12.410000,23.840000,80,38.34,0,0,115,34.34,0,80,0,0,38.33,0,9.2,0,0,0,0,0,0,0,0

19,04:30-04:45,20.470000,0.000000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,13.610000,5.460000,0.000000,163.760000,81.880000,236.970000,60.740000,31.290000,61.410000,8.910000,0.000000,0.000000,100.360000,9.420000,0.000000,86.890000,23.840000,115.150000,12.410000,23.840000,80,35.84,0,0,107.5,31.66,0,80,0,0,35.83,0,8.81,0,0,0,0,0,0,0,0

20,04:45-05:00,20.470000,0.000000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,13.610000,5.460000,0.000000,163.760000,81.880000,236.970000,60.740000,31.290000,61.410000,8.910000,0.000000,0.000000,100.360000,9.420000,0.000000,86.890000,23.840000,115.150000,12.410000,23.840000,80,36,0,0,108,31.66,0,80,0,0,36,0,8.41,0,0,0,0,0,0,0,0

21,05:00-05:15,20.470000,0.000000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,12.690000,5.280000,0.000000,163.760000,81.880000,236.970000,60.740000,31.290000,61.410000,8.680000,0.000000,0.000000,100.360000,9.190000,0.000000,86.890000,30.830000,115.150000,12.410000,23.220000,83.33,36.16,0,0,108.5,31.66,0,83.33,0,0,36.17,0,8.01,0,0,0,0,0,0,0,0

22,05:15-05:30,20.470000,0.000000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,12.690000,5.280000,0.000000,163.760000,81.880000,236.970000,60.740000,31.290000,61.410000,8.680000,0.000000,0.000000,100.360000,9.190000,0.000000,86.890000,30.830000,115.150000,12.410000,23.220000,83.33,36.34,0,0,109,31.66,0,83.33,0,0,36.33,0,7.81,0,0,0,0,0,0,0,0

23,05:30-05:45,20.470000,0.000000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,12.690000,5.280000,0.000000,163.760000,81.880000,236.970000,60.740000,30.280000,61.410000,8.680000,0.000000,0.000000,100.360000,9.190000,0.000000,76.380000,30.830000,115.150000,12.410000,6.700000,83.33,36.66,0,0,110,31.66,0,83.33,0,0,36.67,0,8.01,0,0,0,0,0,0,0,0

