Block,Time,NR/01072024/31072024/R2,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/31052040/LT-31,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/05012040/L_NR_2020_02,NR/12072024/12072024/IEX_240711_01497,NR/01072024/15072024/NR/01072024/15072024/717759,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01102023/22052037/LT-59,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/30092023/31122025/SH-07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,NR/01102023/14082046/L_NR_2021_16
24,05:45-06:00,20.470000,0.000000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,12.690000,5.280000,0.000000,163.760000,81.880000,236.970000,60.740000,30.280000,61.410000,8.680000,0.000000,0.000000,100.360000,9.190000,0.000000,76.380000,30.830000,115.150000,12.410000,6.700000,83.33,37,0,0.2,111,31.66,0,83.33,1.28,0,37,0.26,8.01,1.033182,0,0,0,0,0,0,0

25,06:00-06:15,20.470000,0.000000,0.000000,15.590000,0.000000,15.520000,132.160000,0.000000,9.930000,5.140000,0.000000,163.760000,81.880000,236.970000,60.740000,30.280000,61.410000,8.530000,0.000000,0.000000,100.360000,9.050000,0.000000,76.380000,30.830000,115.150000,12.410000,6.700000,83.33,37.16,1,1,111.5,31.66,0,83.33,2.25,1,37.17,0.45,8.01,3.528414,10.42,0,0.94,0,1,6.25,0

26,06:15-06:30,20.470000,0.000000,0.190000,15.590000,0.000000,15.520000,132.160000,0.200000,9.930000,5.140000,0.000000,163.760000,81.880000,236.970000,60.740000,30.280000,61.410000,8.530000,0.000000,0.190000,100.360000,9.050000,0.000000,76.380000,30.830000,115.150000,12.410000,6.700000,83.33,37.34,4,2,112,31.66,1,83.33,4.74,1,37.33,0.95,8.01,8.18748,16.31,0,3.31,2,2,9.09,0

27,06:30-06:45,20.470000,0.000000,0.580000,15.590000,0.000000,15.520000,132.160000,0.600000,9.930000,5.140000,0.000000,163.760000,81.880000,236.970000,60.740000,30.280000,61.410000,8.530000,0.000000,0.580000,100.360000,9.050000,0.000000,76.380000,30.830000,115.150000,12.410000,6.700000,83.33,37.5,7,5,112.5,31.66,3,83.33,9.57,3,37.5,1.91,8.01,13.704282,23.46,0,5.32,5,5,13.1,0

28,06:45-07:00,20.470000,0.000000,0.920000,15.590000,0.000000,15.520000,132.160000,0.950000,9.930000,5.140000,0.000000,163.760000,81.880000,236.970000,60.740000,30.280000,61.410000,8.530000,0.000000,0.920000,100.360000,9.050000,0.000000,76.380000,30.830000,115.150000,12.410000,6.700000,83.33,38,14,6,114,32,4,83.33,16.3,6,38,3.26,8.01,20.195784,31.69,0,7.98,9,8,22.03,0

29,07:00-07:15,20.470000,0.000000,1.350000,15.590000,0.000000,15.520000,132.160000,1.380000,9.930000,5.000000,0.000000,163.760000,81.880000,208.790000,61.600000,30.280000,61.410000,8.370000,0.000000,1.350000,71.460000,8.740000,0.000000,57.510000,30.830000,66.070000,12.410000,24.910000,83.33,36.66,21,7,110,28.66,5,83.33,24.05,9,36.67,4.81,12.61,27.301347,33,0,11.95,16,11,33,0

30,07:15-07:30,20.470000,0.000000,1.840000,15.590000,0.000000,15.520000,132.160000,1.890000,9.930000,5.000000,0.000000,163.760000,81.880000,208.790000,61.600000,30.280000,61.410000,8.370000,0.000000,1.840000,52.980000,8.740000,0.000000,57.510000,30.830000,66.070000,12.410000,24.910000,83.33,36.66,35,10.5,110,29,8,83.33,33.32,15,36.67,6.66,12.61,34.426404,33,0,17.22,26,16,33,0

31,07:30-07:45,20.470000,0.000000,2.420000,7.370000,0.000000,15.520000,132.160000,2.480000,9.930000,5.000000,0.000000,163.760000,81.880000,188.450000,61.600000,30.280000,61.410000,8.370000,0.000000,2.420000,52.980000,8.430000,0.000000,57.510000,30.830000,66.070000,12.410000,25.360000,80,35,42,14.5,105,29.34,10,80,44.31,18,35,8.86,12.61,41.541714,33,0,16.67,33,20,33,0

32,07:45:08:00,20.470000,0.000000,3.320000,3.710000,0.000000,15.520000,132.160000,3.410000,9.930000,5.000000,0.000000,163.760000,81.880000,159.550000,61.600000,30.280000,61.410000,8.370000,0.000000,3.320000,52.980000,8.430000,0.000000,57.510000,30.830000,66.070000,12.410000,25.360000,80,35.34,53,17.5,106,29.66,13,80,55.83,22,35.33,11.16,12.41,48.384108,33,0,18.34,33,27,33,0

33,08:00-08:15,0.000000,0.000000,4.260000,3.710000,0.000000,15.520000,112.710000,4.360000,9.930000,4.860000,0.000000,0.000000,0.000000,110.780000,0.000000,29.270000,0.000000,6.970000,0.000000,4.260000,52.980000,8.270000,0.000000,57.510000,30.830000,66.070000,12.410000,25.360000,80,35.84,67,21.5,107.5,30,15,80,78.9,28,35.83,15.78,12.21,55.197261,33,0,23,33,30,33,0

34,08:15-08:30,0.000000,0.000000,5.200000,3.710000,0.000000,15.520000,93.440000,5.330000,9.930000,4.860000,0.000000,0.000000,0.000000,110.780000,0.000000,29.270000,0.000000,6.970000,0.000000,5.200000,52.980000,8.270000,0.000000,57.510000,30.830000,66.070000,12.410000,25.360000,80,36.16,81,24.5,108.5,30.66,17,80,94.78,34,36.17,18.95,12.01,61.932438,33,0,30,33,36,33,0

35,08:30-08:45,0.000000,0.000000,6.160000,3.710000,0.000000,15.520000,74.910000,6.310000,9.930000,4.860000,0.000000,0.000000,0.000000,110.780000,0.000000,29.270000,0.000000,7.590000,0.000000,6.160000,52.980000,8.270000,0.000000,57.510000,25.920000,70.220000,12.410000,25.360000,80,36.5,90,27,109.5,31,19,80,109.95,38,36.5,21.99,11.81,67.907349,33,0,37,33,41,33,0

36,08:45:09:00,0.000000,0.000000,7.050000,3.710000,0.000000,15.520000,74.910000,7.230000,9.930000,4.860000,0.000000,0.000000,0.000000,110.780000,0.000000,30.280000,0.000000,7.590000,0.000000,7.050000,52.980000,8.270000,0.000000,57.510000,25.920000,70.220000,12.410000,25.360000,80,36.84,102,29,110.5,31.66,23,80,125.16,43,36.83,25.03,11.61,73.521621,33,0,43,33,47,33,0

37,09:00:09:15,0.000000,0.000000,7.870000,3.710000,0.000000,15.520000,74.910000,8.070000,13.150000,4.720000,0.000000,0.000000,0.000000,110.780000,0.000000,28.250000,0.000000,7.590000,0.000000,7.870000,52.980000,8.270000,0.000000,57.510000,25.920000,70.220000,12.410000,25.360000,80,37,115,30.5,111,32,26,80,141.19,49,37,28.24,11.61,65.772756,33,0,48,33,54,33,0

38,09:15-09:30,0.000000,0.000000,8.640000,3.710000,0.000000,15.520000,74.910000,8.860000,13.150000,4.720000,0.000000,0.000000,0.000000,110.780000,0.000000,28.250000,0.000000,7.590000,0.000000,8.640000,52.980000,8.270000,0.000000,57.510000,25.920000,70.220000,12.410000,25.360000,80,37.16,126,32.5,111.5,32.34,29,80,158.62,54,37.17,31.72,11.61,70.295364,33,0,54,33,61,33,0

39,09:30-09:45,0.000000,0.000000,9.350000,3.710000,0.000000,15.520000,74.910000,9.580000,13.150000,4.720000,0.000000,0.000000,0.000000,117.520000,0.000000,28.250000,0.000000,7.590000,0.000000,9.350000,52.980000,8.270000,0.000000,57.510000,25.920000,70.220000,12.410000,25.360000,80,37.5,137,37.5,112.5,32.34,30,80,174.59,58,37.5,34.92,11.61,75.83166,33,0,60,33,63,33,0

40,09:45-10:00,0.000000,0.000000,10.000000,3.710000,0.000000,15.520000,93.440000,10.250000,13.150000,4.720000,0.000000,0.000000,0.000000,119.450000,0.000000,29.270000,0.000000,7.590000,0.000000,10.000000,52.980000,8.270000,0.000000,57.510000,25.920000,70.220000,12.410000,25.360000,80,37.84,147,37.5,113.5,32.66,33,80,189.23,63,37.83,37.85,11.61,81.260739,33,0,65,33,69,33,0

41,10:00-10:15,0.000000,0.000000,11.120000,3.710000,0.000000,15.520000,112.710000,11.390000,13.150000,4.630000,0.000000,0.000000,0.000000,135.830000,0.000000,29.270000,0.000000,7.360000,0.000000,11.120000,52.980000,8.040000,0.000000,57.510000,25.920000,70.220000,12.410000,25.360000,80,38.16,158,39.5,114.5,35,35,80,171.66,67,38.17,34.33,11.41,86.884758,33,0,68,33,73,33,0

42,10:15-10:30,0.000000,0.000000,11.760000,3.710000,0.000000,15.520000,132.160000,12.050000,13.150000,4.630000,0.000000,0.000000,0.000000,138.720000,0.000000,30.280000,0.000000,7.360000,0.000000,11.760000,52.980000,8.040000,0.000000,57.510000,25.920000,70.220000,12.410000,25.360000,80,38.34,168,41.5,115,35,38,80,180.88,72,38.33,36.17,10.81,92.723211,33,0,72,33,78,33,0

43,10:30-10:45,0.000000,0.000000,12.450000,3.710000,0.000000,15.520000,132.160000,12.760000,13.150000,4.630000,0.000000,0.000000,0.000000,145.460000,0.000000,30.280000,0.000000,7.360000,0.000000,12.450000,52.980000,8.040000,0.000000,57.510000,25.920000,70.220000,12.410000,25.360000,80,38.34,175,42.5,115,35,39,80,188.96,75,38.33,37.79,10.81,99.185472,33,0,77,33,82,33,0

44,10:45-11:00,0.000000,0.000000,13.160000,3.710000,0.000000,15.520000,148.350000,13.490000,13.150000,4.630000,0.000000,0.000000,0.000000,166.650000,0.000000,30.280000,0.000000,7.360000,0.000000,13.160000,52.980000,8.040000,0.000000,57.510000,25.920000,70.220000,12.410000,25.360000,80,38.34,179,43,115,36,41,80,195.74,76,38.33,39.15,10.61,101.281077,33,0,80,33,86,33,0

45,11:00-11:15,0.000000,0.000000,13.550000,3.710000,0.000000,15.520000,156.050000,13.890000,13.150000,4.540000,0.000000,0.000000,0.000000,139.680000,0.000000,29.270000,0.000000,7.360000,0.000000,13.550000,52.980000,8.040000,0.000000,57.510000,25.920000,70.220000,12.410000,25.360000,80,38.34,179,44.5,115,36.66,43,80,201.13,76,38.33,40.22,10.61,103.171995,33,0,83,33,89,33,0

46,11:15-11:30,0.000000,0.000000,15.190000,3.710000,0.000000,15.520000,163.760000,15.580000,13.150000,4.540000,0.000000,0.000000,0.000000,166.600000,0.000000,29.270000,0.000000,7.360000,0.000000,15.190000,52.980000,8.040000,0.000000,57.510000,25.920000,70.220000,12.410000,25.360000,80,38.34,179,44.5,115,37.34,43,80,204.88,76,38.33,40.97,10.61,104.673033,33,0,84,33,89,33,0

47,11:30-11:45,0.000000,0.000000,15.480000,3.710000,0.000000,15.520000,171.470000,15.870000,13.150000,4.540000,0.000000,0.000000,0.000000,166.600000,0.000000,29.270000,0.000000,7.740000,0.000000,15.480000,52.980000,8.040000,0.000000,57.510000,25.920000,70.220000,12.410000,25.920000,80,38.34,179,43.5,115,37.66,43,80,207.13,76,38.33,41.42,9.01,109.488051,33,0,85,33,89,33,0

48,11:45-12:00,0.000000,0.000000,15.550000,3.710000,0.000000,15.520000,179.170000,15.940000,13.150000,4.540000,0.000000,0.000000,0.000000,166.600000,0.000000,29.270000,0.000000,7.740000,0.000000,15.550000,52.980000,8.040000,0.000000,57.510000,25.920000,70.220000,12.410000,25.920000,80,38.34,179,44,115,38,43,80,208.24,76,38.33,41.65,9.01,113.766984,33,0,85,33,89,33,0

49,12:00-12:15,0.000000,0.000000,15.630000,3.710000,0.000000,15.520000,186.880000,16.020000,12.690000,4.540000,0.000000,0.000000,0.000000,139.680000,0.000000,29.270000,0.000000,7.740000,0.000000,15.630000,52.980000,8.040000,0.000000,57.510000,25.920000,66.070000,12.410000,25.920000,80,38.34,179,45,115,38.34,43,80,208.7,76,38.33,41.74,9.21,132.412995,33,0,87,33,89,33,0

50,12:15-12:30,0.000000,0.000000,15.690000,3.710000,0.000000,15.520000,194.590000,16.080000,12.690000,4.540000,0.000000,0.000000,0.000000,139.680000,0.000000,29.270000,0.000000,7.740000,0.000000,15.690000,52.980000,8.040000,0.000000,57.510000,25.920000,66.070000,12.410000,25.920000,80,38.34,179,45,115,39.34,43,80,208.78,76,38.33,41.75,9.21,134.138214,33,0,87,33,89,33,0

51,12:30-12:45,0.000000,0.000000,15.650000,3.710000,0.000000,15.520000,204.220000,16.040000,12.690000,4.540000,0.000000,0.000000,0.000000,139.680000,0.000000,29.270000,0.000000,7.740000,0.000000,15.650000,52.980000,8.040000,0.000000,57.510000,25.920000,66.070000,12.410000,25.920000,85,38.34,179,45,115,39.66,43,85,208.79,76,38.33,41.76,9.41,125.687565,33,0,88,33,89,33,0

52,12:45-13:00,0.000000,0.000000,15.620000,3.710000,0.000000,15.520000,212.890000,16.020000,12.690000,4.540000,0.000000,0.000000,0.000000,139.680000,0.000000,31.290000,0.000000,7.740000,0.000000,15.620000,52.980000,8.040000,0.000000,57.510000,25.920000,66.070000,12.410000,25.920000,85,38.34,179,44,115,40,43,85,208.77,76,38.33,41.75,9.21,116.57412,33,0,88,33,89,33,0

53,13:00-13:15,0.000000,0.000000,15.560000,3.710000,0.000000,15.520000,192.660000,15.950000,12.690000,4.630000,0.000000,0.000000,0.000000,110.780000,0.000000,31.290000,0.000000,8.140000,0.000000,15.560000,52.980000,8.430000,0.000000,57.510000,25.920000,70.220000,12.410000,25.920000,85,38.34,179,44,115,40.34,43,85,208.73,76,38.33,41.75,9.61,105.998625,33,0,88,33,89,33,0

54,13:15-13:30,0.000000,0.000000,15.450000,3.710000,0.000000,15.520000,173.390000,15.830000,12.690000,4.630000,0.000000,0.000000,0.000000,110.780000,0.000000,31.290000,0.000000,8.140000,0.000000,15.450000,52.980000,8.430000,0.000000,57.510000,25.920000,70.220000,12.410000,25.920000,85,38.34,179,44,115,40.66,43,85,208.69,76,38.33,41.74,9.81,94.35096,33,0,87,33,89,33,0

55,13:30-13:45,0.000000,0.000000,15.170000,3.710000,0.000000,15.520000,173.390000,15.550000,12.690000,4.630000,0.000000,0.000000,0.000000,110.780000,0.000000,31.290000,0.000000,8.140000,0.000000,15.170000,52.980000,8.430000,0.000000,57.510000,25.920000,70.220000,12.410000,25.920000,85,40.34,179,43.5,121,40.66,43,85,208.32,76,40.33,41.66,9.81,83.882682,33,0,87,33,89,33,0

56,13:45-14:00,0.000000,0.000000,14.890000,3.710000,0.000000,15.520000,192.660000,15.260000,12.690000,4.630000,0.000000,0.000000,0.000000,139.680000,0.000000,31.290000,0.000000,8.140000,0.000000,14.890000,52.980000,8.430000,0.000000,57.510000,25.920000,70.220000,12.410000,25.920000,85,40.34,179,43.5,121,40.66,42,85,207.37,76,40.33,41.47,10.61,87.342867,33,0,87,33,88,33,0

