Block,Time Block,JHAJJAR,FSTPP I & II,DULHASTI,KGSU3AND4,KGSU1AND2,DHAULIGNGA,NNTPP,NLCTS2EXP,CHAMERA1,BSIUL,BRBCL,CHAMERA3,DADRT2,CHAMERA2,NLCIIST2,UNCHAHAR4,VALLURNTECL,ANTA_GF,URI2,UNCHAHAR3,ANTA_CRF,UNCHAHAR2,URI,ANTA_LF,TEHRIPSP,TANAKPUR,TALST2,SIMHST1,SINGRAULI_HYDRO,TEHRI,TALA,SIMHST2,SEWA2,TANDA2,SINGRAULI,TelanganaSTPP,UNCHAHAR1,MAPS,NLCEXP,NJPC,NLCIIST1,NAPP,SASAN,RIHAND1,RSTPSU1TO6,RAPPD,SALAL,RIHAND3,RSTPSU7,RIHAND2,KUDGI,RAPPC,RAPPB,KOTESHWR,KKNPPU2,KOLDAM,KKNP,NTPL,PARBATI3,PARBATI2,RAMPUR,KISHANGANGA,KHSTPP-II,KHSTPP-I,AURY_GF,DADRI_CRF,AURY_CRF,DADRI_RF,AURY_RF,ANTA_RF,AURY_LF,DADRI_LF,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,237.07,12.99,51.71,0,0,40.75,0,0,40.46,18.77,18.42,32.58,4.94,45.23,0,0.59,0,0,29.92,15.44,0,28.79,31.79,0,0,11.43,0,0,0,71.93,17.63,0,17.6,5.33,109.18,0,12.86,0,0,168.72,0,23.26,334.95,94.37,0,23.17,81.42,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,237.07,12.99,51.71,0,0,40.75,0,0,40.46,18.77,18.21,32.58,4.94,45.23,0,0.59,0,0,29.92,15.44,0,28.79,31.79,0,0,11.43,0,0,0,71.93,17.63,0,17.6,5.33,109.18,0,12.86,0,0,168.72,0,23.26,334.95,94.37,0,23.17,81.42,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,237.07,12.99,51.71,0,0,40.75,0,0,40.46,18.77,18.55,32.58,4.94,45.23,0,0.59,0,0,26.93,15.44,0,28.79,29.67,0,0,11.43,0,0,0,71.93,17.63,0,17.6,5.33,109.18,0,12.86,0,0,168.72,0,23.26,334.95,94.37,0,23.17,81.42,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,237.07,12.99,51.71,0,0,40.75,0,0,40.46,18.77,19.49,32.58,4.94,45.23,0,0.59,0,0,26.93,15.44,0,28.79,29.67,0,0,11.43,0,0,0,71.93,17.63,0,17.6,5.33,109.18,0,12.86,0,0,168.72,0,23.26,334.95,94.37,0,23.17,81.42,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,237.07,16.78,51.71,0,0,40.75,0,0,40.46,18.77,18.79,32.58,4.94,45.23,0,1.46,0,0,26.93,18.87,0,30.71,29.67,0,0,11.43,0,0,0,71.93,17.63,0,17.6,5.33,109.18,0,14.44,0,0,168.72,0,23.26,334.95,94.37,0,23.17,81.42,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,12.15,5.44,4.45,90.72,42.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,237.07,16.78,51.71,0,0,40.75,0,0,40.46,18.77,19.17,32.58,4.94,45.23,0,1.46,0,0,26.93,18.87,0,30.71,29.67,0,0,11.43,0,0,0,71.93,17.63,0,17.6,5.33,109.18,0,14.44,0,0,168.72,0,23.26,334.95,94.37,0,23.17,81.42,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,238.66,16.78,51.71,0,0,40.75,0,0,40.46,18.77,18.95,32.58,52.93,45.23,0,1.46,0,0,23.94,18.87,0,30.71,33.91,0,0,11.43,0,0,0,71.93,17.63,0,17.6,5.33,109.18,0,14.44,0,0,168.72,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,238.66,16.78,51.71,0,0,40.75,0,0,40.46,18.77,18.05,32.58,100.92,45.23,0,1.46,0,0,23.94,18.87,0,30.71,33.91,0,0,11.43,0,0,0,71.93,17.63,0,17.6,5.33,109.18,0,14.44,0,0,168.72,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,238.66,16.78,51.71,0,0,40.75,0,0,40.46,18.77,16.78,32.58,148.91,45.23,0,1.46,0,0,23.94,22.42,0,36.25,42.38,0,0,11.43,0,0,0,71.93,17.78,0,17.6,5.33,109.18,0,17.61,0,0,168.72,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,238.66,16.78,51.71,0,0,40.75,0,0,40.46,18.77,20.22,32.58,148.91,45.23,0,1.46,0,0,23.94,22.42,0,36.25,42.38,0,0,11.43,0,0,0,71.93,17.78,0,17.6,5.33,109.18,0,17.61,0,0,168.72,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,238.66,16.78,51.71,0,0,40.75,0,0,40.46,18.77,22.71,32.58,218.5,45.23,0,1.46,0,0,23.94,22.42,0,36.25,33.91,0,0,11.43,0,0,0,71.93,15.38,0,17.6,5.33,109.18,0,17.61,0,0,168.72,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,238.66,16.78,51.71,0,0,40.75,0,0,40.46,18.77,19.87,32.58,326.48,45.23,0,1.46,0,0,23.94,22.42,0,36.25,33.91,0,0,11.43,0,0,0,71.93,15.38,0,17.6,5.33,109.18,0,17.61,0,0,168.72,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,281.93,17.97,51.71,0,0,40.75,0,0,40.46,18.77,17.52,32.58,332.23,45.23,0,1.46,0,0,23.94,22.42,0,36.25,42.38,0,0,11.43,0,0,0,71.93,15.29,0,17.6,5.33,109.18,0,17.61,0,0,168.72,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,281.93,19.14,51.71,0,0,40.75,0,0,40.46,18.77,16.72,32.58,332.23,45.23,0,1.46,0,0,23.94,22.42,0,36.25,42.38,0,0,11.43,0,0,0,71.93,15.29,0,17.6,5.33,109.18,0,17.61,0,0,168.72,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,12.15,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,281.93,19.14,51.71,0,0,40.75,0,0,40.46,18.77,15.65,32.58,380.22,45.23,0,1.46,0,0,23.94,22.42,0,36.25,41.32,0,0,11.43,0,0,0,71.93,15.24,0,17.6,5.33,109.18,0,17.61,0,0,168.72,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,27.02,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,281.93,19.14,51.71,0,0,40.75,0,0,40.46,18.77,16.84,32.58,380.22,45.23,0,1.46,0,0,23.94,25.91,0,41.86,41.32,0,0,11.43,0,0,0,71.93,15.24,0,17.6,5.33,109.18,0,17.61,0,0,168.72,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.39,27.02,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,281.93,19.14,51.71,0,0,40.75,0,0,40.46,18.77,22.08,32.58,428.21,45.23,0,1.46,0,0,23.94,22.42,0,36.25,41.32,0,0,11.43,0,0,0,71.93,15.52,0,17.6,5.33,109.18,0,17.61,0,0,168.72,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.53,27.02,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,281.93,19.14,51.71,0,0,40.75,0,0,40.46,18.77,20.65,32.58,428.21,45.23,0,1.46,0,0,23.94,25.91,0,41.86,41.32,0,0,11.43,0,0,0,71.93,15.52,0,17.6,5.33,109.18,0,20.33,0,0,168.72,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.53,27.02,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,339.52,19.14,51.71,0,0,40.75,0,0,40.46,18.77,21.13,32.58,476.2,45.23,0,1.46,0,0,23.94,25.91,0,41.86,41.32,0,0,11.43,0,0,0,71.93,15.24,0,17.6,5.33,109.18,0,20.38,0,0,168.72,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.53,27.02,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,397.11,19.14,51.71,0,0,40.75,0,0,40.46,18.77,21.85,32.58,556.83,45.23,0,1.46,0,0,23.94,25.91,0,41.86,41.32,0,0,11.43,0,0,0,71.93,14.95,0,17.6,2.91,109.18,0,20.38,0,0,168.72,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.53,27.02,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,455.72,19.14,51.71,0,0,40.75,0,0,40.46,18.77,21.76,32.58,657.61,45.23,0,2.52,0,0,23.94,26.58,0,43.19,41.32,0,0,11.43,0,0,0,71.93,14.68,0,17.6,5.33,109.18,0,20.78,0,0,168.72,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.53,27.02,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,455.72,19.14,51.71,0,0,40.75,0,0,40.46,18.77,17.61,32.58,657.61,45.23,0,3.09,0,0,23.94,26.58,0,43.19,41.32,0,0,11.43,0,0,0,71.93,14.39,0,17.6,5.33,109.18,0,20.78,0,0,168.72,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.53,27.02,5.44,4.45,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,399.88,19.14,51.71,0,0,40.75,0,0,40.46,18.77,18.87,32.58,661.3,45.23,0,3.09,0,0,23.94,26.58,0,43.19,41.32,0,0,11.43,0,0,0,71.93,9.88,0,17.6,5.33,109.18,0,20.78,0,0,168.72,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,36.53,27.02,5.44,6.68,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,455.73,19.14,55.35,0,0,43.01,0,0,40.65,19.64,16.56,34.26,661.3,47.6,0,3.09,0,0,23.94,26.58,0,43.19,41.32,0,0,11.43,0,0,0,73.12,9.6,0,18.41,5.33,109.18,0,20.78,0,0,170.31,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.85,0,8.27,0,0,37.1,27.02,5.61,6.89,94.9,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,455.75,19.14,55.35,0,0,43.01,0,0,40.65,19.64,17.96,34.26,661.3,47.6,0,3.09,0,0,26.93,26.58,0,43.19,33.91,0,0,11.43,0,0,0,73.12,9.6,0,18.41,5.33,109.18,0,20.78,0,0,170.31,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.85,0,8.27,0,0,37.1,27.02,5.61,6.89,94.9,43.7,0,0,0,77.19,46.4,29.37,0,0,0,0,0,0,0,0

78,19:15-19:30,455.75,19.14,55.35,0,0,43.01,0,0,40.65,19.64,19.29,34.26,661.3,47.6,0,3.09,0,0,26.93,26.58,0,43.19,33.91,0,0,11.43,0,0,0,73.12,9.73,0,18.41,5.33,109.18,0,20.78,0,0,170.31,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.85,0,8.27,0,0,37.1,27.02,5.61,6.89,94.9,43.7,0,0,0,78.55,67.66,45.38,0,0,0,0,0,0,0,0

79,19:30-19:45,455.75,19.14,55.35,0,0,43.01,0,0,40.65,19.64,21.06,34.26,661.3,47.6,0,3.09,0,0,26.93,26.58,0,43.19,41.32,0,0,11.43,0,0,0,73.12,9.68,0,18.41,5.33,109.18,0,20.78,0,0,170.31,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.85,0,8.27,0,0,37.1,27.02,5.61,6.89,94.9,43.7,0,0,0,78.55,67.66,45.87,0,0,0,0,0,0,0,0

80,19:45-20:00,455.75,19.14,55.35,0,0,43.01,0,0,40.65,19.64,22.66,34.26,661.3,47.6,0,3.09,0,0,26.93,26.58,0,43.19,41.32,0,0,11.43,0,0,0,73.12,9.82,0,18.41,5.33,109.18,0,20.78,0,0,170.31,0,23.26,334.95,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.85,0,8.27,0,0,37.1,27.02,5.61,6.89,94.9,43.7,0,0,0,78.55,67.66,45.87,0,0,0,0,0,0,0,0

81,20:00-20:15,455.75,19.14,55.35,0,0,43.01,0,0,40.65,19.64,23.52,34.26,661.3,47.6,0,3.09,0,0,26.93,26.58,0,43.19,41.32,0,85.03,11.43,0,0,0,73.12,9.95,0,18.41,5.33,109.18,0,20.78,0,0,170.31,0,23.26,344.66,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.85,0,8.27,0,0,37.1,27.02,5.61,6.89,94.9,43.7,0,0,0,78.55,67.66,46.6,0,0,0,0,0,0,0,0

82,20:15-20:30,455.75,19.14,55.35,0,0,43.01,0,0,40.65,19.64,23.41,34.26,661.3,47.6,0,3.09,0,0,26.93,26.58,0,43.19,41.32,0,170.06,11.43,0,0,0,73.12,10.25,0,18.41,5.33,109.18,0,20.78,0,0,170.31,0,23.26,364.1,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.85,0,8.27,0,0,37.1,27.02,5.61,6.89,94.9,43.7,0,0,0,78.55,67.66,46.6,0,0,0,0,0,0,0,0

83,20:30-20:45,455.75,19.14,55.35,0,0,43.01,0,0,40.65,19.64,23.23,34.26,661.3,47.6,0,3.09,0,0,26.93,26.58,0,43.19,41.32,0,170.06,11.43,0,0,0,73.12,10.39,0,18.41,5.33,109.18,0,20.78,0,0,170.31,0,23.26,379.7,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.85,0,8.27,0,0,37.1,27.02,5.61,6.89,94.9,43.7,0,0,0,78.55,67.66,46.6,0,0,0,0,0,0,0,0

84,20:45-21:00,455.75,19.14,51.71,0,0,40.75,0,0,40.46,18.77,22.89,32.58,661.3,45.23,0,3.09,0,0,26.93,26.58,0,43.19,41.32,0,170.06,11.43,0,0,0,73.12,10.52,0,17.6,5.33,109.18,0,20.78,0,0,168.72,0,23.26,387.26,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,35.68,23.64,5.44,6.68,94.9,43.7,0,0,0,78.55,67.66,46.6,0,0,0,0,0,0,0,0

85,21:00-21:15,452.94,19.14,51.71,0,0,40.75,0,0,40.46,18.77,20.92,32.58,661.3,45.23,0,3.09,0,0,26.93,26.58,0,43.19,41.32,0,170.06,11.43,0,0,0,73.12,10.66,0,17.6,5.33,109.18,0,20.78,0,0,168.72,0,23.26,396.53,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,35.68,12.15,5.44,6.68,94.9,43.7,0,0,0,78.55,67.66,47.33,0,0,0,0,0,0,0,0

86,21:15-21:30,452.94,19.14,51.71,0,0,40.75,0,0,40.46,18.77,23.52,32.58,661.3,45.23,0,3.09,0,0,26.93,26.58,0,43.19,41.32,0,170.06,11.43,0,0,0,73.12,10.95,0,17.6,5.33,109.18,0,20.78,0,0,168.72,0,23.26,399.52,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,35.68,12.15,5.44,6.68,94.9,43.7,0,0,0,78.55,67.66,47.33,0,0,0,0,0,0,0,0

87,21:30-21:45,452.94,19.14,55.35,0,0,43.01,0,0,40.65,19.64,21.93,34.26,661.3,47.6,0,3.09,0,0,26.93,26.58,0,43.19,43.45,0,170.06,11.43,0,0,0,73.12,11.09,0,18.41,5.33,109.18,0,20.78,0,0,170.31,0,23.26,399.52,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.85,0,8.27,0,0,37.1,12.15,5.61,6.89,94.9,43.7,0,0,0,78.55,67.66,48.05,0,0,0,0,0,0,0,0

88,21:45-22:00,452.94,19.14,55.35,0,0,43.01,0,0,40.65,19.64,21.08,34.26,661.3,47.6,0,3.09,0,0,26.93,26.58,0,43.19,43.45,0,170.06,11.43,0,0,0,73.12,11.37,0,18.41,5.33,109.18,0,20.78,0,0,170.31,0,23.26,399.52,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.85,0,8.27,0,0,37.1,12.15,5.61,6.89,94.9,43.7,0,0,0,78.55,67.66,48.05,0,0,0,0,0,0,0,0

89,22:00-22:15,452.94,19.14,55.35,0,0,43.01,0,0,40.65,19.64,21.06,34.26,661.3,47.6,0,3.09,0,0,29.92,26.58,0,43.19,43.45,0,170.06,11.43,0,0,0,73.12,11.52,0,18.41,5.33,109.18,0,20.78,0,0,170.31,0,23.26,399.52,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.85,0,8.27,0,0,37.1,12.15,5.61,6.89,94.9,43.7,0,0,0,78.55,67.66,48.54,0,0,0,0,0,0,0,0

90,22:15-22:30,452.94,19.14,55.35,0,0,43.01,0,0,40.65,19.64,20.59,34.26,661.3,47.6,0,3.09,0,0,29.92,26.58,0,43.19,43.45,0,170.06,11.43,0,0,0,73.12,11.8,0,18.41,5.33,109.18,0,20.78,0,0,170.31,0,23.26,399.52,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.85,0,8.27,0,0,37.1,12.15,5.61,6.89,94.9,43.7,0,0,0,78.55,67.66,48.54,0,0,0,0,0,0,0,0

91,22:30-22:45,452.94,18.68,51.71,0,0,40.75,0,0,40.46,18.77,21.07,32.58,661.3,45.23,0,3.09,0,0,29.92,26.58,0,43.19,43.45,0,170.06,11.43,0,0,0,72.22,11.34,0,17.6,5.33,109.18,0,20.78,0,0,168.72,0,23.26,399.52,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,35.68,12.15,5.44,6.68,94.9,43.7,0,0,0,78.55,67.82,48.78,0,0,0,0,0,0,0,0

92,22:45-23:00,452.94,18.68,51.71,0,0,40.75,0,0,40.46,18.77,21.29,32.58,661.3,45.23,0,3.09,0,0,29.92,26.58,0,43.19,43.45,0,170.06,11.43,0,0,0,72.22,11.34,0,17.6,5.33,109.18,0,20.78,0,0,168.72,0,23.26,399.52,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,35.68,12.15,5.44,6.68,94.9,43.7,0,0,0,78.55,67.82,48.78,0,0,0,0,0,0,0,0

93,23:00-23:15,452.94,18.68,51.71,0,0,40.75,0,0,40.46,18.77,23.99,32.58,661.3,45.23,0,3.09,0,0,29.92,26.58,0,43.19,43.45,0,170.06,11.43,0,0,0,72.22,11.3,0,17.6,5.33,109.18,0,20.78,0,0,168.72,0,23.26,399.52,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,35.68,12.15,5.44,6.68,94.9,43.7,0,0,0,78.55,67.82,49.52,0,0,0,0,0,0,0,0

94,23:15-23:30,452.94,18.68,51.71,0,0,40.75,0,0,40.46,18.77,18.59,32.58,661.3,45.23,0,3.09,0,0,29.92,26.58,0,43.19,43.45,0,85.03,11.43,0,0,0,72.22,11.15,0,17.6,5.33,109.18,0,20.78,0,0,168.72,0,23.26,399.52,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,35.68,12.15,5.44,6.68,94.9,43.7,0,0,0,78.55,67.82,49.52,0,0,0,0,0,0,0,0

95,23:30-23:45,452.94,18.68,51.71,0,0,40.75,0,0,40.46,18.77,18.2,32.58,661.3,45.23,0,3.09,0,0,29.92,26.58,0,43.19,36.02,0,0,11.43,0,0,0,72.22,11.15,0,17.6,5.33,109.18,0,20.78,0,0,168.72,0,23.26,399.52,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,35.68,12.15,5.44,6.68,94.9,43.7,0,0,0,78.55,67.82,49.76,0,0,0,0,0,0,0,0

96,23:45-24:00,452.94,18.68,51.71,0,0,40.75,0,0,40.46,18.77,18.33,32.58,661.3,45.23,0,3.09,0,0,29.92,26.58,0,43.19,36.02,0,0,11.43,0,0,0,72.22,11.15,0,17.6,5.33,109.18,0,20.78,0,0,168.72,0,23.26,399.52,94.37,0,23.17,79.18,125.58,0,120.23,0,62.95,0,42.19,0,8.27,0,0,35.68,12.15,5.44,6.68,94.9,43.7,0,0,0,78.55,67.82,49.76,0,0,0,0,0,0,0,0

