Block,Time Block,BRBCL,KGSU1AND2,JHAJJAR,KHSTPP-II,KISHANGANGA,KHSTPP-I,KGSU3AND4,KKNP,URI2,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,TANDA2,RSTPSU1TO6,PARBATI3,RSTPSU7,RIHAND3,RAPPB,SALAL,NLCIIST2,NLCTS2EXP,RIHAND2,NNTPP,RIHAND1,RAMPUR,SASAN,NTPL,RAPPC,DHAULIGNGA,FSTPP I & II,DULHASTI,SINGRAULI_HYDRO,TALA,NLCEXP,NLCIIST1,NJPC,MAPS,NAPP,SIMHST1,SIMHST2,SEWA2,SINGRAULI,AURY_CRF,DADRI_RF,AURY_RF,ANTA_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRT2,CHAMERA3,ANTA_GF,ANTA_CRF,ANTA_LF,CHAMERA1,BSIUL,CHAMERA2,KOTESHWR,KKNPPU2,KOLDAM,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,13.03,0,235.66,135.51,0,38.09,0,0,4.41,19.37,0,4.95,0,15.32,0.64,0,0,14.97,0,0,0,0,0,119.86,0,67.22,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,235.79,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

7,01:30-01:45,13.34,0,235.66,135.51,0,38.09,0,0,4.41,19.37,0,9.88,0,15.32,0.64,0,0,14.97,0,0,0,0,0,119.86,0,67.22,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,235.79,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

8,01:45-02:00,14.68,0,235.66,135.51,0,38.09,0,0,4.41,19.37,0,9.88,0,15.32,0.64,0,0,14.97,0,0,0,0,0,119.86,0,67.22,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,235.79,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

9,02:00-02:15,14.08,0,235.66,135.51,0,38.09,0,0,4.41,19.37,0,9.88,0,15.32,0.64,0,0,14.97,0,0,0,0,0,119.86,0,12.88,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,235.79,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

10,02:15-02:30,13.55,0,235.66,135.51,0,38.09,0,0,4.41,19.37,0,4.95,0,15.32,0.64,0,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,235.79,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

11,02:30-02:45,12.65,0,235.66,135.51,0,38.09,0,0,4.41,19.37,0,4.95,0,15.32,0.64,0,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,259.89,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

12,02:45-03:00,14.88,0,235.66,135.51,0,38.09,0,0,4.41,19.37,0,4.95,0,15.32,0.64,0,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,259.89,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

13,03:00-03:15,16.33,0,235.66,135.51,0,43.31,0,0,4.41,19.37,0,4.95,0,15.32,0.64,0,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,259.89,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

14,03:15-03:30,15.81,0,235.66,135.51,0,43.31,0,0,4.41,19.37,0,4.95,0,15.32,0.64,0,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,259.89,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

15,03:30-03:45,17.13,0,235.66,136.33,0,43.31,0,0,4.41,19.37,0,4.95,0,15.32,0.64,0,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,259.89,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

16,03:45-04:00,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.37,0,4.95,0,15.32,0.64,0,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,259.89,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

17,04:00-04:15,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.37,0,4.95,0,15.32,0.64,0,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,259.89,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

18,04:15-04:30,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.37,0,4.95,0,15.32,0.64,0,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,283.99,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

19,04:30-04:45,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.37,0,4.95,0,15.32,0.64,0,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,22.55,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,288.63,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

20,04:45-05:00,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.37,0,4.95,0,15.32,0.64,0,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,45.1,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,288.63,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

21,05:00-05:15,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.37,0,4.95,0,15.32,0.64,14.39,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,43.38,0,395.88,0,50.53,8.8,17.28,15.89,0,0,0,0,45.1,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,288.63,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

22,05:15-05:30,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.37,0,4.95,0,15.32,0.64,29.76,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,43.38,0,395.88,0,50.53,8.8,17.28,15.89,0,0,0,0,67.65,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,288.63,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

23,05:30-05:45,19.28,0,262.66,136.33,0,43.31,0,0,4.41,22.84,0,9.88,0,18.13,0.64,29.76,0,14.97,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,43.38,0,395.88,0,50.53,8.8,20.05,15.89,0,0,0,0,90.2,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,288.63,0,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

24,05:45-06:00,19.28,0,262.66,136.33,0,43.31,0,0,4.41,22.84,0,9.88,0,18.13,0.64,44.65,0,14.97,0,0,0,0,0,119.86,0,13.45,0,0,114.5,0,43.38,0,395.88,0,50.53,17.61,20.05,15.89,0,0,0,0,112.75,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,288.63,9.33,0,0,0,0,1.06,3.86,8.55,0,0,0,0,0,0,0,0

25,06:00-06:15,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.23,0,4.95,0,15.21,1.6,60.01,0,14.87,0,0,0,3.68,0,119.86,0,67.22,0,0,114.5,0,43.38,0,395.88,0,50.53,26.42,20.05,31.78,0,0,0,0,135.3,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,288.63,18.66,0,0,0,11.42,3.18,15.42,8.55,0,0,0,0,0,0,0,0

26,06:15-06:30,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.23,0,4.95,0,15.21,34.06,60.01,0,14.87,0,0,0,15.96,0,119.86,0,67.22,0,0,114.5,0,43.38,0,395.88,0,50.53,35.24,20.05,47.66,0,0,0,0,135.3,0,40.46,0,0,5.08,134.67,0,0,0,0,0,0,0,0,0,288.63,28.02,0,0,0,27.04,18.86,38.09,19.01,0,0,0,0,0,0,0,0

27,06:30-06:45,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.23,0,4.95,0,15.21,34.06,60.01,0,14.87,0,0,0,15.96,0,119.86,0,67.22,0,0,114.5,0,43.38,0,395.88,0,50.53,35.24,20.05,47.66,0,0,0,0,135.3,0,40.46,0,0,10.16,134.67,0,0,0,0,0,0,0,0,0,288.63,28.02,0,0,0,40.59,18.86,38.09,19.01,0,0,0,0,0,0,0,0

28,06:45-07:00,19.28,0,243.38,136.33,0,43.31,0,0,4.41,25.44,0,4.95,0,20.43,1.07,60.01,0,17.11,0,0,0,15.96,0,119.86,0,67.22,0,0,114.5,0,43.38,0,395.88,0,50.53,35.24,20.05,47.66,0,0,0,0,135.3,0,40.46,0,0,10.16,134.67,0,0,0,0,0,0,0,0,0,288.63,28.02,0,0,0,40.59,18.86,38.09,19.01,0,0,0,0,0,0,0,0

29,07:00-07:15,19.28,0,254.95,136.33,0,43.31,0,0,4.41,25.44,0,4.95,0,20.43,1.07,60.01,0,17.11,0,0,0,15.96,0,119.86,0,13.45,0,0,114.5,0,43.38,0,395.88,0,50.53,35.24,20.05,47.66,0,0,0,0,135.3,0,40.46,0,0,10.16,134.67,0,0,0,0,0,0,0,0,0,288.63,28.02,0,0,0,38.08,18.86,38.09,19.01,0,0,0,0,0,0,0,0

30,07:15-07:30,19.28,0,235.66,136.33,0,43.31,0,0,4.41,25.44,0,4.95,0,20.43,1.07,60.01,0,17.11,0,0,0,15.96,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,35.24,20.05,47.66,0,0,0,0,135.3,0,40.46,0,0,5.08,134.67,0,0,0,0,0,0,0,0,0,288.63,28.02,0,0,0,27.04,18.86,38.09,19.01,0,0,0,0,0,0,0,0

31,07:30-07:45,19.28,0,280.01,136.33,0,43.31,0,0,4.41,25.44,0,4.95,0,20.43,1.07,44.65,0,17.11,0,0,0,15.96,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,26.42,20.05,31.78,0,0,0,0,112.75,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,288.63,18.66,0,0,0,11.42,2.12,11.57,8.55,0,0,0,0,0,0,0,0

32,07:45-08:00,19.28,0,280.98,136.33,0,43.31,0,0,4.41,25.44,0,4.95,0,20.43,1.07,29.76,0,17.11,0,0,0,3.43,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,17.61,20.05,31.78,0,0,0,0,90.2,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,288.63,9.33,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

33,08:00-08:15,19.28,0,262.66,136.33,0,43.31,0,0,4.41,22.7,0,9.88,0,18.03,1.07,14.39,0,14.87,0,0,0,0,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,8.8,20.05,15.89,0,0,0,0,67.65,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,288.63,9.33,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

34,08:15-08:30,19.28,0,262.66,136.33,0,43.31,0,0,4.41,22.7,0,4.95,0,18.03,1.07,0,0,14.87,0,0,0,0,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,0,20.05,15.89,0,0,0,0,38.81,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,288.63,9.33,0,0,0,0,0,2.31,8.55,0,0,0,0,0,0,0,0

35,08:30-08:45,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.23,0,4.95,0,15.21,1.07,0,0,14.87,0,0,0,0,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,0,20.05,15.89,0,0,0,0,38.81,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,288.63,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

36,08:45-09:00,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.23,0,4.95,0,15.21,1.07,0,0,14.87,0,0,0,0,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,0,20.05,15.89,0,0,0,0,38.81,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,288.63,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

37,09:00-09:15,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.23,0,4.95,0,15.21,34.06,0,0,14.87,0,0,0,0,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,0,20.05,15.89,0,0,0,0,22.55,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,288.63,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

38,09:15-09:30,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.23,0,4.95,0,15.21,34.06,0,0,14.87,0,0,0,0,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,0,20.05,15.89,0,0,0,0,22.55,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,288.63,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

39,09:30-09:45,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.23,0,4.95,0,15.21,2.13,0,0,14.87,0,0,0,0,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,0,20.05,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,288.63,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

40,09:45-10:00,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.23,0,4.95,0,15.21,1.07,0,0,14.87,0,0,0,0,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,0,20.05,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,288.63,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

41,10:00-10:15,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.23,0,4.95,0,15.21,1.07,0,0,14.87,0,0,0,0,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,0,20.05,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,314.9,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

42,10:15-10:30,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.23,0,4.95,0,15.21,1.07,0,0,14.87,0,0,0,0,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,0,20.05,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,325.62,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

43,10:30-10:45,19.28,0,235.66,136.33,0,43.31,0,0,4.41,19.23,0,4.95,0,15.21,1.07,0,0,14.87,0,0,0,0,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,0,17.28,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,330.72,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

44,10:45-11:00,18.23,0,235.66,136.33,0,43.31,0,0,4.41,19.23,0,4.95,0,15.21,34.06,0,0,14.87,0,0,0,0,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,0,17.28,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,330.72,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

45,11:00-11:15,19.28,0,235.66,136.33,0,43.31,0,0,10.37,19.23,0,9.88,0,15.21,34.06,0,0,14.87,0,0,0,0,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,0,17.28,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,341.61,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

46,11:15-11:30,19.28,0,235.66,136.33,0,43.31,0,0,10.37,19.23,0,4.95,0,15.21,2.66,0,0,14.87,0,0,0,0,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,0,17.28,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,341.61,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

47,11:30-11:45,18.88,0,232.54,136.33,0,43.31,0,0,10.37,19.23,0,4.95,0,15.21,1.07,0,0,14.87,0,0,0,0,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,0,17.28,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,352.5,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

48,11:45-12:00,19.28,0,232.54,136.33,0,43.31,0,0,10.37,19.23,0,4.95,0,15.21,1.07,0,0,14.87,0,0,0,0,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,0,17.28,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,348.65,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

49,12:00-12:15,19.28,0,231.3,136.33,0,43.31,0,0,10.37,19.23,0,9.88,0,15.21,1.07,0,0,14.87,0,0,0,0,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,0,17.28,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,359.53,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

50,12:15-12:30,19.28,0,231.3,136.33,0,43.31,0,0,10.37,19.23,0,4.95,0,15.21,1.07,0,0,14.87,0,0,0,0,0,119.86,0,12.32,0,0,114.5,0,43.38,0,395.88,0,50.53,0,17.28,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

51,12:30-12:45,19.28,0,231.3,120.98,0,38.09,0,0,4.41,13.99,0,4.95,0,12.5,1.07,0,0,11.58,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,106.48,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

52,12:45-13:00,19.28,0,231.3,120.98,0,38.09,0,0,4.41,13.99,0,4.95,0,12.5,1.07,0,0,11.58,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,106.48,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

53,13:00-13:15,19.28,0,231.3,120.98,0,38.09,0,0,4.41,13.99,0,9.88,0,12.5,1.07,0,0,11.58,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,106.48,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

54,13:15-13:30,19.19,0,231.3,120.98,0,38.09,0,0,4.41,13.99,0,5.55,0,12.5,1.07,0,0,11.58,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,43.38,0,395.88,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,106.48,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

55,13:30-13:45,19.28,0,231.3,95.85,0,33,0,0,4.41,13.99,0,5.55,0,12.5,1.07,0,0,11.58,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,53.03,0,398.86,0,50.53,0,11.18,15.89,0,0,0,0,0,0,40.46,0,0,0,94.58,0,0,0,0,0,0,0,0,0,362.23,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

56,13:45-14:00,19.28,0,231.3,95.85,0,29.67,0,0,4.41,13.99,0,5.55,0,12.5,1.07,0,0,11.58,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,64,0,399.14,0,50.53,0,11.18,15.89,0,0,0,0,0,0,40.46,0,0,0,94.58,0,0,0,0,0,0,0,0,0,362.23,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

57,14:00-14:15,19.28,0,231.3,123.4,0,29.67,0,0,4.41,13.99,0,5.55,0,12.5,0.64,0,0,11.58,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,71.44,0,399.14,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,131.69,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

58,14:15-14:30,19.28,0,231.3,123.4,0,38.09,0,0,4.41,13.99,0,5.55,0,12.5,0.64,0,0,11.58,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,72.31,0,399.14,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

59,14:30-14:45,19.28,0,231.3,123.4,0,38.09,0,0,4.41,17.74,0,5.55,0,15.21,0.64,0,0,14.87,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,76.25,0,399.14,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

60,14:45-15:00,19.28,0,232.54,123.4,0,38.09,0,0,4.41,19.23,0,5.55,0,15.21,0.64,0,0,14.87,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,77.13,0,399.14,0,50.53,0,15.08,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,362.24,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

61,15:00-15:15,19.28,0,231.3,123.4,0,38.09,0,0,4.41,13.99,0,5.55,0,12.5,0.64,0,0,11.58,0,0,0,0,0,119.86,0,2.25,0,0,114.5,0,81.07,0,399.14,0,50.53,0,17.2,15.89,0,0,0,0,0,0,40.46,0,0,0,134.67,0,0,0,0,0,0,0,0,0,362.23,0,0,0,0,0,0,1.93,8.55,0,0,0,0,0,0,0,0

