Block,Time Block,UNCHAHAR1,UNCHAHAR2,SINGRAULI,TALA,TEHRI,TANDA2,SASAN,SIMHST1,SINGRAULI_HYDRO,TALST2,SIMHST2,TANAKPUR,TelanganaSTPP,SALAL,SEWA2,RIHAND1,RSTPSU1TO6,RAPPC,RSTPSU7,RIHAND3,RIHAND2,MAPS,NAPP,NTPL,PARBATI3,NLCEXP,RAPPB,NLCIIST1,NJPC,NLCIIST2,RAMPUR,NLCTS2EXP,NNTPP,KOLDAM,KUDGI,KOTESHWR,KKNPPU2,KISHANGANGA,JHAJJAR,KHSTPP-I,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,DADRT2,FSTPP I & II,DULHASTI,DHAULIGNGA,BSIUL,CHAMERA3,CHAMERA2,BRBCL,CHAMERA1,AURY_GF,AURY_LF,URI2,ANTA_GF,AURY_CRF,DADRI_CRF,AURY_RF,URI,ANTA_CRF,ANTA_RF,VALLURNTECL,ANTA_LF,DADRI_LF,DADRI_GF,DADRI_RF,UNCHAHAR4,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,20.09,40.87,134.62,0,0,0,403.61,0,0,0,0,8.03,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,173.82,42.13,0,0,142.93,0,271.3,20.05,31.77,8.78,0,0,2.31,14.46,0,0,0,25.93,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

62,15:15-15:30,20.09,40.87,134.62,0,0,0,403.61,0,0,0,0,8.03,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,178.64,42.13,0,0,142.93,0,274.28,20.05,31.77,8.78,0,0,2.31,14.46,0,0,0,25.93,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

63,15:30-15:45,20.09,40.87,134.62,0,0,0,403.61,0,0,0,0,8.03,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,202.43,42.13,0,0,142.93,0,304.94,20.05,31.77,1.27,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

64,15:45-16:00,20.09,40.87,134.62,0,0,0,403.61,0,0,0,0,8.03,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,202.43,42.13,0,0,142.93,0,314.57,20.05,31.77,1.27,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

65,16:00-16:15,20.09,40.87,134.62,0,0,0,403.61,0,0,0,0,8.03,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,22.54,0,0,0,0,0,0,8.55,0,0,202.43,42.13,0,0,142.93,0,327.18,20.05,31.77,1.27,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

66,16:15-16:30,20.09,40.87,134.62,0,0,0,403.61,0,0,0,0,8.03,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,28.03,0,0,0,0,0,0,8.55,0,0,283.39,42.13,0,0,142.93,0,327.18,20.05,31.77,1.27,0,0,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

67,16:30-16:45,17.32,35.23,134.62,0,14.39,0,403.61,0,0,0,0,8.03,0,2.25,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,38.34,0,0,0,0,0,0,8.55,0,0,370.13,42.13,0,0,142.93,0,327.18,20.05,31.77,1.27,0,9.33,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,21.48,0,0,0,0,0

68,16:45-17:00,20.09,40.87,134.62,0,14.39,0,403.61,0,0,0,0,8.03,0,2.25,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,38.34,0,0,0,0,0,0,8.55,0,0,455.21,42.13,0,0,142.93,0,329.21,20.05,31.77,1.27,0,9.33,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

69,17:00-17:15,20.09,40.87,134.62,0,14.39,0,403.61,0,0,0,0,8.03,0,2.25,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,59.33,0,0,0,0,0,0,8.55,0,0,455.21,42.13,0,0,142.93,0,329.21,20.05,31.77,8.78,0,9.33,2.31,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

70,17:15-17:30,20.09,40.87,134.62,0,28.79,0,403.61,0,0,0,0,8.03,0,2.25,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,77.58,0,0,0,0,0,0,8.55,0,0,455.21,42.13,0,0,142.93,0,329.21,20.05,31.77,17.57,1.06,18.66,3.86,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

71,17:30-17:45,20.09,40.87,134.62,0,45,0,403.61,0,0,0,0,8.03,0,2.25,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,95.83,0,0,0,0,0,0,8.55,0,0,455.21,42.13,0,0,142.93,0,329.21,20.05,31.77,26.49,6.28,18.66,15.41,14.46,11.42,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

72,17:45-18:00,20.09,40.87,134.62,0,59.99,0,403.61,0,0,0,0,12.59,0,2.25,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,135.26,0,0,0,0,0,0,9.5,0,0,455.21,42.13,0,0,142.93,0,329.21,20.05,31.77,36.29,18.85,29.45,39.31,14.46,11.42,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

73,18:00-18:15,20.09,40.87,134.62,0,59.99,0,403.61,0,0,0,0,12.59,0,2.25,2.57,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,135.26,0,0,0,0,0,0,9.5,0,0,455.21,42.13,0,0,142.93,0,329.21,20.05,31.77,36.29,18.85,29.45,39.31,14.46,27.08,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

74,18:15-18:30,20.09,40.87,134.62,0,59.99,0,403.61,0,0,0,0,8.64,0,16.81,6.93,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,135.26,0,0,0,0,0,0,9.5,0,0,455.21,42.13,0,0,142.93,0,329.21,20.05,31.77,36.29,18.85,29.45,39.31,14.46,40.62,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

75,18:30-18:45,20.09,40.87,134.62,0,59.99,0,403.61,0,0,0,0,8.64,0,76.51,15.24,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,135.26,0,0,0,0,0,0,9.5,0,0,455.21,42.13,0,0,142.93,0,329.21,20.05,31.77,36.29,18.85,29.45,39.31,14.46,40.62,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

76,18:45-19:00,20.09,40.87,134.62,0,59.99,0,403.61,0,0,0,0,8.64,0,76.51,15.24,88.67,0,50.02,0,57.85,114.46,0,40.25,0,2.46,0,0,0,135.26,0,0,0,0,0,0,9.5,0,0,455.21,42.13,0,0,142.93,0,329.21,20.05,31.77,36.29,18.85,29.45,39.31,14.46,40.62,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

77,19:00-19:15,20.09,40.87,134.62,0,59.99,0,403.61,0,0,0,0,8.64,0,76.51,15.24,88.67,0,50.02,0,57.85,114.46,0,40.25,0,4.91,0,0,0,135.26,0,0,0,0,0,0,9.5,0,0,455.21,42.13,0,0,142.93,0,329.21,20.05,48.12,36.29,18.85,29.45,39.31,14.46,40.62,0,0,4.4,0,0,0,0,39.37,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

78,19:15-19:30,20.09,40.87,134.62,0,59.99,0,403.61,0,0,0,0,8.64,0,76.51,15.24,88.67,0,50.02,0,57.85,114.46,0,40.25,0,31.9,0,0,0,135.26,0,0,0,0,0,0,9.5,0,0,455.21,42.13,0,0,142.93,0,329.21,20.05,48.12,36.29,18.85,29.45,39.31,14.46,40.62,0,0,4.4,0,0,0,0,39.37,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

79,19:30-19:45,20.09,40.87,134.62,0,59.99,0,403.61,0,0,0,0,8.64,0,24.64,15.24,88.67,0,50.02,0,57.85,114.46,0,40.25,0,47.24,0,0,0,135.26,0,0,0,0,0,0,9.5,0,0,455.21,42.13,0,0,142.93,0,329.21,20.05,31.77,36.29,18.85,29.45,39.31,14.46,40.62,0,0,4.4,0,0,0,0,5.32,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

80,19:45-20:00,20.09,40.87,134.62,0,59.99,0,403.61,0,0,0,0,8.64,0,12.32,15.24,88.67,0,50.02,0,57.85,114.46,0,40.25,0,47.24,0,0,0,95.83,0,0,0,0,0,0,8.55,0,0,455.21,42.13,0,0,142.93,0,329.21,20.05,31.77,17.57,6.28,18.66,38.08,14.46,40.62,0,0,4.4,0,0,0,0,3.19,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

81,20:00-20:15,20.09,40.87,134.62,0,59.99,0,403.61,0,0,0,0,8.64,0,12.32,11.57,88.67,0,50.02,0,57.85,114.46,0,40.25,0,47.24,0,0,0,77.58,0,0,0,0,0,0,8.55,0,0,455.21,42.13,0,0,142.93,0,327.18,20.05,31.77,8.78,6.28,18.66,25.39,14.46,40.62,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

82,20:15-20:30,20.09,40.87,134.62,0,59.26,0,403.61,0,0,0,0,8.64,0,12.32,8.52,88.67,0,50.02,0,57.85,114.46,0,40.25,0,47.24,0,0,0,59.33,0,0,0,0,0,0,8.55,0,0,455.21,42.13,0,0,142.93,0,327.18,20.05,31.77,8.78,0,18.66,25.39,14.46,13.54,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

83,20:30-20:45,20.09,40.87,134.62,0,43.17,0,403.61,0,0,0,0,8.64,0,12.32,7.71,88.67,0,50.02,0,57.85,114.46,0,40.25,0,31.9,0,0,0,38.34,0,0,0,0,0,0,8.55,0,0,447.23,42.13,0,0,142.93,0,327.18,20.05,31.77,8.78,0,18.66,25.39,14.46,13.54,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

84,20:45-21:00,20.09,40.87,134.62,0,43.17,0,403.61,0,0,0,0,8.64,0,12.32,7.71,88.67,0,50.02,0,57.85,114.46,0,40.25,0,4.91,0,0,0,38.34,0,0,0,0,0,0,8.55,0,0,418.32,42.13,0,0,142.93,0,327.18,20.05,31.77,8.78,0,9.33,25.39,14.46,13.54,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

85,21:00-21:15,20.09,40.87,134.62,0,43.17,0,390.34,0,0,0,0,8.64,0,12.32,7.71,88.67,0,50.02,0,57.85,114.46,0,40.25,0,2.46,0,0,0,38.34,0,0,0,0,0,0,8.55,0,0,399.04,42.13,0,0,142.93,0,327.18,20.05,31.77,1.27,0,9.33,11.57,14.46,13.54,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

86,21:15-21:30,20.09,40.87,134.62,0,43.17,0,390.34,0,0,0,0,8.64,0,12.32,7.71,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,38.34,0,0,0,0,0,0,8.55,0,0,418.32,42.13,0,0,142.93,0,327.18,20.05,31.77,1.27,0,9.33,11.57,14.46,11.42,0,0,4.4,0,0,0,0,28.73,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

87,21:30-21:45,20.09,40.87,134.62,0,28.79,0,390.34,0,0,0,0,8.03,0,12.32,7.71,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,38.34,0,0,0,0,0,0,8.55,0,0,437.59,42.13,0,0,142.93,0,327.18,20.05,31.77,1.27,0,9.33,11.57,14.46,0,0,0,4.4,0,0,0,0,28.73,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

88,21:45-22:00,20.09,40.87,134.62,0,28.79,0,390.34,0,0,0,0,8.03,0,12.32,7.71,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,38.34,0,0,0,0,0,0,8.55,0,0,447.23,42.13,0,0,142.93,0,327.18,20.05,31.77,1.27,0,9.33,11.57,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

89,22:00-22:15,20.09,40.87,134.62,0,28.79,0,390.34,0,0,0,0,8.03,0,12.32,7.71,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,38.34,0,0,0,0,0,0,8.55,0,0,447.23,42.13,0,0,142.93,0,327.18,20.05,31.77,1.27,0,9.33,11.57,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

90,22:15-22:30,20.09,40.87,134.62,0,28.79,0,390.34,0,0,0,0,8.03,0,12.32,7.71,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,38.34,0,0,0,0,0,0,8.55,0,0,447.23,42.13,0,0,142.93,0,327.18,20.05,31.77,1.27,0,9.33,11.57,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

91,22:30-22:45,20.09,40.87,134.62,0,28.79,0,390.34,0,0,0,0,8.03,0,12.32,2.57,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,38.34,0,0,0,0,0,0,8.55,0,0,455.21,42.13,0,0,142.93,0,327.18,20.05,31.77,1.27,0,9.33,1.8,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

92,22:45-23:00,20.09,40.87,134.62,0,28.79,0,390.34,0,0,0,0,8.03,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,38.34,0,0,0,0,0,0,8.55,0,0,455.21,42.13,0,0,142.93,0,327.18,20.05,31.77,1.27,0,9.33,1.8,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

93,23:00-23:15,20.09,40.87,134.62,0,28.79,0,390.34,0,0,0,0,8.03,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,38.34,0,0,0,0,0,0,8.55,0,0,455.21,42.13,0,0,142.93,0,327.18,20.05,31.77,1.27,0,0,1.8,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

94,23:15-23:30,20.09,40.87,134.62,0,28.79,0,390.34,0,0,0,0,8.03,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,38.34,0,0,0,0,0,0,8.55,0,0,455.21,42.13,0,0,142.93,0,327.18,20.05,31.77,1.27,0,0,1.8,14.46,0,0,0,4.4,0,0,0,0,2.13,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

95,23:30-23:45,20.09,40.87,134.62,0,28.79,0,390.34,0,0,0,0,8.03,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,38.34,0,0,0,0,0,0,8.55,0,0,455.21,42.13,0,0,142.93,0,327.18,20.05,31.77,1.27,0,0,1.8,14.46,0,0,0,4.4,0,0,0,0,28.73,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

96,23:45-24:00,20.09,40.87,134.62,0,28.79,0,390.34,0,0,0,0,8.03,0,12.32,0,88.67,0,50.02,0,57.85,114.46,0,40.25,0,0,0,0,0,38.34,0,0,0,0,0,0,8.55,0,0,455.21,42.13,0,0,142.93,0,327.18,20.05,31.77,1.27,0,0,1.8,14.46,0,0,0,4.4,0,0,0,0,28.73,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0

