Block,Time,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01022024/15022024/HP-39,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01022024/29022024/79,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01102023/30042040/GNA_LT_36,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01022024/15022024/HP-44,NR/30092023/31122025/SH-07,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/30092023/26122029/SH-06,NR/01022024/15022024/HP-37,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01102023/22052037/LT-59,NR/01022024/15022024/HP-35,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01102023/23072042/L_NR_2012_04,NR/01012024/31032024/ ChanjuII,NR/01102023/30042040/GNA_LT_35,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/01022024/29022024/SJVN010224NR1469,NR/01022024/29022024/SJVN010224NR1468
53,13:00-13:15,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,16.940000,11.550000,0.000000,30.800000,18.290000,24.090000,0.000000,95.400000,0.990000,52.940000,1.390000,6.740000,0.690000,0.000000,5.780000,94.320000,33.690000,231.000000,1.470000,16.530000,8.180000,16.530000,0.000000,26.49,92.32,48.5,97,13.13,26.49,203,87,46.91,31.48,49,0,39.37,156.762324,234.53,0,31.48,22.11,31.49,10.82,13.12,28.88,24.06

54,13:15-13:30,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,16.940000,11.550000,0.000000,30.800000,18.290000,24.090000,0.000000,95.400000,0.990000,52.940000,1.390000,6.740000,0.690000,0.000000,5.780000,66.030000,33.690000,231.000000,1.470000,16.530000,8.180000,16.530000,0.000000,27.69,92.31,48.5,97,13.81,27.69,203,87,46.91,31.48,49,0,41.42,154.59075,234.53,0,31.48,22.28,31.49,10.72,13.81,28.88,24.06

55,13:30-13:45,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,16.940000,11.550000,0.000000,25.220000,18.290000,25.220000,0.000000,65.450000,0.990000,52.940000,1.390000,6.740000,0.690000,0.000000,5.780000,66.030000,33.690000,231.000000,1.470000,16.530000,8.180000,16.530000,0.000000,28.86,92.31,48.5,97,10.84,28.86,203,87,46.91,31.48,48,0,32.5,150.98769,234.53,0,31.48,23.08,31.49,10.57,10.83,28.88,24.06

56,13:45-14:00,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,16.940000,11.550000,0.000000,25.220000,18.290000,25.220000,0.000000,65.450000,0.990000,52.940000,1.390000,6.740000,0.690000,0.000000,5.780000,66.030000,33.690000,231.000000,1.470000,16.530000,8.180000,16.530000,0.000000,28.53,92.32,48,96,11,28.53,203,87,46.91,31.48,48,0,33,147.92022,234.53,0,31.48,23.68,31.49,10.43,11,28.88,24.06

57,14:00-14:15,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,16.940000,11.550000,0.000000,25.220000,18.290000,25.220000,0.000000,65.450000,0.990000,52.940000,1.390000,6.740000,0.690000,0.000000,5.780000,66.030000,33.690000,231.000000,1.470000,16.530000,8.180000,16.530000,0.000000,28.84,92.29,47,95,11.16,28.84,203,87,46.91,31.48,48,0,33.5,144.210042,234.53,0,31.48,24.08,31.49,10.12,11.17,28.88,24.06

58,14:15-14:30,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,16.940000,11.550000,0.000000,25.220000,18.290000,25.220000,0.000000,65.450000,0.990000,52.940000,1.390000,6.740000,0.690000,0.000000,5.780000,66.030000,33.690000,231.000000,1.470000,16.530000,8.180000,16.530000,0.000000,26.38,92.32,46,95,11.34,26.38,200,85,46.91,31.48,47,0,34,139.136544,234.53,0,31.48,24.48,31.49,9.84,11.33,28.88,24.06

59,14:30-14:45,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,16.940000,11.550000,0.000000,25.220000,18.290000,25.220000,0.000000,65.450000,0.990000,52.940000,1.390000,6.740000,0.690000,0.000000,5.780000,66.030000,33.690000,231.000000,1.470000,16.530000,8.180000,16.530000,0.000000,19.53,91.6,45,94,11.5,19.53,193,82,46.91,31.48,47,0,34.5,133.293744,234.53,0,31.48,28.08,31.49,9.49,11.5,28.88,24.06

60,14:45-15:00,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,16.150000,11.550000,0.000000,25.220000,18.290000,25.220000,0.000000,65.450000,0.990000,52.940000,1.390000,6.740000,0.690000,0.000000,5.780000,66.030000,33.690000,231.000000,1.470000,15.760000,8.180000,15.760000,0.000000,19.26,88.3,43,93,11.34,19.26,189,81,46.91,31.48,47,0,34,126.925092,234.53,0,31.48,30.49,31.49,9.21,11.33,28.88,24.06

61,15:00-15:15,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,15.490000,11.550000,0.000000,25.220000,18.290000,25.220000,0.000000,65.450000,0.990000,52.940000,1.430000,6.740000,0.690000,0.000000,5.780000,66.030000,33.690000,231.000000,1.470000,15.110000,8.180000,15.110000,0.000000,23.43,84.16,40.5,89,11.16,23.43,182,78,46.91,31.48,45,0,33.5,116.885214,234.53,0,31.48,34.12,31.49,16.57,11.17,28.88,24.06

62,15:15-15:30,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,14.650000,11.550000,0.000000,25.220000,18.290000,25.220000,0.000000,65.450000,0.990000,52.940000,1.430000,6.740000,0.690000,0.000000,5.780000,66.030000,33.690000,231.000000,1.470000,14.300000,8.180000,14.300000,0.000000,23.54,79.26,38.72,84,10.5,23.54,175,75,46.67,31.48,42,0,31.5,108.306036,233.33,0,31.48,35.69,31.49,16.26,10.5,28.88,24.06

63,15:30-15:45,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,13.720000,11.550000,0.000000,25.780000,18.290000,25.780000,0.000000,65.450000,0.990000,52.940000,1.430000,6.740000,0.690000,0.000000,5.780000,66.030000,33.690000,231.000000,1.470000,13.390000,8.180000,13.390000,0.000000,23.13,73.88,36.17,77,10,23.13,161,69,44.71,31.48,38,0,30,98.606988,223.56,0,31.48,37.07,31.49,15.08,10,28.88,24.06

64,15:45-16:00,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,12.660000,11.550000,0.000000,25.780000,18.290000,25.780000,0.000000,65.450000,0.990000,52.940000,1.430000,6.740000,0.690000,0.000000,5.780000,66.030000,33.690000,270.700000,1.470000,12.360000,8.180000,12.360000,0.000000,22.61,68.5,33.5,69,9.16,22.61,147,63,41.54,31.48,35,0,27.5,87.456978,207.69,0,31.48,38.67,31.49,14.42,9.17,28.88,24.06

65,16:00-16:15,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,11.460000,11.550000,0.000000,24.890000,18.290000,30.800000,0.000000,65.450000,0.990000,52.940000,1.430000,6.740000,0.690000,0.000000,5.780000,66.030000,33.690000,270.700000,1.470000,11.180000,8.180000,11.180000,0.000000,25.09,61.9,30.88,63,13.16,25.09,137,58,37.99,31.48,31,0,39.51,75.975876,189.94,0,31.48,34.12,31.49,13.74,13.17,28.88,24.06

66,16:15-16:30,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,10.240000,11.550000,0.000000,24.890000,18.290000,30.800000,0.000000,65.450000,0.990000,52.940000,1.430000,6.740000,0.690000,0.000000,5.780000,66.030000,33.690000,270.700000,1.470000,9.990000,8.180000,9.990000,0.000000,24.52,54.62,27.48,55,12.41,24.52,119,51,34.14,32.38,28,0,37.23,64.46556,170.69,0,32.38,34.07,29.69,13.08,12.41,28.88,24.06

67,16:30-16:45,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,8.900000,11.550000,0.000000,25.780000,18.290000,25.780000,0.000000,112.890000,0.990000,50.950000,1.430000,6.740000,0.690000,0.000000,5.780000,66.030000,52.620000,270.700000,1.470000,8.680000,8.180000,8.680000,0.000000,23.42,46.89,23.86,45,11.59,23.42,102,43,30.1,25.25,23,0,34.77,52.565724,150.49,0,29.62,33.93,16.8,12.76,11.59,28.88,24.06

68,16:45-17:00,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,7.430000,11.550000,0.000000,25.780000,18.290000,25.780000,0.000000,114.500000,0.990000,50.950000,1.430000,6.740000,0.690000,0.000000,5.780000,66.030000,76.320000,270.700000,1.470000,7.250000,8.180000,7.250000,0.000000,22.07,38.97,19.04,37,10.79,22.07,84,36,25.86,12,18,0,32.37,39.448638,129.33,0,15,33.51,6.9,12.42,10.79,28.88,24.06

69,17:00-17:15,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,5.860000,11.550000,0.000000,25.220000,18.290000,25.220000,0.000000,114.500000,0.990000,50.950000,1.430000,6.740000,0.690000,0.000000,5.780000,94.320000,76.320000,270.700000,1.560000,5.720000,8.180000,5.720000,21.180000,21.18,30.37,13.5,27,9.86,21.18,67,28,18,7,13,0,29.57,27.334566,89.98,0,7,33.07,1,11.68,9.85,0,0

70,17:15-17:30,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,4.270000,11.550000,0.000000,25.220000,18.290000,25.220000,0.000000,114.500000,0.990000,81.810000,1.430000,6.740000,0.690000,0.000000,5.780000,115.450000,76.320000,270.700000,1.560000,4.160000,8.180000,4.160000,20.210000,19.37,21.44,9.5,17,8.92,19.37,49,21,13.83,1,9,0,26.75,17.401806,69.15,0,1,32.73,0,11.64,8.91,0,0

71,17:30-17:45,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,2.600000,11.550000,0.000000,24.090000,18.290000,30.800000,0.000000,114.500000,0.990000,81.810000,1.430000,6.740000,0.690000,0.000000,5.780000,115.450000,76.320000,270.700000,1.560000,2.530000,8.180000,2.530000,21.180000,18.25,12.41,5,8,7.95,18.25,35,15,9.66,0,4,0,23.84,10.020402,48.33,0,0,32.32,0,10.25,7.95,0,0

72,17:45-18:00,96.250000,51.580000,4.810000,0.000000,96.250000,6.740000,1.090000,11.550000,0.000000,24.090000,18.290000,30.800000,0.000000,114.500000,0.990000,99.730000,1.430000,6.740000,0.690000,0.000000,5.780000,115.450000,76.320000,270.700000,1.560000,1.060000,8.180000,1.060000,21.180000,16.61,3.69,3,5,7.78,16.61,18,7,5.12,0,2,0,23.32,4.489218,25.63,0,0,32.47,0,10.1,7.77,0,0

73,18:00-18:15,96.250000,0.000000,4.810000,0.000000,96.250000,6.740000,0.300000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,114.500000,0.950000,99.730000,1.390000,6.740000,0.690000,0.000000,5.780000,115.450000,86.820000,270.700000,1.470000,0.290000,8.180000,0.290000,22.140000,16.21,2.33,1,0,7.5,16.21,7,3,2.88,0,0,0,22.5,0.954324,14.42,0,0,32.73,0,8.4,7.5,0,0

74,18:15-18:30,96.250000,0.000000,4.810000,0.000000,96.250000,6.740000,0.050000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,130.230000,0.950000,99.730000,1.390000,6.740000,0.690000,0.000000,5.780000,115.450000,86.820000,270.700000,1.470000,0.050000,8.180000,0.050000,23.100000,16.69,0,0,0,7.5,16.69,1,1,1.28,0,0,0,22.5,0,6.41,0,0,33.07,0,8.42,7.5,0,0

75,18:30-18:45,96.250000,0.000000,4.810000,0.000000,96.250000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,130.230000,0.950000,99.730000,1.390000,6.740000,0.690000,0.000000,5.780000,115.450000,86.820000,270.700000,1.470000,0.000000,8.180000,0.000000,23.100000,17.82,0,0,0,7.5,17.82,1,0,0.32,0,0,0,22.5,0,1.6,0,0,33.67,0,8.41,7.5,0,0

76,18:45-19:00,96.250000,0.000000,4.810000,0.000000,96.250000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,130.230000,0.950000,99.730000,1.390000,6.740000,0.690000,0.000000,5.780000,115.450000,86.820000,270.700000,1.470000,0.000000,8.180000,0.000000,23.100000,18.23,0,0,0,7.5,18.23,0,0,0,0,0,0,22.5,0,0,0,0,34.06,0,8.42,7.5,0,0

77,19:00-19:15,96.250000,0.000000,4.810000,0.000000,96.250000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,130.230000,0.950000,99.730000,1.390000,6.740000,0.690000,0.000000,5.780000,115.450000,86.820000,270.700000,1.560000,0.000000,8.180000,0.000000,23.100000,35.88,0,0,0,7.5,35.88,0,0,0,0,0,0,22.5,0,0,0,0,35.03,0,8.49,7.5,0,0

78,19:15-19:30,96.250000,0.000000,4.810000,0.000000,96.250000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,130.230000,0.950000,99.730000,1.390000,6.740000,0.690000,0.000000,5.780000,115.450000,86.820000,270.700000,1.560000,0.000000,8.180000,0.000000,23.100000,37.44,0,0,0,7.5,37.44,0,0,0,0,0,0,22.5,0,0,0,0,35.98,0,8.46,7.5,0,0

79,19:30-19:45,96.250000,0.000000,4.810000,0.000000,96.250000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,130.230000,0.950000,99.730000,1.390000,6.740000,0.690000,0.000000,5.780000,115.450000,86.820000,270.700000,1.560000,0.000000,8.180000,0.000000,23.100000,38.55,0,0,0,8.04,38.55,0,0,0,0,0,0,24.09,0,0,0,0,36.7,0,8.53,8.03,0,0

80,19:45-20:00,96.250000,0.000000,4.810000,0.000000,96.250000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,30.800000,0.000000,130.230000,0.950000,99.730000,1.390000,6.740000,0.690000,0.000000,5.780000,115.450000,86.820000,270.700000,1.560000,0.000000,8.180000,0.000000,23.100000,39.26,0,0,0,8.98,39.26,0,0,0,0,0,0,26.96,0,0,0,0,36.49,0,8.71,8.99,0,0

81,20:00-20:15,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,24.090000,0.000000,130.230000,0.950000,99.730000,1.390000,6.740000,0.690000,0.000000,5.780000,115.450000,86.820000,270.700000,1.470000,0.000000,8.180000,0.000000,23.100000,40.77,0,0,0,13.79,40.77,0,0,0,0,0,0,41.39,0,0,0,0,36.73,0,8.9,13.8,0,0

82,20:15-20:30,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,24.090000,0.000000,130.230000,0.950000,99.730000,1.390000,6.740000,0.690000,0.000000,5.780000,115.450000,86.820000,270.700000,1.470000,0.000000,8.180000,0.000000,23.100000,41.88,0,0,0,14.1,41.88,0,0,0,0,0,0,42.33,0,0,0,0,36.95,0,9.1,14.11,0,0

83,20:30-20:45,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,24.090000,0.000000,130.230000,0.950000,99.730000,1.390000,6.740000,0.690000,0.000000,5.780000,115.450000,86.820000,270.700000,1.470000,0.000000,8.180000,0.000000,23.100000,43.77,0,0,0,14.41,43.77,0,0,0,0,0,0,43.22,0,0,0,0,32.06,0,15.03,14.41,0,0

84,20:45-21:00,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,24.090000,0.000000,130.230000,0.950000,99.730000,1.390000,6.740000,0.690000,0.000000,5.780000,111.210000,76.320000,270.700000,1.470000,0.000000,8.180000,0.000000,23.100000,44.11,0,0,0,14.6,44.11,0,0,0,0,0,0,43.83,0,0,0,0,32.17,0,15.34,14.61,0,0

85,21:00-21:15,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,24.090000,0.000000,130.230000,0.950000,99.730000,1.340000,6.740000,0.690000,0.000000,5.780000,106.960000,76.320000,270.700000,1.560000,0.000000,8.180000,0.000000,23.100000,43.22,0,0,0,14.94,43.22,0,0,0,0,0,0,44.83,0,0,0,0,32.32,0,16.01,14.94,0,0

86,21:15-21:30,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,24.090000,0.000000,130.230000,0.950000,77.960000,1.340000,6.740000,0.690000,0.000000,5.780000,102.720000,76.320000,270.700000,1.560000,0.000000,8.180000,0.000000,23.100000,41.88,0,0,0,15.43,41.88,0,0,0,0,0,0,46.27,0,0,0,0,32.71,0,16.23,15.42,0,0

87,21:30-21:45,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,24.090000,0.000000,130.230000,0.950000,55.820000,1.340000,6.740000,0.690000,0.000000,5.780000,98.470000,76.320000,270.700000,1.560000,0.000000,8.180000,0.000000,23.100000,48.55,0,0,0,15.85,48.55,0,0,0,0,0,0,47.53,0,0,0,0,33.67,0,16.17,15.84,0,0

88,21:45-22:00,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,0.000000,30.800000,18.290000,24.090000,0.000000,130.230000,0.950000,55.820000,1.340000,6.740000,0.690000,0.000000,5.780000,94.230000,76.320000,270.700000,1.560000,0.000000,8.180000,0.000000,23.100000,47.44,0,0,0,16.29,47.44,0,0,0,0,0,0,48.88,0,0,0,0,34.73,0,15.97,16.3,0,0

89,22:00-22:15,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,30.800000,18.290000,24.090000,152.540000,113.540000,0.950000,55.820000,1.340000,6.740000,0.690000,18.950000,5.780000,89.980000,57.380000,270.700000,1.560000,0.000000,8.180000,0.000000,23.100000,55.46,0,0,0,20.03,55.46,0,0,0,0,0,0,60.12,0,0,0,0,35.07,0,15.73,20.04,0,0

90,22:15-22:30,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,30.800000,18.290000,24.090000,152.540000,113.540000,0.950000,55.820000,1.340000,6.740000,0.690000,18.950000,5.780000,85.740000,57.380000,270.700000,1.560000,0.000000,8.180000,0.000000,23.100000,54.11,0,0,0,20.13,54.11,0,0,0,0,0,0,60.39,0,0,0,0,34.75,0,15.42,20.13,0,0

91,22:30-22:45,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,30.800000,18.290000,24.090000,152.540000,113.540000,0.950000,55.820000,1.340000,6.740000,0.690000,18.950000,5.780000,81.490000,57.380000,270.700000,1.560000,0.000000,8.180000,0.000000,23.100000,60.22,0,0,0,20.25,60.22,0,0,0,0,0,0,60.77,0,0,0,0,33.95,0,15.13,20.26,0,0

92,22:45-23:00,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,30.800000,18.290000,24.090000,152.540000,113.540000,0.950000,55.820000,1.340000,6.740000,0.690000,18.950000,5.780000,77.250000,57.380000,270.700000,1.560000,0.000000,8.180000,0.000000,23.100000,59.11,0,0,0,20.4,59.11,0,0,0,0,0,0,61.18,0,0,0,0,32.73,0,14.86,20.39,0,0

93,23:00-23:15,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,30.800000,18.290000,24.090000,152.540000,113.540000,0.950000,55.820000,1.340000,6.740000,0.690000,18.950000,5.780000,73.010000,57.380000,270.700000,1.560000,0.000000,8.180000,0.000000,23.100000,57.77,0,0,0,20.59,57.77,0,0,0,0,0,0,61.72,0,0,0,0,30.55,0,14.64,20.57,0,0

94,23:15-23:30,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,30.800000,18.290000,24.090000,152.540000,113.540000,0.950000,55.820000,1.340000,6.740000,0.690000,18.950000,5.780000,68.760000,52.620000,270.700000,1.560000,0.000000,8.180000,0.000000,23.100000,54.77,0,0,0,20.75,54.77,0,0,0,0,0,0,62.27,0,0,0,0,29.07,0,14.46,20.76,0,0

95,23:30-23:45,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,30.800000,18.290000,24.090000,152.540000,89.470000,0.950000,55.820000,1.340000,6.740000,0.690000,18.950000,5.780000,64.520000,33.690000,231.000000,1.560000,0.000000,8.180000,0.000000,23.100000,51.3,0,0,0,20.87,51.3,0,0,0,0,0,0,62.6,0,0,0,0,27.72,0,14.25,20.87,0,0

96,23:45-24:00,96.250000,0.000000,4.810000,0.000000,0.000000,6.740000,0.000000,11.550000,8.080000,30.800000,18.290000,24.090000,152.540000,75.080000,0.950000,55.820000,1.340000,6.740000,0.690000,18.950000,5.780000,60.270000,33.690000,192.500000,1.560000,0.000000,8.180000,0.000000,23.100000,49.11,0,0,0,20.97,49.11,0,0,0,0,0,0,62.89,0,0,0,0,26.3,0,14.1,20.96,0,0

