Time,Block,NER/2024/2023/A/7425,NR/2024/18691/A/7452,NR/2024/18388/A/7162,WR/2024/21740/A/7455,WR/2024/21675/A/7429,NR/2024/18744/C,WR/2024/21710/A/7457,Total
17,04:00-04:15,25.000000,0.000000,0.390000,50.000000,0.000000,0,0.000000,75.39

18,04:15-04:30,25.000000,0.000000,0.390000,50.000000,0.000000,0,0.000000,75.39

19,04:30-04:45,25.000000,0.000000,0.390000,50.000000,0.000000,0,0.000000,75.39

20,04:45-05:00,25.000000,0.000000,0.390000,50.000000,0.000000,0,0.000000,75.39

21,05:00-05:15,25.000000,0.000000,0.390000,50.000000,0.000000,0,0.000000,75.39

22,05:15-05:30,25.000000,0.000000,0.390000,50.000000,0.000000,0,0.000000,75.39

23,05:30-05:45,25.000000,0.000000,0.390000,50.000000,0.000000,0,0.000000,75.39

24,05:45-06:00,25.000000,0.000000,0.390000,50.000000,0.000000,0,0.000000,75.39

25,06:00-06:15,25.000000,191.900000,0.530000,50.000000,0.000000,0,0.000000,267.43

26,06:15-06:30,25.000000,191.900000,0.530000,50.000000,0.000000,0,0.000000,267.43

27,06:30-06:45,25.000000,191.900000,0.530000,50.000000,0.000000,0,0.000000,267.43

28,06:45-07:00,25.000000,191.900000,0.530000,50.000000,0.000000,0,0.000000,267.43

29,07:00-07:15,25.000000,191.900000,0.580000,50.000000,0.000000,0,0.000000,267.48

30,07:15-07:30,25.000000,191.900000,0.580000,50.000000,0.000000,0,0.000000,267.48

31,07:30-07:45,25.000000,191.900000,0.580000,50.000000,0.000000,0,0.000000,267.48

32,07:45:08:00,25.000000,191.900000,0.580000,50.000000,0.000000,0,0.000000,267.48

33,08:00-08:15,25.000000,191.900000,0.970000,50.000000,0.000000,0,0.000000,267.87

34,08:15-08:30,25.000000,191.900000,0.970000,50.000000,0.000000,0,0.000000,267.87

35,08:30-08:45,25.000000,191.900000,0.970000,50.000000,0.000000,0,0.000000,267.87

36,08:45:09:00,25.000000,191.900000,0.970000,50.000000,0.000000,0,0.000000,267.87

37,09:00:09:15,25.000000,191.900000,0.970000,50.000000,0.000000,5.23,0.000000,273.1

38,09:15-09:30,25.000000,191.900000,0.970000,50.000000,0.000000,5.82,0.000000,273.69

39,09:30-09:45,25.000000,191.900000,0.970000,50.000000,0.000000,6.4,0.000000,274.27

40,09:45-10:00,25.000000,191.900000,0.970000,50.000000,0.000000,6.87,0.000000,274.74

41,10:00-10:15,25.000000,191.900000,0.970000,50.000000,0.000000,7.1,0.000000,274.97

42,10:15-10:30,25.000000,191.900000,0.970000,50.000000,0.000000,7.39,0.000000,275.26

43,10:30-10:45,25.000000,191.900000,0.970000,50.000000,0.000000,7.48,0.000000,275.35

44,10:45-11:00,25.000000,191.900000,0.970000,50.000000,0.000000,7.63,0.000000,275.5

45,11:00-11:15,25.000000,191.900000,0.970000,50.000000,0.000000,7.82,0.000000,275.69

46,11:15-11:30,25.000000,191.900000,0.970000,50.000000,0.000000,8.16,0.000000,276.03

47,11:30-11:45,25.000000,191.900000,0.970000,50.000000,0.000000,8.35,0.000000,276.22

48,11:45-12:00,25.000000,191.900000,0.970000,50.000000,0.000000,8.5,0.000000,276.37

49,12:00-12:15,25.000000,191.900000,0.970000,50.000000,0.000000,8.64,0.000000,276.51

50,12:15-12:30,25.000000,191.900000,0.970000,50.000000,0.000000,8.69,0.000000,276.56

51,12:30-12:45,25.000000,191.900000,0.970000,50.000000,0.000000,8.88,0.000000,276.75

52,12:45-13:00,25.000000,191.900000,0.970000,50.000000,0.000000,9.03,0.000000,276.9

53,13:00-13:15,25.000000,191.900000,0.970000,50.000000,0.000000,9.12,0.000000,276.99

54,13:15-13:30,25.000000,191.900000,0.970000,50.000000,0.000000,9.24,0.000000,277.11

55,13:30-13:45,25.000000,191.900000,0.970000,50.000000,0.000000,9.07,0.000000,276.94

56,13:45-14:00,25.000000,191.900000,0.970000,50.000000,0.000000,8.69,0.000000,276.56

57,14:00-14:15,25.000000,191.900000,0.970000,50.000000,0.000000,8.4,0.000000,276.27

58,14:15-14:30,25.000000,191.900000,0.970000,50.000000,0.000000,8.16,0.000000,276.03

59,14:30-14:45,25.000000,191.900000,0.970000,50.000000,0.000000,7.34,0.000000,275.21

60,14:45-15:00,25.000000,191.900000,0.970000,50.000000,0.000000,6.08,0.000000,273.95

61,15:00-15:15,25.000000,191.900000,0.770000,50.000000,0.000000,5.7,0.000000,273.37

62,15:15-15:30,25.000000,191.900000,0.770000,50.000000,0.000000,5.21,0.000000,272.88

63,15:30-15:45,25.000000,191.900000,0.770000,50.000000,0.000000,4.83,0.000000,272.5

64,15:45-16:00,25.000000,191.900000,0.770000,50.000000,0.000000,4.15,0.000000,271.82

65,16:00-16:15,25.000000,191.900000,0.530000,50.000000,0.000000,3.86,0.000000,271.29

66,16:15-16:30,25.000000,191.900000,0.530000,50.000000,0.000000,2.95,0.000000,270.38

67,16:30-16:45,25.000000,191.900000,0.530000,50.000000,0.000000,2.59,0.000000,270.02

68,16:45-17:00,25.000000,191.900000,0.530000,50.000000,0.000000,2.49,0.000000,269.92

69,17:00-17:15,25.000000,191.900000,0.530000,50.000000,0.000000,1.97,0.000000,269.4

70,17:15-17:30,25.000000,191.900000,0.530000,50.000000,0.000000,1.97,0.000000,269.4

71,17:30-17:45,25.000000,191.900000,0.530000,50.000000,0.000000,1.33,0.000000,268.76

72,17:45-18:00,25.000000,191.900000,0.530000,50.000000,0.000000,0.81,0.000000,268.24

73,18:00-18:15,25.000000,30.600000,0.530000,50.000000,57.760000,0.38,25.000000,189.27

74,18:15-18:30,25.000000,30.600000,0.530000,50.000000,57.760000,0.12,25.000000,189.01

75,18:30-18:45,25.000000,30.600000,0.530000,50.000000,57.760000,0,25.000000,188.89

76,18:45-19:00,25.000000,30.600000,0.530000,50.000000,57.760000,0,25.000000,188.89

77,19:00-19:15,25.000000,30.600000,0.630000,50.000000,57.760000,0,25.000000,188.99

78,19:15-19:30,25.000000,30.600000,0.630000,50.000000,57.760000,0,25.000000,188.99

79,19:30-19:45,25.000000,30.600000,0.630000,50.000000,57.760000,0,25.000000,188.99

80,19:45-20:00,25.000000,30.600000,0.630000,50.000000,57.760000,0,25.000000,188.99

81,20:00-20:15,25.000000,30.600000,0.630000,50.000000,57.760000,0,25.000000,188.99

82,20:15-20:30,25.000000,30.600000,0.630000,50.000000,57.760000,0,25.000000,188.99

83,20:30-20:45,25.000000,30.600000,0.630000,50.000000,57.760000,0,25.000000,188.99

84,20:45-21:00,25.000000,30.600000,0.630000,50.000000,57.760000,0,25.000000,188.99

85,21:00-21:15,25.000000,30.600000,0.630000,50.000000,57.760000,0,25.000000,188.99

86,21:15-21:30,25.000000,30.600000,0.630000,50.000000,57.760000,0,25.000000,188.99

87,21:30-21:45,25.000000,30.600000,0.630000,50.000000,57.760000,0,25.000000,188.99

88,21:45-22:00,25.000000,30.600000,0.630000,50.000000,57.760000,0,25.000000,188.99

89,22:00-22:15,25.000000,0.000000,0.530000,50.000000,57.760000,0,0.000000,133.29

90,22:15-22:30,25.000000,0.000000,0.530000,50.000000,57.760000,0,0.000000,133.29

91,22:30-22:45,25.000000,0.000000,0.530000,50.000000,57.760000,0,0.000000,133.29

92,22:45-23:00,25.000000,0.000000,0.530000,50.000000,57.760000,0,0.000000,133.29

93,23:00-23:15,25.000000,0.000000,0.480000,50.000000,0.000000,0,0.000000,75.48

94,23:15-23:30,25.000000,0.000000,0.480000,50.000000,0.000000,0,0.000000,75.48

95,23:30-23:45,25.000000,0.000000,0.480000,50.000000,0.000000,0,0.000000,75.48

96,23:45-24:00,25.000000,0.000000,0.480000,50.000000,0.000000,0,0.000000,75.48

