Block,Time,KGSU1AND2,KOLDAM,KUDGI,RSTPSU1TO6,KGSU3AND4,NJPC,NLCIIST2,TALA,TANDA2,TEHRI,TelanganaSTPP,UNCHAHAR4,VALLURNTECL,ANTA_RF,BRBCL,KOTESHWR,SIMHST2,URI,AURY_LF,DADRI_CRF,CHAMERA1,DADRT2,DHAULIGNGA,JHAJJAR,PARBATI3,RAPPC,RIHAND1,RIHAND2,SASAN,SIMHST1,TALST2,URI2,ANTA_CRF,ANTA_LF,DADRI_LF,CHAMERA2,KHSTPP-I,KHSTPP-II,KKNP,NLCEXP,NLCTS2EXP,NTPL,RAMPUR,SALAL,SEWA2,SINGRAULI,DADRI_RF,DULHASTI,FSTPP I & II,NAPP,NLCIIST1,NNTPP,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR1,AURY_CRF,MAPS,UNCHAHAR3,ANTA_GF,BSIUL,CHAMERA3,KISHANGANGA,KKNPPU2,RAPPB,RIHAND3,RSTPSU7,UNCHAHAR2,AURY_GF,AURY_RF,DADRI_GF
64,15:45-16:00,0,0,0,0,0,0,0,0,0,15.56,0,0,0,42.94,20,8.88,0,1.11,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,8.07,0,0,23.57,0,45.22,148.3,0,0,0,0,0,55.77,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

65,16:00-16:15,0,0,0,0,0,0,0,0,0,15.82,0,0,0,42.94,20,8.88,0,0.78,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,8.07,0,0,23.57,0,45.22,148.3,0,0,0,0,0,41.83,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

66,16:15-16:30,0,0,0,0,0,0,0,0,0,28.98,0,0,0,42.94,20,8.88,0,0.78,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,8.07,0,0,23.57,0,45.22,148.3,0,0,0,0,0,41.83,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

67,16:30-16:45,0,0,0,0,0,0,0,0,0,46.68,0,0,0,42.94,20,8.88,0,0.78,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,8.07,0,0,23.57,0,45.22,148.3,0,0,0,0,0,41.83,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

68,16:45-17:00,0,0,0,0,0,23.39,0,0,0,46.68,0,0,0,42.94,20,8.88,0,0.78,0,2.19,0,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,8.07,0,0,23.57,3.33,45.22,148.3,0,0,0,0,0,9.29,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,70.59,0

69,17:00-17:15,0,0,0,0,0,46.79,0,0,0,62.24,0,0,0,43.26,20,17.75,0,1.11,0,2.19,0,638.72,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,13.17,45.22,148.3,0,0,0,0,0,1.4,0,125.96,44.94,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,1.1,0,0,0,0,124.32,0,42.39,0,70.59,0

70,17:15-17:30,0,0,0,0,0,70.17,0,0,0,62.24,0,0,0,43.57,20,26.63,0,1.11,0,2.19,12.16,683.14,0,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,13.17,45.22,148.3,0,0,0,0,0,1.4,5.27,125.96,44.94,32.95,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,6.52,9.67,0,0,0,124.32,0,42.39,0,70.59,0

71,17:30-17:45,0,0,0,0,0,93.56,0,0,0,62.24,0,0,0,44.41,20,39.83,0,1.11,0,2.19,14.05,683.14,7.92,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,26.34,45.22,148.3,0,0,0,0,0,1.4,10.53,125.96,44.94,32.95,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,13.04,19.38,0,0,0,124.32,0,42.39,0,70.59,0

72,17:45-18:00,0,0,0,0,0,116.96,0,0,0,62.24,0,0,0,44.41,20,39.83,0,1.11,0,2.19,28.05,683.14,15.98,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,26.34,45.22,148.3,0,0,0,0,0,1.4,15.06,125.96,44.94,32.95,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,13.04,19.38,0,0,0,124.32,0,42.39,0,70.59,0

73,18:00-18:15,0,0,0,0,0,140.35,0,0,0,62.24,0,0,0,44.63,20,39.83,0,1.11,0,2.19,28.05,683.14,27.41,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,26.34,45.22,148.3,0,0,0,0,0,1.4,15.06,125.96,44.94,32.95,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,13.04,19.38,0,0,0,124.32,0,42.39,0,70.59,0

74,18:15-18:30,0,0,0,0,0,140.35,0,0,0,62.24,0,0,0,44.83,20,39.83,0,1.11,0,2.19,28.05,683.14,27.41,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,26.34,45.22,148.3,0,0,0,0,0,1.4,15.06,125.96,44.94,32.95,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,13.04,19.38,0,0,0,124.32,0,42.39,0,70.59,0

75,18:30-18:45,0,0,0,0,0,140.35,0,0,0,62.24,0,0,0,44.83,20,39.83,0,3.31,0,2.19,28.05,683.14,27.41,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,26.34,45.22,148.3,0,0,0,0,0,1.4,15.06,125.96,44.94,32.95,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,13.04,19.38,0,0,0,124.32,0,42.39,0,71.46,0

76,18:45-19:00,0,0,0,0,0,113.64,0,0,0,62.24,0,0,0,44.83,20,19.92,0,26.49,0,2.19,28.05,683.14,27.41,654.3,0,54.06,45,118.75,410.62,0,0,4.31,0,0,23.57,26.34,45.22,148.3,0,0,0,0,0,1.4,10.53,125.96,44.94,32.95,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,6.52,9.67,0,0,0,124.32,0,42.39,0,71.46,0

77,19:00-19:15,0,0,0,0,0,85.23,0,0,0,62.24,0,0,0,45.05,15,17.75,0,26.49,0,2.19,24.49,683.14,27.41,654.3,3.82,54.06,52,118.75,410.62,0,0,4.31,0,0,23.57,13.07,45.22,148.3,0,0,0,0,0,1.4,5.27,125.96,67.95,32.95,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,1.1,9.67,0,0,0,124.32,0,42.39,0,71.46,0

78,19:15-19:30,0,0,0,0,0,70.17,0,0,0,62.24,0,0,0,45.05,15,17.75,0,26.49,0,2.19,12.01,683.14,15.98,654.3,16.55,54.06,59,118.75,410.62,0,0,4.31,0,0,23.57,13.07,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,32.95,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,9.67,0,0,0,124.32,0,42.39,0,71.46,0

79,19:30-19:45,0,0,0,0,0,42.61,0,0,0,62.24,0,0,0,44.41,15,17.75,0,26.49,0,2.19,12.01,683.14,7.92,654.3,16.55,54.06,66,118.75,410.62,0,0,4.31,0,0,23.57,13.07,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,32.95,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,9.67,0,0,0,124.32,0,42.39,0,71.46,0

80,19:45-20:00,0,0,0,0,0,20.83,0,0,0,62.24,0,0,0,44.41,15,17.75,0,6.63,0,2.19,0,683.14,0,654.3,16.55,54.06,72,118.75,410.62,0,0,4.31,0,0,23.57,13.07,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,32.95,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,9.67,0,0,0,124.32,0,42.39,0,71.46,0

81,20:00-20:15,0,0,0,0,0,0,0,0,0,46.68,0,0,0,44.41,15,17.75,0,6.63,0,2.19,0,683.14,0,654.3,16.55,54.06,72,118.75,410.62,0,0,4.31,0,0,23.57,13.07,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,32.95,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,9.67,0,0,0,124.32,0,42.39,0,71.46,0

82,20:15-20:30,0,0,0,0,0,0,0,0,0,46.68,0,0,0,44.41,15,17.75,0,1.11,0,2.19,0,683.14,0,654.3,16.55,54.06,72,118.75,410.62,0,0,4.31,0,0,23.57,13.07,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,32.95,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,9.67,0,0,0,124.32,0,42.39,0,71.46,0

83,20:30-20:45,0,0,0,0,0,0,0,0,0,31.12,0,0,0,44.41,15,17.75,0,1.11,0,2.19,0,683.14,0,654.3,16.55,54.06,72,118.75,410.62,0,0,4.31,0,0,23.57,13.07,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,9.67,0,0,0,124.32,0,42.39,0,71.46,0

84,20:45-21:00,0,0,0,0,0,0,0,0,0,31.12,0,0,0,44.41,15,17.75,0,3.31,0,2.19,0,683.14,0,654.3,3.56,54.06,72,118.75,410.62,0,0,4.31,0,0,23.57,13.07,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,16.48,15.29,44.43,0,0,0,1.79,20.56,0,0,26.39,0,0,9.67,0,0,0,124.32,0,42.39,0,71.46,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0,31.12,0,0,0,44.41,15,17.75,0,26.49,0,2.19,0,683.14,0,654.3,0,54.06,72,118.75,410.62,0,0,4.31,0,0,23.57,13.07,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,16.48,15.29,44.43,0,0,0,0,20.56,0,0,26.39,0,0,9.67,0,0,0,124.32,0,42.39,0,71.46,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0,31.12,0,0,0,44.41,15,8.88,0,26.49,0,2.19,0,683.14,0,654.3,0,54.06,72,118.75,410.62,0,0,4.31,0,0,23.57,13.07,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,16.48,15.29,44.43,0,0,0,0,20.56,0,0,26.39,0,0,9.67,0,0,0,124.32,0,42.39,0,71.46,0

87,21:30-21:45,0,0,0,0,0,0,0,0,0,15.56,0,0,0,44.41,15,8.88,0,26.49,0,2.19,0,683.14,0,654.3,0,54.06,72,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,16.48,15.29,44.43,0,0,0,0,20.56,0,0,26.39,0,0,9.67,0,0,0,124.32,0,42.39,0,71.46,0

88,21:45-22:00,0,0,0,0,0,0,0,0,0,15.56,0,0,0,44.41,15,8.88,0,15.45,0,2.19,0,683.14,0,654.3,0,54.06,72,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,16.48,15.29,44.43,0,0,0,0,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

89,22:00-22:15,0,0,0,0,0,0,0,0,0,15.56,0,0,0,44.63,15,8.88,0,7.73,0,2.19,0,683.14,0,654.3,0,54.06,72,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,16.48,15.29,44.43,0,0,0,0,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

90,22:15-22:30,0,0,0,0,0,0,0,0,0,15.56,0,0,0,44.83,15,8.88,0,7.73,0,2.19,0,683.14,0,654.3,0,54.06,72,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,16.48,15.29,44.43,0,0,0,0,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

91,22:30-22:45,0,0,0,0,0,0,0,0,0,15.56,0,0,0,44.83,17.58,8.88,0,7.95,0,2.19,0,683.14,0,654.3,0,54.06,77,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,16.48,15.29,44.43,0,0,0,0,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,44.83,18.9,8.88,0,7.95,0,2.19,0,683.14,0,654.3,0,54.06,82,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,16.48,15.29,44.43,0,0,0,0,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,0,0,0,44.83,20,8.88,0,2.21,0,2.19,0,683.14,0,654.3,0,54.06,87,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,16.48,15.29,44.43,0,0,0,0,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,45.05,20,8.88,0,2.21,0,2.19,0,683.14,0,654.3,0,54.06,92,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,16.48,15.29,44.43,0,0,0,0,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,0,0,0,45.05,20,8.88,0,0.66,0,2.19,0,683.14,0,654.3,0,54.06,92,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,16.48,15.29,44.43,0,0,0,0,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,45.05,20,8.88,0,0.66,0,2.19,0,683.14,0,654.3,0,54.06,92,118.75,410.62,0,0,4.31,0,0,23.57,0,45.22,148.3,0,0,0,0,0,1.4,0,125.96,67.95,16.48,15.29,44.43,0,0,0,0,20.56,0,0,26.39,0,0,0,0,0,0,124.32,0,42.39,0,71.46,0

