Block,Time,LT-31,LT-59,SH-06,L_NR_2012_02,L_NR_2023_04,LT-36,SH-07,LT-05,L_NR_2019_11,L_NR_2012_01,LT-35,L_NR_2012_04,L_NR_2012_07,L_NR_2020_02,L_NR_2020_07,L_NR_2022_10,L_NR_2021_12,L_NR_2020_06,L_NR_2021_14,L_NR_2021_16,L_NR_2019_05,L_NR_2022_09,L_NR_2021_13,L_NR_2019_07,L_NR_2021_15,L_NR_2021_17,L_NR_2018_61,L_NR_2019_06,L_NR_2020_05,L_NR_2022_08,L_NR_2019_19
1,00:00-00:15,0.000000,10.330000,0.000000,235.170000,28.960000,0.000000,0.000000,115.510000,10.760000,101.130000,0.000000,271.520000,74.030000,11.880000,10.94,40.11,0,10.93,0,0,0,40.11,0,0,0,0,42.06,0,32.79,15.31,0

2,00:15-00:30,0.000000,10.330000,0.000000,235.170000,28.960000,0.000000,0.000000,115.510000,10.760000,101.130000,0.000000,271.520000,74.030000,11.880000,21.07,40.44,0,21.08,0,0,0,40.44,0,0,0,0,42.08,0,63.22,25.83,0

3,00:30-00:45,0.000000,10.330000,0.000000,235.170000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,74.030000,11.880000,21.42,39.88,0,21.4,0,0,0,39.88,0,0,0,0,42.19,0,64.21,25.81,0

4,00:45-01:00,0.000000,10.330000,0.000000,235.170000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,74.030000,11.880000,21.55,39.44,0,21.56,0,0,0,39.44,0,0,0,0,42.08,0,64.68,25.71,0

5,01:00-01:15,0.000000,10.330000,0.000000,235.170000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,74.030000,11.880000,21.67,39.88,0,21.68,0,0,0,39.88,0,0,0,0,42.09,0,65.04,25.64,0

6,01:15-01:30,0.000000,10.330000,0.000000,235.170000,29.930000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,74.030000,11.880000,21.83,40,0,21.83,0,0,0,40,0,0,0,0,42.07,0,65.5,16.07,0

7,01:30-01:45,0.000000,10.330000,0.000000,235.170000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,74.030000,11.880000,22.23,40.16,0,22.23,0,0,0,40.16,0,0,0,0,42.2,0,66.68,16.29,0

8,01:45-02:00,0.000000,10.330000,0.000000,235.170000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,74.030000,11.880000,22.61,40.26,0,22.62,0,0,0,40.26,0,0,0,0,42.2,0,67.85,16.54,0

9,02:00-02:15,0.000000,10.330000,0.000000,235.170000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,74.030000,11.880000,18.71,48.12,0,18.72,0,0,0,48.12,0,0,0,0,42.14,0,56.15,16.78,0

10,02:15-02:30,0.000000,10.330000,0.000000,235.170000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,74.030000,11.880000,19.04,47.78,0,19.06,0,0,0,47.78,0,0,0,0,42.12,0,57.17,17.08,0

11,02:30-02:45,0.000000,10.330000,0.000000,235.170000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,74.030000,11.880000,19.37,47.63,0,19.37,0,0,0,47.63,0,0,0,0,42.13,0,58.11,17.44,0

12,02:45-03:00,0.000000,10.330000,0.000000,235.170000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,74.030000,11.880000,19.64,47.41,0,19.65,0,0,0,47.41,0,0,0,0,42.08,0,58.94,17.72,0

13,03:00-03:15,0.000000,10.330000,0.000000,235.170000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,64.870000,11.880000,19.94,47.07,0,19.94,0,0,0,47.07,0,0,0,0,42.2,0,59.81,17.66,0

14,03:15-03:30,0.000000,10.330000,0.000000,235.170000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,64.870000,11.880000,20.28,45.68,0,20.27,0,0,0,45.68,0,0,0,0,42.2,0,60.81,8.78,0

15,03:30-03:45,0.000000,10.330000,0.000000,235.170000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,64.870000,11.880000,9.26,30.53,0,9.25,0,0,0,30.53,0,0,0,0,37.71,0,27.76,9.11,0

16,03:45-04:00,0.000000,10.330000,0.000000,235.170000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,46.850000,11.880000,9.04,29.57,0,9.06,0,0,0,29.57,0,0,0,0,37.6,0,27.17,9.45,0

17,04:00-04:15,0.000000,10.330000,0.000000,235.170000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,46.850000,11.880000,8.89,18.14,0,8.89,0,0,0,18.14,0,0,0,0,37.4,0,26.66,9.89,0

18,04:15-04:30,0.000000,10.330000,0.000000,235.170000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,46.850000,11.880000,8.8,17.58,0,8.81,0,0,0,17.58,0,0,0,0,37.57,0,26.43,7,0

19,04:30-04:45,0.000000,10.330000,0.000000,186.870000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,46.850000,11.880000,8.77,16.84,0,8.78,0,0,0,16.84,0,0,0,0,29.71,0,26.33,7.26,0

20,04:45-05:00,0.000000,10.330000,0.000000,186.870000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,55.990000,11.880000,8.71,16.4,0,8.71,0,0,0,16.4,0,0,0,0,29.6,0,26.12,7.29,0

21,05:00-05:15,0.000000,10.330000,0.000000,148.310000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,41.010000,11.880000,8.58,16.2,0,8.59,0,0,0,16.2,0,0,0,0,29.39,0,25.76,7.29,0

22,05:15-05:30,0.000000,10.330000,0.000000,148.310000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,41.010000,11.880000,8.45,15.77,0,8.47,0,0,0,15.77,0,0,0,0,40.86,0,25.4,7.1,0

23,05:30-05:45,0.000000,10.330000,0.000000,186.870000,28.960000,0.000000,0.000000,66.270000,10.760000,101.130000,0.000000,271.520000,41.010000,11.880000,8.35,15.55,0,8.34,0,0,0,15.55,0,0,0,0,40.63,0,25.03,7.1,0.09757

