Block,Time,CHAMERA1,NTPL,SASAN,SIMHST1,SIMHST2,UNCHAHAR2,AURY_GF,CHAMERA2,CHAMERA3,KGSU3AND4,KKNPPU2,NLCTS2EXP,TALST2,TelanganaSTPP,UNCHAHAR1,UNCHAHAR4,DADRI_CRF,DADRI_RF,BRBCL,DHAULIGNGA,KHSTPP-II,KUDGI,NJPC,RIHAND3,RSTPSU1TO6,TANDA2,ANTA_CRF,ANTA_GF,ANTA_LF,DADRI_LF,DADRT2,NLCIIST1,RIHAND2,UNCHAHAR3,ANTA_RF,AURY_RF,RAMPUR,RSTPSU7,SINGRAULI_HYDRO,TANAKPUR,DADRI_GF,BSIUL,DULHASTI,JHAJJAR,KOLDAM,NAPP,NLCEXP,NLCIIST2,PARBATI3,RAPPB,RIHAND1,SALAL,SEWA2,TALA,TEHRI,URI,KGSU1AND2,KISHANGANGA,NNTPP,RAPPC,SINGRAULI,VALLURNTECL,AURY_CRF,FSTPP I & II,KHSTPP-I,KKNP,KOTESHWR,MAPS,URI2,AURY_LF
65,16:00-16:15,0,0,410.62,0,0,21.19,0,13.17,9.68,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,23.39,124.32,0,0,41.79,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,10.25,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,15.44,7.73,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

66,16:15-16:30,0,0,410.62,0,0,21.19,0,13.17,9.68,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,46.78,124.32,0,0,41.79,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,10.25,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,15.44,7.73,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

67,16:30-16:45,0,0,410.62,0,0,21.19,0,13.17,9.68,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,70.17,124.32,0,0,41.79,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,5.13,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,30.87,1.66,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

68,16:45-17:00,0,0,410.62,0,0,21.19,0,13.17,9.68,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,70.17,124.32,0,0,41.79,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,5.13,0,0,14.12,654.31,0,42.93,0,0,0,0,78,13.95,0,0,30.87,1.66,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

69,17:00-17:15,0,0,418.77,0,0,21.19,0,13.17,9.68,0,0,0,0,0,20.56,0,66.85,0,20,9.13,98.87,0,93.56,124.32,0,0,41.79,0,0,22.47,601.66,0,118.76,26.39,0,0,0,0,0,5.13,0,0,14.12,438.51,0,42.93,0,0,0,0,78,55.77,0,0,46.31,1.66,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

70,17:15-17:30,12.01,0,418.77,0,0,21.19,0,26.34,9.68,0,0,0,0,0,20.56,0,66.85,0,20,18.27,98.87,0,116.95,124.32,0,0,41.79,0,0,22.47,601.66,0,118.76,26.39,0,0,0,0,0,5.13,0,1.1,14.12,438.51,0,42.93,0,0,0,0,78,55.77,0,0,46.31,1.66,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

71,17:30-17:45,26.86,0,418.77,0,0,21.19,0,26.34,19.36,0,0,0,0,0,20.56,0,66.85,0,20,27.4,98.87,0,140.34,124.32,0,0,41.79,0,0,22.47,601.66,0,118.76,26.39,0,0,0,0,0,5.13,0,2.2,32.96,438.51,0,42.93,0,0,0,0,78,55.77,5.27,0,62.24,1.66,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

72,17:45-18:00,42.15,0,418.77,0,0,21.19,0,26.34,29.06,0,0,0,0,0,20.56,0,66.85,0,20,36.55,98.87,0,140.34,124.32,0,0,41.79,0,0,22.47,601.66,0,118.76,26.39,0,0,0,0,0,5.13,0,13.04,49.43,438.51,0,42.93,0,0,0,0,78,55.77,10.54,0,62.24,1.66,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,9.86,0,4.57,0

73,18:00-18:15,42.15,0,418.77,0,0,21.19,0,26.34,29.06,0,0,0,0,0,20.56,0,66.85,0,20,36.55,98.87,0,140.34,124.32,0,0,42.21,0,0,22.47,601.66,0,118.76,26.39,0,0,0,0,0,5.13,0,13.04,49.43,438.51,0,42.93,0,0,0,0,78,2.33,10.54,0,62.24,1.66,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,9.86,0,4.57,0

74,18:15-18:30,42.15,0,418.77,0,0,21.19,0,26.34,29.06,0,0,0,0,0,20.56,0,66.85,0,20,36.55,98.87,0,140.34,124.32,0,0,42.21,0,0,22.47,601.66,0,118.76,26.39,0,0,0,0,0,5.13,0,13.04,49.43,438.51,0,42.93,0,0,0,0,78,2.33,10.54,0,62.24,1.66,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,9.86,0,4.57,0

75,18:30-18:45,42.15,0,418.77,0,0,21.19,0,26.34,29.06,0,0,0,0,0,20.56,0,66.85,0,20,36.55,98.87,0,140.34,124.32,0,0,42.21,0,0,22.47,601.66,0,118.76,26.39,0,0,0,0,0,5.13,0,13.04,49.43,438.51,0,42.93,0,0,0,0,78,2.33,10.54,0,62.24,1.66,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,9.86,0,4.57,0

76,18:45-19:00,42.15,0,418.77,0,0,21.19,0,26.34,29.06,0,0,0,0,0,20.56,0,66.85,0,20,36.55,98.87,0,140.34,124.32,0,0,42.21,0,0,22.47,601.66,0,118.76,26.39,0,0,0,0,0,5.13,0,13.04,49.43,438.51,0,42.93,0,0,2.55,0,78,2.33,10.54,0,62.24,1.66,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,9.86,0,4.57,0

77,19:00-19:15,42.15,0,418.77,0,0,21.19,0,26.34,29.06,0,0,0,0,0,20.56,0,66.85,0,20,36.55,98.87,0,140.34,124.32,0,0,42.42,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,5.13,0,13.04,49.43,654.31,0,42.93,0,0,6.36,0,78,2.33,10.54,0,62.24,2.21,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,9.86,0,4.57,0

78,19:15-19:30,27.81,0,418.77,0,0,21.19,0,26.34,29.06,0,0,0,0,0,20.56,0,66.85,0,20,36.55,98.87,0,140.34,124.32,0,0,42.42,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,5.13,0,13.04,49.43,654.31,0,42.93,0,0,33.1,0,78,2.33,10.54,0,62.24,35.33,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,9.86,0,4.57,0

79,19:30-19:45,12.01,0,418.77,0,0,21.19,0,26.34,19.36,0,0,0,0,0,20.56,0,66.85,0,20,27.4,98.87,0,116.95,124.32,0,0,42.42,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,5.13,0,6.52,32.96,654.31,0,42.93,0,0,33.1,0,78,2.33,5.27,0,62.24,35.33,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

80,19:45-20:00,0,0,418.77,0,0,21.19,0,26.34,9.68,0,0,0,0,0,20.56,0,66.85,0,20,18.27,98.87,0,93.56,124.32,0,0,42.42,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,5.13,0,6.52,14.12,654.31,0,42.93,0,0,33.1,0,78,2.33,0,0,62.24,3.31,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

81,20:00-20:15,0,0,418.77,0,0,21.19,0,26.34,9.68,0,0,0,0,0,20.56,0,66.85,0,20,9.13,98.87,0,70.17,124.32,0,0,42.84,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,5.13,0,6.52,14.12,654.31,0,42.93,0,0,33.1,0,78,2.33,0,0,61.55,3.31,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

82,20:15-20:30,0,0,418.77,0,0,21.19,0,13.17,9.68,0,0,0,0,0,20.56,0,66.85,0,20,9.13,98.87,0,46.78,124.32,0,0,42.84,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,5.13,0,6.52,14.12,654.31,0,42.93,0,0,33.1,0,78,2.33,0,0,46.31,15.45,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

83,20:30-20:45,0,0,418.77,0,0,21.19,0,13.17,9.68,0,0,0,0,0,20.56,0,66.85,0,20,9.13,98.87,0,23.39,124.32,0,0,42.84,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,5.13,0,6.52,14.12,654.31,0,42.93,0,0,33.1,0,78,2.33,0,0,46.31,15.45,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

84,20:45-21:00,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,9.13,98.87,0,0,124.32,0,0,42.84,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,5.13,0,6.52,14.12,654.31,0,42.93,0,0,5.09,0,78,2.33,0,0,46.31,15.45,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

85,21:00-21:15,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,43.05,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,4.1,0,0,14.12,654.31,0,42.93,0,0,2.55,0,78,2.33,0,0,30.87,15.45,0,0,0,52.66,132.75,0,70.59,20.8,45.22,0,8.87,0,4.57,0

86,21:15-21:30,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,43.05,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,4.1,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,30.87,15.45,0,0,0,52.66,132.75,0,70.59,20.8,45.22,0,8.87,0,4.57,0

87,21:30-21:45,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,43.05,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,4.1,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,30.87,15.45,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

88,21:45-22:00,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,43.05,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,4.1,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,15.44,15.45,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

89,22:00-22:15,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,43.05,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,4.1,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,15.44,2.21,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

90,22:15-22:30,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,43.05,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,4.1,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,15.44,2.21,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

91,22:30-22:45,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,43.05,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,4.1,0,0,14.12,654.31,0,42.93,0,0,0,0,78,2.33,0,0,0,2.21,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

92,22:45-23:00,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,43.05,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,4.1,0,0,14.12,654.31,0,42.93,0,0,0,0,78,12.78,0,0,0,2.21,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

93,23:00-23:15,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,43.05,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,4.1,0,0,14.12,654.31,0,42.93,0,0,0,0,78,55.77,0,0,0,1.11,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

94,23:15-23:30,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,43.05,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,4.1,0,0,14.12,654.31,0,42.93,0,0,0,0,78,55.77,0,0,0,1.11,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

95,23:30-23:45,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,43.05,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.2,0,0,14.12,654.31,0,42.93,0,0,0,0,78,41.83,0,0,0,1.11,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

96,23:45-24:00,0,0,418.77,0,0,21.19,0,0,0,0,0,0,0,0,20.56,0,66.85,0,20,0,98.87,0,0,124.32,0,0,43.05,0,0,22.47,683.14,0,118.76,26.39,0,0,0,0,0,3.2,0,0,14.12,654.31,0,42.93,0,0,0,0,78,41.83,0,0,0,1.11,0,0,0,52.66,139.68,0,70.59,20.8,45.22,0,8.87,0,4.57,0

