Block,Time,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/03112023/30112023/IEX-231101-05680,NR/01102023/08032047/L_NR_2021_14,NR/01112023/30112023/HP-10,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/14082046/L_NR_2021_16,NR/01112023/30112023/HP-09,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/30092023/26122029/SH-06,NR/01102023/23072042/L_NR_2012_04,WR/01102023/16072048/L_NR_2022_08,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/22102023/11042047/L_NR_2021_16,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/30042040/GNA_LT_35,WR/01102023/01102023/L_NR_2020_06
71,17:30-17:45,29.79,7.21,1.85,3,11,0,48.220000,0,203.780000,0,9.26,0,0.000000,48.220000,4,1,29.79,26.99,2.000000,2.280000,0.250000,1.940000,0,30.860000,271.270000,11.66,144.68,114.200000,30.860000,0.1,27.010000,0.000000,0.250000,6,87.000000,101.020000,260.990000,9,0,0.250000,8.99

72,17:45-18:00,33.75,7.21,0.28,1,4,0,48.220000,0,203.780000,0,1.4,0,0.000000,48.220000,1,0,33.75,27.3,2.000000,2.280000,0.100000,1.940000,0,30.860000,271.270000,11.79,144.68,114.200000,30.860000,0,27.970000,0.000000,0.110000,1,87.000000,101.020000,260.990000,9.1,0,0.100000,9.1

73,18:00-18:15,20.31,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,0.000000,48.220000,0,0,20.31,25,2.000000,2.280000,0.000000,1.940000,0,30.860000,271.270000,11.66,144.68,109.950000,30.860000,0,27.970000,0.000000,0.000000,0,87.000000,101.020000,260.990000,8.33,0,0.000000,8.34

74,18:15-18:30,22.06,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,0.000000,48.220000,0,0,22.06,25,2.000000,2.280000,0.000000,1.940000,0,30.860000,271.270000,11.54,144.68,109.950000,30.860000,0,27.970000,0.000000,0.000000,0,87.000000,101.020000,260.990000,8.33,0,0.000000,8.34

75,18:30-18:45,23.49,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,0.000000,48.220000,0,0,23.49,25,1.840000,2.280000,0.000000,1.940000,0,30.860000,271.270000,11.34,144.68,109.950000,30.860000,0,27.970000,0.000000,0.000000,0,87.000000,101.020000,260.990000,8.33,0,0.000000,8.34

76,18:45-19:00,25.58,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,0.000000,48.220000,0,0,25.58,25.18,1.840000,2.280000,0.000000,1.940000,0,30.860000,271.270000,11.08,144.68,109.950000,30.860000,0,27.970000,0.000000,0.000000,0,87.000000,101.020000,260.990000,8.39,0,0.000000,8.4

77,19:00-19:15,29.23,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,0.000000,48.220000,0,0,29.23,25.83,1.840000,2.280000,0.000000,1.940000,0,25.480000,271.270000,11,144.68,109.950000,30.860000,0,27.970000,0.000000,0.000000,0,87.000000,101.020000,260.990000,8.61,0,0.000000,8.62

78,19:15-19:30,32,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,0.000000,48.220000,0,0,32,26.71,1.840000,2.280000,0.000000,1.940000,0,25.480000,271.270000,10.88,144.68,109.950000,30.860000,0,27.970000,0.000000,0.000000,0,87.000000,101.020000,260.990000,8.9,0,0.000000,8.91

79,19:30-19:45,46.55,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,0.000000,48.220000,0,0,46.55,40.83,1.840000,2.280000,0.000000,1.940000,0,25.480000,271.270000,12.21,144.68,109.950000,30.860000,0,27.970000,0.000000,0.000000,0,87.000000,101.020000,260.990000,13.61,0,0.000000,13.6

80,19:45-20:00,45.55,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,0.000000,48.220000,0,0,45.55,39.83,1.840000,2.280000,0.000000,1.940000,0,25.480000,271.270000,11.43,144.68,109.950000,30.860000,0,27.970000,0.000000,0.000000,0,87.000000,101.020000,260.990000,13.28,0,0.000000,13.26

81,20:00-20:15,44.08,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,0.000000,48.220000,0,0,44.08,39.33,1.840000,2.230000,0.000000,1.940000,0,25.480000,271.270000,10.66,144.68,112.850000,30.860000,0,27.970000,0.000000,0.000000,0,87.000000,101.020000,260.990000,13.11,0,0.000000,13.1

82,20:15-20:30,43.22,10.01,0,0,0,0,48.220000,0,73.790000,0,0,0,0.000000,48.220000,0,0,43.22,38.53,1.840000,2.230000,0.000000,1.940000,0,25.480000,271.270000,9.73,144.68,112.850000,30.860000,0,27.970000,0.000000,0.000000,0,87.000000,101.020000,260.990000,12.84,0,0.000000,12.85

83,20:30-20:45,41.99,10.01,0,0,0,0,48.220000,0,73.790000,0,0,0,0.000000,48.220000,0,0,41.99,38.71,1.840000,2.230000,0.000000,1.940000,0,25.480000,271.270000,8.86,144.68,117.670000,30.860000,0,27.970000,0.000000,0.000000,0,87.000000,101.020000,260.990000,12.9,0,0.000000,12.91

84,20:45-21:00,35.31,9.77,0,0,0,0,48.220000,0,73.790000,0,0,0,0.000000,48.220000,0,0,35.31,57.83,1.840000,2.230000,0.000000,1.940000,0,25.480000,271.270000,8.08,144.68,96.450000,30.860000,0,27.970000,0.000000,0.000000,0,87.000000,101.020000,260.990000,19.28,0,0.000000,19.26

85,21:00-21:15,29.45,9.08,0,0,0,0,48.220000,0,73.790000,0,0,0,0.000000,48.220000,0,0,29.45,57.33,1.840000,2.230000,0.000000,1.860000,0,25.480000,271.270000,7.71,144.68,67.520000,26.030000,0,27.010000,0.000000,0.000000,0,87.000000,101.020000,260.990000,19.11,0,0.000000,19.1

86,21:15-21:30,26.93,8.72,0,0,0,0,48.220000,0,73.790000,0,0,0,0.000000,48.220000,0,0,26.93,55.16,1.840000,2.230000,0.000000,1.860000,0,25.480000,271.270000,7.12,144.68,67.520000,26.030000,0,27.010000,0.000000,0.000000,0,68.030000,101.020000,260.990000,18.39,0,0.000000,18.38

87,21:30-21:45,27.48,8.48,0,0,0,0,48.220000,0,73.790000,0,0,0,0.000000,48.220000,0,0,27.48,52.83,1.840000,2.230000,0.000000,1.860000,0,25.480000,271.270000,6.66,144.68,67.520000,26.030000,0,27.010000,0.000000,0.000000,0,55.570000,67.520000,260.990000,17.61,0,0.000000,17.6

88,21:45-22:00,40.02,8.08,0,0,0,0,48.220000,0,73.790000,0,0,0,0.000000,48.220000,0,0,40.02,59.83,1.840000,2.230000,0.000000,1.860000,0,25.480000,271.270000,6.66,144.68,67.520000,26.030000,0,27.010000,0.000000,0.000000,0,55.570000,48.220000,260.990000,19.94,0,0.000000,19.94

89,22:00-22:15,39.34,7.72,0,0,0,0,48.220000,0,73.790000,0,0,0,172.780000,48.220000,0,0,39.34,58.33,1.770000,2.230000,0.000000,1.780000,0,25.480000,271.270000,14.99,144.68,67.520000,26.030000,0,25.080000,0.000000,0.000000,0,68.030000,86.800000,260.990000,19.44,0,0.000000,19.44

90,22:15-22:30,38.08,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,172.780000,48.220000,0,0,38.08,55.33,1.770000,2.230000,0.000000,1.780000,0,25.480000,271.270000,14.82,144.68,67.520000,26.030000,0,25.080000,0.000000,0.000000,0,68.030000,86.800000,260.990000,18.44,0,0.000000,18.44

91,22:30-22:45,35.54,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,172.780000,48.220000,0,0,35.54,54.77,1.770000,2.230000,0.000000,1.780000,0,25.480000,271.270000,14.53,144.68,71.760000,26.030000,0,25.080000,0.000000,0.000000,0,68.030000,86.800000,260.990000,18.26,0,0.000000,18.25

92,22:45-23:00,33.89,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,172.780000,48.220000,0,0,33.89,54.42,1.770000,2.230000,0.000000,1.780000,0,25.480000,271.270000,14.32,144.68,71.760000,26.030000,0,25.080000,0.000000,0.000000,0,68.030000,86.800000,260.990000,18.14,0,0.000000,18.14

93,23:00-23:15,32.45,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,172.780000,48.220000,0,0,32.45,54.27,1.770000,2.230000,0.000000,1.780000,0,25.480000,271.270000,14.32,144.68,71.760000,26.030000,0,25.080000,0.000000,0.000000,0,68.030000,77.160000,212.770000,18.09,0,0.000000,18.09

94,23:15-23:30,31.31,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,172.780000,48.220000,0,0,31.31,53.83,1.770000,2.230000,0.000000,1.780000,0,25.480000,271.270000,14.34,144.68,71.760000,26.030000,0,25.080000,0.000000,0.000000,0,68.030000,67.520000,205.350000,17.94,0,0.000000,17.94

95,23:30-23:45,29.41,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,172.780000,48.220000,0,0,29.41,53.66,1.770000,2.230000,0.000000,1.780000,0,25.480000,271.270000,14.18,144.68,71.760000,26.030000,0,25.080000,0.000000,0.000000,0,68.030000,57.870000,205.350000,17.89,0,0.000000,17.88

96,23:45-24:00,28.87,7.21,0,0,0,0,48.220000,0,73.790000,0,0,0,172.780000,48.220000,0,0,28.87,52.83,1.770000,2.230000,0.000000,1.780000,0,25.480000,271.270000,13.84,144.68,71.760000,26.030000,0,25.080000,0.000000,0.000000,0,68.030000,48.220000,205.350000,17.61,0,0.000000,17.6

