Column1,Time,SR/01102023/07102043/L_NR_2018_61,GNA/NR/2025/01/01/6528,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/01/6775,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/30092023/26122029/SH-06,GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/02/1250,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/3945,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/01/01/8625,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/01/3925,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/8058,NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/3514
15,03:30-03:45,8.8,8.65,0,1.65,24.98,0,24.73,0,70.07,7,0,22.99,18.67,0,0,7.67,0,18.66,7.67,0,0,0,0,0,0,0,0,0,0,0,0,28.82,48.04,1.53,24.98,59.41,0,1.14,65.33,48.04,53.8,0,20.18,26.9,0,74.71,24.98,48.04,19.22

16,03:45-04:00,8.4,8.65,0,1.65,24.98,0,24.73,0,70.07,7,0,22.01,17.33,0,0,7.33,0,17.34,7.33,0,0,0,0,0,0,0,0,0,0,0,0,28.82,48.04,1.53,24.98,59.41,0,1.14,65.33,48.04,53.8,0,20.18,26.9,0,74.71,24.98,48.04,19.22

17,04:00-04:15,8.2,8.65,0,1.65,24.98,0,24.73,0,70.07,7,0,30.49,16.67,0,0,10.17,0,16.66,10.17,0,0,0,0,0,0,0,0,0,0,0,0,28.82,48.04,1.53,24.98,59.41,0,1.14,65.33,48.04,53.8,0,20.18,26.9,0,74.71,24.98,48.04,19.22

18,04:15-04:30,8,8.65,0,1.65,24.98,0,24.73,0,70.07,7,0,28.99,16.67,0,0,9.67,0,16.66,9.67,0,0,0,0,0,0,0,0,0,0,0,0,28.82,48.04,1.53,24.98,59.41,0,1.14,65.33,48.04,53.8,0,20.18,26.9,0,74.71,24.98,48.04,19.22

19,04:30-04:45,8,8.65,0,1.65,24.98,0,24.73,0,70.07,7,0,27.49,16.67,0,0,9.17,0,16.66,9.17,0,0,0,0,0,0,0,0,0,0,0,0,28.82,48.04,1.53,24.98,59.41,0,1.14,65.33,48.04,53.8,0,20.18,26.9,0,74.71,24.98,48.04,19.22

20,04:45-05:00,8,8.65,0,1.65,24.98,0,24.73,0,70.07,7,0,26.51,16.67,0,0,8.83,0,16.66,8.83,0,0,0,0,0,0,0,0,0,0,0,0,28.82,48.04,1.53,24.98,59.41,0,1.14,65.33,48.04,53.8,0,20.18,26.9,0,74.71,24.98,48.04,19.22

21,05:00-05:15,8,8.65,0,1.65,24.98,0,24.73,0,70.07,7,0,25.01,16.67,0,0,8.33,0,16.66,8.33,0,0,0,0,0,0,0,0,0,0,0,0,28.82,48.04,1.53,24.98,59.41,0,1.14,65.33,48.04,53.8,0,20.18,26.9,0,74.71,24.98,48.04,19.22

22,05:15-05:30,8,8.65,0,1.65,24.98,0,24.73,0,70.07,7,0,23.51,16.67,0,0,7.83,0,16.66,7.83,0,0,0,0,0,0,0,0,0,0,0,0,28.82,48.04,1.53,24.98,59.41,0,1.14,65.33,48.04,53.8,0,20.18,26.9,0,74.71,24.98,48.04,19.22

23,05:30-05:45,8,8.65,0,1.65,24.98,0,24.73,0,70.07,7,0,23.51,17,0,0,7.83,0,17,7.83,0,0,0,0,0,0,0,0,0,0,0,0,28.82,48.04,1.53,24.98,59.41,0,1.14,65.33,48.04,73.98,0,20.18,26.9,0,74.71,24.98,48.04,19.22

24,05:45-06:00,8.2,8.65,0,1.65,24.98,0,24.73,0,70.07,7,0,22.99,16.67,0,0,7.67,0,16.66,7.67,0,0,0,0,0,0,0,0,0,0,0,0,28.82,48.04,1.53,24.98,59.41,0,1.14,65.33,48.04,73.98,0,20.18,26.9,0,74.71,24.98,48.04,19.22

25,06:00-06:15,9.6,8.65,0,1.65,28.82,0,24.73,0,65.93,7,0,22.5,16.33,0,0,7.5,0,16.34,7.5,0,0,0.67,0,0,0,0,0,0,0,0,0,28.82,48.04,1.53,28.82,59.41,0,1.07,65.33,48.04,83.59,0,20.18,26.9,0,96.08,28.82,48.04,19.22

26,06:15-06:30,9.8,8.65,0,1.65,28.82,0,24.73,0,65.93,7,0,22.99,15.67,0,0.1,7.67,0,15.66,7.67,0,0,1.26,0,0,0,0,0,0,0,0,0,28.82,48.04,1.53,28.82,59.41,0,1.07,65.33,48.04,83.59,0,20.18,26.9,0,115.3,28.82,48.04,19.22

27,06:30-06:45,10,8.65,0,1.65,31.71,0,24.73,0,65.93,7,0,19.99,15.67,0,0.22,6.67,0,15.66,6.67,0,0.16,2.84,0,0,0,0,0,0,0,0,0,28.82,48.04,1.53,31.71,59.41,0,1.07,82.11,48.04,100.1,0,20.18,26.9,0,134.03,31.71,48.04,19.22

28,06:45-07:00,10.2,8.65,0,1.65,31.71,0,24.73,0,65.93,7,0,19.99,15.67,0,0.32,6.67,1,15.66,6.67,0,3.46,5.78,0,0,0,0,0,0,0,0,0,28.82,48.04,1.53,31.71,63.01,0,1.07,100.34,48.04,100.1,0,20.18,26.9,0,134.03,31.71,48.04,19.22

29,07:00-07:15,10.8,14.41,0.02,1.65,31.71,0.02,23.72,0.02,65.93,7,0.13,19.99,15.33,0,1.13,6.67,3,15.34,6.67,2,12.81,13.91,0,0,1,0,0,0,0,0,0,28.82,48.04,1.53,31.71,86.66,50,1.03,130.43,48.04,100.1,0,20.18,26.9,0,134.03,31.71,48.04,19.22

30,07:15-07:30,11.61,14.41,0.08,1.65,31.71,0.08,23.72,0.08,65.93,7,0.68,19.99,15,0,2.49,6.67,7,15,6.67,3,23.67,23.83,1,1,2,0,0,0,0,0,0,28.82,48.04,1.53,31.71,86.66,50,1.03,130.43,48.04,100.1,0,20.18,26.9,0,134.03,31.71,48.04,19.22

31,07:30-07:45,15.41,14.41,0.19,1.65,36.51,0.18,23.72,0.18,114.91,7,2.12,19.99,14.67,1.24,6.85,6.67,12,14.66,6.67,5,26.1,26.1,2,4,3,0.25,1,1,0,0,0,28.82,48.04,1.53,36.51,86.66,50,1.03,130.43,48.04,100.1,0,20.18,26.9,0,134.03,36.51,48.04,19.22

32,07:45-08:00,15.41,14.41,0.57,1.65,36.51,0.55,23.72,0.55,114.91,7,4.38,19.99,14.67,7.22,8.53,6.67,20,14.66,6.67,7,24.6,24.6,2,7,5,1.44,3,2,0,0,0,28.82,48.04,1.53,36.51,86.66,50,1.03,130.43,48.04,100.1,0,20.18,26.9,0,134.03,36.51,48.04,19.22

33,08:00-08:15,15.81,14.41,1.29,1.65,36.51,1.26,23.21,1.26,114.91,7,7.31,19.99,14.67,17.91,10.64,6.67,24.06,14.66,6.67,11,24.07,24.07,3,11,7,3.58,4,4,0,0,0,28.82,48.04,1.53,43.24,86.66,50,1.03,130.43,48.04,100.1,0,20.18,26.9,0,134.03,36.51,48.04,19.22

34,08:15-08:30,15.61,14.41,2.44,1.65,36.51,2.39,23.21,2.39,114.91,7,10.3,19.99,14.67,33.83,15.92,6.67,24.24,14.66,6.67,13,24.23,24.23,5,14,9,6.76,6,5,0,0,0,28.82,48.04,1.53,43.24,86.66,50,1.03,130.43,48.04,100.1,0,20.18,26.9,0,134.03,36.51,48.04,19.22

35,08:30-08:45,15.41,14.41,3.77,1.65,36.51,3.68,23.21,3.68,114.91,7,17.53,19.99,14.67,55.06,21.2,6.67,24.66,14.66,6.67,15,24.67,24.67,5,14,11,11.01,6,8,0,0,0,28.82,48.04,1.53,43.24,86.66,50,1.03,130.43,48.04,100.1,0,20.18,26.9,0,134.03,36.51,48.04,19.22

36,08:45-09:00,15.21,14.41,4.91,1.65,36.51,4.78,23.21,4.78,114.91,7,19.68,19.99,14.67,77.61,26.49,6.67,25,14.66,6.67,22,25,25,6,18,12,15.52,7,12,0,0,0,28.82,48.04,1.53,43.24,86.66,50,1.03,130.43,48.04,100.1,0,20.18,26.9,0,134.03,36.51,48.04,19.22

37,09:00-09:15,15.61,14.41,6.05,1.65,24.98,5.89,23.21,5.89,114.91,7,23.88,19.99,14.67,89.28,32.57,6.67,25.34,14.66,6.67,33,25.33,25.33,8,21,17,17.86,9,17,0,0,0,28.82,48.04,1.48,24.98,86.66,0,1.03,130.43,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

38,09:15-09:30,15.61,14.41,7.61,1.65,24.98,7.42,23.21,7.42,114.91,7,26.29,19.99,14.67,111.25,41.3,6.67,25.34,14.66,6.67,42,25.33,25.33,9,25,18,22.25,10,21,0,0,0,28.82,48.04,1.48,24.98,86.66,0,1.03,130.43,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

39,09:30-09:45,11.41,14.41,7.27,1.65,24.98,7.09,23.21,7.09,114.91,7,29.47,19.99,14.67,129.06,52.3,6.67,25.66,14.66,6.67,47,25.67,25.67,10,28,20,25.81,12,25,0,0,0,28.82,48.04,1.48,24.98,86.66,0,1.03,130.43,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

40,09:45-10:00,11,14.41,8.06,1.65,24.98,7.86,22.71,7.86,114.91,7,34.88,19.99,14.67,145.88,60.99,6.67,25.66,14.66,6.67,55,25.67,25.67,12,32,23,29.18,13,28,0,0,0,28.82,48.04,1.48,24.98,86.66,0,1.03,130.43,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

41,10:00-10:15,10.8,14.41,9.2,1.65,24.98,8.97,22.71,8.97,106.43,5.33,44.41,19.99,14.67,162.09,67.56,6.67,25.66,14.66,6.67,57,25.67,25.67,9,35,18,32.42,15,31,0,0,0,28.82,48.04,1.48,24.98,86.66,0,0.99,130.43,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

42,10:15-10:30,10,14.41,9.84,1.65,24.98,9.6,22.2,9.6,97.95,5.33,58.85,19.99,14.67,176.37,74.6,6.67,26,14.66,6.67,60,26,26,10,42,20,35.27,18,34,0,0,0,28.82,48.04,1.48,24.98,86.66,0,0.99,130.43,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

43,10:30-10:45,10,14.41,11.08,1.65,24.98,10.8,21.2,10.8,89.48,5.33,76.91,19.99,14.67,196.13,79.09,6.67,26,14.66,6.67,65,26,26,12,46,23,39.23,19,35,0,0,0,28.82,48.04,1.48,24.98,86.66,0,0.99,130.43,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

44,10:45-11:00,10,14.41,11.61,1.65,24.98,11.33,21.2,11.33,81.01,5.33,95.65,19.99,14.67,217.8,84.1,6.67,26,14.66,6.67,73,26,26,13,49,27,43.56,21,36,0,0,0,28.82,48.04,1.48,24.98,86.66,0,0.99,130.43,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

45,11:00-11:15,9,14.41,12.25,1.65,24.98,11.96,20.69,11.96,70.07,5.33,100.66,19.99,14.67,231.67,84.99,6.67,26,14.66,6.67,77,26,26,12,53,25,46.33,22,36,0,0,0,28.82,48.04,1.48,24.98,74.49,0,1.07,112.2,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

46,11:15-11:30,9,14.41,13.02,1.65,24.98,12.7,20.19,12.7,70.07,5.33,105.13,19.99,14.67,233.33,84.99,6.67,27,14.66,6.67,80,27,27,14,60,29,46.67,25,37,0,0,0,28.82,48.04,1.48,24.98,74.49,0,1.07,112.2,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

47,11:30-11:45,9,14.41,13.7,1.65,24.98,13.37,20.19,13.37,70.07,5.33,107.62,18,14.67,233.33,84.99,6,27,14.66,6,82,27,27,15,63,30,46.67,27,38,0,0,0,28.82,48.04,1.48,24.98,74.49,0,1.07,112.2,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

48,11:45-12:00,9,14.41,13.7,1.65,24.98,13.37,21.69,13.37,70.07,5.33,109.69,18,14.67,233.33,84.99,6,27.16,14.66,6,85,27.17,27.17,17,70,33,46.67,30,39,0,0,0,28.82,48.04,1.48,24.98,74.49,0,1.07,112.2,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

49,12:00-12:15,9,14.41,13.7,1.65,24.98,13.37,21.69,13.37,70.07,5.33,87.95,18,14.67,233.33,84.99,6,27.66,14.66,6,87,27.67,27.67,22,91,43,46.67,39,39,0,0,0,28.82,48.04,1.53,24.98,64.01,0,1.14,112.2,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

50,12:15-12:30,9.6,14.41,13.7,1.65,24.98,13.37,21.69,13.37,70.07,5.33,91.54,18,14.67,233.33,84.99,6,27.66,14.66,6,88,27.67,27.67,26,105,52,46.67,45,39,0,0,0,28.82,48.04,1.53,24.98,64.01,0,1.14,112.2,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

51,12:30-12:45,11,14.41,13.7,1.65,24.98,13.37,0,13.37,70.07,5.33,94.7,18,14.67,233.33,84.99,6,27.66,14.66,6,88,27.67,27.67,40,165,80,46.67,70,39,0,0,0,28.82,48.04,1.53,24.98,64.01,0,1.14,95.43,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

52,12:45-13:00,11.41,14.41,13.7,1.65,24.98,13.37,0,13.37,70.07,5.33,97.7,18,14.67,233.33,84.99,6,27.66,14.66,6,88,27.67,27.67,42,179,85,46.67,76,39,0,0,0,28.82,48.04,1.53,24.98,64.01,0,1.14,95.43,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

53,13:00-13:15,10.8,8.65,13.7,1.65,24.98,13.37,0,13.37,70.07,5.33,99.31,18,14.67,221.67,84.99,6,27.66,14.66,6,88,27.67,27.67,42,175,83,44.33,75,39,0,0,0,28.82,48.04,1.53,24.98,64.01,0,1.14,95.43,48.04,53.8,0,20.18,26.9,0,134.03,24.98,48.04,19.22

54,13:15-13:30,11,8.65,13.7,1.65,24.98,13.37,0,13.37,70.07,5.33,106.41,18,14.67,221.67,84.99,6,27.66,14.66,6,87,27.67,27.67,41,175,83,44.33,75,39,0,0,0,28.82,48.04,1.53,24.98,64.01,0,1.14,95.43,48.04,53.8,0,20.18,26.9,0,115.3,24.98,48.04,19.22

55,13:30-13:45,11.41,8.65,13.7,1.65,24.98,13.37,0,13.37,70.07,5.33,106.14,18,14.67,221.67,84.99,6,27.66,14.66,6,83,27.67,27.67,40,175,80,44.33,75,38,0,0,0,28.82,48.04,1.53,24.98,64.01,0,1.14,95.43,48.04,53.8,0,20.18,26.9,0,96.08,24.98,48.04,19.22

56,13:45-14:00,11.41,8.65,13.7,1.65,24.98,13.37,0,13.37,70.07,5.33,103.02,18,14.67,221.67,84.99,6,27.66,14.66,6,82,27.67,27.67,38,175,77,44.33,75,37,0,0,0,28.82,48.04,1.53,24.98,64.01,0,1.14,95.43,48.04,53.8,0,20.18,26.9,0,74.71,24.98,48.04,19.22

57,14:00-14:15,10.4,8.65,13.58,1.65,24.98,13.25,0,13.25,70.07,5.33,99.49,18,14.67,221.67,84.99,6,27.66,14.66,6,79,27.67,27.67,33,154,67,44.33,66,36,0,0,0,28.82,48.04,1.57,24.98,59.41,0,1.14,95.43,48.04,53.8,0,20.18,26.9,0,74.71,24.98,48.04,19.22

58,14:15-14:30,10.6,8.65,13.01,1.65,24.98,12.69,0,12.69,70.07,5.33,115.64,18,14.67,218.92,84.99,6,27.66,14.66,6,77,27.67,27.67,32,144,63,43.78,61,34,0,0,0,28.82,48.04,1.57,24.98,59.41,0,1.14,95.43,48.04,53.8,0,20.18,26.9,0,74.71,24.98,48.04,19.22

59,14:30-14:45,10.6,8.65,11.85,1.65,24.98,11.57,0,11.57,70.07,5.33,110.14,18,14.67,206.68,84.99,6,27.66,14.66,6,73,27.67,27.67,32,144,63,41.33,61,32,0,0,0,28.82,48.04,1.57,24.98,59.41,0,1.14,65.33,48.04,69.18,0,20.18,26.9,0,74.71,24.98,48.04,19.22

60,14:45-15:00,10.8,8.65,11.29,1.65,24.98,11.01,0,11.01,70.07,5.33,103.29,18,14.67,193.81,84.99,6,27.66,14.66,6,70,27.67,27.67,30,137,60,38.76,58,31,0,0,0,28.82,48.04,1.57,24.98,59.41,0,1.14,65.33,48.04,69.18,0,20.18,26.9,0,96.08,24.98,48.04,19.22

61,15:00-15:15,9.2,8.65,9.23,1.65,24.98,9.01,0,9.01,70.07,5.33,94.02,18,14.67,178.39,82.1,6,27.84,14.66,6,65,27.83,27.83,28,123,55,35.68,52,29,0,0,0,28.82,48.04,1.57,24.98,59.41,0,1.22,65.33,48.04,69.18,0,20.18,26.9,0,115.3,24.98,48.04,19.22

62,15:15-15:30,9.6,8.65,8.44,1.65,24.98,8.24,0,8.24,70.07,5.33,85.09,18,14.67,161.11,75.84,6,27.84,14.66,6,59,27.83,27.83,25,109,50,32.22,46,26,0,0,0,28.82,48.04,1.57,24.98,59.41,0,1.22,83.56,48.04,69.18,0,20.18,26.9,0,134.03,24.98,48.04,19.22

63,15:30-15:45,9.8,8.65,7.65,1.65,24.98,7.46,0,7.46,70.07,5.33,76.72,18,14.67,142.66,69.43,6,25,14.66,6,53,29.25,29.25,22,95,43,28.53,40,23,0,0,0,28.82,48.04,1.57,24.98,59.41,0,1.22,83.56,48.04,69.18,0,20.18,26.9,0,134.03,24.98,48.04,19.22

64,15:45-16:00,10.2,8.65,6.84,1.65,24.98,6.67,0,6.67,70.07,5.33,66.18,19.01,14.67,126,62.54,6.33,17.99,14.66,6.33,47,32.41,32.41,19,84,38,25.2,36,20,0,0,0,28.82,48.04,1.57,24.98,59.41,0,1.22,113.65,48.04,69.18,0,20.18,26.9,0,134.03,24.98,48.04,19.22

65,16:00-16:15,10.4,8.65,5.89,1.65,24.98,5.75,0,5.75,65.93,5.33,55.4,18.49,14.67,106.63,53.98,6.17,9.99,14.66,6.17,42,32.84,32.84,16,74,32,21.33,31,16,0,0,0,28.82,48.04,1.61,24.98,86.66,0,1.22,130.43,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

66,16:15-16:30,10.8,8.65,4.61,1.65,24.98,4.5,0,4.5,65.93,6,37.33,18.49,14.67,87.25,43.47,6.17,5,14.66,6.17,32,33,24.63,11,67,21,17.45,28,12,0,0,0,28.82,48.04,1.61,24.98,86.66,0,1.22,130.43,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

67,16:30-16:45,11,14.41,3.91,1.65,24.98,3.81,0,3.81,65.93,6,25.21,18.49,14.67,69.69,35.26,6.17,1,14.66,6.17,22,22.31,14.09,8,49,15,13.94,21,7,0,0,0,28.82,48.04,1.61,24.98,86.66,0,1.22,130.43,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

68,16:45-17:00,11.41,14.41,2.59,1.65,24.98,2.52,0,2.52,65.93,6.33,18.17,18.49,14.67,53.42,27.27,6.17,0,14.66,6.17,14,9.07,5.88,6,32,11,10.68,13,5,0,0,0,28.82,48.04,1.61,24.98,86.66,0,1.22,130.43,48.04,100.1,0,20.18,26.9,0,134.03,24.98,48.04,19.22

69,17:00-17:15,11.41,14.41,1.58,1.65,36.51,1.54,0,1.54,65.93,6.33,12.07,22.01,15.33,36.48,20.84,7.33,0,15.34,7.33,12,3.32,1.43,3,18,6,7.3,7,2,0,0,0,28.82,48.04,1.61,43.24,86.66,0,1.3,130.43,48.04,100.1,0,20.18,26.9,0,134.03,36.51,48.04,19.22

70,17:15-17:30,11.41,14.41,0.85,1.65,36.51,0.83,0,0.83,65.93,6.33,3.92,22.99,16,21.75,12.24,7.67,0,16,7.67,8,0.94,2.17,1,8,2,4.35,4,1,0,0,0,28.82,48.04,1.61,43.24,86.66,0,1.3,130.43,48.04,100.1,0,20.18,26.9,0,134.03,36.51,48.04,19.22

