Block,Time,KOTESHWR,RIHAND1,UNCHAHAR2,RAPPC,TEHRI,DULHASTI,CHAMERA1,CHAMERA3,UNCHAHAR3,ANTA_LF,RAPPB,DADRI_GF,AURY_CRF,NAPP,ANTA_CRF,UNCHAHAR4,BSIUL,SALAL,SINGRAULI,PARBATI3,TANDA2,URI,DHAULIGNGA,UNCHAHAR1,JHAJJAR,AURY_GF,KISHANGANGA,ANTA_RF,RAMPUR,DADRI_RF,RIHAND2,KOLDAM,NJPC,TANAKPUR,RIHAND3,DADRT2,AURY_RF,DADRI_CRF,URI2,SINGRAULI_HYDRO,ANTA_GF,DADRI_LF,SEWA2,AURY_LF,FSTPP I & II,SASAN,TALA,CHAMERA2,BRBCL,KHSTPP-II,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,37.643498,93.212528,41.421380,65.137212,60.608536,56.832057,26.986011,33.451935,23.663276,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.967636,6.262576,80.350906,126.067383,4.102917,5.142122,39.230419,41.812106,19.810075,259.452060,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.564561,125.142521,661.154676,0.000000,0.000000,29.158698,1.164790,0.000000,0.000000,0.000000,0.000000,13.733720,335.155590,9.458980,46.579236,12.053020,83.524307,30.896164,0,0,0,0,0

10,02:15-02:30,37.643498,93.212528,41.421380,65.137212,60.608536,56.832057,26.986011,33.451935,23.663276,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.967636,6.262576,80.350906,126.067383,4.102917,5.142122,39.230419,41.812106,19.810075,259.452060,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.564561,125.142521,661.154676,0.000000,0.000000,29.158698,1.164790,0.000000,0.000000,0.000000,0.000000,13.733720,335.155590,9.458980,46.579236,12.197080,83.524307,30.896164,0,0,0,0,0

11,02:30-02:45,37.643498,93.212528,41.421380,65.137212,60.608536,56.832057,26.986011,33.451935,23.663276,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.967636,6.262576,80.350906,126.067383,4.102917,5.142122,39.230419,41.812106,18.019505,259.452060,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.564561,125.142521,661.154676,0.000000,0.000000,29.158698,1.164790,0.000000,0.000000,0.000000,0.000000,13.733720,335.155590,9.600158,46.579236,11.668860,90.744677,30.896164,0,0,0,0,0

12,02:45-03:00,37.643498,93.212528,41.421380,65.137212,60.608536,56.832057,26.986011,33.451935,23.663276,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.967636,6.262576,80.350906,126.067383,4.102917,5.142122,39.230419,41.812106,18.019505,259.452060,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.564561,125.142521,661.154676,0.000000,0.000000,29.158698,1.164790,0.000000,0.000000,0.000000,0.000000,13.733720,335.155590,9.600158,46.579236,14.406000,100.169296,30.896164,0,0,0,0,0

13,03:00-03:15,37.643498,93.212528,41.421380,65.137212,60.608536,56.832057,26.986011,33.451935,23.663276,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.967636,6.262576,76.444959,126.067383,4.102917,5.142122,39.230419,41.812106,19.224721,259.452060,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.564561,125.142521,661.154676,0.000000,0.000000,29.158698,1.164790,0.000000,0.000000,0.000000,0.000000,13.733720,335.155590,9.600158,46.579236,14.406000,102.414175,30.896164,0,0,0,0,0

14,03:15-03:30,37.643498,93.212528,41.421380,65.137212,60.608536,56.832057,26.986011,33.451935,23.663276,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.967636,6.262576,76.444959,126.067383,4.102917,5.142122,39.230419,41.812106,19.536841,259.452060,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.564561,125.142521,661.154676,0.000000,0.000000,29.158698,1.164790,0.000000,0.000000,0.000000,0.000000,13.733720,335.155590,9.600158,46.579236,14.406000,102.414175,30.896164,0,0,0,0,0

15,03:30-03:45,37.643498,93.212528,41.421380,65.137212,60.608536,56.832057,26.986011,33.451935,23.663276,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.967636,6.262576,76.444959,126.067383,16.118602,5.142122,39.230419,41.812106,19.536841,259.452060,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.564561,125.142521,661.154676,0.000000,0.000000,26.089361,1.164790,0.000000,0.000000,0.000000,0.000000,13.733720,335.155590,9.600158,46.579236,14.406000,94.476181,30.896164,0,0,0,0,0

16,03:45-04:00,37.643498,93.212528,41.421380,65.137212,60.608536,56.832057,26.986011,33.451935,23.663276,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.967636,6.262576,76.444959,126.067383,16.118602,5.142122,39.230419,41.812106,19.536841,259.452060,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.564561,125.142521,661.154676,0.000000,0.000000,26.089361,1.164790,0.000000,0.000000,0.000000,0.000000,13.733720,335.155590,9.600158,46.579236,14.406000,94.476181,30.896164,0,0,0,0,0

17,04:00-04:15,37.643498,93.212528,41.421380,65.137212,60.608536,56.832057,26.986011,33.451935,23.663276,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.967636,6.262576,76.444959,126.067383,16.118602,5.142122,39.230419,41.812106,19.536841,251.047888,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.564561,125.142521,630.380821,0.000000,0.000000,24.554693,1.164790,0.000000,0.000000,0.000000,0.000000,13.733720,335.155590,9.317801,46.579236,14.406000,111.845275,30.896164,0,0,0,0,0

18,04:15-04:30,37.643498,93.212528,41.421380,65.137212,60.608536,56.832057,26.986011,33.451935,23.663276,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.967636,6.262576,76.444959,126.067383,16.118602,5.142122,39.230419,41.812106,19.536841,251.047888,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.564561,125.142521,601.568821,0.000000,0.000000,24.554693,1.164790,0.000000,0.000000,0.000000,0.000000,13.733720,335.155590,9.317801,46.579236,14.406000,116.431789,30.896164,0,0,0,0,0

19,04:30-04:45,37.643498,93.212528,41.421380,65.137212,60.608536,56.832057,26.986011,33.451935,23.663276,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.967636,6.262576,76.444959,126.067383,4.102917,5.142122,39.230419,41.812106,19.536841,251.047888,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,12.425751,125.142521,572.756821,0.000000,0.000000,24.554693,1.164790,0.000000,0.000000,0.000000,0.000000,13.733720,335.155590,9.317801,46.579236,14.406000,120.619421,30.896164,0,0,0,0,0

20,04:45-05:00,37.643498,93.212528,41.421380,65.137212,60.608536,56.832057,26.986011,33.451935,23.663276,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.967636,6.262576,76.444959,126.067383,4.102917,5.142122,39.230419,41.812106,19.536841,251.047888,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,12.425751,125.142521,544.018580,0.000000,0.000000,24.554693,1.164790,0.000000,0.000000,0.000000,0.000000,13.733720,335.155590,9.317801,46.579236,14.406000,120.619421,30.896164,0,0,0,0,0

21,05:00-05:15,37.643498,93.212528,42.540054,65.137212,60.608536,56.832057,26.986011,33.451935,26.544476,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.967636,6.262576,76.444959,126.067383,4.102917,5.142122,39.230419,41.812106,21.327411,228.718684,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,12.425751,125.142521,482.369736,0.000000,0.000000,24.554693,1.164790,0.000000,0.000000,0.000000,0.000000,13.733720,335.155590,9.035443,46.579236,14.406000,123.415530,30.896164,0,0,0,0,0

22,05:15-05:30,37.643498,93.212528,42.540054,65.137212,60.608536,56.832057,26.986011,33.451935,26.544476,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.967636,6.262576,76.444959,126.067383,8.791965,5.142122,39.230419,41.812106,21.327411,228.718684,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,12.425751,125.142521,472.765736,0.000000,0.000000,24.554693,1.164790,0.000000,0.000000,0.000000,0.000000,13.733720,335.155590,8.894264,46.579236,14.406000,127.862758,30.896164,0,0,0,0,0

23,05:30-05:45,37.643498,93.212528,33.878398,65.137212,60.608536,56.832057,26.986011,33.451935,21.285921,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.967636,12.525153,76.444959,126.067383,11.722619,5.142122,39.230419,41.812106,17.035863,228.718684,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.072452,125.142521,412.260536,0.000000,0.000000,24.554693,1.164790,0.000000,0.000000,0.000000,0.000000,13.733720,335.155590,8.753086,46.579236,14.406000,127.862758,30.896164,0,0,0,0,0

24,05:45-06:00,37.643498,93.212528,33.878398,65.137212,60.608536,56.832057,26.986011,33.451935,21.285921,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.967636,12.525153,76.444959,126.067383,75.282662,4.041726,39.230419,41.812106,17.035863,228.718684,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.072452,125.142521,412.260536,0.000000,0.000000,24.554693,1.164790,0.000000,0.000000,0.000000,0.000000,13.733720,335.155590,8.611907,46.579236,14.406000,127.862758,30.896164,0,0,0,0,0

25,06:00-06:15,37.643498,93.212528,33.268352,65.137212,60.608536,56.832057,26.986011,33.451935,19.675043,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.341935,12.525153,75.886966,126.067383,75.282662,4.041726,39.230419,41.812106,16.048972,251.047888,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.072452,125.142521,440.295380,0.000000,0.000000,24.554693,1.164790,0.000000,0.000000,0.000000,0.000000,10.976796,335.155590,8.470728,46.579236,14.406000,127.862758,24.817696,0,0,0,0,0

26,06:15-06:30,37.643498,93.212528,33.268352,65.137212,60.608536,56.832057,26.986011,33.451935,19.675043,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.341935,12.525153,75.886966,126.067383,75.282662,4.041726,39.230419,41.812106,16.049052,251.047888,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.072452,125.142521,440.221621,0.000000,0.000000,24.554693,1.164790,0.000000,0.000000,0.000000,0.000000,10.976796,335.155590,8.470728,46.579236,14.406000,127.862758,24.817696,0,0,0,0,0

27,06:30-06:45,29.893365,93.212528,33.268352,65.137212,60.608536,56.832057,26.986011,33.451935,21.285921,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.341935,12.525153,75.886966,126.067383,75.282662,4.041726,39.230419,41.812106,16.360606,251.047888,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.072452,125.142521,440.295380,0.000000,0.000000,24.554693,1.164790,0.000000,0.000000,0.000000,0.000000,10.976796,335.155590,8.329549,46.579236,14.406000,127.862758,24.817696,0,0,0,0,0

28,06:45-07:00,29.893365,93.212528,33.878398,65.137212,60.608536,56.832057,26.986011,33.451935,21.285921,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.341935,12.525153,75.886966,126.067383,75.282662,4.041726,39.230419,41.812106,17.035863,230.437800,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.072452,125.142521,407.458536,0.000000,0.000000,24.554693,1.164790,0.000000,0.000000,0.000000,0.000000,10.976796,335.155590,8.188370,46.579236,14.406000,127.862758,24.817696,0,0,0,0,0

29,07:00-07:15,29.893365,93.212528,33.878398,65.137212,60.608536,56.832057,26.986011,33.451935,21.285921,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.341935,12.525153,75.886966,126.067383,75.282662,4.041726,39.230419,41.812106,17.035863,230.437800,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.072452,125.142521,402.656536,0.000000,0.000000,24.554693,1.164790,0.000000,0.000000,0.000000,0.000000,10.976796,335.155590,8.188370,46.579236,14.406000,127.862758,24.817696,0,0,0,0,0

30,07:15-07:30,29.893365,93.212528,33.878398,65.137212,60.608536,56.832057,26.986011,33.451935,21.285921,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,2.341935,12.525153,75.886966,126.067383,8.791965,4.041726,39.230419,41.812106,17.035863,230.437800,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.072452,125.142521,402.656536,0.000000,0.000000,24.554693,1.164790,0.000000,0.000000,0.000000,0.000000,10.976796,335.155590,8.188370,46.579236,14.406000,127.862758,24.817696,0,0,0,0,0

31,07:30-07:45,29.893365,93.212528,33.206118,65.137212,60.608536,56.832057,26.986011,33.451935,20.659453,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,1.642284,12.525153,75.886966,126.067383,16.118602,2.830492,39.230419,41.812106,17.035863,224.522408,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,2.460545,125.142521,380.670483,0.000000,0.000000,24.554693,1.164790,0.000000,0.000000,0.000000,0.000000,10.976796,335.155590,8.188370,46.579236,14.406000,127.862758,24.817696,0,0,0,0,0

32,07:45:08:00,29.893365,93.212528,33.206118,65.137212,60.608536,56.832057,26.986011,33.451935,20.659453,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,1.642284,12.525153,75.886966,126.067383,16.118602,2.830492,39.230419,41.812106,17.035863,224.522408,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,2.460545,125.142521,390.274483,0.000000,0.000000,24.554693,1.164790,0.000000,0.000000,0.000000,0.000000,10.976796,335.155590,8.329549,46.579236,14.406000,127.862758,24.817696,0,0,0,0,0

33,08:00-08:15,29.893365,93.212528,33.206118,65.137212,60.608536,56.832057,26.986011,33.451935,20.659453,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,1.642284,12.525153,75.886966,126.067383,16.118602,2.830492,39.230419,41.812106,17.035863,224.523753,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,2.460545,125.142521,395.076483,0.000000,0.000000,26.089361,1.164790,0.000000,0.000000,0.000000,0.000000,10.976796,335.155590,8.329549,46.579236,14.406000,127.862758,24.817696,0,0,0,0,0

34,08:15-08:30,29.893365,93.212528,28.395090,65.137212,60.608536,56.832057,26.986011,33.451935,17.907426,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,1.642284,12.525153,75.886966,126.067383,16.118602,2.830492,39.230419,41.812106,14.479182,224.523753,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,4.921090,125.142521,366.264483,0.000000,0.000000,26.089361,1.164790,0.000000,0.000000,0.000000,0.000000,10.976796,335.155590,8.470728,46.579236,14.406000,127.862758,24.817696,0,0,0,0,0

35,08:30-08:45,29.893365,93.212528,23.721880,65.137212,60.608536,56.832057,26.986011,33.451935,14.607684,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,1.642284,12.525153,75.886966,126.067383,16.118602,2.830492,39.230419,41.812106,11.956980,151.437111,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.564561,125.142521,363.799520,0.000000,0.000000,26.089361,1.164790,0.000000,0.000000,0.000000,0.000000,7.558348,335.155590,8.470728,46.579236,14.406000,127.862758,24.817696,0,0,0,0,0

36,08:45:09:00,29.893365,93.212528,23.721880,65.137212,60.608536,56.832057,26.986011,33.451935,14.607684,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,1.642284,12.525153,75.886966,126.067383,16.118602,2.830492,39.230419,41.812106,11.956980,61.465600,0.000000,8.010361,0.000000,6.478393,0.000000,119.454552,9.807271,172.835941,11.564561,125.142521,363.799520,0.000000,0.000000,26.089361,1.164790,0.000000,0.000000,0.000000,0.000000,7.558348,335.155590,8.611907,46.579236,14.406000,110.894219,21.772076,0,0,0,0,0

37,09:00:09:15,29.893365,93.212528,23.721880,65.137212,60.608536,56.832057,26.986011,33.451935,14.607684,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,1.642284,12.525153,75.886966,126.067383,16.118602,2.830492,39.230419,41.812106,11.956980,61.465600,0.000000,8.010361,0.000000,6.478393,0.000000,106.813575,9.807271,172.835941,11.564561,102.427140,363.799520,0.000000,0.000000,27.624029,1.164790,0.000000,0.000000,0.000000,0.000000,7.558348,335.155590,8.611907,46.579236,14.406000,110.894219,21.772076,0,0,0,0,0

38,09:15-09:30,29.893365,93.212528,23.721880,65.137212,60.608536,56.832057,26.986011,33.451935,14.607684,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,1.642284,12.525153,75.886966,96.688942,16.118602,2.830492,39.230419,41.812106,11.956980,61.465600,0.000000,8.010361,0.000000,6.478393,0.000000,106.813575,9.807271,172.835941,11.564561,102.427140,363.799520,0.000000,0.000000,27.624029,1.164790,0.000000,0.000000,0.000000,0.000000,7.558348,335.155590,8.611907,46.579236,14.406000,110.894219,21.579996,0,0,0,0,0

39,09:30-09:45,29.893365,93.212528,23.721880,65.137212,60.608536,56.832057,26.986011,33.451935,14.607684,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,1.642284,12.525153,75.886966,96.688942,16.118602,2.830492,39.230419,41.812106,11.956980,61.465600,0.000000,8.010361,0.000000,6.478393,0.000000,106.813575,9.807271,172.835941,11.564561,102.427140,363.799520,0.000000,0.000000,27.624029,1.164790,0.000000,0.000000,0.000000,0.000000,7.558348,335.155590,8.611907,46.579236,14.406000,110.894219,21.579996,0,0,0,0,0

40,09:45-10:00,29.893365,93.212528,23.721880,65.137212,60.608536,56.832057,26.986011,33.451935,14.607684,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,1.642284,12.525153,75.886966,96.688942,16.118602,2.830492,39.230419,41.812106,11.956980,61.465600,0.000000,8.010361,0.000000,6.478393,0.000000,106.813575,9.807271,172.835941,11.564561,102.427140,363.799520,0.000000,0.000000,27.624029,1.164790,0.000000,0.000000,0.000000,0.000000,7.558348,335.155590,8.611907,46.579236,14.406000,110.894219,21.579996,0,0,0,0,0

41,10:00-10:15,29.893365,64.610622,23.721880,65.137212,60.608536,56.832057,26.986011,33.451935,14.607684,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,1.642284,12.525153,75.886966,85.215812,16.118602,2.830492,39.230419,41.812106,11.956980,61.465600,0.000000,8.010361,0.000000,6.478393,0.000000,83.111767,9.807271,172.835941,11.564561,69.302464,363.799520,0.000000,0.000000,27.624029,1.164790,0.000000,0.000000,0.000000,0.000000,7.558348,335.155590,8.668378,46.579236,14.406000,71.293661,21.579996,0,0,0,0,0

42,10:15-10:30,29.893365,64.610622,23.721880,65.137212,60.608536,56.832057,26.986011,33.451935,14.607684,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,1.642284,12.525153,75.886966,85.215812,16.118602,2.830492,45.592109,41.812106,11.956980,61.465600,0.000000,8.010361,0.000000,6.478393,0.000000,83.111767,9.807271,172.835941,11.564561,69.302464,363.799520,0.000000,0.000000,27.624029,1.164790,0.000000,0.000000,0.000000,0.000000,7.558348,335.155590,8.668378,46.579236,14.406000,71.293661,21.579996,0,0,0,0,0

43,10:30-10:45,29.893365,64.610622,23.721880,65.137212,60.608536,56.832057,26.986011,33.451935,14.607684,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,1.642284,6.262576,75.886966,85.215812,16.118602,2.830492,45.592109,41.812106,11.956980,61.465600,0.000000,8.010361,0.000000,6.478393,0.000000,83.111767,9.807271,172.835941,8.611907,69.302464,363.799520,0.000000,0.000000,27.624029,1.164790,0.000000,0.000000,0.000000,0.000000,7.558348,335.155590,8.668378,46.579236,14.406000,71.293661,21.579996,0,0,0,0,0

44,10:45-11:00,29.893365,64.610622,23.721880,65.137212,60.608536,56.832057,26.986011,33.451935,14.607684,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,1.642284,6.262576,75.886966,85.215812,16.118602,2.830492,45.592109,41.812106,11.956980,61.465600,0.000000,8.010361,0.000000,6.478393,0.000000,83.111767,9.807271,172.835941,8.611907,69.302464,363.799520,0.000000,0.000000,27.624029,1.164790,0.000000,0.000000,0.000000,0.000000,7.558348,335.155590,11.435483,46.579236,14.406000,71.293661,21.579996,0,0,0,0,0

45,11:00-11:15,29.893365,64.610622,23.721880,65.137212,60.608536,56.832057,26.986011,33.451935,14.607684,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,1.642284,6.262576,74.770982,85.215812,16.118602,2.830492,45.592109,41.812106,11.956980,61.465600,0.000000,8.010361,0.000000,6.478393,0.000000,83.111767,9.807271,172.835941,0.000000,69.302464,363.799520,0.000000,0.000000,27.624029,1.164790,0.000000,0.000000,0.000000,0.000000,7.558348,335.155590,11.435483,46.579236,14.406000,71.293661,21.579996,0,0,0,0,0

46,11:15-11:30,29.893365,64.610622,23.721880,65.137212,60.608536,56.832057,26.986011,33.451935,14.607684,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,1.642284,6.262576,74.770982,85.215812,16.118602,2.830492,45.592109,41.812106,11.956980,61.465600,0.000000,8.010361,0.000000,6.478393,0.000000,83.111767,9.807271,172.835941,0.000000,69.302464,363.799520,0.000000,0.000000,27.624029,1.164790,0.000000,0.000000,0.000000,0.000000,7.558348,335.155590,11.435483,46.579236,14.406000,71.293661,21.579996,0,0,0,0,0

47,11:30-11:45,29.893365,64.610622,23.721880,65.137212,60.608536,56.832057,26.986011,33.451935,14.607684,0.000000,0.000000,0.000000,0.000000,47.167510,0.000000,1.642284,6.262576,74.770982,85.215812,4.102917,2.830492,45.592109,41.812106,11.956980,61.465600,0.000000,8.010361,0.000000,6.478393,0.000000,83.111767,9.807271,172.835941,0.000000,69.302464,363.799520,0.000000,0.000000,27.624029,1.164790,0.000000,0.000000,0.000000,0.000000,7.558348,335.155590,11.435483,46.579236,14.406000,71.293661,21.579996,0,0,0,0,0

