Block,Time,BSIUL,TANDA2,RAPPC,PARBATI3,ANTA_CRF,KOLDAM,RAPPB,KISHANGANGA,UNCHAHAR2,URI,ANTA_GF,DADRI_CRF,DULHASTI,DHAULIGNGA,AURY_GF,NJPC,UNCHAHAR1,RIHAND2,JHAJJAR,AURY_LF,CHAMERA3,UNCHAHAR4,ANTA_LF,ANTA_RF,TANAKPUR,SEWA2,KOTESHWR,RIHAND3,DADRT2,AURY_RF,KUDGI,SALAL,CHAMERA2,TEHRI,AURY_CRF,DADRI_LF,CHAMERA1,SINGRAULI_HYDRO,RIHAND1,SINGRAULI,DADRI_GF,URI2,SASAN,DADRI_RF,UNCHAHAR3,RAMPUR,NAPP,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,6.338835,1.347048,54.578451,0.000000,0.000000,0.000000,0.000000,1.408538,41.637960,47.516602,0.000000,0.000000,50.282028,9.257700,0.000000,38.332902,20.074237,115.667448,424.210109,0.000000,29.570778,0.783432,0.000000,9.968060,1.734576,16.044749,16.333011,121.185604,665.674446,18.370126,73.03,82.156096,40.491409,25.412092,0.000000,0.000000,40.765623,0.976282,90.259104,137.342400,0.000000,33.308487,405.034344,1.624896,25.841443,0.436936,29.676487,20.050056,0.000000,141.463446,41.683418,14.508048,0,0,0,0,0

7,01:30-01:45,6.338835,1.347048,54.578451,0.000000,0.000000,0.000000,0.000000,1.408538,41.637960,47.516602,0.000000,0.000000,50.282028,9.257700,0.000000,38.332902,20.074237,115.667448,424.210109,0.000000,29.570778,0.783432,0.000000,9.968060,2.973560,16.044749,16.333011,121.185604,665.674446,18.370126,71.06,82.156096,40.491409,25.412092,0.000000,0.000000,40.765623,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,1.624896,25.841443,0.436936,29.676487,20.050056,0.000000,141.463446,41.683418,12.132231,0,0,0,0,0

8,01:45-02:00,6.338835,1.347048,54.578451,0.000000,0.000000,0.000000,0.000000,1.408538,41.637960,47.516602,0.000000,0.000000,50.282028,9.257700,0.000000,38.332902,20.074237,115.667448,424.210109,0.000000,29.570778,0.783432,0.000000,9.968060,2.973560,16.044749,16.333011,121.185604,665.674446,18.370126,70.16,82.156096,40.491409,25.412092,0.000000,0.000000,40.765623,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,1.624896,25.841443,0.436936,29.676487,20.050056,0.000000,141.463446,41.683418,11.085274,0,0,0,0,0

9,02:00-02:15,12.677671,1.347048,54.578451,0.000000,0.000000,0.000000,0.000000,1.408538,41.637960,47.516602,0.000000,0.000000,50.282028,9.257700,0.000000,38.332902,20.074237,115.667448,424.210109,0.000000,29.570778,0.783432,0.000000,0.000000,2.973560,16.044749,16.333011,121.185604,665.674446,0.581510,68.28,82.156096,40.491409,25.412092,0.000000,0.000000,40.765623,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,1.624896,25.841443,0.436936,29.676487,20.050056,0.000000,141.463446,41.683418,11.392155,0,0,0,0,0

10,02:15-02:30,12.677671,1.347048,54.578451,0.000000,0.000000,0.000000,0.000000,1.408538,41.637960,47.516602,0.000000,0.000000,50.282028,9.257700,0.000000,38.332902,20.074237,115.667448,424.210109,0.000000,29.570778,0.783432,0.000000,0.000000,2.973560,16.044749,16.333011,121.185604,665.674446,0.000000,67.32,82.156096,40.491409,25.412092,0.000000,0.000000,40.765623,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,1.624896,25.841443,0.436936,29.676487,20.050056,0.000000,141.463446,41.683418,11.617248,0,0,0,0,0

11,02:30-02:45,12.677671,1.347048,54.578451,0.000000,0.000000,0.000000,0.000000,1.408538,41.637960,47.516602,0.000000,0.000000,50.282028,9.257700,0.000000,38.332902,20.074237,115.667448,424.210109,0.000000,29.570778,0.783432,0.000000,0.000000,2.973560,16.044749,16.333011,121.185604,665.674446,0.000000,66.39,82.156096,40.491409,25.412092,0.000000,0.000000,40.765623,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,25.841443,0.436936,29.676487,20.050056,0.000000,141.463446,41.970582,11.947877,0,0,0,0,0

12,02:45-03:00,12.677671,1.347048,54.578451,0.000000,0.000000,0.000000,0.000000,1.408538,41.637960,47.516602,0.000000,0.000000,50.282028,9.257700,0.000000,38.332902,20.074237,115.667448,424.210109,0.000000,29.570778,0.783432,0.000000,0.000000,2.973560,16.044749,16.333011,121.185604,665.674446,0.000000,64.51,64.623468,40.491409,25.412092,0.000000,0.000000,40.765623,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,25.841443,0.436936,29.676487,20.050056,0.000000,141.463446,41.976964,14.508048,0,0,0,0,0

13,03:00-03:15,12.677671,1.347048,54.578451,0.000000,0.000000,0.000000,0.000000,1.408538,41.637960,47.516602,0.000000,0.000000,50.282028,9.257700,0.000000,38.332902,16.963431,115.667448,402.464300,0.000000,29.570778,0.783432,0.000000,0.000000,2.973560,16.044749,16.333011,121.185604,578.254521,0.000000,64.82,64.623468,40.491409,25.412092,0.000000,0.000000,40.765623,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,21.375062,0.436936,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

14,03:15-03:30,12.677671,1.347048,54.578451,0.000000,0.000000,0.000000,0.000000,1.408538,41.637960,47.516602,0.000000,0.000000,50.282028,9.257700,0.000000,38.332902,16.963431,115.667448,402.464300,0.000000,29.570778,0.783432,0.000000,0.000000,2.973560,16.044749,16.333011,121.185604,478.191597,0.000000,63.88,64.623468,40.491409,25.412092,0.000000,0.000000,40.765623,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,21.296487,0.436936,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

15,03:30-03:45,12.677671,1.347048,54.578451,0.000000,0.000000,0.000000,0.000000,1.408538,41.637960,47.516602,0.000000,0.000000,50.282028,9.257700,0.000000,38.332902,16.963431,115.667448,402.464300,0.000000,29.570778,0.783432,0.000000,0.000000,2.973560,16.044749,16.333011,121.185604,415.467049,0.000000,62.95,64.623468,40.491409,25.412092,0.000000,0.000000,40.765623,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,21.296487,0.436936,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

16,03:45-04:00,12.677671,1.347048,54.578451,0.000000,0.000000,0.000000,0.000000,1.408538,41.637960,47.516602,0.000000,0.000000,50.282028,9.257700,0.000000,38.332902,12.046249,115.667448,396.536912,0.000000,29.570778,0.392488,0.000000,0.000000,2.973560,16.044749,16.333011,121.185604,363.982605,0.000000,62.01,64.623468,40.491409,25.412092,0.000000,0.000000,40.765623,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,14.029914,0.436936,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

17,04:00-04:15,12.677671,1.347048,54.578451,0.000000,0.000000,0.000000,0.000000,1.408538,26.926074,47.516602,0.000000,0.000000,50.282028,9.257700,0.000000,38.332902,11.587024,115.667448,396.536912,0.000000,29.570778,0.392488,0.000000,0.000000,2.973560,16.044749,16.333011,121.185604,363.982605,0.000000,60.30,64.623468,40.491409,25.412092,0.000000,0.000000,40.765623,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,14.029914,0.436936,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

18,04:15-04:30,12.677671,1.347048,54.578451,0.000000,0.000000,0.000000,0.000000,1.408538,26.926074,47.516602,0.000000,0.000000,50.282028,9.257700,0.000000,38.332902,11.587024,115.667448,396.536912,0.000000,29.570778,0.392488,0.000000,0.000000,2.973560,16.044749,8.166506,121.185604,363.982605,0.000000,61.23,64.623468,40.491409,16.941394,0.000000,0.000000,40.765623,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,14.029914,0.436936,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

19,04:30-04:45,12.677671,1.347048,54.578451,3.238175,0.000000,0.000000,0.000000,1.408538,26.926074,47.516602,0.000000,0.000000,50.282028,9.257700,0.000000,38.332902,14.072663,115.667448,418.286628,0.000000,29.570778,0.392141,0.000000,0.000000,1.115085,16.044749,8.166506,121.185604,430.006771,0.000000,60.30,64.623468,40.491409,0.000000,0.000000,0.000000,40.765623,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,17.252333,0.436936,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

20,04:45-05:00,12.677671,1.347048,54.578451,6.476350,0.000000,0.000000,0.000000,1.408538,26.926074,47.516602,0.000000,0.000000,50.282028,9.257700,0.000000,38.332902,14.072663,115.667448,418.286628,0.000000,29.570778,0.392141,0.000000,0.000000,1.115085,16.044749,8.166506,121.185604,430.006771,0.000000,61.20,64.623468,40.491409,0.000000,0.000000,0.000000,40.765623,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,17.252333,0.436936,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

21,05:00-05:15,12.677671,1.347048,54.578451,9.066891,0.000000,0.587361,0.000000,1.408538,26.926074,51.253862,0.000000,0.000000,50.282028,9.257700,0.000000,47.341134,14.072663,115.667448,418.286628,0.000000,29.570778,0.392141,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,430.006771,0.000000,60.24,64.623468,40.491409,0.000000,0.000000,0.000000,40.765623,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,17.252333,0.538369,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

22,05:15-05:30,12.677671,1.347048,54.578451,50.645060,0.000000,0.741617,0.000000,1.408538,26.926074,51.253862,0.000000,0.000000,50.282028,18.515401,0.000000,71.011701,14.072663,115.667448,418.286628,0.000000,29.570778,0.392141,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,430.006771,0.000000,62.13,64.623468,40.491409,0.000000,0.000000,0.000000,40.765623,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,17.252333,0.807552,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

23,05:30-05:45,12.677671,1.347048,54.578451,50.645060,0.000000,1.174721,0.000000,1.408538,26.926074,47.516602,0.000000,0.000000,50.282028,18.515401,0.000000,94.682268,14.072663,115.667448,418.286628,0.000000,29.570778,0.392141,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,430.006771,0.000000,58.26,64.623468,40.491409,0.000000,0.000000,0.000000,27.125124,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,17.252333,1.076737,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

24,05:45-06:00,12.677671,1.347048,54.578451,50.645060,0.000000,1.174721,0.000000,1.408538,26.926074,47.516602,0.000000,0.000000,50.282028,18.515401,0.000000,94.682268,14.072663,115.667448,418.286628,0.000000,29.570778,0.392141,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,430.006771,0.000000,57.39,64.623468,40.491409,0.000000,0.000000,0.000000,27.125124,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,17.252333,1.076737,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

25,06:00-06:15,12.677671,1.347048,54.578451,50.645060,0.000000,1.174721,0.000000,1.408538,26.926074,47.516602,0.000000,0.000000,50.282028,16.100348,0.000000,73.790837,14.072663,115.667448,418.286628,0.000000,29.570778,0.392141,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,364.396460,0.000000,61.14,64.623468,40.491409,0.000000,0.000000,0.000000,27.125124,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,17.252333,0.838763,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

26,06:15-06:30,12.677671,1.347048,54.578451,50.645060,0.000000,1.174721,0.000000,1.408538,26.926074,47.516602,0.000000,0.000000,50.282028,16.100348,0.000000,73.790837,14.072663,115.667448,418.286628,0.000000,29.570778,0.392141,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,364.396460,0.000000,63.07,64.623468,40.491409,0.000000,0.000000,0.000000,27.125124,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,17.252333,0.838763,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

27,06:30-06:45,12.677671,1.347048,54.578451,50.645060,0.000000,1.762084,0.000000,1.408538,26.926074,47.516602,0.000000,0.000000,50.282028,18.515401,0.000000,94.682268,11.522859,115.667448,346.667116,0.000000,19.693986,0.392488,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,363.712139,0.000000,66.72,76.761441,40.491409,0.000000,0.000000,0.000000,27.125124,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,13.246529,1.076737,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

28,06:45-07:00,12.677671,1.347048,54.578451,6.476350,0.000000,1.762084,0.000000,1.408538,26.926074,47.516602,0.000000,0.000000,50.282028,18.515401,0.000000,94.682268,11.522859,115.667448,235.635164,0.000000,19.693986,0.392488,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,364.291122,0.000000,69.52,76.761441,40.491409,0.000000,0.000000,0.000000,13.524358,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,13.246529,1.076737,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

29,07:00-07:15,12.677671,1.347048,54.578451,3.626756,0.000000,1.762084,0.000000,1.408538,10.702938,47.516602,0.000000,0.000000,50.282028,18.515401,0.000000,94.682268,11.522859,115.667448,235.635164,0.000000,19.693986,0.364348,0.000000,0.000000,2.973560,16.044749,0.000000,121.185604,364.291122,0.000000,74.98,76.761441,40.491409,0.000000,0.000000,0.000000,13.524358,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,13.270659,1.076737,29.676487,15.832387,0.000000,118.250646,34.137711,14.508048,0,0,0,0,0

30,07:15-07:30,12.677671,1.347048,54.578451,3.626756,0.000000,1.762084,0.000000,1.408538,10.866658,47.516602,0.000000,0.000000,50.282028,18.515401,0.000000,94.682268,11.522859,115.667448,235.635164,0.000000,19.693986,0.364348,0.000000,0.000000,2.973560,16.044749,0.000000,121.185604,364.291122,0.000000,83.26,76.761441,40.491409,0.000000,0.000000,0.000000,13.524358,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,13.270659,1.076737,29.676487,15.832387,0.000000,118.250646,34.137711,14.508048,0,0,0,0,0

31,07:30-07:45,12.677671,1.347048,54.578451,3.626756,0.000000,1.174721,0.000000,1.408538,16.938152,47.516602,0.000000,0.000000,50.282028,18.515401,0.000000,94.682268,11.601159,115.667448,258.052248,0.000000,19.693986,0.392488,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,420.906483,0.000000,91.74,76.761441,40.491409,0.000000,0.000000,0.000000,13.524358,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,13.655985,1.076737,29.676487,15.832387,0.000000,118.250646,34.137711,14.508048,0,0,0,0,0

32,07:45:08:00,12.677671,1.347048,54.578451,3.626756,0.000000,0.587361,0.000000,1.408538,16.281361,47.516602,0.000000,0.000000,50.282028,18.515401,0.000000,71.011701,11.601159,115.667448,258.052248,0.000000,19.693986,0.392488,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,420.906483,0.000000,103.00,76.761441,40.491409,0.000000,0.000000,0.000000,13.524358,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,13.655985,0.807552,29.676487,15.832387,0.000000,118.250646,34.137711,14.508048,0,0,0,0,0

33,08:00-08:15,12.677671,1.347048,54.578451,3.626756,0.000000,0.000000,0.000000,1.408538,16.281361,47.516602,0.000000,0.000000,50.282028,18.515401,0.000000,71.011701,11.601159,115.667448,258.052248,0.000000,19.693986,0.392488,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,420.906483,0.000000,104.46,76.761441,40.491409,0.000000,0.000000,0.000000,13.524358,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,13.693768,0.807552,29.676487,15.832387,0.000000,118.250646,34.137711,14.508048,0,0,0,0,0

34,08:15-08:30,12.677671,1.347048,54.578451,3.626756,0.000000,0.000000,0.000000,1.408538,16.281361,47.516602,0.000000,0.000000,50.282028,18.515401,0.000000,47.341134,11.601159,115.667448,258.052248,0.000000,19.693986,0.392488,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,420.906483,0.000000,97.69,76.761441,26.994273,0.000000,0.000000,0.000000,13.524358,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,13.693768,0.538369,29.676487,15.832387,0.000000,118.250646,34.137711,14.508048,0,0,0,0,0

35,08:30-08:45,12.677671,1.347048,54.578451,3.626756,0.000000,0.000000,0.000000,1.408538,16.281361,47.516602,0.000000,0.000000,50.282028,18.515401,0.000000,47.341134,11.073705,115.667448,258.052248,0.000000,19.693986,0.392488,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,420.906483,0.000000,108.33,76.761441,26.994273,0.000000,0.000000,0.000000,13.524358,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,13.655985,0.538369,29.676487,15.832387,0.000000,118.250646,34.137711,14.508048,0,0,0,0,0

36,08:45:09:00,12.677671,1.347048,54.578451,3.626756,0.000000,0.000000,0.000000,1.408538,16.281361,47.516602,0.000000,0.000000,50.282028,9.257700,0.000000,47.341134,11.073705,115.667448,258.052248,0.000000,19.693986,0.392488,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,420.906483,0.000000,120.90,76.761441,26.994273,0.000000,0.000000,0.000000,11.843364,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,13.655985,0.538369,29.676487,15.832387,0.000000,118.250646,34.137711,14.508048,0,0,0,0,0

37,09:00:09:15,12.677671,1.347048,54.578451,3.626756,0.000000,0.000000,0.000000,1.408538,16.281361,51.253862,0.000000,0.000000,50.282028,9.257700,0.000000,47.341134,11.073705,115.667448,258.052248,0.000000,19.693986,0.392488,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,364.340401,0.000000,119.93,76.761441,26.994273,0.000000,0.000000,0.000000,0.000000,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,13.655985,0.538369,29.676487,15.832387,0.000000,118.250646,34.137711,14.508048,0,0,0,0,0

38,09:15-09:30,12.677671,1.347048,54.578451,3.626756,0.000000,0.000000,0.000000,1.408538,16.281361,51.253862,0.000000,0.000000,50.282028,0.000000,0.000000,47.341134,11.073705,115.667448,258.052248,0.000000,19.693986,0.392488,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,364.340401,0.000000,130.57,76.761441,26.994273,0.000000,0.000000,0.000000,0.000000,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,13.655985,0.538369,29.676487,15.832387,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

39,09:30-09:45,12.677671,1.347048,54.578451,3.626756,0.000000,0.000000,0.000000,1.408538,26.926074,47.516602,0.000000,0.000000,50.282028,0.000000,0.000000,47.341134,11.601159,115.667448,287.068248,0.000000,19.693986,0.395066,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,364.770879,0.000000,131.54,65.185411,26.994273,0.000000,0.000000,0.000000,0.000000,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,13.693768,0.538369,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

40,09:45-10:00,12.677671,1.347048,54.578451,3.626756,0.000000,0.000000,0.000000,1.408538,26.926074,47.516602,0.000000,0.000000,50.282028,0.000000,0.000000,47.341134,11.601159,115.667448,287.068248,0.000000,19.693986,0.395066,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,364.758415,0.000000,130.57,65.185411,26.994273,0.000000,0.000000,0.000000,0.000000,0.976282,90.259104,137.342400,0.000000,32.762446,405.034344,0.000000,13.693768,0.538369,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

41,10:00-10:15,12.677671,1.347048,54.578451,3.626756,0.000000,0.000000,0.000000,1.408538,21.347652,51.253862,0.000000,0.000000,50.282028,0.000000,0.000000,19.166451,11.523153,115.667448,263.384132,0.000000,19.693986,0.395066,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,364.044023,0.000000,127.67,65.185411,26.994273,0.000000,0.000000,0.000000,0.000000,0.976282,90.259104,137.342400,0.000000,33.308487,405.034344,0.000000,13.334234,0.218468,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

42,10:15-10:30,12.677671,1.347048,54.578451,3.626756,0.000000,0.000000,0.000000,1.408538,21.347652,51.253862,0.000000,0.000000,50.282028,0.000000,0.000000,0.000000,11.486406,115.667448,263.384132,0.000000,19.693986,0.395066,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,364.044023,0.000000,132.51,65.185411,26.994273,0.000000,0.000000,0.000000,0.000000,0.976282,90.259104,137.342400,0.000000,33.308487,405.034344,0.000000,13.247882,0.000000,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

43,10:30-10:45,12.677671,1.347048,54.578451,3.626756,0.000000,0.000000,0.000000,1.408538,26.926074,47.516602,0.000000,0.000000,50.282028,0.000000,0.000000,0.000000,11.523153,115.667448,273.056132,0.000000,19.693986,0.395066,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,364.355052,0.000000,136.01,65.185411,26.994273,0.000000,0.000000,0.000000,0.000000,0.976282,90.259104,137.342400,0.000000,33.308487,405.034344,0.000000,13.334234,0.000000,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

44,10:45-11:00,12.677671,1.347048,54.578451,3.626756,0.000000,0.000000,0.000000,1.408538,26.926074,47.516602,0.000000,0.000000,50.282028,0.000000,0.000000,0.000000,11.523153,115.667448,311.744132,0.000000,19.693986,0.395066,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,364.355052,0.000000,136.01,65.185411,26.994273,0.000000,0.000000,0.000000,0.000000,0.976282,90.259104,137.342400,0.000000,33.308487,405.034344,0.000000,13.334234,0.000000,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

45,11:00-11:15,12.677671,1.347048,54.578451,3.626756,0.000000,0.000000,0.000000,1.408538,26.926074,35.237030,0.000000,0.000000,50.282028,0.000000,0.000000,0.000000,11.523153,115.667448,331.088132,0.000000,19.693986,0.395066,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,364.355052,0.000000,128.64,65.185411,26.994273,0.000000,0.000000,0.000000,0.000000,0.976282,90.259104,137.342400,0.000000,33.308487,405.034344,0.000000,13.334234,0.000000,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

46,11:15-11:30,12.677671,1.347048,54.578451,3.626756,0.000000,0.000000,0.000000,1.408538,26.926074,35.237030,0.000000,0.000000,50.282028,0.000000,0.000000,0.000000,11.523153,115.667448,389.120132,0.000000,19.693986,0.395066,0.000000,0.000000,1.115085,16.044749,0.000000,121.185604,364.355052,0.000000,129.60,65.185411,26.994273,0.000000,0.000000,0.000000,0.000000,0.976282,90.227767,137.342400,0.000000,33.308487,405.034344,0.000000,13.334234,0.000000,29.676487,20.050056,0.000000,141.463446,41.875311,14.508048,0,0,0,0,0

