Time,Block,NR/2023/18074/A/1855,NR/2023/18105/A/1831,NR/2023/18169/C,NR/2023/17270/A,NR/2023/18062/A/1832,NR/2023/17525/A,NER/2023/1749/C,WR/2023/20256/A/1931,WR/2023/19446/A,WR/2023/20577/A/1928,NR/2023/18170/C,Total
31,07:30-07:45,0.530000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0,183.31

32,07:45:08:00,0.530000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0,183.31

33,08:00-08:15,0.770000,0.960000,2.020000,50.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0,133.55

34,08:15-08:30,0.770000,0.960000,2.020000,50.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0,133.55

35,08:30-08:45,0.770000,0.960000,2.020000,50.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0,133.55

36,08:45:09:00,0.770000,0.960000,2.020000,50.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0,133.55

37,09:00:09:15,0.770000,0.960000,2.020000,50.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0,133.55

38,09:15-09:30,0.770000,0.960000,2.020000,50.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0,133.55

39,09:30-09:45,0.770000,0.960000,2.020000,50.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0,133.55

40,09:45-10:00,0.770000,0.960000,2.020000,50.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0,133.55

41,10:00-10:15,0.770000,0.960000,2.020000,50.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0,133.55

42,10:15-10:30,0.770000,0.960000,2.020000,50.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0,133.55

43,10:30-10:45,0.770000,0.960000,2.020000,50.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0,133.55

44,10:45-11:00,0.770000,0.960000,2.020000,50.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0,133.55

45,11:00-11:15,0.770000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0,183.55

46,11:15-11:30,0.770000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0,183.55

47,11:30-11:45,0.770000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,4.37,187.92

48,11:45-12:00,0.770000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,6.22,189.77

49,12:00-12:15,0.770000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,3.94,187.49

50,12:15-12:30,0.770000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,2.64,186.19

51,12:30-12:45,0.770000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,3.66,187.21

52,12:45-13:00,0.770000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,4.47,188.02

53,13:00-13:15,0.770000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,4.84,188.39

54,13:15-13:30,0.770000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,5.77,189.32

55,13:30-13:45,0.770000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,4.96,188.51

56,13:45-14:00,0.770000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,3.79,187.34

57,14:00-14:15,0.770000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,3.35,186.9

58,14:15-14:30,0.770000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,4,187.55

59,14:30-14:45,0.770000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,4.25,187.8

60,14:45-15:00,0.770000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,3.58,187.13

61,15:00-15:15,0.620000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,2.66,186.06

62,15:15-15:30,0.620000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,1.57,184.97

63,15:30-15:45,0.620000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,1.47,184.87

64,15:45-16:00,0.620000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,1.73,185.13

65,16:00-16:15,0.480000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,1.67,184.93

66,16:15-16:30,0.480000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,1.46,184.72

67,16:30-16:45,0.480000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,1.18,184.44

68,16:45-17:00,0.480000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0.99,184.25

69,17:00-17:15,0.480000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0.63,183.89

70,17:15-17:30,0.480000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0.32,183.58

71,17:30-17:45,0.480000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0.13,183.39

72,17:45-18:00,0.480000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,0.000000,75.000000,0.000000,0,183.26

73,18:00-18:15,0.530000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,25.000000,75.000000,55.000000,0,263.31

74,18:15-18:30,0.530000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,25.000000,75.000000,55.000000,0,263.31

75,18:30-18:45,0.530000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,25.000000,75.000000,55.000000,0,263.31

76,18:45-19:00,0.530000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,25.000000,75.000000,55.000000,0,263.31

77,19:00-19:15,0.530000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,25.000000,75.000000,55.000000,0,263.31

78,19:15-19:30,0.530000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,25.000000,75.000000,55.000000,0,263.31

79,19:30-19:45,0.530000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,25.000000,75.000000,55.000000,0,263.31

80,19:45-20:00,0.530000,0.960000,2.020000,100.000000,4.800000,0.000000,0.000000,25.000000,75.000000,55.000000,0,263.31

81,20:00-20:15,0.530000,0.960000,2.020000,0.000000,4.800000,0.000000,0.000000,25.000000,75.000000,55.000000,0,163.31

82,20:15-20:30,0.530000,0.960000,2.020000,0.000000,4.800000,0.000000,0.000000,25.000000,75.000000,55.000000,0,163.31

83,20:30-20:45,0.530000,0.960000,2.020000,0.000000,4.800000,0.000000,0.000000,25.000000,75.000000,55.000000,0,163.31

84,20:45-21:00,0.530000,0.960000,2.020000,0.000000,4.800000,0.000000,0.000000,25.000000,75.000000,55.000000,0,163.31

85,21:00-21:15,0.530000,0.960000,2.020000,0.000000,4.800000,0.000000,0.000000,25.000000,75.000000,55.000000,0,163.31

86,21:15-21:30,0.530000,0.960000,2.020000,0.000000,4.800000,0.000000,0.000000,25.000000,75.000000,55.000000,0,163.31

87,21:30-21:45,0.530000,0.960000,2.020000,0.000000,4.800000,0.000000,0.000000,25.000000,75.000000,55.000000,0,163.31

88,21:45-22:00,0.530000,0.960000,2.020000,0.000000,4.800000,0.000000,0.000000,25.000000,75.000000,55.000000,0,163.31

89,22:00-22:15,0.480000,0.960000,2.020000,0.000000,4.800000,59.650000,0.000000,0.000000,75.000000,55.000000,0,197.91

90,22:15-22:30,0.480000,0.960000,2.020000,0.000000,4.800000,59.650000,0.000000,0.000000,75.000000,55.000000,0,197.91

91,22:30-22:45,0.480000,0.960000,2.020000,0.000000,4.800000,59.650000,0.000000,0.000000,75.000000,55.000000,0,197.91

92,22:45-23:00,0.480000,0.960000,2.020000,0.000000,4.800000,59.650000,0.000000,0.000000,75.000000,55.000000,0,197.91

93,23:00-23:15,0.430000,0.960000,2.020000,0.000000,4.800000,59.650000,0.000000,0.000000,75.000000,0.000000,0,142.86

94,23:15-23:30,0.430000,0.960000,2.020000,0.000000,4.800000,59.650000,0.000000,0.000000,75.000000,0.000000,0,142.86

95,23:30-23:45,0.430000,0.960000,2.020000,0.000000,4.800000,59.650000,0.000000,0.000000,75.000000,0.000000,0,142.86

96,23:45-24:00,0.430000,0.960000,2.020000,0.000000,4.800000,59.650000,0.000000,0.000000,75.000000,0.000000,0,142.86

