Block,Time,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/31102037/L_NR_2019_11,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01072024/15072024/NR/01072024/15072024/717759,NR/01102023/22052037/LT-59,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/31052040/LT-31,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/19072037/LT-05,NR/01072024/31072024/R2,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01042024/31072024/LT_MEJA_DELHI
6,01:15-01:30,0,0,0,12.66,0,20,0,0,0,0,0,19.5,58.5,0,0,41,19.5,0,41,0,0,10.580000,0.000000,0.000000,28.260000,61.450000,81.930000,163.860000,10.390000,18.680000,0.000000,32.770000,30.840000,100.420000,132.250000,25.370000,0.000000,0.000000,86.940000,12.420000,0.000000,81.930000,115.220000,20.480000,8.340000,261.700000,14.340000,7.650000

7,01:30-01:45,0,0,0,12.34,0,20.2,0,0,0,0,0,19.66,59,0,0,42,19.67,0,42,0,0,10.580000,0.000000,0.000000,28.260000,61.450000,81.930000,163.860000,10.390000,18.680000,0.000000,32.770000,30.840000,100.420000,132.250000,25.370000,0.000000,0.000000,86.940000,12.420000,0.000000,81.930000,115.220000,20.480000,8.340000,261.700000,14.340000,7.650000

8,01:45-02:00,0,0,0,12.34,0,20,0,0,0,0,0,19.84,59.5,0,0,42.33,19.83,0,42.33,0,0,10.580000,0.000000,0.000000,28.260000,61.450000,81.930000,163.860000,10.390000,18.680000,0.000000,32.770000,30.840000,100.420000,132.250000,25.370000,0.000000,0.000000,86.940000,12.420000,0.000000,81.930000,115.220000,20.480000,8.340000,261.700000,14.340000,7.650000

9,02:00-02:15,0,0,0,11.66,0,17.8,0,0,0,0,0,19.66,59,0,0,41.33,19.67,0,41.33,0,0,10.580000,0.000000,0.000000,28.260000,61.450000,81.930000,163.860000,10.390000,18.500000,0.000000,32.770000,30.840000,100.420000,132.250000,25.380000,0.000000,0.000000,86.940000,12.420000,0.000000,81.930000,115.220000,20.480000,8.070000,261.700000,14.340000,7.650000

10,02:15-02:30,0,0,0,11.34,0,17.8,0,0,0,0,0,19.16,57.5,0,0,41,19.17,0,41,0,0,10.580000,0.000000,0.000000,28.260000,61.450000,81.930000,163.860000,10.390000,18.500000,0.000000,32.770000,30.840000,100.420000,132.250000,25.380000,0.000000,0.000000,86.940000,12.420000,0.000000,81.930000,115.220000,20.480000,8.070000,261.700000,14.340000,7.650000

11,02:30-02:45,0,0,0,7.34,0,17.8,0,0,0,0,0,10,30,0,0,16.67,10,0,16.67,0,0,10.580000,0.000000,0.000000,28.260000,61.450000,81.930000,163.860000,10.390000,18.500000,0.000000,32.770000,30.840000,71.500000,132.250000,25.380000,0.000000,0.000000,76.430000,12.420000,0.000000,81.930000,115.220000,20.480000,8.070000,227.080000,14.340000,7.650000

12,02:45-03:00,0,0,0,7.34,0,18.2,0,0,0,0,0,10,30,0,0,16.67,10,0,16.67,0,0,10.580000,0.000000,0.000000,28.260000,61.450000,81.930000,163.860000,10.390000,18.500000,0.000000,32.770000,30.840000,53.010000,132.250000,25.380000,0.000000,0.000000,76.430000,12.420000,0.000000,81.930000,115.220000,20.480000,8.070000,227.080000,14.340000,7.650000

13,03:00-03:15,0,0,0,7.34,0,16.8,0,0,0,0,0,10.66,32,0,0,17.33,10.67,0,17.33,0,0,10.580000,0.000000,0.000000,28.260000,61.450000,81.930000,163.860000,10.390000,18.310000,0.000000,0.000000,30.840000,53.010000,132.250000,25.380000,0.000000,0.000000,76.430000,12.420000,0.000000,81.930000,115.220000,20.480000,7.790000,227.080000,14.340000,7.650000

14,03:15-03:30,0,0,0,7.34,0,14.8,0,0,0,0,0,11.5,34.5,0,0,18,11.5,0,18,0,0,10.580000,0.000000,0.000000,28.260000,61.450000,81.930000,163.860000,10.390000,18.310000,0.000000,0.000000,30.840000,53.010000,132.250000,25.380000,0.000000,0.000000,76.430000,12.420000,0.000000,81.930000,115.220000,20.480000,7.790000,227.080000,14.340000,7.650000

15,03:30-03:45,0,0,0,7.34,0,16,0,0,0,0,0,11.66,35,0,0,18.67,11.67,0,18.67,0,0,10.580000,0.000000,0.000000,28.260000,61.450000,81.930000,163.860000,10.390000,18.310000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,0.000000,0.000000,57.540000,12.420000,0.000000,81.930000,115.220000,20.480000,7.790000,227.080000,14.340000,7.650000

16,03:45-04:00,0,0,0,7.34,0,16,0,0,0,0,0,12.34,37,0,0,20,12.33,0,20,0,0,10.580000,0.000000,0.000000,28.260000,61.450000,81.930000,163.860000,10.390000,18.310000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,0.000000,0.000000,57.540000,12.420000,0.000000,81.930000,115.220000,20.480000,7.790000,227.080000,14.340000,7.650000

17,04:00-04:15,0,0,0,7.34,0,16,0,0,0,0,0,8.84,26.5,0,0,20,8.83,0,20,0,0,10.580000,0.000000,0.000000,28.260000,61.450000,81.930000,163.860000,10.390000,18.030000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,0.000000,0.000000,57.540000,12.420000,0.000000,81.930000,115.220000,20.480000,7.510000,195.620000,14.340000,7.650000

18,04:15-04:30,0,0,0,7.34,0,16,0,0,0,0,0,8.84,26.5,0,0,21,8.83,0,21,0,0,10.580000,0.000000,0.000000,29.260000,61.450000,81.930000,163.860000,10.390000,18.030000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,0.000000,0.000000,57.540000,12.420000,0.000000,81.930000,115.220000,20.480000,7.510000,166.710000,14.340000,7.650000

19,04:30-04:45,0,0,0,7.34,0,15.6,0,0,0,0,0,9,27,0,0,16.67,9,0,16.67,0,0,10.580000,0.000000,0.000000,29.260000,61.450000,81.930000,163.860000,10.390000,18.030000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,0.000000,0.000000,57.540000,12.420000,0.000000,81.930000,115.220000,20.480000,7.510000,166.710000,14.340000,7.650000

20,04:45-05:00,0,0,0,7.34,0,15.4,0,0,0,0,0,9.16,27.5,0,0,16.67,9.17,0,16.67,0,0,10.580000,0.000000,0.000000,29.260000,61.450000,81.930000,163.860000,10.390000,18.030000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,0.000000,0.000000,57.540000,12.420000,0.000000,81.930000,115.220000,20.480000,7.510000,166.710000,14.340000,7.650000

21,05:00-05:15,0,0,0,7.34,0,9.01,0,0,0,0,0,7.84,23.5,0,0,16.67,7.83,0,16.67,0,0,10.580000,0.000000,0.000000,29.260000,61.450000,81.930000,163.860000,10.390000,19.140000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,0.000000,0.000000,57.540000,12.420000,0.000000,81.930000,115.220000,20.480000,7.230000,166.710000,14.340000,3.860000

22,05:15-05:30,0,0,0,7.66,0,8.61,0,0,0,0,0,7.84,23.5,0,0,17,7.83,0,17,0,0,10.580000,0.000000,0.000000,29.260000,61.450000,81.930000,163.860000,10.390000,19.140000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,0.000000,0.000000,57.540000,12.420000,0.000000,81.930000,115.220000,20.480000,7.230000,166.710000,14.340000,3.860000

23,05:30-05:45,0.351072,0,0,8.34,0,8.21,0,0,0,0,0,7.84,23.5,0,0,17,7.83,0,17,0,0,10.580000,0.000000,0.000000,29.260000,61.450000,81.930000,163.860000,10.390000,19.140000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,0.000000,0.000000,57.540000,12.420000,0.000000,81.930000,115.220000,20.480000,7.230000,166.710000,14.340000,3.860000

24,05:45-06:00,0.78016,0,0,9.34,0,7.81,0,0,0,0.28,1.41,7.84,23.5,0,0,17.33,7.83,0,17.33,0,0.2,10.580000,0.000000,0.000000,29.260000,61.450000,81.930000,163.860000,10.390000,19.140000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,0.000000,0.000000,57.540000,12.420000,0.000000,81.930000,94.440000,20.480000,7.230000,166.710000,14.340000,3.860000

25,06:00-06:15,2.213704,1,0.94,10,1,7.61,6.59,0,1,0.5,2.52,7.5,22.5,6.25,0,17.67,7.5,0,17.67,0,1,10.580000,0.000000,0.000000,29.260000,61.450000,81.930000,163.860000,10.390000,0.000000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,0.000000,0.000000,57.540000,12.420000,0.000000,81.930000,115.220000,20.480000,6.950000,166.710000,14.340000,3.860000

26,06:15-06:30,3.26692,1,3.31,10.66,2,7.21,12.41,0,4,1.17,5.88,7.5,22.5,9.09,2,18,7.5,1,18,0,2,10.580000,0.000000,0.220000,29.260000,61.450000,81.930000,163.860000,10.390000,0.000000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,0.210000,0.000000,57.540000,12.420000,0.210000,81.930000,115.220000,20.480000,6.950000,166.710000,14.340000,3.860000

27,06:30-06:45,4.885752,3,5.32,11.66,5,7.01,17.06,0,7,2.25,11.27,10.84,32.5,13.1,4.8,38,10.83,3,38,0,5,10.350000,0.000000,0.660000,29.260000,61.450000,81.930000,163.860000,10.390000,0.000000,0.000000,0.000000,25.940000,53.010000,112.780000,25.940000,0.640000,0.000000,57.540000,12.420000,0.640000,81.930000,70.270000,20.480000,6.950000,139.770000,14.340000,3.860000

28,06:45-07:00,6.904416,6,7.98,12,8,7.01,23.54,0,14,3.84,19.18,11.16,33.5,22.03,9.2,38.67,11.17,4,38.67,0,6,10.350000,0.000000,1.040000,29.260000,61.450000,81.930000,163.860000,10.390000,0.000000,0.000000,0.000000,25.940000,53.010000,93.500000,25.940000,1.010000,0.000000,57.540000,12.420000,1.010000,81.930000,70.270000,20.480000,6.950000,110.850000,14.340000,3.860000

29,07:00-07:15,9.2644,9,11.95,13,11,7.01,31.02,0,21,5.66,28.29,11.5,34.5,33,16.6,39.33,11.5,5,39.33,0,7,10.350000,0.000000,1.520000,29.260000,61.450000,81.930000,163.860000,10.390000,0.000000,0.000000,0.000000,25.940000,53.010000,74.900000,25.940000,1.480000,0.000000,57.540000,12.420000,1.480000,81.930000,70.270000,20.480000,6.670000,110.850000,14.340000,3.860000

30,07:15-07:30,11.965704,15,17.22,14,16,7.01,33,0,35,7.84,39.19,11.84,35.5,33,26.7,40,11.83,8,40,0,10,10.350000,0.000000,2.090000,29.260000,61.450000,81.930000,163.860000,10.390000,0.000000,0.000000,0.000000,25.940000,53.010000,74.900000,25.940000,2.030000,0.000000,57.540000,12.420000,2.030000,81.930000,70.270000,20.480000,6.670000,110.850000,14.340000,3.860000

31,07:30-07:45,8.269696,18,16.67,8.66,20,7.01,33,0,42,10.43,52.15,12.16,36.5,33,33,40.67,12.17,10,40.67,0,14.5,10.350000,0.000000,2.740000,29.260000,61.450000,81.930000,163.860000,10.390000,0.000000,0.000000,0.000000,25.940000,53.010000,74.900000,25.940000,2.670000,0.000000,57.540000,12.420000,2.670000,81.930000,70.270000,20.480000,6.670000,110.850000,14.340000,3.860000

32,07:45:08:00,11.4586,22,18.34,9,27,7.01,33,0,53,13.14,65.69,12.5,37.5,33,33,41.67,12.5,13,41.67,0,17.5,10.350000,0.000000,3.760000,29.260000,61.450000,81.930000,163.860000,10.390000,0.000000,0.000000,0.000000,25.940000,53.010000,74.900000,25.940000,3.680000,0.000000,57.540000,12.420000,3.680000,81.930000,70.270000,20.480000,6.670000,110.850000,14.340000,3.860000

33,08:00-08:15,15.135104,28,25,9.34,27,7.01,33,0,67,16.27,81.33,12.5,37.5,33,33,28,12.5,13,28,0,20.5,10.200000,0.000000,4.830000,28.260000,0.000000,0.000000,0.000000,10.390000,0.000000,0.000000,0.000000,25.940000,53.010000,74.900000,25.940000,4.710000,0.000000,57.540000,12.420000,4.710000,0.000000,70.270000,0.000000,6.490000,110.850000,14.340000,3.860000

34,08:15-08:30,19.230944,34,31,9.34,32,7.01,33,0,81,19.54,97.69,12.66,38,33,33,28,12.67,16,28,0,23.5,10.200000,0.000000,5.890000,28.260000,0.000000,0.000000,0.000000,10.390000,0.000000,0.000000,0.000000,25.940000,53.010000,74.900000,25.940000,5.750000,0.000000,57.540000,12.420000,5.750000,0.000000,70.270000,0.000000,6.490000,110.850000,14.340000,3.860000

35,08:30-08:45,20.664488,34,38,9.34,39,7.01,33,0,81,22.67,113.34,12.84,38.5,33,33,27.67,12.83,19,27.67,0,26.5,10.200000,0.000000,6.970000,29.270000,0.000000,0.000000,0.000000,10.390000,0.000000,0.000000,0.000000,25.940000,53.010000,74.900000,25.940000,6.810000,0.000000,57.540000,12.420000,6.810000,0.000000,70.270000,0.000000,6.490000,110.850000,14.340000,3.860000

36,08:45:09:00,21.942,40,45,9.34,46,7.01,33,0,95,25.8,129.01,12.84,38.5,33,33,28,12.83,22,28,0,29.5,10.200000,0.000000,7.980000,29.270000,0.000000,0.000000,0.000000,10.390000,0.000000,0.000000,0.000000,25.940000,53.010000,74.900000,25.940000,7.790000,0.000000,57.540000,12.420000,7.790000,0.000000,70.270000,0.000000,6.490000,110.850000,14.340000,3.860000

37,09:00:09:15,23.121992,46,50,12,53,7.01,33,0,109,28.82,144.08,13.16,39.5,33,33,21.67,13.17,25,21.67,0,31.5,9.810000,0.000000,8.920000,28.260000,0.000000,0.000000,0.000000,9.930000,0.000000,0.000000,0.000000,25.940000,53.010000,93.500000,25.940000,8.700000,0.000000,57.540000,12.420000,8.700000,0.000000,70.270000,0.000000,6.300000,110.850000,14.340000,3.860000

38,09:15-09:30,24.058184,52,55,12.66,58,7.01,33,0,120,32.37,161.88,13.5,40.5,33,33,22,13.5,27,22,0,33.5,9.810000,0.000000,9.790000,28.260000,0.000000,0.000000,0.000000,9.930000,0.000000,0.000000,0.000000,25.940000,53.010000,112.780000,25.940000,9.550000,0.000000,57.540000,12.420000,9.550000,0.000000,70.270000,0.000000,6.300000,110.850000,14.340000,3.860000

39,09:30-09:45,26.749736,55,60,10,66,7.01,33,0,130,31.46,157.33,10.84,32.5,33,33,22.67,10.83,32,22.67,0,38.5,9.810000,0.000000,10.580000,28.260000,0.000000,0.000000,0.000000,9.930000,0.000000,0.000000,0.000000,25.940000,53.010000,112.780000,25.940000,10.320000,0.000000,57.540000,12.420000,10.320000,0.000000,70.270000,0.000000,6.300000,110.850000,14.340000,3.860000

40,09:45-10:00,29.490048,58,65,10.66,70,7.01,33,0,137,33.84,169.21,11,33,33,33,24,11,33,24,0,38.5,9.810000,0.000000,11.330000,28.260000,0.000000,0.000000,0.000000,9.930000,0.000000,0.000000,0.000000,25.940000,53.010000,112.780000,25.940000,11.050000,0.000000,57.540000,12.420000,11.050000,0.000000,70.270000,0.000000,6.300000,110.850000,14.340000,3.860000

41,10:00-10:15,32.347384,64,71,15.34,73,16,33,0,151,36.03,180.13,17.84,53.5,33,33,38.33,17.83,35,38.33,0,39.5,9.810000,0.000000,12.060000,27.250000,0.000000,0.000000,0.000000,9.930000,0.000000,0.000000,0.000000,25.940000,53.010000,112.780000,25.940000,11.770000,0.000000,57.540000,12.420000,11.770000,0.000000,70.270000,0.000000,6.120000,110.850000,14.340000,3.860000

42,10:15-10:30,35.39976,67,75,16,78,16.4,33,0,158,37.89,189.47,18.5,55.5,33,33,39.33,18.5,37,39.33,0,41.5,9.810000,0.000000,12.680000,27.250000,0.000000,0.000000,0.000000,9.930000,0.000000,0.000000,0.000000,25.940000,53.010000,112.780000,25.940000,12.380000,0.000000,57.540000,12.420000,12.380000,0.000000,70.270000,0.000000,6.120000,110.850000,14.340000,3.860000

43,10:30-10:45,34.492824,71,76,17.34,83,16.8,33,0,167,39.48,197.4,19.34,58,33,33,40,19.33,39,40,0,41.5,9.810000,0.000000,13.260000,27.250000,0.000000,0.000000,0.000000,9.930000,0.000000,0.000000,0.000000,25.940000,53.010000,112.780000,25.940000,12.930000,0.000000,57.540000,12.420000,12.930000,0.000000,70.270000,0.000000,6.120000,110.850000,14.340000,3.860000

44,10:45-11:00,33.371344,74,79,18,87,17.2,33,0,174,40.79,203.97,19.66,59,33,33,41.67,19.67,41,41.67,0,42.5,9.810000,0.000000,13.700000,27.250000,0.000000,0.000000,0.000000,9.930000,0.000000,0.000000,0.000000,25.940000,53.010000,112.780000,25.940000,13.370000,0.000000,57.540000,12.420000,13.370000,0.000000,70.270000,0.000000,6.120000,110.850000,14.340000,3.860000

45,11:00-11:15,32.006064,76,81,22.66,88,17.6,33,0,179,41.89,209.43,25.84,77.5,33,33,51.67,25.83,42,51.67,0,43.5,9.970000,0.000000,14.110000,27.250000,0.000000,0.000000,0.000000,9.930000,0.000000,0.000000,0.000000,25.940000,53.010000,112.780000,25.940000,13.760000,0.000000,57.540000,12.420000,13.760000,0.000000,70.270000,0.000000,5.930000,110.850000,14.340000,3.860000

46,11:15-11:30,30.42624,76,82,25,88,18,33,0,179,42.67,213.38,26,78,33,33,52,26,42,52,0,43.5,9.970000,0.000000,15.270000,27.250000,0.000000,0.000000,0.000000,9.930000,0.000000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,14.900000,0.000000,57.540000,12.420000,14.900000,0.000000,70.270000,0.000000,5.930000,110.850000,14.340000,3.860000

47,11:30-11:45,32.347384,76,84,26,88,16.8,33,0,179,43.22,216.12,26.34,79,33,33,52.67,26.33,42,52.67,0,43.5,9.970000,0.000000,15.350000,27.250000,0.000000,0.000000,0.000000,9.930000,0.000000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,14.970000,0.000000,57.540000,12.420000,14.970000,0.000000,70.270000,0.000000,5.930000,110.850000,14.340000,3.860000

48,11:45-12:00,34.219768,76,84,26.66,88,17.2,33,0,179,43.57,217.84,26.66,80,33,33,55,26.67,42,55,0,44.5,9.970000,0.000000,15.410000,27.250000,0.000000,0.000000,0.000000,9.930000,0.000000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,15.040000,0.000000,57.540000,12.420000,15.040000,0.000000,70.270000,0.000000,5.930000,110.850000,14.340000,3.860000

49,12:00-12:15,35.965376,70,85,27.34,88,12.01,33,0,165,43.77,218.87,27,81,33,33,58.33,27,42,58.33,0,44.5,9.970000,0.000000,15.500000,27.250000,0.000000,0.000000,0.000000,10.080000,0.000000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,15.130000,0.000000,57.540000,12.420000,15.130000,0.000000,70.270000,0.000000,5.740000,139.770000,14.340000,3.860000

50,12:15-12:30,37.64272,70,85,28.34,88,12.41,33,0,165,43.83,219.13,27.5,82.5,33,33,58.67,27.5,42,58.67,0,44.5,9.970000,0.000000,15.560000,27.250000,0.000000,0.000000,0.000000,10.080000,0.000000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,15.170000,0.000000,57.540000,12.420000,15.170000,0.000000,70.270000,0.000000,5.740000,166.710000,14.340000,3.860000

51,12:30-12:45,37.554952,70,83,26.66,88,13,33,0,165,45.83,229.17,28,84,33,33,58.67,28,42,58.67,0,44,9.970000,0.000000,15.520000,27.250000,0.000000,0.000000,0.000000,10.080000,0.000000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,15.140000,0.000000,57.540000,12.420000,15.140000,0.000000,70.270000,0.000000,5.740000,166.710000,14.340000,3.860000

52,12:45-13:00,37.369664,76,83,27,88,14,33,0,179,45.83,229.17,28.34,85,33,33,59,28.33,42,59,0,43,9.970000,0.000000,15.490000,27.250000,0.000000,0.000000,0.000000,10.080000,0.000000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,15.120000,0.000000,57.540000,12.420000,15.120000,0.000000,70.270000,0.000000,5.740000,166.710000,14.340000,3.860000

53,13:00-13:15,36.969832,69,82,27.66,85,15,33,0,161,45.83,229.17,28.66,86,33,33,59.33,28.67,40,59.33,0,43.5,10.350000,0.000000,15.420000,26.250000,0.000000,0.000000,0.000000,10.080000,0.000000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,15.040000,0.000000,57.540000,12.420000,15.040000,0.000000,70.270000,0.000000,5.890000,110.850000,14.340000,3.860000

54,13:15-13:30,36.47248,69,82,27.66,85,17,33,0,161,45.83,229.17,29,87,33,33,59.67,29,40,59.67,0,43.5,10.350000,0.000000,15.320000,26.250000,0.000000,0.000000,0.000000,10.080000,0.000000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,14.950000,0.000000,57.540000,12.420000,14.950000,0.000000,70.270000,0.000000,5.890000,110.850000,14.340000,3.860000

55,13:30-13:45,41.572776,73,82,27.66,85,20,33,0,172,45.67,228.33,29.16,87.5,33,33,60,29.17,40,60,0,42.5,10.350000,0.000000,15.040000,26.250000,0.000000,0.000000,0.000000,10.390000,0.000000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,14.680000,0.000000,57.540000,12.420000,14.680000,0.000000,70.270000,0.000000,5.890000,139.770000,14.340000,3.860000

56,13:45-14:00,46.887616,73,81,28.34,85,28.41,33,0,172,45.67,228.33,29.34,88,33,33,60,29.33,40,60,0,42.5,10.350000,0.000000,14.750000,26.250000,0.000000,0.000000,0.000000,10.390000,0.000000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,14.390000,0.000000,62.340000,12.420000,14.390000,0.000000,70.270000,0.000000,5.890000,166.710000,14.340000,3.860000

57,14:00-14:15,51.73436,72,80,33,81,21.61,33,0,168,45.67,228.33,29.5,88.5,33,33,65,29.5,39,65,0,41.5,10.580000,0.000000,14.390000,27.250000,0.000000,0.000000,0.000000,10.390000,0.000000,0.000000,0.000000,25.940000,53.010000,132.250000,25.940000,14.040000,0.000000,62.340000,12.420000,14.040000,0.000000,115.220000,0.000000,6.120000,166.710000,14.340000,3.860000

