Block,Time,CHAMERA3,NLCIIST1,NNTPP,NTPL,RAMPUR,RSTPSU7,UNCHAHAR4,AURY_LF,DADRI_RF,KGSU1AND2,KGSU3AND4,RIHAND1,SALAL,TALA,TANAKPUR,CHAMERA2,FSTPP I & II,RAPPC,TEHRI,UNCHAHAR2,VALLURNTECL,JHAJJAR,KOLDAM,NLCTS2EXP,RAPPB,SIMHST1,TelanganaSTPP,ANTA_LF,DADRI_LF,BRBCL,BSIUL,DHAULIGNGA,KHSTPP-II,KISHANGANGA,MAPS,RSTPSU1TO6,SEWA2,SIMHST2,TANDA2,AURY_GF,DADRI_CRF,DADRI_GF,CHAMERA1,KKNP,KOTESHWR,NJPC,RIHAND2,TALST2,UNCHAHAR1,URI2,ANTA_CRF,ANTA_RF,DADRT2,KKNPPU2,NAPP,NLCIIST2,RIHAND3,SASAN,SINGRAULI,UNCHAHAR3,URI,ANTA_GF,AURY_CRF,DULHASTI,KHSTPP-I,KUDGI,NLCEXP,PARBATI3,SINGRAULI_HYDRO,AURY_RF
57,14:00-14:15,25.31,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,83.67,7.9,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.37,686.07,0,45.46,0,127.6,342,127.75,27.05,45.27,0,0,53.79,33.38,0,0,15.46,0,77.21

58,14:15-14:30,25.31,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,83.67,7.97,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.37,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,15.46,0,77.21

59,14:30-14:45,25.31,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,83.67,8.91,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.37,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,15.46,0,77.21

60,14:45-15:00,25.31,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,83.67,8.94,8.33,44.22,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.37,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,15.46,0,77.21

61,15:00-15:15,25.31,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,83.67,8.91,8.33,32.82,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.37,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,15.46,0,77.21

62,15:15-15:30,25.31,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,83.67,8.94,8.33,32.82,20.8,60.53,0,43.71,0,413.81,2.67,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.37,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,15.46,0,77.21

63,15:30-15:45,25.31,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,83.67,8.82,8.33,32.82,20.8,60.53,0,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.37,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,15.46,0,77.21

64,15:45-16:00,25.31,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,80.18,8.68,8.33,32.82,20.8,60.53,0,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,46.37,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,15.46,0,77.21

65,16:00-16:15,25.31,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,80.18,8.7,8.33,32.82,20.8,60.53,0,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,45.18,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,15.46,0,77.21

66,16:15-16:30,25.31,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,80.18,8.61,8.33,32.82,20.8,60.53,0,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,45.18,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,15.46,0,77.21

67,16:30-16:45,25.31,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,80.18,8.33,8.33,32.82,20.8,60.53,0,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.37,0,0,17.73,0,0.12,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,45.18,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,15.46,0,77.21

68,16:45-17:00,25.31,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,80.18,8.21,8.33,32.82,20.8,60.53,17,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.37,0,0,17.73,0,0.12,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,45.18,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,15.46,0,77.21

69,17:00-17:15,25.31,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,80.18,8.11,8.33,31.33,20.8,60.53,17,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.37,0,0,17.73,0,0.19,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,45.18,686.07,0,45.46,0,127.6,342,127.75,27.05,45.27,0,0,53.79,33.38,0,0,15.46,0,77.21

70,17:15-17:30,25.31,0,0,0,3.54,0,1.62,0,93.64,0,0,87.45,80.18,8.14,8.33,31.33,20.8,60.53,17,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,45.18,686.07,0,45.46,0,127.6,342,127.75,27.05,45.27,0,0,53.79,33.38,0,0,15.46,0,77.21

71,17:30-17:45,25.31,0,0,0,3.54,0,1.62,0,4.94,0,0,87.45,80.18,7.64,8.33,31.33,20.8,60.53,17,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,45.18,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,15.46,0,77.21

72,17:45-18:00,25.31,0,0,0,3.54,0,1.62,0,12.33,0,0,87.45,80.18,7.47,8.33,31.33,20.8,60.53,17,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,45.18,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,15.46,0,77.21

73,18:00-18:15,25.31,0,0,0,3.54,0,1.62,0,18.5,0,0,87.45,80.18,7.06,8.33,31.33,20.8,60.53,34.07,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,2.36,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,21.08,0,77.08

74,18:15-18:30,25.31,0,0,0,3.54,0,1.62,0,30.82,0,0,87.45,80.18,7,8.33,31.33,20.8,60.53,51.01,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,8.28,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,54.11,0,77.08

75,18:30-18:45,32.08,0,0,0,3.54,0,1.62,0,43.16,0,0,87.45,80.18,6.88,8.33,31.33,20.8,60.53,51.01,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.37,0,0,17.73,0,2.89,0,0,0,42.15,0,28.98,167.1,121.71,0,20.96,32.51,0,19.39,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,53.79,33.38,0,0,54.11,0,77.08

76,18:45-19:00,33.74,0,0,0,3.62,0,1.62,0,59.19,0,0,87.45,80.18,6.76,8.33,45.65,20.8,60.53,68.29,43.71,0,413.81,5.35,0,0,0,0,0,0,20.01,20.21,41.42,98.87,4.45,0,0,18.46,0,0.12,0,0,0,42.15,0,38.64,168.66,121.71,0,20.96,32.51,0,26.61,686.07,0,45.46,0,127.6,342,127.75,27.05,38.64,0,0,54.53,33.38,0,0,54.11,0,77.08

77,19:00-19:15,33.74,0,0,0,3.62,0,0,0,59.19,0,0,87.45,80.18,6.85,8.33,45.65,20.8,60.53,70.87,42.4,0,406.41,5.35,0,0,0,0,0,0,20.01,20.21,41.42,98.87,4.45,0,0,18.46,0,0.12,0,0,0,42.15,0,38.64,168.66,121.71,0,20.57,32.51,0,28.63,682.82,0,45.46,0,127.6,342,127.75,26.42,38.64,0,0,54.53,33.38,0,0,54.11,0,77.08

78,19:15-19:30,33.74,0,0,0,3.62,0,0,0,59.19,0,0,87.45,80.18,6.96,8.33,45.65,20.8,60.53,70.87,42.4,0,406.41,5.35,0,0,0,0,0,0,20.01,20.21,41.42,98.87,4.45,0,0,18.46,0,0.12,0,0,0,42.15,0,38.64,168.66,121.71,0,20.57,32.51,0,28.63,682.82,0,45.46,0,127.6,342,127.75,26.42,38.64,0,0,54.53,33.38,0,0,54.11,0,77.08

79,19:30-19:45,33.74,0,0,0,3.62,0,0,0,59.19,0,0,87.45,80.18,7.08,8.33,45.65,20.8,60.53,70.87,42.4,0,406.41,5.35,0,0,0,0,0,0,20.01,20.21,41.42,98.87,4.45,0,0,18.46,0,0.12,0,0,0,42.15,0,38.64,168.66,121.71,0,20.57,32.51,0,28.63,682.82,0,45.46,0,127.6,342,127.75,26.42,38.64,0,0,54.53,33.38,0,0,54.11,0,77.08

80,19:45-20:00,33.74,0,0,0,3.62,0,0,0,59.19,0,0,87.45,80.18,7.47,8.33,45.65,20.8,60.53,70.87,42.4,0,406.41,5.35,0,0,0,0,0,0,20.01,20.21,41.42,98.87,4.45,0,0,18.46,0,0.12,0,0,0,42.15,0,38.64,168.66,121.71,0,20.57,32.51,0,28.63,682.82,0,45.46,0,127.6,342,127.75,26.42,38.64,0,0,54.53,33.38,0,0,21.08,0,77.08

81,20:00-20:15,33.74,0,0,0,3.62,0,0,0,59.19,0,0,87.45,80.18,7.5,8.33,45.65,20.8,60.53,70.87,42.4,0,406.41,5.35,0,0,0,0,0,0,20.01,20.21,41.42,98.87,4.45,0,0,18.46,0,0.12,0,0,0,42.15,0,38.64,168.66,121.71,0,20.57,32.51,0,28.63,682.82,0,45.46,0,127.6,371.25,127.75,26.42,38.64,0,0,54.53,33.38,0,0,15.46,0,77.08

82,20:15-20:30,33.74,0,0,0,3.62,0,0,0,59.19,0,0,87.45,80.18,7.47,8.33,45.65,20.8,60.53,70.87,42.4,0,406.41,5.35,0,0,0,0,0,0,20.01,20.21,41.42,98.87,4.45,0,0,18.46,0,0.12,0,0,0,42.15,0,38.64,168.66,121.71,0,20.57,32.51,0,28.63,682.82,0,45.46,0,127.6,376.88,127.75,26.42,38.64,0,0,54.53,33.38,0,0,16.87,0,77.08

83,20:30-20:45,33.74,0,0,0,3.62,0,0,0,59.19,0,0,87.45,80.18,7.64,8.33,45.65,20.8,60.53,70.87,42.4,0,406.41,5.35,0,0,0,0,0,0,20.01,20.21,41.42,98.87,4.45,0,0,18.46,0,0.12,0,0,0,42.15,0,38.64,168.66,121.71,0,20.57,32.51,0,28.63,682.82,0,45.46,0,127.6,376.88,127.75,26.42,38.64,0,0,54.53,33.38,0,0,16.87,0,77.08

84,20:45-21:00,25.31,0,0,0,3.54,0,0,0,59.19,0,0,87.45,80.18,7.79,8.33,32.82,20.8,60.53,70.87,42.4,0,406.41,5.35,0,0,0,0,0,0,20.01,3.3,40.4,98.87,4.37,0,0,17.73,0,0.12,0,0,0,42.15,0,28.98,167.1,121.71,0,20.57,32.51,0,28.63,682.82,0,45.46,0,127.6,376.88,127.75,26.42,38.64,0,0,53.79,33.38,0,0,16.87,0,77.08

85,21:00-21:15,25.31,0,0,0,3.54,0,0,0,59.19,0,0,87.45,80.18,7.97,8.33,32.82,20.8,60.53,70.87,42.4,0,406.41,5.35,0,0,0,0,0,0,20.01,3.3,40.4,98.87,4.37,0,0,17.73,0,0.12,0,0,0,42.15,0,28.98,167.1,121.71,0,20.57,32.51,0,28.63,682.82,0,45.46,0,127.6,342,127.75,26.42,38.64,0,0,53.79,33.38,0,0,16.87,0,77.08

86,21:15-21:30,25.31,0,0,0,3.54,0,0,0,59.19,0,0,87.45,80.18,8.02,8.33,32.82,20.8,60.53,70.87,42.4,0,406.41,5.35,0,0,0,0,0,0,20.01,3.3,40.4,98.87,4.37,0,0,17.73,0,0.12,0,0,0,42.15,0,28.98,167.1,121.71,0,20.57,32.51,0,28.63,682.82,0,45.46,0,127.6,342,127.75,26.42,38.64,0,0,53.79,33.38,0,0,16.87,0,77.08

87,21:30-21:45,25.31,0,0,0,3.54,0,0,0,59.19,0,0,87.45,80.18,5.23,8.33,32.82,20.8,60.53,70.87,42.4,0,406.41,5.35,0,0,0,0,0,0,20.01,3.3,40.4,98.87,4.37,0,0,17.73,0,0.12,0,0,0,42.15,0,28.98,167.1,121.71,0,20.57,32.51,0,46.37,682.82,0,45.46,0,127.6,342,127.75,26.42,38.64,0,0,53.79,33.38,0,0,16.87,0,77.08

88,21:45-22:00,33.74,0,0,0,3.62,0,0,0,92.08,0,0,87.45,80.18,5.39,8.33,45.65,20.8,60.53,70.87,42.4,0,406.41,5.35,0,0,0,0,0,0,20.01,20.21,41.42,98.87,4.45,0,0,18.46,0,0.12,0,0,0,42.15,0,38.64,168.66,121.71,0,20.57,32.51,0,46.37,682.82,0,45.46,0,127.6,342,127.75,26.42,38.64,0,0,54.53,33.38,0,0,16.87,0,77.08

89,22:00-22:15,33.74,0,0,0,3.62,0,0,0,92.08,0,0,87.45,80.18,5.59,8.33,45.65,20.8,60.53,70.87,42.4,0,406.41,5.35,0,0,0,0,0,0,20.01,20.21,41.42,98.87,4.45,0,0,18.46,0,0.12,0,0,0,42.15,0,38.64,168.66,121.71,0,20.57,32.51,0,46.96,682.82,0,45.46,0,127.6,342,127.75,26.42,38.64,0,0,54.53,33.38,0,0,17.56,0,77.08

90,22:15-22:30,33.74,0,0,0,3.62,0,0,0,92.08,0,0,87.45,80.18,5.67,8.33,45.65,20.8,60.53,70.87,42.4,0,406.41,5.35,0,0,0,0,0,0,20.01,20.21,41.42,98.87,4.45,0,0,18.46,0,0.12,0,0,0,42.15,0,38.64,168.66,121.71,0,20.57,32.51,0,46.96,682.82,0,45.46,0,127.6,342,127.75,26.42,38.64,0,0,54.53,33.38,0,0,17.56,0,77.08

91,22:30-22:45,33.74,0,0,0,3.62,0,0,0,92.08,0,0,87.45,80.18,4.65,8.33,45.65,20.8,60.53,70.87,42.4,0,406.41,5.35,0,0,0,0,0,0,20.01,20.21,41.42,98.87,4.45,0,0,18.46,0,0.12,0,0,0,42.15,0,38.64,168.66,121.71,0,20.57,32.51,0,46.96,682.82,0,45.46,0,127.6,342,127.75,26.42,38.64,0,0,54.53,33.38,0,0,17.56,0,77.08

92,22:45-23:00,32.08,0,0,0,3.54,0,0,0,92.08,0,0,87.45,80.18,4.7,8.33,44.22,20.8,60.53,70.09,42.4,0,406.41,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,0.12,0,0,0,42.15,0,19.32,167.1,121.71,0,20.57,32.51,0,46.96,682.82,0,45.46,0,127.6,342,127.75,26.42,38.64,0,0,53.79,33.38,0,0,17.56,0,77.08

93,23:00-23:15,32.08,0,0,0,3.54,0,0.02,0,92.08,0,0,87.45,80.18,4.73,8.33,44.22,20.8,60.53,51.01,42.41,0,413.81,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,0.19,0,0,0,42.15,0,9.66,167.1,121.71,0,20.66,32.51,0,48.13,686.07,0,45.46,0,127.6,342,120.74,26.45,38.64,0,0,53.79,33.38,0,0,21.08,0,77.08

94,23:15-23:30,32.08,0,0,0,3.54,0,0.02,0,92.08,0,0,87.45,80.18,4.73,8.33,44.22,20.8,60.53,51.01,42.41,0,406.41,5.35,0,0,0,0,0,0,20.01,19.56,40.4,98.87,4.37,0,0,17.73,0,0.19,0,0,0,42.15,0,9.66,167.1,121.71,0,20.66,32.51,0,48.13,682.82,0,45.46,0,127.6,342,120.74,26.45,38.64,0,0,53.79,33.38,0,0,21.08,0,77.08

95,23:30-23:45,32.08,0,0,0,3.54,0,0.02,0,92.08,0,0,87.45,80.18,4.73,8.33,44.22,20.8,60.53,51.01,42.41,0,406.41,5.35,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.37,0,0,17.73,0,0.19,0,0,0,42.15,0,9.66,167.1,121.71,0,20.66,32.51,0,48.13,682.82,0,45.46,0,127.6,342,120.74,26.45,38.64,0,0,53.79,33.38,0,0,21.08,0,77.08

96,23:45-24:00,32.08,0,0,0,3.54,0,0.02,0,92.08,0,0,87.45,80.18,4.73,8.33,44.22,20.8,60.53,51.01,42.41,0,413.81,5.35,0,0,0,0,0,0,20.01,13.04,40.4,98.87,4.37,0,0,17.73,0,0.19,0,0,0,42.15,0,9.66,167.1,121.71,0,20.96,32.51,0,48.13,686.07,0,45.46,0,127.6,342,120.74,27.05,38.64,0,0,53.79,33.38,0,0,21.08,0,77.08

