Block,Time Block,RAPPB,TANAKPUR,RIHAND2,SASAN,TALST2,TANDA2,RIHAND1,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,RAPPC,SIMHST2,TALA,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,NLCEXP,KUDGI,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NNTPP,NAPP,NTPL,RAMPUR,PARBATI3,KOLDAM,KISHANGANGA,KHSTPP-I,KGSU3AND4,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,CHAMERA2,BRBCL,CHAMERA1,DHAULIGNGA,FSTPP I & II,DULHASTI,BSIUL,CHAMERA3,DADRT2,JHAJJAR,KGSU1AND2,VALLURNTECL,UNCHAHAR4,URI2,TelanganaSTPP,UNCHAHAR3,UNCHAHAR2,TEHRI,URI,UNCHAHAR1,AURY_RF,DADRI_LF,ANTA_LF,AURY_LF,DADRI_GF,ANTA_GF,AURY_CRF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_CRF,ANTA_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,0,119.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,487.13,398.39,0,0,0,4.14,0,25.36,21.57,0,0.53,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,0,119.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,494.81,398.39,0,0,0,4.14,0,25.36,22.75,0,0.53,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,0,119.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,518.22,398.39,0,0,0,4.14,0,25.36,22.75,0,0.53,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,0,119.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,570.25,419.1,0,0,0,4.14,0,25.36,28.74,14.95,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,0,119.89,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,570.25,419.1,0,0,0,4.14,0,25.36,28.74,29.9,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,599.08,419.1,0,0,0,4.14,0,25.36,29.91,44.85,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,0,121.02,119.45,0,0,0,22.47,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,627.9,419.1,0,0,0,4.14,0,25.36,29.91,44.85,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,0,121.02,119.45,0,0,0,44.96,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,15.83,0,0,656.36,419.1,0,0,0,4.14,0,25.36,31.51,59.8,1.07,19.75,0,22.65,0,0,0,0,50.73,0,0,5.27,30.11,0,0,0,0,0,0

70,17:15-17:30,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,1.35,5.06,121.02,119.45,0,0,0,67.42,0,0,0,0,41.76,0,0,0,0,0,43.45,0,17.05,142.49,0,0,3.84,19.22,11.68,0,16.7,31.66,1.06,0,656.36,419.1,0,0,0,4.14,0,25.36,31.51,59.8,1.07,19.75,0,22.65,0,0,0,0,68.02,0,0,5.27,41.47,0,0,0,0,0,0

71,17:30-17:45,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,8.93,10.12,121.02,119.45,0,0,0,89.89,0,0,0,0,41.76,0,0,0,0,0,43.45,0,25.59,142.49,0,0,7.69,19.22,13.5,7.74,16.7,31.66,2.11,9.29,656.36,419.1,0,0,0,4.14,0,25.36,31.51,59.8,1.07,19.75,0,22.65,0,0,0,0,68.02,0,0,5.27,41.6,0,0,0,0,0,0

72,17:45-18:00,0,3.45,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,40.19,14.47,121.02,119.45,0,0,0,112.38,0,0,0,0,41.76,0,0,0,0,0,43.45,0,38.27,142.49,0,0,25.31,19.22,26.95,15.35,16.7,31.66,12.53,18.62,656.36,419.1,0,0,0,4.14,0,25.36,31.51,59.8,1.07,19.75,0,22.65,0,0,0,0,68.02,0,0,5.27,41.64,0,0,0,0,0,0

73,18:00-18:15,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,40.19,14.47,121.02,119.45,0,0,0,112.38,0,0,0,0,41.76,0,0,0,0,0,43.45,0,38.27,142.49,0,0,25.31,19.22,26.95,26.34,16.7,31.66,12.53,18.62,656.36,419.1,0,0,0,4.14,0,25.36,31.51,59.8,2.12,19.75,0,22.65,0,0,0,0,68.66,0,0,5.27,41.7,0,0,0,0,0,0

74,18:15-18:30,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,40.19,14.47,121.02,119.45,0,0,0,112.38,0,0,0,0,41.76,0,0,0,0,0,43.45,0,38.27,142.49,0,0,25.31,19.22,26.95,26.34,16.7,31.66,12.53,18.62,656.36,419.1,0,0,0,4.14,0,25.36,31.51,59.8,2.12,19.75,0,22.65,0,0,0,0,68.66,0,0,5.27,41.7,0,0,0,0,0,0

75,18:30-18:45,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,40.19,14.47,121.02,119.45,0,0,0,112.38,0,0,0,0,41.76,0,0,0,0,0,43.45,0,38.27,142.49,0,0,25.31,19.22,26.95,26.34,16.7,31.66,12.53,18.62,656.36,419.1,0,0,0,4.14,0,25.36,31.51,59.8,2.12,19.75,0,22.65,0,0,0,0,68.66,0,0,5.27,41.77,0,0,0,0,0,0

76,18:45-19:00,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,8.93,10.12,121.02,119.45,0,0,0,112.38,0,0,0,0,41.76,0,0,0,0,0,43.45,0,38.27,142.49,0,0,25.31,19.22,26.95,26.34,16.7,31.66,12.53,18.62,656.36,419.1,0,0,0,4.14,0,25.36,31.51,59.8,2.12,19.75,0,22.65,0,0,0,0,68.66,0,0,5.27,41.77,0,0,0,0,0,0

77,19:00-19:15,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,5.06,121.02,119.45,0,0,0,90.99,0,0,0,0,41.76,0,0,3.67,0,0,43.45,0,38.27,142.49,0,0,25.31,19.22,23.53,26.34,16.7,31.66,12.53,18.62,656.36,419.1,0,0,0,4.14,0,25.36,31.51,59.8,25.45,19.75,0,2.46,0,0,0,0,23.23,0,0,0.57,14.11,0,0,0,0,0,0

78,19:15-19:30,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,5.06,121.02,119.45,0,0,0,89.89,0,0,0,0,41.76,0,0,15.9,0,0,43.45,0,18.95,142.49,0,0,12.56,19.22,11.54,15.35,16.7,31.66,6.26,9.29,656.36,419.1,0,0,0,4.14,0,25.36,31.51,59.8,25.45,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,67.42,0,0,0,0,41.76,0,0,15.9,0,0,43.45,0,8.53,142.49,0,0,0,19.22,11.54,7.61,16.7,31.66,1.06,0,656.36,419.1,0,0,0,4.14,0,25.36,31.51,59.8,25.45,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,44.96,0,0,0,0,41.76,0,0,15.9,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,656.36,419.1,0,0,0,4.14,0,25.36,31.51,59.8,25.45,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,15.9,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,652.17,419.1,0,0,0,4.14,0,25.36,31.51,44.85,3.18,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,15.9,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,652.17,419.1,0,0,0,4.14,0,25.36,31.51,29.9,2.12,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,15.9,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,652.17,419.1,0,0,0,4.14,0,25.36,31.51,29.9,3.18,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,3.42,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,652.17,419.1,0,0,0,4.14,0,25.36,31.51,29.9,25.45,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,652.17,419.1,0,0,0,4.14,0,25.36,28.84,29.9,25.45,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,652.17,419.1,0,0,0,4.14,0,25.36,31.51,29.9,25.45,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,652.17,419.1,0,0,0,4.14,0,25.36,31.51,14.95,25.45,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,652.17,355.36,0,0,0,4.14,0,25.36,28.84,6.96,3.18,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,652.17,355.36,0,0,0,4.14,0,25.36,28.84,0,3.18,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,652.17,355.36,0,0,0,4.14,0,25.36,28.84,0,3.18,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,652.17,355.36,0,0,0,4.14,0,25.36,28.84,0,3.18,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,16.7,31.66,0,0,652.17,355.36,0,0,0,4.14,0,21.85,28.84,0,3.18,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,14.53,31.66,0,0,652.17,355.36,0,0,0,4.14,0,25.36,28.84,0,3.18,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,14.53,31.66,0,0,652.17,355.36,0,0,0,4.14,0,25.36,28.84,0,3.18,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,14.53,31.66,0,0,652.17,355.36,0,0,0,4.14,0,25.36,28.84,0,3.18,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,1.97,114.09,326.43,0,0,88.39,0,0,0,51.34,0,0,0,2.24,0,121.02,119.45,0,0,0,0,0,0,0,0,41.76,0,0,0,0,0,43.45,0,8.53,142.49,0,0,0,19.22,0,0,14.53,31.66,0,0,652.17,355.36,0,0,0,4.14,0,25.36,28.84,0,3.18,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

