Block,Time,L_NR_2012_02,L_NR_2018_61,SH-06,L_NR_2023_04,LT-05,SH-07,L_NR_2012_04,LT-31,LT-36,L_NR_2020_02,L_NR_2012_07,LT-35,L_NR_2012_01,L_NR_2019_11,LT-59,L_NR_2019_06,L_NR_2019_07,L_NR_2021_17,L_NR_2020_06,L_NR_2020_07,L_NR_2021_13,L_NR_2021_14,L_NR_2022_08,L_NR_2019_19,L_NR_2019_05,L_NR_2021_16,L_NR_2020_05,L_NR_2022_09,L_NR_2022_10,L_NR_2021_15,L_NR_2021_12
23,05:30-05:45,261.020000,13.03,0.000000,0.000000,70.380000,0.000000,271.290000,0.000000,0.000000,0.000000,64.820000,0.000000,101.040000,7.290000,10.320000,0,0,0,15.5,15.49,0,0.03,14.64,0.224388,0,0,46.49,48.25,48.25,0,0

24,05:45-06:00,261.020000,12.43,0.000000,0.000000,94.600000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.290000,10.320000,0,0,1.67,15.66,15.67,0.03,0.1,14.86,2.663388,0,3.33,46.99,48.08,48.08,0,0.13

25,06:00-06:15,261.020000,12.3,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.140000,10.320000,5.8,1.26,3,14.62,14.61,0.37,1.27,16.22,1.921932,4.45,6,43.85,47.67,47.67,0.48,1.86

26,06:15-06:30,261.020000,10.06,0.000000,0.000000,115.410000,0.000000,271.290000,0.430000,0.450000,0.000000,73.970000,0.430000,101.040000,7.140000,10.320000,14.49,1.93,4,20.51,20.52,1.22,3,15.28,4.799952,7.37,8,61.54,47.5,47.5,1.34,6.13

27,06:30-06:45,261.020000,9.92,0.000000,0.000000,115.410000,0.000000,271.290000,0.860000,0.880000,0.000000,73.970000,0.860000,101.040000,6.910000,10.320000,24.15,5.47,5,20.14,20.14,2.35,4.93,15.29,7.990164,10.96,10,60.42,46.57,46.57,2.56,11.75

28,06:45-07:00,261.020000,9.65,0.000000,0.000000,115.410000,0.000000,271.290000,1.380000,1.400000,0.000000,73.970000,1.380000,101.040000,6.910000,10.320000,33,10.02,7,18.7,18.71,3.69,7.23,15.52,11.521836,16.26,14,56.12,45,45,4.06,18.48

29,07:00-07:15,261.020000,9.36,0.000000,0.000000,94.600000,0.000000,271.290000,2.040000,2.090000,0.000000,73.970000,2.040000,101.040000,6.910000,10.320000,33,15.49,8.67,17.52,17.51,5.26,10.33,15.68,15.424236,22.7,17.33,52.55,43.79,43.79,6.13,26.28

30,07:15-07:30,261.020000,9.03,0.000000,0.000000,70.380000,0.000000,271.290000,2.830000,2.890000,0.000000,73.970000,2.830000,101.040000,6.910000,10.320000,32.18,23.32,10.33,16.87,16.88,7.11,14.43,16.86,19.551024,30.87,20.67,50.62,43.42,43.42,8.65,35.58

31,07:30-07:45,261.020000,13.88,0.000000,0.000000,70.380000,0.000000,271.290000,3.700000,3.790000,0.000000,64.820000,3.700000,101.040000,6.910000,10.320000,30.66,30.67,13.33,16.49,16.47,9.52,19.43,16.96,29.0241,30.67,26.67,49.46,63.45,63.45,11.4,47.62

32,07:45:08:00,261.020000,13.73,0.000000,0.000000,70.380000,0.000000,271.290000,4.780000,4.900000,0.000000,64.820000,4.780000,101.040000,6.910000,10.320000,31,31,14.33,23.16,23.16,12.1,24.93,16.32,34.82892,31,28.67,69.47,62.34,62.34,14.34,60.52

33,08:00-08:15,225.640000,13.41,0.000000,0.000000,70.380000,0.000000,271.290000,5.780000,5.920000,0.000000,64.820000,5.780000,101.040000,6.910000,10.320000,32.34,32.33,17,22.17,22.17,15.39,30.77,19.45,40.906908,32.33,34,66.51,61.08,61.08,20.29,76.95

34,08:15-08:30,225.640000,13.05,0.000000,0.000000,70.380000,0.000000,271.290000,6.820000,6.990000,0.000000,64.820000,6.820000,101.040000,6.910000,10.320000,32.34,32.33,20,21.39,21.39,18.97,36.7,19.67,47.228796,32.33,40,64.18,58.49,58.49,24,94.84

35,08:30-08:45,225.640000,12.05,0.000000,0.000000,70.380000,0.000000,271.290000,7.850000,8.040000,0.000000,64.820000,7.850000,101.040000,6.910000,10.320000,32.34,32.33,23,20.34,20.32,22,42.47,19.62,50.04828,32.33,46,61.01,56.32,56.32,27.34,110.01

36,08:45:09:00,225.640000,11.13,0.000000,0.000000,70.380000,0.000000,271.290000,8.620000,8.840000,0.000000,64.820000,8.620000,101.040000,6.910000,10.320000,32.34,32.33,24.66,20.07,20.09,25.19,48.33,19.13,52.262892,32.33,49.34,60.22,54.34,54.34,30.25,125.97

37,09:00:09:15,225.640000,11.41,0.000000,0.000000,70.380000,0.000000,271.290000,9.220000,9.450000,0.000000,64.820000,9.220000,101.040000,6.750000,10.320000,32.34,32.33,28,19.39,19.4,28.08,53.87,20.89,56.565288,32.33,56,58.17,54.26,54.26,32.84,140.43

38,09:15-09:30,225.640000,11.03,0.000000,0.000000,70.380000,0.000000,271.290000,9.680000,9.930000,0.000000,64.820000,9.680000,101.040000,6.750000,10.320000,32.34,32.33,30.33,18.67,18.67,31.02,59.2,15.22,57.209184,32.33,60.67,56.01,54.63,54.63,35.05,155.12

39,09:30-09:45,203.230000,11.27,0.000000,0.000000,70.380000,0.000000,271.290000,10.010000,10.260000,0.000000,46.810000,10.010000,101.040000,6.750000,10.320000,32.34,32.33,32.66,16.39,16.4,33.95,64.2,15.29,66.711528,32.33,65.34,49.17,49.66,49.66,39.36,169.75

40,09:45-10:00,165.610000,11.85,0.000000,0.000000,70.380000,0.000000,271.290000,10.180000,10.440000,0.000000,46.810000,10.180000,101.040000,6.750000,10.320000,32.34,32.33,35,17.11,17.1,36.29,68.57,15.22,76.594356,32.33,70,51.33,48.77,48.77,41.81,181.46

41,10:00-10:15,165.610000,12.31,0.000000,0.000000,70.380000,0.000000,271.290000,10.380000,10.640000,0.000000,46.810000,10.380000,101.040000,6.750000,10.320000,32.34,32.33,37.66,17.39,17.4,38.81,72.77,15.53,85.75524,32.33,75.34,52.17,49.19,49.19,43.68,194.06

42,10:15-10:30,165.610000,12.16,0.000000,0.000000,70.380000,0.000000,271.290000,10.380000,10.640000,0.000000,46.810000,10.380000,101.040000,6.750000,10.320000,32.34,32.33,38.66,17.76,17.77,41.2,76.83,24.88,93.833208,32.33,77.34,53.29,60.22,60.22,44.71,205.98

43,10:30-10:45,165.610000,12.18,0.000000,0.000000,94.600000,0.000000,271.290000,10.380000,10.640000,0.000000,46.810000,10.380000,101.040000,6.750000,10.400000,32.34,32.33,39.66,18.27,18.28,43.33,77.87,24.18,115.793964,32.33,79.34,54.83,59.55,59.55,45.49,216.66

44,10:45-11:00,165.610000,7.27,0.000000,0.000000,115.410000,0.000000,271.290000,10.380000,10.640000,0.000000,46.810000,10.380000,101.040000,6.750000,10.400000,32.34,32.33,40,26.88,26.87,45.12,83.6,23.51,113.1696,32.33,80,80.63,59.19,59.19,46.03,225.63

45,11:00-11:15,165.610000,7.25,0.000000,0.000000,115.410000,0.000000,271.290000,10.380000,10.640000,0.000000,46.810000,10.380000,101.040000,6.520000,10.400000,32.34,32.33,40,26.9,26.9,46.38,83.8,23.19,109.784268,32.33,80,80.69,58.4,58.4,47.51,231.93

46,11:15-11:30,165.610000,7.31,0.000000,0.000000,115.410000,0.000000,271.290000,10.380000,10.640000,0.000000,46.810000,10.380000,101.040000,6.520000,10.400000,32.34,32.33,40.33,27.14,27.16,46.68,86.7,23.18,105.676992,32.33,80.67,81.43,59.85,59.85,48.41,233.42

47,11:30-11:45,165.610000,7.25,0.000000,0.000000,115.410000,0.000000,271.290000,10.380000,10.640000,0.000000,46.810000,10.380000,101.040000,6.520000,10.400000,32.34,32.33,41.66,27.86,27.87,46.68,87.03,23.08,106.262352,32.33,83.34,83.59,70.15,70.15,48.91,233.42

48,11:45-12:00,165.610000,7.45,0.000000,0.000000,115.410000,0.000000,271.290000,10.380000,10.640000,0.000000,46.810000,10.380000,101.040000,6.520000,10.400000,32.34,32.33,41.66,27.63,27.63,46.68,87.2,22.13,106.272108,32.33,83.34,82.89,69.55,69.55,49.05,233.42

49,12:00-12:15,200.990000,7.38,0.000000,0.000000,115.410000,0.000000,271.290000,10.380000,10.640000,0.000000,46.810000,10.380000,101.040000,6.520000,10.400000,32.34,32.33,41.66,27.26,27.28,46.68,87.53,22.87,85.696704,32.33,83.34,81.79,69.4,69.4,49,233.42

50,12:15-12:30,200.990000,7.4,0.000000,0.000000,115.410000,0.000000,271.290000,10.380000,10.640000,0.000000,46.810000,10.380000,101.040000,6.520000,10.400000,32.34,32.33,41.66,27.08,27.07,46.68,87.63,27.11,88.057656,32.33,83.34,81.24,70.06,70.06,48.72,233.42

51,12:30-12:45,261.020000,7.39,0.000000,0.000000,115.410000,0.000000,271.290000,11.270000,11.560000,0.000000,46.810000,11.270000,101.040000,6.520000,10.400000,32.34,32.33,41.66,30.01,30,49.26,91.7,26.96,87.99912,32.33,83.34,90.02,70.12,70.12,50,246.3

52,12:45-13:00,261.020000,7.38,0.000000,0.000000,115.410000,0.000000,271.290000,11.270000,11.560000,0.000000,46.810000,11.270000,101.040000,6.520000,10.400000,32.34,32.33,41.66,29.62,29.62,49.26,92.05,26.66,87.41376,32.33,83.34,88.86,70.26,70.26,50,246.3

53,13:00-13:15,261.020000,7.35,0.000000,0.000000,70.380000,0.000000,271.290000,11.270000,11.560000,0.000000,46.810000,11.270000,101.040000,6.750000,10.400000,32.34,32.33,41.66,29.4,29.4,49.26,91.67,26.38,86.184504,32.33,83.34,88.19,70.06,70.06,49.77,246.3

54,13:15-13:30,261.020000,7.38,0.000000,0.000000,70.380000,0.000000,271.290000,11.270000,11.560000,0.000000,46.810000,11.270000,101.040000,6.750000,10.400000,32.34,32.33,41.66,29.19,29.18,49.26,91.31,26.16,83.9016,32.33,83.34,87.57,70.14,70.14,48.74,246.3

55,13:30-13:45,261.020000,7.45,0.000000,0.000000,70.380000,0.000000,271.290000,11.270000,11.560000,0.000000,33.740000,11.270000,101.040000,6.750000,10.400000,32.34,32.33,42,29.02,29.03,49.26,90.86,25.89,111.228156,32.33,84,87.08,70.26,70.26,47.64,246.3

56,13:45-14:00,261.020000,7.65,0.000000,0.000000,94.600000,0.000000,271.290000,11.270000,11.560000,0.000000,33.740000,11.270000,101.040000,6.750000,10.400000,32.34,32.33,41.33,28.88,28.89,49.26,89.56,23.56,105.335532,32.33,82.67,86.64,56.51,56.51,46.37,246.3

57,14:00-14:15,261.020000,15.8,0.000000,0.000000,115.410000,0.000000,271.290000,11.270000,11.560000,0.000000,46.810000,11.270000,101.040000,6.750000,10.400000,32.34,32.33,40.66,23.7,23.7,47.56,88.9,23.77,99.101448,32.33,81.34,71.1,57.36,57.36,44.4,237.8

58,14:15-14:30,261.020000,15.54,0.000000,0.000000,115.410000,0.000000,271.290000,11.270000,11.560000,0.000000,46.810000,11.270000,101.040000,6.750000,10.400000,32.34,32.33,40,23.98,23.98,46.63,87.29,23.93,92.691756,32.33,80,71.93,58.77,58.77,42.92,233.17

59,14:30-14:45,261.020000,14.93,0.000000,0.000000,115.410000,0.000000,271.290000,11.270000,11.560000,0.000000,46.810000,11.270000,101.040000,6.750000,10.400000,32.34,32.33,37.66,24.23,24.23,45.87,85.05,24.07,87.091812,32.33,75.34,72.69,58.71,58.71,41.49,229.33

60,14:45-15:00,261.020000,15.49,0.000000,0.000000,115.410000,0.000000,271.290000,11.270000,11.560000,0.000000,46.810000,11.270000,101.040000,6.750000,10.400000,32.34,32.33,36.66,24.42,24.42,44.09,81.69,24.31,81.345528,32.33,73.34,73.25,58.87,58.87,39.78,220.45

61,15:00-15:15,261.020000,15.64,0.000000,0.000000,115.410000,0.000000,271.290000,11.270000,11.560000,0.000000,46.810000,11.270000,101.040000,6.750000,10.400000,32.34,32.33,36,24.71,24.72,44.26,78.05,24.14,77.36508,32.33,72,74.14,58.57,58.57,37.92,221.3

62,15:15-15:30,261.020000,16.93,0.000000,0.000000,115.410000,0.000000,271.290000,11.270000,11.560000,0.000000,64.820000,11.270000,101.040000,6.750000,10.400000,32.34,32.33,33.33,24.75,24.73,42.09,74.09,24.01,71.082216,32.33,66.67,74.24,58.58,58.58,35.81,210.47

63,15:30-15:45,261.020000,17.33,0.000000,0.000000,115.410000,0.000000,271.290000,11.130000,11.400000,0.000000,64.820000,11.130000,101.040000,6.750000,10.400000,32.34,32.33,30.66,26.72,26.72,40.09,69.9,26.21,65.813976,32.33,61.34,80.16,61.88,61.88,36.14,200.47

64,15:45-16:00,261.020000,17.7,0.000000,0.000000,115.410000,0.000000,271.290000,10.680000,10.940000,0.000000,64.820000,10.680000,101.040000,6.750000,10.400000,32.34,32.33,28,27.05,27.06,37.59,65.38,25.88,60.516468,32.33,56,81.16,61.54,61.54,34.22,187.97

65,16:00-16:15,261.020000,17.84,0.000000,0.000000,115.410000,0.000000,271.290000,10.180000,10.430000,0.000000,64.820000,10.180000,101.040000,7.060000,10.400000,32.34,32.33,26.33,27.21,27.21,34.64,59.96,25.75,55.209204,32.33,52.67,81.62,61.21,61.21,31.89,173.22

66,16:15-16:30,261.020000,18.26,0.000000,0.000000,115.410000,0.000000,271.290000,8.880000,9.100000,0.000000,64.820000,8.880000,101.040000,7.060000,10.400000,33,21.42,25,27.09,27.09,32.26,54.92,25.54,50.038524,33,50,81.27,60.88,60.88,29.14,161.28

67,16:30-16:45,261.020000,18.45,0.000000,0.000000,115.410000,0.000000,271.290000,8.290000,8.500000,0.000000,64.820000,8.290000,101.040000,7.060000,10.400000,33,7.77,22,26.82,26.81,29.44,49.35,25.22,38.643516,33,44,80.45,60.74,60.74,26.17,147.21

68,16:45-17:00,261.020000,15.3,0.000000,0.000000,115.410000,0.000000,271.290000,7.440000,7.630000,0.000000,64.820000,7.440000,101.040000,7.060000,10.400000,33,2.22,21,26.79,26.8,26.63,43.12,24.79,34.077708,33,42,80.38,60.47,60.47,23.12,133.14

69,17:00-17:15,261.020000,15.49,0.000000,0.000000,115.410000,0.000000,271.290000,6.580000,6.740000,0.000000,64.820000,6.580000,101.040000,7.060000,10.400000,33,0.77,19.66,23.87,23.86,23.81,36.96,20.91,29.492388,33,39.34,71.6,60.11,60.11,21.87,119.07

70,17:15-17:30,261.020000,15.71,0.000000,0.000000,115.410000,0.000000,271.290000,5.240000,5.380000,0.000000,64.820000,5.240000,101.040000,7.060000,10.400000,32.84,0,16.66,23.72,23.73,21,31.26,20.89,24.955848,33,33.34,71.17,60.47,60.47,18.68,105

71,17:30-17:45,261.020000,16.18,0.000000,0.000000,115.410000,0.000000,271.290000,4.070000,4.170000,0.000000,64.820000,4.070000,101.040000,7.060000,10.400000,19.32,0,15.33,23.71,23.72,18.1,25.48,20.86,20.409552,33,30.67,71.14,60.68,60.68,15.1,90.51

72,17:45-18:00,261.020000,16.82,0.000000,0.000000,115.410000,0.000000,271.290000,3.160000,3.240000,0.000000,64.820000,3.160000,101.040000,7.060000,10.400000,11.59,0,13.67,23.95,23.94,15.2,20.13,20.68,15.921792,32.05,27.33,71.85,60.15,60.15,11.63,76.03

73,18:00-18:15,261.020000,17.23,0.000000,0.000000,115.410000,0.000000,271.290000,2.420000,2.470000,0.000000,73.970000,2.420000,101.040000,7.060000,10.400000,0,0,10.33,24.05,24.05,12.31,15.15,19.97,9.697464,0,20.67,72.14,60.77,60.77,8.62,61.53

74,18:15-18:30,261.020000,17.45,0.000000,0.000000,115.410000,0.000000,271.290000,1.760000,1.800000,0.000000,73.970000,1.760000,101.040000,7.060000,10.400000,0,0,6.67,27.39,27.38,9.41,10.99,19.32,6.43896,0,13.33,82.16,61.35,61.35,6.12,47.05

75,18:30-18:45,261.020000,14.94,0.000000,0.000000,115.410000,0.000000,271.290000,0.840000,0.860000,0.000000,73.970000,0.840000,101.040000,7.060000,10.400000,0,0,4.67,27.23,27.24,7.46,6.72,22.08,3.043872,0,9.33,81.7,60.11,60.11,4.17,37.28

76,18:45-19:00,261.020000,15.39,0.000000,0.000000,115.410000,0.000000,271.290000,0.530000,0.550000,0.000000,73.970000,0.530000,101.040000,7.060000,10.400000,0,0,2,27,27,5.5,0.35,21.86,0.848772,0,4,81.01,58.59,58.59,2.53,27.51

77,19:00-19:15,261.020000,16.11,0.000000,0.000000,115.410000,0.000000,271.290000,0.290000,0.300000,0.000000,73.970000,0.290000,101.040000,7.370000,10.400000,0,0,1,26.28,26.27,3.55,0.04,21.62,0,0,2,78.83,56.96,56.96,1.32,17.75

78,19:15-19:30,261.020000,16.74,0.000000,0.000000,115.410000,0.000000,271.290000,0.030000,0.030000,0.000000,73.970000,0.030000,101.040000,7.370000,10.400000,0,0,0.33,25.63,25.63,1.6,0,21.12,0,0,0.67,76.89,53.61,53.61,0.39,7.98

79,19:30-19:45,261.020000,16.83,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.370000,10.400000,0,0,0.33,24.92,24.93,0.9,0,20.22,0,0,0.67,74.76,53.42,53.42,0,4.49

80,19:45-20:00,261.020000,21.34,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.370000,10.400000,0,0,0,24.64,24.64,0.4,0,19.42,0,0,0,73.92,55.76,55.76,0,1.99

81,20:00-20:15,261.020000,21.73,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.510000,10.400000,0,0,0,21.71,21.71,0.1,0,18.96,0,0,0,65.13,55.33,55.33,0,0.5

82,20:15-20:30,261.020000,21.13,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.510000,10.400000,0,0,0,21.9,21.92,0,0,18.95,0,0,0,65.71,54.59,54.59,0,0

83,20:30-20:45,261.020000,20.28,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.510000,10.400000,0,0,0,21.84,21.84,0,0,18.47,0,0,0,65.53,53.23,53.23,0,0

84,20:45-21:00,261.020000,19.13,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.510000,10.400000,0,0,0,21.77,21.78,0,0,12.31,0,0,0,65.32,52.72,52.72,0,0

85,21:00-21:15,261.020000,26.57,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.510000,10.400000,0,0,0,16.27,16.27,0,0,12.94,0,0,0,48.81,41.79,41.79,0,0

86,21:15-21:30,261.020000,26.86,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.510000,10.400000,0,0,0,16.17,16.16,0,0,12.69,0,0,0,48.5,42.22,42.22,0,0

87,21:30-21:45,261.020000,26.95,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.510000,10.400000,0,0,0,16.17,16.16,0,0,12.31,0,0,0,48.5,42.41,42.41,0,0

88,21:45-22:00,261.020000,27.03,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.510000,10.400000,0,0,0,16.15,16.15,0,0,11.78,0,0,0,48.46,42.52,42.52,0,0

89,22:00-22:15,261.020000,27.35,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.510000,10.400000,0,0,0,16.24,16.23,0,0,12.06,0,0,0,48.71,42.66,42.66,0,0

90,22:15-22:30,261.020000,27.44,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.510000,10.400000,0,0,0,16.35,16.35,0,0,11.81,0,0,0,49.06,42.42,42.42,0,0

91,22:30-22:45,261.020000,23.97,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.510000,10.400000,0,0,0,16.49,16.49,0,0,10.54,0,0,0,49.47,42.73,42.73,0,0

92,22:45-23:00,261.020000,23.73,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.510000,10.400000,0,0,0,16.67,16.66,0,0,10.86,0,0,0,50.01,44.48,44.48,0,0

93,23:00-23:15,261.020000,23.34,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.290000,10.400000,0,0,0,20.88,20.88,0,0,10.94,0,0,0,62.64,45.21,45.21,0,0

94,23:15-23:30,261.020000,23.24,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.290000,10.400000,0,0,0,21.27,21.27,0,0,10.98,0,0,0,63.81,45.55,45.55,0,0

95,23:30-23:45,261.020000,31.14,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.290000,10.400000,0,0,0,21.65,21.64,0,0,11.07,0,0,0,64.94,45.88,45.88,0,0

96,23:45-24:00,261.020000,31.06,0.000000,0.000000,115.410000,0.000000,271.290000,0.000000,0.000000,0.000000,73.970000,0.000000,101.040000,7.290000,10.400000,0,0,0,22.07,22.08,0,0,11.15,0,0,0,66.21,46.22,46.22,0,0

