Block,Time,NLCEXP,PARBATI2,TALST2,UNCHAHAR4,ANTA_LF,CHAMERA2,FSTPP I & II,KGSU3AND4,KHSTPP-I,KHSTPP-II,KUDGI,NTPL,RAMPUR,RAPPB,RSTPSU1TO6,UNCHAHAR3,AURY_GF,DADRI_CRF,DADRI_LF,CHAMERA1,JHAJJAR,KISHANGANGA,NLCIIST1,TANDA2,TelanganaSTPP,URI2,DADRI_RF,BSIUL,KGSU1AND2,KOTESHWR,RAPPD,RSTPSU7,BRBCL,CHAMERA3,NAPP,RAPPC,SINGRAULI,UNCHAHAR1,ANTA_RF,DULHASTI,KKNP,KOLDAM,RIHAND1,RIHAND2,SIMHST2,SINGRAULI_HYDRO,TALA,TANAKPUR,UNCHAHAR2,AURY_LF,DHAULIGNGA,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,SALAL,SEWA2,SIMHST1,VALLURNTECL,ANTA_CRF,ANTA_GF,AURY_CRF,AURY_RF,DADRT2,KKNPPU2,MAPS,PARBATI3,RIHAND3,SASAN,TEHRI,URI,DADRI_GF
56,13:45-14:00,0,4.52,0,3.98,0,16.3,20.8,0,45.83,123.78,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,49.3,58.79,0,0,99.81,126.8,0,1.16,7.94,3.33,45.62,0,0,56.09,0,0,0,40.09,0,0,0,0,0,0,80.92,690.85,0,0,0,102.53,418.77,0,52.99,0

57,14:00-14:15,0,4.52,0,3.98,0,16.3,20.8,0,45.83,129.03,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,48.64,58.79,0,0,64.81,96.8,0,1.16,7.94,3.33,45.62,0,0,56.09,0,0,0,40.09,0,0,0,0,0,0,80.92,575.85,0,0,0,62.53,418.77,0,52.99,0

58,14:15-14:30,0,4.52,0,3.98,0,16.3,20.8,0,45.83,134.27,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,48.64,58.79,0,0,64.81,96.8,0,1.16,7.94,3.33,45.62,0,0,56.09,0,0,0,40.09,0,0,0,0,0,0,80.92,575.85,0,0,0,62.53,418.77,0,52.99,0

59,14:30-14:45,0,4.52,0,3.98,0,16.3,20.8,0,45.83,139.52,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,48.64,58.79,0,0,64.81,96.8,0,1.16,7.94,3.33,45.62,0,0,56.09,0,0,0,40.09,0,0,0,0,0,0,80.92,575.85,0,0,0,62.53,418.77,0,52.99,0

60,14:45-15:00,0,4.52,0,3.98,0,16.3,20.8,0,45.83,144.77,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,48.64,58.79,0,0,64.81,96.8,0,1.16,7.94,3.33,45.62,0,0,56.09,0,0,0,40.09,0,0,0,0,0,0,80.92,575.85,0,0,0,62.53,418.77,0,52.99,0

61,15:00-15:15,0,4.52,0,3.98,0,16.3,20.8,0,45.83,148.3,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,48.64,58.79,0,0,64.81,96.8,0,1.16,7.94,3.33,45.62,0,0,56.09,0,0,0,40.09,0,0,0,0,0,0,80.92,575.85,0,0,0,62.53,418.77,0,52.36,0

62,15:15-15:30,0,4.52,0,3.98,0,16.3,20.8,0,45.83,148.3,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,48.64,58.79,0,0,64.81,96.8,0,1.16,7.94,3.33,45.62,0,0,56.09,0,0,0,40.09,6.31,0,0,0,0,0,80.92,575.85,0,0,0,62.53,418.77,0,52.36,0

63,15:30-15:45,0,4.52,0,3.98,0,16.3,20.8,0,45.83,148.3,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,48.64,58.79,0,0,64.81,96.8,0,1.16,7.94,3.33,45.62,0,0,56.09,0,0,0,40.09,6.31,0,0,0,0,0,80.92,575.85,0,0,4.3,62.53,418.77,0,51.89,0

64,15:45-16:00,0,4.52,0,3.98,0,16.3,20.8,0,45.83,148.3,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,48.64,58.79,0,0,64.81,96.8,0,1.16,7.94,3.33,45.62,0,0,56.09,0,0,0,40.09,12.62,0,0,0,0,0,80.92,575.85,0,0,4.3,62.53,418.77,0,51.89,0

65,16:00-16:15,0,4.52,0,3.98,0,16.3,20.8,0,45.83,148.3,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,47.99,58.79,0,0,64.81,96.8,0,1.16,7.94,3.33,45.62,0,0,56.09,0,0,0,40.09,12.62,0,0,0,0,0,80.92,575.85,0,0,4.3,77.97,410.62,0,51.89,0

66,16:15-16:30,0,4.52,0,3.98,0,16.3,20.8,0,45.83,148.3,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,47.99,58.79,0,0,64.81,96.8,0,1.16,7.94,3.33,45.62,0,0,56.09,0,0,0,40.09,12.62,0,0,0,0,0,80.92,575.85,0,0,4.3,92.37,410.62,0,51.89,0

67,16:30-16:45,0,4.52,0,3.98,0,16.3,20.8,0,45.83,148.3,0,0,2.24,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,47.32,58.79,0,0,64.81,96.8,0,1.16,7.94,8.33,45.62,0,0,56.09,0,0,0,40.09,12.62,0,0,0,0,0,80.92,575.85,0,0,4.3,92.37,410.62,0,51.89,0

68,16:45-17:00,0,4.52,0,3.98,0,16.3,20.8,0,45.83,148.3,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,47.32,58.79,0,0,64.81,96.8,0,1.16,7.94,8.33,45.62,0,0,83.12,0,0,0,40.09,12.62,0,0,0,0,0,80.92,575.85,0,0,4.3,92.37,410.62,0,51.89,0

69,17:00-17:15,0,4.52,0,3.98,0,32.6,20.8,0,45.83,148.3,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,0,0,10.44,26.62,0,20,11.69,24.49,68.9,155.58,21.83,47.32,58.79,0,1.96,64.81,96.8,0,1.16,7.94,8.33,45.62,0,0,83.12,0,0,0,40.09,12.62,0,0,0,0,0,80.92,575.85,0,0,4.3,92.37,410.62,0,51.89,0

70,17:15-17:30,0,4.52,0,3.98,0,32.6,20.8,0,45.83,148.3,0,0,3.33,0,0,27.99,0,0,0,0,447.23,8.71,0,7.07,0,38.16,102.02,0,0,10.44,26.62,0,20,23.37,24.49,68.9,155.58,21.83,47.32,58.79,0,3.91,64.81,96.8,0,1.16,7.94,8.33,45.62,0,0,83.12,0,0,0,40.09,18.93,0,0,0,0,0,80.92,575.85,0,0,4.3,92.37,410.62,0,51.89,0

71,17:30-17:45,0,4.52,0,3.98,0,32.6,20.8,0,45.83,148.3,0,0,3.33,0,0,27.99,0,0,0,14.05,447.23,8.71,0,7.07,0,38.16,102.02,0,0,10.44,26.62,0,20,23.37,24.49,68.9,155.58,21.83,47.32,58.79,0,5.87,64.81,96.8,0,1.16,7.94,8.33,45.62,0,0,83.12,0,0,0,40.09,18.93,0,0,0,0,0,80.92,575.85,0,0,4.3,92.37,410.62,0,51.89,0

72,17:45-18:00,0,4.52,0,3.98,0,32.6,20.8,0,45.83,148.3,0,0,4.44,0,0,27.99,0,0,0,14.05,447.23,8.71,0,7.07,0,38.16,102.02,0,0,10.44,26.62,0,20,23.37,24.49,68.9,155.58,21.83,47.32,58.79,0,7.93,64.81,96.8,0,1.16,7.94,8.33,45.62,0,0,110.82,0,0,0,84.83,18.93,0,0,0,0,0,80.92,575.85,0,0,4.3,92.37,410.62,0,51.89,0

73,18:00-18:15,0,4.52,0,3.98,0,32.6,20.8,0,45.83,148.3,0,0,5.55,0,0,27.99,0,0,0,28.1,447.23,8.71,0,7.07,0,38.16,102.02,0,0,10.44,26.62,0,20,23.37,24.49,68.9,155.58,21.83,47.32,58.79,0,9.69,64.81,96.8,0,1.16,7.94,6.27,45.62,0,0,138.54,0,0,0,84.83,18.93,0,0,0,0,0,80.92,575.85,0,0,4.3,92.37,410.62,0,51.89,0

74,18:15-18:30,0,4.52,0,3.98,0,32.6,20.8,0,45.83,148.3,0,0,5.55,0,0,27.99,0,0,0,28.1,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,23.37,24.49,68.9,155.58,21.83,47.32,58.79,0,9.69,64.81,96.8,0,1.16,7.94,6.27,45.62,0,10.97,138.54,0,0,0,84.83,18.93,0,0,0,0,0,80.92,575.85,0,0,4.3,92.37,410.62,0,51.89,0

75,18:30-18:45,0,15.08,0,3.98,0,32.6,20.8,0,45.83,148.3,0,0,5.55,0,0,27.99,0,0,0,28.1,447.23,8.71,0,7.07,0,38.16,102.02,6.52,0,10.44,26.62,0,20,23.37,24.49,68.9,155.58,21.83,47.32,58.79,0,9.69,64.81,96.8,0,1.16,7.94,1.28,45.62,0,10.97,138.54,0,0,0,84.83,18.93,0,0,0,0,0,80.92,575.85,0,0,16.9,92.37,410.62,0,51.34,0

76,18:45-19:00,0,30.16,0,2.48,0,32.6,20.8,0,45.83,148.3,0,0,6.66,0,0,27.99,0,0,0,28.1,447.23,8.71,0,6.87,0,38.16,102.02,11,0,10.44,26.62,0,20,35.09,24.49,68.9,155.58,21.83,47.32,58.79,0,9.69,64.81,96.8,0,1.16,7.94,1.28,45.12,0,21.92,166.24,0,0,0,84.83,18.93,0,0,0,0,0,80.92,575.85,0,0,33.81,92.37,410.62,0,51.34,0

77,19:00-19:15,0,45.24,0,2.48,0,48.9,20.8,0,45.83,148.3,0,0,7.04,0,0,27.99,0,0,0,42.15,441.53,8.71,0,6.87,0,38.16,102.02,13.01,0,10.44,26.62,0,20,35.09,24.49,68.9,155.58,21.83,47.6,58.79,0,10.65,64.81,96.8,0,1.16,7.94,1.28,45.12,0,32.89,181.16,0,0,0,84.83,18.93,0,0,0,0,0,80.92,575.85,0,0,30.74,92.37,410.62,9.41,51.34,0

78,19:15-19:30,0,59.72,0,2.42,0,51.47,20.8,0,45.83,148.3,0,0,7.22,0,0,27.99,0,0,0,42.97,447.23,8.87,0,6.87,0,40.23,102.02,20.46,0,11.6,26.62,0,20,36.89,24.49,68.9,155.58,21.83,47.6,59.61,0,10.65,64.81,96.8,0,1.16,7.94,1.28,45.13,0,43.85,182.87,0,0,0,40.09,20.12,0,0,0,0,0,80.92,575.85,0,0,78.97,92.37,410.62,27.51,51.34,0

79,19:30-19:45,0,59.72,0,2.42,0,51.47,20.8,0,45.83,148.3,0,0,7.22,0,0,27.99,0,0,0,42.97,670.85,8.87,0,6.87,0,40.23,102.02,20.46,0,11.6,26.62,0,20,36.89,24.49,68.9,155.58,21.83,47.99,59.61,0,10.65,64.81,96.8,0,1.16,7.94,1.28,45.13,0,43.85,182.87,0,0,0,40.09,20.12,0,0,0,0,0,80.92,575.85,0,0,78.97,92.37,410.62,27.51,50.79,0

80,19:45-20:00,0,59.72,0,2.42,0,51.47,20.8,0,45.83,148.3,0,0,7.22,0,0,27.99,0,0,0,42.97,670.85,8.87,0,6.87,0,40.23,102.02,20.46,0,11.6,26.62,0,20,36.89,24.49,68.9,155.58,21.83,47.99,59.61,0,10.65,64.81,96.8,0,1.16,7.94,1.28,45.13,0,43.85,182.87,0,0,0,40.09,20.12,0,0,0,0,0,80.92,575.85,0,0,78.97,92.37,410.62,27.51,50.79,0

81,20:00-20:15,0,59.72,0,2.48,0,51.47,20.8,0,45.83,148.3,0,0,7.22,0,0,27.99,0,0,0,42.97,670.85,8.87,0,6.87,0,40.23,76.68,20.46,0,11.6,26.62,0,20,36.89,24.49,68.9,155.58,21.83,47.99,59.61,0,10.65,64.81,96.8,0,1.16,7.94,1.28,45.13,0,43.85,182.87,0,0,0,40.09,20.12,0,0,0,0,0,80.92,575.85,0,0,78.97,92.37,410.62,27.51,50.79,0

82,20:15-20:30,0,59.72,0,2.48,0,51.47,20.8,0,45.83,148.3,0,0,7.22,0,0,27.99,0,0,0,42.97,670.85,8.87,0,6.87,0,40.23,76.68,20.46,0,11.6,26.62,0,20,36.89,24.49,68.9,155.58,21.83,47.99,59.61,0,10.65,64.81,96.8,0,1.16,7.94,1.28,45.13,0,43.85,182.87,0,0,0,40.09,20.12,0,0,0,0,0,80.92,575.85,0,0,78.97,92.37,410.62,27.51,50.79,0

83,20:30-20:45,0,59.72,0,2.48,0,51.47,20.8,0,45.83,148.3,0,0,7.22,0,0,27.99,0,0,0,42.97,670.85,8.87,0,6.87,0,40.23,76.68,20.46,0,11.6,26.62,0,20,36.89,24.49,68.9,155.58,21.83,47.99,59.61,0,10.65,64.81,96.8,0,1.16,7.94,1.28,45.13,0,43.85,182.87,0,0,0,40.09,20.12,0,0,0,0,0,80.92,575.85,0,0,78.97,92.37,410.62,27.51,50.79,0

84,20:45-21:00,0,59.72,0,2.48,0,51.47,20.8,0,45.83,148.3,0,0,7.22,0,0,27.99,0,0,0,42.97,670.85,8.87,0,6.87,0,40.23,76.68,20.46,0,11.6,26.62,0,20,36.89,24.49,68.9,155.58,21.83,47.99,59.61,0,10.65,64.81,96.8,0,1.16,7.94,1.28,45.13,0,43.85,182.87,0,0,0,40.09,20.12,0,0,0,0,0,80.92,575.85,0,0,78.97,92.37,410.62,27.51,50.79,0

85,21:00-21:15,0,59.72,0,2.48,0,51.47,20.8,0,45.83,148.3,0,0,7.22,0,0,27.99,0,0,0,42.97,670.85,8.87,0,6.87,0,40.23,76.68,20.46,0,11.6,26.62,0,20,36.89,24.49,68.9,155.58,21.83,48.64,59.61,0,10.65,64.81,96.8,0,1.16,7.94,1.28,45.13,0,43.85,182.87,0,0,0,40.09,20.12,0,0,0,0,0,80.92,575.85,0,0,78.97,92.37,410.62,27.51,51.34,0

86,21:15-21:30,0,45.24,0,2.48,0,48.9,20.8,0,45.83,148.3,0,0,7.04,0,0,27.99,0,0,0,42.15,670.85,8.71,0,6.87,0,38.16,76.68,6.52,0,11.6,26.62,0,20,35.09,24.49,68.9,155.58,21.83,48.64,59.61,0,10.65,64.81,96.8,0,1.16,7.94,1.28,45.12,0,43.85,181.16,0,0,0,40.09,18.93,0,0,0,0,0,80.92,575.85,0,0,13.84,92.37,410.62,27.51,51.34,0

87,21:30-21:45,0,45.24,0,2.48,0,48.9,20.8,0,45.83,148.3,0,0,7.04,0,0,27.99,0,0,0,42.15,670.85,8.71,0,6.87,0,38.16,76.68,6.52,0,11.6,26.62,0,20,35.09,24.49,68.9,155.58,21.83,48.64,59.61,0,10.65,64.81,96.8,0,1.16,7.94,1.28,45.12,0,43.85,181.16,0,0,0,40.09,18.93,0,0,0,0,0,80.92,575.85,0,0,15.37,92.37,410.62,27.51,51.34,0

88,21:45-22:00,0,59.72,0,2.48,0,51.47,20.8,0,45.83,148.3,0,0,7.22,0,0,27.99,0,0,0,42.97,670.85,8.87,0,6.87,0,40.23,76.68,20.46,0,11.6,26.62,0,20,36.89,24.49,68.9,155.58,21.83,48.64,59.61,0,10.65,64.81,96.8,0,1.16,7.94,1.28,45.12,0,43.85,182.87,0,0,0,40.09,20.12,0,0,0,0,0,80.92,575.85,0,0,78.97,92.37,410.62,27.51,51.34,0

89,22:00-22:15,0,59.72,0,2.48,0,51.47,20.8,0,45.83,148.3,0,0,7.22,0,0,27.99,0,0,0,42.97,670.85,8.87,0,6.87,0,40.23,76.68,20.46,0,11.6,26.62,0,20,36.89,24.49,68.9,155.58,21.83,48.91,59.61,0,10.65,64.81,96.8,0,1.16,7.94,1.28,45.12,0,43.85,182.87,0,0,0,40.09,20.12,0,0,0,0,0,80.92,575.85,0,0,78.97,92.37,410.62,27.51,51.34,0

90,22:15-22:30,0,59.72,0,2.48,0,51.47,20.8,0,45.83,148.3,0,0,7.22,0,0,27.99,0,0,0,42.97,670.85,8.87,0,6.87,0,40.23,76.68,20.46,0,11.6,26.62,0,20,36.89,24.49,68.9,155.58,21.83,48.91,59.61,0,10.65,64.81,96.8,0,1.16,7.94,1.28,45.12,0,43.85,182.87,0,0,0,40.09,20.12,0,0,0,0,0,80.92,575.85,0,0,78.97,92.37,410.62,27.51,51.34,0

91,22:30-22:45,0,59.72,0,2.48,0,51.47,20.8,0,45.83,148.3,0,0,7.22,0,0,27.99,0,0,0,42.97,670.85,8.87,0,6.87,0,40.23,76.68,20.46,0,11.6,26.62,0,20,36.89,24.49,68.9,155.58,21.83,48.91,59.61,0,10.65,64.81,96.8,0,1.16,7.94,1.28,45.12,0,43.85,182.87,0,0,0,40.09,20.12,0,0,0,0,0,80.92,575.85,0,0,78.97,92.37,410.62,27.51,51.34,0

92,22:45-23:00,0,37.7,0,2.48,0,48.9,20.8,0,45.83,148.3,0,0,5.55,0,0,27.99,0,0,0,42.15,670.85,8.71,0,6.87,0,38.16,76.68,6.52,0,10.44,26.62,0,20,35.09,24.49,68.9,155.58,21.83,48.91,58.79,0,10.65,64.81,96.8,0,1.16,7.94,1.28,45.12,0,32.89,138.54,0,0,0,40.09,18.93,0,0,0,0,0,80.92,575.85,0,0,43.03,92.37,410.62,27.51,51.34,0

93,23:00-23:15,0,15.08,0,2.48,0,48.9,20.8,0,45.83,148.3,0,0,5.55,0,0,27.99,0,0,0,42.15,670.85,8.71,0,6.87,0,38.16,76.68,6.52,0,10.44,26.62,0,20,23.37,24.49,68.9,155.58,21.83,49.3,58.79,0,10.65,64.81,96.8,0,1.16,6.17,6.27,45.12,0,32.89,138.54,0,0,0,40.09,18.93,0,0,0,0,0,80.92,575.85,0,0,23.05,92.37,410.62,27.51,51.34,0

94,23:15-23:30,0,15.08,0,2.48,0,48.9,20.8,0,45.83,148.3,0,0,5.55,0,0,27.99,0,0,0,42.15,670.85,8.71,0,6.87,0,38.16,76.68,6.52,0,10.44,26.62,0,20,23.37,24.49,68.9,155.58,21.83,49.3,58.79,0,10.65,64.81,96.8,0,1.16,6.17,6.27,45.12,0,32.89,138.54,0,0,0,40.09,18.93,0,0,0,0,0,80.92,575.85,0,0,23.05,92.37,410.62,27.51,51.34,0

95,23:30-23:45,0,15.08,0,2.48,0,48.9,20.8,0,45.83,148.3,0,0,5.55,0,0,27.99,0,0,0,42.15,670.85,8.71,0,6.87,0,38.16,76.68,6.52,0,10.44,26.62,0,20,23.37,24.49,68.9,155.58,21.83,49.3,58.79,0,10.65,64.81,96.8,0,1.16,6.17,6.27,45.12,0,32.89,138.54,0,0,0,40.09,18.93,0,0,0,0,0,80.92,575.85,0,0,23.05,92.37,410.62,27.51,51.34,0

96,23:45-24:00,0,15.08,0,2.48,0,48.9,20.8,0,45.83,148.3,0,0,5.55,0,0,27.99,0,0,0,42.15,670.85,8.71,0,6.87,0,38.16,76.68,6.52,0,10.44,26.62,0,20,23.37,24.49,68.9,155.58,21.83,49.3,58.79,0,10.65,64.81,96.8,0,1.16,6.17,6.27,45.62,0,32.89,138.54,0,0,0,40.09,18.93,0,0,0,0,0,80.92,575.85,0,0,23.05,92.37,410.62,27.51,51.34,0

