Block,Time,SASAN,BRBCL,KHSTPP-I,KHSTPP-II,TALA,FSTPP I & II,KISHANGANGA,DADRI_GF,SINGRAULI,ANTA_LF,RAMPUR,CHAMERA3,DADRT2,SINGRAULI_HYDRO,RIHAND2,URI,DADRI_CRF,AURY_GF,CHAMERA1,NAPP,SEWA2,AURY_CRF,AURY_LF,TANAKPUR,UNCHAHAR2,AURY_RF,RAPPC,RAPPB,TEHRI,JHAJJAR,ANTA_CRF,DADRI_LF,UNCHAHAR4,NJPC,KOLDAM,SALAL,DHAULIGNGA,BSIUL,DULHASTI,DADRI_RF,ANTA_GF,URI2,KOTESHWR,TANDA2,UNCHAHAR1,CHAMERA2,ANTA_RF,RIHAND3,PARBATI3,RIHAND1,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
15,03:30-03:45,370.092857,14.392497,10.554500,50.853500,0.000000,4.797500,0.000000,0.000000,94.476784,0.000000,0.000000,0.000000,337.744000,0.679144,43.293408,1.588932,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,0.000000,11.514000,0.000000,52.235276,0.000000,0.000000,341.582000,0.000000,0.000000,0.000000,0.000000,0.000000,1.337927,0.000000,0.000000,0.000000,0.000000,0.000000,4.517518,8.514603,0.000000,4.797500,0.000000,0.000000,81.925180,0.000000,55.867463,8.635500,0,0,0,0,0

16,03:45-04:00,385.359188,14.392497,10.554500,50.853500,0.000000,4.797500,0.000000,0.000000,94.476784,0.000000,0.000000,0.000000,337.744000,0.679144,43.293408,1.588932,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,0.000000,11.514000,0.000000,52.235276,0.000000,0.000000,341.582000,0.000000,0.000000,0.000000,0.000000,0.000000,1.337927,0.000000,0.000000,0.000000,0.000000,0.000000,4.517518,8.514603,0.000000,4.797500,0.000000,0.000000,81.925180,0.000000,55.867463,8.635500,0,0,0,0,0

17,04:00-04:15,392.915250,14.392497,10.554500,50.853500,0.000000,4.797500,0.000000,0.000000,94.476784,0.000000,0.000000,0.000000,337.744000,0.679144,43.293408,1.588932,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,0.000000,11.514000,0.000000,52.235276,0.000000,0.000000,341.582000,0.000000,0.000000,0.000000,0.000000,0.000000,1.337927,0.000000,0.000000,0.000000,0.000000,0.000000,4.517518,8.514603,0.000000,4.797500,0.000000,0.000000,81.925180,0.000000,55.867463,8.635500,0,0,0,0,0

18,04:15-04:30,401.809815,14.392497,10.554500,50.853500,0.000000,4.797500,0.000000,0.000000,94.476784,0.000000,0.000000,0.000000,337.744000,0.679144,43.293408,1.588932,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,0.000000,11.514000,0.000000,52.235276,0.000000,0.000000,341.582000,0.000000,0.000000,0.000000,0.000000,0.000000,1.337927,0.000000,0.000000,0.000000,0.000000,0.000000,4.517518,8.514603,0.000000,4.797500,0.000000,0.000000,81.925180,0.000000,55.867463,8.635500,0,0,0,0,0

19,04:30-04:45,401.809815,14.392497,10.554500,50.853500,0.000000,4.797500,0.000000,0.000000,94.476784,0.000000,0.000000,0.000000,337.744000,0.679144,43.293408,1.271146,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,0.000000,11.514000,0.000000,52.235276,0.000000,14.930780,341.582000,0.000000,0.000000,0.000000,0.000000,0.000000,1.337927,0.000000,0.000000,0.000000,0.000000,0.000000,4.517518,8.514603,0.000000,4.797500,0.000000,0.000000,81.925180,0.000000,55.867463,8.635500,0,0,0,0,0

20,04:45-05:00,401.809815,14.392497,10.554500,50.853500,0.000000,4.797500,0.000000,0.000000,105.784875,0.000000,0.000000,0.000000,337.744000,0.679144,54.573949,1.271146,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,0.000000,11.514000,0.000000,52.235276,0.000000,14.930780,341.582000,0.000000,0.000000,0.000000,0.000000,0.000000,1.337927,0.000000,0.000000,0.000000,0.000000,0.000000,4.517518,8.514603,0.000000,4.797500,0.000000,0.000000,113.961752,0.000000,88.274000,8.635500,0,0,0,0,0

21,05:00-05:15,401.809815,14.392497,13.604205,58.653510,0.000000,4.797500,0.000000,0.000000,105.784875,0.000000,0.000000,0.000000,337.744000,0.679144,56.668070,1.271146,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,0.000000,11.514000,0.000000,52.235276,0.000000,14.930780,341.582000,0.000000,0.000000,0.000000,0.000000,0.000000,1.337927,0.000000,0.000000,0.000000,0.000000,0.000000,4.517518,8.514603,0.000000,4.797500,0.000000,0.000000,118.657167,0.000000,88.274000,8.635500,0,0,0,0,0

22,05:15-05:30,401.809815,14.392497,15.197712,66.180073,0.000000,4.797500,0.000000,0.000000,105.784875,0.000000,0.000000,0.000000,337.744000,0.679144,56.668070,1.271146,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,0.000000,11.514000,0.000000,52.235276,0.000000,29.861559,341.582000,0.000000,0.000000,0.000000,0.000000,0.000000,1.337927,0.000000,0.000000,15.811458,0.000000,0.000000,4.517518,8.514603,0.000000,4.797500,0.000000,0.000000,118.657167,0.000000,88.274000,8.635500,0,0,0,0,0

23,05:30-05:45,401.809815,14.392497,15.197712,66.180073,0.000000,4.797500,0.000000,0.000000,105.784875,0.000000,0.000000,0.000000,337.744000,0.679144,56.668070,1.271146,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,0.000000,11.514000,0.000000,52.235276,0.000000,44.792338,341.582000,0.000000,0.000000,0.000000,0.000000,0.000000,1.337927,0.000000,0.000000,31.622917,0.000000,0.000000,4.517518,8.514603,0.000000,4.797500,0.000000,0.000000,118.657167,0.000000,88.274000,8.635500,0,0,0,0,0

24,05:45-06:00,401.809815,14.392497,15.197712,66.180073,0.000000,4.797500,0.000000,0.000000,105.784875,0.000000,0.000000,0.000000,337.744000,0.679144,56.668070,1.271146,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,0.000000,11.514000,0.000000,52.235276,0.000000,44.792338,341.582000,0.000000,0.000000,0.000000,18.172930,0.000000,1.337927,8.653219,0.000000,31.622917,0.000000,0.000000,4.517518,8.514603,0.000000,4.797500,0.000000,0.000000,118.657167,0.000000,88.274000,8.635500,0,0,0,0,0

25,06:00-06:15,401.809815,14.392497,25.381004,109.769331,0.000000,7.944878,0.000000,0.000000,105.784875,0.000000,0.000000,0.000000,337.744000,0.679144,56.668070,1.271146,0.000000,0.000000,7.959052,20.597395,0.000000,0.000000,0.000000,0.000000,17.362170,0.000000,52.235276,0.000000,44.792338,426.425788,0.000000,0.000000,0.000000,38.163153,0.000000,1.337927,17.532053,0.000000,31.622917,0.000000,0.000000,4.517518,8.514603,0.000000,4.797500,0.000000,0.000000,118.657167,0.000000,88.274000,10.581156,0,0,0,0,0

26,06:15-06:30,401.809815,14.392497,33.390600,120.781860,0.000000,12.390767,0.000000,0.000000,105.784875,0.000000,0.000000,0.000000,435.613000,0.679144,56.668070,1.271146,0.000000,0.000000,13.480361,20.597395,1.534816,0.000000,0.000000,0.000000,26.232414,0.000000,52.235276,0.000000,44.792338,505.104788,0.000000,0.000000,0.000000,54.518790,0.000000,1.337927,17.532053,0.000000,31.622917,0.000000,0.000000,4.517518,8.514603,0.000000,9.846881,3.197534,0.000000,118.657167,0.000000,88.274000,14.744831,0,0,0,0,0

27,06:30-06:45,401.809815,14.392497,33.390600,120.781860,0.000000,16.697624,0.000000,0.000000,105.784875,0.000000,0.000000,1.221827,554.931431,0.679144,56.668070,1.271146,0.000000,0.000000,26.530175,20.597395,5.064893,0.000000,0.000000,0.000000,37.578818,0.000000,52.235276,0.000000,44.792338,610.576762,0.000000,0.000000,0.000000,77.234952,0.000000,6.689634,17.532053,1.055450,31.622917,0.000000,0.000000,4.517518,17.029206,0.000000,20.936290,12.636653,0.000000,118.657167,3.664330,88.274000,25.321301,0,0,0,0,0

28,06:45-07:00,401.809815,14.392497,33.390600,120.781860,0.000000,19.765492,0.000000,0.000000,105.784875,0.000000,0.000000,27.885764,566.445431,0.679144,56.668070,1.271146,0.000000,0.000000,26.530175,20.597395,5.064893,0.000000,0.000000,0.000000,40.673301,0.000000,52.235276,0.000000,44.792338,626.697521,0.000000,0.000000,0.000000,104.494348,0.000000,53.517072,26.298080,12.513415,31.622917,0.000000,0.000000,4.517518,25.543809,0.000000,20.936290,25.273307,0.000000,118.657167,15.688220,88.274000,25.321301,0,0,0,0,0

29,07:00-07:15,401.809815,14.392497,33.390600,120.781860,0.000000,19.890435,0.000000,0.000000,111.553298,0.000000,0.000000,27.885764,631.247371,0.679144,56.668070,1.271146,0.000000,0.000000,26.530175,20.597395,10.109323,0.000000,0.000000,0.368736,40.673301,0.000000,52.235276,0.000000,44.792338,626.697521,0.000000,0.000000,0.000000,131.753742,0.000000,53.517072,26.298080,12.513415,31.622917,0.000000,0.000000,4.517518,25.543809,0.000000,20.936290,25.273307,0.000000,118.657167,15.688220,88.274000,25.321301,0,0,0,0,0

30,07:15-07:30,401.809815,14.392497,33.390600,120.781860,0.000000,19.890435,0.000000,0.000000,114.363262,0.000000,0.000000,27.885764,655.174547,0.679144,56.668070,3.177864,0.000000,0.000000,26.530175,20.597395,10.109323,0.000000,0.000000,0.368736,40.673301,0.000000,52.235276,0.000000,44.792338,626.697521,0.000000,0.000000,0.000000,134.661411,0.000000,53.517072,26.298080,12.513415,31.622917,0.000000,0.000000,4.517518,25.543809,0.000000,20.936290,25.273307,0.000000,118.657167,15.688220,88.274000,25.321301,0,0,0,0,0

31,07:30-07:45,401.809815,14.392497,32.143250,120.781860,0.000000,19.890435,0.000000,0.000000,115.802512,0.000000,0.000000,27.885764,655.174547,0.679144,56.668070,23.304336,0.000000,0.000000,13.480361,20.597395,10.109323,0.000000,0.000000,0.368736,40.673301,0.000000,52.235276,0.000000,44.792338,626.697521,0.000000,0.000000,0.000000,134.661411,0.000000,53.517072,17.532053,12.513415,31.622917,0.000000,0.000000,4.517518,25.543809,0.000000,20.936290,25.273307,0.000000,118.657167,15.688220,88.274000,25.321301,0,0,0,0,0

32,07:45:08:00,401.809815,14.392497,32.143250,120.781860,0.000000,19.890435,0.000000,0.000000,117.241762,0.000000,0.000000,27.885764,655.174547,0.679144,56.668070,23.304336,0.000000,0.000000,13.480361,20.597395,10.109323,0.000000,0.000000,0.368736,40.673301,0.000000,52.235276,0.000000,44.792338,626.697521,0.000000,0.000000,0.000000,134.661411,0.000000,53.517072,8.653219,12.513415,31.622917,0.000000,0.000000,4.517518,25.543809,0.000000,20.936290,25.273307,0.000000,118.657167,15.688220,88.274000,25.321301,0,0,0,0,0

33,08:00-08:15,401.809815,14.392497,32.143250,120.781860,0.000000,19.890435,0.000000,0.000000,113.340938,0.000000,0.000000,27.885764,655.174547,0.679144,56.668070,4.237152,0.000000,0.000000,8.338055,20.597395,5.064893,0.000000,0.000000,0.368736,40.673301,0.000000,52.235276,0.000000,44.792338,626.697521,0.000000,0.000000,0.000000,109.037580,0.000000,53.517072,0.000000,12.513415,31.622917,0.000000,0.000000,4.517518,25.543809,0.000000,20.936290,25.273307,0.000000,118.657167,15.688220,88.274000,25.321301,0,0,0,0,0

34,08:15-08:30,401.809815,14.392497,32.143250,120.781860,0.000000,19.890435,0.000000,0.000000,113.340938,0.000000,0.000000,1.221827,655.174547,0.679144,56.668070,2.118576,0.000000,0.000000,0.000000,20.597395,5.064893,0.000000,0.000000,0.368736,40.673301,0.000000,52.235276,0.000000,44.792338,626.697521,0.000000,0.000000,0.000000,89.774274,0.000000,6.689634,0.000000,0.000000,31.622917,0.000000,0.000000,4.517518,17.029206,0.000000,20.936290,12.611073,0.000000,118.657167,12.825157,88.274000,25.321301,0,0,0,0,0

35,08:30-08:45,401.809815,14.392497,32.143250,120.781860,0.000000,19.890435,0.000000,0.000000,113.340938,0.000000,0.000000,0.000000,655.174547,0.679144,56.668070,2.118576,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,0.368736,40.673301,0.000000,52.235276,0.000000,44.792338,626.697521,0.000000,0.000000,0.000000,61.787962,0.000000,1.337927,0.000000,0.000000,31.622917,0.000000,0.000000,4.517518,8.514603,0.000000,20.936290,0.000000,0.000000,118.657167,3.664330,88.274000,25.321301,0,0,0,0,0

36,08:45:09:00,401.809815,14.392497,32.143250,120.781860,0.000000,19.890435,0.000000,0.000000,113.340938,0.000000,0.000000,0.000000,655.174547,0.679144,56.668070,2.118576,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,0.368736,40.673301,0.000000,52.235276,0.000000,44.792338,626.697521,0.000000,0.000000,0.000000,32.711274,0.000000,1.337927,0.000000,0.000000,31.622917,0.000000,0.000000,4.517518,8.514603,0.000000,20.936290,0.000000,0.000000,118.657167,3.664330,88.274000,25.321301,0,0,0,0,0

37,09:00:09:15,401.809815,14.392497,32.143250,120.781860,0.000000,19.890435,0.000000,0.000000,113.340938,0.000000,0.000000,0.000000,655.174547,0.679144,56.668070,3.177864,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,6.514333,40.673301,0.000000,52.235276,0.000000,44.792338,626.697521,0.000000,0.000000,0.000000,31.075710,0.000000,1.337927,0.000000,0.000000,15.811458,0.000000,0.000000,4.517518,8.514603,0.000000,20.936290,0.000000,0.000000,118.657167,3.664330,88.274000,25.321301,0,0,0,0,0

38,09:15-09:30,401.809815,14.392497,32.143250,120.781860,0.000000,19.890435,0.000000,0.000000,113.340938,0.000000,0.000000,0.000000,655.174547,0.679144,56.668070,23.304336,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,6.514333,40.673301,0.000000,52.235276,0.000000,29.861559,626.697521,0.000000,0.000000,0.000000,17.627742,0.000000,1.337927,0.000000,0.000000,15.811458,0.000000,0.000000,4.517518,8.514603,0.000000,20.936290,0.000000,0.000000,118.657167,3.664330,88.274000,25.321301,0,0,0,0,0

39,09:30-09:45,401.809815,14.392497,32.143250,120.781860,0.000000,19.890435,0.000000,0.000000,113.340938,0.000000,0.000000,0.000000,655.174547,0.679144,56.668070,23.304336,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,6.514333,40.673301,0.000000,52.235276,0.000000,14.930780,626.697521,0.000000,0.000000,0.000000,0.000000,0.000000,1.337927,0.000000,0.000000,15.811458,0.000000,0.000000,16.004921,8.514603,0.000000,20.936290,0.000000,0.000000,118.657167,0.000000,88.274000,25.321301,0,0,0,0,0

40,09:45-10:00,401.809815,14.392497,32.143250,120.781860,0.000000,19.890435,0.000000,0.000000,113.340938,0.000000,0.000000,0.000000,655.174547,0.679144,56.668070,4.237152,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,6.514333,40.673301,0.000000,52.235276,0.000000,14.930780,626.697521,0.000000,0.000000,0.000000,0.000000,0.000000,1.337927,0.000000,0.000000,15.811458,0.000000,0.000000,16.004921,8.514603,0.000000,20.936290,0.000000,0.000000,118.657167,0.000000,88.274000,25.321301,0,0,0,0,0

41,10:00-10:15,401.809815,14.392497,32.143250,120.781860,0.000000,19.890435,0.000000,0.000000,113.340938,0.000000,0.000000,0.000000,655.174547,0.679144,56.668070,2.118576,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,6.760157,40.673301,0.000000,52.235276,0.000000,14.930780,626.697521,0.000000,0.000000,0.000000,0.000000,0.000000,1.337927,0.000000,0.000000,15.811458,0.000000,0.000000,16.004921,8.514603,0.000000,20.936290,0.000000,0.000000,118.657167,0.000000,88.274000,25.321301,0,0,0,0,0

42,10:15-10:30,401.809815,14.392497,32.143250,120.781860,0.000000,19.890435,0.000000,0.000000,113.340938,0.000000,0.000000,0.000000,655.174547,0.679144,56.668070,2.118576,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,0.614560,40.673301,0.000000,52.235276,0.000000,14.930780,626.697521,0.000000,0.000000,0.000000,0.000000,0.000000,1.337927,0.000000,0.000000,15.811458,0.000000,0.000000,16.004921,8.514603,0.000000,20.936290,0.000000,0.000000,118.657167,0.000000,88.274000,25.321301,0,0,0,0,0

43,10:30-10:45,401.809815,14.392497,32.143250,120.781860,0.000000,19.890435,0.000000,0.000000,113.340938,0.000000,0.000000,0.000000,655.174547,0.679144,56.668070,2.118576,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,0.614560,40.673301,0.000000,52.235276,0.000000,14.930780,626.697521,0.000000,0.000000,0.000000,0.000000,0.000000,1.337927,0.000000,0.000000,0.000000,0.000000,0.000000,16.004921,8.514603,0.000000,20.936290,0.000000,0.000000,118.657167,0.000000,88.274000,25.321301,0,0,0,0,0

44,10:45-11:00,401.809815,14.392497,32.143250,120.781860,0.000000,19.890435,0.000000,0.000000,111.182062,0.000000,0.000000,0.000000,655.174547,0.679144,56.668070,2.118576,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,0.614560,40.673301,0.000000,52.235276,0.000000,0.000000,626.697521,0.000000,0.000000,0.000000,0.000000,0.000000,1.337927,0.000000,0.000000,0.000000,0.000000,0.000000,16.004921,8.514603,0.000000,20.936290,0.000000,0.000000,118.657167,0.000000,88.274000,25.321301,0,0,0,0,0

45,11:00-11:15,401.809815,14.392497,32.143250,120.781860,0.000000,19.890435,0.000000,0.000000,111.182062,0.000000,0.000000,0.000000,655.174547,0.679144,56.668070,2.118576,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,0.614560,40.673301,0.000000,52.235276,0.000000,0.000000,626.697521,0.000000,0.000000,0.000000,0.000000,0.000000,1.337927,0.000000,0.000000,0.000000,0.000000,0.000000,4.517518,8.514603,0.000000,20.936290,0.000000,0.000000,118.657167,0.000000,88.274000,25.321301,0,0,0,0,0

46,11:15-11:30,401.809815,14.392497,32.143250,120.781860,0.000000,19.890435,0.000000,0.000000,111.182062,0.000000,0.000000,0.000000,655.174547,0.679144,56.668070,4.237152,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,0.614560,40.673301,0.000000,52.235276,0.000000,0.000000,626.697521,0.000000,0.000000,0.000000,0.000000,0.000000,1.337927,0.000000,0.000000,0.000000,0.000000,0.000000,4.517518,8.514603,0.000000,20.936290,0.000000,0.000000,118.657167,0.000000,88.274000,25.321301,0,0,0,0,0

47,11:30-11:45,401.809815,14.392497,32.143250,120.781860,0.000000,19.890435,0.000000,0.000000,111.182062,0.000000,0.000000,0.000000,617.674287,0.679144,56.668070,23.304336,0.000000,0.000000,0.000000,20.597395,0.000000,0.000000,0.000000,0.614560,40.673301,0.000000,52.235276,0.000000,0.000000,626.697521,0.000000,0.000000,0.000000,0.000000,0.000000,1.337927,0.000000,0.000000,0.000000,0.000000,0.000000,4.517518,8.514603,0.000000,20.936290,0.000000,0.000000,118.657167,0.000000,88.274000,25.321301,0,0,0,0,0

