Block,Time,CHAMERA1,JHAJJAR,RAPPB,ANTA_GF,DHAULIGNGA,DADRI_LF,RIHAND3,RAMPUR,DADRI_RF,TANDA2,CHAMERA2,BSIUL,SINGRAULI,KOTESHWR,SEWA2,AURY_GF,URI2,UNCHAHAR4,AURY_CRF,UNCHAHAR3,AURY_LF,PARBATI3,RIHAND1,SALAL,TANAKPUR,RAPPC,CHAMERA3,AURY_RF,DADRI_GF,ANTA_CRF,NJPC,DADRT2,DULHASTI,UNCHAHAR1,TEHRI,KISHANGANGA,NAPP,SINGRAULI_HYDRO,URI,UNCHAHAR2,DADRI_CRF,KOLDAM,ANTA_LF,RIHAND2,ANTA_RF,NTPL,MAPS,NLCIIST2,TALA,KHSTPP-I,SASAN,GANDHAR-RLNG,BRBCL,FSTPP I & II,VALLURNTECL,NLCEXP,KKNP,NNTPP,KGSU1AND2,TALST2,KUDGI,SIMHST2,NLCTS2EXP,RSTPSU7,KGSU3AND4,RSTPSU1TO6,NLCIIST1,SIPAT II,KHSTPP-II,KAWAS-NAPM,KAWAS-ComGas,TAPS-II,VSTPS IV,SIPAT I,GANDHAR-APM,LARA-I,KAWAS-zLIQ,KAWAS-RLNG,VSTPS III,GANDHAR-ComGas,KSTPS I&II,MOUDA_II,GANDHAR-NAPM,SOLAPUR,KAWAS-APM,KSTPS7,VSTPS I,KHARGONE-I,MOUDA,GADARWARA-I,KAPS,VSTPS II,VSTPS V,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,40.778267,239.627207,0.000000,0.000000,19.185787,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,12.681603,139.345891,0.000000,16.620742,0.000000,33.928512,0.739530,0.000000,13.442376,0.000000,6.719172,77.368016,82.069155,2.354798,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,176.791759,52.153427,10.693250,0.000000,2.468554,42.373051,1.001148,47.531340,14.823638,0.000000,2.058772,0.000000,58.386055,0.000000,1.01,0.22,0.44,0.000000,17.364110,402.721875,0.022650,14.512348,7.996774,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.33,0.904723,65.277322,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.275791,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

28,06:45-07:00,40.778267,239.627207,0.000000,0.000000,19.185787,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,12.681603,139.345891,0.000000,16.620742,0.000000,33.928512,0.739530,0.000000,13.442376,0.000000,3.762736,77.368016,82.069155,2.354798,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,176.791759,52.153427,10.693250,0.000000,2.468554,42.373051,1.001148,47.531340,21.204573,0.000000,2.058772,0.000000,58.386055,0.000000,1.01,0.22,0.44,0.000000,17.364110,402.721875,0.022650,14.512451,7.996774,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.33,0.904723,65.277322,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.275815,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

29,07:00-07:15,40.778267,239.627207,0.000000,0.000000,19.185787,0.000000,122.408100,1.415290,0.000000,2.360797,42.217017,12.681603,139.345891,0.000000,16.620742,0.000000,33.928512,0.739530,0.000000,13.442376,0.000000,3.762736,77.368016,82.069155,2.354798,57.374071,30.679168,0.000000,0.000000,0.000000,73.396315,176.791759,52.153427,10.693250,0.000000,2.468554,42.373051,1.001148,47.531340,13.117488,0.000000,2.058772,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,11.803500,402.721875,0.022650,14.512451,2.902500,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.30,0.904723,48.606403,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.275815,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

30,07:15-07:30,40.778267,239.627207,0.000000,0.000000,19.185787,0.000000,122.408100,1.524684,0.000000,2.360797,42.217017,12.681603,139.345891,0.000000,16.620742,0.000000,33.928512,0.739530,0.000000,13.442376,0.000000,3.762736,77.368016,82.069155,2.354798,57.374071,30.679168,0.000000,0.000000,0.000000,79.240286,176.791759,52.153427,10.693250,0.000000,2.468554,42.373051,1.001148,47.531340,21.787855,0.000000,2.058772,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,11.803500,402.721875,0.022650,14.512348,2.902500,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.30,0.904723,47.136600,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.275815,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

31,07:30-07:45,40.778267,239.627207,0.000000,0.000000,19.185787,0.000000,122.408100,1.524684,0.000000,2.360797,42.217017,12.681603,139.345891,0.000000,16.620742,0.000000,33.928512,0.739530,0.000000,13.442376,0.000000,3.762736,77.368016,65.205630,2.354798,57.374071,30.679168,0.000000,0.000000,0.000000,79.240286,176.791759,52.153427,10.693250,0.000000,2.468554,42.373051,1.001148,47.531340,14.823638,0.000000,2.058772,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,11.803500,402.721875,0.022650,14.512451,2.902500,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.30,0.904723,47.136600,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.275815,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

32,07:45:08:00,40.778267,239.627207,0.000000,0.000000,19.185787,0.000000,122.408100,1.524684,0.000000,2.360797,42.217017,12.681603,139.345891,0.000000,16.620742,0.000000,33.928512,0.739530,0.000000,13.442376,0.000000,3.762736,77.368016,65.205630,2.354798,57.374071,30.679168,0.000000,0.000000,0.000000,79.240286,176.791759,52.153427,10.693250,0.000000,2.468554,42.373051,1.001148,47.531340,14.823638,0.000000,1.029386,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,11.803500,402.721875,0.022650,14.512451,2.902500,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.30,0.904723,47.136600,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.275815,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

33,08:00-08:15,40.778267,239.627207,0.000000,0.000000,19.185787,0.000000,122.408100,1.524684,0.000000,2.360797,42.217017,12.681603,139.345891,0.000000,16.620742,0.000000,33.928512,0.741638,0.000000,13.517544,0.000000,3.762736,77.368016,65.205630,9.171320,57.374071,30.679168,0.000000,0.000000,0.000000,79.240286,176.791759,52.153427,10.737100,0.000000,2.468554,42.373051,1.001148,47.531340,13.593746,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,25.280291,402.721875,0.022470,14.512451,8.808700,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.30,0.904723,86.061585,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.275815,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

34,08:15-08:30,40.778267,239.627207,0.000000,0.000000,19.185787,0.000000,122.408100,1.524684,0.000000,2.360797,42.217017,12.681603,139.345891,0.000000,16.620742,0.000000,33.928512,0.729340,0.000000,13.517544,0.000000,3.762736,77.368016,65.205630,9.171320,57.374071,30.679168,0.000000,0.000000,0.000000,79.240286,176.791759,52.153427,10.737100,0.000000,2.468554,42.373051,1.001148,47.531340,21.362834,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,25.280291,402.721875,0.022470,14.512451,8.808700,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.30,0.904723,95.309199,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.275815,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

35,08:30-08:45,40.778267,239.627207,0.000000,0.000000,19.185787,0.000000,122.408100,1.415290,0.000000,2.360797,42.217017,6.340802,139.345891,0.000000,16.620742,0.000000,33.928512,0.741638,0.000000,13.517544,0.000000,3.762736,77.368016,65.205630,9.171320,57.374071,30.679168,0.000000,0.000000,0.000000,73.396315,176.791759,52.153427,10.737100,0.000000,2.468554,42.373051,1.001148,47.531340,21.929697,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,25.280291,402.721875,0.022470,14.512451,8.808700,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.30,0.904723,95.309199,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.265375,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

36,08:45:09:00,40.778267,239.627207,0.000000,0.000000,19.185787,0.000000,122.408100,1.312733,0.000000,2.360797,42.217017,6.340802,139.345891,0.000000,16.620742,0.000000,33.928512,0.741638,0.000000,13.517544,0.000000,3.762736,77.368016,65.205630,9.171320,57.374071,30.679168,0.000000,0.000000,0.000000,68.245696,176.791759,52.153427,10.737100,0.000000,2.468554,42.373051,1.001148,47.531340,21.929697,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,25.280291,402.721875,0.022470,14.512451,8.808700,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.30,0.904723,95.309199,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019944,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.265375,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

37,09:00:09:15,40.778267,239.627207,0.000000,0.000000,19.185787,0.000000,122.408100,1.148641,0.000000,2.360797,42.217017,0.000000,139.345891,0.000000,16.620742,0.000000,33.928512,0.741638,0.000000,13.517544,0.000000,3.762736,77.368016,65.205630,3.594166,57.374071,30.679168,0.000000,0.000000,0.000000,59.430214,176.791759,52.153427,10.660359,0.000000,2.468554,42.373051,1.001148,47.531340,21.929697,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,25.280291,402.721875,0.022470,14.512451,8.808700,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.30,0.904723,95.309199,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019790,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

38,09:15-09:30,40.778267,239.627207,0.000000,0.000000,19.185787,0.000000,122.408100,0.765760,0.000000,2.360797,42.217017,0.000000,139.345891,0.000000,16.620742,0.000000,33.928512,0.741638,0.000000,13.517544,0.000000,3.762736,77.368016,65.205630,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,39.620143,176.791759,52.153427,10.660359,0.000000,2.468554,42.373051,1.001148,51.269760,21.929697,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.43,0.000000,25.280291,402.721875,0.022470,14.512451,8.808700,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.30,0.904723,95.309199,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019790,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

39,09:30-09:45,40.778267,240.034815,0.000000,0.000000,19.185787,0.000000,122.408100,0.382880,0.000000,2.360797,42.217017,0.000000,139.345891,0.000000,16.620742,0.000000,33.928512,0.741638,0.000000,13.517544,0.000000,3.762736,77.368016,65.205630,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,19.810071,176.791759,52.153427,10.661037,0.000000,2.468554,42.373051,1.001148,51.269760,21.929697,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.46,0.000000,25.280291,402.721875,0.022470,14.512451,8.808700,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.30,0.904723,95.309199,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019790,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

40,09:45-10:00,40.778267,240.034815,0.000000,0.000000,19.185787,0.000000,122.408100,0.000000,0.000000,2.360797,42.217017,0.000000,139.345891,0.000000,16.620742,0.000000,33.928512,0.741638,0.000000,13.517544,0.000000,3.762736,77.368016,65.205630,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,0.000000,176.791759,52.153427,10.661037,0.000000,2.468554,42.373051,1.001148,47.531340,21.929697,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.49,0.000000,25.280291,402.721875,0.022470,14.512451,8.808700,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.33,0.904723,95.309199,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019790,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

41,10:00-10:15,40.778267,240.034815,0.000000,0.000000,19.185787,0.000000,122.408100,0.000000,0.000000,2.360797,42.217017,0.000000,139.345891,0.000000,16.620742,0.000000,33.928512,0.741638,0.000000,13.517544,0.000000,3.762736,77.368016,65.205630,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,0.000000,176.791759,52.153427,10.614078,0.000000,2.468554,42.373051,1.001148,47.531340,21.929697,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.49,0.000000,25.280291,402.721875,0.022290,14.512451,8.808700,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.33,0.904723,95.309199,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019634,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

42,10:15-10:30,40.778267,240.034815,0.000000,0.000000,19.185787,0.000000,122.408100,0.000000,0.000000,2.360797,42.217017,0.000000,139.345891,0.000000,16.620742,0.000000,33.928512,0.741638,0.000000,13.517544,0.000000,3.762736,77.368016,65.205630,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,0.000000,176.791759,52.153427,10.614078,0.000000,2.468554,42.373051,1.001148,47.531340,21.929697,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.51,0.000000,25.280291,402.721875,0.022290,14.512451,8.808700,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.39,0.904723,95.309199,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019634,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

43,10:30-10:45,40.778267,240.034815,0.000000,0.000000,19.185787,0.000000,122.408100,0.000000,0.000000,2.360797,42.217017,0.000000,139.345891,0.000000,16.620742,0.000000,33.928512,0.741969,0.000000,13.833266,0.000000,3.762736,77.368016,65.205630,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,0.000000,176.791759,52.153427,10.619009,0.000000,2.468554,42.373051,1.001148,47.531340,22.293076,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.51,0.000000,25.280291,405.008271,0.022290,14.512451,8.808700,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.39,0.904723,95.309199,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019634,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

44,10:45-11:00,40.778267,240.034815,0.000000,0.000000,19.185787,0.000000,122.408100,0.000000,0.000000,2.360797,42.217017,0.000000,139.345891,0.000000,16.620742,0.000000,33.928512,0.741969,0.000000,13.833266,0.000000,3.762736,77.368016,65.205630,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,0.000000,176.791759,52.153427,10.619009,0.000000,2.468554,42.373051,1.001148,47.531340,22.293076,0.000000,0.000000,0.000000,58.386055,0.000000,1.01,0.22,0.51,0.000000,25.280291,405.159975,0.022290,14.512451,8.808700,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.39,0.904723,95.309199,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019634,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

45,11:00-11:15,40.778267,240.034815,0.000000,0.000000,19.185787,0.000000,122.408100,0.000000,0.000000,2.360797,42.217017,0.000000,139.345891,0.000000,16.620742,0.000000,33.928512,0.741969,0.000000,13.833266,0.000000,0.000000,77.368016,65.205630,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,0.000000,177.178759,52.153427,10.619009,0.000000,2.468554,42.373051,1.001148,47.531340,22.293076,0.000000,0.000000,0.000000,58.386055,0.000000,0.91,0.22,0.51,0.000000,36.138640,405.159975,0.007190,14.512451,8.808700,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.46,0.904723,124.584878,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019481,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

46,11:15-11:30,40.778267,240.034815,0.000000,0.000000,19.185787,0.000000,122.408100,0.000000,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.741969,0.000000,13.833266,0.000000,0.000000,77.368016,65.205630,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,0.000000,177.178759,52.153427,10.619009,0.000000,2.468554,42.373051,1.001148,47.531340,22.293076,0.000000,0.000000,0.000000,58.386055,0.000000,0.91,0.22,0.45,0.000000,44.891110,405.159975,0.007190,14.512451,13.902975,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.46,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019481,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

47,11:30-11:45,40.778267,240.034815,0.000000,0.000000,9.592894,0.000000,122.408100,0.000000,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.741969,0.000000,13.833266,0.000000,0.000000,77.368016,65.205630,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,0.000000,177.178759,52.153427,10.619009,0.000000,2.468554,42.373051,1.001148,47.531340,22.293076,0.000000,0.000000,0.000000,58.386055,0.000000,0.91,0.22,0.45,0.000000,44.891110,405.159975,0.007190,14.512451,13.902975,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.46,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019481,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

48,11:45-12:00,40.778267,240.034815,0.000000,0.000000,0.000000,0.000000,122.408100,0.000000,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.741969,0.000000,13.833266,0.000000,0.000000,77.368016,65.205630,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,0.000000,177.178759,52.153427,10.619009,0.000000,2.468554,42.373051,1.001148,47.531340,22.293076,0.000000,0.000000,0.000000,58.386055,0.000000,0.91,0.22,0.45,0.000000,44.891110,405.159975,0.007190,14.512451,13.902975,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.46,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019481,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

49,12:00-12:15,40.778267,240.034815,0.000000,0.000000,0.000000,0.000000,122.408100,0.000000,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.741969,0.000000,13.833266,0.000000,0.000000,77.368016,82.069155,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,0.000000,177.178759,52.153427,10.619009,0.000000,2.468554,42.373051,1.001148,47.531340,16.198956,0.000000,0.000000,0.000000,58.386055,0.000000,0.91,0.22,0.45,0.000000,43.912503,405.159975,0.007190,14.512510,13.902975,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.46,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019481,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

50,12:15-12:30,40.778267,240.034815,0.000000,0.000000,0.000000,0.000000,122.408100,0.000000,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.741969,0.000000,13.833266,0.000000,0.000000,77.368016,82.069155,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,0.000000,177.178759,52.153427,10.619009,0.000000,2.468554,42.373051,1.001148,47.531340,16.198956,0.000000,0.000000,0.000000,58.386055,0.000000,0.91,0.22,0.45,0.000000,43.912503,405.159975,0.007190,14.512510,13.902975,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.46,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.019481,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

51,12:30-12:45,40.778267,240.034815,0.000000,0.000000,0.000000,0.000000,122.408100,0.000000,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.741969,0.000000,13.833266,0.000000,0.000000,77.368016,77.572215,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,0.000000,177.178759,52.153427,10.619009,0.000000,2.468554,42.373051,1.001148,47.531340,16.198956,0.000000,0.000000,0.000000,58.386055,0.000000,0.91,0.22,0.45,0.000000,43.912503,405.159975,0.007190,14.512510,13.902975,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.46,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

52,12:45-13:00,40.778267,240.034815,0.000000,0.000000,0.000000,0.000000,122.408100,0.000000,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.741969,0.000000,13.833266,0.000000,0.000000,77.368016,77.572215,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,0.000000,177.178759,52.153427,10.619009,0.000000,2.468554,42.373051,1.001148,51.269760,16.198956,0.000000,0.000000,0.000000,58.386055,0.000000,0.91,0.22,0.44,0.000000,43.912503,405.159975,0.007190,14.512510,13.902975,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.40,0.904723,142.721367,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

53,13:00-13:15,40.778267,240.034815,0.000000,0.000000,0.000000,0.000000,122.408100,0.403392,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.741969,0.000000,13.833266,0.000000,0.000000,77.368016,77.572215,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,20.800575,177.178759,52.153427,10.619009,0.000000,2.468554,42.373051,1.001148,51.269760,16.198956,0.000000,0.000000,0.000000,58.386055,0.000000,0.91,0.22,0.44,0.000000,32.086654,405.159975,0.007190,14.512510,13.902975,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.40,0.904723,108.612421,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

54,13:15-13:30,40.778267,240.034815,0.000000,0.000000,0.000000,0.000000,122.408100,0.820458,0.000000,2.360797,42.217017,0.000000,139.345891,8.429695,16.620742,0.000000,33.928512,0.741969,0.000000,13.833266,0.000000,0.000000,77.368016,77.572215,1.115431,57.374071,30.679168,0.000000,0.000000,0.000000,42.591654,177.178759,52.153427,10.619009,0.000000,2.468554,42.373051,1.001148,47.531340,16.198956,0.000000,1.029386,0.000000,58.386055,0.000000,0.91,0.22,0.44,0.000000,32.086654,405.159975,0.007190,14.512510,13.902975,2.30,0.79,1.57,0.14,1.94,2.93,9.03,1.79,0.84,1.88,1.06,5.85,1.40,0.904723,108.612421,0.000000,0.000000,2.702613,2.596468,5.141006,0.000000,4.119736,0.000000,0.009740,1.895994,0.000000,2.872831,1.698781,0.000000,1.713669,0.000000,1.298234,2.254936,3.427338,1.875115,4.154348,0.794612,1.879816,1.284386,0,0,0,0,0

