Block,Time,BSIUL,CHAMERA1,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SEWA2,CHAMERA2,CHAMERA3,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,KOTESHWR,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,RIHAND2,RIHAND3,DULHASTI,KOLDAM,SALAL,NJPC,RAPPC,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TAPS-II,VSTPS V,VSTPS I,KSTPS7,SOLAPUR,GADARWARA-I,KSTPS I&II,SIPAT II,KHARGONE-I,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,VSTPS II,LARA-I,KAPS,SASAN,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas
12,02:45-03:00,13.1076,0,132.710689,1.281,4.233847,22.444045,44.326064,2.392833,50.232,1.053695,0,36.506751,27.350811,18.108732,46.424172,11.155202,691.093984,0,667.076637,6.337881,9.137237,48.377483,0,0,0,46.90201,122.432091,128.451291,37.821176,0,48.804,0,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,1.02,0,147.515625,45.2215,20.73185,20.0018,1.361689,1.318423,2.293256,1.332638,3.518162,2.07536,2.779393,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,293.625,0,0,0,0,0.02032,0,0,0.001107,0.0227

13,03:00-03:15,13.1076,0,132.710689,1.281,4.233847,22.444045,44.326064,2.392833,50.232,1.053695,0,31.561589,27.350811,18.108732,30.855472,11.155202,691.093984,0,667.076637,6.337881,9.137237,48.377483,0,0,0,46.90201,122.432091,128.451291,37.821176,0,48.804,0,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,1.02,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.293256,1.332638,3.518162,2.07536,2.779393,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,303.75,0,0,0,0,0.02032,0,0,0.001107,0.022884

14,03:15-03:30,13.1076,0,132.710689,1.281,4.233847,22.444045,44.326064,2.392833,50.232,1.053695,0,31.561589,27.350811,18.108732,30.855472,11.155202,691.093984,0,667.076637,6.337881,9.137237,48.377483,0,0,0,46.90201,122.432091,128.451291,37.821176,0,48.804,0,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,1.02,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.293256,1.332638,3.518162,2.07536,2.779393,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,309.375,0,0,0,0,0.02032,0,0,0.001107,0.022884

15,03:30-03:45,13.1076,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,50.232,1.053695,0,31.561589,27.350811,18.108732,30.855472,11.155202,691.093984,0,667.076637,6.337881,9.137237,48.377483,0,0,0,46.90201,122.432091,128.451291,37.821176,0,48.804,0,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,1.02,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.293256,1.332638,3.518162,2.07536,2.718972,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,309.375,0,0,0,0,0.02032,0,0,0.001107,0.022884

16,03:45-04:00,13.1076,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,50.232,1.053695,0,31.561589,27.350811,18.108732,30.855472,11.155202,691.093984,0,667.076637,6.337881,9.137237,48.377483,0,0,0,46.90201,122.432091,128.451291,37.821176,0,48.804,0,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,1.02,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.293256,1.332638,3.518162,2.07536,2.718972,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,309.375,0,0,0,0,0.02032,0,0,0.001107,0.022884

17,04:00-04:15,13.1076,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,50.232,1.053695,0,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,6.337881,9.137237,48.377483,0,0,0,46.90201,122.432091,128.451291,37.821176,0,48.804,0,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.53,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,0.5,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.314688,1.332638,3.518162,2.07536,2.718972,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,309.375,0,0,0,0,0.02032,0,0,0.001107,0.022884

18,04:15-04:30,13.1076,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,50.232,1.053695,0,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,6.337881,9.137237,48.377483,0,0,0,46.90201,122.432091,128.451291,37.821176,0,48.804,0,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.53,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,0.5,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.314688,1.332638,3.518162,2.07536,2.718972,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,309.375,0,0,0,0,0.02032,0,0,0.001107,0.022884

19,04:30-04:45,13.1076,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,50.232,1.053695,0,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,6.337881,9.137237,48.377483,0,0.663309,0,46.90201,122.432091,128.451291,37.821176,0,69.72,21.51372,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.61,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,0.56,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.314688,1.332638,3.518162,2.07536,2.718972,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,309.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

20,04:45-05:00,13.1076,13.983,132.710689,0,4.233847,22.444045,44.326064,2.392833,50.232,1.053695,0,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,6.337881,9.137237,48.377483,0,0.698844,0,46.90201,122.432091,128.451291,37.821176,0,69.72,22.804543,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.61,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,0.56,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.314688,1.332638,3.518162,2.07536,2.718972,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,309.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

21,05:00-05:15,13.1076,13.983,132.710689,0,4.233847,22.444045,44.326064,2.392833,50.232,1.053695,0,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,6.337881,9.137237,48.377483,0,1.634584,0,46.90201,122.432091,128.451291,37.821176,0,69.72,53.138889,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,1.61,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,0.56,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.314688,1.332638,3.518162,2.07536,2.718972,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,309.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

22,05:15-05:30,13.1076,28.045,132.710689,0,4.233847,22.444045,44.326064,2.392833,50.232,1.053695,0,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,6.337881,9.137237,48.377483,0,1.634584,0,46.90201,122.432091,128.451291,37.821176,0,69.72,53.138889,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,6.486938,96.00669,0,3.03,3.57,3.78,1.61,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,0.56,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.314688,1.332638,3.518162,2.07536,2.718972,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,309.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

23,05:30-05:45,13.1076,28.045,132.710689,0,4.233847,22.444045,44.326064,2.392833,50.232,1.053695,0,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,6.337881,9.137237,48.377483,0,1.634584,0,67.747348,122.432091,128.451291,37.821176,0,48.804,53.138889,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,6.486938,96.00669,0,3.03,3.57,3.78,1.61,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,0.56,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.314688,1.332638,3.518162,2.07536,2.718972,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,309.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

24,05:45-06:00,13.1076,28.045,132.710689,0,4.233847,22.444045,44.326064,2.392833,50.232,1.053695,0,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,6.337881,9.137237,48.377483,0,2.451875,0,72.958683,122.432091,128.451291,37.821176,0,48.804,79.708333,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,6.486938,96.00669,0,3.03,3.57,3.78,1.65,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,0.58,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.314688,1.332638,3.518162,2.07536,2.718972,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,309.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

25,06:00-06:15,13.1076,28.045,132.710689,0,4.233847,22.444045,44.326064,2.392833,50.232,1.053695,0,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,10.456189,667.076637,6.337881,9.137237,48.377483,0,2.451875,0,78.170018,122.432091,128.451291,37.821176,0,48.804,79.708333,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,1.65,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,0.58,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.314688,1.332638,3.518162,2.07536,2.718972,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,309.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

26,06:15-06:30,13.1076,28.045,132.710689,0,4.233847,22.444045,44.326064,2.392833,50.232,1.053695,0,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,20.912378,667.076637,6.337881,9.137237,48.377483,0,2.451875,0,83.381352,122.432091,128.451291,37.821176,0,48.804,79.708333,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,1.65,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,0.58,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.314688,1.332638,3.518162,2.07536,2.718972,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,309.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

27,06:30-06:45,13.1076,28.045,132.710689,0,4.233847,22.444045,44.326064,2.392833,52.992,1.053695,0,15.395897,27.350811,18.108732,15.349422,11.155202,691.093984,31.368567,667.076637,6.337881,9.137237,48.377483,0,2.451875,0,83.381352,122.432091,128.451291,37.821176,0,48.804,79.708333,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,1.65,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,0.58,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.314688,1.332638,3.518162,2.07536,2.718972,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,309.375,0,0,0,0,0.020161,0,0,0.001107,0.022515

28,06:45-07:00,13.1076,28.045,132.710689,0,4.233847,22.444045,44.326064,2.392833,52.992,1.053695,0,6.158359,27.350811,18.108732,15.349422,11.155202,691.093984,31.368567,667.076637,6.337881,9.137237,48.377483,0,2.451875,0,83.381352,122.432091,128.451291,37.821176,0,48.804,79.708333,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,1.65,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,0.58,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.314688,1.332638,3.518162,2.07536,2.718972,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,309.375,0,0,0,0,0.020161,0,0,0.001107,0.022515

29,07:00-07:15,13.1076,28.045,132.710689,0,4.233847,22.444045,44.326064,2.392833,50.232,1.053695,0,0,27.350811,18.108732,15.349422,11.155202,691.093984,31.368567,667.076637,6.337881,9.137237,48.377483,0,2.451875,0,83.381352,122.432091,128.451291,37.821176,0,48.804,79.708333,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,1.62,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,0.57,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.314688,1.332638,3.518162,2.13222,2.718972,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,309.375,0,0,0,0,0.020161,0,0,0.001107,0.022515

30,07:15-07:30,13.1076,28.045,132.710689,0,4.233847,22.444045,44.326064,2.392833,50.232,1.053695,0,0,27.350811,18.108732,15.349422,11.155202,691.093984,20.912378,667.076637,6.337881,9.137237,48.377483,0,1.634584,0,83.381352,122.432091,128.451291,37.821176,0,48.804,53.138889,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,1.62,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,0.57,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.314688,1.332638,3.518162,2.13222,2.718972,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,309.375,0,0,0,0,0.020161,0,0,0.001107,0.022515

31,07:30-07:45,13.1076,28.045,132.710689,0,4.233847,22.444045,44.326064,2.392833,50.232,1.053695,0,0,27.350811,18.108732,15.349422,22.310403,691.093984,10.456189,667.076637,6.337881,9.137237,48.377483,0,0.817292,0,83.381352,122.432091,128.451291,37.821176,0,48.804,26.569444,65.267821,0,3.734724,28.632886,6.22454,0,74.209985,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,1.65,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.24,1.73,0.57,0,147.515625,46.39908,20.73185,20.0018,1.361689,1.318423,2.314688,1.332638,3.518162,2.13222,2.718972,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,309.375,0,0,0,0,0.020161,0,0,0.001107,0.022515

