Block,Time,KGSU1AND2,KGSU3AND4,KKNP,SINGRAULI,TALA,UNCHAHAR2,URI,ANTA_GF,DADRI_CRF,DADRI_RF,CHAMERA3,KHSTPP-II,NAPP,NLCTS2EXP,RIHAND2,SALAL,TALST2,URI2,MAPS,NJPC,NNTPP,RIHAND1,RIHAND3,SEWA2,TANAKPUR,UNCHAHAR4,AURY_CRF,AURY_LF,AURY_RF,DADRI_GF,BSIUL,DADRT2,DULHASTI,KISHANGANGA,KKNPPU2,KOTESHWR,KUDGI,NLCIIST2,RAMPUR,RAPPB,RSTPSU1TO6,RSTPSU7,TANDA2,UNCHAHAR1,ANTA_CRF,CHAMERA2,DHAULIGNGA,JHAJJAR,KHSTPP-I,PARBATI3,SIMHST1,SIMHST2,TelanganaSTPP,UNCHAHAR3,AURY_GF,CHAMERA1,FSTPP I & II,RAPPC,SINGRAULI_HYDRO,TEHRI,KOLDAM,NTPL,BRBCL,NLCEXP,NLCIIST1,SASAN,VALLURNTECL,ANTA_LF,ANTA_RF,DADRI_LF
55,13:30-13:45,0,0,0,125.96,0,42.39,3.31,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,42.94,23.57

56,13:45-14:00,0,0,0,125.96,0,42.39,3.31,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,42.74,23.57

57,14:00-14:15,0,0,0,125.96,0,42.39,2.21,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,42.94,23.57

58,14:15-14:30,0,0,0,125.96,0,42.39,2.21,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,42.94,23.57

59,14:30-14:45,0,0,0,125.96,0,42.39,2.21,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,42.94,23.57

60,14:45-15:00,0,0,0,125.96,0,42.39,2.21,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,42.94,23.57

61,15:00-15:15,0,0,0,125.96,0,42.39,2.21,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,42.94,23.57

62,15:15-15:30,0,0,0,125.96,0,42.39,2.21,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,42.94,23.57

63,15:30-15:45,0,0,0,125.96,0,42.39,2.21,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,1.15,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,12.1,26.02,0,0,0,0,20,0,0,348.98,0,0,42.94,23.57

64,15:45-16:00,0,0,0,125.96,0,42.39,2.21,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,1.15,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,12.79,26.02,0,0,0,0,20,0,0,348.98,0,0,42.94,23.57

