Block,Time,KGSU1AND2,KGSU3AND4,KKNP,SINGRAULI,TALA,UNCHAHAR2,URI,ANTA_GF,DADRI_CRF,DADRI_RF,CHAMERA3,KHSTPP-II,NAPP,NLCTS2EXP,RIHAND2,SALAL,TALST2,URI2,MAPS,NJPC,NNTPP,RIHAND1,RIHAND3,SEWA2,TANAKPUR,UNCHAHAR4,AURY_CRF,AURY_LF,AURY_RF,DADRI_GF,BSIUL,DADRT2,DULHASTI,KISHANGANGA,KKNPPU2,KOTESHWR,KUDGI,NLCIIST2,RAMPUR,RAPPB,RSTPSU1TO6,RSTPSU7,TANDA2,UNCHAHAR1,ANTA_CRF,CHAMERA2,DHAULIGNGA,JHAJJAR,KHSTPP-I,PARBATI3,SIMHST1,SIMHST2,TelanganaSTPP,UNCHAHAR3,AURY_GF,CHAMERA1,FSTPP I & II,RAPPC,SINGRAULI_HYDRO,TEHRI,KOLDAM,NTPL,BRBCL,NLCEXP,NLCIIST1,SASAN,VALLURNTECL,ANTA_LF,ANTA_RF,DADRI_LF
1,00:00-00:15,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,7.81,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,44.83,23.57

2,00:15-00:30,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,7.81,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,44.83,23.57

3,00:30-00:45,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,7.81,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,44.83,23.57

4,00:45-01:00,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,7.81,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,44.83,23.57

5,01:00-01:15,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,7.81,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,44.83,23.57

6,01:15-01:30,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,7.81,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,44.83,23.57

7,01:30-01:45,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,7.81,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,44.83,23.57

8,01:45-02:00,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,7.81,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,44.83,23.57

9,02:00-02:15,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,2.05,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,44.83,23.57

10,02:15-02:30,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,2.05,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,44.83,23.57

11,02:30-02:45,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,2.05,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,44.83,23.57

12,02:45-03:00,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,2.05,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,45.05,23.57

13,03:00-03:15,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,2.05,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,45.05,23.57

14,03:15-03:30,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,2.05,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,45.05,23.57

15,03:30-03:45,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,2.05,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,45.05,23.57

16,03:45-04:00,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,2.05,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,45.05,23.57

17,04:00-04:15,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,2.05,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,45.05,23.57

18,04:15-04:30,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,2.05,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,45.05,23.57

19,04:30-04:45,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,18.94,0,92,124.32,0,2.05,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,45.25,23.57

20,04:45-05:00,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,18.94,0,92,124.32,0,2.05,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,53.81,0,0,0,0,20,0,0,348.98,0,0,45.25,23.57

21,05:00-05:15,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,18.94,0,92,124.32,0,0,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,45.25,23.57

22,05:15-05:30,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,18.94,0,92,124.32,0,0,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,45.25,23.57

23,05:30-05:45,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,18.94,0,92,124.32,0,0,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,45.25,23.57

24,05:45-06:00,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,18.94,0,92,124.32,0,0,0,0,0,71.46,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,15.56,0,0,20,0,0,348.98,0,0,45.25,23.57

25,06:00-06:15,0,0,0,125.96,0,42.39,3.31,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,20.55,0,92,124.32,0,0,0,0,0,70.59,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,3.33,0,654.3,33.99,3.82,0,0,0,26.39,0,0,11.12,26.02,0,15.56,0,0,20,0,0,348.98,0,0,45.25,23.57

26,06:15-06:30,0,0,0,125.96,0,42.39,26.49,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,46.79,0,92,124.32,0,0,0,0,0,70.59,0,0,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,13.17,7.92,654.3,33.99,16.55,0,0,0,26.39,0,0,11.12,26.02,0,31.12,0,0,20,0,0,348.98,0,0,45.47,23.57

27,06:30-06:45,0,0,0,125.96,0,42.39,26.49,0,0,69.59,9.67,148.3,44.21,0,118.75,1.4,0,4.31,0,70.17,0,92,124.32,0,0,0,0,0,70.59,0,1.1,683.14,16.48,0,0,8.88,0,0,0,0,0,0,0,20.56,0,13.17,10.57,654.3,33.99,16.55,0,0,0,26.39,0,12.01,11.12,26.02,0,46.68,0,0,20,0,0,348.98,0,0,45.47,23.57

28,06:45-07:00,0,0,0,125.96,0,42.39,26.49,0,0,69.59,29.07,148.3,44.21,0,118.75,1.4,0,4.31,0,93.56,0,92,124.32,0,0,0,0,0,70.59,0,13.04,683.14,32.95,0,0,9.86,0,0,0,0,0,0,0,20.56,0,26.34,14.66,654.3,33.99,16.55,0,0,0,26.39,0,12.25,11.12,26.02,0,62.24,0,0,20,0,0,348.98,0,0,45.47,23.57

29,07:00-07:15,0,0,0,125.96,0,42.39,3.31,0,0,69.59,29.07,148.3,44.21,0,118.75,1.4,0,4.31,0,93.56,0,92,124.32,7.9,0,0,0,0,70.59,0,13.04,682.84,32.95,0,0,9.86,0,0,0,0,0,0,0,19.41,0,26.34,27.41,654.3,33.99,16.55,0,0,0,26.39,0,28.1,11.12,26.02,0,62.24,0,0,20,0,0,348.98,0,0,45.47,23.57

30,07:15-07:30,0,0,0,125.96,0,42.39,3.31,0,0,69.59,29.07,148.3,44.21,0,118.75,1.4,0,4.31,0,116.96,0,92,124.32,7.9,0,0,0,0,70.59,0,13.04,682.84,32.95,0,0,9.86,0,0,0,0,0,0,0,19.41,0,26.34,27.41,654.3,33.99,16.55,0,0,0,26.39,0,28.1,11.12,26.02,0,62.24,0,0,20,0,0,348.98,0,0,45.47,23.57

31,07:30-07:45,0,0,0,125.96,0,42.39,3.31,0,0,69.59,29.07,148.3,44.21,0,118.75,1.4,0,4.31,0,116.96,0,92,124.32,8.19,0,0,0,0,70.59,0,13.04,682.84,32.95,0,0,9.86,0,0,0,0,0,0,0,19.41,0,26.34,27.41,654.3,33.99,16.55,0,0,0,26.39,0,28.1,11.12,26.02,0,62.24,0,0,20,0,0,348.98,0,0,45.47,23.57

32,07:45-08:00,0,0,0,125.96,0,42.39,3.31,0,0,69.59,29.07,148.3,44.21,0,118.75,1.4,0,4.31,0,116.96,0,92,124.32,8.19,0,0,0,0,70.59,0,13.04,682.84,32.95,0,0,9.86,0,0,0,0,0,0,0,19.41,0,26.34,27.41,654.3,33.99,3.56,0,0,0,26.39,0,28.1,11.12,26.02,0,62.24,0,0,20,0,0,348.98,0,0,45.47,23.57

33,08:00-08:15,0,0,0,125.96,0,42.39,2.21,0,0,69.59,29.07,148.3,44.21,0,118.75,1.4,0,18.83,0,116.96,0,92,124.32,8.19,0,0,0,0,70.59,0,13.04,682.84,32.95,0,0,9.86,0,0,0,0,0,0,0,19.41,0,26.34,27.41,654.3,33.99,0,0,0,0,26.39,0,28.1,11.12,26.02,0,62.24,0,0,20,0,0,348.98,0,0,45.47,23.57

34,08:15-08:30,0,0,0,125.96,0,42.39,26.49,0,0,69.59,29.07,148.3,44.21,0,118.75,1.4,0,18.83,0,116.96,0,92,124.32,8.19,0,0,0,0,70.59,0,13.04,682.84,32.95,0,0,9.86,0,0,0,0,0,0,0,19.41,0,26.34,27.41,654.3,33.99,0,0,0,0,26.39,0,28.1,11.12,26.02,0,62.24,0,0,20,0,0,348.98,0,0,45.47,23.57

35,08:30-08:45,0,0,0,125.96,0,42.39,1.11,0,0,69.59,1.27,148.3,44.21,0,118.75,1.4,0,18.83,0,116.96,0,92,124.32,0,5.76,0,0,0,70.59,0,2.2,682.84,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,26.34,10.57,654.3,33.99,0,0,0,0,26.39,0,12.01,11.12,26.02,0,62.24,0,0,20,0,0,348.98,0,0,45.25,23.57

36,08:45-09:00,0,0,0,125.96,0,42.39,1.11,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,18.83,0,77.65,0,92,124.32,0,5.76,0,0,0,70.59,0,0,682.84,16.48,0,0,8.88,0,0,0,0,0,0,0,19.41,0,26.34,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,62.24,0,0,20,0,0,348.98,0,0,45.05,23.57

37,09:00-09:15,0,0,0,125.96,0,42.39,26.49,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,18.83,0,58.72,0,92,124.32,0,5.76,0,0,0,70.59,0,0,682.84,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,26.34,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,31.12,0,0,20,0,0,348.98,0,0,44.83,23.57

38,09:15-09:30,0,0,0,125.96,0,42.39,26.49,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,18.83,0,39.78,0,92,124.32,0,5.76,0,0,0,70.59,0,0,682.84,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,13.17,0,639.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,31.12,0,0,20,0,0,348.98,0,0,44.83,23.57

39,09:30-09:45,0,0,0,125.96,0,42.39,26.49,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,39.78,0,92,124.32,0,0,0,0,0,70.59,0,0,682.84,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,13.17,0,634.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,31.12,0,0,20,0,0,348.98,0,0,44.63,23.57

40,09:45-10:00,0,0,0,125.96,0,42.39,6.63,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,21.12,0,92,124.32,0,0,0,0,0,70.59,0,0,682.84,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,13.17,0,629.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,31.12,0,0,20,0,0,348.98,0,0,44.41,23.57

41,10:00-10:15,0,0,0,125.96,0,42.39,6.63,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,21.12,0,92,124.32,0,0,0,0,0,70.59,0,0,682.84,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,619.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,31.12,0,0,20,0,0,348.98,0,0,44.31,23.57

42,10:15-10:30,0,0,0,125.96,0,42.39,13.25,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0,0,0,0,70.59,0,0,682.84,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,589.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,15.56,0,0,20,0,0,348.98,0,0,44.31,23.57

43,10:30-10:45,0,0,0,125.96,0,42.39,13.25,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0,0,0,0,70.59,0,0,682.78,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,574.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,44.1,23.57

44,10:45-11:00,0,0,0,125.96,0,42.39,13.25,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0,0,0,0,70.59,0,0,618.64,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,554.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,43.89,23.57

45,11:00-11:15,0,0,0,125.96,0,42.39,13.25,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,43.68,23.57

46,11:15-11:30,0,0,0,125.96,0,42.39,4.41,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,43.68,23.57

47,11:30-11:45,0,0,0,125.96,0,42.39,3.31,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,43.47,23.57

48,11:45-12:00,0,0,0,125.96,0,42.39,3.31,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,43.47,23.57

49,12:00-12:15,0,0,0,125.96,0,42.39,4.41,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,43.36,23.57

50,12:15-12:30,0,0,0,125.96,0,42.39,4.41,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,43.16,23.57

51,12:30-12:45,0,0,0,125.96,0,42.39,4.41,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,43.16,23.57

52,12:45-13:00,0,0,0,125.96,0,42.39,4.41,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,42.94,23.57

53,13:00-13:15,0,0,0,125.96,0,42.39,4.41,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,42.94,23.57

54,13:15-13:30,0,0,0,125.96,0,42.39,4.41,0,0,69.59,0,148.3,44.21,0,118.75,1.4,0,4.31,0,0,0,92,124.32,0,0.51,0,0,0,70.59,0,0,683.14,0,0,0,8.88,0,0,0,0,0,0,0,19.41,0,0,0,654.3,33.99,0,0,0,0,26.39,0,0,11.12,26.02,0,0,0,0,20,0,0,348.98,0,0,42.94,23.57

