Block,Time,NTPL,RAMPUR,RAPPC,TEHRI,VALLURNTECL,AURY_CRF,DADRI_RF,DHAULIGNGA,DULHASTI,KGSU3AND4,KISHANGANGA,NAPP,NLCTS2EXP,RSTPSU1TO6,RSTPSU7,SINGRAULI,TANDA2,TelanganaSTPP,UNCHAHAR3,AURY_GF,DADRI_GF,JHAJJAR,KOLDAM,NLCIIST1,RIHAND1,SALAL,SIMHST1,TALA,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI2,ANTA_LF,ANTA_RF,BSIUL,NLCEXP,NNTPP,PARBATI3,RIHAND3,SEWA2,SINGRAULI_HYDRO,TALST2,ANTA_CRF,DADRT2,FSTPP I & II,KHSTPP-II,KKNP,KKNPPU2,MAPS,NLCIIST2,TANAKPUR,AURY_LF,DADRI_CRF,CHAMERA1,CHAMERA2,CHAMERA3,KUDGI,RAPPB,SASAN,KHSTPP-I,NJPC,SIMHST2,URI,AURY_RF,DADRI_LF,BRBCL,KGSU1AND2,KOTESHWR,RIHAND2,ANTA_GF
59,14:30-14:45,0,2.2,60.53,76.9,0,0,96.19,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,12.05,20.96,43.71,1.62,23.65,0,46.48,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,27.6,77.81,0,15,0,28.98,121.71,0

60,14:45-15:00,0,2.2,60.53,76.9,0,0,96.19,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,12.05,20.96,43.71,1.62,23.65,0,46.48,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,41.95,77.81,0,15,0,28.98,121.71,0

61,15:00-15:15,0,2.2,60.53,76.9,0,0,96.19,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,12.56,20.96,43.71,1.62,20.68,0,46.48,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,27.6,77.81,0,15,0,28.98,121.71,0

62,15:15-15:30,0,2.2,60.53,76.9,0,0,96.19,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,12.56,20.96,43.71,1.62,20.68,0,46.48,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,13.43,10.69,0,0,154.12,41.89,102.23,0,27.6,77.81,0,15,0,28.98,121.71,0

63,15:30-15:45,0,2.2,60.53,76.9,0,0,96.19,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,12.35,20.96,43.71,1.62,20.68,0,46.48,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,11.19,10.69,0,0,154.12,41.89,102.23,0,27.6,77.81,0,15,0,28.98,121.71,0

64,15:45-16:00,0,2.2,60.53,76.9,0,0,96.19,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,52.28,0,12.35,20.96,43.71,1.62,20.68,0,46.48,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,11.19,10.69,0,0,154.12,41.89,102.23,0,27.6,77.81,0,15,0,28.98,121.71,0

65,16:00-16:15,0,2.2,60.53,76.9,0,0,96.19,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,38.35,0,12.35,20.96,43.71,1.62,20.68,0,45.3,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,11.19,10.69,0,0,154.12,41.89,102.23,0,27.6,77.81,0,15,0,28.98,121.71,0

66,16:15-16:30,0,2.2,60.53,76.9,0,0,96.19,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,38.35,0,12.35,20.96,43.71,1.62,20.68,0,45.3,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,11.19,10.69,0,0,154.12,41.89,102.23,0,27.6,77.81,0,15,0,28.98,121.71,0

67,16:30-16:45,0,2.74,60.53,76.9,0,0,96.19,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,38.35,0,11.47,20.96,43.71,1.62,26.6,0,45.3,6.52,0,0,15.46,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,11.19,10.69,0,0,154.12,41.89,127.78,0,35.33,77.81,0,15,0,28.98,121.71,0

68,16:45-17:00,0,2.74,60.53,76.9,0,0,96.19,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,663.81,2.43,0,47.33,38.35,0,11.47,20.96,43.71,1.62,26.6,0,45.3,6.52,0,0,15.46,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,11.19,10.69,0,0,154.12,41.89,127.78,0,35.33,77.81,0,15,0,28.98,121.71,0

69,17:00-17:15,0,2.74,60.53,76.9,0,0,96.19,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,623.81,2.43,0,47.33,51.13,0,11.85,10.48,43.71,1.62,26.6,0,45.3,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,11.19,10.69,0,0,154.12,41.89,127.78,0,35.33,77.81,0,15,0,38.64,121.71,0

70,17:15-17:30,0,2.74,60.53,76.9,0,0,96.19,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,623.81,2.43,0,47.33,51.13,0,11.58,10.48,43.71,1.62,26.6,0,45.3,6.52,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,0,11.19,10.69,0,0,154.12,41.89,127.78,0,35.33,77.81,0,15,0,38.64,121.71,0

71,17:30-17:45,0,2.74,60.53,76.9,0,0,96.19,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,623.81,2.43,0,47.33,51.13,0,13.7,10.48,43.71,1.62,26.6,0,45.3,1.1,0,0,3.94,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,13.43,11.19,10.69,0,0,154.12,41.89,127.78,0,29.26,77.81,0,15,0,38.64,121.71,0

72,17:45-18:00,0,3.29,60.53,76.9,0,0,96.19,40.4,53.79,0,0,45.34,0,0,0,126.97,2.89,0,0,0,0,623.81,2.43,0,47.33,51.13,0,13.2,10.48,43.71,1.62,26.6,0,45.3,1.1,0,0,5.62,127.6,0,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,14.05,11.19,10.69,0,0,154.12,41.89,153.34,0,29.26,77.81,0,15,0,38.64,121.71,0

73,18:00-18:15,0,3.29,60.53,76.9,0,0,96.19,40.4,53.79,0,1.44,45.34,0,0,0,126.97,2.89,0,0,0,0,623.81,3.64,0,47.33,38.35,0,13.08,10.48,43.05,1.62,26.6,0,45.89,1.1,0,0,21.08,127.6,5.71,0,0,0,686.07,20.8,98.87,0,0,0,0,11.78,0,0,28.1,14.74,10.69,0,0,154.12,41.89,153.34,0,19.87,77.58,0,15,0,38.64,121.71,0

74,18:15-18:30,0,3.29,60.53,76.9,0,0,96.19,40.4,53.79,0,2.88,45.34,0,0,0,126.97,2.89,0,0,0,0,420.51,3.64,0,47.33,38.35,0,13.03,10.48,43.05,1.62,26.6,0,45.89,6.52,0,0,54.11,127.6,11.57,0,0,0,685.72,20.8,98.87,0,0,0,0,11.78,0,0,42.15,29.48,21.37,0,0,154.12,41.89,153.34,0,19.87,77.58,0,15,0,38.64,121.71,0

75,18:30-18:45,0,3.29,60.53,76.9,0,0,96.19,41.42,55.08,0,4.32,45.34,0,0,0,126.97,2.89,0,0,0,0,420.51,4.01,0,47.33,38.35,0,13.62,10.48,43.05,1.62,26.6,0,45.89,19.56,0,0,54.11,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,12.43,0,0,42.15,45.65,33.74,0,0,154.12,41.89,153.34,0,29.26,77.58,0,15,0,42.94,121.71,0

76,18:45-19:00,0,3.29,60.53,76.9,0,0,96.19,41.42,55.08,0,4.32,45.34,0,0,0,126.97,2.89,0,0,0,0,420.51,4.01,0,47.33,51.13,0,13.62,10.48,43.05,1.62,26.6,0,46.24,19.56,0,0,54.11,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,10.37,0,0,42.15,45.65,33.74,0,0,154.12,41.89,153.34,0,50.34,77.58,0,15,0,42.94,121.71,0

77,19:00-19:15,0,3.29,60.53,76.9,0,0,96.19,41.42,55.08,0,4.32,45.34,0,0,0,126.97,2.89,0,0,0,0,429.31,4.01,0,47.33,79.38,0,11.27,10.48,37.42,1.62,26.6,0,46.48,19.56,0,0,54.11,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,10.37,0,0,42.15,45.65,33.74,0,0,154.12,41.89,153.34,0,50.34,77.58,0,15,0,42.94,121.71,0

78,19:15-19:30,0,3.29,60.53,76.9,0,0,96.19,41.42,55.08,0,4.32,45.34,0,0,0,126.97,2.89,0,0,0,0,429.31,4.01,0,47.33,79.38,0,11.27,10.48,37.42,1.62,26.6,0,46.48,19.56,0,0,54.11,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,10.37,0,0,42.15,45.65,33.74,0,0,154.12,41.89,153.34,0,19.87,77.58,0,15,0,42.94,121.71,0

79,19:30-19:45,0,3.29,60.53,76.9,0,0,96.19,41.42,55.08,0,4.32,45.34,0,0,0,126.97,2.89,0,0,0,0,429.31,4.01,0,47.33,79.38,0,11.27,10.48,37.42,1.62,26.6,0,46.48,19.56,0,0,54.11,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,10.37,0,0,42.15,45.65,33.74,0,0,154.12,41.89,153.34,0,19.87,77.58,0,15,0,42.94,121.71,0

80,19:45-20:00,0,3.29,60.53,76.9,0,0,96.19,41.42,55.08,0,4.32,45.34,0,0,0,126.97,2.89,0,0,0,0,429.31,4.01,0,47.33,79.38,0,11.55,10.48,37.42,1.62,26.6,0,46.48,19.56,0,0,7.03,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,10.37,0,0,42.15,45.65,33.74,0,0,154.12,41.89,153.34,0,29.26,77.58,0,15,0,42.94,121.71,0

81,20:00-20:15,0,3.29,60.53,76.9,0,0,96.19,41.42,55.08,0,4.32,45.34,0,0,0,126.97,2.89,0,0,0,0,429.31,4.01,0,47.33,79.38,0,11.55,10.48,37.42,1.62,26.6,0,46.48,19.56,0,0,3.51,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,10.37,0,0,42.15,45.65,33.74,0,0,154.12,41.89,153.34,0,50.34,77.58,0,15,0,42.94,121.71,0

82,20:15-20:30,0,3.29,60.53,76.9,0,0,96.19,41.42,55.08,0,4.32,45.34,0,0,0,126.97,2.89,0,0,0,0,429.31,4.01,0,47.33,79.38,0,11.55,10.48,37.42,1.62,26.6,0,46.48,19.56,0,0,15.46,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,10.37,0,0,42.15,45.65,33.74,0,0,154.12,41.89,153.34,0,50.34,77.58,0,15,0,42.94,121.71,0

83,20:30-20:45,0,2.94,60.53,76.9,0,0,96.19,40.4,53.79,0,2.91,45.34,0,0,0,126.97,2.89,0,0,0,0,429.31,4.01,0,47.33,51.13,0,14.21,10.48,37.42,1.62,26.6,0,46.48,1.1,0,0,15.46,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,9.48,0,0,42.15,44.22,32.08,0,0,154.12,41.89,136.57,0,20.97,77.58,0,15,0,38.64,121.71,0

84,20:45-21:00,0,2.94,60.53,76.9,0,0,96.19,40.4,53.79,0,2.91,45.34,0,0,0,126.97,2.89,0,0,0,0,429.31,4.01,0,47.33,38.35,0,14.37,10.48,37.42,1.62,26.6,0,46.48,1.1,0,0,15.46,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,9.48,0,0,42.15,44.22,32.08,0,0,154.12,41.89,136.57,0,20.97,77.58,0,15,0,38.64,121.71,0

85,21:00-21:15,0,2.94,60.53,76.9,0,0,96.19,40.4,53.79,0,2.91,45.34,0,0,0,120.74,2.89,0,0,0,0,429.31,4.01,0,47.33,38.35,0,14.52,12.22,37.42,1.62,25.85,0,46.48,1.1,0,0,15.46,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,9.48,0,0,42.15,44.22,32.08,0,0,154.12,41.89,136.57,0,22.08,77.81,0,15,0,38.64,121.71,0

86,21:15-21:30,0,2.94,60.53,76.9,0,0,96.19,40.4,53.79,0,2.91,45.34,0,0,0,120.74,2.89,0,0,0,0,429.31,4.01,0,47.33,38.35,0,12.05,13.68,37.42,1.62,25.85,0,46.48,1.1,0,0,15.46,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,9.48,0,0,42.15,44.22,32.08,0,0,154.12,41.89,136.57,0,27.6,77.81,0,15,0,38.64,121.71,0

87,21:30-21:45,0,2.94,60.53,76.9,0,0,96.19,40.4,53.79,0,2.91,45.34,0,0,0,120.74,2.89,0,0,0,0,429.31,4.01,0,47.33,38.35,0,12.05,15.14,37.42,1.62,25.85,0,46.48,1.1,0,0,15.46,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,9.48,0,0,42.15,44.22,32.08,0,0,154.12,41.89,136.57,0,27.6,77.81,0,15,0,38.64,121.71,0

88,21:45-22:00,0,2.94,60.53,76.9,0,0,96.19,40.4,53.79,0,2.91,45.34,0,0,0,120.74,2.89,0,0,0,0,429.31,4.01,0,47.33,38.35,0,12.05,16.59,37.42,1.62,25.85,0,46.48,2.2,0,0,15.46,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,9.48,0,0,42.15,44.22,32.08,0,0,154.12,41.89,136.57,0,27.6,77.81,0,15,0,38.64,121.71,0

89,22:00-22:15,0,3.29,60.53,76.9,0,0,96.19,41.42,55.08,0,4.32,45.34,0,0,0,130.09,2.89,0,0,0,0,429.31,4.01,0,47.33,38.35,0,12.05,16.59,37.42,1.62,22.16,0,47.07,19.56,0,0,15.46,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,11.66,0,0,42.15,45.65,33.74,0,0,154.12,41.89,153.34,0,50.34,77.81,0,15,0,42.94,121.71,0

90,22:15-22:30,0,3.29,60.53,76.9,0,0,96.19,41.42,55.08,0,4.32,45.34,0,0,0,130.09,2.89,0,0,0,0,429.31,4.01,0,47.33,38.35,0,12.05,18.05,37.42,1.62,22.16,0,47.07,19.56,0,0,15.46,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,10.37,0,0,42.15,45.65,33.74,0,0,154.12,41.89,153.34,0,50.34,77.81,0,15,0,42.94,121.71,0

91,22:30-22:45,0,3.29,60.53,76.9,0,0,96.19,41.42,55.08,0,4.32,45.34,0,0,0,131.65,2.89,0,0,0,0,429.31,4.01,0,47.33,38.35,0,6.91,19.5,37.42,1.62,20.68,0,47.07,19.56,0,0,15.46,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,12.43,0,0,42.15,45.65,33.74,0,0,154.12,41.89,153.34,0,29.26,77.81,0,15,0,42.94,121.71,0

92,22:45-23:00,0,3.29,60.53,76.9,0,0,96.19,41.42,55.08,0,4.32,45.34,0,0,0,132.43,2.89,0,0,0,0,429.31,4.01,0,47.33,38.35,0,6.91,20.96,37.42,1.62,20.68,0,47.07,19.56,0,0,15.46,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,12.43,0,0,42.15,45.65,33.74,0,0,154.12,41.89,153.34,0,29.26,77.81,0,15,0,42.94,121.71,0

93,23:00-23:15,0,2.44,60.53,76.9,0,0,96.19,40.4,53.79,0,2.88,45.34,0,0,0,132.43,2.89,0,0,0,0,429.31,4.01,0,47.33,38.35,0,6.91,20.96,37.42,1.62,20.68,0,48.26,6.52,0,0,15.46,127.6,17.37,0,0,0,685.72,20.8,98.87,0,0,0,0,9.48,0,0,42.15,44.22,32.08,0,0,154.12,41.89,113.81,0,29.26,77.81,0,15,0,38.64,121.71,0

94,23:15-23:30,0,2.44,60.53,76.9,0,0,96.19,40.4,53.79,0,1.44,45.34,0,0,0,132.43,2.89,0,0,0,0,429.31,4.01,0,47.33,38.35,0,6.91,20.96,37.42,1.62,20.68,0,48.26,6.52,0,0,15.46,127.6,11.57,0,0,0,685.72,20.8,98.87,0,0,0,0,9.48,0,0,42.15,44.22,32.08,0,0,154.12,41.89,113.81,0,29.26,77.81,0,15,0,38.64,121.71,0

95,23:30-23:45,0,2.44,60.53,76.9,0,0,96.19,40.4,53.79,0,0,45.34,0,0,0,132.43,2.89,0,0,0,0,429.31,4.01,0,47.33,38.35,0,6.91,20.96,37.42,1.62,20.68,0,48.26,6.52,0,0,15.46,127.6,11.57,0,0,0,685.72,20.8,98.87,0,0,0,0,9.48,0,0,42.15,44.22,32.08,0,0,154.12,41.89,113.81,0,27.6,77.81,0,15,0,38.64,121.71,0

96,23:45-24:00,0,2.44,60.53,76.9,0,0,96.19,40.4,53.79,0,0,45.34,0,0,0,132.43,2.89,0,0,0,0,429.31,4.01,0,47.33,38.35,0,6.91,20.96,37.42,1.62,20.68,0,48.26,6.52,0,0,15.46,127.6,11.57,0,0,0,685.72,20.8,98.87,0,0,0,0,9.48,0,0,42.15,44.22,32.08,0,0,154.12,41.89,113.81,0,27.6,77.81,0,15,0,38.64,121.71,0

