Block,Time,BSIUL,CHAMERA2,DHAULIGNGA,KHSTPP-II,KKNPPU2,MAPS,RAPPC,RSTPSU7,TALA,TANDA2,VALLURNTECL,KOLDAM,KUDGI,NTPL,PARBATI2,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR2,AURY_CRF,DADRI_GF,BRBCL,CHAMERA3,KHSTPP-I,KISHANGANGA,NLCIIST2,AURY_GF,AURY_RF,CHAMERA1,KKNP,NJPC,RIHAND2,TelanganaSTPP,UNCHAHAR4,ANTA_RF,DADRI_RF,DADRT2,KGSU1AND2,RIHAND1,RIHAND3,RSTPSU1TO6,TALST2,TANAKPUR,UNCHAHAR1,ANTA_CRF,DADRI_LF,DULHASTI,PARBATI3,SIMHST2,SINGRAULI,UNCHAHAR3,URI,URI2,ANTA_LF,JHAJJAR,NAPP,NLCEXP,NLCIIST1,NLCTS2EXP,RAPPB,RAPPD,SALAL,SASAN,FSTPP I & II,KGSU3AND4,KOTESHWR,NNTPP,RAMPUR,SEWA2,TEHRI,ANTA_GF,AURY_LF,DADRI_CRF
59,14:30-14:45,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,0,124.58,0,3.2,47.24,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,428.67,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,0,0,0,0,0,0

60,14:45-15:00,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,0,124.58,0,3.2,47.24,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,448.67,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,0,0,0,0,0,0

61,15:00-15:15,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,0,124.58,0,3.2,47.24,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,448.67,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,0,0,0,0,0,0

62,15:15-15:30,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,0,124.58,0,3.2,47.24,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,448.67,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,0,0,0,0,0,0

63,15:30-15:45,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,0,0,0,124.58,0,3.2,47.24,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,448.67,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,0,0,0,0,0,0

64,15:45-16:00,13.04,16.27,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,0,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,14.05,0,27.66,124.58,0,3.2,47.24,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,448.67,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,1.1,0,0,0,0,0

65,16:00-16:15,6.52,32.53,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,3.76,0,1,45,0,0,20,11.67,45.53,8.63,0,0,81.31,14.05,0,55.33,124.58,0,3.2,47.24,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,448.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,2.19,5.88,0,0,0,0

66,16:15-16:30,6.52,32.53,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,7.52,0,1,45,0,0,20,23.33,45.53,8.63,0,0,81.31,28.1,0,82.99,124.58,0,3.2,47.24,98.41,688.92,0,97.23,130.79,0,0,2.05,21.64,0,0,59.5,0,0,143.68,27.68,50.23,0,0,448.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,3.29,11.68,0,0,0,0

67,16:30-16:45,6.52,32.53,0,148.3,0,0,69.07,0,0,5.7,0,0,0,0,7.52,0,1,45,0,0,20,23.33,45.53,8.63,0,0,81.31,28.1,0,82.99,124.58,0,3.2,47.24,98.41,688.92,0,97.23,130.79,0,0,8.33,21.64,0,0,59.5,4.29,0,143.68,27.68,50.23,9.64,0,448.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,3.29,11.68,11.8,0,0,0

68,16:45-17:00,6.52,32.53,0,148.3,0,0,69.07,0,0,5.7,0,2.01,0,0,7.52,0,1,45,0,0,20,23.33,45.53,8.63,0,0,81.31,42.15,0,82.99,124.58,0,3.2,47.24,98.41,688.92,0,97.23,130.79,0,0,8.33,21.64,0,0,59.5,4.29,0,143.68,27.68,50.23,19.28,0,448.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,3.29,11.68,11.8,0,0,0

69,17:00-17:15,6.52,32.53,0,148.3,0,0,69.07,0,0,5.7,0,4.12,0,0,7.52,0,1,45,0,0,20,23.33,45.53,8.63,0,0,81.31,42.15,0,82.99,124.58,0,3.2,47.24,98.41,688.92,0,97.23,130.79,0,0,8.33,21.64,0,0,59.5,16.88,0,143.68,27.68,52.36,28.92,0,448.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,3.29,12.61,11.8,0,0,0

70,17:15-17:30,6.52,32.53,0,148.3,0,0,69.07,0,0,5.7,0,6.13,0,0,11.28,0,1,45,0,0,20,23.33,45.53,8.63,0,0,81.31,42.15,0,110.67,124.58,0,3.2,47.24,98.41,688.92,0,97.23,130.79,0,0,8.33,21.64,0,0,59.5,16.88,0,143.68,27.68,52.36,28.92,0,418.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,4.4,18.9,23.59,0,0,0

71,17:30-17:45,6.52,32.53,0,148.3,0,0,69.07,0,0,5.7,0,9.59,0,0,15.02,0,1,45,0,0,20,23.33,45.53,8.63,0,0,81.31,42.15,0,110.67,124.58,0,3.2,47.24,98.41,688.92,0,97.23,130.79,0,0,8.33,21.64,0,0,59.5,19.64,0,143.68,27.68,52.36,19.28,0,418.67,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,4.4,18.9,23.59,0,0,0

72,17:45-18:00,6.52,48.81,0,148.3,0,0,69.07,0,0,5.7,0,9.59,0,0,15.02,0,1,45,0,0,20,23.33,45.53,8.63,0,0,81.31,42.15,0,110.67,124.58,0,3.2,47.24,98.41,688.92,0,97.23,130.79,0,0,8.33,21.64,0,0,59.5,19.64,0,143.68,27.68,52.36,19.28,0,388.67,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,4.4,18.9,23.59,0,0,0

73,18:00-18:15,13.04,48.81,10.95,148.3,0,0,69.07,0,0,5.7,0,9.59,0,0,15.02,0,1,45,0,0,20,23.33,45.53,8.63,0,0,81.31,42.15,0,110.67,124.58,0,3.2,47.24,98.41,688.92,0,97.23,130.79,0,0,1.15,21.64,0,0,59.5,19.64,0,143.68,27.68,52.36,19.28,0,388.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,4.4,18.9,35.39,0,0,0

74,18:15-18:30,13.04,48.81,21.88,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,22.54,0,1,43.9,0,0,20,23.33,45.53,8.63,0,0,81.31,42.15,0,110.67,124.58,0,1.9,47.24,98.41,688.92,0,97.23,130.79,0,0,1.15,21.34,0,0,59.5,24.55,0,143.68,27.18,52.36,19.28,0,388.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,4.4,18.9,35.39,0,0,0

75,18:30-18:45,19.56,50.39,43.78,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,44.33,0,1,43.9,0,0,20,35.03,45.53,8.68,0,0,81.31,42.15,0,138.33,124.58,0,1.9,47.24,98.41,686.12,0,97.23,130.79,0,0,1.15,21.34,0,0,60.23,59.84,0,143.68,27.18,50.23,19.28,0,388.67,25.64,0,0,0,0,30,53.45,345.94,20.8,0,23.17,0,5.5,20.09,35.39,0,0,0

76,18:45-19:00,19.56,50.39,43.78,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,44.33,0,1,43.9,0,0,20,35.03,45.53,8.68,0,0,81.31,42.15,0,138.33,124.58,0,1.9,47.24,98.41,686.12,0,97.23,130.79,0,0,1.15,21.34,0,0,60.23,59.84,0,143.68,27.18,50.23,19.28,0,385.27,25.64,0,0,0,0,30,79.38,345.94,20.8,0,23.17,0,5.5,20.09,35.39,0,0,0

77,19:00-19:15,19.56,50.39,43.78,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,44.33,0,1,43.9,0,0,20,35.03,45.53,8.68,0,0,81.31,42.15,0,138.33,124.58,0,1.9,47.89,98.41,686.12,0,97.23,130.79,0,0,1.15,21.34,0,0,60.23,59.84,0,143.68,27.18,50.23,28.92,0,385.27,25.64,0,0,0,0,30,79.38,345.94,20.8,0,23.17,0,5.5,20.09,35.39,0,0,0

78,19:15-19:30,19.56,50.39,43.78,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,44.33,0,1,43.9,0,0,20,35.03,45.53,8.68,0,0,81.31,42.15,0,138.33,124.58,0,1.9,47.89,98.41,686.12,0,97.23,130.79,0,0,1.15,21.34,0,0,60.23,59.84,0,143.68,27.18,50.23,28.92,0,385.27,25.64,0,0,0,0,30,79.38,345.94,20.8,0,23.17,0,5.5,20.09,35.39,0,0,0

79,19:30-19:45,19.56,50.39,43.78,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,44.33,0,1,43.9,0,0,20,35.03,45.53,8.68,0,0,81.31,42.15,0,138.33,124.58,0,1.9,47.89,98.41,686.12,0,97.23,130.79,0,0,1.15,21.34,0,0,60.23,59.84,0,143.68,27.18,50.23,28.92,0,385.27,25.64,0,0,0,0,30,79.38,345.94,20.8,0,23.17,0,5.5,20.09,35.39,0,0,0

80,19:45-20:00,19.56,50.39,43.78,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,44.33,0,1,43.9,0,0,20,35.03,45.53,8.68,0,0,81.31,42.15,0,138.33,124.58,0,1.9,47.89,98.41,686.12,0,97.23,130.79,0,0,1.15,21.34,0,0,60.23,59.84,0,143.68,27.18,50.23,28.92,0,385.27,25.64,0,0,0,0,30,79.38,345.94,20.8,0,23.17,0,5.5,20.09,35.39,0,0,0

81,20:00-20:15,19.56,50.39,43.78,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,44.33,0,1,43.9,0,0,20,35.03,45.53,8.68,0,0,81.31,42.15,0,138.33,124.58,0,1.9,47.89,98.41,686.12,0,97.23,130.79,0,0,1.15,21.34,0,0,60.23,59.84,0,143.68,27.18,50.23,39.68,0,385.27,25.64,0,0,0,0,30,79.38,345.94,20.8,0,23.17,0,5.5,20.09,35.39,0,0,0

82,20:15-20:30,19.56,50.39,43.78,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,44.33,0,1,43.9,0,0,20,35.03,45.53,8.68,0,0,81.31,42.15,0,138.33,124.58,0,1.9,47.89,98.41,686.12,0,97.23,130.79,0,0,1.15,21.34,0,0,60.23,59.84,0,143.68,27.18,50.23,39.68,0,385.27,25.64,0,0,0,0,30,53.45,345.94,20.8,0,23.17,0,5.5,20.09,35.39,0,0,0

83,20:30-20:45,13.04,48.81,21.88,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,22.54,0,1,43.9,0,0,20,35.03,45.53,8.63,0,0,81.31,42.15,0,138.33,124.58,0,1.9,47.89,98.41,686.12,0,97.23,130.79,0,0,1.15,21.34,0,0,59.5,24.55,0,150.34,27.18,50.23,39.68,0,385.27,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,5.5,18.9,35.39,0,0,0

84,20:45-21:00,13.04,48.81,21.88,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,22.54,0,1,43.9,0,0,20,35.03,45.53,8.63,0,0,81.31,42.15,0,138.33,124.58,0,1.9,47.89,98.41,686.12,0,97.23,130.79,0,0,1.15,21.34,0,0,59.5,23.02,0,150.34,27.18,50.23,39.68,0,385.27,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,5.5,18.9,35.39,0,0,0

85,21:00-21:15,13.04,48.81,32.83,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,22.54,0,1,43.9,0,0,20,35.03,45.53,8.63,0,0,81.31,42.15,0,138.33,124.58,0,1.9,48.55,98.41,686.12,0,97.23,130.79,0,0,1.15,21.34,0,0,59.5,23.02,0,150.34,27.18,50.23,39.68,0,385.27,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,5.5,18.9,35.39,0,0,0

86,21:15-21:30,13.04,48.81,32.83,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,22.54,0,1,43.9,0,0,20,35.03,45.53,8.63,0,0,81.31,42.15,0,138.33,124.58,0,1.9,48.55,98.41,686.12,0,97.23,130.79,0,0,1.15,21.34,0,0,59.5,24.55,0,150.34,27.18,50.23,39.68,0,385.27,25.64,0,0,0,0,30,53.45,345.94,20.8,0,10.43,0,5.5,18.9,35.39,0,0,0

87,21:30-21:45,19.56,50.39,43.78,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,44.33,0,1,43.9,0,0,20,35.03,45.53,8.68,0,0,81.31,42.15,0,165.99,124.58,0,1.9,48.55,98.41,686.12,0,97.23,130.79,0,0,1.15,21.34,0,0,60.23,59.84,0,150.34,27.18,50.23,39.68,0,385.27,25.64,0,0,0,0,30,53.45,345.94,20.8,0,23.17,0,6.5,20.09,35.39,0,0,0

88,21:45-22:00,19.56,50.39,43.78,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,44.33,0,1,43.9,0,0,20,35.03,45.53,8.68,0,0,81.31,42.15,0,165.99,124.58,0,1.9,48.55,98.41,686.12,0,97.23,130.79,0,0,1.15,21.34,0,0,60.23,59.84,0,150.34,27.18,50.23,39.68,0,385.27,25.64,0,0,0,0,30,53.45,345.94,20.8,0,23.17,0,6.5,20.09,35.39,0,0,0

89,22:00-22:15,19.56,50.39,43.78,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,44.33,0,1,43.9,0,0,20,35.03,45.53,8.68,0,0,81.31,42.15,0,165.99,124.58,0,1.9,48.55,98.41,686.12,0,97.23,130.79,0,0,0,21.34,0,0,60.23,59.84,0,150.34,27.18,50.23,39.68,0,385.27,25.64,0,0,0,0,30,40.09,345.94,20.8,0,23.17,0,6.5,20.09,35.39,0,0,0

90,22:15-22:30,19.56,50.39,43.78,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,44.33,0,1,43.9,0,0,20,35.03,45.53,8.68,0,0,81.31,42.15,0,165.99,124.58,0,1.9,48.55,98.41,686.12,0,97.23,130.79,0,0,0,21.34,0,0,60.23,59.84,0,150.34,27.18,50.23,39.68,0,385.27,25.64,0,0,0,0,30,40.09,345.94,20.8,0,23.17,0,6.5,20.09,35.39,0,0,0

91,22:30-22:45,19.56,48.81,21.88,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,18.78,0,1,43.9,0,0,20,35.03,45.53,8.63,0,0,81.31,42.15,0,138.33,124.58,0,1.9,48.55,98.41,686.12,0,97.23,130.79,0,0,0,21.34,0,0,59.5,36.83,0,150.34,27.18,50.23,39.68,0,385.27,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,5.5,18.9,35.39,0,0,0

92,22:45-23:00,19.56,48.81,10.95,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,18.78,0,1,43.9,0,0,20,35.03,45.53,8.63,0,0,81.31,42.15,0,110.67,124.58,0,1.9,48.55,98.41,686.12,0,97.23,130.79,0,0,0,21.34,0,0,59.5,36.83,0,150.34,27.18,50.23,39.68,0,385.27,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,4.4,18.9,35.39,0,0,0

93,23:00-23:15,19.56,48.81,10.95,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,18.78,0,1,43.9,0,0,20,35.03,45.53,8.63,0,0,81.31,42.15,0,75.04,124.58,0,1.9,48.55,98.41,686.12,0,97.23,130.79,0,0,0,21.34,0,0,59.5,36.83,0,150.34,27.18,50.23,38.1,0,385.27,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,2.98,18.9,35.39,0,0,0

94,23:15-23:30,19.56,48.81,10.95,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,18.78,0,1,43.9,0,0,20,35.03,45.53,8.63,0,0,81.31,42.15,0,75.04,124.58,0,1.9,48.55,98.41,686.12,0,97.23,130.79,0,0,0,21.34,0,0,59.5,36.83,0,150.34,27.18,50.23,38.1,0,385.27,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,2.98,18.9,35.39,0,0,0

95,23:30-23:45,19.56,48.81,10.95,148.3,0,0,69.07,0,0,3.5,0,9.59,0,0,18.78,0,1,43.9,0,0,20,35.03,45.53,8.63,0,0,81.31,42.15,0,75.04,124.58,0,1.9,48.55,98.41,686.12,0,97.23,130.79,0,0,0,21.34,0,0,59.5,36.83,0,150.34,27.18,50.23,38.1,0,385.27,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,2.98,18.9,35.39,0,0,0

96,23:45-24:00,19.56,48.81,10.95,148.3,0,0,69.07,0,0,3.5,0,7.19,0,0,18.78,0,1,43.9,0,0,20,35.03,45.53,8.63,0,0,81.31,42.15,0,75.04,124.58,0,1.9,48.55,98.41,686.12,0,97.23,130.79,0,0,0,21.34,0,0,59.5,36.83,0,150.34,27.18,50.23,38.1,0,385.27,25.64,0,0,0,0,30,40.09,345.94,20.8,0,10.43,0,2.98,18.9,35.39,0,0,0

