Column1,Time,GNA/WR/2025/01/01/9606,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/01/8738,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,GNA/WR/2024/11/01/4200,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/6528,GNA/WR/2025/01/01/8625,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,GNA/NR/2025/01/01/3945,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/8058,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/3514,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12
7,01:30-01:45,0,1.56,0,60.22,0,69.71,59.1,47.8,0,0,1.06,0,0,0,100.01,0,0,7,0,0,0,0,0,81.66,36.67,81.67,33.33,33.33,20.07,8.6,0,1.64,80.3,0,25.81,0,26.77,25.24,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

8,01:45-02:00,0,1.56,0,60.22,0,69.71,59.1,47.8,0,0,1.06,0,0,0,100.01,0,0,7,0,0,0,0,0,81.66,36.67,81.67,33.33,33.33,20.07,8.6,0,1.64,52.57,0,25.81,0,26.77,25.24,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

9,02:00-02:15,0,1.56,0,60.22,0,69.71,59.1,47.8,0,0,1.06,0,0,0,102.49,0,0,7,0,0,0,0,0,81.66,36.67,81.67,34.17,34.17,20.07,8.6,0,1.55,52.57,0,25.81,0,26.77,25.24,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

10,02:15-02:30,0,1.56,0,60.22,0,69.71,59.1,47.8,0,0,1.06,0,0,0,102.49,0,0,7,0,0,0,0,0,81.66,36.33,81.67,34.17,34.17,20.07,8.6,0,1.55,52.57,0,25.81,0,26.77,25.24,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

11,02:30-02:45,0,1.56,0,60.22,0,69.71,59.1,47.8,0,0,1.06,0,0,0,102.49,0,0,7,0,0,0,0,0,81.66,36.67,81.67,34.17,34.17,20.07,8.6,0,1.55,52.57,0,25.81,0,26.77,24.73,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

12,02:45-03:00,0,1.56,0,60.22,0,69.71,59.1,47.8,0,0,1.06,0,0,0,102.49,0,0,7,0,0,0,0,0,81.66,36.67,81.67,34.17,34.17,20.07,8.6,0,1.55,52.57,0,25.81,0,26.77,24.73,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

13,03:00-03:15,0,1.52,0,60.22,0,69.71,59.1,47.8,0,0,1.06,0,0,0,102.49,0,0,7,0,0,0,0,0,81.66,36.67,81.67,34.17,34.17,20.07,8.6,0,1.64,52.57,0,25.81,0,26.77,24.73,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

14,03:15-03:30,0,1.52,0,60.22,0,69.71,59.1,47.8,0,0,1.06,0,0,0,102.49,0,0,7,0,0,0,0,0,81.66,36.67,81.67,34.17,34.17,20.07,8.6,0,1.64,52.57,0,25.81,0,26.77,24.73,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

15,03:30-03:45,0,1.52,0,60.22,0,69.71,59.1,47.8,0,0,1.06,0,0,0,102.49,0,0,7,0,0,0,0,0,81.66,36.67,81.67,34.17,34.17,20.07,8.6,0,1.64,52.57,0,25.81,0,26.77,24.73,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

16,03:45-04:00,0,1.52,0,60.22,0,69.71,59.1,47.8,0,0,1.06,0,0,0,102.49,0,0,7,0,0,0,0,0,81.66,36.67,81.67,34.17,34.17,20.07,8.6,0,1.64,52.57,0,25.81,0,26.77,24.73,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

17,04:00-04:15,0,1.52,0,60.22,0,69.71,59.1,47.8,0,0,1.06,0,0,0,102.49,0,0,7,0,0,0,0,0,81.66,36.67,81.67,34.17,34.17,20.07,8.6,0,1.64,52.57,0,25.81,0,26.77,24.73,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

18,04:15-04:30,0,1.52,0,60.22,0,69.71,59.1,47.8,0,0,1.06,0,0,0,102.49,0,0,7,0,0,0,0,0,81.66,36.67,81.67,34.17,34.17,20.07,8.6,0,1.64,52.57,0,25.81,0,26.77,24.73,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

19,04:30-04:45,0,1.52,0,60.22,0,69.71,59.1,47.8,0,0,1.06,0,0,0,102.49,0,0,7,0,0,0,0,0,81.66,31.67,81.67,34.17,34.17,20.07,8.6,0,1.64,52.57,0,25.81,0,26.77,24.73,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

20,04:45-05:00,0,1.52,0,60.22,0,69.71,59.1,47.8,0,0,1.06,0,0,0,102.49,0,0,7,0,0,0,0,0,81.66,30.33,81.67,34.17,34.17,20.07,8.6,0,1.64,52.57,0,25.81,0,26.77,24.73,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

21,05:00-05:15,0,1.52,0,60.22,0,69.71,59.1,47.8,0,0,1.06,0,0,0,102.49,0,0,7,0,0,0,0,0,81.66,29.33,81.67,34.17,34.17,20.07,8.6,0,1.55,52.57,0,25.81,0,26.77,24.73,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

22,05:15-05:30,0,1.52,0,60.22,0,69.71,59.1,47.8,0,0,1.06,0,0,0,102.49,0,0,7,0,0,0,0,0,81.66,28,81.67,34.17,34.17,20.07,8.6,0,1.55,52.57,0,25.81,0,26.77,24.73,47.8,25.81,25.81,47.8,28.68,19.12,0,0,0,0,0

23,05:30-05:45,0,1.52,0,60.22,0,69.71,59.1,47.8,0,0,1.06,0,0,0,90,0,0,7,0,0,0,0,0,81.34,26.67,81.33,30,30,20.07,8.6,0,1.55,66.91,0,28.68,0,26.77,24.22,47.8,28.68,28.68,47.8,28.68,19.12,0,0,0,0,0

24,05:45-06:00,0,1.52,0,82.95,0,65.59,59.1,47.8,0,0,1.06,0,0,0,88.5,0,0,7,0,0,0,0,0,78.34,25.67,78.33,29.5,29.5,20.07,8.6,0,1.55,62.13,0,28.68,0,26.77,24.22,47.8,28.68,28.68,47.8,28.68,19.12,0,0,0,0,0

25,06:00-06:15,0,1.52,0,92.71,0,65.59,74.11,47.8,0,0,1.06,0,0,0,87,0,0.52,7,0,0,0,0,0,79,24,79,29,29,20.07,8.6,0,1.64,88.9,0,31.54,0,26.77,24.22,47.8,31.54,31.54,47.8,28.68,19.12,0,0,0,0,0

26,06:15-06:30,0,1.52,0,103.24,0,65.59,86.22,47.8,0,0,1.06,0,0,0.01,86.51,0.1,0.93,7,0,0,0,0,0,78.66,22.67,78.67,28.83,28.83,20.07,8.6,0,1.64,99.59,0,31.54,0,26.77,24.22,47.8,31.54,31.54,47.8,28.68,19.12,0,0,0,0,0

27,06:30-06:45,0,1.52,0,103.24,0,65.59,86.22,47.8,0,0,1.06,0,0,0.86,102.49,0.22,1.37,7,0,0,0,0,0,78,26,78,34.17,34.17,20.07,8.6,0,1.64,99.59,0,36.32,0,26.77,24.22,47.8,36.32,36.32,47.8,28.68,19.12,0,0,0,0,0

28,06:45-07:00,0,1.52,0.1,103.24,0.1,65.59,86.22,47.8,0.1,0,1.06,0,0,2.89,102.49,0.32,2.84,7,0,0,1,0,0,78.66,25.67,78.67,34.17,34.17,20.07,8.6,0,1.64,99.59,0,36.32,0,26.77,23.72,47.8,36.32,36.32,47.8,28.68,19.12,0,0,0,0,0

29,07:00-07:15,0,1.52,0.24,103.24,0.24,112.45,86.22,47.8,0.24,0,1.02,0,0,6.88,102,1.12,5.9,7,0,2,3,0.16,0,79.34,28.33,79.33,34,34,20.07,14.34,50,1.64,99.59,0,36.32,0,26.77,23.72,47.8,36.32,36.32,47.8,28.68,19.12,1,0,0,0,0

30,07:15-07:30,0,1.52,0.53,103.24,0.53,112.45,86.22,47.8,0.53,0,1.02,0,0,13.46,100.5,2.47,10.68,7,1,3,7,0.8,0,79,27.67,79,33.5,33.5,20.07,14.34,50,1.64,99.59,0,36.32,0,26.77,23.21,47.8,36.32,36.32,47.8,28.68,19.12,2,0,0,1,0

31,07:30-07:45,0,1.52,0.96,103.24,0.96,112.45,86.22,47.8,0.98,32,1.02,0,0,22.71,91.01,6.78,16.89,7,4,5,13,2.48,1,69.34,27,69.33,30.33,30.33,20.07,14.34,50,1.64,99.59,0,43.02,0,26.77,23.21,47.8,36.32,36.32,47.8,28.68,19.12,3,0.25,1,2,1.24

32,07:45-08:00,0,1.52,1.75,103.24,1.75,112.45,86.22,47.8,1.8,32,1.02,0,0,30.05,90.49,8.45,26.45,7,7,7,21,5.6,3,66.34,26.33,66.33,30.17,30.17,20.07,14.34,50,1.64,99.59,0,43.02,0,26.77,23.21,47.8,36.32,36.32,47.8,28.68,19.12,5,1.79,2,2,8.96

33,08:00-08:15,0,1.52,2.36,109.53,2.36,112.45,86.22,47.8,2.42,32,1.02,0,0,29.85,90,10.53,29.85,7,11,10,29,10.95,4,63,26,63,30,30,20.07,14.34,50,1.55,99.59,0,43.02,0,26.77,24.22,47.8,36.32,36.32,47.8,28.68,19.12,7,4.75,3,3,23.75

34,08:15-08:30,0,1.52,2.88,109.53,2.88,112.45,86.22,47.8,2.96,32,1.02,0,0,29.9,91.01,15.76,29.9,7,14,12,29.9,19.22,6,59.34,25.67,59.33,30.33,30.33,20.07,14.34,50,1.55,99.59,0,43.02,0,26.77,24.22,47.8,36.32,36.32,47.8,28.68,19.12,9,8.77,4,5,43.88

35,08:30-08:45,0,1.52,3.37,109.53,3.37,112.45,86.22,47.8,3.46,32,1.02,0,0,30.4,92.51,20.98,30.4,7,18,22,30.4,30.56,7,59,25.33,59,30.83,30.83,20.07,14.34,50,1.55,99.59,0,43.02,0,26.77,24.73,47.8,36.32,36.32,47.8,28.68,19.12,11,14.27,7,5,71.33

36,08:45-09:00,0,1.52,3.85,109.53,3.85,112.45,86.22,47.8,3.94,32,1.02,0,0,30.8,91.99,26.22,30.8,7,21,30,30.8,44.1,9,58.66,24.67,58.67,30.67,30.67,20.07,14.34,50,1.55,99.59,0,43.02,0,26.77,24.73,47.8,36.32,36.32,47.8,28.68,19.12,12,18.72,11,6,93.6

37,09:00-09:15,0,1.47,4.8,109.53,4.8,112.45,86.22,47.8,4.92,32,1.02,0,0,30.8,100.01,32.24,30.8,7,25,47,30.8,57.72,10,58.34,31.67,58.33,33.33,33.33,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,17,22.8,16,8,114.02

38,09:15-09:30,0,1.47,5.52,109.53,5.52,112.45,86.22,47.8,5.66,32,1.02,0,0,30.8,94.5,40.88,30.8,7,28,53,30.8,70.03,12,57.66,31.67,57.67,31.5,31.5,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,18,26.57,20,9,132.83

39,09:30-09:45,0,1.47,7.47,109.53,7.47,112.45,86.22,47.8,7.66,30.5,1.02,0,0,30.8,81,51.76,30.8,7.6,32,63,30.8,80.9,13,57,30.67,57,27,27,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,26.75,47.8,36.32,36.32,47.8,28.68,19.12,20,30.31,22,10,151.58

40,09:45-10:00,0,1.47,9.78,109.53,9.78,112.45,86.22,47.8,10.03,30.5,1.02,0,0,30.8,67.01,60.37,30.8,7.6,35,70,30.8,90.76,15,56,28.67,56,22.33,22.33,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,26.75,47.8,36.32,36.32,47.8,28.68,19.12,23,33.99,25,12,169.94

41,10:00-10:15,0,1.47,12.03,117.79,12.03,112.45,86.22,47.8,12.34,32,1.02,0,0,30.8,67.5,66.88,30.8,7.6,53,80,30.8,100.29,22,55,28,55,22.5,22.5,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,26.75,47.8,36.32,36.32,47.8,28.68,19.12,33,37.33,31,17,186.68

42,10:15-10:30,0,1.47,12.84,117.79,12.84,112.45,86.22,47.8,13.15,32,1.02,0,0,30.8,67.01,73.84,30.8,7.6,63,83,30.8,109.36,27,54.34,27.33,54.33,22.33,22.33,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,26.75,47.8,36.32,36.32,47.8,28.68,19.12,43,40.34,34,22,201.69

43,10:30-10:45,0,1.47,13.74,117.79,13.74,65.59,86.22,47.8,14.09,32,1.02,0,0,30.8,66,78.28,30.8,7.2,102,88,30.8,117.33,43,51,26.33,51,22,22,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,26.24,47.8,36.32,36.32,47.8,28.68,19.12,53,42.87,39,27,214.37

44,10:45-11:00,0,1.47,14.02,117.79,14.02,65.59,86.22,47.8,14.36,32,1.02,0,0,30.8,67.01,83.24,30.8,6.8,116,91,30.8,124.31,49,51.34,26,51.33,22.33,22.33,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,63,45.12,42,32,225.59

45,11:00-11:15,0,1.47,14.71,117.79,14.71,65.59,86.22,47.8,15.08,32,1.06,0,0,30.8,68.51,84.12,30.8,7,154,92,30.8,130.26,66,50.66,22.67,50.67,22.83,22.83,20.07,14.34,0,1.55,99.59,0,43.02,0,26.77,24.22,47.8,36.32,36.32,47.8,28.68,19.12,76,46.67,44,38,233.33

46,11:15-11:30,0,1.47,17.59,117.79,17.59,65.59,86.22,47.8,16.14,32,1.06,0,0,30.8,69.49,84.12,30.8,7,172,92,30.8,135.17,73,49,21.67,49,23.17,23.17,20.07,14.34,0,1.55,99.59,0,43.02,0,26.77,24.22,47.8,36.32,36.32,47.8,28.68,19.12,82,46.67,45,41,233.33

47,11:30-11:45,0,1.47,17.59,117.79,17.59,65.59,86.22,47.8,16.14,32,1.06,0,0,30.8,71.51,84.12,30.8,7,189,93,30.8,139.47,81,42.66,21,42.67,23.83,23.83,20.07,14.34,0,1.55,99.59,0,43.02,0,26.77,24.22,47.8,36.32,36.32,47.8,28.68,19.12,90,46.67,46,45,233.33

48,11:45-12:00,0,1.47,17.59,117.79,17.59,65.59,86.22,47.8,16.14,32,1.06,0,0,30.8,75,84.12,30.8,7,193,93,30.8,142.97,82,41.34,20.33,41.33,25,25,20.07,14.34,0,1.55,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,90,46.67,46,45,233.33

49,12:00-12:15,0,1.52,17.59,117.79,17.59,69.71,86.22,47.8,16.14,32,1.06,0,0,30.8,71.51,85.66,30.8,7,193,95,30.8,145.91,82,40,16.67,40,23.83,23.83,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,97,46.67,46,48,233.33

50,12:15-12:30,0,1.52,17.59,117.79,17.59,69.71,86.22,47.8,16.14,32,1.06,0,0,30.8,69,85.66,30.8,7,193,95,30.8,147.67,82,39,16.33,39,23,23,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,97,46.67,46,48,233.33

51,12:30-12:45,0,1.52,17.59,117.79,17.59,69.71,86.22,47.8,16.14,27,1.06,0,0,30.8,66.49,85.66,30.8,8,196,95,30.8,148.49,84,37.66,16,37.67,22.17,22.17,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,24.73,47.8,36.32,36.32,47.8,28.68,19.12,97,46.67,46,48,233.33

52,12:45-13:00,0,1.52,17.59,117.79,17.59,69.71,86.22,47.8,16.14,27,1.06,0,0,30.8,63.49,85.66,30.8,8,196,95,30.8,148.38,84,36.34,15.67,36.33,21.17,21.17,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,24.73,47.8,36.32,36.32,47.8,28.68,19.12,97,46.67,46,48,233.33

53,13:00-13:15,0,1.52,17.59,117.79,17.59,69.71,86.22,47.8,16.14,27,1.06,0,0,30.8,60.49,85.66,30.8,8,193,95,30.8,147.01,82,35.34,15.33,35.33,20.17,20.17,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,24.73,47.8,36.32,36.32,47.8,28.68,19.12,97,46.67,46,48,233.33

54,13:15-13:30,0,1.52,17.59,117.79,17.59,69.71,74.11,47.8,16.14,27,1.06,0,0,30.8,57,85.66,30.8,8,189,93,30.8,144.71,81,35,14.33,35,19,19,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,24.73,47.8,36.32,36.32,47.8,28.68,19.12,97,46.67,45,48,233.33

55,13:30-13:45,0,1.52,17.59,117.79,17.59,69.71,63.68,47.8,16.14,27,1.06,0,0,30.8,54,85.52,30.8,8,186,93,30.8,141.32,79,35,13.67,35,18,18,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,24.73,47.8,36.32,36.32,47.8,28.68,19.12,93,46.67,44,47,233.33

56,13:45-14:00,0,1.52,17.59,117.79,17.59,69.71,63.68,47.8,16.14,27,1.06,0,0,30.8,51,83.95,30.8,8,179,92,30.8,137.34,76,35,13.33,35,17,17,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,93,46.67,43,47,233.33

57,14:00-14:15,0,1.56,17.59,117.79,17.59,69.71,63.68,47.8,16.14,27,1.14,0,0,30.8,48.49,80.24,30.56,8.2,182,91,30.8,132.34,78,45,13.33,45,16.17,16.17,20.07,14.34,0,1.55,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,90,46.67,43,45,233.33

58,14:15-14:30,0,1.56,16.77,117.79,16.77,69.71,63.68,47.8,15.38,27,1.14,0,0,30.8,46.5,76.54,30.56,8.8,175,89,30.8,126.02,75,45,13.33,45,15.5,15.5,20.07,14.34,0,1.55,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,87,46.67,41,43,233.33

59,14:30-14:45,0,1.56,15.57,117.79,15.57,69.71,74.11,47.8,14.28,27,1.14,0,0,30.8,45,72.83,30.8,9.6,168,87,30.8,118.86,72,45,13.33,45,15,15,20.07,14.34,0,1.55,99.59,0,43.02,0,26.77,24.73,47.8,36.32,36.32,47.8,28.68,19.12,83,45.72,39,41,228.63

60,14:45-15:00,0,1.56,14.33,117.79,14.33,69.71,74.11,47.8,13.15,27,1.14,0,0,30.8,43.5,69.12,30.8,10.6,154,83,30.8,110.86,66,45,13.33,45,14.5,14.5,20.07,14.34,0,1.55,99.59,0,43.02,0,26.77,24.73,47.8,36.32,36.32,47.8,28.68,19.12,77,43.71,37,38,218.56

61,15:00-15:15,0,1.56,13.1,117.79,13.1,69.71,74.11,47.8,12.01,27,1.21,0,0,31.3,42.49,63.65,31.3,10.2,144,79,31.3,102.04,61,53.34,13.33,53.33,14.17,14.17,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,24.73,47.8,36.32,36.32,47.8,28.68,19.12,71,41.54,35,36,207.72

62,15:15-15:30,0,1.56,11.61,117.79,11.61,69.71,74.11,47.8,10.65,27,1.21,0,0,31.3,41.51,58.19,31.3,10.4,133,73,31.3,92.22,57,53.34,13.33,53.33,13.83,13.83,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,24.73,47.8,36.32,36.32,47.8,28.68,19.12,63,38.91,32,32,194.56

63,15:30-15:45,0,1.56,10.28,117.79,10.28,65.59,74.11,47.8,9.43,27,1.21,0,0,32.9,40.99,52.72,32.89,10.4,123,66,26,81.39,52,43.34,13.33,43.33,13.67,13.67,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,57,35.98,29,28,179.93

64,15:45-16:00,0,1.56,8.93,117.79,8.93,65.59,86.22,47.8,8.19,27,1.21,0,0,32.92,40.5,47.26,32.91,10.4,112,60,19,69.69,48,45.66,13.33,45.67,13.5,13.5,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,50,32.74,25,25,163.71

65,16:00-16:15,0,1.61,7.52,109.53,7.52,65.59,86.22,47.8,6.89,32,1.21,0,0,33,45,40.76,33,9,91,52,11,57.24,39,36.66,16.67,36.67,15,15,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,43,29.09,23,22,145.47

66,16:15-16:30,0,1.61,6.05,109.53,6.05,65.59,86.22,47.8,5.55,32,1.21,0,0,33,45,34.27,33,9.4,74,45,5,44.19,31,38.34,16.67,38.33,15,15,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,35,25.31,19,17,126.56

67,16:30-16:45,0,1.61,4.6,109.53,4.6,65.59,86.22,47.8,4.21,32,1.21,0,0,32.24,45,27.77,25.04,9.8,63,37,1,31.38,27,36.66,16.67,36.67,15,15,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,25.24,47.8,36.32,36.32,47.8,28.68,19.12,25,21.31,13,13,106.58

68,16:45-17:00,0,1.61,3.15,109.53,3.15,112.45,86.22,47.8,2.89,30.5,1.21,0,0,19.65,45,21.27,15.09,10,46,27,0,20.53,19,36.66,16.67,36.67,15,15,20.07,14.34,0,1.64,99.59,0,43.02,0,26.77,25.73,47.8,36.32,36.32,47.8,28.68,19.12,15,17.21,8,7,86.06

69,17:00-17:15,0,1.61,2.32,109.53,2.32,112.45,86.22,47.8,2.12,30.5,1.21,0,0,10.33,55.01,16.43,8.58,10.4,28,19,0,12.41,12,38.34,16.67,38.33,18.33,18.33,20.07,14.34,0,1.55,99.59,0,43.02,0,26.77,25.73,47.8,36.32,36.32,47.8,28.68,19.12,7,12.23,4,4,61.18

70,17:15-17:30,0,1.61,1.59,109.53,1.59,112.45,86.22,47.8,1.44,30.5,1.21,0,0,4.36,56.51,10.66,4.18,10.6,11,12,0,6.6,4,41,16.67,41,18.83,18.83,20.07,14.34,0,1.55,99.59,0,43.02,0,26.77,26.24,47.8,36.32,36.32,47.8,28.68,19.12,3,7.29,2,2,36.45

71,17:30-17:45,0,1.61,0.9,109.53,0.9,112.45,86.22,47.8,0.82,30.5,1.14,0,0,1.33,49.99,5.67,1.86,10.8,2,8,0,1.97,1,33.34,20,33.33,16.67,16.67,20.07,14.34,0,1.55,99.59,0,43.02,0,26.77,26.24,47.8,36.32,36.32,47.8,28.68,19.12,1,3.52,0,0,17.62

