Block,Time,RIHAND1,RIHAND3,UNCHAHAR1,AURY_LF,NJPC,RIHAND2,TEHRI,DADRI_LF,NAPP,KISHANGANGA,AURY_CRF,URI2,URI,DADRI_RF,DADRT2,CHAMERA2,UNCHAHAR4,TANDA2,JHAJJAR,ANTA_CRF,AURY_RF,DADRI_CRF,CHAMERA1,SINGRAULI,RAPPB,PARBATI3,SEWA2,SALAL,BSIUL,ANTA_RF,ANTA_LF,DULHASTI,AURY_GF,UNCHAHAR3,RAPPC,SINGRAULI_HYDRO,KOTESHWR,UNCHAHAR2,DHAULIGNGA,KOLDAM,ANTA_GF,RAMPUR,CHAMERA3,DADRI_GF,TANAKPUR,TALA,KUDGI,BRBCL,SASAN,KHSTPP-I,KHSTPP-II,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,89.258400,119.980389,11.211948,0.000000,0.000000,114.604875,44.008272,0.000000,37.820336,0.000000,0.000000,31.322713,47.128435,0.000000,525.932400,38.332718,0.000000,0.000000,582.600249,0.000000,0.000000,0.000000,40.892067,135.158562,0.000000,0.000000,0.000000,83.425558,6.358497,0.000000,0.000000,47.963347,0.000000,12.753983,24.623676,1.039356,8.609555,40.852367,0.000000,0.000000,0.000000,0.000000,28.196736,0.000000,10.936871,14.261940,63.06,19.405746,333.991350,39.457064,141.902325,13.214124,0,0,0,0,0

2,00:15-00:30,89.258400,119.980389,11.173832,0.000000,0.000000,114.604875,44.008272,0.000000,37.820336,0.000000,0.000000,31.322713,47.128435,0.000000,523.334515,38.332718,0.000000,0.000000,554.954400,0.000000,0.000000,0.000000,40.892067,135.158562,0.000000,0.000000,0.000000,83.425558,6.358497,0.000000,0.000000,47.963347,0.000000,12.692673,24.623676,1.039356,8.609555,40.151533,0.000000,0.000000,0.000000,0.000000,28.196736,0.000000,10.936871,14.261940,63.06,19.405746,333.991350,39.457064,141.902325,13.214124,0,0,0,0,0

3,00:30-00:45,89.258400,119.980389,11.174503,0.000000,0.000000,114.604875,44.008272,0.000000,37.820336,0.000000,0.000000,31.322713,8.568806,0.000000,523.334515,38.332718,0.000000,0.000000,457.934400,0.000000,0.000000,0.000000,40.892067,135.158562,0.000000,0.000000,0.000000,83.425558,6.358497,0.000000,0.000000,47.963347,0.000000,12.697004,24.623676,1.039356,8.609555,41.126875,0.000000,0.000000,0.000000,0.000000,28.196736,0.000000,10.936871,14.261940,63.06,19.405746,333.991350,39.457064,143.119659,13.401664,0,0,0,0,0

4,00:45-01:00,89.258400,119.980389,11.174503,0.000000,0.000000,114.604875,29.338848,0.000000,37.820336,0.000000,0.000000,31.322713,8.568806,0.000000,523.334515,38.332718,0.000000,0.000000,362.565722,0.000000,0.000000,0.000000,40.892067,135.158562,0.000000,0.000000,0.000000,83.425558,6.358497,0.000000,0.000000,47.963347,0.000000,12.697004,24.623676,1.039356,8.609555,41.126875,0.000000,0.000000,0.000000,0.000000,28.196736,0.000000,10.936871,14.261940,61.12,19.405746,333.991350,39.457064,143.119659,13.401664,0,0,0,0,0

5,01:00-01:15,89.258400,119.980389,12.484048,0.000000,0.000000,114.604875,29.338848,0.000000,37.820336,0.000000,0.000000,10.440904,8.568806,0.000000,603.861115,38.332718,0.000000,0.000000,374.720443,0.000000,0.000000,0.000000,27.209259,135.158562,0.000000,0.000000,0.000000,83.425558,6.358497,0.000000,0.000000,47.963347,0.000000,16.205348,24.623676,1.039356,8.609555,41.126875,0.000000,0.000000,0.000000,0.000000,18.778881,0.000000,10.936871,14.261940,58.21,19.405746,333.991350,39.457064,143.119659,13.401664,0,0,0,0,0

6,01:15-01:30,89.258400,119.980389,12.484048,0.000000,0.000000,114.604875,16.197489,0.000000,37.820336,0.000000,0.000000,9.788348,8.568806,0.000000,605.833725,38.332718,0.000000,0.000000,405.766843,0.000000,0.000000,0.000000,27.209259,135.158562,0.000000,0.000000,0.000000,83.425558,6.358497,0.000000,0.000000,47.963347,0.000000,16.205348,24.623676,1.039356,8.609555,41.126875,0.000000,0.000000,0.000000,0.000000,18.778881,0.000000,10.936871,14.261940,55.30,19.405746,333.991350,39.457064,143.119659,13.401664,0,0,0,0,0

7,01:30-01:45,89.258400,119.980389,12.484048,0.000000,0.000000,114.604875,16.197489,0.000000,37.820336,0.000000,0.000000,9.788348,8.568806,0.000000,605.833725,38.332718,0.000000,0.000000,405.766843,0.000000,0.000000,0.000000,27.209259,135.158562,0.000000,0.000000,0.000000,67.078658,6.358497,0.000000,0.000000,47.963347,0.000000,16.205348,24.623676,1.039356,8.609555,41.126875,0.000000,0.000000,0.000000,0.000000,18.778881,0.000000,10.936871,14.261940,54.33,19.405746,333.991350,39.457064,143.119659,13.401664,0,0,0,0,0

8,01:45-02:00,89.258400,119.980389,12.484048,0.000000,0.000000,114.604875,16.197489,0.000000,37.820336,0.000000,0.000000,9.788348,8.568806,0.000000,601.556211,38.332718,0.000000,0.000000,376.084640,0.000000,0.000000,0.000000,27.209259,135.158562,0.000000,0.000000,0.000000,67.078658,6.358497,0.000000,0.000000,47.963347,0.000000,16.205348,24.623676,1.039356,8.609555,38.374460,0.000000,0.000000,0.000000,0.000000,18.778881,0.000000,10.936871,14.261940,53.36,19.405746,333.991350,39.457064,143.119659,9.160046,0,0,0,0,0

9,02:00-02:15,89.258400,119.980389,12.484048,0.000000,0.000000,114.604875,0.000000,0.000000,37.820336,0.000000,0.000000,9.788348,8.568806,0.000000,662.036441,38.332718,0.000000,0.000000,374.720443,0.000000,0.000000,0.000000,27.209259,135.158562,0.000000,0.000000,0.000000,67.078658,6.358497,0.000000,0.000000,47.963347,0.000000,16.205348,24.623676,1.039356,8.609555,34.330333,0.000000,0.000000,0.000000,0.000000,18.778881,0.000000,10.936871,14.261940,52.39,19.405746,333.991350,39.457064,143.119659,9.160046,0,0,0,0,0

10,02:15-02:30,89.258400,119.980389,12.484048,0.000000,0.000000,114.604875,0.000000,0.000000,37.820336,0.000000,0.000000,9.788348,8.568806,0.000000,662.036441,38.332718,0.000000,0.000000,374.720443,0.000000,0.000000,0.000000,27.209259,135.158562,0.000000,0.000000,0.000000,67.078658,6.358497,0.000000,0.000000,47.963347,0.000000,16.205348,24.623676,1.039356,8.609555,34.330333,0.000000,0.000000,0.000000,0.000000,18.778881,0.000000,10.936871,14.261940,50.45,19.405746,333.991350,39.457064,143.119659,9.160046,0,0,0,0,0

11,02:30-02:45,89.258400,119.980389,11.174503,0.000000,0.000000,114.604875,0.000000,0.000000,37.820336,0.000000,0.000000,9.788348,8.568806,0.000000,579.537231,38.332718,0.000000,0.000000,344.306213,0.000000,0.000000,0.000000,27.209259,135.158562,0.000000,0.000000,0.000000,67.078658,6.358497,0.000000,0.000000,47.963347,0.000000,13.769686,24.623676,1.039356,8.609555,28.735093,0.000000,0.000000,0.000000,0.000000,18.778881,0.000000,10.936871,14.261940,49.48,19.405746,333.991350,36.056998,117.636011,9.160046,0,0,0,0,0

12,02:45-03:00,89.258400,119.980389,11.341185,0.000000,0.000000,114.604875,0.000000,0.000000,37.820336,0.000000,0.000000,9.788348,8.568806,0.000000,576.141531,38.332718,0.000000,0.000000,344.961118,0.000000,0.000000,0.000000,27.209259,135.158562,0.000000,0.000000,0.000000,67.078658,6.358497,0.000000,0.000000,47.963347,0.000000,13.703159,24.623676,1.039356,8.609555,28.735093,0.000000,0.000000,0.000000,0.000000,18.778881,0.000000,10.936871,14.261940,47.54,19.405746,333.991350,36.056998,113.766525,9.160046,0,0,0,0,0

13,03:00-03:15,89.258400,119.980389,11.341185,0.000000,0.000000,114.604875,0.000000,0.000000,37.820336,0.000000,0.000000,9.788348,8.568806,0.000000,574.986993,38.332718,0.000000,0.000000,344.961118,0.000000,0.000000,0.000000,27.209259,135.158562,0.000000,0.000000,0.000000,80.043440,6.358497,0.000000,0.000000,47.963347,0.000000,13.734560,24.623676,1.039356,8.609555,28.735093,0.000000,0.000000,0.000000,0.000000,18.778881,0.000000,9.818327,14.261940,47.54,19.405746,333.991350,36.056998,113.766525,9.160046,0,0,0,0,0

14,03:15-03:30,89.258400,119.980389,11.343305,0.000000,0.000000,114.604875,0.000000,0.000000,37.820336,0.000000,0.000000,9.788348,8.568806,0.000000,574.986993,38.332718,0.000000,0.000000,344.961118,0.000000,0.000000,0.000000,27.209259,135.158562,0.000000,0.000000,0.000000,80.043440,6.358497,0.000000,0.000000,47.963347,0.000000,13.734560,24.623676,1.039356,8.609555,28.735093,0.000000,0.000000,0.000000,0.000000,18.778881,0.000000,9.818327,14.261940,44.63,19.405746,333.991350,36.056998,113.766525,9.160046,0,0,0,0,0

15,03:30-03:45,89.258400,119.980389,11.343305,0.000000,0.000000,114.604875,0.000000,0.000000,37.820336,0.000000,0.000000,9.788348,8.568806,0.000000,574.986993,38.332718,0.000000,0.000000,344.961118,0.000000,0.000000,0.000000,27.209259,135.158562,0.000000,0.000000,0.000000,80.043440,6.358497,0.000000,0.000000,47.963347,0.000000,13.734560,24.623676,1.039356,8.609555,28.735093,0.000000,0.000000,0.000000,0.000000,18.778881,0.000000,9.818327,14.261940,43.66,19.405746,333.991350,36.056998,113.766525,9.160046,0,0,0,0,0

16,03:45-04:00,89.258400,119.980389,11.343305,0.000000,0.000000,114.604875,0.000000,0.000000,37.820336,0.000000,0.000000,9.788348,8.568806,0.000000,574.986993,38.332718,0.000000,0.000000,344.961118,0.000000,0.000000,0.000000,27.209259,135.158562,0.000000,0.000000,0.000000,80.043440,6.358497,0.000000,0.000000,47.963347,0.000000,13.734560,24.623676,1.039356,8.609555,28.735093,0.000000,0.000000,0.000000,0.000000,18.778881,0.000000,9.818327,14.261940,42.69,19.405746,333.991350,36.056998,113.766525,9.160046,0,0,0,0,0

