Block,Time,DADRT2,KOTESHWR,DULHASTI,KOLDAM,PARBATI3,CHAMERA3,DHAULIGNGA,RAMPUR,NJPC,CHAMERA2,KISHANGANGA,RAPPC,NAPP,JHAJJAR,UNCHAHAR1,SINGRAULI_HYDRO,RIHAND3,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,TANDA2,UNCHAHAR3,RIHAND1,SEWA2,URI2,UNCHAHAR2,RAPPB,BSIUL,CHAMERA1,URI,TANAKPUR,SALAL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,113.64,26.34008,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,45.36,0,97.5,56.7,0,26.39091,92,0,32.2848,42.392196,0,0,40.922,48.576,13.3224,53.452,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,44.0075,147.515625,23.52,15.00135,20.73185,348.975

2,00:15-00:30,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,113.64,26.34008,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,45.36,0,97.5,56.7,0,26.39091,92,0,32.2848,42.392196,0,0,39.105,48.576,13.3224,53.452,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,44.0075,147.515625,23.52,15.00135,20.73185,348.975

3,00:30-00:45,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,113.64,26.34008,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,30.24,0,97.5,56.7,0,26.39091,92,0,32.2848,42.392196,0,0,39.105,8.832,13.3224,53.452,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,44.0075,147.515625,23.52,15.00135,20.73185,348.975

4,00:45-01:00,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,113.64,26.34008,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,30.24,0,97.5,56.7,0,26.39091,92,0,32.2848,42.392196,0,0,28.09082,8.832,13.3224,53.452,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,44.0075,147.515625,23.52,15.00135,20.73185,348.975

5,01:00-01:15,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,113.64,26.34008,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,15.12,0,97.5,56.7,0,26.39091,92,0,32.2848,42.392196,0,0,13.983,13.248,13.3224,53.452,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,31.8675,147.515625,23.52,15.00135,20.73185,347.0625

6,01:15-01:30,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,113.64,26.34008,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,15.12,0,97.5,56.7,0,26.39091,92,0,32.2848,42.392196,0,0,0,13.248,13.3224,53.452,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,31.8675,147.515625,23.52,15.00135,20.73185,347.0625

7,01:30-01:45,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,116.9545,26.34008,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,0,0,97.5,56.7,0,26.39091,92,0,13.452,42.392196,0,0,0,13.248,13.3224,53.452,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,31.8675,147.515625,23.52,15.00135,20.73185,347.0625

8,01:45-02:00,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,116.9545,26.34008,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,0,0,97.5,56.7,0,26.39091,92,0,10.089,42.392196,0,0,0,13.248,13.3224,63.91,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,31.8675,147.515625,23.52,15.00135,20.73185,347.0625

9,02:00-02:15,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,116.9545,26.34008,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,0,0,97.5,56.7,0,26.39091,92,0,10.089,42.392196,0,0,0,13.248,13.3224,85.988,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,31.8675,147.515625,23.52,15.00135,20.73185,347.0625

10,02:15-02:30,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,116.9545,26.34008,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,0,0,97.5,56.7,0,26.39091,92,0,10.089,42.392196,0,0,0,13.248,13.3224,85.988,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,31.8675,147.515625,23.52,15.00135,20.73185,347.0625

11,02:30-02:45,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,116.9545,26.34008,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,0,0,97.5,56.7,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,48.576,13.3224,85.988,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,31.8675,147.515625,23.52,15.00135,20.73185,347.0625

12,02:45-03:00,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,116.9545,26.34008,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,0,0,97.5,56.7,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,48.576,13.3224,85.988,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,31.8675,147.515625,23.52,15.00135,20.73185,347.0625

13,03:00-03:15,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,116.9545,26.34008,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,0,0,97.5,56.7,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,8.832,12.1695,85.988,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,23.52,15.00135,17.375,347.0625

14,03:15-03:30,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,116.9545,26.34008,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,0,0,97.5,56.7,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,8.832,12.1695,85.988,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,23.52,15.00135,17.375,347.0625

15,03:30-03:45,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,116.9545,26.34008,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,0,0,99,56.7,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,13.248,12.1695,63.91,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,23.52,15.00135,17.375,347.0625

16,03:45-04:00,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,116.9545,26.34008,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,0,0,99,56.7,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,13.248,12.1695,63.91,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,23.52,15.00135,17.375,347.0625

17,04:00-04:15,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,116.9545,19.7284,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,0,0,99,56.7,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,13.248,12.1695,63.91,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,23.52,15.00135,20.73185,347.0625

18,04:15-04:30,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,116.9545,19.7284,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,0,0,99,56.7,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,13.248,12.1695,63.91,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,22.05,15.00135,20.73185,347.0625

19,04:30-04:45,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,116.9545,19.7284,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,0,0,99,56.7,0,26.39091,92,0,10.089,42.392196,0,1.1,0,13.248,12.1695,63.91,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,22.05,15.00135,20.73185,347.0625

20,04:45-05:00,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,116.9545,19.7284,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,0,0,99,56.7,0,26.39091,92,0,10.089,42.392196,0,1.1,0,13.248,12.1695,63.91,0,83.296,0,0,0,64.074,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,22.05,15.00135,20.73185,347.0625

21,05:00-05:15,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,116.9545,19.7284,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,0,0,100.5,56.7,0,26.39091,92,0,10.089,42.392196,0,1.1,0,13.248,12.1695,63.91,0,83.296,0,0,0,62.988,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,22.05,15.00135,20.73185,347.0625

22,05:15-05:30,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,116.9545,19.7284,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,15.12,0,102,56.7,0,26.39091,92,0,10.089,42.392196,0,1.1,0,48.576,12.1695,63.91,0,83.296,0,0,0,62.988,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,30.957,147.515625,22.05,15.00135,20.73185,347.0625

23,05:30-05:45,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,93.5636,19.7284,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,30.24,0,102.75,56.7,0,26.39091,92,0,10.089,42.392196,0,1.1,0,48.576,12.1695,63.91,0,83.296,0,0,0,62.988,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,35.206,147.515625,22.05,15.00135,20.73185,347.0625

24,05:45-06:00,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,93.5636,19.7284,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,46.683,0,102.75,56.7,0,26.39091,92,0,10.089,42.392196,0,1.1,13.983,11.04,12.1695,63.91,0,83.296,0,0,0,62.988,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,38.241,147.515625,22.05,15.00135,20.73185,347.0625

25,06:00-06:15,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,93.5636,19.7284,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,62.244,0,102.75,56.7,0,26.39091,92,0,10.089,42.392196,0,6.5208,28.045,8.832,12.1695,63.91,0,83.296,0,0,0,62.988,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,38.241,147.515625,22.05,15.00135,20.73185,347.0625

26,06:15-06:30,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,93.5636,19.7284,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,62.244,0,102.75,56.7,0,26.39091,92,0,10.089,42.392196,0,19.6614,28.045,8.832,12.1695,63.91,0,83.296,0,0,0,62.988,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,38.241,147.515625,22.05,15.00135,20.73185,347.0625

27,06:30-06:45,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,93.5636,19.7284,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,62.244,0,102.75,56.7,0,26.39091,92,0,10.089,42.392196,0,19.6614,28.045,8.832,12.1695,63.91,0,83.296,0,0,0,62.988,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,26.101,147.515625,22.05,15.00135,20.73185,347.0625

28,06:45-07:00,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,61.555,19.7284,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,49.14,0,102.75,56.7,0,26.39091,92,0,13.452,42.392196,0,19.6614,28.045,13.248,12.1695,63.91,0,83.296,0,0,0,62.988,0,0,0,39.9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,26.101,147.515625,22.05,15.00135,20.73185,347.0625

29,07:00-07:15,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,61.555,19.7284,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,49.14,0,103.125,56.7,0,26.39091,92,0,32.2848,42.392196,0,19.6614,28.045,13.248,12.1695,63.91,0,83.296,0,0,0,62.988,0,0,0,38.85,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,26.101,147.515625,22.05,15.00135,20.73185,347.0625

30,07:15-07:30,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,61.555,19.7284,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,49.14,0,103.125,56.7,0,26.39091,92,0,32.2848,42.392196,0,6.5208,28.045,48.576,12.1695,63.91,0,83.296,0,0,0,62.988,0,0,0,38.85,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,26.101,147.515625,22.05,15.00135,20.73185,347.0625

31,07:30-07:45,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,61.555,19.7284,0,50.76,39.4092,653.1525,19.985,0.87998,123.665625,30.24,0,103.125,56.7,0,26.39091,92,0,32.2848,42.392196,0,6.5208,28.045,48.576,12.1695,63.91,0,83.296,0,0,0,62.988,0,0,0,38.85,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,26.101,147.515625,22.05,15.00135,20.73185,347.0625

32,07:45:08:00,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,61.555,19.7284,0,50.76,39.4092,653.1525,19.985,0.89911,123.665625,15.12,0,103.125,56.7,0,26.39091,92,0,32.2848,42.392196,0,6.5208,28.045,8.832,12.1695,63.91,0,83.296,0,0,0,62.988,0,0,0,38.85,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,26.101,147.515625,22.05,15.00135,20.73185,347.0625

33,08:00-08:15,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,61.555,19.7284,0,50.76,39.4092,653.1525,19.985,0.87998,123.665625,0,0,103.125,56.7,0,26.39091,92,0,32.2848,42.392196,0,6.5208,28.045,8.832,12.1695,63.91,0,83.296,0,0,0,62.988,0,0,0,38.85,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,26.101,147.515625,22.05,15.00135,20.73185,348.975

34,08:15-08:30,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,61.555,19.7284,0,50.76,39.4092,653.1525,19.985,0.87998,123.665625,0,0,103.125,56.7,0,26.39091,92,0,32.2848,42.392196,0,6.5208,28.045,8.832,12.1695,63.91,0,83.296,0,0,0,62.988,0,0,0,38.85,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,26.101,147.515625,22.05,15.00135,20.73185,348.975

35,08:30-08:45,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,61.555,19.7284,0,50.76,39.4092,653.1525,19.985,0.87998,123.665625,0,0,103.125,56.7,0,26.39091,92,0,13.452,42.392196,0,6.5208,28.045,13.248,12.1695,63.91,0,83.296,0,0,0,62.988,0,0,0,38.85,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,30.35,147.515625,22.05,15.00135,20.73185,348.975

36,08:45:09:00,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,61.555,19.7284,0,50.76,39.4092,653.1525,19.985,0.87998,123.665625,0,0,103.125,56.7,0,26.39091,92,0,10.089,42.392196,0,6.5208,28.045,48.576,12.1695,63.91,0,83.296,0,0,0,62.988,0,0,0,38.85,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,30.35,147.515625,22.05,15.00135,20.73185,348.975

37,09:00:09:15,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,61.555,19.7284,0,50.76,39.4092,653.1525,19.985,0.87998,123.665625,0,0,103.125,56.7,0,26.39091,92,0,10.089,42.392196,0,6.5208,13.983,48.576,12.1695,53.452,0,83.296,0,0,0,62.988,0,0,0,37.8,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,23.226,15.00135,20.73185,348.975

