Block,Time,BSIUL,AURY_LF,CHAMERA2,UNCHAHAR2,UNCHAHAR1,ANTA_LF,RIHAND1,DULHASTI,KISHANGANGA,TANDA2,TANAKPUR,AURY_GF,ANTA_RF,SINGRAULI_HYDRO,AURY_CRF,CHAMERA3,DADRI_GF,RIHAND2,ANTA_CRF,JHAJJAR,URI2,KOTESHWR,PARBATI3,UNCHAHAR4,DHAULIGNGA,RAPPC,NAPP,SALAL,URI,AURY_RF,DADRI_LF,KHSTPP-I,TALA,RIHAND3,BRBCL,DADRI_CRF,DADRI_RF,KOLDAM,SEWA2,NJPC,KHSTPP-II,FSTPP I & II,CHAMERA1,RAMPUR,DADRT2,RAPPB,SINGRAULI,TEHRI,ANTA_GF,UNCHAHAR3,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,12.551236,0.000000,0.000000,43.218136,19.944505,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,649.444679,36.465835,9.985206,0.000000,2.973816,0.000000,66.242257,49.666936,76.391674,33.999667,0.000000,0.000000,44.654475,0.000000,125.670288,15.575535,0.000000,0.000000,0.000000,18.093714,0.000000,116.002884,20.017920,0.000000,0.000000,662.531507,0.000000,143.866385,13.036500,0.000000,26.599755,335.853540,0,0,0,0,0

7,01:30-01:45,6.275618,0.000000,0.000000,43.218136,19.940928,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,649.299906,36.465835,9.985206,0.000000,2.973816,0.000000,66.242257,49.666936,76.391674,33.999667,0.000000,0.000000,44.654475,0.000000,125.670288,15.798104,0.000000,0.000000,0.000000,18.093714,0.000000,116.002884,20.017920,0.000000,0.000000,650.941568,0.000000,143.866385,13.036500,0.000000,26.599755,335.853540,0,0,0,0,0

8,01:45-02:00,6.275618,0.000000,0.000000,43.218136,19.940928,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,649.299906,36.465835,9.985206,0.000000,2.973816,0.000000,66.242257,49.666936,76.391674,33.999667,0.000000,0.000000,44.654475,0.000000,125.670288,16.224486,0.000000,0.000000,0.000000,18.093714,0.000000,116.002884,20.017920,0.000000,0.000000,662.531135,0.000000,143.866385,25.306146,0.000000,26.599755,335.853540,0,0,0,0,0

9,02:00-02:15,6.275618,0.000000,0.000000,43.218136,19.940928,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,649.299906,36.465835,19.970412,0.000000,2.973816,0.000000,66.242257,49.666936,76.391674,33.999667,0.000000,0.000000,44.654475,0.000000,125.670288,15.696854,0.000000,0.000000,0.000000,18.093714,0.000000,116.002884,20.017920,0.000000,0.000000,658.775600,0.000000,143.866385,25.306146,0.000000,26.599755,335.853540,0,0,0,0,0

10,02:15-02:30,6.275618,0.000000,0.000000,43.218136,19.940928,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,649.299906,36.465835,19.970412,0.000000,2.973816,0.000000,66.242257,49.666936,27.957720,33.999667,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,0.000000,116.002884,20.017920,0.000000,0.000000,618.095048,0.000000,143.866385,26.072999,0.000000,26.599755,335.853540,0,0,0,0,0

11,02:30-02:45,6.275618,0.000000,0.000000,43.218136,19.940928,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,648.337506,36.465835,19.970412,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,33.999667,0.000000,0.000000,44.654475,0.000000,125.670288,15.189795,0.000000,0.000000,0.000000,18.093714,0.000000,116.002884,20.017920,0.000000,0.000000,507.708235,0.000000,143.866385,26.072999,0.000000,26.599755,335.853540,0,0,0,0,0

12,02:45-03:00,6.275618,0.000000,0.000000,43.218136,19.940928,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,619.292370,36.465835,19.970412,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,33.999667,0.000000,0.000000,44.654475,0.000000,125.670288,14.290541,0.000000,0.000000,0.000000,18.093714,0.000000,116.002884,20.017920,13.521104,0.000000,388.379636,0.000000,143.866385,26.072999,0.000000,26.599755,335.853540,0,0,0,0,0

13,03:00-03:15,6.275618,0.000000,0.000000,43.218136,16.931311,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,641.600706,36.465835,19.970412,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,33.999667,0.000000,0.000000,44.654475,0.000000,125.670288,14.985882,0.000000,0.000000,0.000000,18.093714,0.000000,116.002884,20.017920,13.521104,0.000000,365.897358,0.000000,143.866385,26.072999,0.000000,21.609345,335.853540,0,0,0,0,0

14,03:15-03:30,6.275618,0.000000,0.000000,43.218136,16.931311,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,641.600706,36.465835,19.970412,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,33.999667,0.000000,0.000000,44.654475,0.000000,125.670288,16.619605,0.000000,0.000000,0.000000,18.093714,0.000000,116.002884,20.017920,13.521104,0.000000,365.897358,0.000000,143.866385,39.876352,0.000000,21.609345,335.853540,0,0,0,0,0

15,03:30-03:45,6.275618,0.000000,0.000000,43.218136,16.931311,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,641.600706,36.465835,19.970412,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,33.999667,0.000000,0.000000,44.654475,0.000000,125.670288,17.723881,0.000000,0.000000,0.000000,18.093714,0.000000,116.002884,20.017920,13.521104,0.000000,365.897358,0.000000,143.866385,39.876352,0.000000,21.609345,335.853540,0,0,0,0,0

16,03:45-04:00,6.275618,0.000000,0.000000,43.218136,16.931311,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,573.135666,36.465835,19.970412,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,33.999667,0.000000,0.000000,44.654475,0.000000,125.670288,19.208649,0.000000,0.000000,0.000000,18.093714,0.000000,116.002884,20.017920,13.521104,0.000000,365.897358,0.000000,143.866385,39.876352,0.000000,21.609345,335.853540,0,0,0,0,0

17,04:00-04:15,6.275618,0.000000,0.000000,43.218136,16.931311,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,641.600706,36.465835,19.970412,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,33.999667,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,0.000000,116.002884,20.017920,27.042208,0.000000,365.897358,0.000000,143.866385,39.876352,0.000000,21.609345,335.853540,0,0,0,0,0

18,04:15-04:30,6.275618,0.000000,0.000000,43.218136,16.931311,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,607.060266,36.465835,19.970412,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,37.187136,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,0.000000,116.002884,20.017920,27.042208,0.000000,365.897358,0.000000,143.866385,39.876352,0.000000,21.609345,335.853540,0,0,0,0,0

19,04:30-04:45,12.551236,0.000000,0.000000,43.218136,16.931311,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,641.600706,37.216313,19.970412,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,37.187136,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,0.000000,123.416490,20.017920,27.042208,0.000000,365.897358,0.000000,143.866385,39.876352,0.000000,21.609345,335.853540,0,0,0,0,0

20,04:45-05:00,12.551236,0.000000,0.000000,43.218136,16.931311,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,641.600706,37.216313,19.970412,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,0.000000,138.289100,20.017920,27.042208,0.000000,365.897358,0.000000,143.866385,39.876352,0.000000,21.609345,335.853540,0,0,0,0,0

21,05:00-05:15,12.551236,0.000000,0.000000,43.218136,19.940928,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,648.337506,37.216313,19.970412,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,0.000000,142.629966,20.017920,27.042208,0.000000,431.340558,0.000000,143.866385,39.876352,0.000000,26.599124,335.853540,0,0,0,0,0

22,05:15-05:30,12.551236,0.000000,0.000000,43.218136,19.940928,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,648.337506,37.216313,19.970412,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,21.448404,142.629966,20.017920,27.042208,0.830012,521.989784,0.000000,143.866385,39.876352,0.000000,26.599755,335.853540,0,0,0,0,0

23,05:30-05:45,12.551236,0.000000,0.000000,43.218136,19.940928,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,648.337506,37.216313,19.970412,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,21.448404,142.629966,20.017920,27.042208,0.830012,554.701568,0.000000,143.866385,39.876352,0.000000,26.599755,335.853540,0,0,0,0,0

24,05:45-06:00,12.551236,0.000000,0.000000,43.218136,19.940928,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,648.337506,37.216313,19.970412,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,1.803247,18.093714,21.448404,142.629966,20.017920,27.042208,0.830012,593.197568,0.000000,143.866385,39.876352,0.000000,26.599755,335.853540,0,0,0,0,0

25,06:00-06:15,12.551236,0.000000,15.558745,43.218136,19.940928,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,648.337506,37.216313,19.970412,3.670948,2.973816,9.087445,66.242257,49.666936,24.602794,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,4.057305,18.093714,21.448404,142.629966,20.017920,27.042208,0.830012,641.317568,0.000000,143.866385,39.876352,0.000000,26.599755,335.853540,0,0,0,0,0

26,06:15-06:30,12.551236,0.000000,15.558745,43.218136,19.940928,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,648.337506,37.216313,19.970412,3.670948,2.973816,18.174889,66.242257,49.666936,24.602794,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,4.057305,18.093714,21.448404,142.629966,20.017920,27.042208,0.830012,662.531507,0.000000,143.866385,39.876352,0.000000,26.599755,335.853540,0,0,0,0,0

27,06:30-06:45,18.826854,0.000000,15.558745,43.218136,19.940928,0.000000,93.406640,18.983470,2.643572,5.156625,0.616417,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,648.337506,37.216313,19.970412,18.859859,2.973816,31.424384,66.242257,49.666936,38.581654,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,4.057305,18.093714,21.448404,142.541641,19.887611,27.042208,0.830012,644.204768,0.000000,143.866385,26.072999,0.000000,26.599755,352.199442,0,0,0,0,0

28,06:45-07:00,18.826854,0.000000,15.558745,43.218136,19.940928,0.000000,93.406640,18.983470,2.643572,5.156625,0.616417,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,648.337506,37.216313,19.970412,18.859859,2.973816,31.424384,66.242257,49.666936,38.581654,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,4.057305,18.093714,42.896809,142.541641,19.887611,27.042208,1.660025,644.204768,0.000000,143.866385,26.072999,0.000000,26.599755,369.088849,0,0,0,0,0

29,07:00-07:15,18.826854,0.000000,15.558745,43.218136,19.940928,0.000000,93.406640,18.983470,2.643572,5.156625,0.862984,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,648.337506,37.216313,19.970412,18.859859,2.973816,31.424384,66.242257,49.666936,38.581654,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,4.057305,18.093714,42.896809,142.541641,19.887611,27.042208,1.660025,604.746368,0.000000,143.866385,12.269647,0.000000,26.599755,378.193125,0,0,0,0,0

30,07:15-07:30,18.826854,0.000000,15.558745,43.218136,19.940928,0.000000,93.406640,18.983470,2.643572,5.156625,0.862984,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,621.782484,37.216313,8.875739,18.859859,2.973816,31.424384,66.242257,49.666936,38.581654,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,4.057305,18.093714,42.896809,142.541641,19.887611,27.042208,1.660025,586.534680,0.000000,143.866385,0.000000,0.000000,26.599755,385.050225,0,0,0,0,0

31,07:30-07:45,12.551236,0.000000,15.558745,43.218136,19.940928,0.000000,93.406640,18.983470,2.643572,5.156625,6.040889,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,621.782484,36.465835,8.875739,18.859859,2.973816,20.949590,66.242257,49.666936,38.581654,37.187136,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,4.057305,18.093714,42.896809,142.541641,19.887611,27.042208,1.660025,557.479054,0.000000,143.866385,0.000000,0.000000,26.599755,393.260700,0,0,0,0,0

32,07:45:08:00,12.551236,0.000000,15.558745,37.633786,17.582086,0.000000,93.406640,18.983470,2.643572,5.156625,6.040889,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,556.773703,36.465835,8.875739,18.859859,2.973816,10.450561,66.242257,49.666936,38.581654,37.187136,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,4.057305,18.093714,21.448404,142.541641,17.114552,27.042208,0.830012,508.332558,0.000000,143.866385,0.000000,0.000000,23.140234,401.447789,0,0,0,0,0

33,08:00-08:15,12.551236,0.000000,15.558745,43.218136,15.345179,0.000000,93.406640,18.983470,2.643572,5.156625,6.040889,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,463.448532,36.465835,8.875739,3.670948,2.973816,10.374833,66.242257,49.666936,38.581654,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,1.803247,18.093714,21.448404,142.541641,19.887611,27.042208,0.830012,442.523646,0.000000,143.866385,0.000000,0.000000,20.295861,403.024248,0,0,0,0,0

34,08:15-08:30,12.551236,0.000000,15.558745,43.218136,17.704022,0.000000,93.406640,18.983470,2.643572,5.156625,6.040889,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,365.245236,36.465835,8.875739,3.670948,2.973816,0.000000,66.242257,49.666936,38.581654,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,21.448404,142.541641,19.887611,27.042208,0.830012,394.403646,0.000000,143.866385,0.000000,0.000000,23.756459,403.024248,0,0,0,0,0

35,08:30-08:45,12.551236,0.000000,15.558745,43.218136,17.704022,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,365.245236,36.465835,8.875739,3.670948,2.973816,0.000000,66.242257,49.666936,24.602794,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,21.448404,142.541641,19.887611,19.928879,0.830012,364.749600,0.000000,143.866385,0.000000,0.000000,23.756459,403.024248,0,0,0,0,0

36,08:45:09:00,12.551236,0.000000,15.558745,43.218136,17.704022,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,365.245236,36.465835,8.875739,3.670948,2.973816,0.000000,66.242257,49.666936,24.602794,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,21.448404,142.541641,19.887611,19.007400,0.830012,364.749600,0.000000,143.866385,0.000000,0.000000,23.756459,403.024248,0,0,0,0,0

37,09:00:09:15,12.551236,0.000000,15.558745,34.734171,14.694404,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,358.508436,36.465835,8.875739,3.670948,2.973816,0.000000,66.242257,49.666936,24.602794,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,21.448404,142.541641,16.038011,13.521104,0.830012,364.934958,0.000000,143.866385,0.000000,0.000000,18.764971,403.024248,0,0,0,0,0

38,09:15-09:30,12.551236,0.000000,15.558745,34.734171,14.694404,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,358.508436,36.465835,8.875739,3.670948,2.973816,0.000000,66.242257,49.666936,24.602794,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,21.448404,142.541641,16.038011,13.521104,0.830012,364.934958,0.000000,143.866385,0.000000,0.000000,18.764971,403.024248,0,0,0,0,0

39,09:30-09:45,12.551236,0.000000,15.558745,34.734171,14.694404,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,358.508436,36.465835,8.875739,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,21.448404,142.541641,16.038011,13.521104,0.830012,364.934958,0.000000,143.866385,0.000000,0.000000,18.764971,403.024248,0,0,0,0,0

40,09:45-10:00,12.551236,0.000000,15.558745,34.734171,14.694404,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,358.508436,36.465835,8.875739,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,21.448404,142.541641,16.038011,13.521104,0.830012,364.934958,0.000000,143.866385,0.000000,0.000000,18.764971,403.024248,0,0,0,0,0

41,10:00-10:15,12.551236,0.000000,15.558745,34.734171,12.470298,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,358.508436,36.465835,8.875739,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,37.187136,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,21.448404,142.541641,16.038011,13.521104,0.830012,364.934958,0.000000,143.866385,0.000000,0.000000,15.902814,403.024248,0,0,0,0,0

42,10:15-10:30,12.551236,0.000000,15.558745,34.734171,12.470298,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,358.508436,36.465835,8.875739,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,37.187136,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,21.448404,142.541641,16.038011,0.000000,0.830012,364.934958,0.000000,143.866385,0.000000,0.000000,15.400614,403.024248,0,0,0,0,0

43,10:30-10:45,12.551236,0.000000,15.558745,34.734171,12.470298,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,358.508436,36.465835,8.875739,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,21.448404,142.541641,16.038011,0.000000,0.830012,364.934958,0.000000,143.866385,0.000000,0.000000,15.400614,403.024248,0,0,0,0,0

44,10:45-11:00,12.551236,0.000000,15.558745,34.734171,12.470298,0.000000,93.406640,18.983470,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,358.508436,36.465835,8.875739,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,21.448404,142.541641,16.038011,0.000000,0.830012,364.934958,0.000000,143.866385,0.000000,0.000000,15.400614,403.024248,0,0,0,0,0

45,11:00-11:15,12.551236,0.000000,15.558745,31.017006,12.143082,0.000000,93.406640,37.966939,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,11.162605,0.000000,59.851752,0.000000,358.508436,36.465835,8.875739,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,21.448404,142.541641,16.038011,0.000000,0.830012,364.934958,0.000000,143.866385,0.000000,0.000000,15.034902,403.024248,0,0,0,0,0

46,11:15-11:30,12.551236,0.000000,15.558745,30.144100,12.143082,0.000000,93.406640,37.966939,2.643572,5.156625,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,358.508436,36.465835,8.875739,0.000000,2.973816,0.000000,66.242257,49.666936,24.602794,33.468422,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,21.448404,142.595536,13.840659,0.000000,0.830012,364.934958,0.000000,143.866385,0.000000,0.000000,15.034902,403.024248,0,0,0,0,0

47,11:30-11:45,12.551236,0.000000,15.558745,30.144100,12.143082,0.000000,93.406640,37.966939,2.643572,4.087415,0.000000,0.000000,0.000000,0.729511,0.000000,0.000000,0.000000,59.851752,0.000000,358.508436,36.465835,8.875739,0.000000,2.346812,0.000000,66.242257,49.666936,24.602794,37.187136,0.000000,0.000000,44.654475,0.000000,125.670288,19.247984,0.000000,0.000000,0.000000,18.093714,21.448404,142.595536,13.840659,0.000000,0.830012,364.934958,0.000000,143.866385,0.000000,0.000000,15.034902,403.024248,0,0,0,0,0

