Block,Time,BSIUL,CHAMERA1,CHAMERA3,CHAMERA2,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,URI,URI2,SINGRAULI_HYDRO,TEHRI,UNCHAHAR4,DHAULIGNGA,JHAJJAR,SEWA2,KISHANGANGA,KOTESHWR,NAPP,NJPC,RAPPB,RAPPC,RIHAND1,DADRT2,DULHASTI,RIHAND2,SALAL,RIHAND3,KOLDAM,PARBATI3,RAMPUR,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
1,00:00-00:15,0,42.66,0,0,139.3125,12.4257,0,19.985,42.392196,26.39091,47.472,32.41932,1.03302,37.8,0,36.5917,653.1525,15.804048,0,7.888,39.7296,152.9405,0,50.76,92,686.779958,32.8448,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,39.9,0,0,0,19.728,39.456,19.728,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,18.0236,16.68,27.93,147.515625,21.9734,418.77

2,00:15-00:30,0,42.66,0,0,139.3125,12.4257,0,19.985,42.392196,26.39091,47.472,32.41932,1.03302,25.2,0,36.5917,653.1525,15.804048,0,7.888,39.7296,152.9405,0,50.76,92,686.779958,32.8448,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,39.9,0,0,0,19.728,39.456,19.728,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.386,16.68,27.93,147.515625,21.9734,418.77

3,00:30-00:45,0,42.66,0,0,139.3125,12.4257,0,19.985,42.392196,26.39091,47.472,32.41932,1.03302,18.9,0,36.5917,653.1525,15.804048,0,7.888,39.7296,152.9405,0,50.76,92,686.779958,32.8448,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,39.9,0,0,0,19.728,39.456,19.728,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,13.188,16.68,27.93,147.515625,21.9734,418.77

4,00:45-01:00,0,42.66,0,0,139.3125,12.4257,0,19.985,42.392196,26.39091,47.472,32.41932,1.03302,12.6,0,36.5917,653.1525,15.804048,0,7.888,39.7296,152.9405,0,50.76,92,686.779958,32.8448,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,39.9,0,0,0,19.728,39.456,19.728,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,12.089,16.68,27.93,147.515625,21.9734,418.77

5,01:00-01:15,0,42.66,0,0,139.3125,12.4257,0,19.985,42.392196,26.39091,47.472,31.897382,1.03302,12.6,0,36.5917,653.1525,15.804048,0,7.888,39.7296,152.9405,0,50.76,92,686.779958,32.8448,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,39.9,0,0,0,19.728,39.456,19.728,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,12.089,16.68,27.93,147.515625,21.9734,418.77

6,01:15-01:30,0,42.66,0,0,139.3125,12.4257,0,19.985,42.392196,26.39091,47.472,31.897382,1.03302,12.6,0,36.5917,653.1525,15.804048,0,7.888,39.7296,152.9405,0,50.76,92,686.779958,32.8448,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,39.9,0,0,0,19.728,39.456,19.728,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,12.089,16.68,27.93,147.515625,21.9734,418.77

7,01:30-01:45,0,42.66,0,0,139.3125,12.4257,0,19.985,42.392196,26.39091,47.472,31.897382,1.03302,12.6,0,36.5917,653.1525,15.804048,0,7.888,39.7296,152.9405,0,50.76,92,686.779958,32.8448,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,39.9,0,0,0,19.728,39.456,19.728,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,12.089,16.68,27.93,147.515625,21.9734,418.77

8,01:45-02:00,0,42.66,0,0,139.3125,12.4257,0,19.985,42.392196,26.39091,51.888,31.897382,1.03302,12.6,0,36.5917,653.1525,15.804048,0,7.888,39.7296,152.9405,0,50.76,92,686.779958,32.8448,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,39.9,0,0,0,19.728,39.456,19.728,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,12.089,16.68,27.93,147.515625,21.9734,418.77

9,02:00-02:15,0,42.66,0,0,139.3125,12.4257,0,19.985,42.392196,26.39091,51.888,31.897382,1.03302,12.6,0,36.5917,653.1525,15.804048,0,5.916,39.7296,152.9405,0,50.76,92,686.779958,32.8448,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,40.95,0,0,0,19.728,39.456,19.728,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,12.089,17.514,27.93,147.515625,21.9734,418.77

10,02:15-02:30,0,42.66,0,0,139.3125,12.4257,0,19.985,42.392196,26.39091,47.472,31.897382,1.03302,12.6,0,36.5917,653.1525,15.804048,0,5.916,39.7296,152.9405,0,50.76,92,686.779958,32.8448,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,40.95,0,0,0,19.728,39.456,19.728,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,12.089,17.514,27.93,147.515625,21.9734,418.77

11,02:30-02:45,0,42.66,0,0,139.3125,12.4257,0,19.985,42.392196,26.39091,47.472,31.897382,1.03302,12.6,0,36.5917,653.1525,15.804048,0,5.916,39.7296,152.9405,0,50.76,92,686.779958,32.8448,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,40.95,0,0,0,19.728,39.456,19.728,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,12.089,17.514,27.93,147.515625,21.9734,418.77

