Column1,Time,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,GNARE/NR/2024/12/20/3668,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/23/7329,GNA/NR/2025/07/01/1192,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/8139,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/2997,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/01/3109,GNA/NR/2025/06/07/5932,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/2786,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/2952,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/8128,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/16/7255,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11
70,17:15-17:30,77.87,25,27,12,15.57,0,32.99,33,20.33,44.02,33,76,98.97,30.59,30.69,31,15,0,32.99,76,20.73,134.79,0,6.33,0,26.7,26.7,15.23,9.32,81.69,19.22,-0,6.33,130.04,81.58,43.68,4.9,0,70.08,6.33,100.13,13.16,9.67,270.31,3.24,163.39,27.26,0

71,17:30-17:45,63.06,19,19,9,12.61,0,31.73,29,16.74,44.02,33,75.67,95.16,26.14,34.3,25,13,0,31.73,75.66,20.73,134.79,0,5.29,0,26.7,26.7,15.23,9.32,81.69,19.22,-0,5.29,130.04,80.55,43.68,4.09,0,70.08,6.33,100.13,13.16,9.67,270.31,3.24,163.39,28.27,0

72,17:45-18:00,48.73,15,14,7,9.75,0,30.83,21.5,13.25,44.02,29.1,75,92.51,21.58,33.18,19,9,0,30.83,75,20.73,134.79,0,4.3,0,26.7,26.7,15.23,9.32,81.69,19.22,-0,4.3,130.04,86.69,43.68,3.32,0,70.08,6.33,100.13,13.16,9.67,270.31,3.24,163.39,28.27,0

73,18:00-18:15,39.17,12,8,5,7.84,0,30,0,8.98,44.02,0,73.33,90,16.71,31.52,13,7,0,30,73.34,20.73,134.79,0,3.35,0,24.6,29.5,0,9.32,81.69,0,-0,3.35,130.04,86.69,43.68,2.59,0,70.08,6.33,100.13,13.16,9.67,270.31,3.24,163.39,28.27,0

74,18:15-18:30,30.28,9,5,3,6.06,0,29.17,0,6.14,44.02,0,71.67,87.49,12.57,29.72,10,5,0,29.17,71.66,20.73,134.79,0,2.4,0,24.6,29.5,0,9.32,81.69,0,-0,2.4,130.04,86.69,43.68,1.85,0,115.29,6.33,100.13,13.16,9.67,270.31,3.24,163.39,28.27,0

75,18:30-18:45,21.97,6,2,1,4.39,0,28.33,0,3.12,44.02,0,70,85.01,7.94,25,5,2,0,28.33,70,20.73,134.79,0,0,0,17.43,29.5,0,9.32,81.69,0,-0,0,130.04,86.69,43.68,0,0,115.29,8.35,100.13,13.16,12.46,270.31,3.24,163.39,28.27,10.73

76,18:45-19:00,12.5,4,1,1,2.5,0,26.67,0,0.88,44.02,0,66.67,79.99,3.92,24,3,1,0,26.67,66.66,20.73,134.79,0,0,0,17.43,29.5,0,9.32,81.69,0,-0,0,130.04,86.69,43.68,0,0,115.29,8.35,100.13,13.16,12.46,270.31,3.24,163.39,28.27,10.73

77,19:00-19:15,5.83,2,0,0,1.17,0,25,0,0,44.02,0,66,75,2.23,25,1,0,0,25,66,20.73,134.79,0,0,0,29.5,29.5,0,9.51,81.69,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,13.16,12.46,270.31,3.24,163.39,28.27,10.73

78,19:15-19:30,0.83,1,0,0,0.17,0,23.33,0,0,44.02,0,65,70.01,0.97,25,0,0,0,23.33,65,20.73,134.79,0,0,0,29.5,29.5,0,9.51,81.69,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,13.16,12.46,270.31,3.24,163.39,28.27,10.73

79,19:30-19:45,0.01,0,0,0,0,0,22.09,0,0,44.02,0,64.33,66.26,0.24,26.67,0,0,0,22.09,64.34,20.73,134.79,0,0,0,29.5,29.5,0,9.88,81.69,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,13.16,12.46,270.31,3.24,163.39,28.27,10.73

80,19:45-20:00,0,0,0,0,0,0,21.49,0,0,44.02,0,63.33,64.49,0.01,26,0,0,0,21.49,63.34,20.73,134.79,0,0,0,29.5,29.5,0,9.88,81.69,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,13.16,12.46,270.31,3.24,163.39,28.27,10.73

81,20:00-20:15,0,0,0,0,0,0,25,0,0,44.02,0,62.67,75,0,30,0,0,0,25,62.66,20.73,134.79,0,0,0,29.5,29.5,0,9.69,81.69,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,15.47,12.46,270.31,3.24,163.39,28.27,10.73

82,20:15-20:30,0,0,0,0,0,0,24.67,0,0,44.02,0,61.67,73.99,0,30,0,0,0,24.67,61.66,20.73,134.79,0,0,0,29.5,29.5,0,9.69,81.69,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,15.47,12.46,270.31,3.24,163.39,28.27,10.73

83,20:30-20:45,0,0,0,0,0,0,28.54,0,0,44.02,0,68,85.6,0,32.33,0,0,0,28.54,68,20.73,134.79,0,0,0,29.5,29.5,0,9.69,81.69,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,15.47,12.46,270.31,3.24,163.39,28.27,10.73

84,20:45-21:00,0,0,0,0,0,0,27.41,0,0,44.02,0,67,82.2,0,32,0,0,0,27.41,67,20.73,134.79,0,0,0,29.5,29.5,0,9.69,81.69,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,15.47,12.46,270.31,3.24,163.39,28.27,10.73

85,21:00-21:15,0,0,0,0,0,0,26.24,0,0,44.02,0,67,78.71,0,26.67,0,0,0,26.24,67,20.73,134.79,0,0,0,29.5,29.5,0,9.51,81.69,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,15.47,12.46,270.31,3.24,163.39,27.26,10.73

86,21:15-21:30,0,0,0,0,0,0,25.18,0,0,44.02,0,66.33,75.55,0,25,0,0,0,25.18,66.34,20.73,134.79,0,0,0,29.5,29.5,0,9.51,81.69,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,15.47,12.46,270.31,3.24,163.39,27.26,10.73

87,21:30-21:45,0,0,0,0,0,0,24.09,0,0,44.02,0,61.33,72.24,0,24.33,0,0,0,24.09,61.34,20.73,134.79,0,0,0,29.5,29.5,0,9.51,81.69,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,15.47,12.46,270.31,3.24,163.39,27.26,10.73

88,21:45-22:00,0,0,0,0,0,0,23.04,0,0,44.02,0,61.67,69.11,0,24.67,0,0,0,23.04,61.66,20.73,134.79,0,0,0,29.5,29.5,0,9.51,81.69,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,15.47,12.46,270.31,3.24,163.39,27.26,10.73

89,22:00-22:15,0,0,0,0,0,0,21.65,0,0,44.02,0,60.33,64.95,0,24.33,0,0,0,21.65,60.34,20.73,134.79,0,0,0,29.5,29.5,0,9.32,81.69,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,15.47,12.46,270.31,3.24,163.39,26.25,10.73

90,22:15-22:30,0,0,0,0,0,0,20.53,0,0,44.02,0,58.67,61.61,0,24.33,0,0,0,20.53,58.66,20.73,134.79,0,0,0,29.5,29.5,0,9.32,81.69,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,15.47,12.46,270.31,3.24,163.39,26.25,10.73

91,22:30-22:45,0,0,0,0,0,0,19.47,0,0,44.02,0,57.33,58.41,0,18.73,0,0,0,19.47,57.34,20.73,134.79,0,0,0,29.5,29.5,0,9.32,43.85,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,15.47,12.46,270.31,3.24,163.39,27.26,10.73

92,22:45-23:00,0,0,0,0,0,0,18.48,0,0,44.02,0,56,55.46,0,19.16,0,0,0,18.48,56,20.73,134.79,0,0,0,29.5,29.5,0,9.32,43.85,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,15.47,12.46,270.31,3.24,163.39,27.26,10.73

93,23:00-23:15,0,0,0,0,0,0,18.51,0,0,44.02,0,48.33,55.53,0,18.97,0,0,0,18.51,48.34,20.73,134.79,0,0,0,29.5,29.5,0,8.95,43.85,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,15.47,12.46,270.31,3.24,163.39,26.25,10.73

94,23:15-23:30,0,0,0,0,0,0,18.57,0,0,44.02,0,46.67,55.71,0,18.55,0,0,0,18.57,46.66,20.73,134.79,0,0,0,29.5,29.5,0,8.95,43.85,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,15.47,12.46,270.31,3.24,163.39,26.25,10.73

95,23:30-23:45,0,0,0,0,0,0,18.6,0,0,44.02,0,45,55.77,0,25,0,0,0,18.6,45,20.73,134.79,0,0,0,29.5,29.5,0,8.95,43.85,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,15.47,12.46,270.31,3.24,163.39,26.25,10.73

96,23:45-24:00,0,0,0,0,0,0,18.58,0,0,44.02,0,43.33,55.75,0,25,0,0,0,18.58,43.34,20.73,134.79,0,0,0,29.5,29.5,0,8.95,43.85,0,-0,0,130.04,86.69,43.68,0,10.47,115.29,8.35,100.13,15.47,12.46,270.31,3.24,163.39,26.25,10.73

