Block,Time,DADRT2,KKNP,KOLDAM,RAPPB,TALA,UNCHAHAR2,URI,ANTA_CRF,AURY_LF,KHSTPP-II,KISHANGANGA,NLCEXP,NLCIIST2,RAMPUR,SEWA2,SINGRAULI,TANAKPUR,UNCHAHAR4,DADRI_LF,KGSU3AND4,PARBATI2,RAPPC,RSTPSU1TO6,SINGRAULI_HYDRO,ANTA_GF,ANTA_LF,ANTA_RF,AURY_GF,DULHASTI,FSTPP I & II,JHAJJAR,NLCIIST1,NNTPP,RAPPD,RIHAND3,SIMHST1,URI2,DADRI_CRF,DADRI_GF,BRBCL,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,KHSTPP-I,MAPS,PARBATI3,RIHAND1,TelanganaSTPP,VALLURNTECL,AURY_RF,KUDGI,SALAL,SIMHST2,TEHRI,DADRI_RF,DHAULIGNGA,NJPC,NLCTS2EXP,NTPL,RSTPSU7,SASAN,TANDA2,AURY_CRF,KGSU1AND2,KKNPPU2,KOTESHWR,NAPP,RIHAND2,TALST2,UNCHAHAR1,UNCHAHAR3
57,14:00-14:15,688.92,0,0,0,0,45,51.01,0,0,148.3,8.63,0,0,5.5,0,150.34,5.64,3.2,0,0,27.05,67.88,0,0,0,0,48.55,0,58.69,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,25.28,48.81,23.33,45.53,0,23.02,97.23,0,0,80.77,0,80.18,0,0,98.41,0,138.33,0,0,0,388.12,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

58,14:15-14:30,688.92,0,0,0,0,45,51.01,0,0,148.3,8.63,0,0,5.5,0,150.34,5.64,3.2,0,0,27.05,67.88,0,0,0,0,48.55,0,58.69,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,25.28,48.81,23.33,45.53,0,23.02,97.23,0,0,80.77,0,80.18,0,0,98.41,0,138.33,0,0,0,388.12,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

59,14:30-14:45,688.92,0,0,0,3.53,45,51.01,0,0,148.3,8.63,0,0,5.5,6.3,150.34,5.64,3.2,0,0,27.05,67.88,0,0,0,0,48.55,0,58.69,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,25.28,48.81,23.33,45.53,0,23.02,97.23,0,0,80.77,0,80.18,0,0,98.41,0,138.33,0,0,0,388.12,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

60,14:45-15:00,688.92,0,0,0,3.53,45,51.01,0,0,148.3,8.63,0,0,5.5,12.61,150.34,5.64,3.2,0,0,27.05,67.88,0,0,0,0,48.55,0,58.69,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,26.86,48.81,23.33,45.53,0,23.02,97.23,0,0,80.77,0,80.18,0,0,98.41,0,138.33,0,0,0,388.12,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

61,15:00-15:15,688.92,0,0,0,3.53,45,51.01,0,0,148.3,8.63,0,0,4.98,18.9,150.34,5.64,3.2,0,0,27.05,67.88,0,0,0,0,48.55,0,58.69,19.46,490.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,28.1,48.81,23.33,45.53,0,23.02,97.23,0,0,80.77,0,80.18,0,0,98.41,0,125.44,0,0,0,388.12,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

62,15:15-15:30,688.92,0,0,0,3.53,45,51.01,0,0,148.3,8.63,0,0,4.98,18.9,150.34,5.64,3.2,0,0,27.05,67.88,0,0,0,0,48.55,0,58.69,19.46,600.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,28.1,48.81,11.67,45.53,0,23.02,97.23,0,0,80.77,0,80.18,0,0,98.41,0,125.44,0,0,0,388.12,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

63,15:30-15:45,458.92,0,0,0,3.53,45,51.01,0,0,148.3,8.63,0,0,4.98,18.9,150.34,5.64,3.2,0,0,27.05,67.88,0,0,0,0,48.55,0,58.69,19.46,600.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,28.1,32.53,11.67,45.53,0,23.02,97.23,0,0,80.77,0,80.18,0,0,98.41,0,125.44,0,0,0,388.12,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

64,15:45-16:00,458.92,0,0,0,3.53,45,51.01,0,0,148.3,8.63,0,0,4.98,18.9,150.34,5.64,3.2,0,0,27.05,67.88,0,0,0,0,48.55,0,58.69,19.46,600.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,28.1,32.53,11.67,45.53,0,23.02,97.23,0,0,80.77,0,80.18,0,0,98.41,0,125.44,0,0,0,388.12,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

65,16:00-16:15,458.92,0,0,0,0,45,51.01,0,0,148.3,8.63,0,0,4.98,18.9,150.34,5.64,3.2,0,0,27.05,67.88,0,0,0,0,47.89,0,58.69,19.46,600.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,42.15,32.53,11.67,45.53,0,16.88,97.23,0,0,80.77,0,80.18,0,0,98.41,0,125.44,0,0,0,401.62,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

66,16:15-16:30,458.92,0,0,0,0,45,51.01,0,0,148.3,8.63,0,0,4.98,18.9,150.34,5.64,3.2,0,0,27.05,67.88,0,0,0,0,47.89,0,58.69,19.46,600.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,42.15,32.53,11.67,45.53,0,16.88,97.23,0,0,80.77,0,80.18,0,0,98.41,0,125.44,0,0,0,401.62,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

67,16:30-16:45,458.92,0,0,0,0,45,51.01,0,0,148.3,8.63,0,0,6.59,18.9,150.34,5.64,3.2,0,0,27.05,67.88,0,0,0,0,47.24,0,58.69,19.46,670.67,0,0,21.66,130.79,0,38.1,0,0,20,13.04,42.15,32.53,11.67,45.53,0,16.88,97.23,0,0,80.77,0,80.18,0,0,98.41,0,165.99,0,0,0,401.62,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

68,16:45-17:00,458.92,0,0,0,0,45,51.01,0,0,148.3,8.63,0,0,6.59,18.9,150.34,5.64,3.2,0,0,27.05,67.88,0,0,0,0,47.24,0,58.69,19.46,670.67,0,0,21.66,130.79,0,38.1,0,0,20,6.52,42.15,32.53,11.67,45.53,0,16.88,97.23,0,0,80.77,0,80.18,0,9.79,98.41,0,165.99,0,0,0,401.62,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

69,17:00-17:15,458.92,0,0,0,0,45,50.79,0,0,148.3,8.63,0,0,6.59,18.9,150.34,5.64,3.2,0,0,27.05,67.88,0,0,0,0,47.24,0,58.69,19.46,670.67,0,0,21.66,95.79,0,38.1,0,0,20,6.52,42.15,32.53,11.67,45.53,0,16.88,97.23,0,0,80.77,0,80.18,0,9.79,98.41,0,165.99,0,0,0,401.62,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

70,17:15-17:30,458.92,0,0,0,0,45,50.79,0,0,148.3,8.63,0,0,6.59,18.9,150.34,5.64,3.2,0,0,27.05,67.88,0,0,0,0,47.24,0,58.69,19.46,670.67,0,0,21.66,95.79,0,38.1,0,0,20,6.52,42.15,32.53,11.67,45.53,0,16.88,97.23,0,0,80.77,0,80.18,0,9.79,98.41,0,165.99,0,0,0,401.62,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

71,17:30-17:45,458.92,0,0,0,0,45,50.79,0,0,148.3,8.63,0,0,5.79,18.9,150.34,5.64,3.2,0,0,27.05,67.88,0,0,0,0,47.24,0,58.69,19.46,670.67,0,0,21.66,95.79,0,38.1,0,0,20,6.52,42.15,48.81,35.03,45.53,0,16.88,97.23,0,0,80.77,0,80.18,0,9.79,98.41,0,145.6,0,0,0,401.62,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

72,17:45-18:00,458.92,0,0,0,0,45,50.79,0,0,148.3,8.63,0,0,5.79,18.9,150.34,5.64,3.2,0,0,27.05,67.88,0,0,0,0,47.24,0,58.69,19.46,670.67,0,0,21.66,95.79,0,38.1,0,0,20,6.52,42.15,48.81,35.03,45.53,0,19.64,97.23,0,0,80.77,0,80.18,0,19.58,98.41,10.95,145.6,0,0,0,401.62,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

73,18:00-18:15,458.92,0,0,0,4.41,45,50.79,0,0,148.3,8.63,0,0,5.79,18.9,150.34,3.72,2.3,0,0,37.57,67.88,0,0,0,0,47.24,0,58.69,19.46,570.67,0,0,21.66,95.79,0,38.1,0,0,20,6.52,42.15,48.81,35.03,45.53,0,36.83,97.23,0,0,80.77,0,80.18,0,19.58,98.41,21.88,145.6,0,0,0,401.62,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

74,18:15-18:30,458.92,0,0,0,4.41,44.5,50.79,0,0,148.3,8.63,0,0,5.79,18.9,150.34,3.72,2.3,0,0,37.57,67.88,0,0,0,0,47.24,0,58.69,19.46,570.67,0,0,21.66,95.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,39.9,97.23,0,0,80.77,0,80.18,0,29.37,98.41,32.83,145.6,0,0,0,401.62,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

75,18:30-18:45,458.92,0,4.79,0,4.41,44.5,50.79,0,0,148.3,8.63,0,0,5.79,18.9,150.34,3.72,2.3,0,0,45.08,67.88,0,0,0,0,47.24,0,58.69,19.46,570.67,0,0,21.66,95.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,46.03,97.23,0,0,80.77,0,80.18,0,29.37,98.41,43.78,145.6,0,0,0,401.62,2.75,0,0,0,20.85,25.51,124.58,0,21.94,27.68

76,18:45-19:00,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.68,0,0,6.5,20.09,150.34,3.72,2.3,0,0,52.6,67.88,0,0,0,0,47.24,0,59.5,19.46,428.67,0,0,21.66,95.79,0,40.16,0,0,20,20.46,43.14,51.05,36.84,45.53,0,78.83,97.23,0,0,80.77,0,80.18,0,30.57,98.41,43.78,165.99,0,0,0,401.62,2.75,0,0,0,34.76,25.51,124.58,0,21.94,27.68

77,19:00-19:15,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.68,0,0,6.5,20.09,150.34,3.72,2.3,0,0,52.6,67.88,0,0,0,0,47.5,0,59.5,19.46,428.67,0,0,21.66,95.79,0,40.16,0,0,20,20.46,43.14,51.05,36.84,45.53,0,78.83,97.23,0,0,80.77,0,80.18,0,30.57,98.41,43.78,165.99,0,0,0,401.62,2.75,0,0,0,34.76,25.51,124.58,0,21.94,27.68

78,19:15-19:30,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.68,0,0,6.5,20.09,150.34,3.72,2.3,0,0,52.6,67.88,0,0,0,0,47.5,0,59.5,19.46,428.67,0,0,21.66,95.79,0,40.16,0,0,20,20.46,43.14,51.05,36.84,45.53,0,78.83,97.23,0,0,80.77,0,80.18,0,30.57,98.41,43.78,165.99,0,0,0,401.62,2.75,0,0,0,34.76,25.51,124.58,0,21.94,27.68

79,19:30-19:45,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.68,0,0,6.5,20.09,150.34,3.72,2.3,0,0,52.6,67.88,0,0,0,0,47.89,0,59.5,19.46,428.67,0,0,21.66,95.79,0,40.16,0,0,20,20.46,43.14,51.05,36.84,45.53,0,78.83,97.23,0,0,80.77,0,80.18,0,30.57,98.41,43.78,165.99,0,0,0,401.62,2.75,0,0,0,34.76,25.51,124.58,0,21.94,27.68

80,19:45-20:00,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.68,0,0,6.5,20.09,150.34,3.72,2.3,0,0,52.6,67.88,0,0,0,0,47.89,0,59.5,19.46,428.67,0,0,21.66,95.79,0,40.16,0,0,20,20.46,43.14,51.05,36.84,45.53,0,78.83,97.23,0,0,80.77,0,80.18,0,30.57,98.41,43.78,165.99,0,0,0,401.62,2.75,0,0,0,34.76,25.51,124.58,0,21.94,27.68

81,20:00-20:15,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.68,0,0,6.5,20.09,150.34,3.72,2.3,0,0,52.6,67.88,0,1.08,0,0,47.89,0,59.5,20.15,428.67,0,0,21.66,95.79,0,40.16,0,0,20,20.46,43.14,51.05,36.84,45.53,0,78.83,97.23,0,0,80.77,0,80.18,0,30.57,98.41,43.78,165.99,0,0,0,401.62,2.75,0,0,0,34.76,25.51,124.58,0,21.94,27.68

82,20:15-20:30,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.68,0,0,6.5,20.09,150.34,3.72,2.3,0,0,52.6,67.88,0,1.08,0,0,47.89,0,59.5,20.15,428.67,0,0,21.66,95.79,0,40.16,0,0,20,20.46,43.14,51.05,36.84,45.53,0,78.83,97.23,0,0,80.77,0,80.18,0,30.57,98.41,43.78,165.99,0,0,0,401.62,2.75,0,0,0,34.76,25.51,124.58,0,21.94,27.68

83,20:30-20:45,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.63,0,0,6.5,18.9,150.34,3.72,2.3,0,0,45.08,67.88,0,1.08,0,0,47.89,0,58.69,20.15,428.67,0,0,21.66,95.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,30.68,97.23,0,0,80.77,0,80.18,0,30.57,98.41,43.78,165.99,0,0,0,401.62,2.75,0,0,0,31.28,25.51,124.58,0,21.94,27.68

84,20:45-21:00,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.63,0,0,6.5,18.9,150.34,3.72,2.3,0,0,45.08,67.88,0,1.08,0,0,47.89,0,58.69,20.15,428.67,0,0,21.66,95.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,30.68,97.23,0,0,80.77,0,80.18,0,30.57,98.41,43.78,165.99,0,0,0,401.62,2.75,0,0,0,31.28,25.51,124.58,0,21.94,27.68

85,21:00-21:15,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.63,0,0,6.5,18.9,150.34,3.72,2.3,0,0,45.08,67.88,0,1.08,0,0,48.55,0,58.69,20.15,428.67,0,0,21.66,95.79,0,38.1,0,0,20,13.04,42.15,48.81,35.03,45.53,0,33.76,97.23,0,0,80.77,0,80.18,0,30.57,98.41,43.78,165.99,0,0,0,401.62,2.75,0,0,0,31.28,25.51,124.58,0,21.94,27.68

86,21:15-21:30,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.68,0,0,6.5,20.09,150.34,3.72,2.3,0,0,52.6,67.88,0,1.08,0,0,48.55,0,59.5,20.15,428.67,0,0,21.66,95.79,0,40.16,0,0,20,20.46,43.14,51.05,36.84,45.53,0,78.83,97.23,0,0,80.77,0,80.18,0,30.57,98.41,43.78,165.99,0,0,0,401.62,2.75,0,0,0,34.76,25.51,124.58,0,21.94,27.68

87,21:30-21:45,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.68,0,0,6.5,20.09,150.34,5.64,2.3,0,0,52.6,67.88,0,1.08,0,0,48.55,0,59.5,20.15,428.67,0,0,21.66,95.79,0,40.16,0,0,20,20.46,43.14,51.05,36.84,45.53,0,78.83,97.23,0,0,80.77,0,80.18,0,30.57,98.41,43.78,165.99,0,0,0,401.62,2.75,0,0,0,34.76,25.51,124.58,0,21.94,27.68

88,21:45-22:00,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.68,0,0,6.5,20.09,150.34,5.64,2.3,0,0,52.6,67.88,0,1.08,0,0,48.55,0,59.5,20.15,428.67,0,0,21.66,95.79,0,40.16,0,0,20,20.46,43.14,51.05,36.84,45.53,0,78.83,97.23,0,0,80.77,0,80.18,0,30.57,98.41,43.78,165.99,0,0,0,401.62,2.75,0,0,0,34.76,25.51,124.58,0,21.94,27.68

89,22:00-22:15,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.68,0,0,6.5,20.09,150.34,1.15,2.3,0,0,52.6,67.88,0,1.08,0,0,48.81,0,59.5,18.2,428.67,0,0,21.66,95.79,0,40.16,0,0,20,20.46,43.14,51.05,36.84,45.53,0,78.83,97.23,0,0,80.77,0,80.18,0,30.57,98.41,43.78,165.99,0,0,0,401.62,2.75,0,0,0,34.76,25.51,124.58,0,21.94,27.68

90,22:15-22:30,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.68,0,0,6.5,20.09,150.34,1.15,2.3,0,0,52.6,67.88,0,1.08,0,0,48.81,0,59.5,18.2,428.67,0,0,21.66,95.79,0,40.16,0,0,20,20.46,43.14,51.05,36.84,45.53,0,78.83,97.23,0,0,80.77,0,80.18,0,30.57,98.41,43.78,165.99,0,0,0,401.62,2.75,0,0,0,34.76,25.51,124.58,0,21.94,27.68

91,22:30-22:45,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.63,0,0,6.5,18.9,150.34,1.15,2.3,0,0,30.06,67.88,0,1.08,0,0,48.81,0,58.69,18.2,428.67,0,0,21.66,95.79,0,38.1,0,0,20,19.56,42.15,48.81,35.03,45.53,0,42.96,97.23,0,0,80.77,0,80.18,0,30.57,98.41,43.78,165.99,0,0,0,401.62,2.75,0,0,0,20.85,25.51,124.58,0,21.94,27.68

92,22:45-23:00,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.63,0,0,6.5,18.9,150.34,1.15,2.3,0,0,22.54,67.88,0,1.08,0,0,48.81,0,58.69,18.2,428.67,0,0,21.66,95.79,0,38.1,0,0,20,19.56,42.15,48.81,35.03,45.53,0,42.96,97.23,0,0,80.77,0,80.18,0,30.57,98.41,43.78,165.99,0,0,0,401.62,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

93,23:00-23:15,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.63,0,0,6.5,18.9,150.34,1.15,2.3,0,0,22.54,67.88,0,1.08,0,0,49.2,0,58.69,18.2,428.67,0,0,21.66,95.79,0,38.1,0,0,20,19.56,42.15,48.81,35.03,45.53,0,42.96,97.23,0,0,80.77,0,80.18,0,30.57,98.41,32.83,165.99,0,0,0,401.62,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

94,23:15-23:30,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.63,0,0,6.5,18.9,150.34,1.15,2.3,0,0,22.54,67.88,0,1.08,0,0,49.2,0,58.69,18.2,428.67,0,0,21.66,95.79,0,38.1,0,0,20,19.56,42.15,48.81,35.03,45.53,0,42.96,97.23,0,0,80.77,0,80.18,0,30.57,98.41,21.88,165.99,0,0,0,401.62,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

95,23:30-23:45,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.63,0,0,6.5,18.9,150.34,1.79,2.3,0,0,22.54,67.88,0,1.08,0,0,49.2,0,58.69,18.2,428.67,0,0,21.66,95.79,0,38.1,0,0,20,19.56,42.15,48.81,35.03,45.53,0,42.96,97.23,0,0,80.77,0,80.18,0,30.57,98.41,21.88,165.99,0,0,0,401.62,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

96,23:45-24:00,458.92,0,9.59,0,4.41,44.5,50.79,0,0,148.3,8.63,0,0,6.5,18.9,150.34,1.79,2.3,0,0,22.54,67.88,0,1.08,0,0,49.2,0,58.69,18.2,428.67,0,0,21.66,95.79,0,38.1,0,0,20,19.56,42.15,48.81,35.03,45.53,0,42.96,97.23,0,0,80.77,0,80.18,0,30.57,98.41,21.88,165.99,0,0,0,401.62,2.75,0,0,0,10.43,25.51,124.58,0,21.94,27.68

