Block,Time,SASAN,URI2,AURY_CRF,DADRI_CRF,KISHANGANGA,NAPP,UNCHAHAR3,UNCHAHAR1,SALAL,ANTA_RF,ANTA_LF,TEHRI,RAPPC,RAPPB,CHAMERA2,RIHAND2,JHAJJAR,ANTA_GF,UNCHAHAR2,CHAMERA3,BSIUL,DADRT2,UNCHAHAR4,URI,DADRI_LF,ANTA_CRF,RIHAND3,DADRI_GF,RAMPUR,AURY_GF,AURY_RF,SINGRAULI,DADRI_RF,PARBATI3,KHSTPP-II,TALA,KHSTPP-I,BRBCL,FSTPP I & II,CHAMERA1,RIHAND1,KOTESHWR,TANAKPUR,SINGRAULI_HYDRO,DHAULIGNGA,NJPC,SEWA2,AURY_LF,KOLDAM,TANDA2,DULHASTI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,332.630662,16.064970,0.000000,0.000000,0.000000,0.000000,16.941411,9.333113,6.714733,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,56.880686,348.642200,0.000000,25.040600,0.000000,0.000000,377.335118,0.000000,2.339177,0.000000,0.000000,119.102363,0.000000,0.000000,0.000000,0.000000,120.953321,0.000000,0.000000,80.567499,0.000000,30.309394,14.446500,8.503788,0.000000,88.605200,8.546549,0.000000,0.718540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

2,00:15-00:30,332.630662,16.064970,0.000000,0.000000,0.000000,0.000000,16.941411,9.333113,1.342947,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,56.880686,348.642200,0.000000,25.040600,0.000000,0.000000,348.642200,0.000000,2.339177,0.000000,0.000000,119.102363,0.000000,0.000000,0.000000,0.000000,120.953321,0.000000,0.000000,75.284853,0.000000,25.249049,14.446500,8.503788,0.000000,88.605200,8.546549,0.000000,0.718540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

3,00:30-00:45,332.630662,16.064970,0.000000,0.000000,0.000000,0.000000,16.941411,9.333113,1.342947,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,56.880686,348.642200,0.000000,25.040600,0.000000,0.000000,348.642200,0.000000,2.339177,0.000000,0.000000,119.102363,0.000000,0.000000,0.000000,0.000000,120.953321,0.000000,0.000000,75.284853,0.000000,25.159447,14.446500,8.503788,0.000000,88.605200,8.546549,0.000000,0.718540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

4,00:45-01:00,332.630662,16.064970,0.000000,0.000000,0.000000,0.000000,16.941411,9.333113,1.342947,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,56.880686,348.642200,0.000000,25.040600,0.000000,0.000000,348.642200,0.000000,2.339177,0.000000,0.000000,119.102363,0.000000,0.000000,0.000000,0.000000,120.953321,0.000000,0.000000,75.284853,0.000000,25.159447,14.446500,8.503788,0.000000,88.605200,8.546549,0.000000,0.718540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

5,01:00-01:15,332.630662,16.064970,0.000000,0.000000,0.000000,0.000000,11.557200,7.704800,1.342947,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,56.880686,344.789800,0.000000,25.040600,0.000000,0.000000,348.642200,0.000000,3.189787,0.000000,0.000000,119.102363,0.000000,0.000000,0.000000,0.000000,120.953321,0.000000,0.000000,75.284853,0.000000,25.159447,14.446500,8.503788,0.000000,88.605200,8.546549,0.000000,0.718540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0

