Block,Time,NJPC,TALA,URI2,VALLURNTECL,ANTA_RF,KGSU3AND4,KISHANGANGA,KKNP,KOTESHWR,NLCEXP,NLCIIST1,RAPPC,RIHAND1,SEWA2,SIMHST2,TelanganaSTPP,UNCHAHAR2,AURY_CRF,BRBCL,NAPP,UNCHAHAR3,ANTA_LF,DADRI_LF,DADRI_RF,BSIUL,KHSTPP-I,KUDGI,MAPS,NLCIIST2,RAPPB,RSTPSU1TO6,SINGRAULI,TANAKPUR,ANTA_CRF,DADRI_CRF,CHAMERA1,KGSU1AND2,NTPL,RIHAND2,UNCHAHAR1,URI,AURY_GF,CHAMERA2,DHAULIGNGA,KHSTPP-II,NNTPP,RAMPUR,RSTPSU7,SIMHST1,SINGRAULI_HYDRO,TALST2,AURY_RF,CHAMERA3,DADRT2,JHAJJAR,KOLDAM,RIHAND3,SALAL,TEHRI,UNCHAHAR4,ANTA_GF,DULHASTI,FSTPP I & II,KKNPPU2,NLCTS2EXP,PARBATI3,SASAN,TANDA2,AURY_LF,DADRI_GF
63,15:30-15:45,20.84,0,22.86,0,41.48,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,24.83,0,0,0,20.8,0,0,0,331.88,0,0,0

64,15:45-16:00,20.84,0,22.86,0,41.26,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,24.83,0,0,0,20.8,0,0,0,331.88,0,0,0

65,16:00-16:15,20.84,0,22.86,0,41.26,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,35.33,0,2.66,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,36.48,0,0,0,20.8,0,0,0,331.88,0,0,0

66,16:15-16:30,20.84,0,22.86,0,41.26,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,35.33,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,36.48,0,0,0,20.8,0,0,0,331.88,0,0,0

67,16:30-16:45,20.84,0,26.9,0,41.26,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,35.33,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,36.48,0,0,0,20.8,0,0,0,331.88,0,0,0

68,16:45-17:00,41.67,0,26.9,0,41.48,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,35.33,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,36.48,0,0,0,20.8,0,0,0,331.88,0,0,0

69,17:00-17:15,62.51,0,32.28,0,41.48,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,13.99,0,0,118.76,20.55,35.33,0,13.17,1.32,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,2.33,36.48,0,0,16.48,20.8,0,0,0,331.88,0,0,0

70,17:15-17:30,83.33,0,32.28,0,41.48,0,0,0,17.75,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,28.05,0,0,118.76,20.55,35.33,0,13.17,15.85,148.3,0,0,0,0,0.71,0,70.81,9.68,683.14,434.65,0,62.16,2.33,48.63,0,0,32.96,20.8,0,0,0,331.88,0,0,0

71,17:30-17:45,113.64,0,32.28,0,41.68,0,0,0,39.05,0,0,25.51,92,16.93,0,0,42.39,0,20,20.61,26.4,0,0,59.74,19.56,45.53,0,0,0,0,0,139.69,1.79,0,0,42.15,0,0,118.76,20.55,35.33,0,39.51,27.41,148.3,0,0,0,0,0.71,0,70.81,29.06,683.14,434.65,0,62.16,2.33,49.64,0,0,49.43,20.8,0,0,0,331.88,0,0,0

72,17:45-18:00,113.64,0,32.28,0,41.9,0,0,0,39.05,0,0,25.51,92,16.93,0,0,42.39,0,20,20.61,26.4,0,0,59.74,19.56,45.53,0,0,0,0,0,139.69,1.79,0,0,42.15,0,0,118.76,20.55,35.33,0,39.51,27.41,148.3,0,0,0,0,0.71,0,70.81,29.06,683.14,434.65,0,62.16,2.33,49.64,0,0,49.43,20.8,0,0,0,331.88,0,0,0

73,18:00-18:15,113.64,0,32.28,0,42,0,0,0,39.05,0,0,25.51,92,16.93,0,0,42.39,0,20,20.61,26.4,0,0,59.74,19.56,45.53,0,0,0,0,0,139.69,1.79,0,0,42.15,0,0,118.76,20.55,39.75,0,39.51,27.41,148.3,0,0,0,0,0.71,0,70.81,29.06,683.14,434.65,0,62.16,2.33,49.64,0,0,49.43,20.8,0,0,0,331.88,0,0,0

74,18:15-18:30,113.64,0,32.28,0,42.32,0,0,0,39.05,0,0,25.51,92,16.93,0,0,42.39,0,20,20.61,26.4,0,0,59.74,19.56,45.53,0,0,0,0,0,139.69,1.79,0,0,42.15,0,0,118.76,20.55,39.75,0,39.51,27.41,148.3,0,0,0,0,0.71,0,70.81,29.06,682.79,434.65,0,62.16,2.33,49.64,0,0,49.43,20.8,0,0,0,331.88,0,0,0

75,18:30-18:45,113.64,0,29.6,0,42.52,0,0,0,39.05,0,0,25.51,92,16.93,0,0,42.39,0,20,20.61,26.4,0,0,59.74,19.56,45.53,0,0,0,0,0,139.69,1.79,0,0,42.15,0,0,118.76,20.55,39.75,0,39.51,27.41,148.3,0,0,0,0,0.71,0,70.81,29.06,682.79,434.65,0,62.16,2.33,49.64,0,0,49.43,20.8,0,0,0,331.88,0,0,0

76,18:45-19:00,113.64,0,29.6,0,42.73,0,0,0,39.05,0,0,25.51,92,16.93,0,0,42.39,0,20,20.61,26.4,0,0,59.74,19.56,45.53,0,0,0,0,0,139.69,1.79,0,0,42.15,0,0,118.76,20.55,39.75,0,39.51,27.41,148.3,0,0,0,0,0.71,0,70.81,29.06,682.79,434.65,0,62.16,2.33,49.64,0,0,49.43,20.8,0,0,0,331.88,0,0,0

77,19:00-19:15,83.33,0,29.6,0,42.84,0,0,0,17.75,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.52,45.53,0,0,0,0,0,139.69,1.79,0,0,42.15,0,0,118.76,20.55,35.33,0,26.34,15.85,148.3,0,0,0,0,0.71,0,70.81,9.68,682.79,434.65,0,62.16,13.95,49.64,0,0,32.96,20.8,0,0,3.82,331.88,0,0,0

78,19:15-19:30,62.51,0,29.6,0,42.84,0,0,0,17.75,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,1.79,0,0,42.15,0,0,118.76,20.55,35.33,0,13.17,1.32,148.3,0,0,0,0,0.71,0,70.81,0,682.79,434.65,0,62.16,69.72,37.23,0,0,16.48,20.8,0,0,16.54,331.88,0,0,0

79,19:30-19:45,41.67,0,24.21,0,42.84,0,0,0,17.75,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,1.79,0,0,42.15,0,0,118.76,20.55,35.33,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,0,682.79,434.65,0,62.16,69.72,37.05,0,0,0,20.8,0,0,16.54,331.88,0,0,0

80,19:45-20:00,18.94,0,24.21,0,43.05,0,0,0,17.75,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,1.79,0,0,28.05,0,0,118.76,20.55,35.33,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,0,682.79,434.65,0,62.16,69.72,24.32,0,0,0,20.8,0,0,16.54,331.88,0,0,0

81,20:00-20:15,0,0,24.21,0,43.05,0,0,0,17.75,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,1.79,0,0,12.42,0,0,118.76,20.55,35.33,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,0,682.78,434.65,0,62.16,69.72,12.41,0,0,0,20.8,0,0,33.1,331.88,0,0,0

82,20:15-20:30,0,0,24.21,0,43.26,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,1.79,0,0,12.42,0,0,118.76,20.55,35.33,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,0,682.78,434.65,0,62.16,13.95,12.22,0,0,0,20.8,0,0,33.1,331.88,0,0,0

83,20:30-20:45,0,0,29.6,0,43.47,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,35.33,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,13.95,12.03,0,0,0,20.8,0,0,33.1,331.88,0,0,0

84,20:45-21:00,0,0,29.6,0,43.26,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,35.33,0,13.17,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,13.95,0,0,0,0,20.8,0,0,6.37,331.88,0,0,0

85,21:00-21:15,0,0,29.6,0,43.26,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,13.95,0,0,0,0,20.8,0,0,3.57,331.88,0,0,0

86,21:15-21:30,0,0,29.6,0,43.47,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,1.79,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,13.95,0,0,0,0,20.8,0,0,0,331.88,0,0,0

87,21:30-21:45,0,0,29.6,0,43.47,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,0.77,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,13.95,0,0,0,0,20.8,0,0,0,331.88,0,0,0

88,21:45-22:00,0,0,29.6,0,43.47,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,0.77,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,13.95,0,0,0,0,20.8,0,0,0,331.88,0,0,0

89,22:00-22:15,0,0,29.6,0,43.47,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,0.77,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0,0,70.81,0,683.14,434.65,0,62.16,13.95,0,0,0,0,20.8,0,0,0,331.88,0,0,0

90,22:15-22:30,0,0,29.6,0,43.57,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,0.77,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0,0,70.81,0,683.14,434.65,0,62.16,13.95,0,0,0,0,20.8,0,0,0,331.88,0,0,0

91,22:30-22:45,0,0,24.21,0,43.57,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,0.77,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0,0,70.81,0,683.14,434.65,0,62.16,13.95,0,0,0,0,20.8,0,0,0,298.12,0,0,0

92,22:45-23:00,0,0,24.21,0,43.57,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,0.77,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0,0,70.81,0,683.14,434.65,0,62.16,13.95,0,0,0,0,20.8,0,0,0,264.38,0,0,0

93,23:00-23:15,0,0,24.21,0,43.57,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,0.77,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0,0,70.81,0,683.14,434.65,0,62.16,13.95,0,0,0,0,20.8,0,0,0,230.62,0,0,0

94,23:15-23:30,0,0,24.21,0,43.57,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,0.77,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0,0,70.81,0,683.14,434.65,0,62.16,13.95,0,0,0,0,20.8,0,0,0,196.88,0,0,0

95,23:30-23:45,0,0,24.21,0,43.57,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,0.77,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,13.95,0,0,0,0,20.8,0,0,0,185.62,0,0,0

96,23:45-24:00,0,0,24.21,0,43.57,0,0,0,8.87,0,0,25.51,92,16.53,0,0,42.39,0,20,20.61,26.4,0,0,59.74,6.55,45.53,0,0,0,0,0,139.69,0.77,0,0,0,0,0,118.76,20.55,35.33,0,0,0,148.3,0,0,0,0,0.71,0,70.81,0,683.14,434.65,0,62.16,13.95,0,0,0,0,20.8,0,0,0,185.62,0,0,0

