Column1,Time,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/7782,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8456,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/01/4973,GNA/NR/2025/04/01/8510,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/16/6051,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/20/3628,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/01/9719,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/01/2569,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/06/01/7786,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8964,GNA/NR/2025/06/01/7663,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,GNA/NR/2025/06/01/9257,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/01/7762
81,20:00-20:15,27.51,28.83,0,28.83,86.51,0,0,0,0,0,0,0,0,0,46.22,0,0,0,0,0,0,-0,11.91,29,10.34,130.75,48.32,15.33,273.25,0,0,16.92,20.85,100.68,24.16,10.79,62.82,10.5,48.32,87.17,31.29,7.09,48.32,10.6,81.45,0,0,24.16,25.55,0,11.92,15.49,24.16

82,20:15-20:30,26.4,27.67,0,27.67,82.99,0,0,0,0,0,0,0,0,0,45.42,0,0,0,0,0,0,-0,11.91,29,10.34,130.75,48.32,15.33,273.25,0,0,16.92,20.85,100.68,24.16,10.79,62.82,10.5,48.32,87.17,31.29,7.09,48.32,10.6,89.97,0,0,24.16,25.55,0,11.92,15.49,24.16

83,20:30-20:45,25.46,27,0,27,81,0,0,0,0,0,0,0,0,0,46.22,0,0,0,0,0,0,-0,11.91,29,10.34,130.75,48.32,15.33,273.25,0,0,16.92,20.85,100.68,24.16,10.79,62.82,10.5,48.32,87.17,30.28,7.09,48.32,10.6,98.5,0,0,24.16,25.55,0,11.92,15.49,24.16

84,20:45-21:00,24.38,26.5,0,26.5,79.5,0,0,0,0,0,0,0,0,0,45.82,0,0,0,0,0,0,-0,11.91,29,10.34,130.75,48.32,15.33,273.25,0,0,16.92,20.85,100.68,24.16,10.79,62.82,10.5,48.32,87.17,30.28,7.09,48.32,10.6,115.92,0,0,24.16,25.55,0,11.92,15.49,24.16

85,21:00-21:15,23.36,26.17,0,26.17,78.49,0,0,0,0,0,0,0,0,0,45.62,0,0,0,0,0,0,-0,11.91,29,10.34,130.75,48.32,15.33,273.25,0,0,16.92,20.85,100.68,24.16,10.71,62.82,10.5,48.32,87.17,29.27,7.09,48.32,10.6,115.92,0,0,24.16,25.55,0,11.92,15.49,24.16

86,21:15-21:30,22.31,26.5,0,26.5,79.5,0,0,0,0,0,0,0,0,0,46.22,0,0,0,0,0,0,-0,11.91,29,10.34,130.75,48.32,15.33,273.25,0,0,16.92,20.85,100.68,24.16,10.71,62.82,10.5,48.32,87.17,29.27,7.09,48.32,10.6,115.92,0,0,24.16,25.55,0,11.92,15.49,24.16

87,21:30-21:45,21.24,26.5,0,26.5,79.5,0,0,0,0,0,0,0,0,0,45.82,0,0,0,0,0,0,-0,11.91,29,10.34,130.75,48.32,15.33,273.25,0,0,16.92,20.85,100.68,24.16,10.71,62.82,10.5,48.32,87.17,29.27,7.09,48.32,10.6,115.92,0,0,24.16,29,0,11.92,15.49,24.16

88,21:45-22:00,20.2,26.67,0,26.67,79.99,0,0,0,0,0,0,0,0,0,45.82,0,0,0,0,0,0,-0,11.91,29,10.34,130.75,48.32,15.33,273.25,0,0,16.92,20.85,100.68,24.16,10.71,62.82,10.5,48.32,87.17,29.27,7.09,48.32,10.6,115.92,0,0,24.16,29,0,11.92,15.49,24.16

89,22:00-22:15,17.41,22.33,0,22.33,67.01,0,0,0,0,0,0,0,0,0,45.82,0,0,0,0,0,0,-0,11.91,29,10.34,130.75,48.32,15.33,273.25,0,0,16.92,20.85,100.68,24.16,10.71,62.82,10.3,48.32,87.17,28.26,7.09,48.32,10.6,115.92,0,0,24.16,29,0,11.92,23.19,24.16

90,22:15-22:30,16.92,22,0,22,66,0,0,0,0,0,0,0,0,0,46.02,0,0,0,0,0,0,-0,11.91,29,10.34,130.75,48.32,15.33,273.25,0,0,16.92,20.85,100.68,24.16,10.71,62.82,10.3,48.32,87.17,28.26,7.09,48.32,10.6,115.92,0,0,24.16,29,0,11.92,23.19,24.16

91,22:30-22:45,16.43,21.5,0,21.5,64.5,0,0,0,0,0,0,0,0,0,45.82,0,0,0,0,0,0,-0,11.91,29,10.34,130.75,48.32,15.33,273.25,0,0,16.92,20.85,100.68,24.16,10.71,62.82,10.3,48.32,87.17,28.26,7.09,48.32,10.6,115.92,0,0,24.16,29,0,11.92,23.19,24.16

92,22:45-23:00,15.99,21.33,0,21.33,64.01,0,0,0,0,0,0,0,0,0,46.22,0,0,0,0,0,0,-0,11.91,29,10.34,130.75,48.32,15.33,273.25,0,0,16.92,20.85,100.68,24.16,10.71,62.82,10.3,48.32,87.17,28.26,7.09,48.32,10.6,115.92,0,0,24.16,29,0,11.92,23.19,24.16

93,23:00-23:15,15.86,21.17,0,21.17,63.49,0,0,0,0,0,0,0,0,0,45.42,0,0,0,0,0,0,-0,11.91,29,10.34,130.75,48.32,15.33,273.25,0,0,16.92,20.85,100.68,24.16,10.71,62.82,10.3,48.32,87.17,27.25,7.09,48.32,10.6,115.92,0,0,24.16,29,0,11.92,23.19,24.16

94,23:15-23:30,15.68,20.5,0,20.5,61.5,0,0,0,0,0,0,0,0,0,45.82,0,0,0,0,0,0,-0,11.91,29,10.34,130.75,48.32,15.33,273.25,0,0,16.92,20.85,100.68,24.16,10.71,62.82,10.3,48.32,87.17,27.25,7.09,48.32,10.6,115.92,0,0,24.16,29,0,11.92,23.19,24.16

95,23:30-23:45,15.56,20,0,20,60,0,0,0,0,0,0,0,0,0,45.82,0,0,0,0,0,0,-0,11.91,29,10.34,130.75,48.32,15.33,273.25,0,0,16.92,20.85,100.68,24.16,10.71,62.82,10.3,48.32,87.17,27.25,7.09,48.32,10.6,115.92,0,0,24.16,29,0,11.92,23.19,24.16

96,23:45-24:00,15.37,19.5,0,19.5,58.5,0,0,0,0,0,0,0,0,0,45.62,0,0,0,0,0,0,-0,12.18,29,10.34,130.75,48.32,15.33,273.25,0,0,16.92,20.85,100.68,24.16,10.71,62.82,10.3,48.32,87.17,27.25,7.09,48.32,10.6,115.92,0,0,24.16,29,0,11.92,23.19,24.16

