Block,Time,CHAMERA1,NJPC,NLCTS2EXP,RAMPUR,TANAKPUR,TEHRI,UNCHAHAR4,URI2,AURY_CRF,AURY_GF,DHAULIGNGA,DULHASTI,RSTPSU7,TALST2,DADRT2,JHAJJAR,KKNP,RAPPC,RIHAND1,RIHAND3,ANTA_GF,ANTA_LF,NLCIIST1,RAPPB,SALAL,SEWA2,SINGRAULI,DADRI_CRF,FSTPP I & II,KHSTPP-II,KKNPPU2,KOLDAM,KUDGI,MAPS,NLCEXP,SASAN,AURY_LF,DADRI_GF,DADRI_LF,BRBCL,KISHANGANGA,NNTPP,TALA,UNCHAHAR1,UNCHAHAR2,ANTA_CRF,BSIUL,KGSU1AND2,KOTESHWR,NLCIIST2,RIHAND2,SIMHST1,TANDA2,TelanganaSTPP,UNCHAHAR3,URI,ANTA_RF,AURY_RF,CHAMERA2,CHAMERA3,KGSU3AND4,KHSTPP-I,NAPP,NTPL,PARBATI3,RSTPSU1TO6,SIMHST2,SINGRAULI_HYDRO,VALLURNTECL,DADRI_RF
57,14:00-14:15,28.44,167.1,0,3.54,10.25,50.14,1.62,28.07,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,127.6,0,15.26,0,0,83.67,5.79,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,12.21,20.96,43.71,0,13.04,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.28,77.08,44.22,32.08,0,32.17,44.86,0,17.99,0,0,0.9,0,74.03

58,14:15-14:30,26.07,167.1,0,3.54,10.25,50.14,1.62,28.07,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,45.27,127.6,0,15.26,0,0,83.67,5.79,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,12.21,20.96,43.71,0,13.04,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.28,77.08,44.22,32.08,0,32.17,44.86,0,17.99,0,0,0.9,0,74.03

59,14:30-14:45,26.07,167.1,0,3.54,10.25,67.72,1.62,28.07,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,60.7,127.6,0,15.26,0,0,83.67,5.79,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,12.21,20.96,43.71,0,13.04,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.28,77.08,44.22,32.08,0,32.17,44.86,0,30.92,0,0,0.9,0,74.03

60,14:45-15:00,26.07,167.1,0,3.54,10.25,67.72,1.62,28.07,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,67.9,127.6,0,15.26,0,0,83.67,5.79,120.74,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,12.21,20.96,43.71,0,13.04,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.28,77.08,44.22,32.08,0,32.17,44.86,0,30.92,0,0,0.9,0,74.03

61,15:00-15:15,40.29,167.1,0,3.54,10.25,67.72,1.62,28.07,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,67.9,127.6,0,0,0,0,83.67,5.79,109.06,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,12.49,20.96,43.71,0,13.04,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.64,77.08,44.22,32.08,0,32.17,44.86,0,30.92,0,0,0.9,0,74.03

62,15:15-15:30,40.29,167.1,0,3.54,10.25,67.72,1.62,28.07,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,73.04,127.6,0,0,0,0,83.67,5.79,109.06,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,12.64,20.96,43.71,0,13.04,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.64,77.08,44.22,32.08,0,32.17,44.86,0,30.92,0,0,0.9,0,74.03

63,15:30-15:45,40.29,167.1,0,3.54,10.25,67.72,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,73.04,127.6,0,0,0,0,83.67,5.79,109.06,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,9.11,20.96,43.71,0,20.21,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.64,77.08,44.22,32.08,0,32.17,44.86,0,30.92,0,0,0.9,0,74.03

64,15:45-16:00,41.87,167.1,0,3.54,10.25,67.72,1.62,29.56,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,77.15,127.6,0,0,0,0,83.67,5.79,109.06,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,9.11,20.96,43.71,0,20.21,0,19.32,0,121.71,0,2.89,0,27.05,36.43,30.64,77.08,44.22,32.08,0,32.17,44.86,0,30.92,0,0,0.9,0,74.03

65,16:00-16:15,42.15,167.1,0,3.54,10.25,67.72,1.62,31.03,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,77.15,127.6,0,0,0,0,83.67,5.79,109.06,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,9.11,20.96,43.71,0,13.04,0,28.98,0,121.71,0,2.89,0,27.05,36.43,30.64,77.08,44.22,32.08,0,32.17,44.86,0,21.08,0,0,0.9,0,74.03

66,16:15-16:30,42.15,167.1,0,3.54,10.25,67.72,1.62,31.03,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,84.36,127.6,0,0,0,0,83.67,5.79,109.06,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,9.11,20.96,43.71,0,13.04,0,28.98,0,121.71,0,2.89,0,27.05,36.43,30.64,77.08,44.22,32.08,0,32.17,44.86,0,21.08,0,0,0.9,0,74.03

67,16:30-16:45,42.15,167.1,0,3.54,8.96,67.72,1.62,31.03,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,91.57,127.6,0,0,0,0,83.67,5.79,109.06,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,9.11,20.96,43.71,0,13.04,0,28.98,0,121.71,0,2.89,0,27.05,36.43,30.64,77.08,44.22,32.08,0,32.17,44.86,0,33.73,0,0,0.9,0,74.03

68,16:45-17:00,42.15,167.1,0,3.54,8.96,67.72,1.62,31.03,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,94.65,127.6,0,0,0,0,83.67,5.79,109.06,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,9.11,20.96,43.71,0,13.04,0,28.98,0,121.71,0,2.89,0,27.05,36.43,30.64,77.08,44.22,32.08,0,32.17,44.86,0,33.73,0,0,0.9,0,74.03

69,17:00-17:15,42.15,167.1,0,3.54,8.96,67.72,1.62,31.03,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,5.79,109.06,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,8.96,20.96,43.71,0,13.04,0,38.64,0,121.71,0,2.89,0,27.05,36.43,30.64,77.08,44.22,32.08,0,32.17,44.86,0,33.73,0,0,0.9,0,74.03

70,17:15-17:30,42.15,167.1,0,3.54,9.61,67.72,1.62,31.03,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,5.79,109.06,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,8.82,20.96,43.71,0,13.04,0,38.64,0,121.71,0,2.89,0,27.05,36.43,30.64,77.08,44.22,32.08,0,32.17,44.86,0,33.73,0,0,0.9,0,76.88

71,17:30-17:45,42.15,167.1,0,3.54,9.61,67.72,1.62,31.03,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,5.79,109.06,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,8.82,20.96,43.71,0,13.04,0,38.64,0,121.71,0,2.89,0,27.05,32.01,30.75,77.08,44.22,32.08,0,32.17,44.86,0,33.73,0,0,0.9,0,76.88

72,17:45-18:00,42.15,167.1,0,3.54,9.61,67.72,1.62,31.03,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,5.79,109.06,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,8.68,20.96,43.71,0,13.04,0,38.64,0,121.71,0,2.89,0,27.05,32.01,30.75,77.08,44.22,32.08,0,32.17,44.86,0,33.73,0,0,0.9,0,76.88

73,18:00-18:15,42.15,167.1,0,3.54,7.55,67.72,1.62,31.03,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,11.58,109.06,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,8.49,20.96,43.71,0,13.04,0,38.64,0,121.71,0,2.89,0,27.05,35.33,30.75,76.72,44.22,32.08,0,32.17,44.86,0,21.08,0,0,0.9,0,76.88

74,18:15-18:30,42.15,167.1,0,3.54,7.55,67.72,1.62,31.03,0,0,40.4,36.23,0,0,686.07,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,11.58,109.06,0,14.3,98.87,0,5.35,0,0,0,414,0,0,0,15,2.88,0,8.29,20.96,43.71,0,13.04,0,38.64,0,121.71,0,2.89,0,27.05,35.33,30.87,76.72,44.22,32.08,0,32.17,44.86,0,53.4,0,0,0.9,0,76.88

75,18:30-18:45,42.15,167.1,0,3.54,0,67.72,1.62,31.03,0,0,40.4,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,12.63,109.06,0,14.3,98.87,0,5.35,0,0,0,403.88,0,0,0,15,2.88,0,7.9,20.96,43.71,0,13.04,0,38.64,0,121.71,0,2.89,0,27.05,35.33,30.99,76.72,44.22,32.08,0,32.17,44.86,0,53.4,0,0,0.9,0,76.88

76,18:45-19:00,42.15,168.66,0,3.62,0,67.72,1.62,31.03,0,0,41.42,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,109.06,0,14.3,98.87,0,5.35,0,0,0,403.88,0,0,0,15,2.88,0,7.62,20.96,43.71,0,20.21,0,42.51,0,121.71,0,2.89,0,27.05,35.33,30.99,76.72,45.65,32.08,0,32.17,44.86,0,53.4,0,0,0.9,0,76.88

77,19:00-19:15,42.15,168.66,0,3.62,0,67.72,1.62,31.03,0,0,41.42,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,109.06,0,14.3,98.87,0,5.35,0,0,0,403.88,0,0,0,15,2.88,0,7.62,20.96,43.71,0,20.21,0,42.51,0,121.71,0,2.89,0,27.05,35.33,31.23,76.72,45.65,32.08,0,32.17,44.86,0,36.54,0,0,0.9,0,76.88

78,19:15-19:30,42.15,168.66,0,3.62,0,67.72,1.62,31.03,0,0,41.42,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,109.06,0,14.3,98.87,0,5.35,0,0,0,403.88,0,0,0,15,2.88,0,8.06,20.96,43.71,0,20.21,0,42.51,0,121.71,0,2.89,0,27.05,35.33,31.34,76.72,45.65,32.08,0,32.17,44.86,0,36.54,0,0,0.9,0,76.88

79,19:30-19:45,42.15,168.66,0,3.62,0,67.72,1.62,29.56,0,0,41.42,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,109.06,0,14.3,98.87,0,5.35,0,0,0,403.88,0,0,0,15,2.88,0,8.06,20.96,43.71,0,20.21,0,42.51,0,121.71,0,2.89,0,27.05,35.33,31.46,76.72,45.65,32.08,0,32.17,44.86,0,36.54,0,0,0.9,0,76.88

80,19:45-20:00,42.15,168.66,0,3.62,0,67.72,1.62,29.56,0,0,41.42,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,109.06,0,14.3,98.87,0,5.35,0,0,0,403.88,0,0,0,15,2.88,0,8.23,20.96,43.71,0,20.21,0,42.51,0,121.71,0,2.89,0,27.05,35.33,31.58,76.72,45.65,32.08,0,32.17,44.86,0,21.08,0,0,0.9,0,76.88

81,20:00-20:15,42.15,168.66,0,3.62,0,67.72,1.62,26.6,0,0,41.42,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,109.06,0,14.3,98.87,0,5.35,0,0,0,403.88,0,0,0,15,2.88,0,8.37,20.96,43.71,0,20.21,0,42.51,0,121.71,0,2.89,0,27.05,36.43,31.58,76.72,45.65,32.08,0,32.17,44.86,0,21.08,0,0,0.9,0,76.88

82,20:15-20:30,42.15,168.66,0,3.62,0,67.72,1.62,26.6,0,0,41.42,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,109.06,0,14.3,98.87,0,5.35,0,0,0,403.88,0,0,0,15,2.88,0,8.53,20.96,43.71,0,20.21,0,42.51,0,121.71,0,2.89,0,27.05,36.43,31.58,76.72,45.65,32.08,0,32.17,44.86,0,35.14,0,0,0.9,0,76.88

83,20:30-20:45,42.15,168.66,0,3.62,0,67.72,1.62,26.6,0,0,41.42,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,109.06,0,14.3,98.87,0,5.35,0,0,0,403.88,0,0,0,15,2.88,0,8.68,20.96,41.54,0,20.21,0,42.51,0,121.71,0,2.89,0,27.05,36.43,31.58,76.72,45.65,32.08,0,32.17,44.86,0,35.14,0,0,0.9,0,76.88

84,20:45-21:00,42.15,167.1,0,3.54,0,67.72,1.62,26.6,0,0,40.4,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,109.06,0,14.3,98.87,0,5.35,0,0,0,403.88,0,0,0,15,2.88,0,8.82,20.96,41.54,0,8.8,0,38.64,0,121.71,0,2.89,0,27.05,36.43,31.58,76.72,44.22,32.08,0,32.17,44.86,0,35.14,0,0,0.9,0,76.88

85,21:00-21:15,42.15,167.1,0,3.54,0,67.72,1.62,26.6,0,0,40.4,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,116.85,0,14.3,98.87,0,5.35,0,0,0,393.75,0,0,0,15,2.88,0,8.96,20.96,41.54,0,8.8,0,38.64,0,121.71,0,2.89,0,27.05,36.43,31.58,76.72,44.22,32.08,0,32.17,44.86,0,35.14,0,0,0.9,0,76.88

86,21:15-21:30,42.15,167.1,0,3.54,0,67.72,1.62,26.6,0,0,40.4,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,116.85,0,14.3,98.87,0,5.35,0,0,0,393.75,0,0,0,15,2.88,0,8.96,20.96,41.54,0,8.8,0,38.64,0,121.71,0,2.89,0,27.05,36.43,31.7,76.72,44.22,32.08,0,32.17,44.86,0,35.14,0,0,0.9,0,76.88

87,21:30-21:45,42.15,167.1,0,3.54,0,67.72,1.62,26.6,0,0,40.4,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,116.85,0,14.3,98.87,0,5.35,0,0,0,393.75,0,0,0,15,2.88,0,9.27,20.96,41.54,0,8.8,0,38.64,0,121.71,0,2.61,0,27.05,36.43,31.7,76.72,44.22,32.08,0,32.17,44.86,0,35.14,0,0,0.9,0,76.88

88,21:45-22:00,42.15,168.66,0,3.62,0,67.72,1.62,26.6,0,0,41.42,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,116.85,0,14.3,98.87,0,5.35,0,0,0,393.75,0,0,0,15,2.88,0,9.41,20.96,41.54,0,20.21,0,42.51,0,121.71,0,2.61,0,27.05,36.43,31.7,76.72,45.65,32.08,0,32.17,44.86,0,35.14,0,0,0.9,0,76.88

89,22:00-22:15,42.15,168.66,0,3.62,0,67.72,1.37,26.6,0,0,41.42,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,116.85,0,14.3,98.87,0,5.35,0,0,0,393.75,0,0,0,15,2.88,0,9.55,20.96,41.54,0,20.21,0,42.51,0,121.71,0,2.61,0,27.05,36.43,31.7,77.08,45.65,32.08,0,32.17,44.86,0,35.14,0,0,0.9,0,76.88

90,22:15-22:30,42.15,168.66,0,3.62,0,67.72,1.12,26.6,0,0,41.42,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,116.85,0,14.3,98.87,0,5.35,0,0,0,393.75,0,0,0,15,2.88,0,9.55,20.96,41.54,0,20.21,0,42.51,0,121.71,0,2.61,0,27.05,36.43,31.7,77.08,45.65,32.08,0,32.17,44.86,0,35.14,0,0,0.9,0,76.88

91,22:30-22:45,42.15,168.66,0,3.62,1.79,67.72,0.89,19.21,0,0,41.42,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,116.85,0,14.3,98.87,0,5.35,0,0,0,393.75,0,0,0,15,2.88,0,9.55,20.96,41.54,0,20.21,0,42.51,0,121.71,0,2.61,0,27.05,36.43,31.7,77.08,45.65,32.08,0,32.17,44.86,0,35.14,0,0,0.9,0,76.88

92,22:45-23:00,42.15,167.1,0,3.54,5.64,67.72,0.89,19.21,0,0,40.4,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,116.85,0,14.3,98.87,0,5.35,0,0,0,393.75,0,0,0,15,2.88,0,9.55,20.96,41.54,0,13.04,0,38.64,0,121.71,0,2.61,0,27.05,36.43,31.81,77.08,44.22,32.08,0,32.17,44.86,0,35.14,0,0,0.9,0,76.88

93,23:00-23:15,42.15,167.1,0,3.54,9.48,67.72,0.89,19.21,0,0,40.4,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,116.85,0,14.3,98.87,0,5.35,0,0,0,393.75,0,0,0,15,2.88,0,9.7,20.96,41.54,0,19.56,0,38.64,0,121.71,0,2.61,0,27.05,36.43,31.81,77.08,44.22,32.08,0,32.17,44.86,0,35.14,0,0,0.9,0,76.88

94,23:15-23:30,42.15,167.1,0,3.54,10.76,67.72,0.89,19.21,0,0,40.4,36.23,0,0,685.761,413.81,0,60.23,94.65,127.6,0,0,0,0,76.69,17.37,116.85,0,14.3,98.87,0,5.35,0,0,0,393.75,0,0,0,15,2.88,0,9.7,20.96,41.54,0,19.56,0,38.64,0,121.71,0,2.61,0,27.05,36.43,31.81,77.08,44.22,32.08,0,32.17,44.86,0,35.14,0,0,0.9,0,76.88

95,23:30-23:45,42.15,167.1,0,3.54,10.76,67.72,0.89,19.21,0,0,40.4,36.23,0,0,685.761,413.81,0,60.23,66.87,127.6,0,0,0,0,76.69,17.37,116.85,0,14.3,98.87,0,5.35,0,0,0,393.75,0,0,0,15,2.88,0,9.7,20.96,41.54,0,19.56,0,38.64,0,121.71,0,2.61,0,27.05,36.43,31.7,77.08,44.22,32.08,0,32.17,44.86,0,35.14,0,0,0.9,0,76.88

96,23:45-24:00,42.15,167.1,0,3.54,9.48,67.72,0.89,19.21,0,0,40.4,36.23,0,0,685.761,413.81,0,60.23,66.87,127.6,0,0,0,0,76.69,17.37,116.85,0,14.3,98.87,0,5.35,0,0,0,393.75,0,0,0,15,2.88,0,9.7,20.96,41.54,0,19.56,0,38.64,0,121.71,0,2.61,0,27.05,36.43,31.7,77.08,44.22,32.08,0,32.17,44.86,0,35.14,0,0,0.9,0,51.3

