Block,Time,KGSU1AND2,NLCIIST2,PARBATI3,SALAL,SASAN,SIMHST1,SINGRAULI,UNCHAHAR1,AURY_CRF,DADRI_CRF,BRBCL,DHAULIGNGA,KHSTPP-I,KHSTPP-II,KKNPPU2,RSTPSU1TO6,DADRI_LF,CHAMERA2,CHAMERA3,DADRT2,NJPC,NLCIIST1,RIHAND2,RSTPSU7,SEWA2,AURY_GF,DULHASTI,KOLDAM,KOTESHWR,KUDGI,PARBATI2,RAPPD,TANAKPUR,UNCHAHAR3,ANTA_CRF,ANTA_RF,BSIUL,KGSU3AND4,NAPP,NNTPP,RAPPB,RIHAND1,UNCHAHAR4,JHAJJAR,KISHANGANGA,KKNP,MAPS,NLCTS2EXP,NTPL,RIHAND3,SINGRAULI_HYDRO,TANDA2,UNCHAHAR2,ANTA_GF,ANTA_LF,AURY_LF,AURY_RF,CHAMERA1,FSTPP I & II,NLCEXP,RAMPUR,TALA,TEHRI,TelanganaSTPP,URI,RAPPC,SIMHST2,TALST2,URI2,VALLURNTECL,DADRI_GF,DADRI_RF
57,14:00-14:15,0,0,39.28,84.24,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,4.35,27.68,0,48.55,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,0,20.8,0,6.98,3.23,0,0,50.79,67.71,0,0,38.1,0,0,98.41

58,14:15-14:30,0,0,39.28,84.24,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,4.35,27.68,0,48.55,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,0,20.8,0,6.98,3.23,0,0,50.79,67.71,0,0,38.1,0,0,98.41

59,14:30-14:45,0,0,23.02,84.24,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,4.35,27.68,0,48.55,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,0,20.8,0,6.98,3.23,0,0,50.79,67.71,0,0,38.1,0,0,98.41

60,14:45-15:00,0,0,23.02,84.24,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,4.35,27.68,0,48.55,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,12.01,20.8,0,6.98,3.23,0,0,50.79,67.71,0,0,38.1,0,0,98.41

61,15:00-15:15,0,0,23.02,84.24,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,4.35,27.68,0,48.55,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,12.01,20.8,0,6.98,3.23,0,0,50.79,67.71,0,0,38.1,0,0,98.41

62,15:15-15:30,0,0,23.02,84.24,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,4.35,27.68,0,48.55,6.52,0,25.64,0,0,97.23,3.2,583.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,24.33,20.8,0,6.98,3.23,0,0,50.79,67.71,0,0,38.1,0,0,98.41

63,15:30-15:45,0,0,23.02,80.18,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,5,27.68,0,48.55,6.52,0,25.64,0,0,97.23,3.2,670.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,24.33,20.8,0,6.98,3.23,0,0,50.79,67.71,0,0,38.1,0,0,98.41

64,15:45-16:00,0,0,23.02,80.18,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,31.19,0,5,27.68,0,48.55,6.52,0,25.64,0,0,97.23,3.2,670.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,24.33,20.8,0,6.98,3.23,0,0,50.79,67.71,0,0,38.1,0,0,98.41

65,16:00-16:15,0,0,23.02,80.18,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,25.54,0,5,27.68,0,47.89,13.04,0,25.64,0,0,97.23,3.2,670.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,3.23,0,0,50.79,67.71,0,0,38.1,0,0,98.41

66,16:15-16:30,0,0,23.02,80.18,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,25.54,0,5,27.68,0,47.89,13.04,0,25.64,0,0,97.23,3.2,670.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,3.23,0,0,50.79,67.71,0,0,38.1,0,0,98.41

67,16:30-16:45,0,0,42.96,80.18,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,25.54,0,5.64,27.68,0,47.24,13.04,0,25.64,0,0,97.23,3.2,670.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,3.23,0,0,50.79,67.71,0,0,38.1,0,0,98.41

68,16:45-17:00,0,0,42.96,80.18,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,0,0,58.69,9.59,10.43,0,25.54,0,5.64,27.68,0,47.24,13.04,0,25.64,0,0,97.23,3.2,670.67,8.63,0,0,0,0,130.79,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,3.23,0,0,50.79,67.71,0,0,38.1,0,0,98.41

69,17:00-17:15,0,0,50.64,81.34,410.62,0,112.11,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,0,0,58.69,9.59,10.43,0,30.06,0,5.64,27.68,0,47.24,6.52,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,95.79,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,3.23,0,0,50.79,67.71,0,0,38.1,0,0,98.41

70,17:15-17:30,0,0,50.64,81.34,410.62,0,107.61,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,0,0,58.69,9.59,10.43,0,33.82,0,5.64,27.68,0,47.24,6.52,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,95.79,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,3.23,10.11,0,50.79,67.71,0,0,38.1,0,0,98.41

71,17:30-17:45,0,0,50.64,81.34,410.62,0,107.61,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,6.3,0,58.69,9.59,10.43,0,37.57,0,5.64,27.68,0,47.24,6.52,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,95.79,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,0,10.11,0,50.79,67.71,0,0,38.1,0,0,98.41

72,17:45-18:00,0,0,50.64,81.34,410.62,0,107.61,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,12.61,0,58.69,9.59,10.43,0,45.08,0,5.64,27.68,0,47.24,6.52,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,95.79,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,0,20.22,0,50.79,67.71,0,0,38.1,0,0,98.41

73,18:00-18:15,0,0,50.64,81.34,410.62,0,107.61,21.94,0,0,20,10.95,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,18.9,0,58.69,9.59,10.43,0,48.84,0,5.64,27.68,0,47.24,13.04,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,95.79,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,0,30.33,0,50.79,67.71,0,0,38.1,0,0,98.41

74,18:15-18:30,0,0,55.24,81.34,410.62,0,107.61,21.94,0,0,20,21.91,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,122.18,0,18.9,0,58.69,9.59,10.43,0,52.6,0,5.64,27.68,0,47.24,13.04,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,95.79,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,0,30.33,0,50.79,67.71,0,0,38.1,0,0,98.41

75,18:30-18:45,0,0,55.24,81.34,410.62,0,106.9,21.94,0,0,20,43.78,33.38,148.3,0,0,0,48.81,35,229.46,180.89,0,122.18,0,18.9,0,58.69,9.59,10.43,0,56.36,0,5.64,27.68,0,47.24,13.04,0,25.64,0,0,95.03,3.2,670.67,8.63,0,0,0,0,95.79,1,5.7,45,0,0,0,80.77,42.15,20.8,0,6.98,0,30.33,0,50.79,67.71,0,0,38.1,0,0,98.41

76,18:45-19:00,0,0,78.83,81.34,410.62,0,108.51,21.94,0,0,20,44.78,33.38,148.3,0,0,0,51.05,36.84,229.46,182.59,0,122.18,0,20.09,0,59.5,9.59,23.17,0,56.36,0,5.64,27.68,0,47.24,20.46,0,25.64,0,0,95.03,1.84,625.67,8.68,0,0,0,0,95.79,1,5.7,45,0,0,0,80.77,42.97,20.8,0,7.15,0,30.33,0,50.79,67.71,0,0,40.16,0,0,98.41

77,19:00-19:15,0,0,78.83,81.34,410.62,0,115.03,21.94,0,0,20,44.78,33.38,148.3,0,0,0,51.05,36.84,229.46,182.59,0,124.58,0,20.09,0,59.5,9.59,23.17,0,56.36,0,5,27.68,0,47.5,20.46,0,25.64,0,0,97.23,2.23,625.67,8.68,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.97,20.8,0,7.15,0,30.33,0,50.79,67.71,0,0,40.16,0,0,98.41

78,19:15-19:30,0,0,78.83,81.34,410.62,0,115.03,21.94,0,0,20,44.78,33.38,148.3,0,0,0,51.05,36.84,229.46,182.59,0,124.58,0,20.09,0,59.5,9.59,23.17,0,56.36,0,5,27.68,0,47.5,20.46,0,25.64,0,0,97.23,2.23,625.67,8.68,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.97,20.8,0,7.15,0,30.33,0,50.79,67.71,0,0,40.16,0,0,98.41

79,19:30-19:45,0,0,78.83,81.34,410.62,0,117.04,21.94,0,0,20,44.78,33.38,148.3,0,0,0,51.05,36.84,229.46,182.59,0,124.58,0,20.09,0,59.5,9.59,23.17,0,56.36,0,5,27.68,0,47.89,20.46,0,25.64,0,0,97.23,2.23,625.67,8.68,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.97,20.8,0,7.15,0,30.33,0,50.79,67.71,0,0,40.16,0,0,98.41

80,19:45-20:00,0,0,78.83,81.34,410.62,0,117.04,21.94,0,0,20,44.78,33.38,148.3,0,0,0,51.05,36.84,229.46,182.59,0,124.58,0,20.09,0,59.5,9.59,23.17,0,56.36,0,5,27.68,0,47.89,20.46,0,25.64,0,0,97.23,2.23,625.67,8.68,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.97,20.8,0,7.15,0,30.33,0,50.79,67.71,0,0,40.16,0,0,98.41

81,20:00-20:15,0,0,78.83,81.34,410.62,0,119.06,21.94,0,0,20,44.78,33.38,148.3,0,0,0,51.05,36.84,229.46,182.59,0,124.58,0,20.09,0,59.5,9.59,23.17,0,56.36,0,5,27.68,0,47.89,20.46,0,25.64,0,0,97.23,2.23,625.67,8.68,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.97,20.8,0,7.15,0,30.33,0,50.79,67.71,0,0,40.16,0,0,98.41

82,20:15-20:30,0,0,78.83,81.34,410.62,0,121.08,21.94,0,0,20,44.78,33.38,148.3,0,0,0,51.05,36.84,229.46,182.59,0,124.58,0,20.09,0,59.5,9.59,23.17,0,56.36,0,5,27.68,0,47.89,20.46,0,25.64,0,0,97.23,2.23,625.67,8.68,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.97,20.8,0,7.15,0,30.33,0,50.79,67.71,0,0,40.16,0,0,98.41

83,20:30-20:45,0,0,27.62,81.34,410.62,0,123.1,21.94,0,0,20,43.78,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,18.9,0,58.69,9.59,20.85,0,48.84,0,5,27.68,0,47.89,19.56,0,25.64,0,0,97.23,2.23,645.67,8.63,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.15,20.8,0,6.98,0,30.33,0,50.79,67.71,0,0,38.1,0,0,98.41

84,20:45-21:00,0,0,26.09,81.34,410.62,0,125.12,21.94,0,0,20,43.78,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,18.9,0,58.69,9.59,20.85,0,48.84,0,5,27.68,0,47.89,19.56,0,25.64,0,0,97.23,2.23,645.67,8.63,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.15,20.8,0,6.98,0,30.33,0,50.79,67.71,0,0,38.1,0,0,98.41

85,21:00-21:15,0,0,29.15,81.34,410.62,0,125.12,21.94,0,0,20,43.78,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,18.9,0,58.69,9.59,20.85,0,48.84,0,5,27.68,0,48.55,19.56,0,25.64,0,0,97.23,2.23,645.67,8.63,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.15,20.8,0,6.98,0,30.33,0,50.79,67.71,0,0,38.1,0,0,98.41

86,21:15-21:30,0,0,78.83,81.34,410.62,0,114.34,21.94,0,0,20,44.78,33.38,148.3,0,0,0,51.05,36.84,229.46,182.59,0,124.58,0,20.09,0,59.5,9.59,23.17,0,56.36,0,5,27.68,0,48.55,20.46,0,25.64,0,0,97.23,2.23,645.67,8.68,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.97,20.8,0,7.15,0,30.33,0,50.79,67.71,0,0,40.16,0,0,98.41

87,21:30-21:45,0,0,78.83,81.34,410.62,0,116.35,21.94,0,0,20,44.78,33.38,148.3,0,0,0,51.05,36.84,229.46,182.59,0,124.58,0,20.09,0,59.5,9.59,23.17,0,56.36,0,5,27.68,0,48.55,20.46,0,25.64,0,0,97.23,2.23,645.67,8.68,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.97,20.8,0,7.15,0,30.33,0,50.79,67.71,0,0,40.16,0,0,98.41

88,21:45-22:00,0,0,78.83,81.34,410.62,0,116.35,21.94,0,0,20,44.78,33.38,148.3,0,0,0,51.05,36.84,229.46,182.59,0,124.58,0,20.09,0,59.5,9.59,23.17,0,56.36,0,5,27.68,0,48.55,20.46,0,25.64,0,0,97.23,2.23,645.67,8.68,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.97,20.8,0,7.15,0,30.33,0,50.79,67.71,0,0,40.16,0,0,98.41

89,22:00-22:15,0,0,78.83,81.34,410.62,0,116.35,21.94,0,0,20,44.78,33.38,148.3,0,0,0,51.05,36.84,229.46,182.59,0,124.58,0,20.09,0,59.5,9.59,23.17,0,56.36,0,5,27.68,0,48.81,20.46,0,25.64,0,0,97.23,2.23,645.67,8.68,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.97,20.8,0,7.15,0,30.33,0,50.79,67.71,0,0,40.16,0,0,98.41

90,22:15-22:30,0,0,78.83,81.34,410.62,0,116.35,21.94,0,0,20,44.78,33.38,148.3,0,0,0,51.05,36.84,229.46,182.59,0,124.58,0,20.09,0,59.5,9.59,23.17,0,56.36,0,5,27.68,0,48.81,20.46,0,25.64,0,0,97.23,2.23,645.67,8.68,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.97,20.8,0,7.15,0,30.33,0,50.79,67.71,0,0,40.16,0,0,98.41

91,22:30-22:45,0,0,78.25,81.34,410.62,0,129.15,21.94,0,0,20,43.78,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,18.9,0,58.69,9.59,10.66,0,48.84,0,5,27.68,0,48.81,19.56,0,25.64,0,0,97.23,2.23,645.67,8.63,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.15,20.8,0,6.98,0,30.33,0,50.79,67.71,0,0,38.1,0,0,98.41

92,22:45-23:00,0,0,78.25,81.34,410.62,0,129.15,21.94,0,0,20,43.78,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,18.9,0,58.69,9.59,10.43,0,48.84,0,5,27.68,0,48.81,19.56,0,25.64,0,0,97.23,2.23,645.67,8.63,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.15,20.8,0,6.98,0,30.33,0,50.79,67.71,0,0,38.1,0,0,98.41

93,23:00-23:15,0,0,78.25,81.34,410.62,0,129.15,21.94,0,0,20,43.78,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,18.9,0,58.69,9.59,10.43,0,48.84,0,5,27.68,0,49.2,19.56,0,25.64,0,0,97.23,2.23,645.67,8.63,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.15,20.8,0,6.98,0,30.33,0,50.79,67.71,0,0,38.1,0,0,98.41

94,23:15-23:30,0,0,78.25,81.34,410.62,0,129.15,21.94,0,0,20,43.78,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,18.9,0,58.69,9.59,10.43,0,48.84,0,5,27.68,0,49.2,19.56,0,25.64,0,0,97.23,2.23,645.67,8.63,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.15,20.8,0,6.98,0,30.33,0,50.79,67.71,0,0,38.1,0,0,98.41

95,23:30-23:45,0,0,78.25,81.34,410.62,0,129.15,21.94,0,0,20,43.78,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,18.9,0,58.69,9.59,10.43,0,48.84,0,3.72,27.68,0,49.2,19.56,0,25.64,0,0,97.23,2.23,645.67,8.63,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.15,20.8,0,6.98,0,30.33,0,50.79,67.71,0,0,38.1,0,0,98.41

96,23:45-24:00,0,0,78.25,81.34,410.62,0,129.15,21.94,0,0,20,43.78,33.38,148.3,0,0,0,48.81,35.03,229.46,180.89,0,124.58,0,18.9,0,58.69,9.59,10.43,0,48.84,0,3.72,27.68,0,49.2,19.56,0,25.64,0,0,97.23,2.23,645.67,8.63,0,0,0,0,95.79,1.11,5.7,44.5,0,0,0,80.77,42.15,20.8,0,6.98,0,30.33,0,50.79,67.71,0,0,38.1,0,0,98.41

