Block,Time,CHAMERA2,JHAJJAR,KKNP,NLCTS2EXP,RAPPB,SASAN,URI2,AURY_GF,DADRI_CRF,DADRI_RF,BSIUL,KHSTPP-I,KHSTPP-II,PARBATI3,RIHAND2,SINGRAULI,TANAKPUR,CHAMERA1,NAPP,NLCIIST1,RIHAND3,TEHRIPSP,UNCHAHAR2,ANTA_LF,DHAULIGNGA,KISHANGANGA,KOLDAM,SEWA2,TALST2,TelanganaSTPP,UNCHAHAR1,UNCHAHAR3,ANTA_CRF,AURY_LF,DADRT2,DULHASTI,KGSU1AND2,KOTESHWR,NTPL,PARBATI2,RIHAND1,RSTPSU1TO6,SIMHST1,TALA,TANDA2,UNCHAHAR4,DADRI_LF,CHAMERA3,FSTPP I & II,KUDGI,MAPS,NLCIIST2,NNTPP,RAMPUR,SALAL,VALLURNTECL,ANTA_RF,BRBCL,KGSU3AND4,KKNPPU2,NJPC,NLCEXP,RAPPD,RSTPSU7,SINGRAULI_HYDRO,AURY_CRF,AURY_RF,DADRI_GF,RAPPC,SIMHST2,TEHRI,URI,ANTA_GF
54,13:15-13:30,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,37.91,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,10.55,47.02,0,0,10.73,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,66.82,0,48.16,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

55,13:30-13:45,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,22.3,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,32.23,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,0,47.02,0,0,9.7,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,66.82,0,48.16,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

56,13:45-14:00,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,22.3,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,32.23,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,0,47.02,0,0,9.7,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,66.82,0,48.16,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

57,14:00-14:15,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,22.3,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,32.23,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,0,47.02,0,0,10.44,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,66.82,0,47.53,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

58,14:15-14:30,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,22.3,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,32.23,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,0,47.02,0,0,10.44,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,66.82,0,47.53,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

59,14:30-14:45,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,22.3,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,0,47.02,0,0,10.14,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,66.82,0,47.53,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

60,14:45-15:00,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,22.3,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,0,47.02,0,0,10.05,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,66.82,0,47.53,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

61,15:00-15:15,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,22.3,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,0,47.02,0,0,10.05,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,66.82,0,47.53,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

62,15:15-15:30,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,22.3,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,0,47.02,0,0,10.05,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,66.82,0,47.53,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

63,15:30-15:45,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,32.71,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,0,47.02,0,0,10.35,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,47.53,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

64,15:45-16:00,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,32.71,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,689.38,55.38,0,10.14,0,0,47.02,0,0,10.35,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,47.53,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

65,16:00-16:15,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,32.71,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,549.38,55.38,0,10.14,0,0,47.02,0,0,10.35,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,46.9,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

66,16:15-16:30,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,32.71,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,549.38,55.38,0,10.14,0,0,47.02,0,0,10.32,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,46.9,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

67,16:30-16:45,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,6.52,44.62,98.87,22.3,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,549.38,55.38,0,10.14,0,0,47.02,0,0,11.27,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,46.27,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

68,16:45-17:00,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,6.52,44.62,98.87,22.3,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,549.38,55.38,0,10.14,0,0,47.02,0,0,11.2,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,46.27,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

69,17:00-17:15,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,6.52,44.62,98.87,41.62,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,549.38,55.38,0,10.14,0,0,47.02,0,0,10.76,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,46.27,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

70,17:15-17:30,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,6.52,44.62,98.87,41.62,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,549.38,55.38,0,10.14,0,0,47.02,0,0,10.68,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,46.27,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

71,17:30-17:45,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,6.52,44.62,98.87,41.62,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,549.38,55.38,0,10.14,0,0,47.02,0,0,10.47,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,46.27,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

72,17:45-18:00,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,6.52,44.62,98.87,41.62,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,549.38,55.38,0,10.14,0,0,47.02,0,0,10.35,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,46.27,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,0,48.57,0

73,18:00-18:15,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,6.52,44.62,98.87,41.62,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,549.38,55.38,0,10.14,0,0,47.02,0,0,10.02,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,46.27,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,15.04,48.57,0

74,18:15-18:30,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,6.52,44.62,98.87,41.62,125.27,111.8,11.91,42.15,24.48,0,130.84,0,45,0,42.46,7.05,8.62,12.22,0,0,21.65,27.69,0,0,549.38,55.38,0,10.14,0,0,47.02,0,0,9.79,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,46.27,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,30.07,48.57,0

75,18:30-18:45,47.12,667.25,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,41.62,125.27,111.8,11.91,42.15,24.48,0,130.84,83.18,45,0,42.46,7.05,8.62,12.22,0,0,17.79,27.69,0,0,549.38,55.38,0,10.14,0,0,47.02,0,0,9.64,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,46.27,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,45.11,48.57,0

76,18:45-19:00,47.12,545.65,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,41.62,125.27,111.8,11.91,42.15,24.48,0,130.84,166.37,45,0,42.46,7.05,8.62,12.22,0,0,17.79,27.69,0,0,549.38,55.38,0,20.29,0,0,47.02,0,0,9.55,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,46.27,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,60.14,48.57,0

77,19:00-19:15,47.12,474.75,0,0,0,275.62,36.97,0,0,79.04,13.04,44.62,98.87,41.62,125.27,111.8,11.91,42.15,24.48,0,130.84,166.37,45,0,42.46,7.05,8.62,12.22,0,0,17.79,27.69,0,0,549.38,55.38,0,30.43,0,0,47.02,0,0,9.55,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,46.53,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,60.14,48.57,0

78,19:15-19:30,49.59,474.75,0,0,0,275.62,36.97,0,0,79.04,20.46,44.62,98.87,57.98,125.27,111.8,11.91,42.27,24.48,0,130.84,166.37,45,0,44.58,7.18,8.62,12.99,0,0,17.79,27.69,0,0,549.38,57.67,0,42.83,0,0,47.02,0,0,9.62,5.73,3.22,0,35.69,19.18,0,0,0,0,5.84,67.98,0,46.53,24.99,0,0,177.44,0,24.8,0,0.72,0,77.28,0,65.59,0,61.99,48.57,0

79,19:30-19:45,49.59,474.75,0,0,0,275.62,36.97,0,0,79.04,20.46,44.62,98.87,57.98,125.27,111.8,11.91,42.27,24.48,0,130.84,166.37,45,0,44.58,7.18,8.62,12.99,0,0,17.79,27.69,0,0,549.38,57.67,0,42.83,0,0,47.02,0,0,8.76,5.73,3.22,0,35.69,19.18,0,0,0,0,5.84,67.98,0,46.9,24.99,0,0,177.44,0,24.8,0,0.72,0,77.28,0,65.59,0,61.99,48.57,0

80,19:45-20:00,49.59,474.85,0,0,0,275.62,36.97,0,0,79.04,20.46,44.62,98.87,57.98,125.27,111.8,11.91,42.27,24.48,0,130.84,166.37,45,0,44.58,7.18,8.62,12.99,0,0,17.79,27.69,0,0,549.38,57.67,0,42.83,0,7.04,47.02,0,0,8.91,5.73,3.22,0,35.69,19.18,0,0,0,0,5.84,67.98,0,46.9,24.99,0,0,177.44,0,24.8,0,0.72,0,77.28,0,65.59,0,61.99,48.57,0

81,20:00-20:15,49.59,474.85,0,0,0,295.88,36.97,0,0,79.04,20.46,44.62,98.87,57.98,125.27,111.8,11.91,42.27,24.48,0,130.84,166.37,45,0,44.58,7.18,8.62,12.99,0,0,17.79,27.69,0,0,549.38,57.67,0,42.83,0,0,47.02,0,0,8.96,5.73,3.22,0,35.69,19.18,0,0,0,0,5.84,67.98,0,47.53,24.99,0,0,177.44,0,24.8,0,0.72,0,77.28,0,65.59,0,61.99,47.47,0

82,20:15-20:30,49.59,474.85,0,0,0,316.12,36.97,0,0,79.04,20.46,44.62,98.87,57.98,125.27,111.8,11.91,42.27,24.48,0,130.84,166.37,45,0,44.58,7.18,8.62,12.99,0,0,17.79,27.69,0,0,549.38,57.67,0,42.83,0,0,47.02,0,0,9.06,5.73,3.22,0,35.69,19.18,0,0,0,0,5.84,67.98,0,47.53,24.99,0,0,177.44,0,24.8,0,0.72,0,77.28,0,65.59,0,61.99,47.47,0

83,20:30-20:45,49.59,474.85,0,0,0,324,36.97,0,0,79.04,20.46,44.62,98.87,57.98,125.27,111.8,11.91,42.27,24.48,0,130.84,166.37,45,0,44.58,7.18,8.62,12.99,0,0,17.79,27.69,0,0,549.38,57.67,0,42.83,0,7.04,47.02,0,0,11.47,5.73,3.22,0,35.69,19.18,0,0,0,0,5.84,67.98,0,47.53,24.99,0,0,177.44,0,24.8,0,0.72,0,77.28,0,65.59,0,61.99,47.47,0

84,20:45-21:00,49.59,474.85,0,0,0,331.88,36.97,0,0,79.04,20.46,44.62,98.87,57.98,125.27,111.8,11.91,42.27,24.48,0,130.84,166.37,45,0,44.58,7.18,8.62,12.99,0,0,17.79,27.69,0,0,549.38,57.67,0,42.83,0,14.07,47.02,0,0,11.58,5.73,3.22,0,35.69,19.18,0,0,0,0,5.84,67.98,0,47.53,24.99,0,0,177.44,0,24.8,0,0.72,0,77.28,0,65.59,0,61.99,47.47,0

85,21:00-21:15,49.59,474.85,0,0,0,337.5,36.97,0,0,79.04,20.46,44.62,98.87,57.98,125.27,111.8,11.91,42.27,24.48,0,130.84,166.37,45,0,44.58,7.18,8.62,12.99,0,0,17.79,27.69,0,0,549.38,57.67,0,42.83,0,14.07,47.02,0,0,11.76,5.73,3.22,0,35.69,19.18,0,0,0,0,5.84,67.98,0,48.16,24.99,0,0,177.44,0,24.8,0,0.72,0,77.28,0,65.59,0,61.99,47.47,0

86,21:15-21:30,47.12,474.85,0,0,0,337.5,36.97,0,0,79.04,13.04,44.62,98.87,22.3,125.27,111.8,11.91,42.15,24.48,0,130.84,166.37,45,0,42.46,7.05,8.62,12.22,0,0,17.79,27.69,0,0,549.38,55.38,0,40.57,0,10.55,47.02,0,0,11.85,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,48.16,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,60.76,47.47,0

87,21:30-21:45,47.12,474.85,0,0,0,337.5,36.97,0,0,79.04,13.04,44.62,98.87,26.76,125.27,111.8,11.91,42.15,24.48,0,130.84,166.37,45,0,42.46,7.05,8.62,12.22,0,0,17.79,27.69,0,0,549.38,55.38,0,40.57,0,0,47.02,0,0,11.11,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,48.16,24.99,0,0,175.79,0,24.8,0,0.72,0,77.28,0,65.59,0,60.76,47.47,0

88,21:45-22:00,49.59,474.85,0,0,0,337.5,36.97,0,0,79.04,20.46,44.62,98.87,57.98,125.27,111.8,11.91,42.27,24.48,0,130.84,166.37,45,0,44.58,7.18,8.62,12.99,0,0,17.79,27.69,0,0,549.38,57.67,0,42.83,0,0,47.02,0,0,11.27,5.73,3.22,0,35.69,19.18,0,0,0,0,5.84,67.98,0,48.16,24.99,0,0,177.44,0,24.8,0,0.72,0,77.28,0,65.59,0,61.99,47.47,0

89,22:00-22:15,49.59,474.85,0,0,0,337.5,36.97,0,0,79.04,20.46,44.62,98.87,57.98,125.27,111.8,11.91,42.27,24.48,0,130.84,166.37,45,0,44.58,7.18,8.62,12.99,0,0,17.79,27.69,0,0,549.38,57.67,0,42.83,0,0,47.02,0,0,11.41,5.73,3.22,0,35.69,19.18,0,0,0,0,5.84,67.98,0,50.06,24.99,0,0,177.44,0,24.8,0,0.72,0,77.28,0,65.59,0,61.99,47.47,0

90,22:15-22:30,49.59,474.85,0,0,0,337.5,36.97,0,0,79.04,20.46,44.62,98.87,57.98,125.27,111.8,11.91,42.27,24.48,0,130.84,166.37,45,0,44.58,7.18,8.62,12.99,0,0,17.79,27.69,0,0,549.38,57.67,0,42.83,0,0,47.02,0,0,11.55,5.73,3.22,0,35.69,19.18,0,0,0,0,5.84,67.98,0,50.06,24.99,0,0,177.44,0,24.8,0,0.72,0,77.28,0,65.59,0,61.99,47.47,0

91,22:30-22:45,49.59,474.85,0,0,0,337.5,36.97,0,0,79.04,20.46,44.62,98.87,57.98,125.27,111.8,11.91,42.27,24.48,0,130.84,166.37,45,0,44.58,7.18,8.62,12.99,0,0,17.79,27.69,0,0,549.38,57.67,0,42.83,0,0,63.05,0,0,11.7,5.73,3.22,0,35.69,19.18,0,0,0,0,5.84,67.98,0,50.06,24.99,0,0,177.44,0,24.8,0,0.72,0,78.57,0,65.59,0,61.99,47.47,0

92,22:45-23:00,47.12,474.85,0,0,0,337.5,36.97,0,0,79.04,19.56,44.62,98.87,29.73,125.27,111.8,11.91,42.15,24.48,0,130.84,166.37,45,0,42.46,7.05,8.62,12.22,0,0,17.79,27.69,0,0,549.38,55.38,0,30.65,0,0,69.46,0,0,11.78,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,50.06,24.99,0,0,175.79,0,24.8,0,0.72,0,78.57,0,65.59,0,61.99,47.47,0

93,23:00-23:15,47.12,474.85,0,0,0,337.5,36.97,0,0,79.04,6.52,44.62,98.87,26.76,125.27,111.8,11.91,42.15,24.48,0,130.84,166.37,45,0,42.46,7.05,8.62,12.22,0,0,17.79,27.69,0,0,549.38,55.38,0,30.43,0,0,74.81,0,0,11.85,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,51.33,24.99,0,0,175.79,0,24.8,0,0.72,0,78.57,0,65.59,0,60.14,47.47,0

94,23:15-23:30,47.12,474.85,0,0,0,337.5,36.97,0,0,79.04,6.52,44.62,98.87,26.76,125.27,111.8,11.91,42.15,24.48,0,130.84,166.37,45,0,42.46,7.05,8.62,12.22,0,0,17.79,27.69,0,0,549.38,55.38,0,30.43,0,0,74.81,0,0,11.9,5.73,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,51.33,24.99,0,0,175.79,0,24.8,0,0.72,0,78.57,0,65.59,0,60.14,47.47,0

95,23:30-23:45,47.12,474.85,0,0,0,337.5,36.97,0,0,79.04,6.52,44.62,98.87,37.17,125.27,111.8,11.91,42.15,24.48,0,130.84,166.37,45,0,42.46,7.05,8.62,12.22,0,0,17.79,27.69,0,0,549.38,55.38,0,30.43,0,0,74.81,0,0,14.05,2.72,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,51.33,24.99,0,0,175.79,0,24.8,0,0.72,0,78.57,0,65.59,0,60.14,47.47,0

96,23:45-24:00,47.12,474.85,0,0,0,337.5,36.97,0,0,79.04,6.52,44.62,98.87,37.17,125.27,111.8,11.91,42.15,24.48,0,130.84,166.37,45,0,42.46,7.05,8.62,12.22,0,0,17.79,27.69,0,0,549.38,55.38,0,30.43,0,0,74.81,0,0,14.21,2.72,3.22,0,33.94,19.18,0,0,0,0,5.7,67.98,0,51.33,24.99,0,0,175.79,0,24.8,0,0.72,0,78.57,0,65.59,0,60.14,47.47,0

