Block,Time Block,CHAMERA1,BSIUL,BRBCL,DADRT2,CHAMERA3,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KISHANGANGA,KHSTPP-I,KKNP,KHSTPP-II,KOTESHWR,KKNPPU2,KOLDAM,KUDGI,MAPS,NLCEXP,NLCIIST1,NJPC,NAPP,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,PARBATI2,RAPPB,RIHAND1,RAPPD,RAMPUR,RAPPC,RSTPSU1TO6,RSTPSU7,RIHAND3,RIHAND2,SASAN,SIMHST1,SIMHST2,SALAL,SEWA2,SINGRAULI_HYDRO,SINGRAULI,TANDA2,TALST2,TANAKPUR,TALA,TelanganaSTPP,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR2,URI,ANTA_GF,ANTA_CRF,ANTA_LF,ANTA_RF,AURY_LF,AURY_GF,DADRI_CRF,AURY_CRF,AURY_RF,DADRI_RF,DADRI_LF,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0,12.56,19.27,152.81,33.74,47.02,0,10.08,57.32,147.27,0,0,8.31,27.95,0,96.62,0,0,0,0,0,0,0,0,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,0,66.54,0,0,74.55,82.78,403.4,0,0,76.47,0,0.92,101.44,3.3,0,1.11,0,0,0,12.99,0,0.96,36.7,16.33,29.01,37.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,12.56,19.27,152.81,33.74,47.02,0,10.08,57.32,147.27,0,0,8.31,27.95,0,97.29,0,0,0,0,0,0,0,0,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,0,66.54,0,0,74.55,82.78,403.4,0,0,76.47,0,0.92,101.44,3.3,0,1.11,0,0,0,12.99,0,0.96,36.7,16.33,29.01,37.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,12.56,19.27,152.81,33.74,47.02,0,10.08,57.32,166.54,0,0,8.31,27.95,0,97.29,10.05,0,0,0,0,0,0,26.64,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,1.06,66.54,0,0,73.57,82.78,403.4,0,0,76.47,0,0.92,101.44,3.3,0,0.74,0,0,0,12.99,0,0.96,36.7,16.33,29.01,37.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,12.56,19.27,152.81,33.74,47.02,0,10.08,57.32,166.54,0,0,8.31,27.95,0,97.29,10.05,0,0,0,0,0,0,53.3,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,2.11,66.54,0,0,92.87,96.42,403.4,0,0,76.47,0,0.92,101.44,3.3,0,0.74,0,0,0,12.99,0,0.96,36.7,16.33,29.01,37.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,12.56,19.27,152.81,33.74,47.02,0,10.08,57.32,195.46,0,0,8.31,24.58,0,97.29,10.05,0,0,0,0,0,0,79.94,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,3.17,66.54,0,0,92.87,96.42,403.4,0,0,76.11,0,0.92,102.1,3.3,0,0,0,0,0,12.99,0,0.96,36.7,16.33,29.01,37.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,12.56,19.27,152.81,33.74,47.02,0,10.08,57.32,195.46,0,0,8.31,24.58,0,103.07,10.05,0,0,0,0,0,0,106.61,24.95,0,0,0,0,37.84,32.58,0,64.99,21.21,4.24,66.54,0,0,92.87,96.42,403.4,0,0,76.11,0,0.92,102.1,3.3,0,0,0,0,0,12.99,0,0.96,36.7,16.33,29.01,37.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,12.56,19.27,152.81,33.74,47.02,0,12.05,57.32,195.46,0,0,8.31,28.34,0,114.31,10.05,0,0,0,0,0,0,106.61,24.95,0,0,0,0,37.84,32.58,0,93.66,21.21,4.24,66.54,0,0,125.99,108.42,403.4,0,0,76.11,0,0.92,108,3.3,0,0,0,0,0,12.99,0,0.96,36.7,16.33,29.01,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,12.56,19.27,152.81,33.74,47.02,0,12.05,57.32,243.65,0,0,8.31,29.92,0,114.31,10.05,0,0,0,0,0,0,106.61,24.95,0,0,0,0,37.84,32.58,0,93.66,21.21,4.24,66.54,0,0,125.99,120.01,403.4,0,0,76.11,0,0.92,108,3.3,0,0,0,0,0,12.99,0,0.96,36.7,16.33,29.01,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,12.18,12.56,19.27,152.81,33.74,47.02,0,12.05,57.32,243.65,0,0,8.31,29.92,0,114.31,10.05,0,0,0,0,0,0,106.61,24.95,0,0,0,0,37.84,32.58,0,93.66,21.21,4.24,66.54,0,0,125.99,120.01,403.4,0,0,76.47,0,0.92,108,3.3,0,0,0,0,0,12.99,0,0.96,36.7,16.33,29.01,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,12.18,12.56,19.27,152.81,33.74,47.02,10.55,12.05,57.32,243.65,0,0,8.31,29.92,0,114.31,10.05,0,0,0,0,0,0,106.61,24.95,0,0,0,0,37.84,32.58,0,93.66,21.21,4.24,66.54,0,0,125.99,120.01,403.4,0,0,76.47,0,0.92,108,3.3,0,0,0,0,0,12.99,0,0.96,36.7,16.33,29.01,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,12.18,12.56,19.27,195.19,22.47,47.02,10.55,12.3,57.32,291.83,0,0,8.31,29.92,0,114.31,10.05,0,0,0,0,0,0,106.61,24.95,0,0,0,0,37.84,32.58,0,93.66,21.21,4.24,66.54,0,0,125.99,120.01,403.4,0,0,80.6,0,0.92,108,2.93,0,0.99,0,0,11.2,11.88,0,0.96,36.7,16.33,23.84,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,12.18,12.56,19.27,195.19,22.47,47.02,10.55,12.3,57.32,291.83,0,0,8.31,35.35,0,114.31,10.05,0,0,0,0,0,0,106.61,24.95,0,0,0,0,37.84,32.58,0,93.66,21.21,4.24,66.54,0,0,125.99,120.01,403.4,0,0,80.6,0,0.92,108,2.93,0,0.99,0,0,22.42,11.88,0,0.96,36.7,16.33,23.84,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,27.07,12.56,19.27,195.19,22.47,47.02,10.55,12.3,57.32,291.83,0,0,8.31,35.35,0,114.31,10.05,0,0,0,0,0,0,106.81,24.95,0,0,0,0,37.84,32.58,0,93.66,21.21,4.24,66.54,0,0,125.99,120.01,403.4,0,0,80.6,6.07,0.92,108,2.93,0,0.99,0,0,22.42,12.22,0,0.96,36.7,16.46,26.02,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,40.6,12.56,19.27,195.19,22.47,47.02,10.55,12.3,57.32,359.29,0,0,8.31,35.35,0,114.31,10.05,0,0,0,0,0,0,133.25,24.95,0,0,0,0,37.84,32.58,0,93.66,21.21,5.22,66.54,0,0,125.99,120.01,403.4,0,0,80.6,12.15,0.92,108,2.93,0,0.99,0,0,22.42,12.22,0,0.96,36.7,16.46,26.02,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,40.6,12.56,19.27,195.19,22.47,47.02,10.55,12.5,57.32,359.29,0,0,8.31,35.35,0,114.31,20.08,0,0,0,0,0,0,133.25,24.95,0,0,0,0,37.84,32.58,0,93.66,21.21,5.22,66.54,0,0,125.99,120.01,403.4,0,0,80.6,18.21,0.92,108,2.93,0,6.04,0,0,33.63,12.22,0,0.96,36.7,16.46,26.02,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,40.6,12.56,19.27,195.19,22.47,47.02,10.55,12.5,57.32,359.29,0,0,8.31,35.35,0,114.31,20.08,0,2.31,0,0,0,0,133.25,24.95,0,0,0,0,37.84,32.58,0,93.66,21.21,5.22,66.54,0,0,125.99,120.01,403.4,0,0,80.6,18.21,0.92,108,2.93,0,6.04,0,0,33.63,12.22,0,0.96,36.7,16.46,26.02,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,40.6,12.56,19.27,195.19,22.47,47.02,10.55,12.5,57.32,359.29,0,0,8.31,35.35,0,114.31,20.08,0,4.61,0,0,0,0,133.25,24.95,0,0,0,0,37.84,32.58,0,93.66,21.21,5.22,66.54,0,0,125.99,120.01,403.4,0,0,80.6,18.21,0.92,108,2.93,0,6.04,0,0,33.63,12.22,0,0.96,36.7,16.46,26.02,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,40.6,12.56,19.27,195.19,22.47,47.02,10.55,15.51,57.32,355.33,0,0,8.31,35.35,0,114.31,20.08,0,6.93,0,0,0,0,133.25,24.95,0,0,0,0,37.84,32.58,0,93.66,21.21,5.22,66.54,0,0,125.99,120.01,403.4,0,0,80.6,18.21,0.92,108,2.93,0,6.04,0,0,33.63,12.22,0,0.96,36.7,16.46,26.02,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,40.6,12.56,19.27,195.19,22.47,47.02,10.55,15.86,57.32,355.33,0,0,8.31,35.35,0,114.31,20.08,0,9.24,0,0,0,0,133.25,24.95,0,0,0,0,37.84,32.58,0,93.66,21.21,5.22,66.54,0,0,125.99,120.01,403.4,0,0,80.6,18.21,0.92,108,2.93,0,2.47,0,0,33.63,14.47,0,0.59,36.7,19.02,30.35,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,40.6,12.56,19.27,195.19,22.47,47.02,21.08,15.86,57.32,355.33,0,0,8.31,35.35,0,114.31,20.08,0,9.24,0,0,0,0,133.25,24.95,0,0,0,0,37.84,32.58,0,93.66,21.21,5.22,66.54,0,0,125.99,120.01,403.4,0,0,80.6,18.21,0.92,108,2.93,0,2.47,0,0,33.63,16.37,0,0.83,36.7,21,33.5,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,40.6,12.56,19.27,195.35,33.74,47.02,42.17,15.86,57.32,359.29,0,0,8.31,35.35,0,114.31,30.13,0,9.24,0,0,0,0,133.25,24.95,0,0,0,0,44.34,32.58,0,93.66,21.21,5.22,66.54,0,0,125.99,120.01,403.4,0,0,80.6,18.21,0.92,108,3.3,0,0.74,0,0,33.63,16.69,0,0.96,36.7,21.53,34.09,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,40.6,19.47,19.27,223.28,34.89,48.54,42.17,15.86,58.02,321.21,0,0,8.36,35.35,0,114.31,33.48,0,9.24,0,0,0,0,133.25,24.95,0,0,0,0,57.64,47.05,0,93.66,21.21,5.22,66.54,0,0,125.99,120.01,403.4,0,0,80.6,19.35,0.92,108,3.3,0,0.74,0,0,33.63,16.69,0,0.96,38.69,21.53,33.83,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,40.6,19.47,19.27,276.26,34.89,48.54,42.17,20.04,58.02,382.86,0,0,8.36,44.15,0,142.38,33.48,0,9.24,0,0,0,0,133.25,24.95,0,0,0,0,57.64,47.05,0,93.66,21.21,5.22,66.54,0,0,125.99,120.01,403.4,0,0,76.47,19.35,0.91,108,5.32,0,2.23,0,0,33.63,16.69,0,0.96,38.69,21.53,33.83,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,40.6,19.47,19.27,276.26,34.89,48.54,42.17,20.04,58.02,481.45,0,0,8.36,44.15,0,142.38,33.48,0,9.24,0,0,0,0,133.25,24.95,0,0,0,0,57.64,47.05,0,93.66,21.21,5.22,66.54,0,0,125.99,120.01,403.4,0,0,76.47,19.35,0.91,108,5.32,0,2.23,0,0,33.63,16.69,0,0.96,38.69,21.53,33.83,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,40.6,19.47,19.27,276.26,34.89,48.54,42.17,20.04,58.02,490,0,0,8.36,44.15,0,142.38,33.48,0,9.24,0,0,0,0,133.25,24.95,0,0,0,0,57.64,47.05,0,93.66,21.21,5.22,66.54,0,0,125.99,120.01,403.4,0,0,76.47,19.35,0.91,108,5.32,0,2.23,0,0,33.63,20.85,0,1.64,38.69,26.28,42.27,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,40.6,19.47,19.27,276.26,34.89,48.54,42.17,20.04,58.02,490,0,0,8.36,44.15,0,142.38,33.48,0,9.24,0,0,0,0,140.26,24.95,0,0,0,0,57.64,47.05,0,93.66,21.21,5.57,66.54,0,0,125.99,120.01,403.4,0,0,76.47,19.35,0.91,108,5.32,0,1.72,0,0,33.63,20.85,0,1.64,38.69,26.66,42.39,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,40.6,19.47,19.27,276.26,34.89,48.54,42.17,20.04,58.02,490,0,0,8.36,44.15,0,142.38,33.48,0,9.24,0,0,0,0,140.26,24.95,0,0,0,0,57.64,47.05,0,93.66,21.21,5.57,66.54,0,0,125.99,120.01,403.4,0,0,76.47,19.35,0.91,108,5.32,0,1.72,0,0,33.63,20.85,0,1.64,38.69,26.66,42.39,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,40.6,19.47,19.27,276.26,34.89,48.54,42.17,20.04,58.02,490,0,0,8.36,44.15,0,142.38,33.48,0,9.24,0,0,0,0,140.26,24.95,0,0,0,0,57.64,47.05,0,93.66,21.21,5.57,66.54,0,0,125.99,120.01,403.4,0,0,76.47,19.35,0.91,108,5.32,0,1.72,0,0,33.63,20.85,0,1.64,38.69,26.66,42.39,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,40.6,12.56,19.27,276.26,33.74,47.02,21.08,20.04,57.32,490,0,0,8.31,44.15,0,142.38,30.13,0,9.24,0,0,0,0,140.26,24.95,0,0,0,0,41.38,28.96,0,93.66,21.21,5.57,66.54,0,0,125.99,120.01,403.4,0,0,76.47,18.21,0.91,108,5.32,0,0.49,0,0,33.63,20.85,0,1.64,36.7,26.66,42.39,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,40.6,12.56,19.27,276.26,33.74,47.02,21.08,20.04,57.32,490,0,0,8.31,44.15,0,142.38,30.13,0,9.24,0,0,0,0,140.26,24.95,0,0,0,0,41.38,28.96,0,93.66,21.21,5.57,66.54,0,0,125.99,120.01,403.4,0,0,76.47,18.21,0.91,108,5.32,0,0.49,0,0,33.63,20.85,0,1.64,36.7,26.66,42.39,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,40.6,12.56,19.27,276.26,33.74,47.02,21.08,20.04,57.32,416.46,0,0,8.31,44.15,0,142.38,30.13,0,9.24,0,0,0,0,140.26,24.95,0,0,0,0,41.38,28.96,0,93.66,21.21,5.57,66.54,0,0,125.99,120.01,403.4,0,0,77.24,18.21,0.91,108,5.32,0,0.49,0,0,33.63,20.85,0,1.64,36.7,26.66,42.39,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,40.6,19.47,19.27,276.26,34.89,48.54,31.63,20.04,58.02,339.4,0,0,8.36,44.15,0,142.38,33.48,0,9.24,0,0,0,0,140.26,24.95,0,0,0,0,57.64,47.05,0,93.66,21.21,5.57,66.54,0,0,125.99,120.01,403.4,0,0,77.24,19.35,0.91,108,5.32,0,0.49,0,0,33.63,20.85,0,1.64,38.69,26.66,42.39,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,40.6,19.47,19.27,308.18,34.89,48.54,42.17,20.04,58.02,339.4,0,0,8.36,44.15,0,142.38,33.48,0,9.24,0,0,0,0,140.26,24.95,0,0,0,0,57.64,47.05,0,93.66,21.21,5.57,66.54,0,0,125.99,120.01,403.4,0,0,77.24,19.35,0.91,108,5.32,0,0.49,0,0,33.63,20.85,0,1.64,38.69,26.66,42.39,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,40.6,19.47,19.27,356.96,34.89,48.54,42.17,20.04,58.02,339.4,0,0,8.36,44.15,0,142.38,33.48,0,9.24,0,0,0,0,140.26,24.95,0,0,0,0,57.64,47.05,0,93.66,21.21,5.57,66.54,0,0,125.99,120.01,403.4,0,0,77.24,19.35,0.91,108,5.32,0,0.49,0,0,33.63,20.85,0,1.64,38.69,26.66,42.39,45.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,40.6,19.47,19.27,356.96,34.89,48.54,42.17,20.04,58.02,339.4,0,0,8.36,44.15,0,142.38,33.48,0,9.24,0,0,0,0,140.26,24.95,0,0,0,0,57.64,47.05,0,93.66,21.21,5.57,66.54,0,0,125.99,120.01,403.4,0,0,77.24,19.35,0.91,108,5.32,0,0.49,0,0,33.63,20.85,0,1.64,38.69,26.66,42.39,46.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,40.6,19.47,19.27,356.96,34.89,48.54,42.17,20.04,58.02,339.4,0,0,8.36,44.15,0,142.38,33.48,0,9.24,0,0,0,0,140.26,24.95,0,0,0,0,57.64,47.05,0,93.66,21.21,5.57,66.54,0,0,125.99,120.01,403.4,0,0,77.24,19.35,0.91,108,5.32,0,0.49,0,0,33.63,20.85,0,1.64,38.69,26.66,42.39,46.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,40.6,18.84,19.27,356.96,33.74,47.02,21.08,20.04,57.32,387.86,0,0,8.31,44.15,0,142.38,30.13,0,9.24,0,0,0,0,140.26,24.95,0,0,0,0,35.48,28.96,0,93.66,21.21,5.57,66.54,0,0,125.99,120.01,403.4,0,0,77.24,18.21,0.91,108,5.32,0,0.99,0,0,33.63,20.85,0,1.64,36.7,26.66,42.39,46.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,40.6,18.84,19.27,356.96,33.74,47.02,10.55,20.04,57.32,387.86,0,0,8.31,44.15,0,142.38,30.13,0,9.24,0,0,0,0,140.26,24.95,0,0,0,0,35.48,28.96,0,93.66,21.21,5.57,66.54,0,0,125.99,120.01,403.4,0,0,77.24,18.21,0.91,108,5.32,0,0.99,0,0,33.63,20.85,0,1.64,36.7,26.66,42.39,46.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,40.6,18.84,19.27,356.96,33.74,47.02,10.55,20.04,57.32,387.86,0,0,8.31,44.15,0,142.38,30.13,0,6.93,0,0,0,0,140.26,24.95,0,0,0,0,35.48,28.96,0,93.66,21.21,5.57,66.54,0,0,125.99,120.01,403.4,0,0,77.24,18.21,0.91,108,5.32,0,0.99,0,0,33.63,20.85,0,1.64,36.7,26.66,42.39,46.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,40.6,18.84,19.27,356.96,33.74,47.02,10.55,20.04,57.32,387.86,0,0,8.31,44.15,0,142.38,20.31,0,6.93,0,0,0,0,140.26,24.95,0,0,0,0,35.48,28.96,0,93.66,21.21,5.57,66.54,0,0,125.99,120.01,403.4,0,0,77.24,18.21,0.91,108,5.32,0,0.99,0,0,33.63,20.85,0,1.64,36.7,26.66,42.39,46.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,40.6,18.84,19.27,356.96,33.74,47.02,10.55,20.04,57.32,387.86,0,0,8.31,44.15,0,142.38,10.05,0,6.93,0,0,0,0,140.26,24.95,0,0,0,0,35.48,28.96,0,93.66,21.21,5.57,66.54,0,0,125.99,120.01,403.4,0,0,77.24,18.21,0.91,108,5.32,0,1.72,0,0,33.63,20.85,0,1.64,36.7,26.66,42.39,46.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,40.6,18.84,19.27,356.96,33.74,47.02,10.55,20.04,57.32,387.86,0,0,8.31,44.15,0,142.38,10.05,0,6.93,0,0,0,0,140.26,24.95,0,0,0,0,35.48,28.96,0,93.66,21.21,5.57,66.54,0,0,125.99,120.01,403.4,0,0,77.24,18.21,0.91,108,5.32,0,1.72,0,0,33.63,20.85,0,1.64,36.7,26.66,42.39,46.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

