Block,Time,SALAL,DULHASTI,UNCHAHAR4,DADRI_GF,URI,DADRT2,KOLDAM,AURY_CRF,UNCHAHAR3,TEHRI,ANTA_RF,RAMPUR,CHAMERA2,RIHAND2,TANDA2,KOTESHWR,NAPP,ANTA_CRF,AURY_RF,KISHANGANGA,RAPPB,CHAMERA1,RIHAND1,PARBATI3,CHAMERA3,JHAJJAR,UNCHAHAR1,UNCHAHAR2,ANTA_GF,DHAULIGNGA,DADRI_LF,SINGRAULI_HYDRO,BSIUL,NJPC,RIHAND3,AURY_GF,SINGRAULI,RAPPC,AURY_LF,ANTA_LF,TANAKPUR,DADRI_CRF,URI2,DADRI_RF,SEWA2,BRBCL,TALA,FSTPP I & II,SASAN,KHSTPP-II,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
37,09:00:09:15,60.683591,38.152355,2.348602,0.000000,33.631870,367.316765,0.000000,0.000000,14.719262,0.000000,0.000000,0.000000,15.634728,120.287898,5.181808,8.919085,50.417475,0.000000,0.000000,5.377496,0.000000,0.000000,83.660324,0.000000,11.217119,357.827000,12.178884,14.575454,0.000000,0.000000,0.000000,0.754018,12.612531,0.000000,126.284015,0.000000,145.054314,67.377536,0.000000,0.000000,0.000000,0.000000,33.998240,0.000000,18.182077,19.341973,0.000000,13.349075,404.992467,95.247938,29.840451,0,0,0,0,0

38,09:15-09:30,60.683591,38.152355,2.348602,0.000000,33.631870,367.316765,0.000000,0.000000,14.719262,0.000000,0.000000,0.000000,15.634728,120.287898,5.181808,8.919085,50.417475,0.000000,0.000000,5.377496,0.000000,0.000000,83.660324,0.000000,11.217119,357.827000,12.178884,14.575454,0.000000,0.000000,0.000000,0.754018,12.612531,0.000000,126.284015,0.000000,145.054314,67.377536,0.000000,0.000000,0.000000,0.000000,33.998240,0.000000,18.182077,19.341973,0.000000,13.349075,404.992467,95.247938,29.840451,0,0,0,0,0

39,09:30-09:45,60.683591,38.152355,2.348602,0.000000,33.631870,367.316765,0.000000,0.000000,14.719262,0.000000,0.000000,0.000000,15.634728,120.287898,5.181808,8.919085,50.417475,0.000000,0.000000,5.377496,0.000000,0.000000,83.660324,0.000000,11.217119,357.827000,12.178884,14.575454,0.000000,0.000000,0.000000,0.754018,12.612531,0.000000,126.284015,0.000000,145.054314,67.377536,0.000000,0.000000,0.000000,0.000000,33.998240,0.000000,18.182077,19.341973,0.000000,13.349075,404.992467,95.247938,29.840451,0,0,0,0,0

40,09:45-10:00,60.683591,38.152355,2.348602,0.000000,33.631870,367.316765,0.000000,0.000000,14.719262,0.000000,0.000000,0.000000,15.634728,120.287898,5.181808,8.919085,50.417475,0.000000,0.000000,5.377496,0.000000,0.000000,83.660324,0.000000,11.217119,357.827000,12.178884,14.575454,0.000000,0.000000,0.000000,0.754018,12.612531,0.000000,126.284015,0.000000,145.054314,67.377536,0.000000,0.000000,0.000000,0.000000,33.998240,0.000000,18.182077,19.341973,0.000000,13.349075,404.992467,95.247938,29.840451,0,0,0,0,0

41,10:00-10:15,48.322119,38.152355,2.348602,0.000000,39.504101,367.316765,0.000000,0.000000,14.719262,0.000000,0.000000,0.000000,15.634728,120.287898,5.181808,8.919085,50.417475,0.000000,0.000000,5.377496,0.000000,0.000000,83.660324,0.000000,11.217119,357.827000,12.178884,14.575454,0.000000,0.000000,0.000000,0.754018,12.612531,0.000000,126.284015,0.000000,145.054314,67.377536,0.000000,0.000000,0.000000,0.000000,33.998240,0.000000,18.182077,19.202804,0.000000,16.135677,404.992467,114.589938,36.006197,0,0,0,0,0

42,10:15-10:30,48.322119,38.152355,2.348602,0.000000,39.504101,367.316765,0.000000,0.000000,14.719262,0.000000,0.000000,0.000000,15.634728,120.287898,5.181808,8.919085,50.417475,0.000000,0.000000,5.377496,0.000000,0.000000,83.660324,0.000000,11.217119,357.827000,12.178884,14.575454,0.000000,0.000000,0.000000,0.754018,12.612531,0.000000,126.284015,0.000000,145.054314,67.377536,0.000000,0.000000,0.000000,0.000000,33.998240,0.000000,18.182077,17.878783,0.000000,16.135677,404.992467,114.589938,36.006197,0,0,0,0,0

43,10:30-10:45,48.322119,38.152355,2.348602,0.000000,39.504101,367.316765,0.000000,0.000000,15.292075,0.000000,0.000000,0.000000,15.634728,120.287898,5.181808,8.919085,50.417475,0.000000,0.000000,5.377496,0.000000,0.000000,83.660324,0.000000,11.217119,358.485982,12.178884,14.575454,0.000000,0.000000,0.000000,0.754018,18.918797,0.000000,126.284015,0.000000,145.054314,67.377536,0.000000,0.000000,0.000000,0.000000,33.998240,0.000000,18.182077,18.627067,0.000000,16.135677,404.992467,114.589938,36.006197,0,0,0,0,0

